"company","mailing_address","company_city","phone","license","valid_date","description","location_1"
"TIMBERLINE RANGE CAMPS","1145 S. BLACKHAWK BLVD","MT. PLEASANT","435-462-5300","P15931","2015-11-10T00:00:00.000","CLASS 3","
, UT 84647
(39.544679074000044, -111.45528845499996)"
"SPANISH TRAIL SHELL","PO 1139","MOAB","435 259-3939","P2178","2016-02-08T00:00:00.000","CLASS 4","
, UT 84532
(38.552297198000076, -109.52510666099994)"
"INTERMOUNTAIN TRUCK REBUILDERS","PO BOX 9361","OGDEN","801 621-1315","P1771","2015-05-08T00:00:00.000","CLASS 1","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"THOMAS PETROLEUM LLC/JARDINE","1105 SO. HWY 118","RICHFIELD","801 298-3252","P12821","2015-09-23T00:00:00.000","CLASS 1","
, UT 84701
(38.76948664300005, -112.07845783299996)"
"BEAR LAKE CHEVRON","PO BOX 295","GARDEN CITY","435 946-3604","P755","2015-12-23T00:00:00.000","CLASS 4","
, UT 84028
(41.94420836200004, -111.39351985599995)"
"THOMAS PETROLEUM LLC/JARDINE","1070 WEST 200 NORTH","LOGAN","801 298-3252","P89","2015-12-20T00:00:00.000","CLASS 1","
, UT 84321
(41.72839628400004, -111.83498979499996)"
"HOWE RENTAL & SALES","4235 S 500 W","MURRAY","801-463-7997","P16321","2015-03-21T00:00:00.000","CLASS 4","
, UT 84123
(40.66343978100008, -111.92140760999996)"
"CEDAR CITY RV/KOA","1121 NO. MAIN STREET","CEDAR CITY","435 586-9872","P1886","2015-03-01T00:00:00.000","CLASS 4","
, UT 84721
(37.72021995500006, -113.07851733399997)"
"C-A-L RANCH STORES - VERNAL","1180 WEST HWY 40","VERNAL","435 789-6000","P13821","2015-04-15T00:00:00.000","CLASS 4","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"HUMPHRIES INC.","34 EAST MAIN","AMERICAN FORK","801 756-3566","P538","2015-04-23T00:00:00.000","CLASS 4","
, UT 84003
(40.39478809000008, -111.79577612099996)"
"BOB NAFUS SERVICE","P O BOX 100","KANOSH","801 759-2652","P114","2016-01-20T00:00:00.000","CLASS 4","
, UT 84637
(38.80028838700008, -112.43774633799995)"
"BLACKBURN  PROPANE","P.O. BOX 204","BICKNELL","435 425-3432","P540","2014-05-27T00:00:00.000","CLASS 1","
, UT 84715
(38.339926364000064, -111.54428720199996)"
"AMERIGAS PROPANE - OGDEN","545 W. 12TH STREET","OGDEN","801 621-7174","P315","2016-01-16T00:00:00.000","CLASS 1","
, UT 84404
(41.26585741300005, -111.98805999399997)"
"SUNRISE ENTERPRISES INC.","273 W 1300 N","SUNSET","801-825-4331","P16641","2015-05-16T00:00:00.000","CLASS 4","
, UT 84015
(41.12252871700008, -112.04219876299999)"
