"rin","primary_key","date_occurred","time_occurred","location","area_command","nature_of_contact","reason_desc","r2r_level","master_subject_id","subject_sex","subject_race","subject_ethnicity","subject_conduct_desc","subject_resistance","weapon_used_1","weapon_used_2","weapon_used_3","weapon_used_4","weapon_used_5","number_shots","effect_on_officer","officer_organization_desc","officer_commission_date","officer_yrs_of_service","x_coordinate","y_coordinate","council_district","census_tract","zip","county","county_desc"
"7453345","2019140107","2019-01-14T00:00:00.000","0238","E 8TH ST / RED RIVER ST","GE","1-TRAFFIC STOP [Motor Vehicle Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459691707: 2019140107","F","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","BAKER 800 NIGHT REG I PATROL","2017-12-22T00:00:00.000","1","3116303","10070893","9","-","78701","1","TRAVIS COUNTY"
"7453484","2019140148","2019-01-14T00:00:00.000","0515","5400 FREIDRICH LN","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","1","2032026: 2019140148","F","W","H","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"MINOR INJURY","FRANK 800 REG IV PATROL","2016-10-28T00:00:00.000","2","3110511","10045926","2","24.11","78744","1","TRAVIS COUNTY"
"7453484","2019140148","2019-01-14T00:00:00.000","0515","5400 FREIDRICH LN","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","1","2032026: 2019140148","F","W","H","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 600 REGION III PATROL","2017-12-22T00:00:00.000","1","3110511","10045926","2","24.11","78744","1","TRAVIS COUNTY"
"7518269","20191401538","2019-05-20T00:00:00.000","1823","13308 ROCHESTER LN","ED",,"TO RESTRAIN FOR SUBJECTS SAFETY","4","459808176: 20191401538","F","W","N",,"PASSIVE RESISTANCE; DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 500 REG II PATROL","2016-07-08T00:00:00.000","3","3143791","10121426","7","18.39","78753","1","TRAVIS COUNTY"
"7453546","2019140156","2019-01-14T00:00:00.000","0500","2212 AIRPORT BLVD","CH","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","308021047: 2019140156","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 800 REG III PATROL","2016-10-28T00:00:00.000","2","3125765","10077401","1","4.02","78722","1","TRAVIS COUNTY"
"7453546","2019140156","2019-01-14T00:00:00.000","0502","2212 AIRPORT BLVD","CH","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","3","308021047: 2019140156","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 800 REG III PATROL","2016-10-28T00:00:00.000","2","3125765","10077401","1","4.02","78722","1","TRAVIS COUNTY"
"7453546","2019140156","2019-01-14T00:00:00.000","0502","2212 AIRPORT BLVD","CH","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","3","308021047: 2019140156","M","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 800 REG III PATROL","2017-06-23T00:00:00.000","2","3125765","10077401","1","4.02","78722","1","TRAVIS COUNTY"
"7453546","2019140156","2019-01-14T00:00:00.000","0500","2212 AIRPORT BLVD","CH","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","3","308021047: 2019140156","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 800 REG III PATROL","2017-06-23T00:00:00.000","2","3125765","10077401","1","4.02","78722","1","TRAVIS COUNTY"
"7517074","20191401626","2019-05-20T00:00:00.000","1815","1401 E 12TH ST","CH","2-WARRANT SERVICE [non-MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","179700051: 20191401626","M","B","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,,"METRO TAC REGION 3","2010-04-23T00:00:00.000","9","3119945","10072572","1","-","78702","1","TRAVIS COUNTY"
"7519385","20191401803","2019-05-20T00:00:00.000",,"3811 E 12TH ST","CH",,"TO RESTRAIN FOR SUBJECTS SAFETY","3","458893410: 20191401803","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 400 REG III PATROL","2016-10-28T00:00:00.000","3","3130796","10074307","1","-","78721","1","TRAVIS COUNTY"
"7519385","20191401803","2019-05-20T00:00:00.000","2216","3811 E 12TH ST","CH",,"TO RESTRAIN FOR SUBJECTS SAFETY","4","458893410: 20191401803","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 400 REG III PATROL","2016-10-28T00:00:00.000","3","3130796","10074307","1","-","78721","1","TRAVIS COUNTY"
"7519385","20191401803","2019-05-20T00:00:00.000","2137","3811 E 12TH ST","CH",,"TO RESTRAIN FOR SUBJECTS SAFETY","4","458893410: 20191401803","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 400 REG III PATROL","2016-10-28T00:00:00.000","3","3130796","10074307","1","-","78721","1","TRAVIS COUNTY"
"7519794","20191460165","2019-05-26T00:00:00.000","0122","E 6TH ST / SAN JACINTO BLVD","GE",,"NECESSARY TO DEFEND ANOTHER","3","1215378: 20191460165",,,,,"AGGRESSIVE RESISTANCE","CHEMICAL AGENT - O C SPRAY",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 400 REG I EVENING","2012-07-13T00:00:00.000","7","3115084","10070527","9","-","78701","1","TRAVIS COUNTY"
"7519385","20191401803","2019-05-20T00:00:00.000","2303","3811 E 12TH ST","CH",,"TO RESTRAIN FOR SUBJECTS SAFETY","3","458893410: 20191401803","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","CED - DRIVE STUN-ENTER # CYCLES (use #shots field)",,,,,"4","NO COMPLAINT OF INJURY/PAIN","CHARLIE 400 REG III PATROL","2016-10-28T00:00:00.000","3","3130796","10074307","1","-","78721","1","TRAVIS COUNTY"
"7519385","20191401803","2019-05-20T00:00:00.000","1745","3811 E 12TH ST","CH",,"TO RESTRAIN FOR SUBJECTS SAFETY","4","458893410: 20191401803","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 400 REG III PATROL","2017-06-23T00:00:00.000","2","3130796","10074307","1","-","78721","1","TRAVIS COUNTY"
"7519385","20191401803","2019-05-20T00:00:00.000",,"3811 E 12TH ST","CH",,"TO RESTRAIN FOR SUBJECTS SAFETY","4","458893410: 20191401803","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","ACADEMY CADET TRAINING REG II","2019-05-10T00:00:00.000","0","3130796","10074307","1","-","78721","1","TRAVIS COUNTY"
"7517216","20191402194","2019-05-20T00:00:00.000","0100","8405 OLD BEE CAVES RD","DA","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459026615: 20191402194","M","W","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","DAVID 800 REG IV PATROL","2014-12-12T00:00:00.000","4","3068860","10063597","8","19.08","78735","1","TRAVIS COUNTY"
"7517216","20191402194","2019-05-20T00:00:00.000","2355","8405 OLD BEE CAVES RD","DA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459026615: 20191402194","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","DAVID 800 REG IV PATROL","2018-09-01T00:00:00.000","1","3068860","10063597","8","19.08","78735","1","TRAVIS COUNTY"
"7454514","2019140971","2019-01-14T00:00:00.000","1546","3112 VAL DR","ID","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459660037: 2019140971","M","B","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 400 REG I PATROL","2010-04-23T00:00:00.000","9","3138215","10089075","1","21.13","78723","1","TRAVIS COUNTY"
"7454514","2019140971","2019-01-14T00:00:00.000","1546","3112 VAL DR","ID","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459660037: 2019140971","M","B","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 400 REG I PATROL","2015-11-13T00:00:00.000","3","3138215","10089075","1","21.13","78723","1","TRAVIS COUNTY"
"7516965","20191410121","2019-05-21T00:00:00.000","0202","E 6TH ST / TRINITY ST","GE",,"NECESSARY TO EFFECT ARREST / DETENTION","3","459807365: 20191410121","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 400 REG I EVENING","2012-07-13T00:00:00.000","7","3115415","10070416","9","-","78701","1","TRAVIS COUNTY"
"7516965","20191410121","2019-05-21T00:00:00.000","0202","E 6TH ST / TRINITY ST","GE",,"NECESSARY TO EFFECT ARREST / DETENTION","4","459807365: 20191410121","M","B","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2015-03-20T00:00:00.000","4","3115415","10070416","9","-","78701","1","TRAVIS COUNTY"
"7516965","20191410121","2019-05-21T00:00:00.000","0202","E 6TH ST / TRINITY ST","GE",,"NECESSARY TO EFFECT ARREST / DETENTION","4","459807365: 20191410121","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2015-03-20T00:00:00.000","4","3115415","10070416","9","-","78701","1","TRAVIS COUNTY"
"7516965","20191410121","2019-05-21T00:00:00.000",,"E 6TH ST / TRINITY ST","GE",,"IN CUSTODY, MAINTAINING CONTROL","4","459807365: 20191410121","M","B","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 400 REG I EVENING","2015-10-30T00:00:00.000","4","3115415","10070416","9","-","78701","1","TRAVIS COUNTY"
"7516965","20191410121","2019-05-21T00:00:00.000","0428","E 6TH ST / TRINITY ST","GE",,"NECESSARY TO EFFECT ARREST / DETENTION","3","459807365: 20191410121","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2016-07-08T00:00:00.000","3","3115415","10070416","9","-","78701","1","TRAVIS COUNTY"
"7516965","20191410121","2019-05-21T00:00:00.000","0203","E 6TH ST / TRINITY ST","GE",,"NECESSARY TO EFFECT ARREST / DETENTION","4","459807365: 20191410121","M","B","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2016-07-08T00:00:00.000","3","3115415","10070416","9","-","78701","1","TRAVIS COUNTY"
"7518002","20191410894","2019-05-21T00:00:00.000",,"611 NECHES ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","155386134: 20191410894","M","B","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 100 REG I DAYS","2013-03-22T00:00:00.000","6","3115916","10070553","9","-","78701","1","TRAVIS COUNTY"
"7517598","20191410988","2019-05-21T00:00:00.000","1337","REGENCY DR / DUCHESS DR","CH","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","204086901: 20191410988","M","W","H",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,,"CHARLIE 200 REG III PATROL","2012-07-13T00:00:00.000","7","3140411","10079016","1","-","78724","1","TRAVIS COUNTY"
"7454014","2019141282","2019-01-14T00:00:00.000","2026","2015 WEST LOOP","ED","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","164037341: 2019141282","M","W","H",,"PASSIVE RESISTANCE; DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 300 REG II PATROL","2013-12-13T00:00:00.000","5","3120995","10109160","4","-","78758","1","TRAVIS COUNTY"
"7454014","2019141282","2019-01-14T00:00:00.000","2026","2015 WEST LOOP","ED","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","164037341: 2019141282","M","W","H",,"PASSIVE RESISTANCE; DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 500 REG II PATROL","2016-10-28T00:00:00.000","2","3120995","10109160","4","-","78758","1","TRAVIS COUNTY"
"7453951","2019141741","2019-01-14T00:00:00.000","0021","3609 NORTH HILLS DR","BA","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","410648936: 2019141741","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","SPECIALIZED PATROL/EVENTS","2012-11-30T00:00:00.000","6","3109104","10101040","10","-","78731","1","TRAVIS COUNTY"
"7453951","2019141741","2019-01-14T00:00:00.000","0025","3609 NORTH HILLS DR","BA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO DEFEND REPORTING OFFICER","3","410648936: 2019141741","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","BAKER 700 REG I PATROL","2017-12-22T00:00:00.000","1","3109104","10101040","10","-","78731","1","TRAVIS COUNTY"
"7517762","20191420135","2019-05-22T00:00:00.000","0153","9102 BURNET RD","AD",,"NECESSARY TO DEFEND REPORTING OFFICER","2","203901022: 20191420135","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","IMPACT MUNITION/BEANBAG RND-ENTER # SHOTS",,,,,"1","NO COMPLAINT OF INJURY/PAIN","IDA 500 REG I PATROL","2017-06-23T00:00:00.000","2","3118649","10109695","7","18.49","78758","1","TRAVIS COUNTY"
"7517576","20191420140","2019-05-22T00:00:00.000","0200","408 E 6TH ST","GE",,"IN CUSTODY, MAINTAINING CONTROL","4","459605319: 20191420140","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2014-03-21T00:00:00.000","5","3115586","10070497","9","-","78701","1","TRAVIS COUNTY"
"7517576","20191420140","2019-05-22T00:00:00.000","0159","408 E 6TH ST","GE",,"IN CUSTODY, MAINTAINING CONTROL","4","459605319: 20191420140","M","W","H","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 900 REG I NIGHTS","2014-03-21T00:00:00.000","5","3115586","10070497","9","-","78701","1","TRAVIS COUNTY"
"7517576","20191420140","2019-05-22T00:00:00.000","0200","408 E 6TH ST","GE",,"IN CUSTODY, MAINTAINING CONTROL","4","459605319: 20191420140","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2015-03-20T00:00:00.000","4","3115586","10070497","9","-","78701","1","TRAVIS COUNTY"
"7517576","20191420140","2019-05-22T00:00:00.000","0209","408 E 6TH ST","GE",,"IN CUSTODY, MAINTAINING CONTROL","4","459605319: 20191420140","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2015-03-20T00:00:00.000","4","3115586","10070497","9","-","78701","1","TRAVIS COUNTY"
"7517576","20191420140","2019-05-22T00:00:00.000","0200","408 E 6TH ST","GE",,"IN CUSTODY, MAINTAINING CONTROL","4","459605319: 20191420140","M","W","H","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2016-07-08T00:00:00.000","3","3115586","10070497","9","-","78701","1","TRAVIS COUNTY"
"7517963","20191420516","2019-05-22T00:00:00.000",,"12111 SUNDERLAND DR","ED",,"NECESSARY TO DEFEND REPORTING OFFICER","4","459745323: 20191420516","M","W","H","EDP/MENTALLY UNSTABLE","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 100 REG II PATROL","2008-08-18T00:00:00.000","11","3140212","10113904","1","18.35","78753","1","TRAVIS COUNTY"
"7518053","20191420594","2019-05-22T00:00:00.000","0907","7500 VOL WALKER DR","DA",,"NECESSARY TO EFFECT ARREST / DETENTION","4","459369166: 20191420594","F","W","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","DAVID 100 REG IV PATROL","2000-09-08T00:00:00.000","19","3077313","10052636","8","17.38","78749","1","TRAVIS COUNTY"
"7518053","20191420594","2019-05-22T00:00:00.000",,"7500 VOL WALKER DR","DA",,"NECESSARY TO EFFECT ARREST / DETENTION","4","459369166: 20191420594","F","W","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","DAVID 100 REG IV PATROL","2008-06-20T00:00:00.000","11","3077313","10052636","8","17.38","78749","1","TRAVIS COUNTY"
"7518371","20191421395","2019-05-22T00:00:00.000","1633","4404 E OLTORF ST","HE",,"IN CUSTODY, MAINTAINING CONTROL","3","132188224: 20191421395","F","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 300 REG III PATROL","2017-06-23T00:00:00.000","2","3119889","10055968","3","23.14","78741","1","TRAVIS COUNTY"
"7518371","20191421395","2019-05-22T00:00:00.000","1633","4404 E OLTORF ST","HE",,"NECESSARY TO EFFECT ARREST / DETENTION","3","132188224: 20191421395","F","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 300 REG III PATROL","2017-06-23T00:00:00.000","2","3119889","10055968","3","23.14","78741","1","TRAVIS COUNTY"
"7518371","20191421395","2019-05-22T00:00:00.000","1633","4404 E OLTORF ST","HE",,"NECESSARY TO EFFECT ARREST / DETENTION","3","132188224: 20191421395","F","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 800 REG III PATROL","2017-12-22T00:00:00.000","1","3119889","10055968","3","23.14","78741","1","TRAVIS COUNTY"
"7518175","20191421711","2019-05-22T00:00:00.000","1957","2101 BURTON DR","HE",,"NECESSARY TO EFFECT ARREST / DETENTION","3","458981773: 20191421711","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","CED - PRONGS-ENTER # CYCLES (use #shots field)",,,,,"1","NO COMPLAINT OF INJURY/PAIN","HENRY 600 REGION III PATROL","2017-12-22T00:00:00.000","1","3118036","10057923","3","-","78741","1","TRAVIS COUNTY"
"7518309","20191421861","2019-05-22T00:00:00.000","2100","1311 E M FRANKLIN AVE","CH",,"NECESSARY TO EFFECT ARREST / DETENTION","3","459722000: 20191421861","F","W","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 600 REG III EVENING SHIFT","2016-10-28T00:00:00.000","3","3129390","10075302","1","21.09","78721","1","TRAVIS COUNTY"
"7518309","20191421861","2019-05-22T00:00:00.000",,"1311 E M FRANKLIN AVE","CH",,"NECESSARY TO EFFECT ARREST / DETENTION","3","459722000: 20191421861","F","W","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 600 REG III EVENING SHIFT","2017-12-22T00:00:00.000","1","3129390","10075302","1","21.09","78721","1","TRAVIS COUNTY"
"7518309","20191421861","2019-05-22T00:00:00.000","2304","1311 E M FRANKLIN AVE","CH",,"NECESSARY TO EFFECT ARREST / DETENTION","3","459722000: 20191421861","F","W","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 600 REG III EVENING SHIFT","2017-12-22T00:00:00.000","1","3129390","10075302","1","21.09","78721","1","TRAVIS COUNTY"
"7518309","20191421861","2019-05-22T00:00:00.000","2100","1311 E M FRANKLIN AVE","CH",,"NECESSARY TO EFFECT ARREST / DETENTION","3","459722000: 20191421861","F","W","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","ACADEMY CADET TRAINING REG II","2019-05-10T00:00:00.000","0","3129390","10075302","1","21.09","78721","1","TRAVIS COUNTY"
"7518563","20191422023","2019-05-22T00:00:00.000","2210","300 E 6TH ST","GE",,"NECESSARY TO EFFECT ARREST / DETENTION","4","459715311: 20191422023","M","B","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 900 REG I NIGHTS","2004-06-18T00:00:00.000","15","3115154","10070604","9","-","78701","1","TRAVIS COUNTY"
"7519794","20191460165","2019-05-26T00:00:00.000","0122","E 6TH ST / SAN JACINTO BLVD","GE",,"NECESSARY TO DEFEND ANOTHER","3","1215541: 20191460165",,,,,"AGGRESSIVE RESISTANCE","CHEMICAL AGENT - O C SPRAY",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 400 REG I EVENING","2014-12-12T00:00:00.000","4","3115084","10070527","9","-","78701","1","TRAVIS COUNTY"
"7518563","20191422023","2019-05-22T00:00:00.000","1012","300 E 6TH ST","GE",,"IN CUSTODY, MAINTAINING CONTROL","3","459715311: 20191422023","M","B","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2015-03-20T00:00:00.000","4","3115154","10070604","9","-","78701","1","TRAVIS COUNTY"
