"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","depth_to_bottom","manhole","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.742857843883 30.278003403065)","4930879","0","1","1908298","2106466","287","No field evidence","1931-06-16T00:00:00.000Z","1931","SSM",,"MAMARAL","2019-06-11T12:40:37.000Z","GDELANO","2019-06-28T16:32:41.000Z","GDELANO","SHL","J23","585N","5621543","CITY","CITY","NO_SOURCE","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"537.30999756","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","0f231884-afc8-4471-ae05-3eba06f5dfef","ENTERED","2022-03-08T21:02:54.000Z","REMOVED","0",,,,,,,,,,"0",,,,,,
"POINT (-97.750620867199 30.216453615319)","4970594","0","1","616300","914772","301",,"1955-01-14T00:00:00.000Z","1955","APPLANEL","1958","MLEACH","2014-03-05T12:14:28.000Z","CGORE","2014-07-30T10:51:39.000Z","TBARRINGTON","WMS","H18","644H","1121607","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","0d4b1a94-b0e8-4c16-896c-7fb4ee8e169e","ENTERED","2022-02-08T14:52:55.000Z","REMOVED","0",,,,,,,,,,"0",,,,,,
"POINT (-97.767514178491 30.229501478825)","4961584","0","1","78291","2059111","291",,"1961-02-08T00:00:00.000Z","1961","APPLANEL","2011","RPARKER","2007-08-02T00:00:00.000Z","MAMARAL","2019-02-04T14:10:51.000Z","DDAVIS","EBO","H19","614Y","3119052","CITY","CITY","PHYS_INSP","APPLANEL","GPS_AERIAL","3106839.565","10056548.724","DIG07","SUB-M",,"664.2199707","N","CONCRETE","658.63000488","130","5","T","5","120","25","18","SAG","67","PRESENT","S1","NOTMARKED","a45c8368-11e0-452e-a20f-85f9c16bcb3b","ENTERED","2022-02-08T14:52:48.000Z","REMOVED","2","N","RODAVILA","2008-10-22T00:00:00.000Z",,"07182007_5_039.jpg","0",,,,"0",,,,,"1079793","WPD"
"POINT (-97.610436252894 30.171643400969)","4932900","0","1","200488","1072866","210",,"2001-06-21T00:00:00.000Z","2001","ASBLTEL",,"MLEACH","2015-03-11T11:41:53.000Z","MLEACH","2015-03-11T12:29:42.000Z","CGORE","DRE","Q14","678P","3276259","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3156948.2206","10036691.6844","DIG08","SUB-M","480.70999146","482.26998901","N","CONCRETE","476.70999146","120","7","T","6","120","32","18","GRADE","44","PRESENT","G1","GOOD","2fdcfabf-8880-41c4-9c27-5eea343757de","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,"03312009_1_018.jpg","0",,,"2012-11-15T00:00:00.000Z","0",,,,,"1102879","WPD"
"POINT (-97.742759006626 30.187381628242)","4932950","0","1","192426","1736530","26",,"1993-08-04T00:00:00.000Z","1993","APPLANEL",,"CGORE","2013-10-02T15:56:01.000Z","JAMARTINEZ","2017-07-14T10:38:06.000Z","SJOHNSON","WMS","J15","675A","80448","CITY","CITY","PHYS_INSP","DEM","GPS","3115012.2544","10041415.4556","DIG08","SUB-M",,"548.59997559","N","CONCRETE","546.17999268","133","6","T","7","120","42","39","GRADE","29","PRESENT","G1R","GOOD","046eebc6-28bb-4f9c-aab2-2efbd93e8c7b","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","EZIO AMBROSETTI",,,"11202008_1_044.jpg","25",,,"2018-06-18T00:00:00.000Z","0",,,,,"1091155","WPD"
"POINT (-97.691343537184 30.390868792762)","4953472","0","1","375172","1935587","252",,"1975-12-29T00:00:00.000Z","1975","APPLANEL",,"JHOLDER","2010-12-28T00:00:00.000Z","JAMARTINEZ","2018-05-23T11:56:37.000Z","EDUBIN","WLN","L33","496F","971522","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3129495.155","10115782.7425","DIG11","SUB-M","757.09997559","757.47998047","N","CONCRETE","753.5300293","127","5","T","5","121","31","17","GRADE","49","PRESENT","G1","GOOD","1c226711-9e1d-487f-83eb-d80368711e74","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","MICHAEL CHISUM","2011-02-07T00:00:00.000Z","MARCUS ALLEN","02072011_4_004.jpg",,"6","1","2018-04-15T00:00:00.000Z","0","2011-02-07T00:00:00.000Z","09:00","4",,"401190586","WPD"
"POINT (-97.761054856355 30.293956923488)","4932483","0","1","585619","1815890","207","Connectivity conflict with ESM. Retained ESM geometry.,","1939-04-03T00:00:00.000Z","1939","PLANNOEL",,"DDAVIS","2008-02-25T00:00:00.000Z","MAMARAL","2017-11-17T17:04:21.000Z","DWARDEN","JOH","H24","584C","336464","CITY","CITY","PHYS_INSP","DEM","GPS","3108335.8984","10080019.4501","FIELD","SUB-M","544.73999023","545.7800293","N","CONCRETE","543.0300293","127","6","T","6","120","24","17","SAG","33","PRESENT","S1","MARKED","1755b6c8-f058-49fe-b471-21387dec86a5","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","EWADSWORTH","2014-01-08T14:43:08.000Z","DDAVIS","182014_334814_5_251.jpg","17","3","1",,"0","2014-01-08T14:43:08.000Z","2:43:08 PM","5",,"401312899","WPD"
"POINT (-97.682910599618 30.424984522035)","4934123","0","1","1144109","1477043","166",,"2000-02-14T00:00:00.000Z","2000","ASBLTEL",,"SBURZYNSKI","2016-08-04T08:49:31.000Z","SBURZYNSKI","2016-08-04T09:12:50.000Z","DWARDEN","WLN","M35","466L","1131378","CITY","CITY","ASBLTEL","ASBLTEL","ASBLTEL",,,"NOGPS","NOGPS","762.64001465","762.90002441","N","CONCRETE","758.64001465",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","c1460557-7675-42e6-8d28-fdb4192983c6","ENTERED","2022-03-08T21:02:55.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.6848689189 30.296983118268)","4964121","0","1","76234","1818131","34","debris on bottom","1966-09-22T00:00:00.000Z","1966","APPLANEL",,"RMOELLMER","2008-02-20T00:00:00.000Z","DWARDEN","2020-01-17T19:56:55.000Z","ARUDIN","FOR","M24","586C","227572","CITY","CITY","PHYS_INSP","DEM","GPS","3132346.6591","10081697.084","DIG07","SUB-M",,"555.63000488","N","CONCRETE","551.96002197","130","6","T","6","129","24","18","SAG","44","PRESENT","S1","GOOD","82a13c23-3dfc-4172-9a26-fb7f1b1448d6","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","3","N","DLEWIS","2008-10-24T00:00:00.000Z",,"07032007_1_023.jpg","0",,,"2019-12-15T00:00:00.000Z","0",,,,,"1103745","WPD"
"POINT (-97.73085129796 30.16512156742)","4954951","0","1","195968","576540","112","Box filled with water; possible clogged outlet","2002-03-13T00:00:00.000Z","2002","ASBLTEL",,"APRUITT","2013-04-16T14:30:09.000Z","APRUITT","2013-04-17T07:41:22.000Z",,"MAR","J13","675T","211717","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3118962.8925","10033409.6631","DIG08","SUB-M",,"590.57000732","N","CONCRETE","586.20001221","129","6","T","6","121","44","20","GRADE","42","PRESENT","G1","NOTMARKED","684d378a-6a43-4699-b919-612b1d55ca46","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","4","N","JENNIFER WOERTZ",,,"01212009_3_055.jpg","0",,,,"0",,,,,"1094660","WPD"
"POINT (-97.725926718522 30.288664324609)","4937889","0","1","431040","1802450","31",,"1983-04-01T00:00:00.000Z","1983","ASBLTEL",,"SBURZYNSKI","2012-02-07T17:16:33.000Z","VVINCENT","2017-10-11T10:25:17.000Z","DDAVIS","WLR","K24","585G","1021676","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3119462.5338","10078366.6025","DIG12","SUB-M","585.32000732","585.57000732","N","CONCRETE","581.32000732","120","6","T","6","120","30","18","GRADE","45","PRESENT","G1","GOOD","95cbcfb6-9fd8-4eff-b3c5-f5f2dce51d59","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","ISRAEL RAMIREZ","2012-03-20T00:00:00.000Z","MARCUS ALLEN","03202012_1_005.jpg",,"5.0225","1","2017-04-15T00:00:00.000Z","0","2012-03-20T00:00:00.000Z","10:28","1",,"401311950","WPD"
"POINT (-97.842220018788 30.283421619067)","4959433","0","1","193466","1729492","37",,"1979-10-04T00:00:00.000Z","1979","APPLANEL",,"JHOLDER","2010-08-18T00:00:00.000Z","DWARDEN","2022-02-15T10:51:03.000Z","ACOLEMAN","BAR","D23","582M","160858","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3082813.3006","10075617.8319","DIG08","SUB-M","730.70001221","729.78997803","N","CONCRETE","725.59002686","132","6","T","5","119","32","17","SAG","52","PRESENT","S1","GOOD","dbe25a17-4852-478a-84a7-de2b1702644f","ENTERED","2022-02-16T21:04:02.000Z","ACTIVE","2","N","BILLY MULLINS",,,"12152008_3_039.jpg","0",,,,"0",,,,,"1094394","WPD"
"POINT (-97.616309236698 30.394351025984)","4939105","0","1","300448","1706774","115",,"2007-04-19T00:00:00.000Z","2007","APPLANEL",,"PSTARKEL","2017-06-13T15:15:03.000Z","PSTARKEL","2017-06-14T09:09:51.000Z","CGORE","GIL","Q33","498E","3336691","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3153114.7725","10117618.5994","DIG10","SUB-M","619.96002197","620.5","N","CONCRETE","615.96002197","119","7","T","7","119","43","18","GRADE","40","PRESENT","G1","GOOD","8b779470-05bb-4b23-89c6-532e738c691c","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"BILL BUTLER","2010-07-12T00:00:00.000Z","MARCUS ALLEN","07122010_1_012.jpg",,"3.8762","1","2014-08-15T00:00:00.000Z","0","2010-07-12T00:00:00.000Z","12:36","1",,"401190564","WPD"
"POINT (-97.690722521993 30.258480863439)","4946453","0","1","75058","522167","210",,"1991-09-16T00:00:00.000Z","1991","ASBLTEL",,"APRUITT","2013-01-28T14:01:19.000Z","APRUITT","2013-01-28T15:28:57.000Z","RODAVILA","BOG","L21","616B","215450","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3130834.5621","10067653.031","DIG07","SUB-M",,"451.04000854","N","CONCRETE","446.79998779","123","6","T","5","121","30","18","GRADE","55","PRESENT","G1","NOTMARKED","8532bc3b-2f22-4d4a-9699-03cb4b4bb766","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","SJOHNSON","2008-10-20T00:00:00.000Z",,"07032007_5_004.jpg","0",,,,"0",,,,,"1076149","WPD"
"POINT (-97.669555003766 30.417426593253)","4973160","0","1","1138329","1470930","297",,"2006-03-21T00:00:00.000Z","2006","APPLANEL",,"VVINCENT","2016-07-27T10:37:52.000Z","VVINCENT","2016-07-28T10:28:30.000Z","CGORE","WLN","M35","466R","3140406","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","84e76e27-7501-4aeb-80bd-a674fa8a68b0","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.717549256755 30.261611221945)","4959065","0","1","81363","297199","94",,"1980-03-17T00:00:00.000Z","1980","ASBLTEL",,"CARMIJO","2012-01-17T14:40:00.000Z","CARMIJO","2012-01-19T09:58:07.000Z","SJOHNSON","TWN","K21","615D","3431225","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3122340.4364","10068590.982","DIG07","SUB-M",,"476.75","N","CONCRETE","472.67001343","131","5","T","2","120","32","16","GRADE","46","PRESENT","G1","GOOD","d94fb660-66f6-4439-b75b-5d066329b21d","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","DLEWIS","2008-10-16T00:00:00.000Z",,"08142007_3_029.jpg","0",,,"2017-07-15T00:00:00.000Z","0",,,,,"1082669","WPD"
"POINT (-97.752000299045 30.445104936005)","4954108","0","1","186031","1945170","335",,,,"NO_SOURCE",,"MMARKOWSKI","2018-05-15T10:22:02.000Z","MMARKOWSKI","2018-05-15T13:17:53.000Z","ACOLEMAN","RAT","H37","434V","120511","OTHER","OTHER","PHYS_INSP","DEM","GPS","3109918.4056","10135053.4756","DIG08","SUB-M",,"888.7199707","N","CONCRETE","884.9699707","121","6","T","4","121","34","18","GRADE","45","PRESENT","G1","MARKED","b56db299-e15e-4e83-bda0-d72691fb001d","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"BILL BUTLER",,,"09062008_1_032.jpg","0",,,,"0",,,,,"1088026","WPD"
"POINT (-97.63235236736 30.272130584003)","4955192","0","1","213211","509672","303",,"2007-01-09T00:00:00.000Z","2007","APPLANEL",,"TBARRINGTON","2013-01-02T14:51:49.000Z","TBARRINGTON","2013-01-02T15:01:31.000Z","RODAVILA","ELM","P22","587V","3188111","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3149131.0388","10073052.0064","DIG09","SUB-M","520.57000732","521.30999756","N","CONCRETE","516.57000732","233","7","T","6","240","46","15","GRADE","53","PRESENT","G1","NOTMARKED","7110bc3a-0bb7-4a9b-83d8-7a435495a444","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","MARCUS ALLEN","2009-07-20T00:00:00.000Z","BILL BUTLER","07202009_5_006.jpg","0","2.9365","2",,"0","2009-07-20T00:00:00.000Z","09:28","5",,"1102955","WPD"
"POINT (-97.68969270362 30.359091961752)","4960836","0","1","73962","721172","204",,"1976-07-13T00:00:00.000Z","1976","ASBLTEL",,"APRUITT","2013-09-17T10:49:29.000Z","APRUITT","2013-09-17T11:33:35.000Z","DDAVIS","LWA","L30","526F","120378","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3130290.0283","10104241.98","DIG07","SUB-M",,"661.32000732","N","CONCRETE","657.01000977","134","8","T","6","120","31","36","GRADE","53","PRESENT","G1R","NOTMARKED","6b66ac21-e7c7-42ed-872a-4dbd86067119","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","DLEWIS","2008-10-09T00:00:00.000Z",,"06222007_1_039.jpg","0",,,,"0",,,,,"1075054","WPD"
"POINT (-97.738058229805 30.165107790706)","4945059","0","1","196059","566300","116",,"1985-11-01T00:00:00.000Z","1985","APPLANEL",,"APRUITT","2013-04-08T15:02:19.000Z","APRUITT","2013-04-09T13:28:56.000Z","DDAVIS","ONI","J13","675T","609766","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3116686.0531","10033351.4488","DIG08","SUB-M","551.82000732","552.20001221","N","CONCRETE","547.82000732","121","6","T","6","121","41","17","GRADE","47","PRESENT","G1","NOTMARKED","ea5277f8-f88b-48b6-ba51-b62e807424f8","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","CARRIE STEFANELLI",,,"01282009_1_029.jpg","0",,,,"0",,,,,"1101125","WPD"
"POINT (-97.74758780559 30.334208902613)","4960815","0","1","74671","297243","14","debris on bottom cannot get accurate depth","1938-06-16T00:00:00.000Z","1938","PLANNOEL",,"DDAVIS","2007-10-17T00:00:00.000Z","PCAMPMAN","2013-08-28T13:21:30.000Z","DLEWIS","SHL","J28","525W","633434","CITY","CITY","PHYS_INSP","DEM","GPS","3112247.6639","10094766.695","DIG07","SUB-M","653.65997314","652.59002686","N","CONCRETE","648.59002686","60","6","T","6","60","25","17","GRADE","48","PRESENT","G1","MARKED","abb45c2e-97a6-4d6a-9a9a-dcc96c2f169a","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","3","N","HCHOU","2008-10-08T00:00:00.000Z",,"06262007_1_010.jpg","0",,,,"0",,,,,"1075782","WPD"
"POINT (-97.838696999751 30.15413690468)","4949073","0","1","198446","1244050","189",,"2003-04-01T00:00:00.000Z","2003","ASBLTEL",,"VVINCENT","2016-02-01T10:40:13.000Z","VVINCENT","2016-02-02T16:02:28.000Z","SJOHNSON","SLA","D12","702D","3084107","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3084979.3763","10028634.8625","DIG08","SUB-M","737.64001465","737.88000488","N","CONCRETE","733.64001465","128","6","T","5","122","45","18","SAG","42","PRESENT","S1","NOTMARKED","a2d17c93-a8a9-4362-9573-45bfdac7cfe0","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,"02262009_1_032.jpg","0",,,,"0",,,,,"1100674","WPD"
"POINT (-97.647132054028 30.159084320599)","4939297","0","1","212869","1058770","169",,"1998-01-13T00:00:00.000Z","1998","ASBLTEL",,"MLEACH","2015-02-25T11:45:42.000Z","MLEACH","2015-02-25T13:27:35.000Z","SBURZYNSKI","ONI","N13","677X","218880","OTHER","OTHER","PHYS_INSP","ASBLTEL","GPS","3145465.8902","10031840.1795","DIG09","SUB-M","515.98999023","517.04998779","N","CONCRETE","511.98999023","119","7","T","6","119","31","17","GRADE","39","PRESENT","G1","NOTMARKED","d848bc21-165e-49e8-95cb-416b54223be5","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"BILL BUTLER","2009-05-15T00:00:00.000Z","DANIEL WHEAT","05152009_5_009.jpg","0","5.6553","2",,"0","2009-05-15T00:00:00.000Z","14:44","5",,"1102057","WPD"
"POINT (-97.644915240086 30.356987644776)","4950082","0","1","183392","721249","1","'No Dumping' on manhole cover","2005-03-17T00:00:00.000Z","2005","ASBLTEL",,"TBARRINGTON","2013-09-24T14:16:56.000Z","TBARRINGTON","2013-09-24T14:30:01.000Z","RODAVILA","WLN","P30","527G","3219562","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3144427.0025","10103814.8656","DIG08","SUB-M","625.34002686","624.84997559","N","CONCRETE","621.34002686","121","7","T","5","120","46","18","GRADE","46","PRESENT","G1","MARKED","66662519-ddb8-40ec-8feb-30a0159f5a33","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","MICHAEL CHISUM",,,"07182008_3_001.jpg","0",,,,"0",,,,,"1088419","WPD"
"POINT (-97.739571545056 30.266756380672)","4938242","0","1","101097","863906","104","screen","1991-09-08T00:00:00.000Z","1991","ASBLTEL",,"JHOLDER","2011-03-28T10:45:15.000Z","SBURZYNSKI","2014-05-16T10:24:58.000Z","DDAVIS","WLR","J22","585X","241514","CITY","CITY","PHYS_INSP","DEM","GPS","3115336.6651","10070245.301","DIG06","SUB-M",,"483.6499939","N","CONCRETE","479.6499939","62","7","T","7","60","45","18","GRADE","48","PRESENT","G1","GOOD","9816e5eb-f7dc-42b7-8c2f-5749df1d5500","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","JLOEFFLER","2009-06-22T00:00:00.000Z",,"A_060906_0028.jpg","0",,,"2016-11-15T00:00:00.000Z","1",,,,,"1084545","WPD"
"POINT (-97.634461618212 30.377244952064)","4970704","0","1","533464","706181","34",,"1996-01-08T00:00:00.000Z","1996","APPLANEL",,"TBARRINGTON","2013-08-28T09:06:18.000Z","TBARRINGTON","2013-08-28T09:54:57.000Z","RODAVILA","HRS","P31","497V","180972","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","d0df6b4e-e4dc-4cdb-adc6-abc62ad1b079","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.740044401276 30.223511942023)","4976555","0","1","404679","1839251","347",,"1984-05-15T00:00:00.000Z","1984","APPLANEL",,"JABAKER","2012-02-21T17:02:28.000Z","GDELANO","2018-01-26T12:17:39.000Z",,"CCW","J18","645A","3345485","OTHER","OTHER","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","878019b3-6999-4dd4-9985-13b9d90cfe9e","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.777948392976 30.227419342177)","4975631","0","1","21651","1881522","359",,,,"NO_SOURCE","1997","RMOELLMER","2007-08-10T00:00:00.000Z","CWEYENBERG","2018-02-02T08:37:39.000Z","DWARDEN","WBO","G19","614X","654699","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","ESM",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","52ca8327-9de2-4650-bdab-684c690e3dc3","ENTERED","2022-02-08T14:52:55.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.788354306897 30.423050710513)","4952660","0","1","187540","1530450","200",,"1994-06-15T00:00:00.000Z","1994","APPLANEL",,"CARMIJO","2014-10-15T16:28:24.000Z","ACOLEMAN","2016-09-29T07:27:47.000Z","DWARDEN","BUL","G35","464J","209769","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3098649.3975","10126770.8081","DIG08","SUB-M","849.75","850.25","N","CONCRETE","842.94000244","121","8","T","6","121","30","18","GRADE","68","PRESENT","G1","GOOD","5cb5fb02-c5d6-49e2-b4cd-1b9a82317e02","ENTERED","2022-02-08T14:52:52.000Z","ACTIVE","2","N","MUYIWA SAMI",,,"09302008_4_027.jpg","0",,,"2016-03-15T00:00:00.000Z","0",,,,,"1092065","WPD"
"POINT (-97.764878530474 30.134929897579)","4964846","0","1","2083357","2186178","28",,"2019-03-26T00:00:00.000Z","2019","APPLANEL",,"KGALLUSCIO","2020-08-11T11:10:33.000Z","KGALLUSCIO","2020-10-26T14:48:28.000Z","GDELANO","RIN","H11","704Q","5805143","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","634.90997314","634.42999268","N","CONCRETE","625.21002197",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","da1fdcc4-0055-4b01-a2a0-bf6c5c66c5b6","ENTERED","2022-03-08T21:02:53.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.737372462458 30.227179628668)","4939991","0","1","182999","336866","282",,"1977-07-06T00:00:00.000Z","1977","ASBLTEL",,"TBARRINGTON","2012-03-12T11:37:57.000Z","TBARRINGTON","2012-03-15T10:47:35.000Z","DDAVIS","CCW","J19","615X","248019","CITY","CITY","PHYS_INSP","ASBLTEL","GPS_AERIAL","3116375.9437","10055925.3788","DIG08","SUB-M","544.04998779","544.35998535","N","CONCRETE","538.38000488","129","6","T","8","120","31","36","SAG","61","PRESENT","S1R","MARKED","1a43ac36-debf-4d21-a6c0-2b0510aa089b","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","DARREN TJEPKEMA",,,"08012008_2_016.jpg","18",,,,"0",,,,,"1085083","WPD"
"POINT (-97.685216736382 30.423259796703)","4949607","0","1","186521","1820066","156",,"1984-05-16T00:00:00.000Z","1984","APPLANEL",,"MAMARAL","2016-04-06T17:19:43.000Z","ACOLEMAN","2018-01-08T10:42:56.000Z","ACOLEMAN","WLN","M35","466L","220486","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3131145.7225","10127605.9856","DIG08","SUB-M","736.69000244","737.38000488","N","CONCRETE","732.69000244","174","6","T","7","180","33","19","GRADE","52","PRESENT","G1","GOOD","350d67d0-e757-47d5-9629-301332e102f0","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"JESSE MARTINEZ",,,"09112008_4_010.jpg","0",,,"2017-09-15T00:00:00.000Z","0",,,,,"1087300","WPD"
"POINT (-97.83033174154 30.226804909377)","4976648","0","1","757823","888558","205","Likely removed",,,"NO_SOURCE",,"BRASMITH","2014-07-14T09:53:33.000Z","BRASMITH","2014-07-14T10:53:34.000Z","RODAVILA","WMS","E19","613W","3093337","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","392b5c47-5cab-4adb-8bf0-1a9526520124","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.855872296073 30.186912104618)","4978016","0","1","201319","2193170",,"Complex inlet structure with grate on top; Grate 72X14",,,"NO_SOURCE",,"BILLY MULLINS",,"KGALLUSCIO","2020-09-30T11:38:17.000Z","J.T. STEWART","SLA","C15","672B","150171","OTHER","OTHER","PHYS_INSP","DEM","GPS","3079286.8231","10040430.7006","DIG08","SUB-M",,"782.52001953","N","CONCRETE","779.94000244","174","7","T","13","93","93","93","SAG","31","PRESENT","S1R","NOTMARKED","2159567f-e0eb-414b-a3ad-55157244864d","ENTERED","2022-02-08T14:52:55.000Z","REMOVED","2","N",,,,"12232008_4_071.jpg","68",,,,"0",,,,,"1101631","WPD"
"POINT (-97.753805865189 30.191573834908)","4933523","0","1","193132","719965","216",,"1975-01-10T00:00:00.000Z","1975","APPLANEL",,"CGORE","2013-09-16T10:26:34.000Z","CGORE","2013-09-17T10:46:47.000Z","RODAVILA","WMS","H15","674D","1041926","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3111487.5544","10042858.6169","DIG08","SUB-M",,"570.73999023","N","CONCRETE","566.25","128","5","T","6","121","25","19","GRADE","44","PRESENT","G1","NODATA","08935574-3423-4e36-8d08-2b9efd0f5fb1","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","CARRIE STEFANELLI",,,"12102008_4_032.jpg","0",,,,"0",,,,,"1097558","WPD"
"POINT (-97.726936224652 30.155895359428)","4960266","0","1","2123342","2230930","345",,"2021-02-02T00:00:00.000Z","2021","APPLANEL",,"GLOCKWOOD","2021-05-24T16:25:55.000Z","GLOCKWOOD","2021-06-03T17:38:31.000Z","JAMARTINEZ","CTM","K12","705C","6081038","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","610.7199707","609.33001709","N","CONCRETE","607.5300293",,,"N",,"180",,,"NODATA",,"PRESENT","NODATA","NODATA","4657bf84-8c94-4ca0-9bad-5173eb383778","ENTERED","2022-05-11T05:22:58.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.708767368948 30.308486857957)","4936849","0","1","525533","883098","20","Damage to face, divider present in curb opening.","1977-09-13T00:00:00.000Z","1977","APPLANEL",,"APRUITT","2013-02-26T08:14:17.000Z","GDELANO","2014-07-03T10:10:19.000Z","GDELANO","TAN","K25","555V","127016","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3124711.0822","10085701.0246","FIELD","SUB-M","638.65997314","638.72998047","N","CONCRETE","634.29998779","121","6","T","4","126","7","16","SAG","47","NOTPRESENT","S1","NOTMARKED","a8ab7332-b8ae-4d2d-a77e-0a7d35893b26","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","3","N","SJOHNSON","2013-07-31T11:54:33.000Z","DDAVIS","7312013_12012_5_36.jpg","16","2","1",,"0","2013-07-31T11:54:33.000Z","11:54:33 AM","5",,"401312475","WPD"
