"folderrsn","parentrsn","issuedate","sub_type","permit_status","reason_for_request","fee_required","heritage_tree","public_tree","type_of_work","removal_of_regulated_tree","encroahment_of_root_zone","prune","tree_species","general_tree_conditions","type_of_application","trunk_diameter","appf_removed","non_appf_removed","replanted_mitigation","latitude","longitude"
"11744794","11678620","2017-06-30T00:00:00.000","Residential","Active","New detached two story garage/game room","Yes","Yes","No","Residential Dev Plan Review - Tree","No","Yes","No","Live Oak, Live Oak, Live Oak, Live Oak, Live Oak","1. Good","Development Related","28, 32, 22, 21, 22","0","0","0","30.43965857","-97.79621828"
"10702355",,"2012-01-10T00:00:00.000",,"Approved with Conditions","New home encroaching 49% CRV","Yes","No","No",,"No","Yes","No","Ash","Fair","Development Related","25","0","0","0","30.23342825","-97.76927577"
"11212252",,"2014-09-08T00:00:00.000","Residential","Approved","Development: invasive species","No","No","No",,"Yes",,"Yes","Ligustrum, Ligustrum, Ligustrum, Ligustrum, Chinaberry","Poor","Development Related","31, 28, 19, 27, 27","0","132","0","30.25284566","-97.76923460"
"10441078",,"2010-05-27T00:00:00.000",,"Approved","safety, trees are dead","No","Yes",,,"Yes","No","Yes","Pecan, Pecan, Live Oak, Live Oak, Live Oak, Live Oak, Live Oak, Live Oak, Live Oak, Live Oak","Dead","Non-Development Related","31, 19, 31, 22, 28, 38, 29, 20, 22, 27","267","0","0","30.26776386","-97.76790653"
"11139542",,"2014-05-23T00:00:00.000","Residential","Closed","Development","Yes","Yes","No",,"No","Yes","No","Pecan, Pecan, Pecan","Good","Development Related","28, 26.5 , 24","0","0","0","30.31405019","-97.74506589"
"11579012",,"2016-08-09T00:00:00.000","Residential","Approved","tree condition","No","No","No",,"Yes",,"Yes","Red Oak","Fair","Non-Development Related","22","22","0","0","30.31843806","-97.77407371"
"11008814",,"2013-09-04T00:00:00.000","Residential","Approved","Tree Condition","No","Yes","No",,"Yes","No","Yes","American Elm","Poor","Non-Development Related","34","34","0","0","30.32576768","-97.75526665"
"11016803",,"2013-09-27T00:00:00.000","Residential","Approved","Tree Condition","No","No","No",,"Yes","No","Yes","Hackberry","Fair","Non-Development Related","26","26","0","0","30.25557232","-97.73491423"
"11570580",,"2016-07-26T00:00:00.000","Residential","Approved","Decay, fungus, wood ants","No","No","Yes",,,"Yes",,"Cedar Elm","Poor","Non-Development Related","19","19","0","0","30.23004556","-97.79494360"
"10952217",,"2014-01-22T00:00:00.000","Residential","Closed","new accessory apt","Yes","No","No",,,"Yes",,"Pecan, American Elm","Good","Development Related","20, 19","0","0","0","30.31308482","-97.74511439"
"11259433",,"2014-12-17T00:00:00.000","Residential","Closed","development","Yes","Yes","No",,"No","Yes","No","Live Oak, Live Oak","Good","Development Related","27, 31","0","0","0","30.36448288","-97.76575685"
"11624645",,"2016-11-08T00:00:00.000","Residential","Approved with Conditions","development","Yes","No","No",,"Yes",,"Yes","ligutram","Poor","Development Related","see attached","0","-999","0","30.31076769","-97.71889067"
"11051291",,"2013-11-20T00:00:00.000","Residential","Approved","Tree Condition","No","Yes","No",,"Yes","No","Yes","American Elm","Poor","Non-Development Related","36","36","0","0","30.23470541","-97.75245783"
"11484192",,"2016-02-29T00:00:00.000","Residential","Approved with Conditions","Development, interior remodel and addition of pool","Yes","Yes","No",,,"Yes",,"Cedar Elm, Live Oak","Good","Development Related","19,25","0","0","0","30.25206053","-97.78504708"
"11482863",,"2016-02-16T00:00:00.000","Residential","Approved with Conditions","Addition to single family home","Yes","Yes","No",,,"Yes",,"Pecan, Live Oak","Good","Development Related","24"", 39""","0","0","0","30.30800511","-97.74335269"
"10541933",,"2011-02-02T00:00:00.000",,"Closed","Building permit for single family residential remodel & additional project","Yes","No","No",,"No","Yes","No","Live Oak",,"Development Related","19","0","0","0","30.27954750","-97.75550048"
"11324795",,"2015-04-07T00:00:00.000","Commercial","Approved","Tree condition","No","Yes","No",,"Yes","No","Yes","Pecan","Poor","Development Related","27","27","0","0","30.26036996","-97.73849437"
"11616737",,"2016-10-19T00:00:00.000","Residential","Approved with Conditions","over mature tree","No","No","No",,"Yes",,"Yes","Arizona Ash","Fair","Non-Development Related","27","0","27","0","30.21266863","-97.81217881"
"11397106",,"2015-08-14T00:00:00.000","Residential","Approved","Tree Condition","No","No","No",,"Yes",,"Yes","Arizona Ash","Dead","Non-Development Related","52","0","52","0","30.33793023","-97.74342048"
"11470755",,"2016-02-01T00:00:00.000","Residential","Approved with Conditions","Tree to remain on site","Yes","No","No",,"No","Yes","No","Live Oak","Fair","Development Related","30""","0","0","0","30.49475061","-97.75560554"
"11397835",,"2015-08-20T00:00:00.000","Residential","Approved with Conditions","Development","Yes","No","No",,,"Yes",,"Pecan","Good","Development Related","22","0","0","0","30.33843088","-97.72551241"
"10707138",,"2012-01-23T00:00:00.000",,"Approved with Conditions","Building new home on lot.","Yes","Yes","No",,"No","Yes","No","Pecan, Pecan","Good","Development Related","24, 19","0","0","0","30.31468008","-97.74579834"
"11575702",,"2016-11-16T00:00:00.000","Residential","Approved with Conditions","Development, remodel and pool addition","Yes","Yes","No",,"No","Yes","No","live oak, post oak, live oak, post oak, post oak, post oak, live oak","Good","Development Related","36,20,25,27,26,22,20","0","0","0","30.28565872","-97.76920916"
"11763492",,"2017-08-01T00:00:00.000","Residential","Active","Front yard (left side) Arizona ash has rot and decay at base of trunk. Visible carpenter ant damage in area of decay","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona ash","4. Dead, diseased, or imminent hazard","Non-Development Related","23","0","23","0","30.33726705","-97.73348198"
"10774574",,"2012-06-18T00:00:00.000",,"Approved","not protected","Yes","No","No",,"Yes",,"Yes","Cedar Elm","Fair","Non-Development Related","18","18","0","0","30.33372507","-97.75817395"
"11062897",,"2013-12-16T00:00:00.000","Residential","Approved with Conditions","Development","No","No","No",,,"Yes",,"Pecan","Good","Development Related","20","0","0","0","30.26895522","-97.70279666"
"11636639",,"2017-01-30T00:00:00.000","Residential","Active","Development, renovation","Yes","Yes","No",,"No","Yes","No","Pecan","Good","Development Related","24","0","0","0","30.34453476","-97.72758299"
"10944566",,"2013-05-08T00:00:00.000","Residential","Approved","tree condition","No","No","No",,"Yes","No","Yes","Cedar Elm","Poor","Non-Development Related","23","23","0","0","30.30854705","-97.77499614"
"11131437",,"2014-05-20T00:00:00.000","Residential","Approved with Conditions","new home construction","Yes","No","No",,"No","Yes","No","Live Oak","Good","Development Related","10","0","0","0","30.49842763","-97.75506568"
"11743870",,"2017-07-18T00:00:00.000","Residential","Active","Imminent hazard tree compromising basement foundation","No","No","No","Not Construction Related but Impacts Regulated Trees","Yes","No","Yes","Live Oak","2. Fair","Non-Development Related","21","21","0","0","30.26713369","-97.80915881"
"11503925",,"2016-03-22T00:00:00.000","Residential","Approved","fungus in roots","No","No","No",,"Yes",,"Yes","Hackberry","Poor","Non-Development Related","21""","21","0","0","30.33772390","-97.73363217"
"11120330",,"2014-04-22T00:00:00.000","Residential","Approved","fear damage to house & cars when it falls","No","No","No",,"Yes","No","Yes","Cottonwood","Poor","Non-Development Related","22","22","0","0","30.44014830","-97.74143760"
"11839814",,"2017-12-20T00:00:00.000","Residential","Active","Removal of hazardous Cedar Elm that was previously scoped for pruning/cabling. Permission granted from Keith Mars via email on 12/19/2017","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cedar Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","21","21","0","0","30.25820948","-97.76092543"
"10779653",,"2013-10-01T00:00:00.000",,"Closed","development","Yes","Yes","No",,"No","Yes","No","Pecan, Live Oak, Pecan","Good","Development Related","27.5, 41, 32","0","0","0","30.33192423","-97.82578168"
"11738603","11723511","2017-06-15T00:00:00.000","Residential","Active","New two story SFR","Yes","No","No","Residential Dev Plan Review - Tree","No","Yes","No","Ashe Juniper","1. Good","Development Related","43.5","0","0","0","30.35580868","-97.64389388"
"10834632",,"2012-09-27T00:00:00.000",,"Approved","Protect property","No","No","No",,"Yes","No","Yes","Cedar Elm","Dead","Non-Development Related","23","23","0","0","30.28727644","-97.75033514"
"10565260",,"2011-04-08T00:00:00.000",,"Approved with Conditions","Applying for bldg permit for a remodel","Yes","Yes","No",,"No","Yes","No","Pecan, Pecan","Good","Development Related","38.5, 47.5","0","0","0","30.32849967","-97.74534607"
"10997616",,"2013-08-12T00:00:00.000","Residential","Approved","scaffold compromised by multiple impacts more than 25% of canopy","No","Yes","Yes",,"No","No","No","Live Oak","Good","Non-Development Related","29","29","0","0","30.29155381","-97.75815498"
"10886543",,"2013-01-29T00:00:00.000","Residential","Approved","Sewer line repair","Yes","No","No",,"No","Yes","No","Oak","Good","Development Related","16.5","0","0","0","30.36826288","-97.77641019"
"10441350",,"2010-05-19T00:00:00.000",,"Approved","Hollowedout.  Large (19"") branch leaning over the house.","No","No",,,"Yes","No","Yes","American Elm","Poor","Non-Development Related","45","45","0","0","30.25427014","-97.71880804"
"10434060",,"2010-05-04T00:00:00.000",,"Approved with Conditions","Nearby home & driveway.","No","No",,,"Yes","No","Yes","Oak, Oak","Fair","Development Related","32, 28","60","0","9","30.28206763","-97.77117582"
"10232601",,"2010-01-25T00:00:00.000",,"Closed","The owner wished to teardown an existing garage with a dirt/fill floor and rebuild it with a concrete floor expanding it 1' toward the tree.","Yes",,,,"No","Yes","No","Live Oak","Good","Development Related","46","0","0","0","30.24197521","-97.74377024"
"11097872",,"2014-03-12T00:00:00.000","Residential","Approved with Conditions","development","Yes","Yes","No",,"No","Yes","No","Live Oak, Cedar Elm","Fair","Development Related","30, 21","51","0","0","30.28212843","-97.76885294"
"11101927",,"2014-03-12T00:00:00.000","Commercial","Approved with Conditions","Demolition of building, impact on trees, See tree preservation notes.","Yes","No","No",,"No","Yes","No","Pecans","Fair","Development Related","22.5,23.5,20.22.5","0","0","0","30.28418450","-97.74313011"
"10436197",,"2010-05-10T00:00:00.000",,"Approved","Tree has large cavity in trunk with cavities also in large main branches.  Tree has history of dropping limbs and homeowner is afraid of damage to car or house.","No","No",,,"Yes","No","Yes","Ash","Poor","Non-Development Related","24","0","24","0","30.31697606","-97.68609522"
"11625510",,"2016-11-22T00:00:00.000","Residential","Final","pool - we are no longer near the tree and happy to put up partition","Yes","No","No",,,"Yes",,"Arizona Ash","Fair","Development Related","29","0","0","0","30.27041225","-97.80595998"
"11649265",,"2016-12-28T00:00:00.000","Residential","Approved with Conditions","Development","Yes","No","No",,"No","Yes","No","Live Oak","Good","Development Related","22.3, 21.6, 20.7","0","0","0","30.26787180","-97.80823412"
"11712122",,"2017-05-12T00:00:00.000","Residential","Active","Tree is dead and hazard to fall","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Post Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","21.4","21.4","0","10","30.28568818","-97.76687247"
"10633675",,"2011-08-12T00:00:00.000",,"Approved","Please see attached report; Trees are at high risk for failure.","Yes","No","No",,"Yes","No","Yes","Cedar Elm, Cedar Elm","Poor","Non-Development Related","23,  23","46","0","0","30.30069381","-97.75545071"
"10524797",,"2011-08-11T00:00:00.000",,"Closed","Driveway close by","Yes","No","No",,"No","Yes","No","Bald Cypress","Good","Development Related","19","0","0","0","30.32526360","-97.71990951"
"11486014",,"2016-03-14T00:00:00.000","Residential","Approved with Conditions","Tp required per agreement between COA","Yes","No","No",,,"Yes",,"Live Oak","Fair","Development Related","10""","0","0","0","30.48513635","-97.78907358"
"11806105",,"2017-10-12T00:00:00.000","Residential","Active","Hazardous, dead tree, failing over roof- off balanced.","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cedar Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","25","25","0","0","30.25709029","-97.76683217"
"10695979",,"2011-12-21T00:00:00.000",,"Approved with Conditions","Relocate house","Yes","Yes","No",,"No","Yes","No","Pecan, Pecan, Pecan","Good","Development Related","30, 23, 25","0","0","0","30.30961299","-97.73080670"
"11178500",,"2014-07-09T00:00:00.000","Residential","Approved","Has heart rot and a hazard.  Just removed 2 large limbs that had broken","No","No","No",,"Yes",,"Yes","Arizona Ash","Poor","Non-Development Related","30","0","30","0","30.17790709","-97.75306472"
"11629197",,"2016-11-09T00:00:00.000","Residential","Approved","tree condition","No","No","No",,"Yes",,"Yes","Oak","Dead","Non-Development Related","8.8","8.8","0","0","30.19424039","-97.81029543"
"10804466",,"2012-07-30T00:00:00.000",,"Approved","This tree is ~75% dead, and has been losing branches","No","No","Yes",,"Yes","No","Yes","American Sycamore","Poor","Non-Development Related","34","34","0","0","30.25834142","-97.73612844"
"10435585",,"2010-06-15T00:00:00.000",,"Approved with Conditions","new construction/remodel","Yes","Yes",,,"No","Yes","No","Red Oak","Good","Development Related","24","0","0","0","30.30876225","-97.77227547"
"11241140",,"2015-04-28T00:00:00.000","Residential","Approved with Conditions","Development: Previously reviewed in subdivision","Yes","Yes","No",,"No","Yes","No","Live Oak, Live Oak, Live Oak","Fair","Development Related","26, 24, 30","0","0","0","30.23836843","-97.77701570"
"10619899",,"2011-11-22T00:00:00.000",,"Closed","Encroachment is full CRZ, but no encroachment in 1/2 CRZ","Yes","No","No",,"No","Yes","No","American Sycamore","Fair","Development Related","23","0","0","0","30.34460486","-97.72864207"
"11551202",,"2016-06-21T00:00:00.000","Residential","Approved with Conditions","Development","Yes","Yes","No",,,"Yes",,"Pecan","Good","Development Related","24","0","0","0","30.33273238","-97.72525347"
"11047971",,"2013-11-13T00:00:00.000","Residential","Approved","Extremely dangerous","No","No","No",,"Yes",,"Yes","Arizona Ash","Poor","Non-Development Related","31","0","31","0","30.32167379","-97.74905054"
"11614889",,"2016-10-13T00:00:00.000","Residential","Approved","tree condition","No","No","No",,"Yes",,"Yes","Chinaberry","Poor","Non-Development Related","20","0","20","0","30.20539881","-97.73644585"
"11561334",,"2016-08-05T00:00:00.000","Residential","Approved with Conditions","development, new construction","Yes","Yes","No",,"Yes","No","Yes","Cedar Elm","Fair","Development Related","24MS","24","0","24","30.27338225","-97.68248448"
"11207205",,"2014-09-04T00:00:00.000","Residential","Approved","Other: tree is too close to home and will soon outgrow space; roots are cracking driveway and heaving walkway","No","No","No",,"Yes",,"Yes","Red Oak","Fair","Non-Development Related","20","20","0","0","30.34774119","-97.72579981"
"10385703",,"2010-06-28T00:00:00.000",,"Closed","Construction removed dead tree to install job shack.","No",,,,"Yes","No","Yes","Live Oak","Poor","Development Related","30","30","0","8","30.16142017","-97.84889460"
"11118714",,"2014-04-16T00:00:00.000","Residential","Closed","development","Yes","No","No",,"No","Yes","No","Live Oak, Cedar Elm","Good","Development Related","23, 19","0","0","0","30.27726645","-97.69362893"
"10446835",,"2010-06-02T00:00:00.000",,"Approved","Major rot at base of tree (previously inspected by Roy Bettson who recommends removal).","No","No",,,"Yes","No","Yes","Pecan","Poor","Non-Development Related","35","35","0","0","30.31078752","-97.69208583"
"11119098",,"2014-04-08T00:00:00.000","Residential","Approved","Damage to driveway, walkwayk, foundation - Shallow root system","No","No","No",,"Yes",,"Yes","Chinese Pistache","Poor","Development Related","20.5","0","20.5","0","30.20802718","-97.78790194"
"11551433",,"2016-06-21T00:00:00.000","Commercial","Approved","Lean, poor structure, decay","No","No","Yes",,"Yes",,"Yes","American Elm","Fair","Non-Development Related","22","22","0","0","30.25955864","-97.72779007"
"11300827",,"2015-02-26T00:00:00.000","Residential","Approved","tree is over-mature & has decay.  Large branch broken 3 hanging over sidewalk","No","No","No",,"Yes","No","Yes","Arizona Ash","Poor","Non-Development Related","30","0","30","0","30.34994720","-97.72933000"
"11644324",,"2017-03-17T00:00:00.000","Residential","Active","two new SFRs","Yes","Yes","No",,"No","Yes","No","Pecan, Pecan","Good","Development Related","38.5, 33","0","0","0","30.26730033","-97.69843414"
"11628986",,"2016-11-29T00:00:00.000","Residential","Approved with Conditions","Tree Condition","No","No","No",,"Yes",,"Yes","Hackleberry","Poor","Non-Development Related","21""","21","0","0","30.33456621","-97.73253300"
"10954023",,"2013-12-04T00:00:00.000","Residential","Closed","Development","Yes","Yes","No",,"No","Yes","No","Live Oak","Fair","Development Related","25","0","0","0","30.34756614","-97.73859375"
"10434664",,"2010-05-05T00:00:00.000",,"Approved","Tree is only ~ 25 ft. tall.  Rest of tree has died & broken out already.  What is left is chlorotic, much of it is sprouts, and there is large deadwood or dying wood that will not survive.  Tree is on it's last leg & it's struggling.","No","No",,,"Yes","No","Yes","American Elm","Poor","Non-Development Related","34.5","35","0","0","30.27966388","-97.74488870"
"11270858",,"2015-01-09T00:00:00.000","Residential","Approved with Conditions","pre-development removal","Yes","No","No",,"Yes","No","Yes","Arizona Ash","Fair","Development Related","22","22","22","11","30.34321335","-97.72698052"
"10818083",,"2012-08-27T00:00:00.000",,"Approved with Conditions","Development","Yes","No","No",,"No","Yes","No","Live Oak","Good","Development Related","19","0","0","0","30.22862287","-97.86797795"
"11441257",,"2015-11-19T00:00:00.000","Residential","Final","Development","Yes","No","No",,,"Yes",,"Pecan, Chinaberry","Good","Development Related","22, 22","0","0","0","30.27214215","-97.72457963"
"11324499",,"2015-04-10T00:00:00.000","Residential","Approved with Conditions","Development related","Yes","Yes","No",,,"Yes",,"Live Oak, Live Oak","Good","Development Related","34, 34.5","0","0","0","30.29042950","-97.75482142"
"11015049",,"2013-09-12T00:00:00.000","Residential","Approved","Tree Condition- Over-mature tree in decline, root rot, lean, large dead limbs target ROW, limb die back","No","No","Yes",,"Yes","No","Yes","Cottonwood","Poor","Non-Development Related","22","22","0","0","30.25525677","-97.77361546"
"10470284",,"2010-07-26T00:00:00.000",,"Approved","Over-mature, several split crotches, extensive decay in trunk, decayed surface roots, over street with high pedestrian and vehicle traffic.","No","No",,,"Yes","No","Yes","Arizona Ash","Poor","Non-Development Related","42","0","42","0","30.34547408","-97.74940151"
"10635740",,"2011-12-12T00:00:00.000",,"Approved","Tree is in very poor condition. Public safety hazard.","No","No","Yes",,"Yes","No","Yes","Cottonwood","Poor","Non-Development Related","59.5","59","0","0","30.27750894","-97.77281452"
"11524538",,"2016-05-21T00:00:00.000","Residential","Approved with Conditions","Proposed patio and deck","Yes","No","No",,,"Yes",,"Pecan","Good","Development Related","21.6","0","0","0","30.24876520","-97.77894799"
"10446921",,"2010-06-02T00:00:00.000",,"Approved with Conditions","House will not fit on lot.","No","No",,,"Yes","No","Yes","Pecan","Good","Development Related","23.5","24","0","10","30.15512626","-97.84138473"
"10402481",,"2010-02-22T00:00:00.000",,"Approved with Conditions","To install in ground shotcrete swimming pool","Yes","No",,,"Yes","No","Yes","Cedar","Good","Development Related","33","0","21","10","30.30054436","-97.76430812"
"11243960",,"2014-11-04T00:00:00.000","Residential","Approved","tree is dead to protect property","No","Yes","No",,"Yes","No","Yes","Pecan","Dead","Non-Development Related","28","28","0","0","30.30363834","-97.72878171"
"11581192",,"2016-08-19T00:00:00.000","Residential","Approved","hazardous","No","No","No",,"Yes",,"Yes","Arizona Ash","Poor","Non-Development Related","26","0","26","0","30.33341914","-97.74203313"
"11364399",,"2015-07-29T00:00:00.000","Residential","Approved with Conditions","Small bathroom addition pier & beam foundation","Yes","Yes","No",,,"Yes",,"American Elm","Fair","Development Related","24"", 26""","0","0","0","30.25508465","-97.73148442"
"11758203",,"2017-08-01T00:00:00.000","Residential","Active","Bad tree; unbalanced, decayed branches, big sick tree; Homeless camp under it.","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","American elm","4. Dead, diseased, or imminent hazard","Non-Development Related","25","25","0","0","30.26056830","-97.70866990"
"11143067",,"2014-05-07T00:00:00.000","Residential","Approved with Conditions","new home construction","Yes","No","No",,"No","Yes","No","Cedar Elm (2), Live oak","Good","Development Related","10, 9, 9","0","0","0","30.48958863","-97.79375574"
"10471217",,"2010-08-05T00:00:00.000",,"Approved","See Attached","Yes","No",,,"Yes","No","Yes","Hackberry","Poor","Non-Development Related","18","0","18","0","30.19159924","-97.74263194"
"11048008",,"2013-11-13T00:00:00.000","Residential","Approved","Scary, dangerous, previous failures","No","No","No",,"Yes",,"Yes","American Sycamore","Poor","Non-Development Related","32","32","0","0","30.34023747","-97.72400575"
"11791869",,"2017-10-03T00:00:00.000","Residential","Active","Remove hazardous tree.  Emergency tree removal due to Harvey storm damage.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cedar Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","20","20","0","0","30.31648709","-97.77099499"
"11205192",,"2014-08-25T00:00:00.000","Residential","Approved","Leaning with large trunk wounds","No","No","No",,"Yes",,"Yes","Post Oak","Poor","Non-Development Related","20","22","0","0","30.30403419","-97.73346359"
"10989525",,"2013-07-29T00:00:00.000","Residential","Approved","codom hackberry struck by truck leaning over ROW shifting at roots","No","No","Yes",,"Yes","No","Yes","Hackberry","Poor","Non-Development Related","19","19","0","0","30.25785682","-97.75405513"
"11152480",,"2014-05-28T00:00:00.000","Residential","Approved","Tree is dying and hazard","No","No","No",,"Yes",,"Yes","American Elm","Poor","Non-Development Related","21","21","0","0","30.27833327","-97.70488474"
"10247628",,"2010-05-10T00:00:00.000",,"Closed","Tree is dead per Arobirst: Don Gardner 512-263-2586","Yes",,,,"Yes","No","Yes","Magnolia","Poor","Non-Development Related","29","29","0","7","30.29058145","-97.75370436"
"10851448",,"2013-05-22T00:00:00.000","Residential","Closed","Devevelopment; Want to have driveway run between the two trees.","Yes","No","No",,"No","Yes","No","Live Oak, Live Oak","Good","Development Related","45, 37","0","0","0","30.14229792","-97.85057808"
"10864023",,"2012-11-29T00:00:00.000","Residential","Approved","Hazard","No","No","No",,"Yes","No","Yes","Pecan","Poor","Non-Development Related","21","21","0","0","30.31191025","-97.75506865"
"10935117",,"2013-04-23T00:00:00.000","Residential","Approved","split trunk cedar at fron of lot needs to be removed for driveway, poropsed house envelope encroaches CRZ for tree in back (see tree survey)","Yes","No","No",,"Yes","Yes","Yes","Ashe Juniper, Ashe Juniper","Fair","Development Related","19, 35","54","0","0","30.38962022","-97.66662474"
"11111324",,"2014-03-25T00:00:00.000","Residential","Approved","as required by PUD document","No","No","No",,"No","Yes","No","Live Oak","Good","Development Related","not protected","0","0","0","30.48954039","-97.79083769"
"11496705",,"2016-03-10T00:00:00.000","Residential","Approved with Conditions","Sewer line to be replaced","No","Yes","No",,"Yes",,"Yes","Live Oak","Good","Non-Development Related","26""","26","0","0","30.36723272","-97.67407824"
"11027783",,"2013-10-14T00:00:00.000","Residential","Approved","tree reviews requested for lots in this subdivision","Yes","No","No",,"No","Yes","No","Live Oak","Good","Development Related","0","0","0","0","30.48568525","-97.79257026"
"10395903",,"2010-06-14T00:00:00.000",,"Closed","Tree in center of house.  No way to move house to avoid.","No",,,,"Yes","No","Yes","Oak","Good","Development Related","19","19","0","10","30.51242851","-97.75210164"
"10628408",,"2011-08-02T00:00:00.000",,"Approved with Conditions","Permitting an addition 12' from ridge of tree","Yes","Yes","No",,"No","Yes","No","Live Oak","Good","Development Related","28","0","0","0","30.28267980","-97.78842779"
"10438876",,"2010-05-12T00:00:00.000",,"Approved with Conditions","Site excavation and development will remove or damage trees shown on survey.","No","No",,,"Yes","Yes","Yes","Live Oak","Fair","Non-Development Related","25","0","0","0","30.26386914","-97.74707477"
"10664471",,"2011-10-17T00:00:00.000",,"Approved","Adding garage/apt to right side of house","Yes","No","No",,"No","Yes","No","Hackberry","Good","Development Related","20","20","0","0","30.36371583","-97.78646352"
"10493471",,"2010-09-21T00:00:00.000",,"Approved",,"No","No",,,"No","Yes","No","Unknown",,"Development Related","0","0","0","0","30.27398710","-97.75608545"
"11441102",,"2015-12-19T00:00:00.000","Residential","Approved with Conditions","Protected trees","Yes","No","No",,,"Yes",,"Live Oak, Live Oak","Fair","Development Related","38, 32","0","0","0","30.49453770","-97.75494186"
"10432063",,"2010-04-28T00:00:00.000",,"Approved","Over 50% of crown is dead.  History of failing limbs.  It is next to church parking lot.","No","No",,,"Yes","No","Yes","Mulberry","Dead","Non-Development Related","32","0","32","0","30.26947755","-97.70120249"
"11337424",,"2015-04-28T00:00:00.000","Residential","Closed","See attach","Yes","Yes","No",,,"Yes",,"Live Oak","Fair","Development Related","28","0","0","0","30.32155284","-97.75438032"
"11198765",,"2014-08-18T00:00:00.000","Residential","Closed","devleopment","Yes","No","No",,"No","Yes","No","Chinaberry, Hackberry, Hackberry","Fair","Development Related","20, 19, 21","0","0","0","30.23516862","-97.76222491"
"10444867",,"2010-05-27T00:00:00.000",,"Approved with Conditions","One of two main branches damaged / splintered and sagging onto the roof of the home causing damage and further danger to home.","No","No",,,"Yes","No","Yes","Live Oak","Poor","Non-Development Related","19","19","0","0","30.24412274","-97.74165223"
"10826612",,"2012-09-17T00:00:00.000",,"Approved","Applicant is doing a remodel/addition where the tree is located.  Tree is very close to existing structure and appears to be in poor health.","Yes","No","No",,"Yes","No","Yes","Pecan","Poor","Development Related","22","22","0","0","30.31461779","-97.74162584"
"11107923",,"2014-03-20T00:00:00.000","Residential","Approved","Tree Condition-Hazardous split tree at Kids Day Care, Tree needs to be removed, 1/2 Tree laying on ground-Very unstable.","No","Yes","No",,"Yes","No","Yes","American Elm","Poor","Non-Development Related","43.5","44","0","0","30.26573171","-97.70262832"
"11513162",,"2016-04-12T00:00:00.000","Residential","Approved","Risk Assessment","No","Yes","No",,"Yes",,"Yes","Pecan","Poor","Non-Development Related","26""","26","0","0","30.42361396","-97.75389996"
"11676848",,"2017-02-22T00:00:00.000","Residential","Active","holes filled with cement, could fall on owner's or neighors house","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona Ash","3. Poor","Non-Development Related","26.1","0","26.1","3","30.20086113","-97.74148591"
"11639954",,"2016-12-12T00:00:00.000","Residential","Approved with Conditions","tree is damaging pool","No","No","No",,"Yes",,"Yes","Live Oak","Good","Non-Development Related","22","22","0","0","30.36548644","-97.75737427"
"11001998",,"2013-08-20T00:00:00.000","Residential","Approved","Development, Tree Condition","No","No","No",,"Yes","No","Yes","Arizona Ash","Poor","Non-Development Related","17","0","0","0","30.19344875","-97.78255705"
"11030226",,"2013-10-14T00:00:00.000","Residential","Approved","Tree condition","No","No","Yes",,"Yes","No","Yes","Cedar Elm","Poor","Non-Development Related","20.5","20.5","0","0","30.30161490","-97.77837644"
"11528979",,"2016-05-23T00:00:00.000","Residential","Approved with Conditions","Development","Yes","No","No",,,"Yes",,"Live Oak, Cedar Elm","Good","Development Related","10, 12, 13, 14, 18, 18, 20, 22","0","0","0","30.49331103","-97.75413385"
"10924024",,"2013-04-03T00:00:00.000","Commercial","Approved with Conditions","compromises existing stairwell","No","No","No",,"Yes",,"Yes","American Sycamore","Fair","Development Related","12","12","0","6","30.22576184","-97.76262853"
"11131485",,"2014-04-29T00:00:00.000","Residential","Approved","per pud docs","No","No","No",,"No","Yes","No","Live Oak","Good","Development Related","not protected","0","0","0","30.49587129","-97.75754087"
"11291302",,"2015-02-10T00:00:00.000","Residential","Closed","Development related","Yes","Yes","No",,,"Yes",,"Live Oak, Live Oak, Live Oak","Good","Development Related","23, 28, 24","0","0","0","30.18305758","-97.89983161"
"11718128","11692736","2017-06-20T00:00:00.000","Residential","Active","Master suite + office addition","Yes","Yes","No","Residential Dev Plan Review - Tree","No","Yes","No","Pecan, pecan, hackberry","1. Good","Development Related","20, 29, 26","0","0","0","30.42334117","-97.76842099"
"11140135",,"2014-05-07T00:00:00.000","Residential","Approved","Declining tree targets house, drive and street","No","No","No",,"Yes","No","Yes","Live Oak","Poor","Non-Development Related","22","0","0","0","30.15908048","-97.85075854"
"10399779",,"2010-06-14T00:00:00.000",,"Closed","Home site.","No",,,,"Yes","Yes","Yes","Oak","Good","Development Related","24","24","0","12","30.51021474","-97.75359611"
