"documentid","program","reachcd","title","subtitle","sizekb","yearpub"
"186252","GENERAL","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,GIL1,GIL2,GIL3,GIL4,GIL5,GIL6,HRS2,LWA1,LWA4,ONI1,ONI2,ONI3,ONI4,ONI5,ONI6,RAT2,WLN1,WLN2,WLN3,WLN4,WLN5,WMS2","A Comparison of Surber (COA) and Kicknet (TCEQ) Benthic Macroinvertebrate Sampling Methods","SR-07-10","4078","2007"
"186269","EII","GENERAL","Environmental Integrity Index Phase 1 (2006) Watershed Summary Report","SR-07-11","27851","2007"
"252971","GENERAL","GENERAL","State of the Environment 2015","CM-16-03","4020","2016"
"263435","AST","BAR1","Analysis of Water Quality Trends at Barton Springs and surrounding springs in Austin, TX (1995-2015) and an Alternative Framework for Future Analysis","SR-16-04","515","2016"
"206584","GENERAL","ONI2,WMS1","Results of Soil Survey and Recommendations for Sludge Ponds at Spikerush Golf Course",,"2206","1993"
"186179","GENERAL","BAR1,LBL","Barton Springs Pool Preliminary Algae Control Plan for City of Austin","CN-00-01","64644","2000"
"196405","AST","BAR1,LBL","Preliminary Report on Dissolved Gasses in Barton Springs 2002 to 2006","DR-06-01","5833","2006"
"186177","GENERAL","BAR1,LBL","Barton Springs Flood Debris Removal and Bypass Repairs","CM-10-02","66582","2010"
"186320","GENERAL","GENERAL","The Benefits of Headwater Streams and their Vegetated Buffers","SR-02-09","283","2002"
"196458","GENERAL","GENERAL","Pavement Sealant Solvent Screening Method","SR-12-08","47","2012"
"287429","GENERAL","GENERAL","A 319 Nonpoint Source Grant Project Urban Control Technologies for Contaminated Sediments","Water Quality Report Series","39251","1998"
"186186","ALI","LBL,LKA","Lake Austin/Town Lake Water Quality Data Analysis","CM-84-02","12502","1984"
"283712","GENERAL",,"An Examination of Stormwater Quality and Quantity in Austin Area Creeks","SR-17-05","8930","2017"
"186158","AST","BAR1,LBL","Update to Barton Springs Water Quality Analysis","CM-00-02","11405","2000"
"186350","GENERAL","GENERAL","Water Resource Evaluation Quality Management Plan","SR-04-07","96","2004"
"186257","GENERAL","GENERAL","An Index of Riparian Integrity for the Austin Area","SR-04-09","248","2005"
"186277","ALI","LBL","Town Lake Update Executive Summary","SR-01-04","47","2001"
