"registrationnumber","registrationstatus","registeredaddress","city","state","zipcode","registeredunits","activitytype","activitydate","latitude","longitude","address","parcelid"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","Inspection Performed","2022-01-31T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2015-144185 OL","Active","1007 E RUNDBERG LN","AUSTIN","TX","78753","112","Inspection Performed","2021-10-04T00:00:00.000","3132081.5","10103006","1007 E RUNDBERG LN
AUSTIN, TX 78753
(3132081.5, 10103006)","0239200901"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-10-01T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-02-02T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-01-27T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2017-126078 OL","Active","9200 NORTH PLZ","AUSTIN","TX","78753","420","Inspection Performed","2021-10-04T00:00:00.000","3131540.5","10102640","9200 NORTH PLZ
AUSTIN, TX 78753
(3131540.5, 1.010264E+7)","0239200804"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","Inspection Performed","2022-02-01T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2018-170898 OL","Active","8071 N LAMAR BLVD NB","AUSTIN","TX","78753","176","Inspection Performed","2022-01-25T00:00:00.000","3123583.25","10100179","8071 N LAMAR BLVD
AUSTIN, TX 78753
(3123583.25, 10100179)","0236120208"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-09-30T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2020-103435 OL","Suspended","2301 POLARIS AVE","AUSTIN","TX","78757","6","Inspection Performed","2022-02-02T00:00:00.000","3118499.25","10107462","2301 POLARIS AVE
AUSTIN, TX 78757
(3118499.25, 10107462)","0244070222"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","NOV Sent","2022-02-01T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2016-102862 OL","Active","1950 WEBBERVILLE RD","AUSTIN","TX","78721","240","Inspection Performed","2022-02-01T00:00:00.000","3136561.549999997","10077162.349999994","1950 WEBBERVILLE RD
AUSTIN, TX 78721
(3136561.549999997, 10077162.349999994)","0212230524"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-10-01T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-09-30T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2020-139697 OL","Active","12151 N IH 35 SVRD NB","AUSTIN","TX","78753","360","Inspection Performed","2022-02-01T00:00:00.000","3135985.170000002","10117220.030000001","12151 N IH
AUSTIN, TX 78753
(3135985.170000002, 10117220.030000001)","0251210402"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","Inspection Performed","2022-01-31T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-01-27T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2019-037854 OL","Closed","8200 RESEARCH BLVD SVRD SB","AUSTIN","TX","78757","246","Inspection Performed","2021-10-07T00:00:00.000","3122206.75","10102486","8200 RESEARCH BLVD
AUSTIN, TX 78757
(3122206.75, 10102486)","0237100907"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","NOV Sent","2022-02-01T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","Inspection Performed","2022-02-02T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-01-27T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-02-02T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-10-04T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2019-232660 OL","Suspended","8412 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-10-01T00:00:00.000","3150227","10081398","8412 GARCREEK CIR
AUSTIN, TX 78724
(3150227.0, 10081398)","0217380323"
"2020-139653 OL","Active","8800 N IH 35 SVRD SB","AUSTIN","TX","78753","504","Inspection Performed","2022-04-12T00:00:00.000","3129362.599999994","10101733.930000007","8800 N IH
AUSTIN, TX 78753
(3129362.599999994, 10101733.930000007)","0236170117"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2022-02-16T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-01-16T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2014-118065 OL","Closed","1300 SOUTHPORT DR","AUSTIN","TX","78704","50","Inspection Performed","2022-04-11T00:00:00.000","3104435.430000007","10057672.469999999","1300 SOUTHPORT DR
AUSTIN, TX 78704
(3104435.430000007, 10057672.469999999)","0407070129"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-04-08T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2022-04-12T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2020-12-19T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2022-04-13T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-12-29T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2022-04-13T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2020-139645 OL","Active","8402 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-10-01T00:00:00.000","3149859.5","10081222","8402 GARCREEK CIR
AUSTIN, TX 78724
(3149859.5, 10081222)","0217380328"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-04-02T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-10-23T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2017-126234 OL","Active","1190 AIRPORT BLVD","AUSTIN","TX","78702","130","Inspection Performed","2022-04-13T00:00:00.000","3127440.519999996","10073640.510000005","1190 AIRPORT BLVD
AUSTIN, TX 78702
(3127440.519999996, 10073640.510000005)","0209150202"
"2014-106180 OL","Closed","9435 MIDDLE FISKVILLE RD","AUSTIN","TX","78753","50","Inspection Performed","2021-10-08T00:00:00.000","3131617.25","10104066","9435 MIDDLE FISKVILLE RD
AUSTIN, TX 78753
(3131617.25, 10104066)","0239200123"
"2015-144185 OL","Active","1007 E RUNDBERG LN","AUSTIN","TX","78753","112","Inspection Performed","2022-04-12T00:00:00.000","3132081.5","10103006","1007 E RUNDBERG LN
AUSTIN, TX 78753
(3132081.5, 10103006)","0239200901"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-04-13T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-04-08T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2021-045436 OL","Active","2302 DURWOOD ST","AUSTIN","TX","78704","66","Inspection Performed","2021-10-08T00:00:00.000","3109822.84375","10061144.71875","2302 DURWOOD ST
AUSTIN, TX 78704
(3109822.84375, 10061144.71875)","0403010250"
"2016-036004 OL","Closed","6903 WENTWORTH DR","AUSTIN","TX","78724","4","NOV Sent","2021-10-07T00:00:00.000","3149860.25","10081415","6903 WENTWORTH DR
AUSTIN, TX 78724
(3149860.25, 10081415)","0217380309"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-04-14T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2021-135226 OL","Active","502 W LONGSPUR BLVD","AUSTIN","TX","78753","160","Inspection Performed","2022-04-13T00:00:00.000","3129505.75","10107050","502 W LONGSPUR BLVD
AUSTIN, TX 78753
(3129505.75, 1.010705E+7)","0243170501"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-09-30T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-04-08T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2019-232660 OL","Suspended","8412 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-10-06T00:00:00.000","3150227","10081398","8412 GARCREEK CIR
AUSTIN, TX 78724
(3150227.0, 10081398)","0217380323"
"2014-057017 OL","Suspended","1512 WHELESS LN","AUSTIN","TX","78723","32","Inspection Performed","2021-10-05T00:00:00.000","3129873.75","10089955","1512 WHELESS LN
AUSTIN, TX 78723
(3129873.75, 10089955)","0226170414"
"2014-118061 OL","Active","2201 WILLOW CREEK DR","AUSTIN","TX","78741","210","Inspection Performed","2021-12-05T00:00:00.000","3118746.25","10057154.78","2201 WILLOW CREEK DR
AUSTIN, TX 78741
(3118746.25, 10057154.78)","0308060203"
"2022-021815 OL","Active","9500 DESSAU RD","AUSTIN","TX","78753","268","NOV Sent","2021-04-27T00:00:00.000","3134898.75","10101953","9500 DESSAU RD
AUSTIN, TX 78753
(3134898.75, 10101953)","0237240209"
"2017-126078 OL","Active","9200 NORTH PLZ","AUSTIN","TX","78753","420","Inspection Performed","2021-11-30T00:00:00.000","3131540.5","10102640","9200 NORTH PLZ
AUSTIN, TX 78753
(3131540.5, 1.010264E+7)","0239200804"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-29T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2018-161485 OL","Active","1026 CLAYTON LN","AUSTIN","TX","78723","176","Inspection Performed","2021-11-29T00:00:00.000","3126017.55","10089888.36","1026 CLAYTON LN
AUSTIN, TX 78723
(3126017.55, 10089888.36)","0225150335"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-12-03T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","Inspection Performed","2021-12-01T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-12-03T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2014-049578 OL","Closed","2314 WICKERSHAM LN","AUSTIN","TX","78741","190","NOV Sent","2021-12-03T00:00:00.000","3121161.75","10056382","2314 WICKERSHAM LN
AUSTIN, TX 78741
(3121161.75, 10056382)","0307010101"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-29T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-09-18T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2014-118061 OL","Active","2201 WILLOW CREEK DR","AUSTIN","TX","78741","210","Inspection Performed","2021-12-03T00:00:00.000","3118746.25","10057154.78","2201 WILLOW CREEK DR
AUSTIN, TX 78741
(3118746.25, 10057154.78)","0308060203"
"2015-144196 OL","Active","2005 WILLOW CREEK DR","AUSTIN","TX","78741","300","Inspection Performed","2021-11-30T00:00:00.000","3119100.75","10057764","2005 WILLOW CREEK DR
AUSTIN, TX 78741
(3119100.75, 10057764)","0308060301"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2022-04-13T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2017-126078 OL","Active","9200 NORTH PLZ","AUSTIN","TX","78753","420","Inspection Performed","2021-11-30T00:00:00.000","3131540.5","10102640","9200 NORTH PLZ
AUSTIN, TX 78753
(3131540.5, 1.010264E+7)","0239200804"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-04-08T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","Inspection Performed","2021-12-01T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","NOV Sent","2021-12-03T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2014-106161 OL","Active","9601 MIDDLE FISKVILLE RD","AUSTIN","TX","78753","200","Inspection Performed","2021-11-30T00:00:00.000","3131764.25","10104394","9601 MIDDLE FISKVILLE RD
AUSTIN, TX 78753
(3131764.25, 10104394)","0240210409"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-29T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2021-045436 OL","Active","2302 DURWOOD ST","AUSTIN","TX","78704","66","Inspection Performed","2021-11-30T00:00:00.000","3109822.84375","10061144.71875","2302 DURWOOD ST
AUSTIN, TX 78704
(3109822.84375, 10061144.71875)","0403010250"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-29T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2014-057017 OL","Suspended","1512 WHELESS LN","AUSTIN","TX","78723","32","Inspection Performed","2021-12-01T00:00:00.000","3129873.75","10089955","1512 WHELESS LN
AUSTIN, TX 78723
(3129873.75, 10089955)","0226170414"
"2014-118061 OL","Active","2201 WILLOW CREEK DR","AUSTIN","TX","78741","210","NOV Sent","2021-12-03T00:00:00.000","3118746.25","10057154.78","2201 WILLOW CREEK DR
AUSTIN, TX 78741
(3118746.25, 10057154.78)","0308060203"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","Inspection Performed","2021-11-30T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2014-106161 OL","Active","9601 MIDDLE FISKVILLE RD","AUSTIN","TX","78753","200","Inspection Performed","2021-11-30T00:00:00.000","3131764.25","10104394","9601 MIDDLE FISKVILLE RD
AUSTIN, TX 78753
(3131764.25, 10104394)","0240210409"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2021-12-02T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2021-12-01T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2017-126240 OL","Suspended","1118 AZIE MORTON RD","AUSTIN","TX","78704","3","Inspection Performed","2021-12-01T00:00:00.000","3105189","10067534","1118 AZIE MORTON RD
AUSTIN, TX 78704
(3105189.0, 10067534)","0103061116"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","NOV Sent","2021-12-01T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2020-139653 OL","Active","8800 N IH 35 SVRD SB","AUSTIN","TX","78753","504","Inspection Performed","2022-04-12T00:00:00.000","3129362.599999994","10101733.930000007","8800 N IH
AUSTIN, TX 78753
(3129362.599999994, 10101733.930000007)","0236170117"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-29T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2021-045436 OL","Active","2302 DURWOOD ST","AUSTIN","TX","78704","66","Inspection Performed","2021-11-30T00:00:00.000","3109822.84375","10061144.71875","2302 DURWOOD ST
AUSTIN, TX 78704
(3109822.84375, 10061144.71875)","0403010250"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","NOV Sent","2021-12-01T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2014-057017 OL","Suspended","1512 WHELESS LN","AUSTIN","TX","78723","32","Inspection Performed","2021-12-01T00:00:00.000","3129873.75","10089955","1512 WHELESS LN
AUSTIN, TX 78723
(3129873.75, 10089955)","0226170414"
"2014-118061 OL","Active","2201 WILLOW CREEK DR","AUSTIN","TX","78741","210","NOV Sent","2021-12-03T00:00:00.000","3118746.25","10057154.78","2201 WILLOW CREEK DR
AUSTIN, TX 78741
(3118746.25, 10057154.78)","0308060203"
"2021-135146 OL","Active","8200 RESEARCH BLVD SVRD SB","AUSTIN","TX","78757","248","Inspection Performed","2022-04-13T00:00:00.000","3122206.75","10102486","8200 RESEARCH BLVD
AUSTIN, TX 78757
(3122206.75, 10102486)","0237100907"
"2018-170586 OL","Active","1647 RUTLAND DR","AUSTIN","TX","78758","294","Inspection Performed","2021-12-02T00:00:00.000","3122927.5","10109415","1647 RUTLAND DR
AUSTIN, TX 78758
(3122927.5, 10109415)","0245110123"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2021-12-01T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-29T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2021-045481 OL","Active","4400 AVENUE A","AUSTIN","TX","78751","26","Inspection Performed","2021-11-29T00:00:00.000","3117105.5","10085951","4400 AVENUE
AUSTIN, TX 78751
(3117105.5, 10085951)","0221050416"
"2014-057017 OL","Suspended","1512 WHELESS LN","AUSTIN","TX","78723","32","Inspection Performed","2021-12-01T00:00:00.000","3129873.75","10089955","1512 WHELESS LN
AUSTIN, TX 78723
(3129873.75, 10089955)","0226170414"
"2015-144176 OL","Closed","742 PEDERNALES ST","AUSTIN","TX","78702","1","NOV Sent","2021-12-01T00:00:00.000","3123724.599999994","10068997.11","742 PEDERNALES ST
AUSTIN, TX 78702
(3123724.599999994, 10068997.11)","0204101004"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","NOV Sent","2021-12-01T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-04-13T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-12-01T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-11-10T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2017-126078 OL","Active","9200 NORTH PLZ","AUSTIN","TX","78753","420","Inspection Performed","2021-11-30T00:00:00.000","3131540.5","10102640","9200 NORTH PLZ
AUSTIN, TX 78753
(3131540.5, 1.010264E+7)","0239200804"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2021-12-01T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2022-021815 OL","Active","9500 DESSAU RD","AUSTIN","TX","78753","268","Inspection Performed","2021-07-19T00:00:00.000","3134898.75","10101953","9500 DESSAU RD
AUSTIN, TX 78753
(3134898.75, 10101953)","0237240209"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Citation Issued","2021-05-07T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-12-21T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2022-02-14T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-04-14T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-04-08T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-03-06T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2019-037854 OL","Closed","8200 RESEARCH BLVD SVRD SB","AUSTIN","TX","78757","246","Inspection Performed","2022-04-13T00:00:00.000","3122206.75","10102486","8200 RESEARCH BLVD
AUSTIN, TX 78757
(3122206.75, 10102486)","0237100907"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2022-04-13T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2021-134860 OL","Active","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2022-04-12T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-04-14T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
