"offense_case_type","offense_date","offense_time","charges_description","offense_street_name","offense_cross_street","case_closed","agency","officer_code","race","defendant_gender"
"CO","1/30/2019","2:00 AM","PEDESTRIAN ON ROADWAY","400 East 6th Street",,"Y","APD","7597","White","Male"
"CM","1/31/2019","12:00 AM","PUBLIC INTOXICATION","201 West 5th Street",,"N","APD","7986","White","Female"
"CM","2/1/2019","12:00 AM","PUBLIC INTOXICATION","600 Block San Jacinto Boulevard",,"N","APD","7756","Hispanic","Male"
"CO","2/1/2019","9:01 AM","CAMPING IN A PUBLIC PLACE","900 East Cesar Chavez Street",,"Y","APD","7415","White","Female"
"CO","2/1/2019","9:02 AM","CAMPING IN A PUBLIC PLACE","800 Block East Cesar Chavez Street",,"Y","APD","4951","Black","Male"
"CO","2/1/2019","8:50 AM","CAMPING IN A PUBLIC PLACE","800 East Cesar Chavez Street",,"N","APD","7043","Black","Male"
"CO","2/1/2019","9:10 AM","CAMPING IN A PUBLIC PLACE","900 Cesar Chavez Street",,"Y","APD","7415","Black","Male"
"CO","2/1/2019","9:15 AM","CAMPING IN A PUBLIC PLACE","800 East Cesar Chavez",,"N","APD","6145","Black","Male"
"CO","2/1/2019","9:00 AM","CAMPING IN A PUBLIC PLACE","100 North Ih 35",,"Y","APD","7400","Black","Female"
"CO","2/1/2019","9:00 AM","CAMPING IN A PUBLIC PLACE","100 North I H 35",,"Y","APD","7400","Black","Female"
"CM","2/1/2019","8:39 AM","Possession of Drug Paraphernalia","900 East Cesar Chavez",,"Y","APD","7202","White","Male"
"CO","2/1/2019","9:00 AM","CAMPING IN A PUBLIC PLACE","100 Block Ih 35",,"N","APD","4949","Black","Female"
"CM","2/1/2019","12:47 AM","MISREPRESENTATION OF AGE BY MINOR","413  E 6TH ST",,"Y",,"7245","White","Female"
"CM","2/1/2019","2:03 PM","Possession of Drug Paraphernalia","90  N IH 35 SVRD NB",,"Y",,"7095","White","Male"
"CO","2/1/2019","9:00 AM","CAMPING IN A PUBLIC PLACE","100 Block North I H 35",,"Y","APD","3968","White","Male"
"CO","2/1/2019","8:59 AM","CAMPING IN A PUBLIC PLACE","800 East Cesar Chavez Street",,"Y","APD","7043","Black","Female"
"CM","2/1/2019","1:30 AM","PUBLIC INTOXICATION","402 East 6th Street",,"Y","APD","7945","Hispanic","Female"
"CO","2/1/2019","9:10 AM","CAMPING IN A PUBLIC PLACE","100 Block North I H 35",,"N","APD","3968","Black","Male"
"CM","2/2/2019","9:13 AM","DISORDERLY CONDUCT-INDECENT EXPOSURE #","222  E 6TH",,"Y",,"7095","White","Male"
"CM","2/3/2019","12:50 AM","DISORDERLY CONDUCT - FIGHTING","325 East 6th Street",,"Y","APD","7948","Hispanic","Male"
"CM","2/3/2019","10:30 PM","PUBLIC INTOXICATION","700 Block West 6th Street",,"Y","APD","7245","Hispanic","Male"
"CM","2/4/2019","12:00 AM","PUBLIC INTOXICATION","1200 Block Sabine Street",,"Y","APD","7850","White","Male"
"CO","2/5/2019","9:53 AM","PEDESTRIAN ON ROADWAY","90 North I H 35",,"Y","APD","5634","Black","Female"
"CO","2/5/2019","11:05 PM","BICYCLE - RIDING ON BUSINESS SIDEWALK","300  E 6TH ST",,"Y",,"5159","White","Male"
"CO","2/5/2019","9:42 AM","CAMPING IN A PUBLIC PLACE","800 East Cesar Chavez",,"Y","APD","5193","Black","Male"
"CO","2/5/2019","9:37 AM","CAMPING IN A PUBLIC PLACE","800 Block East Cesar Chavez",,"Y","APD","5193","White","Female"
"CM","2/5/2019","12:00 AM","Possession of Drug Paraphernalia","500 Block East 7th Street",,"Y","APD","7796","White","Male"
"CM","2/6/2019","9:39 PM","Possession of Drug Paraphernalia","700  RED RIVER ST","E 7H ST","N",,"7597","Black","Male"
"CM","2/7/2019","11:50 PM","MISREPRESENTATION OF AGE BY MINOR","413 East 6th Street",,"N","APD","7245","White","Male"
"CM","2/7/2019","3:06 AM","DISREGARD ORDER OF A POLICE OFFICER","East 4th Street","San Jacinto Boulevard","N","APD","7597","White","Female"
"CO","2/8/2019","10:45 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","600 Block Neches Street",,"Y","APD","7804","White","Male"
"CM","2/8/2019","12:32 AM","MISREPRESENTATION OF AGE BY MINOR","413 East 6th Street",,"Y","APD","7883","White","Male"
"CM","2/8/2019","12:00 AM","PUBLIC INTOXICATION","503 Colorado Street",,"Y","APD","7887","White","Male"
"CM","2/8/2019","12:00 AM","PUBLIC INTOXICATION","East 6th Street And","Neches Street","N","APD","7872","Hispanic","Male"
"CM","2/9/2019","1:52 AM","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"Y","APD","7611","Hispanic","Male"
"CM","2/9/2019","12:00 AM","PUBLIC INTOXICATION","404 East 6th Street",,"Y","APD","7835","Hispanic","Female"
"CM","2/9/2019","12:00 AM","PUBLIC INTOXICATION","400 Block East 6th Street",,"Y","APD","7611","Hispanic","Female"
"CM","2/10/2019","12:00 AM","PUBLIC INTOXICATION","422 East 6th Street",,"N","APD","7845","Black","Male"
"CM","2/10/2019","2:05 AM","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"Y","APD","7245","Hispanic","Male"
"CM","2/10/2019","2:31 AM","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"Y","APD","7945","Black","Male"
"CM","2/10/2019","12:00 AM","DISORDERLY CONDUCT - FIGHTING","401 East 6th Street",,"Y","APD","7946","Black","Male"
"CM","2/10/2019","12:43 AM","SIMPLE ASSAULT BY CONTACT","300 Block East 6th Street",,"N","APD","7849","White","Male"
"CO","2/11/2019","10:50 PM","HUMAN WASTE IN PUBLIC PLACE","500  E 7TH ST",,"Y",,"8140","Black","Female"
"CM","2/11/2019","2:12 AM","Possession of Drug Paraphernalia","500 Block Trinity Street",,"N","APD","7608","White","Male"
"CO","2/11/2019","7:06 AM","CAMPING IN A PUBLIC PLACE","900 Block East 7th Street",,"N","APD","7433","White","Male"
"CO","2/11/2019","2:15 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","500 Block Trinity Street",,"N","APD","7608","White","Male"
"CO","2/11/2019","8:18 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","200  E 8TH ST",,"N",,"7043","White","Male"
"CO","2/12/2019","2:23 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","90 Block North Ih 35 And Cesar Chavez",,"Y","APD","8018","Black","Male"
"CM","2/12/2019","9:46 PM","Possession of Drug Paraphernalia","500  TRINITY AT",,"N",,"8140","Black","Male"
"CO","2/12/2019","3:08 PM","HUMAN WASTE","90 Block North Ih 35 And Cesar Chavez",,"Y","APD","8018","Black","Male"
"CO","2/12/2019","2:46 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","North Ih 35 And Cesar Chavez Street",,"Y","APD","6802","White","Male"
"CM","2/12/2019","9:51 PM","Possession of Drug Paraphernalia","500  TRINITY ST",,"Y",,"8115","White","Male"
"CO","2/12/2019","2:23 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","90 Block North Ih 35 And Cesar Chavez",,"Y","APD","8018","White","Male"
"CO","2/12/2019","1:32 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","90 Block North Ih 35 And Cesar Chavez",,"N","APD","8018","Black","Female"
"CO","2/12/2019","12:00 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","North Ih 35 At Cesar Chavez Street",,"Y","APD","7775","White","Female"
"CO","2/12/2019","2:30 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","1025 East Cesar Chavez Street",,"N","APD","8018","Black","Female"
"CO","2/12/2019","2:01 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","90 Block North Ih 35 And Cesar Chavez",,"N","APD","8018","Hispanic","Male"
"CO","2/12/2019","2:32 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","Cesar Chavez Street And North Ih 35",,"N","APD","7775","Hispanic","Male"
"CO","2/12/2019","2:20 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","7th Street And North Ih 35",,"Y","APD","7775","White","Male"
"CO","2/12/2019","1:32 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","90 Block North Ih 35 And Cesar Chavez",,"Y","APD","8018","White","Male"
"CO","2/12/2019","10:06 PM","LITTERING","500  TRINITY ST",,"Y",,"8140","White","Male"
"CM","2/13/2019","10:24 PM","Possession of Drug Paraphernalia","500  E 6TH ST",,"N",,"8140","Black","Male"
"CO","2/14/2019","11:28 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","90 Block North Ih 35",,"Y","APD","6802","Black","Male"
"CO","2/14/2019","12:30 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East 7th Street And North Ih 35",,"Y","APD","7284","Black","Male"
"CM","2/14/2019","1:18 AM","Possession of Drug Paraphernalia","115 East 6th Street",,"N","APD","7780","White","Male"
"CO","2/14/2019","11:55 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East Cesar Chavez Street And North Ih 35",,"Y","APD","7284","White","Male"
"CM","2/14/2019","11:53 PM","MISREPRESENTATION OF AGE BY MINOR","413 East 6th Street",,"Y","APD","7245","White","Female"
"CM","2/14/2019","11:53 PM","MISREPRESENTATION OF AGE BY MINOR","413 East 6th Street",,"N","APD","7245","White","Female"
"CO","2/14/2019","12:00 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","Cesar Chavez Street And North Ih 35",,"Y","APD","7284","White","Male"
"CO","2/14/2019","11:50 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","800 Block East 6th Street",,"N","APD","7284","White","Male"
"CO","2/15/2019","8:10 AM","CAMPING IN A PUBLIC PLACE","700 Block East 8th Street",,"N","APD","6136","Black","Male"
"CM","2/15/2019","12:00 AM","DISORDERLY CONDUCT-ABUSIVE LANGUAGE","500 Block East 7th Street",,"N","APD","2351","Black","Male"
"CO","2/15/2019","8:20 AM","CAMPING IN A PUBLIC PLACE","800 Block Waller Street",,"Y","APD","7095","Hispanic","Female"
"CO","2/15/2019","8:27 AM","CAMPING IN A PUBLIC PLACE","800 Block Waller Creek",,"N","APD","7095","Black","Female"
"CM","2/15/2019","1:34 AM","PUBLIC INTOXICATION","200 Block West 4th Street",,"N","APD","7597","White","Male"
"CO","2/15/2019","11:10 PM","AGGRESSIVE SOLICITATION","East 6th Street At Brazos Street",,"Y","APD","8017","Black","Male"
"CO","2/15/2019","8:10 AM","CAMPING IN A PUBLIC PLACE","800 Block Red River Street",,"Y","APD","6145","White","Male"
"CO","2/15/2019","10:58 PM","CAMPING IN A PUBLIC PLACE","209 East 6th Street",,"Y","APD","7095","White","Male"
"CO","2/15/2019","8:05 AM","CAMPING IN A PUBLIC PLACE","700 Block East 8th Street",,"Y","APD","7400","Black","Female"
"CO","2/15/2019","8:24 AM","CAMPING IN A PUBLIC PLACE","800 Block Waller Creek",,"Y","APD","7095","Black","Female"
"CM","2/16/2019","2:47 AM","PUBLIC INTOXICATION","405 Lavaca Street",,"Y","APD","5906","White","Male"
"CM","2/16/2019","2:20 AM","PUBLIC INTOXICATION","403 East 6th Street",,"Y","APD","7756","Hispanic","Male"
"CM","2/16/2019","12:00 AM","PUBLIC INTOXICATION","400 Block Guadalupe Street",,"Y","APD","4042","Hispanic","Male"
"CM","2/16/2019","2:00 AM","PUBLIC INTOXICATION","400 Block East 6th Street",,"Y","APD","7608","Hispanic","Male"
"CM","2/17/2019","1:10 AM","PUBLIC INTOXICATION","611 Neches Street",,"Y","APD","7756","Black","Male"
"CO","2/17/2019","9:08 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","100  N IH 35",,"Y",,"7492","Black","Male"
"CM","2/17/2019","1:10 AM","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"Y","APD","7804","Black","Male"
"CM","2/17/2019","1:10 AM","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"Y","APD","8139","White","Male"
"CM","2/17/2019","12:00 AM","PUBLIC INTOXICATION","1211 Sabine Street",,"Y","APD","2659","Asian","Female"
"CM","2/17/2019","10:34 PM","DISORDERLY CONDUCT - FIGHTING","401 East 6th Street",,"Y","APD","8140","Hispanic","Female"
"CM","2/17/2019","1:00 AM","MINOR CONSUMING ALCOHOL","400 Block East 6th Street",,"N","APD","7245","White","Male"
"CM","2/17/2019","9:37 PM","PUBLIC INTOXICATION","70 Block Rainey Street",,"Y","APD","7850","White","Female"
"CM","2/17/2019","9:37 PM","PUBLIC INTOXICATION","70 Block Rainey Street",,"Y","APD","7850","White","Male"
"CM","2/17/2019","12:00 AM","Possession of Drug Paraphernalia","East 6th Street","Neches Street","N","APD","7872","White","Male"
"TR","2/18/2019","9:00 PM","PEDESTRIAN WALKING AGAINST LIGHT","600 Block North Ih 35",,"Y","APD","7870","White","Female"
"CO","2/18/2019","5:00 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","750 East 6th Street",,"N","APD","8017","Hispanic","Male"
"TR","2/18/2019","5:45 PM","PEDESTRIAN CROSSING MIDBLOCK","600 Block North I H 35",,"Y","APD","7870","Black","Male"
"CO","2/18/2019","4:34 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","100 Block North Ih 35",,"Y","APD","7042","Black","Male"
"CO","2/18/2019","4:08 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East Cesar Chavez Street And North Ih 35",,"Y","APD","8149","Black","Male"
"TR","2/18/2019","5:48 PM","PEDESTRIAN CROSSING MIDBLOCK","600 Block North Ih 35",,"Y","APD","8017","Black","Male"
"CO","2/18/2019","6:03 PM","AGGRESSIVE SOLICITATION","North Ih 35 And East 6th Street",,"N","APD","8067","White","Male"
"CO","2/18/2019","4:08 PM","AGGRESSIVE SOLICITATION","East Cesar Chavez Street And North Ih 35",,"Y","APD","8149","Black","Male"
"TR","2/18/2019","5:49 PM","PEDESTRIAN WALKING AGAINST LIGHT","I H 35 At East 6th Street",,"Y","APD","8067","White","Female"
"TR","2/18/2019","5:05 PM","PEDESTRIAN WALKING AGAINST LIGHT","South Ih 35 And East 6th Street",,"N","APD","8067","White","Male"
"CO","2/18/2019","4:55 PM","CAMPING IN A PUBLIC PLACE","600 Block Congress Avenue",,"Y","APD","7042","White","Male"
"TR","2/18/2019","5:40 PM","PEDESTRIAN CROSSING MIDBLOCK","South Ih 35 And East 6th Street",,"Y","APD","8067","White","Male"
"CO","2/18/2019","4:05 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","600 Block North I H 35",,"Y","APD","7870","Black","Male"
"CO","2/18/2019","4:46 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East Cesar Chavez  And North Ih 35",,"Y","APD","8149","Black","Male"
"TR","2/18/2019","4:30 PM","PEDESTRIAN CROSSING MIDBLOCK","600 Block North Ih 35",,"N","APD","7070","White","Male"
"CO","2/18/2019","5:54 PM","LITTERING","600 Block North Ih 35",,"Y","APD","8017","Black","Male"
"CM","2/18/2019","1:00 AM","PUBLIC INTOXICATION","720 West 6th Street",,"N","APD","7986","White","Male"
"TR","2/18/2019","4:18 PM","PEDESTRIAN CROSSING MIDBLOCK","Ih 35 At East 7th Street",,"Y","APD","8067","Black","Female"
"TR","2/18/2019","6:15 PM","PEDESTRIAN WALKING AGAINST LIGHT","600 Block North I H 35",,"Y","APD","7870","White","Male"
"CO","2/18/2019","5:51 PM","LITTERING","600 Block North Ih 35",,"Y","APD","8017","Black","Male"
"CO","2/18/2019","4:55 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Congress Avenue",,"N","APD","7042","White","Male"
"TR","2/18/2019","4:50 PM","PEDESTRIAN CROSSING MIDBLOCK","600 Block North Ih 35",,"N","APD","7070","White","Female"
"CO","2/18/2019","4:34 PM","AGGRESSIVE SOLICITATION","100 Block North Ih 35",,"Y","APD","7042","Black","Male"
"TR","2/18/2019","5:54 PM","PEDESTRIAN CROSSING MIDBLOCK","600 Block North I H 35",,"Y","APD","7870","White","Male"
"CO","2/18/2019","5:14 PM","AGGRESSIVE SOLICITATION","South Ih 35 And East 7th Street",,"Y","APD","8067","White","Male"
"CO","2/18/2019","4:10 PM","CAMPING IN A PUBLIC PLACE","100 Block North Ih 35",,"N","APD","7042","White","Male"
"CO","2/18/2019","4:38 PM","SOLICIT BY PERSON FROM STREET - SIDEWALK","East 7th Street And North Ih 35",,"N","APD","8017","White","Male"
"TR","2/18/2019","4:35 PM","PEDESTRIAN CROSSING MIDBLOCK","650 South Ih 35",,"N","APD","8017","White","Male"
"CM","2/18/2019","12:19 AM","PUBLIC INTOXICATION","700 Block West 6th Street",,"Y","APD","7884","White","Male"
"CO","2/18/2019","12:00 AM","PEDESTRIAN CROSSING MIDBLOCK","North Ih 35 And East 6th Street",,"N","APD","8067","Black","Male"
"TR","2/18/2019","5:38 PM","PEDESTRIAN WALKING AGAINST LIGHT","North Ih 35 And East 7th Street",,"Y","APD","8017","Black","Male"
"CM","2/18/2019","12:43 AM","PUBLIC INTOXICATION","400 Block East 6th Street",,"Y","APD","8140","Hispanic","Male"
"TR","2/18/2019","5:54 PM","PEDESTRIAN WALKING AGAINST LIGHT","South Ih 35 And East 6th Street",,"N","APD","8067","White","Male"
"TR","2/18/2019","4:20 PM","PEDESTRIAN CROSSING MIDBLOCK","600 Block North Ih 35",,"Y","APD","7870","No Data","No Data"
"CO","2/18/2019","4:40 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","Cesar Chavez Street And North Ih 35",,"Y","APD","7857","Black","Male"
"CO","2/18/2019","4:55 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Congress Avenue",,"Y","APD","7042","White","Male"
"TR","2/18/2019","5:00 PM","PEDESTRIAN WALKING AGAINST LIGHT","600 Block North I H 35",,"Y","APD","7870","White","Female"
"TR","2/18/2019","6:20 PM","PEDESTRIAN WALKING AGAINST LIGHT","South Ih 35 And East 6th Street",,"Y","APD","8067","White","Male"
"TR","2/18/2019","1:12 AM","PEDESTRIAN WALKING AGAINST LIGHT","500 Block Trinity Street",,"N","APD","7597","Hispanic","Male"
"CO","2/18/2019","4:23 PM","SOLICIT BY PERSON FROM STREET - SIDEWALK","North Ih 35 And East 6th Street",,"N","APD","8017","Hispanic","Female"
"TR","2/18/2019","5:08 PM","PEDESTRIAN WALKING AGAINST LIGHT","North Ih 35 And East 6th Street",,"Y","APD","8017","White","Male"
"CM","2/18/2019","4:38 PM","PEDESTRIAN WALKING AGAINST LIGHT","Ih 35 At East 6th Street",,"Y","APD","8067","White","Male"
"CO","2/18/2019","4:40 PM","AGGRESSIVE SOLICITATION","Cesar Chavez Street And North Ih 35",,"Y","APD","7857","Black","Male"
"TR","2/18/2019","4:46 PM","PEDESTRIAN CROSSING MIDBLOCK","East Cesar Chavez  And North Ih 35",,"Y","APD","8149","Black","Male"
"CO","2/19/2019","4:02 PM","SOLICIT BY PERSON FROM STREET - SIDEWALK","420 East 6th Street",,"Y","APD","8017","White","Male"
"CO","2/19/2019","4:39 PM","SOLICIT BY PERSON FROM STREET - SIDEWALK","617 North Congress Avenue",,"Y","APD","8017","White","Male"
"CM","2/19/2019","7:26 PM","PUBLIC INTOXICATION","2414 Pearl Street",,"Y","APD","8350","White","Female"
"CO","2/19/2019","4:20 PM","AGGRESSIVE SOLICITATION","500 Block San Jacinto",,"N","APD","7870","White","Male"
"CO","2/19/2019","3:48 PM","AGGRESSIVE SOLICITATION","212 East 6th Street",,"N","APD","8149","Black","Male"
"TR","2/19/2019","4:07 PM","PEDESTRIAN WALKING AGAINST LIGHT","6th Street And Neches Street",,"Y","APD","8149","White","Male"
"CO","2/19/2019","4:25 PM","AGGRESSIVE SOLICITATION","200 Block East 6th Street",,"N","APD","7870","White","Male"
"CO","2/19/2019","12:00 AM","AGGRESSIVE SOLICITATION","600 Block Congress Avenue",,"Y","APD","7870","White","Male"
"CO","2/19/2019","3:15 PM","AGGRESSIVE SOLICITATION","600 Block Congress Avenue",,"Y","APD","7870","Black","Female"
"CM","2/19/2019","12:00 AM","PUBLIC INTOXICATION","211 East 3rd Street",,"Y","APD","7946","Hispanic","Female"
"CO","2/19/2019","5:00 PM","SOLICIT BY PERSON FROM STREET - SIDEWALK","508 East 6th Street",,"Y","APD","8017","White","Female"
"CM","2/19/2019","4:30 PM","Possession of Drug Paraphernalia","80 Red River Street",,"Y","APD","7764","White","Female"
"CO","2/19/2019","4:27 PM","SOLICIT BY PERSON FROM STREET - SIDEWALK","211 East 6th Street",,"Y","APD","8017","White","Male"
"CO","2/19/2019","3:50 PM","AGGRESSIVE SOLICITATION","300 Block East 6th Street",,"N","APD","7870","White","Male"
"CM","2/20/2019","11:01 AM","PUBLIC INTOXICATION","1704 East Cesar Chavez Street",,"N","APD","7638","White","Male"
"CO","2/20/2019","11:34 PM","MANIFESTING - DRUGS","500 Block East 7th Street",,"Y","APD","7849","Black","Female"
"CM","2/21/2019","1:31 AM","PUBLIC INTOXICATION","500 Block Comal Street",,"N","APD","7756","Black","Male"
"CO","2/21/2019","12:00 AM","CAMPING IN A PUBLIC PLACE","East 6th Street At Ih35",,"N","APD","8149","Hispanic","Female"
"CO","2/21/2019","11:40 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","Ih35 Service Road At East 8th Street",,"Y","APD","7857","Black","Male"
"CO","2/21/2019","1:23 PM","CAMPING IN A PUBLIC PLACE","700 Block East 8th Street",,"N","APD","8149","Black","Male"
"CO","2/21/2019","8:05 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","East 6th Street At San Jacinto Boulevard",,"N","APD","7796","White","Female"
"CM","2/21/2019","1:27 AM","PUBLIC INTOXICATION","217 West 4th Street",,"Y","APD","7608","White","Female"
"CO","2/21/2019","11:39 AM","CAMPING IN A PUBLIC PLACE","750 Block East 8th Street",,"Y","APD","8017","Black","Male"
"CO","2/21/2019","12:00 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","6th Street At North Ih35",,"N","APD","3454","Hispanic","Male"
"CO","2/21/2019","12:53 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Congress Avenue",,"Y","APD","3454","White","Male"
"CO","2/21/2019","12:09 PM","CAMPING IN A PUBLIC PLACE","750 Block East 6th Street",,"Y","APD","8017","White","Male"
"CO","2/21/2019","12:05 AM","CAMPING IN A PUBLIC PLACE","600 Block North Ih35 Service Road",,"N","APD","7870","Black","Male"
"CM","2/21/2019","9:13 PM","PUBLIC INTOXICATION","500 Block East 7th Street",,"N","APD","8105","No Data","No Data"
"CO","2/21/2019","1:27 PM","CAMPING IN A PUBLIC PLACE","700 Block East 8th Street",,"N","APD","7042","White","Female"
"TR","2/21/2019","3:26 PM","PEDESTRIAN CROSSING MIDBLOCK","East Cesar Chavez At I H 35",,"Y","APD","8149","Black","Male"
"CO","2/21/2019","8:05 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","6th Street At San Jaciento Boulevard",,"N","APD","7796","White","Male"
"CO","2/21/2019","11:38 AM","CAMPING IN A PUBLIC PLACE","8th Street At Ih35",,"Y","APD","8149","White","Female"
"CO","2/21/2019","1:25 PM","CAMPING IN A PUBLIC PLACE","700 Block East 8th Street",,"Y","APD","3454","Black","Female"
"CO","2/21/2019","12:13 PM","CAMPING IN A PUBLIC PLACE","Ih35 Service Road At East 6th Street",,"N","APD","7857","White","Male"
"CO","2/21/2019","5:01 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","600 North I H 35",,"N","APD","8149","White","Male"
"CO","2/21/2019","3:15 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","100 Block North Ih 35",,"Y","APD","7870","White","Male"
"CO","2/21/2019","1:00 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","700 Block Congress Avenue",,"Y","APD","7870","White","Female"
"CO","2/21/2019","1:23 AM","CAMPING IN A PUBLIC PLACE","700 Block East 8th Street",,"N","APD","8149","Black","Male"
"CO","2/21/2019","1:20 PM","CAMPING IN A PUBLIC PLACE","700 Block East 8th Street",,"N","APD","7870","Black","Male"
"CO","2/21/2019","11:35 AM","CAMPING IN A PUBLIC PLACE","800 Block North Ih35 Service Road",,"Y","APD","7870","Black","Male"
"CO","2/21/2019","3:07 PM","AGGRESSIVE SOLICITATION","East 7th Street At Ih 35",,"N","APD","8017","Black","Male"
"CO","2/21/2019","1:23 PM","CAMPING IN A PUBLIC PLACE","700 Block East 8th Street",,"Y","APD","8017","Hispanic","Female"
"CO","2/21/2019","8:35 AM","AGGRESSIVE SOLICITATION","North Ih35 At East Cesar Chavez Street",,"N","APD","6086","Black","Male"
"CM","2/22/2019","3:54 AM","PUBLIC INTOXICATION","East 8th Street",,"N","APD","7884","White","Male"
"CO","2/22/2019","10:25 PM","AGGRESSIVE SOLICITATION","300 Block East 6th Street",,"Y","APD","7796","White","Male"
"CM","2/22/2019","2:50 PM","DISORDERLY CONDUCT-INDECENT EXPOSURE #","525  M LAMAR",,"Y",,"4949","White","Male"
"CM","2/22/2019","11:45 PM","Possession of Drug Paraphernalia","400 Block East 8th Street",,"Y","APD","7796","White","Male"
"CM","2/22/2019","1:12 AM","MISREPRESENTATION OF AGE BY MINOR","402  E 6TH ST",,"Y",,"8140","White","Male"
"CM","2/22/2019","11:45 PM","OPEN CONTAINER MOTOR VEHICLE","400 Block East 8th Street",,"N","APD","7796","White","Male"
"CM","2/22/2019","2:27 AM","DISORDERLY CONDUCT - FIGHTING","414 East 6th Street",,"N","APD","8115","Hispanic","Male"
"CM","2/22/2019","12:00 AM","DISORDERLY CONDUCT - FIGHTING","412 East 6th Street",,"Y","APD","7844","White","Male"
"CM","2/22/2019","11:45 PM","OPEN CONTAINER MOTOR VEHICLE","400 Block East 8th Street",,"Y","APD","7796","White","Male"
"TR","2/22/2019","9:00 AM","PEDESTRIAN ON ROADWAY","600 Block South Congress Avenue",,"N","APD","5635","White","Female"
"CM","2/22/2019","1:12 AM","MINOR CONSUMING ALCOHOL","402  E 6TH ST",,"Y",,"8140","White","Male"
"CM","2/22/2019","11:45 PM","OPEN CONTAINER MOTOR VEHICLE","400 Block East 8th Street",,"Y","APD","7796","White","Female"
"CM","2/23/2019","12:00 AM","PUBLIC INTOXICATION","31 North Ih 35",,"N","APD","6091","White","Male"
"CM","2/23/2019","1:55 AM","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"Y","APD","7611","White","Male"
"CM","2/23/2019","1:45 AM","DISORDERLY CONDUCT - FIGHTING","416 East 6th Street",,"Y","APD","7844","Hispanic","Male"
"CO","2/23/2019","9:00 AM","MANIFESTING - DRUGS","500 East 7th Street",,"Y","APD","5930","Black","Female"
"CM","2/23/2019","2:25 AM","SIMPLE ASSAULT BY CONTACT","Neches Street And East 7th Street",,"N","APD","7884","Black","Male"
"CM","2/23/2019","1:40 AM","DISORDERLY CONDUCT - FIGHTING","East 6th Street And Trinity Street",,"Y","APD","8140","White","Male"
"CM","2/23/2019","11:20 PM","PUBLIC INTOXICATION","400 Block East 6th Street",,"Y","APD","7804","Black","Male"
"CO","2/24/2019","1:00 AM","CONSUMING ALCOHOL IN A PUBLIC STREET","400 Block East 6th Street",,"N","APD","7804","Hispanic","Male"
"CM","2/24/2019","1:30 PM","Possession of Drug Paraphernalia","600 Block Brazos Street",,"Y","APD","5930","Black","Male"
"CM","2/24/2019","1:30 AM","DISREGARD ORDER OF A POLICE OFFICER","400 Block East 6th Street",,"Y","APD","7611","White","Male"
"CM","2/24/2019","10:27 PM","PUBLIC INTOXICATION","1213 Sabine Street",,"N","APD","8674","Hispanic","Female"
