TCAD or WCAD Property ID (s),Auditor,Company,Duct System 1 - Type,Duct System 2 - Type,Duct System 1 - RValue,Duct System 2 - RValue,Duct System 1 - Return Sizing,Duct System 2 - Return Sizing,Duct System 1 - % Leakage,Duct System 2 - % Leakage,System 1 - Location Air Handler,System 2 - Location Air Handler,System 1 - Air Handler Type,System 2 - Air Handler Type,System 1 - Age (years),System 2 - Age (years),System 1 - EER,System 2 - EER,System 1 - sqft/ton,System 2 - sqft/ton,Water Heater - Fuel Type,Water Heating - Tank Type,Toilet Type,Programmable Thermostat Present,Window Screen Area Recommended (sqft),Furnace - Fuel Type,Audit Date,Attic R-Value,Recommended Additional R-Value,Year Built,Bedrooms,Conditioned (sqft),Attic (sqft),Home_Type,As of,Address,Single Member Council Districts,"Boundaries: Zip Code Tabulation Areas, 2017",BOUNDARIES_single_member_districts,Neighborhood Planning Areas,Community Registry,Zipcodes,Zip Codes
261328,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Mylar_Flex,,6,,Adequate,,11,,Garage,,Up Flow,,10,,,,486,,Gas,Tank,Water_Saving,Y,78,Gas,05/25/2011 12:00:00 AM,13,25,1985,3,1459,1459,Single Family,05/20/2014 12:00:00 AM,"12331 THOMPKINS DR
Austin, Tx 78753
(30.393964734000463, -97.65715184099969)",7,47,7,,217,78,3642
R066134,James Davis,ENERGY AUDIT MASTERS,Duct_Board,,4,,Adequate,,32.2,,Closet,,Up Flow,,,,10.5,,544,,Gas,Tank,Water_Saving,Y,138,Gas,09/11/2013 12:00:00 AM,13,25,1976,3,1904,1900,Single Family,05/20/2014 12:00:00 AM,"10907 COBBLESTONE LANE
Austin, Tx 78750
(30.45957510100044, -97.8073776119997)",6,39,6,,540,28,3639
382010,Trent Brazziel,AUSTIN GREENTEAM,Mylar_Flex,,6,,Adequate,,10,,Garage,,Up Flow,,17,,,,520,,Gas,Tank,Water_Saving,N,0,Gas,01/07/2013 12:00:00 AM,38,0,1996,3,1299,899,Single Family,05/20/2014 12:00:00 AM,"505 NATALI
Austin, Tx 78748
(30.17284257500046, -97.7936893909997)",2,37,4,,76,22,3637
554773,Beau Delozier,GREENLIFE ENERGY SOLUTIONS,Duct_Board,,5,,Adequate,,53,,Closet,,Up Flow,,22,,,,475,,Gas,Tank,Water_Saving,N,100,Gas,04/16/2010 12:00:00 AM,13,25,1973,3,950,900,Single Family,05/20/2014 12:00:00 AM,"2417 ROCKRIDGE DR
Austin, Tx 78744
(30.182714629000486, -97.75661973999968)",2,25,4,,484,20,3258
303189,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,6,,Attic,,Horizontal,,8,,11,,318,,Elec,Tank,Water_Saving,Y,0,Elec,03/22/2010 12:00:00 AM,11,27,1952,2,954,954,Single Family,05/20/2014 12:00:00 AM,"2203 IVA LN
Austin, Tx 78704
(30.246363615000462, -97.77400805699966)",5,9,1,22,441,75,2859
273784,John Strand,STRAND BROTHERS,Grey_Flex,Grey_Flex,4,4,Adequate,Adequate,29,37,Closet,Closet,Up Flow,Up Flow,15,10,7,7.5,523,523,Elec,Tank,Water_Saving,Y,130,Elec,11/03/2010 12:00:00 AM,14,25,1984,6,2096,1676,Single Family,05/20/2014 12:00:00 AM,"2017 MARGALENE WAY
Austin, Tx 78728
(30.43637725500048, -97.68228619599967)",,28,,,540,48,3244
366129,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,14.8,46.3,Attic,Attic,Horizontal,Up Flow,6,,8,9,540,543,Gas,Tank,Water_Saving,Y,275,Gas,06/25/2010 12:00:00 AM,29,9,1998,4,3251,2000,Single Family,05/20/2014 12:00:00 AM,"1208 GROSVENER CT
Austin, Tx 78746
(30.268143721000456, -97.79695836099967)",8,10,2,,126,29,3260
447300,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,,6,,Adequate,,4,,Closet,,Up Flow,,,,10,,601,,Gas,Tank,Standard,N,41,Gas,08/31/2009 12:00:00 AM,38,0,1997,,2102,950,Single Family,05/20/2014 12:00:00 AM,"4629 WALSALL LOOP
Austin, Tx 78749
(30.19823394700046, -97.86078856099965)",8,38,2,,62,53,3638
100089,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,16,9.1,Attic,Attic,Horizontal,Horizontal,5,,9.5,10,473,445,Gas,Tankless,Water_Saving,Y,0,Gas,05/24/2012 12:00:00 AM,,,2001,3,2744,1560,Single Family,05/20/2014 12:00:00 AM,"1100 JEWELL ST
Austin, Tx 78704
(30.25254623200044, -97.76060883199966)",9,9,10,42,217,75,2859
136624,Beau Delozier,GREENLIFE ENERGY SOLUTIONS,Sheet_Metal,,6,,Adequate,,20,,Attic,,Horizontal,,8,,11.5,,399,,Elec,Tank,Water_Saving,Y,0,Elec,11/03/2011 12:00:00 AM,19,,1992,2,999,999,Condo,05/20/2014 12:00:00 AM,"6000-8 803 SHEPHERD MOUNTAIN CV
Austin, Tx 78730
(30.36437077000045, -97.82911657599965)",,31,,,540,6,3246
335156,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Duct_Board,,4,,Adequate,,13,,Garage,,Up Flow,,20,,7,,486,,Gas,Tank,Water_Saving,N,56,Gas,11/10/2011 12:00:00 AM,30,8,1976,3,1215,,Single Family,05/20/2014 12:00:00 AM,"4410 DOVE DR
Austin, Tx 78744
(30.19014206200046, -97.7510115609997)",2,25,4,39,484,20,3258
296830,Andy Pell,1 EARTH ENERGY AUDITS,Sheet_Metal,,5,,Adequate,,12.5,,Closet,,Up Flow,,14,,10,,552,,Elec,Tank,Water_Saving,N,0,Gas,08/29/2012 12:00:00 AM,30,0,1975,3,1104,854,Single Family,05/20/2014 12:00:00 AM,"7305 ONION CROSSING DR
Austin, Tx 78744
(30.171774238000467, -97.75140596899968)",2,25,4,,484,20,3258
427038,Grant Abney,TEXAS ENERGY SYSTEMS,Mylar_Flex,,6,,Adequate,,10.6,,Closet,,Up Flow,,15,,14,,489,,Gas,Tank,Water_Saving,Y,0,Gas,02/17/2014 12:00:00 AM,38,,1999,3,1957,1497,Single Family,05/20/2014 12:00:00 AM,"4508 DESTINY'S GATE DR
Austin, Tx 78723
(30.430355718000442, -97.71775807899968)",7,24,7,,540,36,3243
365110,Cody Kasper,ADVANCED ENERGY SOLUTIONS,Grey_Flex,,8,,Adequate,,15,,Closet,,Up Flow,,11,,11.5,,548,,Gas,Tank,Water_Saving,N,0,Gas,04/26/2011 12:00:00 AM,30,8,1994,3,2194,1172,Single Family,05/20/2014 12:00:00 AM,"1301 TETBURY
Austin, Tx 78748
(30.183323415000473, -97.8096469409997)",5,37,1,,373,22,3637
R086124,Chad Roesch,A-1 ENERGY AUDITS,Mylar_Flex,Mylar_Flex,8,8,Adequate,Adequate,16,18,Closet,Attic,Up Flow,Horizontal,8,22,13,10,562,562,Gas,Tank,Water_Saving,Y,0,Gas,06/08/2012 12:00:00 AM,29,9,1992,4,2812,1150,Single Family,05/20/2014 12:00:00 AM,"9111 AMANDA DR
Austin, Tx 78729
(30.46129486400048, -97.77489044199967)",6,30,6,,540,46,3245
322427,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,13,,Attic,,Horizontal,,23,,9,,479,,Elec,Tank,Water_Saving,Y,0,Elec,08/05/2013 12:00:00 AM,20,18,1991,4,2393,2393,Single Family,05/20/2014 12:00:00 AM,"8007 RICHARD KING TRL
Austin, Tx 78749
(30.21935433900046, -97.87276531099968)",8,38,2,73,531,53,3638
206046,Vance Acker,GREEN LEAF ENERGY,Grey_Flex,,6,,Adequate,,24.8,,Attic,,Horizontal,,10,,8,,428,,Elec,Tank,Standard,N,90,Elec,05/21/2012 12:00:00 AM,11,27,1982,1,642,600,Condo,05/20/2014 12:00:00 AM,"2612 SAN PEDRO 116
Austin, Tx 78705
(30.292042738000475, -97.74591267799968)",9,43,10,57,217,50,2860
261757,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Mylar_Flex,,6,,Adequate,,20,,Closet,,Up Flow,,8,,10,,553,,Gas,Tank,Water_Saving,N,0,Gas,01/05/2010 12:00:00 AM,27,11,1983,3,1384,1384,Single Family,05/20/2014 12:00:00 AM,"11920 SNOW FINCH
Austin, Tx 78758
(30.399841774000436, -97.69950158899968)",7,22,7,,217,18,3646
366243,Alan Kowalik,ADVANCED HOME INSPECTIONS,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,12,10,Attic,Attic,,Up Flow,2,10,11.5,10,537,537,Gas,Tank,Water_Saving,Y,0,Gas,11/23/2012 12:00:00 AM,26,12,2001,5,3762,2838,Single Family,05/20/2014 12:00:00 AM,"11217 SOLITARY FAWN
Austin, Tx 78736
(30.240233963000435, -97.91904949999969)",8,33,2,73,295,27,3252
293183,Matt Courtright,GREEN ZONE HOME,Mylar_Flex,,6,,Inadequate,,27,,Attic,,Horizontal,,8,,12.5,,,,Gas,Tank,Standard,N,100,Elec,05/10/2013 12:00:00 AM,13,25,1979,4,1290,900,Single Family,05/20/2014 12:00:00 AM,"4501 UNION CIR
Austin, Tx 78744
(30.20007452000044, -97.74292914999967)",2,25,4,39,484,20,3258
320622,James Biddle,QUALITY HOME INSPECTIONS,Mylar_Flex,,6,,Adequate,,5,,Attic,,Horizontal,,20,,,,520,,Gas,Tank,Standard,N,127,Gas,08/10/2011 12:00:00 AM,22,,1969,3,1040,,Single Family,05/20/2014 12:00:00 AM,"404 WESTMORLAND DR
Austin, Tx 78745
(30.20838552200047, -97.7669584519997)",3,5,3,5,373,23,3259
231444,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Sheet_Metal,,2,,Adequate,,12,,Closet,,Up Flow,,6,,7,,538,,Gas,Tank,Water_Saving,Y,42,Gas,05/03/2011 12:00:00 AM,9,29,1964,4,1346,,Single Family,05/20/2014 12:00:00 AM,"6807 DEBORAH DR
Austin, Tx 78752
(30.331933652000487, -97.71037565399968)",4,40,9,77,217,3,3641
276402,Stephen Standley,AUSTIN AUDITORS,Mylar_Flex,,6,,Adequate,,13,,Garage,,Up Flow,,15,,9,,529,,Elec,Tank,Water_Saving,Y,46,Elec,02/19/2014 12:00:00 AM,,,1983,3,1324,1324,Single Family,05/20/2014 12:00:00 AM,"2302 BIG HOLLOW DR
Austin, Tx 78728
(30.447526103000484, -97.67957745199965)",,28,,,540,48,3244
339658,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,13,,Closet,,Up Flow,,,,9,,509,,Elec,Tank,Water_Saving,Y,0,Gas,06/18/2012 12:00:00 AM,26,0,1988,3,1526,1526,Single Family,05/20/2014 12:00:00 AM,"8707 HUEBINGER PASS
Austin, Tx 78745
(30.189714490000483, -97.82721528799965)",5,37,1,,62,23,3637
229641,Cody Kasper,ADVANCED ENERGY SOLUTIONS,Duct_Board,,6,,Adequate,,16,,Attic,,Horizontal,,5,,10.5,,531,,Gas,Tank,Water_Saving,Y,0,Gas,04/05/2011 12:00:00 AM,30,,1952,3,2125,2125,Single Family,05/20/2014 12:00:00 AM,"5405 SHOALWOOD AVE
Austin, Tx 78756
(30.32851307700048, -97.74271832499966)",7,12,7,53,217,7,3644
252091,Stephen Standley,AUSTIN AUDITORS,Duct_Board,,4,,Adequate,,25,,Garage,,Up Flow,,8,,11,,510,,Elec,Tank,Water_Saving,Y,42,Elec,01/27/2014 12:00:00 AM,8,30,1973,3,1530,1530,Single Family,05/20/2014 12:00:00 AM,"10142 ASPEN ST
Austin, Tx 78758
(30.37382266500049, -97.70052373399966)",4,22,9,16,217,18,3646
118091,James Davis,ENERGY AUDIT MASTERS,Duct_Board,Mylar_Flex,6,6,Adequate,Adequate,11.5,13.6,Attic,Attic,Horizontal,Horizontal,,10,9.5,9,400,400,Gas,Tank,Water_Saving,Y,382,Gas,04/08/2011 12:00:00 AM,30,8,1937,3,2401,2400,Single Family,05/20/2014 12:00:00 AM,"1503 NORTHWOOD ROAD
Austin, Tx 78703
(30.29878558100046, -97.7534419699997)",10,26,5,52,217,69,2858
202668,Jay Hill,ADVANCED ENERGY SOLUTIONS,Mylar_Flex,,6,,Adequate,,9.7,,Attic,,Horizontal,,12,,11.5,,649,,Elec,Tank,Water_Saving,N,9,Elec,03/29/2013 12:00:00 AM,26,12,2002,3,1624,,Single Family,05/20/2014 12:00:00 AM,"1608 ASTOR PLACE
Austin, Tx 78721
(30.283167957000444, -97.68828523099967)",1,4,8,67,309,62,2864
124710,Justin Marler,ENERGY ACTION,Mylar_Flex,,8,,Inadequate,,18,,Attic,,Horizontal,,18,,9.5,,530,,Gas,Tank,Water_Saving,Y,16,Elec,07/22/2010 12:00:00 AM,,0,1949,3,2121,2100,Single Family,05/20/2014 12:00:00 AM,"3312 BIG BEND DR
Austin, Tx 78731
(30.329821850000485, -97.76235109799967)",10,17,5,,126,66,3247
350261,Rob Scott,GREEN COLLAR OPERATIONS,Grey_Flex,,6,,Adequate,,9.4,,Closet,,Up Flow,,14,,,,574,,Gas,Tank,Water_Saving,N,0,Gas,08/27/2011 12:00:00 AM,,0,1982,3,2296,2296,Single Family,05/20/2014 12:00:00 AM,"10619 LEGENDS LANE
Austin, Tx 78747
(30.141522049000457, -97.78829085199965)",5,36,1,,484,4,3261
110558,Cindy Valdez,ATX QUALITY ENERGY SERVICES,Mylar_Flex,,4,,Adequate,,45,,Closet,,Up Flow,,3,,11,,502,,Gas,Tank,Standard,Y,64,Gas,04/03/2012 12:00:00 AM,13,25,1953,2,2008,2008,Single Family,05/20/2014 12:00:00 AM,"2911 STRATFORD DR
Austin, Tx 78746
(30.28303767200049, -97.78633776099969)",8,10,2,,126,29,3260
331207,Matt Courtright,GREEN ZONE HOME,Duct_Board,,6,,Inadequate,,24,,Garage,,Up Flow,,19,,9,,555,,Gas,Tank,Standard,Y,0,Gas,09/25/2013 12:00:00 AM,13,25,1986,3,1388,344,Single Family,05/20/2014 12:00:00 AM,"4301 TALOGA CT
Austin, Tx 78749
(30.20574784100046, -97.84892788399969)",8,38,2,,62,53,3638
102194,Chad Roesch,A-1 ENERGY AUDITS,Sheet_Metal,,6,,Adequate,,21,,Closet,,Up Flow,,23,,10,,562,,Gas,Tank,Water_Saving,N,0,Gas,10/31/2011 12:00:00 AM,21,17,1960,2,1124,1124,Single Family,05/20/2014 12:00:00 AM,"1811 ASHBY AVE
Austin, Tx 78704
(30.255594903000485, -97.76966245899968)",5,9,1,2,217,75,2859
153895,Stephen Standley,AUSTIN AUDITORS,Mylar_Flex,,6,,Adequate,,5,,Attic,,Horizontal,,18,,10,,510,,Elec,Tank,Standard,Y,0,Elec,07/12/2013 12:00:00 AM,18,20,1980,3,2044,2044,Single Family,05/20/2014 12:00:00 AM,"7907 MOONFLOWER DR
Austin, Tx 78750
(30.390556003000484, -97.8034891959997)",10,39,5,,540,28,3639
318581,Aaron Capps,AUSTINTEXAS ENERGY AUDITS,Mylar_Flex,Mylar_Flex,8,8,Adequate,Adequate,32,24,Closet,Closet,Up Flow,Up Flow,21,21,10,10,504,610,Gas,Tank,Water_Saving,Y,0,Gas,03/14/2011 12:00:00 AM,30,8,1990,4,2480,1200,Single Family,05/20/2014 12:00:00 AM,"7606 MIFFLIN KENEDY TER
Austin, Tx 78749
(30.22349858800044, -97.8704853219997)",8,38,2,73,531,53,3638
239428,Josh Yamin,A-PLUS ENERGY MANAGEMENT,Sheet_Metal,,4,,Adequate,,16,,Closet,,Up Flow,,20,,,,532,,Elec,Tank,Standard,Y,174,Gas,05/10/2013 12:00:00 AM,20,18,1958,3,2126,2126,Single Family,05/20/2014 12:00:00 AM,"1700 BARBARA
Austin, Tx 78757
(30.35082616900047, -97.72405795299966)",7,3,7,89,217,16,3645
160394,James Davis,ENERGY AUDIT MASTERS,Duct_Board,,4,,Adequate,,22.8,,Closet,,Up Flow,,,,11,,455,,Gas,Tank,Water_Saving,Y,82,Gas,08/06/2013 12:00:00 AM,13,25,1980,3,1820,1800,Single Family,05/20/2014 12:00:00 AM,"11204 OAK VIEW DR
Austin, Tx 78759
(30.42079753200045, -97.76697621799968)",10,51,5,,540,58,3647
104781,Brent Canady,C GREEN ENERGY,Mylar_Flex,,6,,Adequate,,23,,Closet,,Up Flow,,6,,,,573,,Gas,Tank,Water_Saving,Y,44.4,Gas,11/21/2011 12:00:00 AM,32,6,1978,3,2008,996,Single Family,05/20/2014 12:00:00 AM,"2001 MISTYWOOD DR
Austin, Tx 78746
(30.263575454000488, -97.80624650099969)",8,10,2,,126,29,3260
133782,Nicholas Wise,1ST CHOICE ENERGY,Mylar_Flex,Mylar_Flex,6,5,Adequate,Adequate,5,6,Attic,Attic,Up Flow,Up Flow,9,6,12.5,11.5,,,Gas,Tank,Water_Saving,Y,0,Gas,04/12/2013 12:00:00 AM,33,5,1992,4,3216,3216,Single Family,05/20/2014 12:00:00 AM,"5906 DOWN VALLEY COURT
Austin, Tx 78731
(30.347212535000438, -97.77909509599965)",10,17,5,,217,66,3247
246328,William Sherman,AXIS GREEN SERVICES,,,,,Inadequate,,25,,Closet,,Up Flow,,12,,4.5,,448,,Elec,Tank,Water_Saving,N,51,Elec,02/20/2014 12:00:00 AM,,,1973,2,896,,Fourplex,05/20/2014 12:00:00 AM,"1902 HEARTHSTONE DR 201
Austin, Tx 78757
(30.366336012000488, -97.7210981129997)",7,3,7,8,217,16,3645
302570,Gene Bautista,GREEN COLLAR OPERATIONS,Mylar_Flex,,4,,Adequate,,9,,Closet,,Up Flow,,22,,,,515.2,,Gas,Tank,Water_Saving,N,0,Gas,08/13/2010 12:00:00 AM,15,23,1955,2,1288,1288,Single Family,05/20/2014 12:00:00 AM,"2332 WESTFOREST DR
Austin, Tx 78704
(30.244707810000477, -97.78437163999968)",5,9,1,93,217,75,2859
583153,William Sherman,AXIS GREEN SERVICES,Mylar_Flex,,7,,Inadequate,,5,,Closet,,Up Flow,,11,,4.5,,485,,Elec,Tank,Water_Saving,N,0,Elec,02/14/2013 12:00:00 AM,26,12,1999,2,,,Condo,05/20/2014 12:00:00 AM,"7701 RIALTO BLVD 1128
Austin, Tx 78735
(30.25361338500045, -97.87510096599965)",8,32,2,73,295,49,3251
332888,Matt Courtright,GREEN ZONE HOME,Mylar_Flex,,6,,Inadequate,,19,,Closet,,Up Flow,,18,,9,,408,,Gas,Tank,Standard,Y,80,Gas,01/20/2014 12:00:00 AM,11,27,1974,2,1226,626,Single Family,05/20/2014 12:00:00 AM,"1107 STONEOAK
Austin, Tx 78745
(30.19786559600044, -97.7960937419997)",5,5,1,,329,23,3259
381918,Lynn Howden,AUSTIN QUALITY GREEN ENERGY AUDITS,Mylar_Flex,,6,,Inadequate,,20,,Closet,,Up Flow,,12,,8.5,,479,,Elec,Tank,Water_Saving,N,0,Elec,03/22/2010 12:00:00 AM,26,,1997,4,1317,590,Single Family,05/20/2014 12:00:00 AM,"308 NATALI
Austin, Tx 78748
(30.172977598000443, -97.79218163699966)",2,37,4,,76,22,3637
508928,Ronald Holan,GREEN YOUR HUT,Mylar_Flex,,6,,Adequate,,10,,Attic,,Horizontal,,14,,8.5,,519,,Gas,Tank,Water_Saving,Y,123,Gas,11/16/2009 12:00:00 AM,26,12,2001,2,2075,2075,Town Homes,05/20/2014 12:00:00 AM,"5000 48 MISSION OAKS BLVD
Austin, Tx 78735
(30.25409018600044, -97.86540606199969)",8,32,2,11,295,49,3251
262085,Chad Roesch,A-1 ENERGY AUDITS,Sheet_Metal,,6,,Adequate,,17,,Closet,,Up Flow,,8,,,,602,,Gas,Tank,Water_Saving,Y,0,Gas,04/11/2012 12:00:00 AM,30.8,7.2,1975,3,1808,1456,Single Family,05/20/2014 12:00:00 AM,"4807 GERONA DR
Austin, Tx 78759
(30.407864964000453, -97.74196148799967)",6,51,6,,540,58,3647
272138,Scott Young,"ACCOUNTABLE ENERGY SOLUTIONS, LLC",Grey_Flex,,4,,Adequate,,14,,Closet,,Up Flow,,16,,8.5,,485,,Gas,Tank,Standard,Y,111,Gas,03/12/2012 12:00:00 AM,22,16,1985,3,1455,855,Single Family,05/20/2014 12:00:00 AM,"12810 COVINGTON TRL
Austin, Tx 78727
(30.436326326000483, -97.74166301599968)",6,24,6,,540,36,3243
262523,Arthur Pannell,"PANNELL POWER, LLC",Mylar_Flex,,6,,Adequate,,6.75,,Closet,,Up Flow,,16,,12,,456,,Gas,Tank,Standard,N,0,Gas,06/11/2011 12:00:00 AM,,20,1979,3,2280,700,Single Family,05/20/2014 12:00:00 AM,"4305 FLAGSTAFF CIRCLE
Austin, Tx 78759
(30.407013374000485, -97.73498649999965)",7,51,7,,540,58,3647
153955,Lynn Howden,AUSTIN QUALITY GREEN ENERGY AUDITS,Mylar_Flex,Grey_Flex,6,6,Adequate,Inadequate,13,10,Attic,Attic,Horizontal,Horizontal,8,13,10,9.5,460,440,Elec,Tank,Water_Saving,Y,0,Elec,12/10/2009 12:00:00 AM,,,1996,5,3394,2050,Single Family,05/20/2014 12:00:00 AM,"8004 BOTTLEBRUSH DR
Austin, Tx 78750
(30.39287626100048, -97.8016699429997)",10,39,5,,540,28,3639
509663,Beau Delozier,GREENLIFE ENERGY SOLUTIONS,Sheet_Metal,,6,,Adequate,,,,Closet,,Up Flow,,9,,10.5,,526,,Gas,Tank,Water_Saving,N,0,Gas,10/07/2011 12:00:00 AM,24,14,1959,3,1053,1000,Single Family,05/20/2014 12:00:00 AM,"4701 SOUTH FOREST DR
Austin, Tx 78745
(30.222227717000465, -97.78740965099968)",5,5,1,58,373,23,3259
242192,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Sheet_Metal,,,,Adequate,,,,Closet,,Up Flow,,8,,8,,472,,Gas,Tank,Water_Saving,N,126,Gas,06/28/2011 12:00:00 AM,23,15,1970,3,1417,,Single Family,05/20/2014 12:00:00 AM,"9605 MONMOUTH CIRCLE
Austin, Tx 78753
(30.35408447900045, -97.67461477499967)",4,47,9,87,217,78,3642
196119,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Grey_Flex,,6,,Adequate,,11,,Closet,,Up Flow,,18,,7,,563,,Gas,Tank,Water_Saving,N,126,Gas,04/06/2011 12:00:00 AM,38,,1961,4,1408,1408,Single Family,05/20/2014 12:00:00 AM,"3208 KAY ST
Austin, Tx 78702
(30.27001745800044, -97.69933103499966)",3,7,3,29,309,1,2857
123583,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Grey_Flex,Grey_Flex,6,6,Adequate,Adequate,15,14,Attic,Attic,Horizontal,Horizontal,,,10,12,547,547,Elec,Tank,Standard,Y,244,Elec,10/02/2009 12:00:00 AM,26,12,1988,4,3284,,Single Family,05/20/2014 12:00:00 AM,"2901 MILL REEF CV
Austin, Tx 78746
(30.326625129000433, -97.80864374599969)",10,10,5,,217,29,3260
108043,Andy Pell,1 EARTH ENERGY AUDITS,Grey_Flex,Grey_Flex,5,5,Adequate,Adequate,14,25,Closet,Closet,Up Flow,Up Flow,14,15,8,8,534,534,Elec,Tank,Water_Saving,Y,0,Elec,11/08/2010 12:00:00 AM,26,0,1983,4,2138,912,Single Family,05/20/2014 12:00:00 AM,"1503 SHANNON OAKS TRL
Austin, Tx 78746
(30.276723585000468, -97.82362534299966)",8,10,2,,179,29,3260
136494,Alan Kowalik,ADVANCED HOME INSPECTIONS,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,9.6,8.25,Attic,Attic,Horizontal,Horizontal,,,11.5,12.5,410,410,Gas,Tank,Water_Saving,N,46,Gas,09/11/2012 12:00:00 AM,56,,2000,3,2870,2014,Single Family,05/20/2014 12:00:00 AM,"5811 LONG COURT
Austin, Tx 78730
(30.360670981000453, -97.79966828999966)",10,31,5,,540,6,3246
462058,Chad Roesch,A-1 ENERGY AUDITS,Duct_Board,,6,,Adequate,,16,,Attic,,Horizontal,,15,,10,,620,,Gas,Tank,Standard,Y,57,Gas,03/18/2010 12:00:00 AM,26,12,1982,4,2081,1130,Single Family,05/20/2014 12:00:00 AM,"12403 SCEPTRE CV
Austin, Tx 78727
(30.424228767000443, -97.72443222599969)",7,24,7,,540,36,3243
R341135,Beau Delozier,GREENLIFE ENERGY SOLUTIONS,Mylar_Flex,,7,,Adequate,,6,,Attic,,Horizontal,,16,,12.5,,477,,Gas,Tank,Water_Saving,Y,0,Gas,06/24/2010 12:00:00 AM,48,0,1998,4,2385,2300,Single Family,05/20/2014 12:00:00 AM,"8528 FOXHOUND TRL
Austin, Tx 78729
(30.445627494000462, -97.77457894199966)",6,30,6,,540,46,3245
126097,Roland Huettel,"ECO.INSPECTIONS, INC",Sheet_Metal,,2,,Adequate,,10.6,,Garage,,Up Flow,,18,,,,618,,Elec,Tank,Water_Saving,N,0,Elec,07/22/2009 12:00:00 AM,26,12,1954,3,1854,1854,Single Family,05/20/2014 12:00:00 AM,"4800 BALCONES DR
Austin, Tx 78731
(30.33082622900048, -97.76414666299968)",10,17,5,,217,66,3247
311926,Lynn Howden,AUSTIN QUALITY GREEN ENERGY AUDITS,Duct_Board,,4,,Adequate,,32,,Closet,,Up Flow,,2,,12,,510,,Elec,Tank,Water_Saving,N,0,Elec,11/20/2009 12:00:00 AM,,20,1973,4,1530,1300,Single Family,05/20/2014 12:00:00 AM,"7115 SCENIC BROOK DR
Austin, Tx 78736
(30.236533015000475, -97.88506421999966)",8,33,2,73,295,27,3252
R074267,Andy Pell,1 EARTH ENERGY AUDITS,Grey_Flex,Grey_Flex,4,4,Adequate,Adequate,11,9,Garage,Garage,Up Flow,Up Flow,18,13,10,11,495,495,Elec,Tank,Standard,N,0,Elec,06/02/2011 12:00:00 AM,26,0,1983,4,1980,990,Duplex,05/20/2014 12:00:00 AM,"8804 SPRINGMAIL CIR A&B
Austin, Tx 78729
(30.450901555000485, -97.76774771799967)",6,30,6,,540,46,3245
575185,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,,6,,Adequate,,14.1,,Closet,,Up Flow,,,,11,,639,,Gas,Tank,Water_Saving,Y,191,Gas,10/04/2011 12:00:00 AM,30,8,1984,4,2235,1000,Single Family,05/20/2014 12:00:00 AM,"2819 GETTYSBURG DR
Austin, Tx 78745
(30.19535938600046, -97.82676994999969)",5,5,1,,62,23,3259
118086,James Davis,ENERGY AUDIT MASTERS,Duct_Board,,,,Adequate,,24.8,,Closet,,Up Flow,,,,8.5,,558,,Gas,Tank,Water_Saving,Y,90,Gas,10/19/2011 12:00:00 AM,,,1965,2,1544,,Single Family,05/20/2014 12:00:00 AM,"1511 NORTHWOOD ROAD B
Austin, Tx 78703
(30.29906510200044, -97.7540531249997)",10,26,5,52,126,69,2858
225271,Brady Zaitoon,SQUARE HOUSE,Duct_Board,,2,,Adequate,,,,Closet,,Up Flow,,14,,9,,408,,Gas,Tank,Water_Saving,Y,210,Gas,05/16/2013 12:00:00 AM,10,28,1959,3,1224,1224,Single Family,05/20/2014 12:00:00 AM,"5509 DUVAL ST
Austin, Tx 78751
(30.319144397000457, -97.71669447799968)",4,6,9,68,217,65,3640
239988,Andy Pell,1 EARTH ENERGY AUDITS,Sheet_Metal,,6,,Adequate,,,,Closet,,Up Flow,,12,,10,,489,,Elec,Tank,Water_Saving,N,0,Gas,10/10/2012 12:00:00 AM,25,0,1962,3,1222,1222,Single Family,05/20/2014 12:00:00 AM,"2903 SKYLARK DR
Austin, Tx 78757
(30.353157087000454, -97.74176605999969)",7,3,7,53,217,16,3645
