"bill_no","title","enacted_bill","sponsors","co_sponsors","introduction_date","expiration_date_of_pending_bills","public_hearing_date","action_date","effective_date","effective_date_2","sunset_date","mc_code_chapter","mc_code_section","lmc_chapter_no","status","yeas","nays","abstain","absent","final_vote","executive_action","lead_analyst","veto_override_date","veto_override_vote","disapprove_date","voted_to_disapprove_vote","withdrawn_date"
"19-18E","Technical Corrections","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2572_1_259_Bill_19-18E_Signed_20180701.pdf","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Rice, Riemer",,"2018-05-15T00:00:00.000",,"2018-06-19T00:00:00.000","2018-06-19T00:00:00.000","2018-07-01T00:00:00.000",,,"Amending Ch. 26; Ch.51A","Section 26-2:Sections 51-1 and 51-10","Ch. 14. LMC 2018","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/2/18","Amanda Mihill",,,,,
"43-16E","Retirement - Membership Groups - Group J - Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1049_1_923_Bill_43-16E_Signed_20161221.pdf","Council President at the Request of the County Executive",,"2016-10-18T00:00:00.000",,"2016-11-15T00:00:00.000","2016-12-13T00:00:00.000","2016-12-21T00:00:00.000",,,"Amending 33","33-37, 33-38, 33-39, 33-42 and 33-43","Ch. 42, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/21/2016","Robert Drummer",,,,,
"16-10E","Personnel - Retirement - Imputed Compensation Limit","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?725_1_3567_Bill_16-10E_Signed_20100701.pdf","Andrews",,"2010-04-06T00:00:00.000","2011-10-06T00:00:00.000","2010-04-27T00:00:00.000","2010-05-18T00:00:00.000","2010-07-01T00:00:00.000",,,"33","33-35","Ch. 17, LMC 2010","Enacted","Navarro, Knapp, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal, Trachtenberg",,,,"9 Yeas - 0 Nays","Approved 05/29/2010","Robert Drummer",,,,,
"25-15","Economic Development - Reorganization - Montgomery County Economic Development Corporation","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?975_1_1508_Bill_25-15_Signed_20151006.pdf","Council President at the Request of the County Executive",,"2015-05-21T00:00:00.000",,"2015-06-09T00:00:00.000","2015-06-30T00:00:00.000","2015-10-06T00:00:00.000",,,"Amending 1A, 2, 2B, 20, 27, 30B, 40, 44; Adding 2B","1A-201 and 1A-203, 2-27 and 2-64L, 2B-1, 2B-3, 2B-7, 2B-10, 2B-14, 2B-17, 2B-19, 2B-20, and 2B-21, 20-76, 20-76B, 20-76C, and 20-76D, 27-26B, 30B-1, 30B-2, 30B-3, 30B-4, 30B-5, 30B-6, and 30B-7, 40-12B, 44-47; 2B-1A","Ch. 36, LMC 2015","Enacted","Berliner, Floreen, Hucker, Leventhal, Navarro, Rice, Riemer",,,"Elrich, Katz","7 Yeas - 0 Nays","Approved 7/7/2015","Robert Drummer",,,,,
"4-15E","Criminal Justice Coordinating Commission - Membership - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?952_1_1709_Bill_4-15E_Signed_20150313.pdf","Leventhal",,"2015-01-20T00:00:00.000",,"2015-02-10T00:00:00.000","2015-03-03T00:00:00.000","2015-03-13T00:00:00.000",,,"2","2-60","Ch. 12, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/13/2015","Amanda Mihill",,,,,
"9-17","Fuel-Energy Tax - Exemptions - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1435_1_801_Bill_9-17_Signed_20170526.pdf","Leventhal","Berliner, Elrich, Hucker, Katz, Rice, Riemer, Navarro","2017-04-04T00:00:00.000",,"2017-04-25T00:00:00.000","2017-05-16T00:00:00.000","2017-07-01T00:00:00.000",,,"52","52-14","Ch. 15, LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 5/25/2017","Robert Drummer",,,,,
"10-12","Community Action Board - Membership","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?821_1_2835_Bill_10-12_Signed_20120726.pdf","Council President at the Request of the County Executive",,"2012-03-06T00:00:00.000","2013-09-06T00:00:00.000","2012-03-27T00:00:00.000","2012-04-17T00:00:00.000","2012-07-26T00:00:00.000",,,"27","27-41","Ch. 7, LMC 2012","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice",,,"Riemer","8 Yeas - 0 Nays","Approved 04/26/2012","Amanda Mihill",,,,,
"36-20E","Forest Conservation - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2675_1_14229_Bill_36-20E_Signed_20210212.pdf","Council President at the request of the Planning Board",,"2020-07-29T00:00:00.000",,"2020-09-22T00:00:00.000","2021-02-02T00:00:00.000","2021-02-12T00:00:00.000",,,,,"Ch. 1. LMC 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 2/12/2021",,,,,,
"16-18E","Taxation - Transportation Mitigation Payment - Credit","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2568_1_280_Bill_16-18E_Signed_20180723.pdf","Floreen","Katz, Rice, Navarro","2018-05-01T00:00:00.000",,"2018-06-12T00:00:00.000","2018-07-17T00:00:00.000","2018-07-23T00:00:00.000",,,"Amending Ch. 36 of LMC 2016","Section 2","Ch. 18. LMC 2018","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Rice, Riemer",,,"Navarro","8 Yeas - 0 Nays",,"Robert Drummer",,,,,
"6-22","Recreation � Montgomery County Sports Advisory Committee � Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2747_1_22419_Bill_6-22_Signed_20220628.pdf","Albornoz","Friedson, Katz, Jawando, Riemer, Hucker, Navarro, Glass","2022-03-15T00:00:00.000",,"2022-04-05T00:00:00.000",,"2022-10-25T00:00:00.000",,,,,"Ch. 23, 2022","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/26/2022",,,,,,
"39-12","Technical Corrections","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?849_1_2606_Bill_39-12_Signed_20130514.pdf","County Council",,"2012-12-04T00:00:00.000","2014-06-04T00:00:00.000","2013-01-22T00:00:00.000","2013-02-05T00:00:00.000","2013-05-14T00:00:00.000",,,"1; 1A; 2; 19; 19A; 20; 22; 22A; 24A; 29; 33; 42; 44; 49; 51; 52; 1992 LMC, 4; 2011 LMC 1","1-18 & 1-203; 1A-101, 1A-102, 1A-105, 1A-108, 1A-109, 1A-204; 2-42A, 2-76, 2-128, and 2-140; 19A-17 & 19A-32; 20-32; 22-3 & 22-37; 22A-3; 24A-9; 29-47; 33-37, 33-42, 33-42A, 33-59, 33-120, & 33-128; 42-28; 44-3; 49-33; 51-1 & 51-16A; 52-11A, 52-18Q, 52-21, & 52-53; Sec 3; Sec 2","Ch. 4, LMC 2013","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 2/12/2013","Amanda Mihill",,,,,
"5-12","Administration - Small Business Navigator - Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?816_1_2889_Bill_5-12_Signed_20120822.pdf","Berliner",,"2012-02-07T00:00:00.000","2013-08-07T00:00:00.000","2012-02-28T00:00:00.000","2012-05-15T00:00:00.000","2012-08-22T00:00:00.000",,,"2","2-25B","Ch. 13, LMC 2012","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 05/23/12","Robert Drummer",,,,,
"3-18E","Technical Corrections","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1495_1_437_Bill_3-18E_Signed_20180312.pdf","County Council",,"2018-02-06T00:00:00.000",,"2018-02-27T00:00:00.000","2018-03-06T00:00:00.000","2018-03-12T00:00:00.000",,,"Amending Ch. 1A; 2; 11B; 16; 19A; 25A; 29; 30B; 44; 52; 60","Sections; 1A-101, 1A-102, 1A-105, 1A-106, 1A-109, and 1A-204; 2-7 and 2-123A; 11B-33A and 11B-72; 16-18, 16-20, and 16-26; 19A-17 and 19A-32; 25A-3; 29-19, 29-20, and 29-53; 30B-7;  33-4, 33-37, 33-42, 33-42A, 33-44, 33-59, and 33-74; 44-3; 52-55; 60-1 and 60-16","Ch. 3, LMC 2018","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/12/18","Amanda Mihill",,,,,
"26-12","Swimming Pools - Defibrillators","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?836_1_2726_Bill_26-12_Signed_20131113.pdf","Leventhal, Riemer, Rice, Navarro, Andrews, Elrich, Floreen",,"2012-09-11T00:00:00.000","2012-03-11T00:00:00.000","2012-10-16T00:00:00.000","2012-11-13T00:00:00.000","2013-11-13T00:00:00.000",,,"51","Amending 51-1; and adding 51-16A","Ch. 23, LMC 12","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/26/2012","Amanda Mihill",,,,,
"11-12E","County Property - Disposition","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?822_1_2829_Bill_11-12E_Signed_20120515.pdf","Leventhal, Elrich, Berliner, Andrews, Riemer, Navarro",,"2012-03-13T00:00:00.000","2013-09-13T00:00:00.000","2012-03-20T00:00:00.000","2012-05-01T00:00:00.000","2012-05-15T00:00:00.000",,,"11B","11B-45","Ch. 12, LMC 2012","Enacted","Andrews, Berliner, Elrich, Leventhal, Navarro, Riemer","Ervin, Rice, Floreen",,,"6 Yeas - 3 Nays","Vetoed 5/14/2012; Reenacted 5/15/2012 (6y;","Michael Faden","2012-05-15T00:00:00.000","6-3",,,
"53-14E","Taxicabs - Licenses - Vehicle Requirements - Driver Identification Cards","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?938_1_1874_Bill_53-14E_Signed_20150731.pdf","Floreen, Berliner, Riemer, Rice, Navarro",,"2014-10-28T00:00:00.000",,"2014-12-02T00:00:00.000","2015-07-21T00:00:00.000","2015-07-31T00:00:00.000",,,"53","By amending Sections 53-201, 53-228, 53-229, 53-231,53-232,53-233,53-235,53-306,53-307 and 53-308. By adding Section 53-204A.","Ch. 39, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/31/2015","Josh Hamlin",,,,,
"33-13E","Streets and Roads - Urban Road Standards and Pedestrian Safety Improvements","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?884_1_2326_Bill_33-13E_Signed_20141203.pdf","Berliner, Riemer",,"2013-12-10T00:00:00.000",,"2014-01-23T00:00:00.000","2014-11-25T00:00:00.000","2014-12-03T00:00:00.000",,,"49","49-4, 49-29, 49-32, and 49-33","Ch. 37, LMC 2014","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/3/2014","Michael Faden",,,,,
"55-10E","Taxation - Transportation Impact Tax - Credits - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?764_1_3276_Bill_55-10E_Signed_20101206.pdf","Knapp","Elrich","2010-10-26T00:00:00.000","2012-04-26T00:00:00.000","2010-11-23T00:00:00.000","2010-11-23T00:00:00.000","2010-12-06T00:00:00.000",,"2015-11-01T00:00:00.000","52, Taxation","52-55","Ch. 50, LMC 2010","Enacted","Navarro, Knapp, Andrews, Berliner, Elrich, Ervin, Leventhal","Floreen",,"Trachtenberg","7 Yeas - 1 Nays","Approved 12/6/2010","Michael Faden",,,,,
"51-14","Discriminatory Employment Practices - Retaliation for Wage Disclosure - Prohibited","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?936_1_1903_Bill_51-14_Signed_20150513.pdf","Leventhal, Navarro, Elrich, Riemer, Berliner, Hucker",,"2014-10-28T00:00:00.000",,"2014-12-02T00:00:00.000","2015-02-03T00:00:00.000","2015-05-13T00:00:00.000",,,"27","27-19","Ch. 3, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 2/11/2015","Robert Drummer",,,,,
"9-12","Commission on Juvenile Justice - Membership","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?820_1_2845_Bill_9-12_Signed_20120809.pdf","Council President at the Request of the County Executive",,"2012-03-06T00:00:00.000","2013-09-06T00:00:00.000","2012-03-27T00:00:00.000","2012-05-01T00:00:00.000","2012-08-09T00:00:00.000",,,"12","12-36","Ch. 9, LMC 2012","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 05/10/2012","Amanda Mihill",,,,,
"26-18","Landlord-Tenant Relations - Accessory Apartment Licensing","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2579_1_212_Bill_26-18_Signed_20181018.pdf","Floreen, Leventhal, Riemer",,"2018-07-17T00:00:00.000",,"2018-09-11T00:00:00.000","2018-10-09T00:00:00.000","2019-01-15T00:00:00.000",,,"Amending Ch 2;Ch 29","Section 2-140; Sections 29-19 and 29-26","Ch. 28. LMC 2018","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/16/18","Jeffrey Zyontz",,,,,
"33-19","Police - Community Policing","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2631_1_10508_Bill_33-19_Signed_20200615.pdf","Navarro, Rice","Hucker, Albornoz, Jawando, Friedson, Glass, Katz, Riemer","2019-10-15T00:00:00.000",,"2020-01-21T00:00:00.000","2020-03-10T00:00:00.000","2020-06-15T00:00:00.000",,,"Amending Ch. 35","Section 35-6","Ch. 7. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/16/2020","Amanda Mihill",,,,,
"22-12","Local Small Business Reserve Program - Sunset Repeal","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?832_1_2761_Bill_22-12_Signed_20130123.pdf","Council President at the Request of the County Executive",,"2012-07-24T00:00:00.000","2013-07-24T00:00:00.000","2012-09-18T00:00:00.000","2012-10-16T00:00:00.000","2013-01-23T00:00:00.000",,,"Amends 2009 Laws of MC Chapter 9",,"Ch. 20, LMC 2012","Enacted","Andrews,  Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,"Berliner","8 Yeas - 0 Nays","Approved 10/24/2012","Amanda Mihill",,,,,
"17-13E","Special Capital Improvements Project - Dennis Avenue Health Center,","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?868_1_2454_Bill_17-13E_Signed_20130708.pdf","Council President at the Request of the County Executive",,"2013-06-11T00:00:00.000",,"2013-06-25T00:00:00.000","2013-06-25T00:00:00.000","2013-07-08T00:00:00.000",,,"Adding to the LMC 2013",,"Ch. 17, LMC 2013","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/08/2013","Glenn Orlin",,,,,
"48-15E","Contracts and Procurement - Minority Owned Businesses - Sunset Date - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?996_1_1344_Bill_48-15E_Signed_20151202.pdf","Government Operations and Fiscal Policy Committee",,"2015-11-17T00:00:00.000",,"2015-12-01T00:00:00.000","2015-12-08T00:00:00.000","2015-12-02T00:00:00.000",,"2016-12-31T00:00:00.000","Amending 11B","11B-64","Ch. 55, LMC 2015","Enacted","Berliner, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer","Elrich",,,"8 Yeas - 1 Nays","Approved 12/7/2015","Robert Drummer",,,,,
"22-14","Property Tax - Rent Reduction Tax Credit","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?907_1_2134_Bill_22-14_Signed_20150701.pdf","Leventhal, Berliner, Elrich, Floreen, Navarro",,"2014-04-22T00:00:00.000",,"2014-07-08T00:00:00.000","2014-10-28T00:00:00.000","2015-07-01T00:00:00.000",,"2018-06-30T00:00:00.000","52","52-18T","Ch. 35, LMC 2014","Enacted","Andrews, Berliner, Branson, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/10/2014","Josh Hamlin",,,,,
"38-19","Streets and Roads - Permit to Obstruct Public Rights-of-Way - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2636_1_10546_Bill_38-19_Signed_20200327.pdf","Friedson","Glass, Jawando, Riemer, Albornoz, Hucker, Rice, Katz","2019-12-03T00:00:00.000",,"2020-01-14T00:00:00.000","2020-03-24T00:00:00.000","2020-06-26T00:00:00.000",,,"Amending Ch. 49","Amending Section 49-11","Ch. 8. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/27/2020",,,,,,
"28-10","Economic Development - Business Development Corporation - Establishment","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?737_1_3493_Bill_28-10_Signed_20100729.pdf","Floreen","Trachtenberg, Ervin, Navarro, Knapp, Leventhal, Berliner","2010-04-27T00:00:00.000","2011-10-27T00:00:00.000","2010-05-18T00:00:00.000","2010-07-20T00:00:00.000","2010-07-29T00:00:00.000",,,"Adding 30B",,"Ch. 37, LMC 2010","Enacted","Knapp, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal, Trachtenberg",,,"Navarro","8 Yeas - 0 Nays","Approved 07/29/2010","Michael Faden",,,,,
"9-10E","Personnel - Retirement Incentive Program","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?718_1_3637_Bill_9-10E_Signed_20100505.pdf","Council President at the Request of the County Executive",,"2010-03-23T00:00:00.000","2011-09-23T00:00:00.000","2010-04-13T00:00:00.000","2010-04-27T00:00:00.000","2010-05-05T00:00:00.000",,,"Amending 33;  Adding 33","33-40, 33-42, 33-44; 33-42A","Ch. 13, LMC 2010","Enacted","Navarro, Knapp, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal, Trachtenberg",,,,"9 Yeas - 0 Nays","Approved 05/05/2010","Robert Drummer",,,,,
"27-17","Human Rights and Civil Liberties - Human Trafficking Prevention Committee - Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1453_1_619_Bill_27-17_Signed_20171024.pdf","Council President for County Executive",,"2017-07-25T00:00:00.000",,"2017-09-19T00:00:00.000","2017-10-10T00:00:00.000","2018-01-18T00:00:00.000",,,"Amending 27","Article VIII, Section 27-62","Ch. 28. LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/19/17","Robert Drummer",,,,,
"16-19E","Special Capital Improvements Project - Gude Landfill  Remediation","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2612_1_11015_Bill_16-19E_Signed_20201029.pdf","Council President at the Request of the County Executive",,"2019-06-18T00:00:00.000",,"2020-10-20T00:00:00.000","2020-10-20T00:00:00.000","2020-10-29T00:00:00.000",,,"Adding to LMC's 2019",,"Ch. 33. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/29/2020","Glenn Orlin",,,,,
"41-17","Economic Development Fund - Small Business Innovation Research and Small Business Technology Transfer Matching Grant Program - Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1467_1_490_Bill_41-17_Signed_20180403.pdf","Leventhal","Riemer, Rice, Elrich, Berliner, Katz, Navarro, Hucker, Floreen","2017-12-12T00:00:00.000",,"2018-01-16T00:00:00.000","2018-03-20T00:00:00.000","2018-07-02T00:00:00.000",,"2025-07-01T00:00:00.000","Adding 20","Section 20-76E","Ch. 4, LMC 2018","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/2/18","Robert Drummer",,,,,
"23-10","Special Capital Improvements Project - 3rd District Police Station","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?732_1_3519_Bill_23-10_Signed_20100920.pdf","Council President at the Request of the County Executive",,"2010-04-20T00:00:00.000","2011-10-20T00:00:00.000","2010-06-15T00:00:00.000","2010-06-15T00:00:00.000","2010-09-20T00:00:00.000",,,"Adding to LMC 2010",,"Ch. 26, LMC 2010","Enacted","Navarro, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal",,,"Knapp, Trachtenberg","7 Yeas - 0 Nays","Approved 06/21/2010","Glenn Orlin",,,,,
"24-13","Streets and Roads - Authorization of Construction - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?875_1_2396_Bill_24-13_Signed_20140115.pdf","Berliner, Floreen, Riemer",,"2013-07-30T00:00:00.000",,"2013-09-10T00:00:00.000","2013-10-08T00:00:00.000","2014-01-15T00:00:00.000",,,"49","49-52, 49-53, and 49-54","Ch. 27, LMC 2013","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/16/2013","Robert Drummer",,,,,
"24-21E","Bond Authorization - Stormwater management","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2715_1_16621_Bill_24-21E_Signed_20210720.pdf","Council President at the Request of the County Executive",,"2021-06-29T00:00:00.000",,"2021-07-13T00:00:00.000","2021-07-13T00:00:00.000","2021-07-20T00:00:00.000",,,,,"Ch. 21, 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/20/2021",,,,,,
"2-16","Transient Housing - Licensing and Registration","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1003_1_1281_Bill_2-16_Signed_20171024.pdf","Riemer","Rice","2016-02-02T00:00:00.000",,"2017-09-12T00:00:00.000","2017-10-10T00:00:00.000","2018-07-01T00:00:00.000",,,"Amending 54; Adding 54","54-1, 54-2, 54-3, 54-4, 54-5, 54-6, 54-7, 54-8, 54-9, 54-10, 54-11, 54-12, 54-13, 54-14, 54-15, 54-16, 54-17, 54-18, 54-19, 54-20, 54-21, 54-22, 54-23, 54-24, 54-25, 54-26, 54-27, 54-28, 54-29, 54-30, 54-31, 54-32, 54-33, 54-34, 54-35, 54-36, 54-37, 54-38, 54-39, 54-40, and 54-41; 54-22A, 54-42, 54-43, 54-44, 54-45, 54-46, 54-47, and 54-48","Ch. 27. LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/19/17","Jeffrey Zyontz",,,,,
"25-20","Rental Assistance - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2664_1_10867_Bill_25-20_Signed_20200807.pdf","Council President at the Request of the County Executive",,"2020-06-16T00:00:00.000",,"2020-07-07T00:00:00.000","2020-07-29T00:00:00.000","2020-11-06T00:00:00.000",,,,,"Ch. 23. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/7/20",,,,,,
"8-14","Buildings - County Buildings - Clean Energy Renewable Technology","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?893_1_2256_Bill_8-14_Signed_20140916.pdf","Berliner, Floreen, Riemer, Elrich, Andrews, Navarro",,"2014-01-28T00:00:00.000",,"2014-02-11T00:00:00.000","2014-06-10T00:00:00.000","2014-09-16T00:00:00.000",,,"8, Article VIII","8-54, 8-55, 8-56, 8-57, 8-58","Ch. 16, LMC 2014","Enacted","Andrews, Berliner, Branson, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 6/17/2014","Amanda Mihill",,,,,
"13-19","County Property - Disposition - Reuse Analysis","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2609_1_30_Bill_13-19_Signed_20190812.pdf","Albornoz","Rice, Jawando, Friedson, Navarro, Katz, Riemer, Hucker, Glass","2019-05-07T00:00:00.000",,"2019-06-18T00:00:00.000","2019-07-30T00:00:00.000","2019-11-05T00:00:00.000",,,"Amending Ch. 11B","Amending Section 11B-45","Ch. 15. LMC 2019","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/6/19","Amanda Mihill",,,,,
"24-12","Board of Investment Trustees - Consolidated Retiree Health Trust Board of Trustees - Delegation - Attendance","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?834_1_2743_Bill_24-12_Signed_20130123.pdf","Council President at the Request of the County Executive",,"2012-07-31T00:00:00.000","2014-01-31T00:00:00.000","2012-09-18T00:00:00.000","2012-10-16T00:00:00.000","2013-01-23T00:00:00.000",,,"33","33-59, 33-60, 33-125, 33-145, and 33-160","Ch. 21, LMC 2012","Enacted","Andrews,  Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,"Berliner","8 Yeas - 0 Nays","Approved 10/24/12","Robert Drummer",,,,,
"3-16","Administration - Boards, Committees, and Commissions - General Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1004_1_1265_Bill_3-16_Signed_20160720.pdf","Government Operations and Fiscal Policy Committee",,"2016-03-01T00:00:00.000",,"2016-03-22T00:00:00.000","2016-04-12T00:00:00.000","2016-07-20T00:00:00.000",,,"Amending 2","2-142, 2-146, and 2-147","Ch. 11, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/20/2016","Robert Drummer",,,,,
"10-14","Buildings - Solar Permits - Expedited Review","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?895_1_2236_Bill_10-14_Signed_20140731.pdf","Berliner, Floreen, Riemer, Leventhal, Rice, Elrich, Andrews, Navarro",,"2014-01-28T00:00:00.000",,"2014-02-11T00:00:00.000","2014-04-22T00:00:00.000","2014-07-31T00:00:00.000",,,"8","8-24C","Ch. 10, LMC 2014","Enacted","Andrews, Berliner, Branson, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 5/01/2014","Amanda Mihill",,,,,
