"fire_station","fire_station_number","nature_of_911_call","monthly_total","year","month","month_num","station_address"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","2","2019","SEPTEMBER","9","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","1","2018","APRIL","4","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","2","2018","MAY","5","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","1","2019","JULY","7","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","3","2018","JUNE","6","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","1","2018","NOVEMBER","11","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","4","2017","OCTOBER","10","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","2","2018","JANUARY","1","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","3","2018","JULY","7","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","4","2019","JANUARY","1","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","1","2018","MARCH","3","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","2","2019","AUGUST","8","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","1","2018","DECEMBER","12","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","4","2019","APRIL","4","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","1","2019","DECEMBER","12","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","1","2017","DECEMBER","12","7201 Carroll Ave Takoma Park, MD 20912"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","3","2018","FEBRUARY","2","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","4","2018","JULY","7","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","6","2018","APRIL","4","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","2","2018","DECEMBER","12","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","3","2019","NOVEMBER","11","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","2","2018","MARCH","3","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","1","2019","JANUARY","1","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","8","2018","SEPTEMBER","9","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","5","2019","JULY","7","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","3","2019","MAY","5","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","1","2019","JUNE","6","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","2","2019","DECEMBER","12","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","4","2018","OCTOBER","10","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","1","2017","OCTOBER","10","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","4","2019","MARCH","3","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","1","2018","AUGUST","8","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","4","2018","MAY","5","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","4","2019","SEPTEMBER","9","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","2","2019","APRIL","4","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","6","2017","DECEMBER","12","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","3","2018","JUNE","6","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","2","2019","OCTOBER","10","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","3","2019","AUGUST","8","7272 Muncaster Mill Rd Derwood, MD 20855"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 28)","28","OVERDOSE","2","2018","JANUARY","1","7272 Muncaster Mill Rd Derwood, MD 20855"
"Chevy Chase Fire Department (Station 7)","07","OVERDOSE","1","2019","MAY","5","8001  Connecticut Ave Chevy Chase, MD 20815"
"Chevy Chase Fire Department (Station 7)","07","OVERDOSE","2","2018","MAY","5","8001  Connecticut Ave Chevy Chase, MD 20815"
"Chevy Chase Fire Department (Station 7)","07","OVERDOSE","2","2017","DECEMBER","12","8001  Connecticut Ave Chevy Chase, MD 20815"
"Chevy Chase Fire Department (Station 7)","07","OVERDOSE","1","2018","JULY","7","8001  Connecticut Ave Chevy Chase, MD 20815"
"Chevy Chase Fire Department (Station 7)","07","OVERDOSE","3","2018","JANUARY","1","8001  Connecticut Ave Chevy Chase, MD 20815"
"Chevy Chase Fire Department (Station 7)","07","OVERDOSE","1","2019","APRIL","4","8001  Connecticut Ave Chevy Chase, MD 20815"
"Chevy Chase Fire Department (Station 7)","07","OVERDOSE","2","2019","JULY","7","8001  Connecticut Ave Chevy Chase, MD 20815"
"Chevy Chase Fire Department (Station 7)","07","OVERDOSE","1","2018","APRIL","4","8001  Connecticut Ave Chevy Chase, MD 20815"
"Chevy Chase Fire Department (Station 7)","07","OVERDOSE","3","2018","JUNE","6","8001  Connecticut Ave Chevy Chase, MD 20815"
"Chevy Chase Fire Department (Station 7)","07","OVERDOSE","1","2019","SEPTEMBER","9","8001  Connecticut Ave Chevy Chase, MD 20815"
"Chevy Chase Fire Department (Station 7)","07","OVERDOSE","1","2018","NOVEMBER","11","8001  Connecticut Ave Chevy Chase, MD 20815"
"Chevy Chase Fire Department (Station 7)","07","OVERDOSE","2","2018","FEBRUARY","2","8001  Connecticut Ave Chevy Chase, MD 20815"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","4","2018","JANUARY","1","8001 River Rd Bethesda, MD 20817"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","1","2018","MAY","5","8001 River Rd Bethesda, MD 20817"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","2","2018","SEPTEMBER","9","8001 River Rd Bethesda, MD 20817"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","1","2017","NOVEMBER","11","8001 River Rd Bethesda, MD 20817"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","2","2018","AUGUST","8","8001 River Rd Bethesda, MD 20817"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","4","2019","JULY","7","8001 River Rd Bethesda, MD 20817"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","1","2019","JUNE","6","8001 River Rd Bethesda, MD 20817"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","2","2018","MARCH","3","8001 River Rd Bethesda, MD 20817"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","2","2018","JUNE","6","8001 River Rd Bethesda, MD 20817"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","1","2019","MARCH","3","8001 River Rd Bethesda, MD 20817"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","1","2019","AUGUST","8","8001 River Rd Bethesda, MD 20817"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","1","2019","FEBRUARY","2","8001 River Rd Bethesda, MD 20817"
"Cabin John Park Volunteer Fire Department (Station 10)","10","OVERDOSE","3","2017","DECEMBER","12","8001 River Rd Bethesda, MD 20817"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","20","2019","APRIL","4","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","18","2018","APRIL","4","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","6","2018","JUNE","6","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","20","2019","AUGUST","8","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","10","2018","MARCH","3","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","17","2019","JULY","7","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","14","2018","JULY","7","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","11","2018","AUGUST","8","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","10","2019","JUNE","6","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","10","2018","FEBRUARY","2","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","9","2018","SEPTEMBER","9","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","17","2019","MAY","5","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","11","2018","JANUARY","1","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","17","2019","SEPTEMBER","9","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","12","2017","DECEMBER","12","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","13","2017","NOVEMBER","11","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","10","2019","OCTOBER","10","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","19","2019","MARCH","3","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","5","2017","OCTOBER","10","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","20","2019","FEBRUARY","2","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","10","2018","OCTOBER","10","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","17","2019","NOVEMBER","11","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","6","2019","JANUARY","1","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","14","2018","DECEMBER","12","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","9","2018","NOVEMBER","11","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","16","2019","DECEMBER","12","801 Russell Ave Gaithersburg, MD 20879"
"Gaithersburg-Washington Grove Volunteer Fire Department (Station 8)","08","OVERDOSE","12","2018","MAY","5","801 Russell Ave Gaithersburg, MD 20879"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","8","2019","JUNE","6","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","5","2019","DECEMBER","12","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","13","2018","DECEMBER","12","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","6","2019","JANUARY","1","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","16","2019","APRIL","4","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","12","2019","OCTOBER","10","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","3","2018","MARCH","3","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","5","2019","FEBRUARY","2","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","3","2017","DECEMBER","12","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","10","2019","JULY","7","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","6","2018","JULY","7","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","3","2018","JANUARY","1","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","3","2018","MAY","5","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","3","2018","AUGUST","8","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","4","2018","OCTOBER","10","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","1","2017","OCTOBER","10","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","4","2018","APRIL","4","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","6","2018","NOVEMBER","11","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","2","2018","SEPTEMBER","9","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","2","2019","NOVEMBER","11","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","2","2018","JUNE","6","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","5","2018","FEBRUARY","2","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","5","2019","SEPTEMBER","9","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","23","2019","AUGUST","8","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","10","2019","MAY","5","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","6","2019","MARCH","3","8110 Georgia Ave Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 1)","01","OVERDOSE","3","2017","NOVEMBER","11","8110 Georgia Ave Silver Spring, MD 20910"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","2","2018","DECEMBER","12","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","3","2018","SEPTEMBER","9","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","2","2019","MAY","5","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","1","2019","OCTOBER","10","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","1","2019","APRIL","4","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","1","2017","NOVEMBER","11","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","2","2018","JANUARY","1","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","4","2017","OCTOBER","10","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","2","2018","FEBRUARY","2","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","3","2019","DECEMBER","12","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","4","2018","APRIL","4","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","3","2019","MARCH","3","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","1","2019","JUNE","6","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","1","2018","AUGUST","8","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","2","2018","OCTOBER","10","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","2","2019","JANUARY","1","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","1","2018","MARCH","3","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","1","2018","MAY","5","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","2","2019","JULY","7","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","2","2018","JULY","7","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","3","2018","NOVEMBER","11","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","1","2017","SEPTEMBER","9","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","1","2017","DECEMBER","12","9041 Old Georgetown Rd Bethesda, MD 20814"
"Bethesda Fire Department (Station 20)","20","OVERDOSE","3","2019","SEPTEMBER","9","9041 Old Georgetown Rd Bethesda, MD 20814"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","1","2019","JANUARY","1","9404 Falls Rd Potomac, MD 20854"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","1","2019","NOVEMBER","11","9404 Falls Rd Potomac, MD 20854"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","1","2019","MARCH","3","9404 Falls Rd Potomac, MD 20854"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","2","2018","AUGUST","8","9404 Falls Rd Potomac, MD 20854"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","1","2017","NOVEMBER","11","9404 Falls Rd Potomac, MD 20854"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","2","2019","DECEMBER","12","9404 Falls Rd Potomac, MD 20854"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","1","2019","JUNE","6","9404 Falls Rd Potomac, MD 20854"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","2","2018","MAY","5","9404 Falls Rd Potomac, MD 20854"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","1","2019","APRIL","4","9404 Falls Rd Potomac, MD 20854"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","1","2019","SEPTEMBER","9","9404 Falls Rd Potomac, MD 20854"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","2","2018","OCTOBER","10","9404 Falls Rd Potomac, MD 20854"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","2","2018","MARCH","3","9404 Falls Rd Potomac, MD 20854"
"Cabin John Park Volunteer Fire Department (Station 30)","30","OVERDOSE","1","2018","FEBRUARY","2","9404 Falls Rd Potomac, MD 20854"
"Travilah Fire Department","32","OVERDOSE","4","2017","NOVEMBER","11","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","9","2018","MAY","5","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","4","2018","DECEMBER","12","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","7","2019","JULY","7","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","5","2019","JUNE","6","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","4","2019","AUGUST","8","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","4","2018","OCTOBER","10","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","3","2018","SEPTEMBER","9","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","5","2019","DECEMBER","12","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","6","2018","FEBRUARY","2","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","9","2019","MAY","5","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","4","2018","JANUARY","1","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","4","2018","NOVEMBER","11","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","3","2017","OCTOBER","10","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","5","2018","APRIL","4","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","8","2019","FEBRUARY","2","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","6","2019","JANUARY","1","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","6","2018","JUNE","6","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","6","2019","OCTOBER","10","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","6","2018","JULY","7","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","5","2018","AUGUST","8","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","6","2019","MARCH","3","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","3","2019","SEPTEMBER","9","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","5","2019","APRIL","4","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","5","2018","MARCH","3","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","10","2017","DECEMBER","12","9615 DARNESTOWN ROAD, MD 20850"
"Travilah Fire Department","32","OVERDOSE","5","2019","NOVEMBER","11","9615 DARNESTOWN ROAD, MD 20850"
