"caseno","opendate","closedate","casedesc","caseyear","type","sub_type","street_no","street_name","city","zip","geolocation"
"20201965","2020-06-01T00:00:00.000","2020-06-08T00:00:00.000","Case Description From 311: Construction materials, bath tub liner and faucet","2020","Solid Waste","Public Land",,"Fulks Farm","MONTGOMERY VILLAGE","20886",
"20201947","2020-05-29T00:00:00.000","2020-06-02T00:00:00.000","Case Description From 311: SR Open date :05/28/2020 18:3: Caller reports illegal dumping along the road of 1800 Featherwood St and 1700 Featherwood St, 1 brown couch, 1 screen door, 1 chair, 1 tv.","2020","Solid Waste","Public Land","1800","FEATHERWOOD","SILVER SPRING","20904","POINT (-76.973515 39.058929)"
"20201964","2020-06-01T00:00:00.000","2020-06-02T00:00:00.000","Illegally dumped furniture at intersection Briardale rd @ Shady Grove Rd","2020","Solid Waste","Cleanup",,"Briardale","DERWOOD","20855",
"20201812","2020-05-15T00:00:00.000","2020-06-01T00:00:00.000","Case Description From 311: Witnessed woman cross Pickering Drive from Thunderhead Way on foot and dump a large box next to a dumpster on Esprit, a condominium property. I told her not to as it's private property and was told to ""mind my business"". A second woman who accompanied the first then dumped loose trash into the box. Both then left Esprit property.  Per the label, the dumper is Ronequa Martin of  20208 Thunderhead Way, Germantown, MD.  Photos of the box and the owner's address label are available.","2020","Solid Waste","Dumpster","11","PICKERING","GERMANTOWN","20874","POINT (-77.271213 39.189992)"
"20201213","2020-02-18T00:00:00.000","2020-06-01T00:00:00.000","Case Description From 311: Anonymous Requester
Caller is reporting illegal dumping at the intersection of Winding Waye Ln & Old Randolph Rd, caller is stating that there are 40 logs along the side of the road and would like the items collected","2020","Solid Waste","Public Land",,"Old Randolph","SILVER SPRING","20902",
"20201901","2020-05-21T00:00:00.000","2020-05-28T00:00:00.000","Case Description From 311: SR Open date :05/20/2020 15:5: Please send an inspector to inspect the wooded area behind 903 Malibu Drive Silver Spring.The owners of this house dump all kind of solid waste in the wooded area behind their house(glass , wood with nails, metal , etc)It is a mess
 .I am their neighbor so please do not give them my name","2020","Solid Waste","Public Land","903","Malibu","SILVER SPRING","20901","POINT (-76.991847 39.01118)"
"20201908","2020-05-22T00:00:00.000","2020-05-27T00:00:00.000","Case Description From 311: caller sofa sitting at corner of this intersection towards south","2020","Solid Waste","Public Land",,"Waring Station","GERMANTOWN","20874",
"20201913","2020-05-22T00:00:00.000","2020-05-27T00:00:00.000","Case Description From 311: SR Open date :05/22/2020 12:1: Caller reports the neighbor is cutting down trees in his private property and having the haulers dump the trees across service location: 12217 Brook Haven Dr.","2020","Solid Waste","Residential","12217","BROOK HAVEN","SILVER SPRING","20902","POINT (-77.016411 39.056869)"
"20201920","2020-05-22T00:00:00.000","2020-05-27T00:00:00.000","Case Description From 311: Anonymous customer files an illegal dumping complaint against the home owner. She has spoken with chief inspector, Jim Sackett and referred this complaint to DEP (Jim instructed her to do this). Home owner has dumped construction debris (concrete, woods, tires, chemicals, metal) on the private property and county easement. Previous SR: Previous SR: 1419254469. Thank you, customer will follow up with MC 311 next week.","2020","Solid Waste","Residential","1012","Downs","SILVER SPRING","20904","POINT (-76.989326 39.059495)"
"20201877","2020-05-18T00:00:00.000","2020-05-26T00:00:00.000","Case Description From 311: caller is reporting an illegal dumping of a mattress in front of this address in the middle of the sidewalk","2020","Solid Waste","Public Land","1029","RUATAN","SILVER SPRING","20903","POINT (-76.989902 38.998542)"
"20201862","2020-05-18T00:00:00.000","2020-05-22T00:00:00.000","Case Description From 311: Caller reports someone dump approx. a dozen trees on the ROW adjacent to service location: 9000 Fernwood Rd. has been there for approx. 6 days, now.","2020","Solid Waste","Public Land","9000","FERNWOOD","BETHESDA","20817","POINT (-77.135159 39.00238)"
"20201898","2020-05-20T00:00:00.000","2020-05-20T00:00:00.000","Case Description From 311: SR Open date :05/20/2020 08:1: Residents at 19102 continually deposit garbage next to the community mailboxes on Willow Spring Dr.  Trash is supposed to be left out Monday nights for Tuesday pickup and Thursday night for Friday pickup. I contacted the HOA Mr Charles Lasky 301-258-7711 suggested I file a complaint as they are also aware of the ongoing situation.  

Recycling and Yard Trim collection is Tuesday for this location.  Trash service is not provided by the County.  See related noise case 20201025.","2020","Solid Waste","Residential","19102","Willow Spring","GERMANTOWN","20874","POINT (-77.257646 39.168076)"
"20201869","2020-05-18T00:00:00.000","2020-05-19T00:00:00.000","Case Description From 311: caller is reporting an illegal dumping at this intersection on briardale road, there is house hold junk like kids toys, fishing poles, radio, and TV","2020","Solid Waste","Public Land",,"Shady Grove","Derwood","20855",
"20201875","2020-05-18T00:00:00.000","2020-05-19T00:00:00.000","Case Description From 311: SR Open date :05/18/2020 12:2: Calling Mill Creek Towne Swim Association states some drove into property, dumped 3 trailers of trash, construction debris, and logs. States no license plates, 1420491915 : Caller is calling to report illegal dumping on private property. Caller states that 2 trailers and piles of yard trim have been dumped on the private property of a community pool. Caller would like to speak with DEP about having the debris properly removed.","2020","Solid Waste","Commercial","7285","Mill Run","DERWOOD","20855","POINT (-77.149161 39.144898)"
"20201866","2020-05-18T00:00:00.000","2020-05-19T00:00:00.000","Case Description From 311: SR Open date :05/17/2020 17:3: I am on the Parkside at Germantown HOA Board with illegal dumping information from one of our residents.  Photos and a video are available if desired.  A box with address Byron Soto 12813 Kitchen House Way Germantown MD 20874
240-277-7228 (not a Parkside address) was found in one of our dumpsters and a pickup tag #3DT8289 was seen driving in was seen driving in, dumping, and driving out.","2020","Solid Waste","Residential","11401","STONEY POINT","GERMANTOWN","20876","POINT (-77.237059 39.184392)"
"20201774","2020-05-12T00:00:00.000","2020-05-18T00:00:00.000","Case Description From 311: Neighbors keep on dumping their trash in our dumpsters. A small bag is not an issue but 3 enormous black construction grade bags is unacceptable. I then have to pay  more when Waste Management charges me extra because there is more trash than what is on our contract. i have a video confirming the neighbor did it. Please contact me whenever possible.","2020","Solid Waste","Dumpster","7806","TILBURY","BETHESDA","20814","POINT (-77.093779 38.989219)"
"20201563","2020-04-08T00:00:00.000","2020-05-14T00:00:00.000","Case Description From 311: SR Open date :04/08/2020 11:4: When facing the address the items are to the right of location. Advised illegal dumping has caused household items, furniture and yard debris to pile up here.  Requests county investigate and remove.  She says she has called in a number of times over the past years for the same assistance","2020","Solid Waste","Public Land","18903","Perrone","GERMANTOWN","20874","POINT (-77.282454 39.167517)"
"20201779","2020-05-13T00:00:00.000","2020-05-14T00:00:00.000","Case Description From 311: TIRES AND RIMS were dumped at avoca lane off of oak hill rd, about 300 yards from intersection ; please call","2020","Solid Waste","Public Land",,"Avoca","SILVER SPRING","20905",
"20201763","2020-05-11T00:00:00.000","2020-05-12T00:00:00.000","Case Description From 311: SR Open date :05/11/2020 09:3: states someone dumped on his property, states found receipt from a rental pick up concrete blocks, sheet metal, Yard debris, would like investigated.","2020","Solid Waste","Farm Land","8200","ROCKY","GAITHERSBURG","20882","POINT (-77.168637 39.231486)"
"20201752","2020-05-08T00:00:00.000","2020-05-11T00:00:00.000","Case Description From 311: SR Open date :05/08/2020 10:4: lawnmower was dumped between 27 & 31 Baileys Ct., Silver Spring, and has been sitting there for a few weeks.","2020","Solid Waste","Residential","27","BAILEYS","SILVER SPRING","20906","POINT (-77.058486 39.108017)"
"20201755","2020-05-11T00:00:00.000","2020-05-11T00:00:00.000","Case Description From 311: SR Open date :05/10/2020 20:4: People dumped construction material and trash bags on the corner of our property and they keep doing it. We have a picture, but we were not able to add it. If you need it, please contact me and I will send it by email.","2020","Solid Waste","Residential","4522","SIGSBEE","SILVER SPRING","20906","POINT (-77.089163 39.054263)"
"20201753","2020-05-08T00:00:00.000","2020-05-11T00:00:00.000","Case Description From 311: SR Open date :05/08/2020 10:4: Caller reporting county club dumped pile of branches behind his address property line  Near entrance of address given, please collect","2020","Solid Waste","Commercial","17200","Cashell","ROCKVILLE","20853","POINT (-77.094454 39.137517)"
"20201720","2020-05-04T00:00:00.000","2020-05-09T00:00:00.000","Case Description From 311: SR Open date :05/04/2020 14:4: Stated that  the neighbors in the back are illegally dumping  onto the property-  stated large debris are being left . Stated this is a on going issue-   asking for help on what to do and how to handle this issue - Please call with advice- Anonymous- stated that there are photos and witnesses that can be provided","2020","Solid Waste","Residential","13211","Lutes","SILVER SPRING","20906","POINT (-77.052024 39.073431)"
"20201751","2020-05-08T00:00:00.000","2020-05-09T00:00:00.000","Case Description From 311: SR Open date :05/08/2020 09:5: 1 mattress dumped in front of her home. requesting removal","2020","Solid Waste","Residential","9518","TIPPETT","MONTGOMERY VILLAGE","20886","POINT (-77.196944 39.174979)"
"20201721","2020-05-05T00:00:00.000","2020-05-07T00:00:00.000","Case Description From 311: Anonymous complaint about dumping at 1012 Downs Dr, Silver Spring","2020","Solid Waste","Residential","1012","Downs","SILVER SPRING","20904","POINT (-76.989326 39.059495)"
"20201727","2020-05-05T00:00:00.000","2020-05-07T00:00:00.000","Case Description From 311: SR Open date :05/05/2020 12:0: Complaints that people keep dumping items on the common area by the sewers","2020","Solid Waste","Residential","10118","BLUE TEE","MONTGOMERY VILLAGE","20886","POINT (-77.209262 39.178271)"
"20201731","2020-05-05T00:00:00.000","2020-05-07T00:00:00.000","Case Description From 311: Anonymous Caller stated that someone illegally  dump a couch at service location below","2020","Solid Waste","Public Land","2600","Loma","SILVER SPRING","20902","POINT (-77.055048 39.022501)"
"20201714","2020-05-04T00:00:00.000","2020-05-04T00:00:00.000","Case Description From 311: Anonymous complaint.  17036 Barn Ridge Dr...homeowner there is  blowing grass out into street, onto Norbeck Rd, when they cut the grass. It has clogged storm drains on Norbeck Rd in the past, making a mess on the road, past several weeks, they were just recently cleared out again. Caller wishes to be completely anonymous. It is corner house that juts up against Norbeck Rd.  Caller claims that this resident cuts grass inside out, which causes grass debris to shoot onto the road, instead of outside in, which contains it. Caller asking that this be investigated, but declined to provide name or any contact information.","2020","Solid Waste","Public Land","17036","BARN RIDGE","SILVER SPRING","20906","POINT (-77.043773 39.120698)"
"20201703","2020-05-01T00:00:00.000","2020-05-04T00:00:00.000","Case Description From 311: SR Open date :04/30/2020 15:1: Juan Molina states that someone illegally dumped a mirror, 2 sofas, satellite antenna next to his property with address in SR. He is requesting for dumped items to be collected.  Preferred language is Spanish.","2020","Solid Waste","Residential","604","NORTHWEST","SILVER SPRING","20901","POINT (-76.99669 39.03676)"
"20201685","2020-04-27T00:00:00.000","2020-05-01T00:00:00.000","Case Description From 311: Caller states that one of her neighbors is putting tree debris and tree logs in the stream that is located behind her neighbor's property at service location. Caller states that the caller's neighbor is states the neighbor has logs on his back property but also has left the logs and debris in stream clogging the stream for the past two weeks. Gave SR # verbally.","2020","Solid Waste","Residential","14000","North Gate","SILVER SPRING","20906","POINT (-77.052191 39.085805)"
"20201652","2020-04-22T00:00:00.000","2020-05-01T00:00:00.000","Case Description From 311: SR Open date :04/21/2020 15:1: Caller would like to have yard debris that keeps being illegally dumped there collected from path beside address provided. Please remove. provided SR #","2020","Solid Waste","Residential","11207","BUCKWOOD","ROCKVILLE","20852","POINT (-77.137985 39.040486)"
"20201702","2020-05-01T00:00:00.000","2020-05-01T00:00:00.000","Case Description From 311: Caller is requesting a no dumping sign at the intersection of Highview Ave and Huggins Dr due to the increase of trash dumping","2020","Solid Waste","No Dumping Signage",,"Huggins","SILVER SPRING","20902",
"20201690","2020-04-29T00:00:00.000","2020-04-29T00:00:00.000","Case Description From 311: ***REMAIN COFIDENTIAL***
tables, chairs, toys, clothes, trash and more in front of this address for the last 2 days. Not sure if property is occupied or not.","2020","Solid Waste","Residential","1300","CRESTHAVEN","SILVER SPRING","20903","POINT (-76.985368 39.029909)"
"20201694","2020-04-29T00:00:00.000","2020-04-29T00:00:00.000","Case Description From 311: Anonymous Caller reports a vehicle tire with rim left at intersection of Remington Dr and Stonington Rd for over a week. Requests to be removed, please.","2020","Solid Waste","Public Land",,"Stronington","SILVER SPRING","20902",
"20201691","2020-04-29T00:00:00.000","2020-04-29T00:00:00.000","Case Description From 311: communal dumping area near this address, bike and dresser sitting out there for 2wks.","2020","Solid Waste","Public Land","17754","CHIPPING","OLNEY","20832","POINT (-77.054545 39.146822)"
"20201671","2020-04-23T00:00:00.000","2020-04-29T00:00:00.000","Case Description From 311: We are doing a construction project on a house and 2 random people came and dumped a mattress and deck boards and we'd like to report this. 


Thanks 
Tom 
301-828-5692","2020","Solid Waste","Residential","10421","MANNAKEE","KENSINGTON","20895","POINT (-77.06894 39.02691)"
"20201677","2020-04-27T00:00:00.000","2020-04-28T00:00:00.000","Referral from National Park Seminary Master HOA ground crew.  They removed wire deer fencing and left it by the side of the road for DOT pickup.  They haven't collected it due to the COVID-19 pandemic.","2020","Solid Waste","Public Land","2809","LINDEN","SILVER SPRING","20910","POINT (-77.058007 39.01229)"
"20201660","2020-04-23T00:00:00.000","2020-04-23T00:00:00.000","Case Description From 311: Anonymous Caller reporting illegal dumping that possibly took place 3 weeks ago of a red sofa, fabric chair, metal poles, a box of misc items and a shopping cart between 1700 - 1800 Featherwood St.","2020","Solid Waste","Public Land","1700","Featherwood","Colesville","20904","POINT (-76.974426 39.059439)"
"20201642","2020-04-21T00:00:00.000","2020-04-23T00:00:00.000","Case Description From 311: Dumpster overflowing at the library, people are dumping trash here illegally per caller","2020","Solid Waste","Commercial","8005","CONNECTICUT","CHEVY CHASE","20815","POINT (-77.077082 38.991122)"
"20201654","2020-04-22T00:00:00.000","2020-04-23T00:00:00.000","Case Description From 311: White Van with license MD 477-492
Contractor dumping construction debri in private dumpster, 1418215032 : On 4/21/20, 6:30 pm a white van with Maryland license plate MD 477-492, dumped construction debris in Wintergate at Longmead Condominiums Dumpster in front of 14200 Wolf Creek Place
Tile, cement backer board...looks like he was renovating a bathroom. I have pictures of the debris","2020","Solid Waste","Dumpster","14200","WOLF CREEK","SILVER SPRING","20906","POINT (-77.056491 39.107179)"
"20201606","2020-04-20T00:00:00.000","2020-04-23T00:00:00.000","Case Description From 311: stated 4 piles of tree debris was dumped at the intersection on emory church., 1418043199 : Caller reporting that someone cut down a pine tree and dumped it in the swale of a vacant lot. Caller states that the tree debris was dumped in the swale at the vacant lot at service location intersection on the Emory Church Rd side near the new fire hydrant.","2020","Solid Waste","Public Land",,"Emory Church","OLNEY","20832",
"20192396","2019-09-17T00:00:00.000","2020-04-23T00:00:00.000","Case Description From 311: SR Open date :09/17/2019 09:3: Caller would like to report illegal dumping  at this location, 1399352734 : caller is reporting that there is illegal dumping of road millings and cedar blocks at this intersection on paramount drive","2019","Solid Waste","Commercial","15814","Paramount","DERWOOD","20855","POINT (-77.162695 39.115679)"
"20201664","2020-04-23T00:00:00.000","2020-04-23T00:00:00.000","Case Description From 311: SR Open date :04/23/2020 09:1: 4 bags of trash,  washboard and piece of wood, sitting in front of this property tagged for the last 3wks. hasn't moved. Refuses to give name","2020","Solid Waste","Residential","1119","Cresthaven","Silver Spring","20903","POINT (-76.988247 39.023718)"
"20201604","2020-04-17T00:00:00.000","2020-04-23T00:00:00.000","Case Description From 311: Caller is reporting 60 tires and cables wires dumped on Somerville Dr between Redland Rd and Parmount DR close to the Shady Grove Metro.  Please collect itemes.","2020","Solid Waste","Public Land",,"SOMERVILLE","ROCKVILLE","20852",
"20201250","2020-02-26T00:00:00.000","2020-04-23T00:00:00.000","Case Description From 311: Customer reports the end of the paramount road has become a public dumping site (construction debris, yard trim debris around the area). He is requesting county to reinforce the its regulations and clear the site.","2020","Solid Waste","Public Land",,"SOMERVILLE","ROCKVILLE","20852",
"20201659","2020-04-23T00:00:00.000","2020-04-23T00:00:00.000","Case Description From 311: Anonymous compliant.  round can closed on both ends dumped in front of address given.. has a spot on the end.. heavy but does roll.. dumped by unknown person","2020","Solid Waste","Residential","16776","WHITES STORE","BOYDS","20841","POINT (-77.35071 39.18853)"
"20201591","2020-04-16T00:00:00.000","2020-04-23T00:00:00.000","Case Description From 311: Someone has dumped a couch and some bedroom furniture where Old Columbia Pike dead ends at the old bridge.","2020","Solid Waste","Public Land",,"Carriage House","SILVER SPRING","20905",
"20201609","2020-04-20T00:00:00.000","2020-04-22T00:00:00.000","Case Description From 311: illegal dumping trimmed plants into public storm drain channel, which clogs the storm rain drain.","2020","Solid Waste","Public Land","8301","TUCKERMAN","POTOMAC","20854","POINT (-77.1693 39.041523)"
"20201505","2020-04-03T00:00:00.000","2020-04-22T00:00:00.000","Case Description From 311: SR Open date :04/03/2020 13:2: caller stating that church is throwing construction debris over there side of the fence onto their private property , and the construction debris is blocking the  easement","2020","Solid Waste","Commercial","12608","New Hampshire","SILVER SPRING","20904","POINT (-76.999063 39.062918)"
"20201605","2020-04-17T00:00:00.000","2020-04-21T00:00:00.000","Case Description From 311: Anonymous Caller reports there has been bulky trash and 4-5 black trash bags at the intersection of North Belgrade Rd and Kersey Rd for the past 2-3 weeks. States the owner of: 1121 N Belgrade Rd, (nearest address) past away last month and it doesn't belong to them.","2020","Solid Waste","Public Land","1121","Belgrade","SILVER SPRING","20902",
"20201589","2020-04-15T00:00:00.000","2020-04-17T00:00:00.000","Case Description From 311: caller reporting bags of dirt and trash at crosswalk in front of this address, please investigate","2020","Solid Waste","Public Land","19561","SCENERY","GERMANTOWN","20876","POINT (-77.233861 39.177047)"
"20201587","2020-04-15T00:00:00.000","2020-04-17T00:00:00.000","Case Description From 311: The hardened 80 pound bag of mortar mix, 2x4, and other miscellaneous construction debris has been left on the shoulder near the entrance to the new church at the intersection of Riding Stable Rd. and MD 198.  These items were abandoned prior to April 1 and are related to the church construction.","2020","Solid Waste","Public Land","15304","Riding Stable","BURTONSVILLE","20866",
"20201590","2020-04-16T00:00:00.000","2020-04-17T00:00:00.000","Case Description From 311: Someone dumped glass, metal, wood in middle of gravel driveway. It weighs up to 1000 pounds","2020","Solid Waste","Farm Land","22800","PEACHTREE","BOYDS","20841","POINT (-77.340466 39.229301)"
"20201585","2020-04-15T00:00:00.000","2020-04-16T00:00:00.000","Case Description From 311: 2 grocery carts left in front of location given. unknown who dumped it","2020","Solid Waste","Residential","9517","AVENEL","SILVER SPRING","20903","POINT (-76.979378 39.013105)"
"20201588","2020-04-15T00:00:00.000","2020-04-16T00:00:00.000","Case Description From 311: SR Open date :04/15/2020 12:1: caller is reporting that someone illegal dump  2 mattress and box spring in the island of front of this address","2020","Solid Waste","Public Land","12701","VALLEYWOOD","SILVER SPRING","20906","POINT (-77.064336 39.063475)"
"20201577","2020-04-13T00:00:00.000","2020-04-15T00:00:00.000","Case Description From 311: SR Open date :04/13/2020 12:1: Trailer, loaded with garbage, on the street, in front of this address. Tagged, not abandoned, but not disposed of properly. Caller wishes to be completely anonymous.","2020","Solid Waste","Residential","25924","Largo","DAMASCUS","20872","POINT (-77.204742 39.281975)"
"20201574","2020-04-10T00:00:00.000","2020-04-15T00:00:00.000","Case Description From 311: caller is stating that the owners at the address provided is dumping yard trim  behind there property line  but there is  no barrier to keep it from blowing, rolling into the neighbors yard  that is behind them ,  the caller's address is 6101 walhouning rd bethesda md 20816","2020","Solid Waste","Residential","6020","ONONDAGA","BETHESDA","20816","POINT (-77.12406 38.964366)"
"20201348","2020-03-16T00:00:00.000","2020-04-13T00:00:00.000","Case Description From 311: SR Open date :03/16/2020 11:3: Caller states that someone was burying trash in the dirt with a bulldozer on a hill next to this church and he is concern that it could get into his well system","2020","Solid Waste","Residential","22901","Ridge","GERMANTOWN","20874","POINT (-77.237021 39.231575)"
"20201572","2020-04-10T00:00:00.000","2020-04-13T00:00:00.000","Case Description From 311: On Wed, April 8th, a white washing machine was found dumped at the above address, which is a vacant one acre lot. Can the County please remove it.
Thank you!!
Margaret Schoap
11425 Neelsville Church Rd - 240-581-0518","2020","Solid Waste","Residential","11400","NEELSVILLE CHURCH RD","GERMANTOWN","20876","POINT (-77.235774 39.197413)"
"20201425","2020-03-25T00:00:00.000","2020-04-13T00:00:00.000","Case Description From 311: SR Open date :03/25/2020 13:5: caller advised that the house at the top of hill begind his home.. cut up a tree and some logs rolled into his yard.","2020","Solid Waste","Residential","19315","Frederick","GERMANTOWN","20876","POINT (-77.236493 39.172694)"
"20201555","2020-04-07T00:00:00.000","2020-04-09T00:00:00.000","Case Description From 311: Resident is report that at this address which is not hers homeowner is dumping leaves into storm drains, there are 2 drain located in the ROW 
Caller gave name but would like to remain an anonymous requestor, please update her with findings","2020","Solid Waste","Public Land","2000","FOREST DALE","SILVER SPRING","20903","POINT (-76.970542 39.022646)"
"20201237","2020-02-24T00:00:00.000","2020-04-09T00:00:00.000","Case Description From 311: Please see please see previous 1408951703
Caller is reporting illegal dumping at the intersections of Highview ave and Huggins dr and would like the trash collected from the forest area and the stream that is located on site
caller would like to know when issue will bet taken car of","2020","Solid Waste","Public Land",,"Huggins","SILVER SPRING","20902",
"20201423","2020-03-25T00:00:00.000","2020-04-09T00:00:00.000","Ekstrom observed individual disposing of household trash in a private dumpster.","2020","Solid Waste","Dumpster","11325","Seven Locks","Potomac","20854","POINT (-77.159348 39.041816)"
"20201476","2020-04-01T00:00:00.000","2020-04-09T00:00:00.000","Case Description From 311: Coaches, trash, items left  on the side of the road","2020","Solid Waste","Public Land","3727","GELDERLAND","OLNEY","20832","POINT (-77.074992 39.156254)"
"20201492","2020-04-03T00:00:00.000","2020-04-09T00:00:00.000","Case Description From 311: Manor Care (2501 Musgrove Rd, Silver Spring, MD 20904) is illegally dumping their waste into the woods immediately behind their dumpsters. There are hundreds of plastic wrappers and styrofoam cups, entire trash bins, milk crates, and inevitably improperly disposed of unsanitary medical equipment. Their waste spans about 1,000 ft behind their facility, into natural area. This wooded area borders several neighborhoods and is being IMMENSELY polluted by Manor Care facility.","2020","Solid Waste","Residential","2501","MUSGROVE RD","SILVER SPRING","20904","POINT (-76.959197 39.067793)"
"20201478","2020-04-02T00:00:00.000","2020-04-03T00:00:00.000","Case Description From 311: Caller is reporting illegal dumping on the 1800 block of Featherwood St of furniture and boxes of miscellaneous household items ; they are located 2/10 miles from Old Columbia Pike, sacross from an empty lot","2020","Solid Waste","Public Land","1800","FEATHERWOOD","SILVER SPRING","20904","POINT (-76.973515 39.058929)"
"20201477","2020-04-01T00:00:00.000","2020-04-03T00:00:00.000","Case Description From 311: caller is reporting an illegal dumping of a coffee table across the street from this address","2020","Solid Waste","Public Land","10863","BUCKNELL","SILVER SPRING","20902","POINT (-77.045365 39.033151)"
"20201485","2020-04-02T00:00:00.000","2020-04-03T00:00:00.000","Case Description From 311: SR Open date :04/02/2020 11:5: a 6 ft pole was dumped in front of his home, wants removed.","2020","Solid Waste","Public Land","1700","SHILLING","SILVER SPRING","20906","POINT (-77.037973 39.092678)"
"20201479","2020-04-02T00:00:00.000","2020-04-03T00:00:00.000","Case Description From 311: stating leaves and  sand/dirt dumped  on the side of the roadway","2020","Solid Waste","Public Land",,"FOREST BROOK","GERMANTOWN","20874",
"20201463","2020-03-31T00:00:00.000","2020-04-02T00:00:00.000","Case Description From 311: SR Open date :03/31/2020 13:2: Caller complaints that it has been already a long time and many service requests made for illegal dumping at the given location in the ROW  blocking a public entrance to a walkway and nothing has been done. Refer to  SR #  1399384930. Caller requests a call back from someone.","2020","Solid Waste","Public Land","11207","BUCKWOOD","ROCKVILLE","20852","POINT (-77.137985 39.040486)"
"20201329","2020-03-12T00:00:00.000","2020-03-31T00:00:00.000","Case Description From 311: wooded area between upper county recreation center building and Johnson park .. trash littering area of location.. chairs  bottles large items requesting that they be removed.","2020","Solid Waste","Public Land","8201","EMORY GROVE","GAITHERSBURG","20877","POINT (-77.168899 39.149651)"
"20201437","2020-03-27T00:00:00.000","2020-03-31T00:00:00.000","Case Description From 311: SR Open date :03/27/2020 12:4: Caller is reporting the illegal dumping of 2 sofas in the alleyway between 11838 and 11836 SKYLARK RD and would like the items removed","2020","Solid Waste","Residential","11836","SKYLARK","CLARKSBURG","20871","POINT (-77.244082 39.234064)"
"20201431","2020-03-27T00:00:00.000","2020-03-30T00:00:00.000","Case Description From 311: SR Open date :03/27/2020 10:2: Anonymous caller is reporting that someone illegal dump 2 water heater tanks at this intersection on crystal rock drive by the street light pole","2020","Solid Waste","Public Land",,"Crystal Rock","Germantown","20874",
"20201422","2020-03-25T00:00:00.000","2020-03-30T00:00:00.000","Case Description From 311: Reporting neighbor at 20909 Sunny Acres Rd. trimmed trees and illegally dumped debris in her yard on 3/17/20.","2020","Solid Waste","Residential","20909","Sunnyacres","GAITHERSBURG","20882","POINT (-77.153222 39.200495)"
"20201411","2020-03-24T00:00:00.000","2020-03-25T00:00:00.000","Case Description From 311: *Anonymous* Caller reports illegal dumping of 1 Couch and 1 Wooden Door located on ROW of Burnside Dr intersecting with Parkvale Rd for over 3 weeks. Requests to be collected.","2020","Solid Waste","Public Land",,"Parkvale","ROCKVILLE","20853",
"20201404","2020-03-23T00:00:00.000","2020-03-24T00:00:00.000","Case Description From 311: A truckload of construction debris, including garbage, construction waste, and soil has been dumped as of the morning of 21-March-2020 at the edge of the vacant, tree-filled lot at the corner of Marian Drive and Glen Mill Road. The dumping faces Marian Drive, approximately 100 feet from the intersection.","2020","Solid Waste","Residential",,"Glen Mill","ROCKVILLE","20850",
"20201343","2020-03-16T00:00:00.000","2020-03-20T00:00:00.000","Case Description From 311: While taking a walk on the Bolger Center paths I noticed that a number of trees had been felled behind the fence of an adjacent house. The logs were left near a streambed. It appears that the tree stumps and logs were on the Bolger property. I wonder if the owner of the house (10111 Bentcross) had the trees felled and dumped the logs.","2020","Solid Waste","Residential","10111","BENTCROSS","POTOMAC","20854","POINT (-77.193109 39.021569)"
"20201349","2020-03-16T00:00:00.000","2020-03-20T00:00:00.000","Case Description From 311: SR Open date :03/16/2020 12:2: caller reporting some neighbors throwing and breaking beer botttles in her backyard, this on going issue has been happen for about a month, please investigate she believes it was her neighbors","2020","Solid Waste","Residential","19515","FETLOCK","GERMANTOWN","20874","POINT (-77.260471 39.175965)"
"20201355","2020-03-18T00:00:00.000","2020-03-19T00:00:00.000","Case Description From 311: Caller reporting shopping cart on ROW of Century Blvd, between Crystal Rock Dr. and Aircraft Dr.","2020","Solid Waste","Public Land",,"Century","GERMANTOWN","20874",
"20201344","2020-03-16T00:00:00.000","2020-03-19T00:00:00.000","Case Description From 311: On East side of Haddon Drive, between Houston Ave intersection and Long Branch Trail split at first house on Haddon. Big black trash bags dumped on stream banks/road verge. Have photos. No idea who did it. GPS: 38.992290, -76.998946","2020","Solid Waste","Public Land","8332","HADDON","TAKOMA PARK","20912","POINT (-76.999882 38.9946)"
"20201312","2020-03-09T00:00:00.000","2020-03-19T00:00:00.000","Case Description From 311: On Saturday afternoon, 3/7/2020, a small Bobcat type construction vehicle was moving dirt from the yard across the street and caddie-corner from 800 NW drive onto Montgomery County property. The dirt has been piled up rather close to a county storm drain. There has also been jack-hammering noises and concrete debris was being dumped into a dumpster currently parked on the construction. Don't know if this construction is properly permitted. Certainly dumping on county property is not.","2020","Solid Waste","Public Land","800","Northwest","SILVER SPRING","20901","POINT (-76.99363 39.03641)"
"20201347","2020-03-16T00:00:00.000","2020-03-19T00:00:00.000","Case Description From 311: caller stated that  someone illegally dump a trash bag and other litter  at service location below  - since last week","2020","Solid Waste","Residential","19373","KEYMAR","MONTGOMERY VILLAGE","20886","POINT (-77.195342 39.173491)"
"20201331","2020-03-13T00:00:00.000","2020-03-18T00:00:00.000","Case Description From 311: SR Open date :03/12/2020 09:1: pile of cardboard boxes, plastics, fabrics on the side walk for over a week in the designated area for recycling and no one has removed it.","2020","Solid Waste","Public Land","19004","STEEPLE","GERMANTOWN","20874","POINT (-77.292015 39.172062)"
"20201096","2020-01-21T00:00:00.000","2020-03-17T00:00:00.000","Case Description From 311: Caller is requesting a no dumping sign at the intersection of Highview Ave and Huggins Dr due to the increase of illegal dumping at this location","2020","Solid Waste","No Dumping Signage",,"Huggins","SILVER SPRING","20902",
