"title","date","month","fy","library","primary_event_type","event_type_option_1","event_type_option_2","primary_age_group","age_group_option_1","age_group_option_2","description","internal_notes","published_status","attendance"
"Tutoring and Homework Help","2017-01-09T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"Yes","16"
"Baby Storytime","2017-01-10T00:00:00.000","Jan","FY 17","Noyes Library for Young Children","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"This storytime is recommended for newborns to 18-month-olds. Join us as we learn and sing songs, lap bounces and other rhymes, and read one or two short books. Due to the popularity of this storytime we require registration. Please register for the adult caregiver attending.",,"Yes","28"
"Baby Storytime","2017-01-10T00:00:00.000","Jan","FY 17","Noyes Library for Young Children","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"This storytime is recommended for newborns to 18-month-olds. Join us as we learn and sing songs, lap bounces and other rhymes, and read one or two short books. Due to the popularity of this storytime we require registration. Please register for the adult caregiver attending.",,"Yes","41"
"Stepping Stones Story Time","2017-01-10T00:00:00.000","Jan","FY 17","Damascus","Storytime","ACE - All Children Excel","Z_For VS use only","Preschool and Kindergarten","Babies and Toddlers",,"For children ages newborn to 5. Each session begins with simple rhymes and activities for the youngest children; transitions are built-in so younger children can leave as stories and activities become more complex for the older preschoolers. Adults must accompany children age 2 and under; children ages 3-5 may attend with an adult or independently. Drop-in; no registration. Call 240-773-9444 for more information.",,"Yes","44"
"BIG BABY STORYTIME -- FOR WALKERS","2017-01-10T00:00:00.000","Jan","FY 17","Rockville Memorial","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"Big Baby Storytime is for Walkers, babies ages 12 to 24 months, with a parent or caregiver. Join us for stories, songs and rhymes. After storytime, we'll bring out the baby toys for playtime. Free! No registration necessary. An ACE (All Children Excel) Program; a specialized program developed by MCPL with content for Early Literacy and to help children learn. Library customers can get 2 hours of FREE PARKING when they park in one of the Rockville Town Square garages: A, B or C. For more parking info. CLICK HERE.",,"Yes","45"
"Twinbrook ES Pre-K Classes","2017-01-10T00:00:00.000","Jan","FY 17","Twinbrook","Z_Visits In","Storytime","ACE - All Children Excel","Preschool and Kindergarten",,,"Two sessions, one at 10:30 AM and one at 2:15 PM. Storytime and tour of the library.",,"Yes","50"
"Toddler Storytime (18-36 months)","2017-01-10T00:00:00.000","Jan","FY 17","Silver Spring","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"**NOTE** We will be handing out tickets 30 minutes before storytime- starting at 10 o'clock, first come first served. Get up and get moving at storytime! These 20-30 minute programs are full of a diverse collection of books, songs and fun activities. They are designed to introduce your child to the culture of reading and help develop your child’s language skills. Children are encouraged to engage with the stories and activities, and their grownups to participate in the program along with the children. Fifth floor program room.",,"Yes",
"Baby Storytime (0-18 months)","2017-01-10T00:00:00.000","Jan","FY 17","Silver Spring","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"***NOTE*** We will be handing out tickets 30 minutes before storytime- starting at 11 o'clock, first come first served. Space is limited to 25 babies. A storytime experience for our youngest library users and their caregivers. These 20-30 minute storytimes introduce a diverse collection of books, songs, rhymes and bounces developmentally appropriate for children from birth to when they start walking. This is a wonderful way to introduce your child to the joys and culture of reading in a positive and fun atmosphere. This story time is designed so the baby will be in their caregiver’s lap and the grownup is actively involved in the program. Fifth floor program room.",,"Yes",
"Tutoring and Homework Help","2017-01-10T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"No",
"Tutoring and Homework Help","2017-01-10T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"Yes","15"
"Pajama Story Time","2017-01-10T00:00:00.000","Jan","FY 17","Gaithersburg","Storytime","ACE - All Children Excel",,"Babies and Toddlers","Preschool and Kindergarten","Elementary School Age","An evening story time where pajamas are encouraged but not required. These 25-30 minute evening programs are designed to delight children of all ages. Filled with stories and activities that promote and develop language skills and imagination, these programs encourage children to develop a lifelong love of reading and learning. Please park strollers outside the program room. Our room holds 50 people. Floor seating.",,"Yes","13"
"Toddler and Preschool Storytime","2017-01-11T00:00:00.000","Jan","FY 17","Bethesda","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten",,,"Stories, songs, rhymes, and other early literacy activities for children ages 2-5, with adult. Free tickets will be handed out 30 minutes prior to the program. Space is limited.",,"Yes","71"
"Toddler Storytime (18-36 months)","2017-01-11T00:00:00.000","Jan","FY 17","Silver Spring","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"**NOTE** We will be handing out tickets 30 minutes before storytime- starting at 10 o'clock, first come first served. Get up and get moving at storytime! These 20-30 minute programs are full of a diverse collection of books, songs and fun activities. They are designed to introduce your child to the culture of reading and help develop your child’s language skills. Children are encouraged to engage with the stories and activities, and their grownups to participate in the program along with the children. Fifth floor program room.",,"Yes",
"PRESCHOOL STORYTIME","2017-01-11T00:00:00.000","Jan","FY 17","Long Branch","Storytime","ACE - All Children Excel","Science & Math (STEM)","Babies and Toddlers","Preschool and Kindergarten",,"Get up and get moving at storytime! These programs are full of a diverse collection of books, songs and fun activities. They are designed to introduce your child to the culture of reading and help develop your child's language skills. Children are encouraged to engage with the stories and activities and their grownups to participate in the program along with the children. 0-5 years are welcome.",,"Yes","22"
"Baby Storytime (0-18 months)","2017-01-11T00:00:00.000","Jan","FY 17","Silver Spring","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"***NOTE*** We will be handing out tickets 30 minutes before storytime- starting at 11 o'clock, first come first served. Space is limited to 25 babies. A storytime experience for our youngest library users and their caregivers. These 20-30 minute storytimes introduce a diverse collection of books, songs, rhymes and bounces developmentally appropriate for children from birth to when they start walking. This is a wonderful way to introduce your child to the joys and culture of reading in a positive and fun atmosphere. This story time is designed so the baby will be in their caregiver’s lap and the grownup is actively involved in the program. Fifth floor program room.",,"Yes",
"Stepping Stones Story Time","2017-01-11T00:00:00.000","Jan","FY 17","Damascus","Storytime","ACE - All Children Excel","Z_For VS use only","Preschool and Kindergarten","Babies and Toddlers",,"For children ages newborn to 5. Each session begins with simple rhymes and activities for the youngest children; transitions are built-in so younger children can leave as stories and activities become more complex for the older preschoolers. Adults must accompany children age 2 and under; children ages 3-5 may attend with an adult or independently. Drop-in; no registration. Call 240-773-9444 for more information.",,"Yes","20"
"Homework Help","2017-01-11T00:00:00.000","Jan","FY 17","Wheaton","Homework","ACE - All Children Excel",,"Elementary School Age",,,"For students Kindergarten to grade 6. Reading and math help and encouragement from older students.",,"Yes","0"
"Tutoring and Homework Help","2017-01-11T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"Yes","13"
"Superhero Storytime","2017-01-11T00:00:00.000","Jan","FY 17","Noyes Library for Young Children","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten","Elementary School Age",,"Come join us as we celebrate everything superhero. We will read books, dance and have superhero activities. To continue the fun, attend our very first comic book convention on January 21st at the Silver Spring Library. MoCoCom will feature free workshops, panels, crafts and loads of fun for kids, teens and adults.",,"Yes","66"
"Toddler & Preschool Storytime","2017-01-12T00:00:00.000","Jan","FY 17","Noyes Library for Young Children","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten",,,"Join us for stories, fingerplays, songs and movement! Due to space limitations we require registration. Please register for the adult caregiver attending.",,"Yes","44"
"Toddler & Preschool Storytime","2017-01-12T00:00:00.000","Jan","FY 17","Noyes Library for Young Children","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten",,,"Join us for stories, fingerplays, songs and movement! Due to space limitations we require registration. Please register for the adult caregiver attending.",,"Yes","43"
"Time for Twos and Threes","2017-01-24T00:00:00.000","Jan","FY 17","Bethesda","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"Stories, rhymes, songs and other early literacy activities for children ages 2 and 3 with an adult. Free tickets will be handed out 30 minutes prior to the program. Space is limited.",,"Yes","85"
"Construction Crew: DUPLO","2017-01-12T00:00:00.000","Jan","FY 17","Damascus","Science & Math (STEM)","ACE - All Children Excel","Makerspace","Preschool and Kindergarten","Babies and Toddlers",,"Drop in for a morning open session of imaginative construction with DUPLO (ages 2-5), and EDU-BLOCK (ages NB-2). We supply the blocks, so please leave yours at home-- just bring your ideas and start building! Your creations must be left at the library, but may be photographed before deconstruction. All children must be accompanied by an adult at all times. Sponsored by Friends of the Library, Damascus Chapter. Drop-in, no pre-registration. FREE. STEM.",,"Yes","12"
"Toddler Story Time","2017-01-12T00:00:00.000","Jan","FY 17","Gaithersburg","Storytime","ACE - All Children Excel",,"Babies and Toddlers","Preschool and Kindergarten",,"Get up and get moving at our Toddler Story Times! These 20-30 minute programs are full of books, songs and fun activities are designed to help develop your child’s language skills. Children ages 18-36 months are encouraged to engage with the stories and activities, and their grownups to participate in the program along with the children. Free tickets available 30 minutes before the program begins. Please park strollers outside the program room. Our room holds 50 people. Floor seating.",,"Yes","48"
"STORYTIME FOR 2s AND 3s","2017-01-12T00:00:00.000","Jan","FY 17","Rockville Memorial","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"This storytime is designed for children ages 2 to 3 1/2 years old, with a parent or caregiver. Join us for stories, songs and rhymes. Free! No registration necessary. An ACE (All Children Excel) Program; a specialized program developed by MCPL with content for Early Literacy and to help children learn. Library customers can get 2 hours of FREE PARKING when they park in one of the Rockville Town Square garages: A, B or C. For more parking info. CLICK HERE.",,"Yes","40"
"Homework Help","2017-01-30T00:00:00.000","Jan","FY 17","Wheaton","Homework","ACE - All Children Excel",,"Elementary School Age",,,"For students Kindergarten to grade 6. Reading and math help and encouragement from older students.",,"Yes","5"
"Toddler Story Time","2017-01-12T00:00:00.000","Jan","FY 17","Gaithersburg","Storytime","ACE - All Children Excel",,"Babies and Toddlers","Preschool and Kindergarten",,"Get up and get moving at our Toddler Story Times! These 20-30 minute programs are full of books, songs and fun activities are designed to help develop your child’s language skills. Children ages 18-36 months are encouraged to engage with the stories and activities, and their grownups to participate in the program along with the children. Free tickets available 30 minutes before the program begins. Please park strollers outside the program room. Our room holds 50 people. Floor seating.",,"Yes","37"
"Tutoring and Homework Help","2017-01-12T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"No",
"Tutoring and Homework Help","2017-01-12T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"Yes","18"
"MC Infants & Toddlers Bilingual Storytime","2017-01-13T00:00:00.000","Jan","FY 17","Gaithersburg","Z_Visits In","Storytime",,"Babies and Toddlers","Preschool and Kindergarten",,"open bilingual storytime hosted in the library by MC Infants & Toddlers",,"No","14"
"LEGO and Duplo Playtime","2017-01-13T00:00:00.000","Jan","FY 17","Twinbrook","Makerspace","ACE - All Children Excel","Science & Math (STEM)","Elementary School Age","Preschool and Kindergarten",,"Drop-in for an open session of imaginative construction with LEGO and DUPLO blocks. We supply the blocks so please leave yours at home-- just bring your ideas and start building! Your creations must be left at the library by may be photographed before you leave. All children must be accompanied by an adult at all times. For ages three to twelve. Sponsored by Friends of the Library, Twinbrook Chapter. No registration required. For more information call 240-777-0240.",,"Yes","24"
"LEGO Crew","2017-01-13T00:00:00.000","Jan","FY 17","Gaithersburg","Science & Math (STEM)","ACE - All Children Excel","Makerspace","Elementary School Age","Preschool and Kindergarten",,"Come showcase your creativity at this free drop-in LEGO® program sponsored by The Friends of the Library, Gaithersburg Chapter. Come up with your own amazing creations! We supply the bricks so please leave yours at home. Grades K-5 (with a caregiver.) MakerSpace and STEM.",,"Yes","36"
"Tutoring and Homework Help","2017-01-14T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the Children's area. Two separate sessions: Session 1: 10:30 - 12:00 PM Session 2: 12:00 - 1:30 PM To register or for more information, please call Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"Yes",
"Born To Read","2017-01-14T00:00:00.000","Jan","FY 17","Bethesda","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"Stories, rhymes, songs, chants, and other early literacy activities for babies 0 to 23 months with an adult. Free tickets will be handed out 30 minutes prior to the program. Space is limited.",,"Yes","67"
"Born To Read","2017-01-14T00:00:00.000","Jan","FY 17","Bethesda","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"Stories, rhymes, songs, chants, and other early literacy activities for babies 0 to 23 months with an adult. Free tickets will be handed out 30 minutes prior to the program. Space is limited.",,"Yes",
"Pre-School Storytime","2017-02-08T00:00:00.000","Feb","FY 17","Twinbrook","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten","Babies and Toddlers",,"Pictures Books, Fingerplays, Action Rhymes, Movement with Music, and Flannel Board Stories. Free. No registration required. Designed for children ages 2 1/2 to 5. For more information call 240-77-0240",,"Yes","40"
"Family Storytime","2017-01-14T00:00:00.000","Jan","FY 17","Germantown","Storytime","ACE - All Children Excel",,"All Ages",,,"A storytime for all ages that includes stories, fingerplays, songs and other early literacy activities. *Storytime will take place in the storytime room on 1/14/17, 2/11/17, 3/11/17, & 4/8/17. Tickets will be required for these dates and will be available the morning of storytime at the Children's Information Desk.",,"Yes","54"
"FAMILY STORYTIME","2017-01-14T00:00:00.000","Jan","FY 17","Rockville Memorial","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten","Babies and Toddlers",,"Stories, songs, and rhymes for the whole family. For all ages. Free! No registration necessary. An ACE (All Children Excel) Program; a specialized program developed by MCPL with content for Early Literacy and to help children learn. Library customers can get 2 hours of FREE PARKING when they park in one of the Rockville Town Square garages: A, B or C. For more parking info. CLICK HERE.",,"Yes","45"
"Family Story Time","2017-01-14T00:00:00.000","Jan","FY 17","Gaithersburg","Storytime","ACE - All Children Excel",,"Babies and Toddlers","Preschool and Kindergarten","Elementary School Age","Story time fun for the entire family, these 25-30 minutes story times are packed full of books and activities designed to be enjoyed by all ages. Promoting language and literacy skills, these story times are a great way to further your child’s lifelong love of reading and learning. Children and their grownups are encouraged to actively engage and participate with the stories and activities during the program. Please park strollers outside the program room. Our room holds 50 people. Floor seating.",,"Yes","68"
"Tutoring and Homework Help","2017-01-14T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the Children's area. To register or for more information, please call Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"No",
"Baby/Toddler Storytime","2017-04-10T00:00:00.000","Apr","FY 17","Olney","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"Stories, rhymes, stretches and songs for babies/toddlers (0-2 years) with parent or caregiver.",,"Yes","45"
"Lego Weekend Play","2017-01-14T00:00:00.000","Jan","FY 17","Silver Spring","Science & Math (STEM)","ACE - All Children Excel",,"Preschool and Kindergarten","Elementary School Age",,"Children are invited to drop in for to build, create, and play with our DUPLOS (little ones) and LEGOS. We supply the blocks, so please leave yours at home. Your creations must be left at the library but, may be photographed before deconstruction. All children must be accompanied by an adult at all times. This STEM program is made possible through the generous support of the Silver Spring Friends of the Library. 5th Floor Program Room, Saturday 12:30-5:30 pm and Sunday 1-4:30 pm Look for extended play time during our Summer hours!",,"Yes",
"4H Reading Buddies for Aspen Hill","2017-01-14T00:00:00.000","Jan","FY 17","Twinbrook","Special Event","ACE - All Children Excel",,"Preschool and Kindergarten",,,"Join 4H members for reading and crafts!",,"Yes","14"
"Tutoring and Homework Help","2017-01-16T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"No",
"Baby Storytime","2017-01-17T00:00:00.000","Jan","FY 17","Noyes Library for Young Children","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"This storytime is recommended for newborns to 18-month-olds. Join us as we learn and sing songs, lap bounces and other rhymes, and read one or two short books. Due to the popularity of this storytime we require registration. Please register for the adult caregiver attending.",,"Yes","28"
"Baby Storytime","2017-01-17T00:00:00.000","Jan","FY 17","Noyes Library for Young Children","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"This storytime is recommended for newborns to 18-month-olds. Join us as we learn and sing songs, lap bounces and other rhymes, and read one or two short books. Due to the popularity of this storytime we require registration. Please register for the adult caregiver attending.",,"Yes","38"
"Stepping Stones Story Time","2017-01-17T00:00:00.000","Jan","FY 17","Damascus","Storytime","ACE - All Children Excel","Z_For VS use only","Preschool and Kindergarten","Babies and Toddlers",,"For children ages newborn to 5. Each session begins with simple rhymes and activities for the youngest children; transitions are built-in so younger children can leave as stories and activities become more complex for the older preschoolers. Adults must accompany children age 2 and under; children ages 3-5 may attend with an adult or independently. Drop-in; no registration. Call 240-773-9444 for more information.",,"Yes","65"
"POP-UP PLAYDATE","2017-01-17T00:00:00.000","Jan","FY 17","Rockville Memorial","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten","Babies and Toddlers",,"Playtime for young children and a parent or caregiver. Play with educational toys. Free! No registration necessary. An ACE (All Children Excel) Program; a specialized program developed by MCPL with content for Early Literacy and to help children learn. Library customers can get 2 hours of FREE PARKING when they park in one of the Rockville Town Square garages: A, B or C. For more parking info. CLICK HERE.",,"Yes","100"
"Toddler Storytime (18-36 months)","2017-01-17T00:00:00.000","Jan","FY 17","Silver Spring","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"**NOTE** We will be handing out tickets 30 minutes before storytime- starting at 10 o'clock, first come first served. Get up and get moving at storytime! These 20-30 minute programs are full of a diverse collection of books, songs and fun activities. They are designed to introduce your child to the culture of reading and help develop your child’s language skills. Children are encouraged to engage with the stories and activities, and their grownups to participate in the program along with the children. Fifth floor program room.",,"Yes",
"Preschool Storytime","2017-02-22T00:00:00.000","Feb","FY 17","Olney","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten",,,"Stories, rhymes, songs and fun for children ages 2 1/2 to 5.",,"Yes","69"
"Baby Storytime (0-18 months)","2017-01-17T00:00:00.000","Jan","FY 17","Silver Spring","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"***NOTE*** We will be handing out tickets 30 minutes before storytime- starting at 11 o'clock, first come first served. Space is limited to 25 babies. A storytime experience for our youngest library users and their caregivers. These 20-30 minute storytimes introduce a diverse collection of books, songs, rhymes and bounces developmentally appropriate for children from birth to when they start walking. This is a wonderful way to introduce your child to the joys and culture of reading in a positive and fun atmosphere. This story time is designed so the baby will be in their caregiver’s lap and the grownup is actively involved in the program. Fifth floor program room.",,"Yes",
"Tutoring and Homework Help","2017-01-17T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"No",
"Tutoring and Homework Help","2017-01-17T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"Yes","14"
"Baby Lap Time","2017-01-18T00:00:00.000","Jan","FY 17","Gaithersburg","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"A story time experience for our youngest library users and their caregivers. These 20-30 minutes story times introduce books, songs, rhymes, tickles, and bounces developmentally appropriate for children from birth to when they start walking. Baby Lap Time is a wonderful way to introduce your child to the joys of reading in a positive and fun atmosphere. This story time is designed so the baby will be in their caregiver’s lap and the grownup is actively involved in the program; it is recommended that each child have their own adult with them. Free tickets available 30 minutes before the program begins. Please park strollers outside the program room. Our room holds 50 people. Floor seating.",,"Yes","65"
"Toddler Storytime (18-36 months)","2017-01-18T00:00:00.000","Jan","FY 17","Silver Spring","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"**NOTE** We will be handing out tickets 30 minutes before storytime- starting at 10 o'clock, first come first served. Get up and get moving at storytime! These 20-30 minute programs are full of a diverse collection of books, songs and fun activities. They are designed to introduce your child to the culture of reading and help develop your child’s language skills. Children are encouraged to engage with the stories and activities, and their grownups to participate in the program along with the children. Fifth floor program room.",,"Yes",
"PRESCHOOL STORYTIME","2017-01-18T00:00:00.000","Jan","FY 17","Long Branch","Storytime","ACE - All Children Excel","Science & Math (STEM)","Babies and Toddlers","Preschool and Kindergarten",,"Get up and get moving at storytime! These programs are full of a diverse collection of books, songs and fun activities. They are designed to introduce your child to the culture of reading and help develop your child's language skills. Children are encouraged to engage with the stories and activities and their grownups to participate in the program along with the children. 0-5 years are welcome.",,"Yes","36"
"Baby Lap Time","2017-01-18T00:00:00.000","Jan","FY 17","Gaithersburg","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"A story time experience for our youngest library users and their caregivers. These 20-30 minutes story times introduce books, songs, rhymes, tickles, and bounces developmentally appropriate for children from birth to when they start walking. Baby Lap Time is a wonderful way to introduce your child to the joys of reading in a positive and fun atmosphere. This story time is designed so the baby will be in their caregiver’s lap and the grownup is actively involved in the program; it is recommended that each child have their own adult with them. Free tickets available 30 minutes before the program begins. Please park strollers outside the program room. Our room holds 50 people. Floor seating.",,"Yes","31"
"Baby Storytime (0-18 months)","2017-01-18T00:00:00.000","Jan","FY 17","Silver Spring","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"***NOTE*** We will be handing out tickets 30 minutes before storytime- starting at 11 o'clock, first come first served. Space is limited to 25 babies. A storytime experience for our youngest library users and their caregivers. These 20-30 minute storytimes introduce a diverse collection of books, songs, rhymes and bounces developmentally appropriate for children from birth to when they start walking. This is a wonderful way to introduce your child to the joys and culture of reading in a positive and fun atmosphere. This story time is designed so the baby will be in their caregiver’s lap and the grownup is actively involved in the program. Fifth floor program room.",,"Yes",
"Stepping Stones Story Time","2017-01-18T00:00:00.000","Jan","FY 17","Damascus","Storytime","ACE - All Children Excel","Z_For VS use only","Preschool and Kindergarten","Babies and Toddlers",,"For children ages newborn to 5. Each session begins with simple rhymes and activities for the youngest children; transitions are built-in so younger children can leave as stories and activities become more complex for the older preschoolers. Adults must accompany children age 2 and under; children ages 3-5 may attend with an adult or independently. Drop-in; no registration. Call 240-773-9444 for more information.",,"Yes","45"
"Homework Help","2017-01-18T00:00:00.000","Jan","FY 17","Wheaton","Homework","ACE - All Children Excel",,"Elementary School Age",,,"For students Kindergarten to grade 6. Reading and math help and encouragement from older students.",,"Yes","2"
"Tutoring and Homework Help","2017-01-18T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"Yes","15"
"Pajama Storytime","2017-01-18T00:00:00.000","Jan","FY 17","Bethesda","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten",,,"Get ready for bed with a special storytime at the library! Join us for stories, songs, rhymes and a craft. Ages 3 and up, with adult. Free tickets will be handed out 30 minutes prior to the program. Space is limited. Please note new start time. ",,"Yes","6"
"Toddler & Preschool Storytime","2017-01-19T00:00:00.000","Jan","FY 17","Noyes Library for Young Children","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten",,,"Join us for stories, fingerplays, songs and movement! Due to space limitations we require registration. Please register for the adult caregiver attending.",,"Yes","34"
"Toddler & Preschool Storytime","2017-01-19T00:00:00.000","Jan","FY 17","Noyes Library for Young Children","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten",,,"Join us for stories, fingerplays, songs and movement! Due to space limitations we require registration. Please register for the adult caregiver attending.",,"Yes","40"
"Construction Crew: DUPLO","2017-01-19T00:00:00.000","Jan","FY 17","Damascus","Science & Math (STEM)","ACE - All Children Excel","Makerspace","Preschool and Kindergarten","Babies and Toddlers",,"Drop in for a morning open session of imaginative construction with DUPLO (ages 2-5), and EDU-BLOCK (ages NB-2). We supply the blocks, so please leave yours at home-- just bring your ideas and start building! Your creations must be left at the library, but may be photographed before deconstruction. All children must be accompanied by an adult at all times. Sponsored by Friends of the Library, Damascus Chapter. Drop-in, no pre-registration. FREE. STEM.",,"Yes","17"
"Preschool Storytime","2017-01-19T00:00:00.000","Jan","FY 17","Bethesda","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten",,,"Stories, songs, rhymes, and other early literacy activities for preschoolers ages 3 and up. Free tickets will be handed out 30 minutes prior to the program. Space is limited.",,"Yes","86"
