"report_number","local_case_number","agency_name","acrs_report_type","crash_date_time","hit_run","route_type","mile_point","mile_point_direction","lane_direction","lane_number","lane_type","number_of_lanes","direction","distance","distance_unit","road_grade","nontraffic","road_name","cross_street_type","cross_street_name","off_road_description","municipality","related_non_motorist","at_fault","collision_type","weather","surface_condition","light","traffic_control","driver_substance_abuse","non_motorist_substance_abuse","first_harmful_event","second_harmful_event","fixed_oject_struck","junction","intersection_type","intersection_area","road_alignment","road_condition","road_division","latitude","longitude","geolocation"
"DD5540001Z","220031288","Rockville Police Departme","Injury Crash","2022-07-20T17:10:00.000","No","Maryland (State)","7.36","North","North","3",,"3","North","0","FEET","LEVEL","No","ROCKVILLE PIKE","Municipality","HALPINE RD",,"ROCKVILLE",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.07429441","-77.13723376","
,  
(39.07429441, -77.13723376)"
"MCP12350047","220031279","Montgomery County Police","Injury Crash","2022-07-20T16:36:00.000","No","US (State)","4.2","North","North","3",,"3","South","20","FEET","HILL CREST","No","COLUMBIA PIKE","County","NORTHWEST DR",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.037455","-76.99882167","
,  
(39.037455, -76.99882167)"
"MCP30190050","220031288","Montgomery County Police","Property Damage Crash","2022-07-20T16:30:00.000","Yes","Maryland (State)","0.17","North","North","3",,"3","North","0","FEET","LEVEL","No","OLD GEORGETOWN RD","County","WOODMONT AVE",,"N/A",,"DRIVER","SAME DIRECTION RIGHT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","ONE-WAY TRAFFICWAY","38.98584","-77.0962","
,  
(38.98584, -77.0962)"
"MCP3245003C","220031271","Montgomery County Police","Property Damage Crash","2022-07-20T15:50:00.000","No","County","4.67","North","East","1",,"2","North","0","FEET","LEVEL","No","SHADY GROVE RD","County","CRABBS BRANCH WAY",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION",,"CURVE LEFT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.129548","-77.16397883","
,  
(39.129548, -77.16397883)"
"MCP3160003N","220031261","Montgomery County Police","Property Damage Crash","2022-07-20T15:00:00.000","No","Maryland (State)","0.32","North","North","2",,"3","North","500","FEET","LEVEL","No","WISCONSIN AVE","Other Public Roadway","SOMERSET TERRACE",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","PARKED VEHICLE","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","38.994555","-77.10861333","
,  
(38.994555, -77.10861333)"
"MCP32680027","220031259","Montgomery County Police","Property Damage Crash","2022-07-20T14:44:00.000","Yes","US (State)","6.38","North","North","3",,"4","North","60","FEET","LEVEL","No","COLUMBIA PIKE","County","TECH RD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A, NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.05760517","-76.96903067","
,  
(39.05760517, -76.96903067)"
"MCP31090071","220031251","Montgomery County Police","Property Damage Crash","2022-07-20T14:15:00.000","No","Maryland (State)","4.17","North","South","3",,"3","North","0","FEET","LEVEL","No","NEW HAMPSHIRE AVE","County","CRESTHAVEN DR",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","STOP SIGN","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION","T-INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.03062067","-76.984067","
,  
(39.03062067, -76.984067)"
"MCP3211002V","220031252","Montgomery County Police","Injury Crash","2022-07-20T14:08:00.000","No","County","0.49","South","North","0","OTHER","1","South","0","FEET","LEVEL","No","ROCKING HORSE RD","County","BOILING BROOK PKWY",,"N/A",,"DRIVER","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","STOP SIGN","NONE DETECTED",,"OTHER VEHICLE","N/A","CURB","INTERSECTION","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.04779803","-77.09801328","
,  
(39.04779803, -77.09801328)"
"MCP2881004M","220031247","Montgomery County Police","Property Damage Crash","2022-07-20T13:45:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"IFO 20633 BOLAND FARM DR",,,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR",,"DAYLIGHT","NO CONTROLS","N/A",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.19471833","-77.245125","
,  
(39.19471833, -77.245125)"
"MCP3160003P","220031290","Montgomery County Police","Property Damage Crash","2022-07-20T13:00:00.000","No","County","1.61","East","West","1",,"1","West","50","FEET","LEVEL","No","JONES BRIDGE RD","County","JONES BRIDGE CT",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","NO CONTROLS","UNKNOWN",,"PARKED VEHICLE","PARKED VEHICLE","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","38.994555","-77.10861333","
,  
(38.994555, -77.10861333)"
"MCP29650061","220031212","Montgomery County Police","Injury Crash","2022-07-20T10:49:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"18040 GEORGIA AVE, OLNEY, MD 20832",,"PEDESTRIAN","DRIVER","SINGLE VEHICLE","CLEAR",,"DAYLIGHT","N/A","NONE DETECTED","NONE DETECTED","PEDESTRIAN","N/A","N/A",,,,,,,"39.14917333","-77.06629833","
,  
(39.14917333, -77.06629833)"
"MCP93790042","220031213","Montgomery County Police","Property Damage Crash","2022-07-20T10:31:00.000","No","County","3.95","North","West","0","LEFT TURN LANE","4","South","0","FEET","LEVEL","No","SHADY GROVE RD","Maryland (State)","FREDERICK RD",,"N/A",,"DRIVER","OPPOSITE DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.12158667","-77.17668167","
,  
(39.12158667, -77.17668167)"
"DD5633007J","220031202","Rockville Police Departme","Property Damage Crash","2022-07-20T09:45:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"1911 ROCKVILLE PIKE (SHELL GAS STATION PARKING LOT)",,,"DRIVER","SINGLE VEHICLE","CLEAR",,"DAYLIGHT","N/A","NONE DETECTED",,"FIXED OBJECT","N/A","OTHER POLE",,,,,,,"39.07676629","-77.11714305","
,  
(39.07676629, -77.11714305)"
"MCP3111005R","220031199","Montgomery County Police","Property Damage Crash","2022-07-20T09:19:00.000","No","Maryland (State)","1.97","North","East","0","RIGHT TURN LANE","1","South","0","FEET","LEVEL","No","GOLDSBORO RD","Maryland (State)","BRADLEY BLVD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","38.97697617","-77.10670117","
,  
(38.97697617, -77.10670117)"
"MCP3258002B","220031198","Montgomery County Police","Property Damage Crash","2022-07-20T09:10:00.000","No","County","0.33","East","East","1",,"1","East","0","FEET","LEVEL","No","MEDWAY ST","County","HARDY AVE",,"N/A",,"DRIVER","OPPOSITE DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","N/A","N/A",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.05132","-77.06305333","
,  
(39.05132, -77.06305333)"
"MCP31230049","220031187","Montgomery County Police","Injury Crash","2022-07-20T07:55:00.000","No","County","1.056","North","South","2",,"3","North","0","FEET","LEVEL","No","SHADY GROVE RD","County","TRAVILLE  GATEWAY DR",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.09125258","-77.20423983","
,  
(39.09125258, -77.20423983)"
"MCP295200CW","220031184","Montgomery County Police","Injury Crash","2022-07-20T07:38:00.000","No","US (State)","0.93","North","South","3",,"4","North","0","FEET","LEVEL","No","COLESVILLE RD","County","FENTON ST",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","38.99757667","-77.02667333","
,  
(38.99757667, -77.02667333)"
"MCP3119003M","220031181","Montgomery County Police","Property Damage Crash","2022-07-20T05:38:00.000","No","County","0.94","North","North","1",,"2","South","25","FEET","LEVEL","No","WATKINS MILL RD","Other Public Roadway","SMOOTHSTONE WAY",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAWN","NO CONTROLS","NONE DETECTED",,"PARKED VEHICLE","N/A","N/A","N/A","N/A","N/A","CURVE LEFT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.16849733","-77.20988333","
,  
(39.16849733, -77.20988333)"
"MCP32990021","220031180","Montgomery County Police","Injury Crash","2022-07-20T05:09:00.000","No","Maryland (State)","2.78","North","South","2",,"3","South","0.2","MILE","LEVEL","No","GEORGIA AVE","County","WINDHAM LA",,"N/A",,"DRIVER","HEAD ON LEFT TURN","CLEAR","DRY","DAWN","OTHER","ALCOHOL PRESENT, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","OTHER","39.03155167","-77.0481","
,  
(39.03155167, -77.0481)"
"MCP3208003J","220031174","Montgomery County Police","Property Damage Crash","2022-07-20T01:55:00.000","No","Maryland (State)","4.26","East","West","1",,"4","West","20","FEET","LEVEL","No","UNIVERSITY BLVD W","County","SUTHERLAND RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"FIXED OBJECT","N/A","TREE SHRUBBERY","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","ONE-WAY TRAFFICWAY","39.02107167","-77.01365333","
,  
(39.02107167, -77.01365333)"
"HA24930002","22001240","Maryland-National Capital","Property Damage Crash","2022-07-20T00:30:00.000","No","Government","0","South","North","1",,"1","North","0.5","MILE","LEVEL","No","BEACH DR","Government","GARRETT PARK RD",,"N/A",,"UNKNOWN","SINGLE VEHICLE","CLOUDY","DRY","DARK NO LIGHTS","NO CONTROLS","N/A",,"N/A","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.0383175","-77.08659967","
,  
(39.0383175, -77.08659967)"
"MCP3208003H","220031168","Montgomery County Police","Property Damage Crash","2022-07-19T23:36:00.000","No","US (State)","3.32","North","South","3",,"3","South","10","FEET","HILL UPHILL","No","COLESVILLE RD","County","CRESTMOOR DR",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"FIXED OBJECT","N/A","CURB","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.02812167","-77.009165","
,  
(39.02812167, -77.009165)"
"MCP2464002H","220031166","Montgomery County Police","Property Damage Crash","2022-07-19T23:19:00.000","No","Maryland (State)","2.26","North","North","1",,"2","North","0","FEET","LEVEL","No","PINEY BRANCH RD","Unknown","ENT TO APTS",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","N/A",,"FIXED OBJECT","N/A","CURB","NON INTERSECTION","N/A",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","38.99969833","-76.99279","
,  
(38.99969833, -76.99279)"
"DD5603009D","220031148","Rockville Police Departme","Property Damage Crash","2022-07-19T21:00:00.000","No","Maryland (State)","7.57","North","North","0","LEFT TURN LANE","3","North","0","FEET","LEVEL","No","ROCKVILLE PIKE","Unknown","CONGRESSIONAL LA",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.23618167","-77.28367833","
,  
(39.23618167, -77.28367833)"
"MCP3170002M","220031147","Montgomery County Police","Injury Crash","2022-07-19T20:51:00.000","No","Maryland (State)","5.92","North","North","1",,"2","North","0","FEET","HILL CREST","No","GREAT SENECA HWY","County","DAIRYMAID DR",,"N/A",,"DRIVER","HEAD ON LEFT TURN","CLEAR","DRY","DARK NO LIGHTS","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.15734833","-77.27573833","
,  
(39.15734833, -77.27573833)"
"MCP2466003X","220031140","Montgomery County Police","Injury Crash","2022-07-19T19:53:00.000","Yes","Maryland (State)","0.47","East","East","1",,"2","East","0","FEET","GRADE DOWNHILL","No","FISHER AVE","Municipality","CATTAIL RD",,"POOLESVILLE",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","T-INTERSECTION","N/A","CURVE RIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.14610661","-77.41727531","
,  
(39.14610661, -77.41727531)"
"MCP219800BW","220031129","Montgomery County Police","Injury Crash","2022-07-19T19:16:00.000","No","Maryland (State)","3.07","North","North","1",,"2","North","0.1","MILE","LEVEL","No","GREAT SENECA HWY","County","LONGDRAFT RD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","N/A","N/A",,"OTHER VEHICLE","OTHER VEHICLE","N/A","N/A","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.13369667","-77.24640833","
,  
(39.13369667, -77.24640833)"
"DD5644002W","220031125","Rockville Police Departme","Property Damage Crash","2022-07-19T18:45:00.000","No","Municipality","0.11","West","South","3",,"3","West","0","FEET","LEVEL","No","HALPINE RD","Maryland (State)","ROCKVILLE PIKE",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.06182117","-77.1240405","
,  
(39.06182117, -77.1240405)"
"DD5540001Y","220031120","Rockville Police Departme","Injury Crash","2022-07-19T18:13:00.000","No","Municipality","0.512","North","West","1",,"1","North","0","FEET","LEVEL","No","FALLSGROVE DR","Unknown","ENT TO APARTMENTS",,"N/A","PEDESTRIAN","DRIVER","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED","NONE DETECTED","PEDESTRIAN","N/A","N/A","INTERSECTION","T-INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.07429441","-77.13723376","
,  
(39.07429441, -77.13723376)"
"MCP30590086","220031107","Montgomery County Police","Property Damage Crash","2022-07-19T17:01:00.000","No","County","0.87","South","North","1",,"2","North","0.37","MILE","HILL UPHILL","No","GATEWAY CENTER DR","Other Public Roadway","SHAWNEE LA",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"PARKED VEHICLE","N/A","N/A","NON INTERSECTION","N/A",,"CURVE RIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.22905333","-77.280225","
,  
(39.22905333, -77.280225)"
"MCP30590084","220031092","Montgomery County Police","Injury Crash","2022-07-19T16:20:00.000","No","Maryland (State)","26.4","North","North","1",,"2","South","0","FEET","LEVEL","No","FREDERICK RD","Unknown","HYATTSTOWN VFD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","SIGN SUPPORT POLE","INTERSECTION RELATED","T-INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.28012167","-77.31481","
,  
(39.28012167, -77.31481)"
"MCP1048005W","220031186","Montgomery County Police","Property Damage Crash","2022-07-19T16:19:00.000","No","Maryland (State)","4.13","North","North","1",,"2","South","100","FEET","LEVEL","No","MONTGOMERY VILLAGE AVE","Unknown","SPUR TO LOST KNIFE RD",,"N/A",,"DRIVER","SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.26190152","-77.11786651","
,  
(39.26190152, -77.11786651)"
"MCP219800BV","220031084","Montgomery County Police","Property Damage Crash","2022-07-19T16:12:00.000","No","County","2.83","North","East","1",,"3","North","50","FEET","LEVEL","No","SHADY GROVE RD","Ramp","RAMP 8 FR RAMP 5 TO SHADY GROVE RD",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","N/A","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"OTHER VEHICLE","N/A","CURB","N/A","T-INTERSECTION","ON RAMP EXIT AREA","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.112335","-77.18689333","
,  
(39.112335, -77.18689333)"
"DD5540001X","220031080","Rockville Police Departme","Injury Crash","2022-07-19T15:55:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT 1683 ROCKVILLE PIKE",,"PEDESTRIAN","DRIVER","SINGLE VEHICLE","CLEAR",,"DAYLIGHT","NO CONTROLS","NONE DETECTED","NONE DETECTED","PEDESTRIAN","N/A","N/A",,,,,,,"39.07429441","-77.13723376","
,  
(39.07429441, -77.13723376)"
"MCP3232002X","220031071","Montgomery County Police","Injury Crash","2022-07-19T15:05:00.000","No","County","0.84","North","South","1",,"1","South","200","FEET","LEVEL","No","FAIRLAND RD","County","TAMARACK RD",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.07777283","-76.97735283","
,  
(39.07777283, -76.97735283)"
"MCP289200CH","220031091","Montgomery County Police","Property Damage Crash","2022-07-19T14:35:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"8818 GEORGIA AVENUE SILVER SPRING, MD 20910

PARKING LOT",,,"DRIVER","OTHER","CLEAR",,"DAYLIGHT","N/A","N/A",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.00047","-77.03348","
,  
(39.00047, -77.03348)"
"MCP31130046","220031035","Montgomery County Police","Property Damage Crash","2022-07-19T13:00:00.000","No","US (State)","5.11","North","North","1",,"3","North","50","FEET","LEVEL","No","COLUMBIA PIKE","County","STEWART LA",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION",,"STRAIGHT","N/A","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.046605","-76.986725","
,  
(39.046605, -76.986725)"
"MCP3201002T","220031043","Montgomery County Police","Injury Crash","2022-07-19T12:59:00.000","No","Maryland (State)","5.07","North","South","3",,"3","North","0","FEET","LEVEL","No","GREAT SENECA HWY","County","MATENY RD",,"N/A","PEDESTRIAN","NONMOTORIST","OTHER","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED","NONE DETECTED","PEDESTRIAN","N/A","N/A","INTERSECTION","T-INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.14614317","-77.274504","
,  
(39.14614317, -77.274504)"
"DD56520011","220031025","Rockville Police Departme","Property Damage Crash","2022-07-19T11:06:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"1488 ROCKVILLE PIKE PARKING LOT",,,"DRIVER","OPPOSITE DIRECTION SIDESWIPE","CLEAR",,"DAYLIGHT","NO CONTROLS","NONE DETECTED",,"PARKED VEHICLE","N/A","N/A",,,,,,,"39.06592667","-77.126326","
,  
(39.06592667, -77.126326)"
"MCP24980029","220032634","Montgomery County Police","Property Damage Crash","2022-07-19T10:36:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"IN PARKING LOT OF 20500 SENECA MEADOWS PARKWAY, GERMANTOWN MARYLAND 20876",,,"DRIVER","OTHER","UNKNOWN",,"DAYLIGHT","NO CONTROLS","N/A",,"PARKED VEHICLE","N/A","N/A",,,,,,,"39.19795333","-77.2586","
,  
(39.19795333, -77.2586)"
"MCP32060024","220031010","Montgomery County Police","Property Damage Crash","2022-07-19T10:30:00.000","No","County","0.3","West","East","1",,"1","East","50","FEET","LEVEL","No","QUEBEC ST","County","RUATAN ST",,"N/A","OTHER","DRIVER","OPPOSITE DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED","N/A","OTHER OBJECT","N/A","OTHER","NON INTERSECTION","N/A","OTHER","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","38.999831","-76.98935667","
,  
(38.999831, -76.98935667)"
"MCP1260000Q","220031007","Montgomery County Police","Property Damage Crash","2022-07-19T10:02:00.000","No","County","7.21","South","South","1",,"2","North","1","MILE","LEVEL","No","PEACH TREE RD","County","WHITES STORE RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OFF ROAD","OVERTURN","FENCE","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.19514","-77.37574","
,  
(39.19514, -77.37574)"
"DD56520010","220030999","Rockville Police Departme","Injury Crash","2022-07-19T09:55:00.000","No","Municipality","0.81","East","South","1",,"1","East","0","FEET","LEVEL","No","MARYLAND AVE","Maryland (State)","E JEFFERSON ST",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.083319","-77.151056","
,  
(39.083319, -77.151056)"
"MCP3055003M","220030995","Montgomery County Police","Injury Crash","2022-07-19T09:18:00.000","No","Maryland (State)","5.58","North","South","3",,"3","North","0","FEET","LEVEL","No","GEORGIA AVE","County","HATHAWAY DR",,"N/A",,"DRIVER","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.06848833","-77.0615","
,  
(39.06848833, -77.0615)"
"MCP31230048","220030991","Montgomery County Police","Injury Crash","2022-07-19T09:02:00.000","No","Maryland (State)","3.53","East","North","1",,"2","West","250","FEET","LEVEL","No","MUNCASTER MILL RD","County","AVERY PARK DR",,"N/A",,"DRIVER","SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","NO CONTROLS","N/A",,"OTHER VEHICLE","OFF ROAD","N/A","INTERSECTION RELATED","T-INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.12368262","-77.11539402","
,  
(39.12368262, -77.11539402)"
"MCP2940005Z","220030987","Montgomery County Police","Injury Crash","2022-07-19T08:35:00.000","No","County","1.76","North","North","2",,"2","North","0","FEET","LEVEL","No","FERNWOOD RD","Unknown","SPUR FR DEMOCRACY BLVD",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.02409883","-77.13556333","
,  
(39.02409883, -77.13556333)"
"MCP9404003Y","220030986","Montgomery County Police","Injury Crash","2022-07-19T08:22:00.000","No","Maryland (State)","12.79","North","North","4",,"4","North","0","FEET","LEVEL","No","FREDERICK RD","Municipality","ONEILL DR",,"GAITHERSBURG",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.12416","-77.17987167","
,  
(39.12416, -77.17987167)"
