"license_number","city","zip","date_filed","date_closed","type_of_case","type_of_complaint","case_disposition","geolocation"
"41273","SILVER SPRING","20906","2021-03-24T00:00:00.000","2021-07-27T00:00:00.000","OLTA-TSF","Security Deposit","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41278","SILVER SPRING","20902","2021-03-24T00:00:00.000","2022-08-17T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41274","GAITHERSBURG","20878","2021-03-24T00:00:00.000","2021-03-25T00:00:00.000","OLTA-TMF","Security Deposit","No jurisdiction","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"41277","SILVER SPRING","20901","2021-03-24T00:00:00.000","2021-11-05T00:00:00.000","OLTA-TMF","Fee","Other- no communication from tenant","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41270","SILVER SPRING","20904","2021-03-19T00:00:00.000","2021-07-21T00:00:00.000","OLTA-TSF","Security Deposit","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41272","MONTGOMERY VILLAGE","20886","2021-03-19T00:00:00.000","2021-04-22T00:00:00.000","OLTA-TMF","Maintenance- General","Other- no communication from tenant","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41265","BETHESDA","20814","2021-03-17T00:00:00.000","2021-06-24T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
BETHESDA,  20814
(39.003061, -77.102949)"
"41264","TAKOMA PARK","20912","2021-03-17T00:00:00.000","2021-04-27T00:00:00.000","OLTA-TSF","Security Deposit","Acceptable explanation","
TAKOMA PARK,  20912
(38.982019, -77.000534)"
"41268","GERMANTOWN","20874","2021-03-17T00:00:00.000","2021-04-13T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41271","SILVER SPRING","20910","2021-03-17T00:00:00.000","2021-05-22T00:00:00.000","OLTA-TMF","Maintenance- General","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41266","GAITHERSBURG","20879","2021-03-17T00:00:00.000","2021-03-17T00:00:00.000","OLTA-TMF","Rent Increase","Complaint withdrawn","
GAITHERSBURG,  20879
(39.169098, -77.182742)"
"41267","SILVER SPRING","20910","2021-03-17T00:00:00.000","2021-06-29T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41261","SILVER SPRING","20906","2021-03-12T00:00:00.000","2021-08-25T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41259","BETHESDA","20817","2021-03-12T00:00:00.000","2021-03-12T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
BETHESDA,  20817
(38.998099, -77.143306)"
"41256","ROCKVILLE","20852","2021-03-12T00:00:00.000","2021-06-30T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Acceptable explanation","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41258","ROCKVILLE","20852","2021-03-12T00:00:00.000","2021-09-21T00:00:00.000","OLTA-TMF","Security Deposit","Refund/Rent Credit","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41260","SILVER SPRING","20906","2021-03-12T00:00:00.000","2022-01-03T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41263","GERMANTOWN","20876","2021-03-12T00:00:00.000","2021-05-07T00:00:00.000","OLTA-TMF","Lease Agreement","Service performed or corrected","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41289","GAITHERSBURG","20878","2021-03-12T00:00:00.000","2021-04-07T00:00:00.000","OLTA-TSF","Eviction","Dismissed by Landlord-Tenant Commission","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"41262","CABIN JOHN","20818","2021-03-12T00:00:00.000","2022-03-02T00:00:00.000","OLTA-TSF","Security Deposit","Referred to Landlord-Tenant Commission","
CABIN JOHN,  20818
(38.974934, -77.161414)"
"41253","BETHESDA","20814","2021-03-10T00:00:00.000","2021-05-18T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
BETHESDA,  20814
(39.003061, -77.102949)"
"41255","SILVER SPRING","20902","2021-03-10T00:00:00.000","2021-04-14T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41254","BETHESDA","20814","2021-03-10T00:00:00.000","2021-03-17T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
BETHESDA,  20814
(39.003061, -77.102949)"
"41251","SILVER SPRING","20902","2021-03-10T00:00:00.000","2021-03-12T00:00:00.000","OLTA-TMF","Harassment","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41252","SILVER SPRING","20904","2021-03-10T00:00:00.000","2021-03-25T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41248","CLARKSBURG","20871","2021-03-05T00:00:00.000","2021-03-09T00:00:00.000","OLTA-LSF","Security Deposit","Referred to a MD State Government agency","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41250","SILVER SPRING","20906","2021-03-05T00:00:00.000","2021-03-05T00:00:00.000","OLTA-TSF","Retaliatory Eviction","Complaint withdrawn","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41247","SILVER SPRING","20904","2021-03-05T00:00:00.000","2021-04-06T00:00:00.000","OLTA-TMF","Security Deposit","Dismissed by Landlord-Tenant Commission","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41249","SILVER SPRING","20902","2021-03-05T00:00:00.000","2021-04-15T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Settlement Agreement","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41245","BETHESDA","20814","2021-03-03T00:00:00.000","2021-04-18T00:00:00.000","OLTA-TMF","Quit and Vacate","Acceptable explanation","
BETHESDA,  20814
(39.003061, -77.102949)"
"41243","ROCKVILLE","20852","2021-03-03T00:00:00.000","2021-04-28T00:00:00.000","OLTA-TSF","Security Deposit","Complaint withdrawn","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41246","ROCKVILLE","20852","2021-03-03T00:00:00.000","2021-04-23T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41244","MONTGOMERY VILLAGE","20886","2021-03-03T00:00:00.000","2021-03-11T00:00:00.000","OLTA-TMF","Security Deposit","Complaint withdrawn","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41240","MONTGOMERY VILLAGE","20886","2021-03-03T00:00:00.000","2021-03-17T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Complaint withdrawn","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41241","SILVER SPRING","20906","2021-03-03T00:00:00.000","2021-11-22T00:00:00.000","OLTA-TSF","Lease Agreement-Early Termination","Service performed or corrected","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41242","SILVER SPRING","20902","2021-03-03T00:00:00.000","2021-03-11T00:00:00.000","OLTA-LSF","Quit and Vacate","Referred to a MD State Government agency","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41237","BETHESDA","20817","2021-02-26T00:00:00.000","2021-06-03T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
BETHESDA,  20817
(38.998099, -77.143306)"
"41233","GAITHERSBURG","20877","2021-02-26T00:00:00.000","2021-03-24T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41235","MONTGOMERY VILLAGE","20886","2021-02-26T00:00:00.000","2021-03-24T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Other- no communication from tenant","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41234","SILVER SPRING","20904","2021-02-26T00:00:00.000","2021-04-18T00:00:00.000","OLTA-TMF","Rent Increase","Lease provision honored","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41238","GERMANTOWN","20874","2021-02-26T00:00:00.000","2021-06-08T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41239","SILVER SPRING","20904","2021-02-26T00:00:00.000","2021-06-01T00:00:00.000","OLTA-TMF","Lease Agreement","Referred to Landlord-Tenant Commission","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41230","GERMANTOWN","20874","2021-02-24T00:00:00.000","2022-08-17T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41232","SILVER SPRING","20906","2021-02-24T00:00:00.000","2021-04-07T00:00:00.000","OLTA-TMF","Rent Increase","Service performed or corrected","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41231","SILVER SPRING","20904","2021-02-24T00:00:00.000","2021-07-25T00:00:00.000","OLTA-TMF","Maintenance- General","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41198","SILVER SPRING","20902","2021-02-23T00:00:00.000","2021-03-02T00:00:00.000","OLTA-TSF","Maintenance - Plumbing","Complaint noted for the record","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41228","TAKOMA PARK","20912","2021-02-22T00:00:00.000","2021-03-04T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
TAKOMA PARK,  20912
(38.982019, -77.000534)"
"41223","ASHTON","20861","2021-02-22T00:00:00.000","2021-02-22T00:00:00.000","OLTA-TSF","Maintenance - Plumbing","Complaint withdrawn","
ASHTON,  20861
(39.150823, -76.998411)"
"41225","SILVER SPRING","20902","2021-02-22T00:00:00.000","2022-07-06T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41227","SILVER SPRING","20906","2021-02-22T00:00:00.000","2021-04-07T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41226","SILVER SPRING","20902","2021-02-22T00:00:00.000","2022-08-16T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41224","GAITHERSBURG","20878","2021-02-22T00:00:00.000","2021-06-02T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"41202","SILVER SPRING","20903","2021-02-20T00:00:00.000","2021-02-19T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
SILVER SPRING,  20903
(39.016139, -76.982897)"
"41222","SILVER SPRING","20910","2021-02-17T00:00:00.000","2021-04-06T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41221","GERMANTOWN","20874","2021-02-17T00:00:00.000","2021-02-26T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41218","SILVER SPRING","20902","2021-02-17T00:00:00.000","2021-02-17T00:00:00.000","OLTA-TMF","Quit and Vacate","Complaint withdrawn","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41220","GERMANTOWN","20876","2021-02-17T00:00:00.000","2021-04-27T00:00:00.000","OLTA-TMF","Ratio Utility Billing","Acceptable explanation","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41213","SILVER SPRING","20910","2021-02-16T00:00:00.000","2021-03-25T00:00:00.000","OLTA-LSF","Failure to Pay Rent","Referred to a MD State Government agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41215","ROCKVILLE","20853","2021-02-16T00:00:00.000","2021-09-04T00:00:00.000","OLTA-TSF","Eviction","Acceptable explanation","
ROCKVILLE,  20853
(39.096485, -77.092945)"
"41216","BETHESDA","20817","2021-02-16T00:00:00.000","2021-11-22T00:00:00.000","OLTA-TMF","Fee","Refund/Rent Credit","
BETHESDA,  20817
(38.998099, -77.143306)"
"41217","SILVER SPRING","20910","2021-02-16T00:00:00.000","2021-03-31T00:00:00.000","OLTA-TMF","Quit and Vacate","Extended Tenancy","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41214","GAITHERSBURG","20879","2021-02-16T00:00:00.000","2021-03-03T00:00:00.000","OLTA-TSF","Maintenance- General","Refund/Rent Credit","
GAITHERSBURG,  20879
(39.169098, -77.182742)"
"41209","ROCKVILLE","20850","2021-02-12T00:00:00.000","2021-11-05T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
ROCKVILLE,  20850
(39.092462, -77.178614)"
"41207","SILVER SPRING","20902","2021-02-12T00:00:00.000","2021-03-15T00:00:00.000","OLTA-TMF","Maintenance- General","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41210","SILVER SPRING","20904","2021-02-12T00:00:00.000","2021-03-25T00:00:00.000","OLTA-LSF","Failure to Pay Rent","Referred to a MD State Government agency","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41208","GERMANTOWN","20874","2021-02-12T00:00:00.000","2022-05-25T00:00:00.000","OLTA-TMF","Fee","Complaint noted for the record","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41211","SILVER SPRING","20906","2021-02-12T00:00:00.000","2021-03-15T00:00:00.000","OLTA-TMF","Rent Increase","Refund/Rent Credit","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41212","BURTONSVILLE","20866","2021-02-12T00:00:00.000","2021-07-23T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
BURTONSVILLE,  20866
(39.103016, -76.935049)"
"41204","CLARKSBURG","20871","2021-02-10T00:00:00.000","2021-02-23T00:00:00.000","OLTA-TMF","Other-Miscellaneous","Service performed or corrected","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41203","SILVER SPRING","20904","2021-02-10T00:00:00.000","2021-04-22T00:00:00.000","OLTA-TMF","Rent Payment History","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41206","ROCKVILLE","20852","2021-02-10T00:00:00.000","2021-07-21T00:00:00.000","OLTA-TMF","Security Deposit","Refund/Rent Credit","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41199","SILVER SPRING","20906","2021-02-10T00:00:00.000","2021-02-10T00:00:00.000","OLTA-LSF","Failure to Pay Rent","No jurisdiction","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41200","GERMANTOWN","20874","2021-02-10T00:00:00.000","2021-07-06T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41201","ROCKVILLE","20852","2021-02-10T00:00:00.000","2021-02-22T00:00:00.000","OLTA-TMF","Harassment","No jurisdiction","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41195","POTOMAC","20854","2021-02-08T00:00:00.000","2021-02-12T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Acceptable explanation","
POTOMAC,  20854
(39.038266, -77.203413)"
"41196","SILVER SPRING","20910","2021-02-08T00:00:00.000","2022-08-16T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41194","BETHESDA","20814","2021-02-08T00:00:00.000","2021-03-04T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Refund (payments/deposits)","
BETHESDA,  20814
(39.003061, -77.102949)"
"41197","ROCKVILLE","20852","2021-02-08T00:00:00.000","2021-11-22T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Acceptable explanation","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41188","ROCKVILLE","20851","2021-02-05T00:00:00.000","2021-02-05T00:00:00.000","OLTA-TMF","Noise","Non-jurisdiction-Geographic Location","
ROCKVILLE,  20851
(39.07701, -77.123831)"
"41189","SILVER SPRING","20904","2021-02-05T00:00:00.000","2021-02-09T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41190","BURTONSVILLE","20866","2021-02-05T00:00:00.000","2021-09-07T00:00:00.000","OLTA-TSF","Security Deposit","Dismissed by Landlord-Tenant Commission","
BURTONSVILLE,  20866
(39.103016, -76.935049)"
"41191","SILVER SPRING","20910","2021-02-05T00:00:00.000","2021-02-07T00:00:00.000","OLTA-TMF","Maintenance - Hot/Cold Water","Refund/Rent Credit","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41192","CLARKSBURG","20871","2021-02-05T00:00:00.000","2021-02-17T00:00:00.000","OLTA-TSF","Maintenance- General","Referred to a Montgomery County Agency","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41193","ROCKVILLE","20855","2021-02-05T00:00:00.000","2021-10-14T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
ROCKVILLE,  20855
(39.134606, -77.141459)"
"41186","SILVER SPRING","20910","2021-02-03T00:00:00.000","2021-04-01T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41187","DAMASCUS","20872","2021-02-03T00:00:00.000","2021-08-26T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
DAMASCUS,  20872
(39.282424, -77.213985)"
"41180","SILVER SPRING","20901","2021-02-03T00:00:00.000","2021-02-03T00:00:00.000","OLTA-TMF","Maintenance - Appliance","Duplicate Case","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41185","GERMANTOWN","20874","2021-02-03T00:00:00.000","2021-02-09T00:00:00.000","OLTA-TSF","Maintenance- General","Complaint noted for the record","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41184","GERMANTOWN","20876","2021-02-03T00:00:00.000","2021-04-08T00:00:00.000","OLTA-TMF","Maintenance - Mold/Mildew","Complaint withdrawn","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41182","SILVER SPRING","20906","2021-02-03T00:00:00.000","2021-02-23T00:00:00.000","OLTA-TMF","Rent Payment History","Complaint noted for the record","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41183","ROCKVILLE","20852","2021-02-03T00:00:00.000","2021-02-08T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41181","GAITHERSBURG","20879","2021-02-03T00:00:00.000","2021-02-09T00:00:00.000","OLTA-TSF","Lease Agreement","Acceptable explanation","
GAITHERSBURG,  20879
(39.169098, -77.182742)"
"41179","SILVER SPRING","20906","2021-01-29T00:00:00.000","2021-02-24T00:00:00.000","OLTA-LSF","Failure to Pay Rent","No jurisdiction","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41178","GAITHERSBURG","20877","2021-01-29T00:00:00.000","2021-02-04T00:00:00.000","OLTA-TSF","Security Deposit","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41177","SILVER SPRING","20910","2021-01-29T00:00:00.000","2021-02-05T00:00:00.000","OLTA-TMF","Maintenance - Hot/Cold Water","Complaint withdrawn","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41176","GERMANTOWN","20874","2021-01-27T00:00:00.000","2021-01-28T00:00:00.000","OLTA-LSF","Failure to Pay Rent","Referred to a MD State Government agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41170","SILVER SPRING","20906","2021-01-27T00:00:00.000","2021-01-27T00:00:00.000","OLTA-TMF","Eviction","Non-jurisdiction-Room Rental","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41175","SILVER SPRING","20910","2021-01-27T00:00:00.000","2021-03-03T00:00:00.000","OLTA-TMF","Eviction","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41173","BETHESDA","20814","2021-01-27T00:00:00.000","2021-02-17T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Lease provision honored","
BETHESDA,  20814
(39.003061, -77.102949)"
"41172","GERMANTOWN","20874","2021-01-27T00:00:00.000","2021-02-17T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41174","GERMANTOWN","20874","2021-01-27T00:00:00.000","2021-02-08T00:00:00.000","OLTA-LSF","Failure to Pay Rent","Referred to a MD State Government agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41171","SILVER SPRING","20910","2021-01-27T00:00:00.000","2021-05-05T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41169","TAKOMA PARK","20912","2021-01-27T00:00:00.000","2021-02-04T00:00:00.000","OLTA-TMF","Security Deposit","Non-jurisdiction-Geographic Location","
TAKOMA PARK,  20912
(38.982019, -77.000534)"
"41161","SILVER SPRING","20906","2021-01-22T00:00:00.000","2021-03-12T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41165","CHEVY CHASE","20815","2021-01-22T00:00:00.000","2021-04-21T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
CHEVY CHASE,  20815
(38.982537, -77.079131)"
"41166","SILVER SPRING","20904","2021-01-22T00:00:00.000","2021-01-29T00:00:00.000","OLTA-TMF","Maintenance - Electrical","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41167","ROCKVILLE","20852","2021-01-22T00:00:00.000","2021-02-04T00:00:00.000","OLTA-TMF","Security Deposit","Complaint withdrawn","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41168","ROCKVILLE","20852","2021-01-22T00:00:00.000","2022-01-04T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41162","SILVER SPRING","20910","2021-01-22T00:00:00.000","2021-03-02T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Other- no communication from tenant","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41164","SILVER SPRING","20910","2021-01-22T00:00:00.000","2021-02-22T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Lease provision honored","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41163","ROCKVILLE","20850","2021-01-22T00:00:00.000","2021-05-31T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Refund (payments/deposits)","
ROCKVILLE,  20850
(39.092462, -77.178614)"
"41160","BETHESDA","20814","2021-01-20T00:00:00.000","2021-04-01T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
BETHESDA,  20814
(39.003061, -77.102949)"
"41158","SILVER SPRING","20910","2021-01-20T00:00:00.000","2021-02-24T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Refund/Rent Credit","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41159","MONTGOMERY VILLAGE","20886","2021-01-20T00:00:00.000","2021-02-10T00:00:00.000","OLTA-TMF","Security Deposit","Service performed or corrected","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41156","BETHESDA","20817","2021-01-19T00:00:00.000","2021-11-05T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
BETHESDA,  20817
(38.998099, -77.143306)"
"41148","SILVER SPRING","20904","2021-01-19T00:00:00.000","2021-01-27T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41152","BROOKEVILLE","20833","2021-01-19T00:00:00.000","2021-02-02T00:00:00.000","OLTA-LSF","Security Deposit","Referred to a MD State Government agency","
BROOKEVILLE,  20833
(39.194543, -77.056053)"
"41151","DAMASCUS","20872","2021-01-19T00:00:00.000","2021-10-23T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
DAMASCUS,  20872
(39.282424, -77.213985)"
"41150","ROCKVILLE","20850","2021-01-19T00:00:00.000","2021-01-20T00:00:00.000","OLTA-TMF","Noise","Non-jurisdiction-Geographic Location","
ROCKVILLE,  20850
(39.092462, -77.178614)"
"41155","SILVER SPRING","20904","2021-01-19T00:00:00.000","2021-10-23T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41153","GAITHERSBURG","20877","2021-01-19T00:00:00.000","2021-01-30T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41149","BETHESDA","20816","2021-01-19T00:00:00.000","2021-11-02T00:00:00.000","OLTA-TMF","Security Deposit","Referred to Landlord-Tenant Commission","
BETHESDA,  20816
(38.958638, -77.115455)"
"41154","SILVER SPRING","20901","2021-01-19T00:00:00.000","2021-01-23T00:00:00.000","OLTA-TMF","Maintenance - Mold/Mildew","Refer to Code Enforcement","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41141","SILVER SPRING","20910","2021-01-08T00:00:00.000","2021-03-09T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41147","SILVER SPRING","20906","2021-01-08T00:00:00.000","2021-01-26T00:00:00.000","OLTA-TMF","Noise","Service performed or corrected","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41146","CLARKSBURG","20871","2021-01-08T00:00:00.000","2021-01-12T00:00:00.000","OLTA-LSF","Eviction","Other referral (private attorney/legal aid/etc.)","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41144","TAKOMA PARK","20912","2021-01-08T00:00:00.000","2021-01-08T00:00:00.000","OLTA-TMF","Maintenance- General","Non-jurisdiction-Geographic Location","
TAKOMA PARK,  20912
(38.982019, -77.000534)"
"41143","GERMANTOWN","20874","2021-01-08T00:00:00.000","2021-02-08T00:00:00.000","OLTA-LSF","Lease Agreement","Referred to a MD State Government agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41145","TAKOMA PARK","20912","2021-01-08T00:00:00.000","2021-01-11T00:00:00.000","OLTA-TMF","Rent Increase","No jurisdiction","
TAKOMA PARK,  20912
(38.982019, -77.000534)"
"41137","SILVER SPRING","20904","2021-01-06T00:00:00.000","2021-03-03T00:00:00.000","OLTA-TMF","Security Deposit","Refund/Rent Credit","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41139","GERMANTOWN","20874","2021-01-06T00:00:00.000","2021-02-24T00:00:00.000","OLTA-TMF","Noise","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41140","ROCKVILLE","20850","2021-01-06T00:00:00.000","2021-02-03T00:00:00.000","OLTA-TSF","Security Deposit","Non-jurisdiction-Geographic Location","
ROCKVILLE,  20850
(39.092462, -77.178614)"
"41138","GERMANTOWN","20876","2021-01-06T00:00:00.000","2021-02-17T00:00:00.000","OLTA-TSF","Security Deposit","No jurisdiction","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41136","ROCKVILLE","20852","2021-01-06T00:00:00.000","2021-06-10T00:00:00.000","OLTA-TMF","Fee","Legal Action Filed","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41135","SILVER SPRING","20904","2020-12-31T00:00:00.000","2021-01-26T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
