Date of Complaint,Date of Closure,Street,City,State,ZIP,Cable Provider,Billing,Service,Internet,Telephone Answering Time,Reception,Construction,Marketing,Installation,Cable Service Availability,Cable Line Related,Telephone Service,Other,Type,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities
07/13/2016,07/13/2013,Mertford Street,Kensington,MD,20895,Inquiry,,,,,,,,,,,1,,Complaint,"Mertford Street
Kensington, MD 20895",,,,,
07/13/2016,07/18/2016,Coral Grove Terrace,Germantown,MD,20874,Verizon,,,,,,1,,,,,,,Complaint,"Coral Grove Terrace
Germantown, MD 20874",,,,,
07/13/2016,07/14/2016,,,MD,20854,Comcast,,,,,,,,,,1,,,Complaint,"MD 20854
(39.038266, -77.203413)",1,1,20,53,1
07/13/2016,07/15/2016,,,MD,20854,Comcast,,,,,,,,,,1,,,Complaint,"MD 20854
(39.038266, -77.203413)",1,1,20,53,1
07/14/2016,07/15/2016,Mapleview Drive,Silver Spring,MD,20902,Comcast,,,,,,,,,,,1,,Complaint,"Mapleview Drive
Silver Spring, MD 20902",,,,,
07/14/2016,07/14/2016,Carriage Walk Circle,Gaithersburg,MD,20879,Comcast,1,,,,,,,,,,,,Complaint,"Carriage Walk Circle
Gaithersburg, MD 20879",,,,,
07/14/2016,07/18/2016,Bailiwick Terrace,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Bailiwick Terrace
Germantown, MD 20874",,,,,
07/14/2016,12/31/2017,,,MD,20817,Comcast,,,,,,,,,,1,,,Complaint,"MD 20817
(38.998099, -77.143306)",1,1,12,103,1
07/15/2016,07/15/2016,Hartsbourne Drive,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Hartsbourne Drive
Germantown, MD 20874",,,,,
07/15/2016,07/19/2016,Marie Court,Silver Spring,MD,20904,Comcast,,,,,,,,,,,1,,Complaint,"Marie Court
Silver Spring, MD 20904",,,,,
07/15/2016,07/19/2016,Hewitt Avenue,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Hewitt Avenue
Silver Spring, MD 20906",,,,,
07/15/2016,07/19/2016,Grant Avenue,Takoma Park,MD,20912,Comcast,1,,,,,,,,,,,,Complaint,"Grant Avenue
Takoma Park, MD 20912",,,,,
07/15/2016,08/01/2016,Crestwood Road,Kensington,MD,20895,Verizon,,,,,1,,,,,,,,Complaint,"Crestwood Road
Kensington, MD 20895",,,,,
07/18/2016,08/03/2016,Clifton Spring Court,Olney,MD,20832,Comcast,,,,,,1,,,,,,,Complaint,"Clifton Spring Court
Olney, MD 20832",,,,,
07/18/2016,07/20/2016,Nicholson Lane,Rockville,MD,20852,Comcast,1,,,,1,,,,,,,,Complaint,"Nicholson Lane
Rockville, MD 20852",,,,,
07/18/2016,07/28/2016,Reserve Champion Drive,Rockville,MD,20850,Comcast,,,1,,,,,,,,,,Complaint,"Reserve Champion Drive
Rockville, MD 20850",,,,,
07/18/2016,07/18/2016,Pierce Drive,Silver Spring,MD,20901,Comcast,,,,,,,,,,1,,,Complaint,"Pierce Drive
Silver Spring, MD 20901",,,,,
07/18/2016,07/27/2016,Mannakee Place,Kensington,MD,20895,Comcast,,,,,,,,1,,,,,Complaint,"Mannakee Place
Kensington, MD 20895",,,,,
07/18/2016,07/19/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
07/20/2016,07/20/2016,Father Hurley Blvd,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Father Hurley Blvd
Germantown, MD 20874",,,,,
07/20/2016,07/20/2016,,,MD,20832,Comcast,,,,,,1,,,,,,,Complaint,"MD 20832
(39.152328, -77.073205)",4,4,58,100,1
07/21/2016,07/26/2016,Tildenwood Drive,Rockville,MD,20852,Verizon,,1,,,,,,1,,,,,Complaint,"Tildenwood Drive
Rockville, MD 20852",,,,,
07/21/2016,07/25/2016,Farmgate Lane,Silver Spring,MD,20905,Verizon,,,,,,,,,,1,,,Complaint,"Farmgate Lane
Silver Spring, MD 20905",,,,,
07/21/2016,07/27/2016,Hillsboro Drive,Silver Spring,MD,20902,Verizon,1,,,,,,,,,,,,Complaint,"Hillsboro Drive
Silver Spring, MD 20902",,,,,
07/21/2016,07/25/2016,2nd Avenue,Silver Spring,MD,20910,Comcast,,,,,,,,,,,,1,Complaint,"2nd Avenue
Silver Spring, MD 20910",,,,,
07/21/2016,07/29/2016,Kinsman View Circle,Silver Spring,MD,20901,Verizon,,,,,,,1,1,,,,,Complaint,"Kinsman View Circle
Silver Spring, MD 20901",,,,,
07/21/2016,07/22/2016,Arbor View Road,Silver Spring,MD,20902,Verizon,1,,,,,,,,,,,,Complaint,"Arbor View Road
Silver Spring, MD 20902",,,,,
07/22/2016,07/26/2016,Maple Avenue,Chevy Chase,MD,20815,Verizon,,,,,,,,,,1,,,Complaint,"Maple Avenue
Chevy Chase, MD 20815",,,,,
07/22/2016,07/27/2016,Mountain Quail Road,Silver Spring,MD,20901,Comcast,,,,,1,,,,,,,,Complaint,"Mountain Quail Road
Silver Spring, MD 20901",,,,,
07/22/2016,08/01/2016,Silver Spring Avenue,Silver Spring,MD,20910,Comcast,,,,,,,,1,,,,,Complaint,"Silver Spring Avenue
Silver Spring, MD 20910",,,,,
07/22/2016,07/22/2016,Fidler Lane,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Fidler Lane
Silver Spring, MD 20910",,,,,
07/22/2016,07/25/2016,Montrose Avenue,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Montrose Avenue
Bethesda, MD 20814",,,,,
07/25/2016,07/28/2016,Baileys Court,Silver Spring,MD,20906,Comcast,,,,,1,,,,,,,,Complaint,"Baileys Court
Silver Spring, MD 20906",,,,,
07/25/2016,07/29/2016,Veterans Plaza,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Veterans Plaza
Silver Spring, MD 20910",,,,,
07/25/2016,07/25/2016,Haviland Mill Road,Brookeville,MD,20833,Comcast,,,,,,,,,,,1,,Complaint,"Haviland Mill Road
Brookeville, MD 20833",,,,,
07/25/2016,07/26/2016,Kemp Mill Road,Silver Spring,MD,20902,Verizon,,1,,,,,,,,,,,Complaint,"Kemp Mill Road
Silver Spring, MD 20902",,,,,
07/25/2016,08/04/2016,Maryland Avenue,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Maryland Avenue
Rockville, MD 20850",,,,,
07/25/2016,07/25/2016,Flower Hill Court,Gaithersburg,MD,20879,Verizon,,,,,,,,,,1,,,Complaint,"Flower Hill Court
Gaithersburg, MD 20879",,,,,
07/25/2016,08/19/2016,David Drive,Silver Spring,MD,20904,Verizon,1,,,,,,,,,,,,Complaint,"David Drive
Silver Spring, MD 20904",,,,,
07/25/2016,07/25/2016,Wellesley Circle,Glen Echo,MD,20812,Comcast,,,,,,,,,,,,,Complaint,"Wellesley Circle
Glen Echo, MD 20812",,,,,
07/27/2016,07/27/2016,,,MD,,Inquiry,,1,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
07/27/2016,07/27/2016,Indigo Road,Silver Spring,MD,20906,Comcast,,,,,1,,,,,,,,Complaint,"Indigo Road
Silver Spring, MD 20906",,,,,
07/27/2016,07/30/2016,Ross Road,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Ross Road
Silver Spring, MD 20910",,,,,
07/27/2016,08/03/2016,Hannans Way,Rockville,MD,20853,Verizon,,,1,,1,,,,,,1,,Complaint,"Hannans Way
Rockville, MD 20853",,,,,
07/27/2016,07/29/2016,Regalwood Terrace,Burtonsville,MD,20866,Verizon,,,,,,,,,,,,1,Complaint,"Regalwood Terrace
Burtonsville, MD 20866",,,,,
07/28/2016,08/03/2016,Shremor Drive,Rockville,MD,20855,Comcast,,,,,1,,,,,,,,Complaint,"Shremor Drive
Rockville, MD 20855",,,,,
07/28/2016,07/28/2016,Bunchberry Court,Gaithersburg,MD,20878,Comcast,,,,,,,,,,,1,,Complaint,"Bunchberry Court
Gaithersburg, MD 20878",,,,,
07/28/2016,07/30/2016,,,MD,20850,Comcast,,,,,,,,,,1,,,Complaint,"MD 20850
(39.092462, -77.178614)",3,3,25,71,12
07/29/2016,07/29/2016,Ednor Road,Silver Spring,MD,20905,Inquiry,1,,,,,,,,,,,,Complaint,"Ednor Road
Silver Spring, MD 20905",,,,,
07/29/2016,08/01/2016,Village Square Terrace,Rockville,MD,20852,Comcast,,,,,,,1,,,,,,Complaint,"Village Square Terrace
Rockville, MD 20852",,,,,
07/29/2016,07/29/2016,Thayer Avenue,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Thayer Avenue
Silver Spring, MD 20910",,,,,
07/29/2016,07/29/2016,Newbold Drive,Bethesda,MD,20817,Comcast,,1,1,,1,,,,,,,,Complaint,"Newbold Drive
Bethesda, MD 20817",,,,,
08/01/2016,08/03/2016,Georgia Avenue,Silver Spring,MD,20902,Verizon,1,,,,,,,,,,,,Complaint,"Georgia Avenue
Silver Spring, MD 20902",,,,,
08/01/2016,08/01/2016,Old Field Drive,Kensington,MD,20895,Inquiry,1,,,,,,,,,,,,Complaint,"Old Field Drive
Kensington, MD 20895",,,,,
08/01/2016,08/22/2016,Lions Crest Way,Gaithersburg,MD,20879,Verizon,1,,,,,,,,,,,,Complaint,"Lions Crest Way
Gaithersburg, MD 20879",,,,,
08/01/2016,08/05/2016,Randolph Road,Silver Spring,MD,20904,Verizon,,,,,,,,,,1,,,Complaint,"Randolph Road
Silver Spring, MD 20904",,,,,
08/01/2016,08/05/2016,Connecticut Avenue,Kensington,MD,20895,Verizon,,,,,,,,,,1,,,Complaint,"Connecticut Avenue
Kensington, MD 20895",,,,,
08/01/2016,08/05/2016,Afternoon Lane,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Afternoon Lane
Germantown, MD 20874",,,,,
08/01/2016,08/02/2016,Walden Road,Silver Spring,MD,20901,Verizon,,1,,,,,,,,,,,Complaint,"Walden Road
Silver Spring, MD 20901",,,,,
08/02/2016,08/09/2016,Swansong Way,Bethesda,MD,20817,Verizon,,,,,,,,,,1,,,Complaint,"Swansong Way
Bethesda, MD 20817",,,,,
08/02/2016,08/09/2016,Boyd Avenue,Takoma Park,MD,20912,Comcast,,,1,,,,,,,,,,Complaint,"Boyd Avenue
Takoma Park, MD 20912",,,,,
08/02/2016,08/05/2016,Horseshoe Lane,Potomac,MD,20854,Verizon,1,,,,,,,,,,,,Complaint,"Horseshoe Lane
Potomac, MD 20854",,,,,
08/03/2016,08/05/2016,Bogan Court,Potomac,MD,20854,Comcast,,1,,,,,,,,,,,Complaint,"Bogan Court
Potomac, MD 20854",,,,,
08/03/2016,08/04/2016,Lisa Drive,Rockville,MD,20855,Comcast,,1,,,,,,,,,,,Complaint,"Lisa Drive
Rockville, MD 20855",,,,,
08/03/2016,08/11/2016,Lee Avenue,Takoma Park,MD,20912,Comcast,,,,,,,,,,1,,,Complaint,"Lee Avenue
Takoma Park, MD 20912",,,,,
08/03/2016,08/03/2016,Montauk Avenue,Bethesda,MD,20817,Verizon,,,,,,,,,,,1,,Complaint,"Montauk Avenue
Bethesda, MD 20817",,,,,
08/03/2016,08/03/2016,Lone Oak Drive,Bethesda,MD,20814,Inquiry,1,,,,,,,,,,,,Complaint,"Lone Oak Drive
Bethesda, MD 20814",,,,,
08/04/2016,08/05/2016,Tilford Way,Germantown,MD,20874,Verizon,,,,,,,,,,1,,,Complaint,"Tilford Way
Germantown, MD 20874",,,,,
08/04/2016,08/07/2016,Windrush Lane,Sandy Spring,MD,20860,Comcast,,1,,1,,,,,,,,,Complaint,"Windrush Lane
Sandy Spring, MD 20860",,,,,
08/05/2016,08/11/2016,Dunbrook Court,Montgomery Village,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Dunbrook Court
Montgomery Village, MD 20886",,,,,
08/05/2016,08/05/2016,Bauer Drive,Rockville,MD,20853,Inquiry,1,,,,,,,,,,,,Complaint,"Bauer Drive
Rockville, MD 20853",,,,,
08/05/2016,08/12/2016,Vandegrift Avenue,Rockville,MD,20851,Verizon,1,,,,,,,,,,,,Complaint,"Vandegrift Avenue
Rockville, MD 20851",,,,,
08/05/2016,08/05/2016,Rossmore Drive,Bethesda,MD,20814,Comcast,,,,,,,1,,,,,,Complaint,"Rossmore Drive
Bethesda, MD 20814",,,,,
08/05/2016,08/09/2016,Sesame Seed Court,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Sesame Seed Court
Germantown, MD 20874",,,,,
08/08/2016,08/23/2016,Mountain Gate Drive,Bethesda,MD,20817,Comcast,,,,,,,,,,1,,,Complaint,"Mountain Gate Drive
Bethesda, MD 20817",,,,,
08/08/2016,08/08/2016,Pleasant Gate Lane,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Pleasant Gate Lane
Potomac, MD 20854",,,,,
08/08/2016,08/08/2016,Darnestown Road,Boyds,MD,20841,Inquiry,,,,,,,,,1,,,,Complaint,"Darnestown Road
Boyds, MD 20841",,,,,
08/10/2016,08/12/2016,Ogden Road,Bethesda,MD,20816,Comcast,,1,,,,,,,,,,,Complaint,"Ogden Road
Bethesda, MD 20816",,,,,
08/10/2016,08/25/2016,Georgia Avenue,Silver Spring,MD,20906,Verizon,1,,,,,,,,,,,,Complaint,"Georgia Avenue
Silver Spring, MD 20906",,,,,
08/10/2016,08/18/2016,Rushworth Terrace,Germantown,MD,20874,Verizon,,,,,,,,,,,,1,Complaint,"Rushworth Terrace
Germantown, MD 20874",,,,,
08/10/2016,08/10/2016,Potomac Tennis Lane,Potomac,MD,20854,Inquiry,1,,,,,,,,,,,,Complaint,"Potomac Tennis Lane
Potomac, MD 20854",,,,,
08/10/2016,08/26/2016,Farnham Drive,Bethesda,MD,20814,Verizon,,1,,,,,,,,,,,Complaint,"Farnham Drive
Bethesda, MD 20814",,,,,
08/10/2016,08/10/2016,Glenhill Road,Silver Spring,MD,20904,Inquiry,1,,,,,,,,,,,,Complaint,"Glenhill Road
Silver Spring, MD 20904",,,,,
08/10/2016,08/10/2016,Herb Farm Drive,Bethesda,MD,20817,Inquiry,1,,,,,,,,,,,,Complaint,"Herb Farm Drive
Bethesda, MD 20817",,,,,
08/10/2016,10/24/2016,N Park Avenue,Chevy Chase,MD,20815,Verizon,1,,,,,,,,,,,,Complaint,"N Park Avenue
Chevy Chase, MD 20815",,,,,
08/10/2016,08/10/2016,Scottsbury Drive,Germantown,MD,20876,Inquiry,1,,,,,,,,,,,,Complaint,"Scottsbury Drive
Germantown, MD 20876",,,,,
08/10/2016,08/15/2016,Norbeck Road,Rockville,MD,20853,Verizon,1,,,,,,,,,,,,Complaint,"Norbeck Road
Rockville, MD 20853",,,,,
08/10/2016,08/10/2016,Greenwood Avenue,Takoma Park,MD,20912,RCN,1,,,,,,,,,,,,Complaint,"Greenwood Avenue
Takoma Park, MD 20912",,,,,
08/11/2016,08/12/2016,University Blvd,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"University Blvd
Silver Spring, MD 20902",,,,,
08/11/2016,08/11/2016,Pooks Hill Road,Bethesda,MD,20814,Comcast,,,,,1,,,,,,,,Complaint,"Pooks Hill Road
Bethesda, MD 20814",,,,,
08/11/2016,09/15/2016,Sundown Road,Gaithersburg,MD,20882,Comcast,,,,,,,,,1,,,,Complaint,"Sundown Road
Gaithersburg, MD 20882",,,,,
08/11/2016,08/18/2016,Infield Court,Potomac,MD,20854,Comcast,,1,,,,,,,,,,,Complaint,"Infield Court
Potomac, MD 20854",,,,,
08/12/2016,09/14/2016,Athania Street,Silver Spring,MD,20906,Verizon,1,,,,,,,,,,,,Complaint,"Athania Street
Silver Spring, MD 20906",,,,,
08/12/2016,08/22/2016,Brigadier Place,Damascus,MD,20872,Verizon,,,,,,,,,,1,,,Complaint,"Brigadier Place
Damascus, MD 20872",,,,,
08/12/2016,08/12/2016,Leonard Drive,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Leonard Drive
Silver Spring, MD 20910",,,,,
08/12/2016,08/16/2016,Muirfield Drive,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Muirfield Drive
Potomac, MD 20854",,,,,
08/12/2016,08/17/2016,Reed Farm Way,Gaithersburg,MD,20878,Comcast,,,,,,,,,,1,,,Complaint,"Reed Farm Way
Gaithersburg, MD 20878",,,,,
08/12/2016,08/24/2016,Sundown Road,Gaithersburg,MD,20882,Verizon,,,,,,,,,1,,,,Complaint,"Sundown Road
Gaithersburg, MD 20882",,,,,
08/15/2016,08/17/2016,Queen Elizabeth Drive,Olney,MD,20832,Comcast,1,,,,,,,,,,,,Complaint,"Queen Elizabeth Drive
Olney, MD 20832",,,,,
08/15/2016,08/21/2016,Debeck Drive,Rockville,MD,20851,Verizon,,,,,,,,,,1,,,Complaint,"Debeck Drive
Rockville, MD 20851",,,,,
08/15/2016,08/15/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
08/18/2016,08/23/2016,Staffordshire Place,Germantown,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"Staffordshire Place
Germantown, MD 20874",,,,,
08/18/2016,08/18/2016,Georgia Avenue,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Georgia Avenue
Silver Spring, MD 20906",,,,,
08/18/2016,08/18/2016,Little Fox Lane,Germantown,MD,20876,Comcast,1,,,,,,,,,,,,Complaint,"Little Fox Lane
Germantown, MD 20876",,,,,
08/18/2016,08/23/2016,Galveston Road,Silver Spring,MD,20910,Comcast,,,,,,,,,,1,,,Complaint,"Galveston Road
Silver Spring, MD 20910",,,,,
08/18/2016,08/19/2016,Bennington Lane,Silver Spring,MD,20910,Comcast,,,,,,,,,,1,,,Complaint,"Bennington Lane
Silver Spring, MD 20910",,,,,
08/18/2016,08/24/2016,East Halbert Road,Bethesda,MD,20817,Verizon,,,,,,,,,,,1,,Complaint,"East Halbert Road
Bethesda, MD 20817",,,,,
08/18/2016,08/18/2016,Waterway Drive,Rockville,MD,20853,Verizon,1,,,,,,,,,,,,Complaint,"Waterway Drive
Rockville, MD 20853",,,,,
08/18/2016,09/15/2016,Montgomery Village Avenue,Montgomery Village,MD,20886,Comcast,,,,,,,,,,1,,,Complaint,"Montgomery Village Avenue
Montgomery Village, MD 20886",,,,,
08/18/2016,08/18/2016,Glastonberry Road,Potomac,MD,20854,Verizon,1,,,,,,,,,,,,Complaint,"Glastonberry Road
Potomac, MD 20854",,,,,
08/18/2016,08/18/2016,Joiners Lane,Potomac,MD,20854,Comcast,,,,,,,,,,1,,,Complaint,"Joiners Lane
Potomac, MD 20854",,,,,
08/18/2016,08/22/2016,Chiswick Court,Silver Spring,MD,20906,Comcast,,,,,1,,,,,,,,Complaint,"Chiswick Court
Silver Spring, MD 20906",,,,,
08/19/2016,08/24/2016,Shepperton Terrace,Silver Spring,MD,20904,Comcast,,,,,,,,,,,,1,Complaint,"Shepperton Terrace
Silver Spring, MD 20904",,,,,
08/19/2016,08/26/2016,Shepperton Terrace,Silver Spring,MD,20904,Verizon,,,,,,,,,,,,1,Complaint,"Shepperton Terrace
Silver Spring, MD 20904",,,,,
08/19/2016,08/29/2016,Shepperton Terrace,Silver Spring,MD,20904,Verizon,,,,,,,,,,,,,Complaint,"Shepperton Terrace
Silver Spring, MD 20904",,,,,
08/19/2016,08/23/2016,Avonshire Drive,Silver Spring,MD,20904,Verizon,,,,,,,,,,,,1,Complaint,"Avonshire Drive
Silver Spring, MD 20904",,,,,
08/19/2016,08/23/2016,Avonshire Drive,Silver Spring,MD,20904,Verizon,,,,,,,,,,,,,Complaint,"Avonshire Drive
Silver Spring, MD 20904",,,,,
08/19/2016,09/09/2016,Plainfield Lane,Darnestown,MD,20874,Comcast,,1,,,,,,,,,,,Complaint,"Plainfield Lane
Darnestown, MD 20874",,,,,
08/19/2016,08/24/2016,Freedom Way,Rockville,MD,20853,Verizon,,,1,,,,,,,,,,Complaint,"Freedom Way
Rockville, MD 20853",,,,,
08/19/2016,08/22/2016,Village Square Terrace,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Village Square Terrace
Rockville, MD 20852",,,,,
08/19/2016,08/23/2016,,,MD,20853,Comcast,,,,,,,,,,,,1,Complaint,"MD 20853
(39.096485, -77.092945)",3,3,61,58,1
08/22/2016,08/23/2016,Regalwood Terrace,Burtonsville,MD,20866,Comcast,,,,,,,,,,1,,,Complaint,"Regalwood Terrace
Burtonsville, MD 20866",,,,,
08/22/2016,09/22/2016,N Leisure World Blvd,Silver Spring,MD,20906,Verizon,1,,,,,,,,,,,,Complaint,"N Leisure World Blvd
Silver Spring, MD 20906",,,,,
08/22/2016,09/01/2016,Bison Court,Silver Spring,MD,20906,Verizon,1,,,,,,,,,,,,Complaint,"Bison Court
Silver Spring, MD 20906",,,,,
08/22/2016,08/22/2016,Gretna Street,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Gretna Street
Bethesda, MD 20814",,,,,
08/22/2016,09/06/2016,Pooks Hill Road,Bethesda,MD,20814,Verizon,,,1,1,,,,,,,1,,Complaint,"Pooks Hill Road
Bethesda, MD 20814",,,,,
08/23/2016,10/31/2016,Heritage Hills Drive,Brookeville,MD,20833,Comcast,,,,,1,,,,,,,,Complaint,"Heritage Hills Drive
Brookeville, MD 20833",,,,,
08/23/2016,08/23/2016,Bishops Castle Drive,Olney,MD,20832,Comcast,,,,,,,,,,1,,,Complaint,"Bishops Castle Drive
Olney, MD 20832",,,,,
08/24/2016,08/26/2016,Silver Spring Avenue,Silver Spring,MD,20910,Comcast,,,,,,,,,,,,1,Complaint,"Silver Spring Avenue
Silver Spring, MD 20910",,,,,
08/24/2016,08/30/2016,Willard Avenue,Chevy Chase,MD,20815,Verizon,1,,,,,,,,,,,,Complaint,"Willard Avenue
Chevy Chase, MD 20815",,,,,
08/24/2016,08/24/2016,,,MD,,Inquiry,1,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
08/24/2016,08/24/2016,Stanton Avenue,Silver Spring,MD,20910,Inquiry,1,,,,,,,,,,,,Complaint,"Stanton Avenue
Silver Spring, MD 20910",,,,,
08/24/2016,08/24/2016,Connecticut Avenue,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Connecticut Avenue
Chevy Chase, MD 20815",,,,,
08/24/2016,08/25/2016,Bradley Lane,Chevy Chase,MD,20815,Comcast,,,,,1,,,,,,,,Complaint,"Bradley Lane
Chevy Chase, MD 20815",,,,,
08/25/2016,08/31/2016,Buckspark Lane,Potomac,MD,20854,Verizon,,,,,1,,,,,,,,Complaint,"Buckspark Lane
Potomac, MD 20854",,,,,
08/25/2016,08/25/2016,Jefferson Blvd,Frederick,MD,21703,Comcast,,,1,,,,,,,,,,Complaint,"Jefferson Blvd
Frederick, MD 21703",,,,,
08/25/2016,08/30/2016,Birchtree Lane,Silver Spring,MD,20906,Verizon,,,,,,,,,,,1,,Complaint,"Birchtree Lane
Silver Spring, MD 20906",,,,,
08/29/2016,09/09/2016,Beacon Hill Terrace,Gaithersburg,MD,20878,Verizon,1,,,,,,,,,,,,Complaint,"Beacon Hill Terrace
Gaithersburg, MD 20878",,,,,
08/29/2016,09/08/2016,Strathmore Avenue,Kensington,MD,20895,Comcast,,,,,,,,,,1,,,Complaint,"Strathmore Avenue
Kensington, MD 20895",,,,,
08/29/2016,08/31/2016,Scotch Bend Way,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Scotch Bend Way
Potomac, MD 20854",,,,,
08/29/2016,09/01/2016,Collingwood Terrace,Silver Spring,MD,20904,Comcast,,,,1,,,,,,1,,,Complaint,"Collingwood Terrace
Silver Spring, MD 20904",,,,,
08/29/2016,08/30/2016,Georgia Avenue,Silver Spring,MD,20910,RCN,1,,,,,,,,,,,,Complaint,"Georgia Avenue
Silver Spring, MD 20910",,,,,
08/29/2016,08/30/2016,Appleridge Place,Montgomery Village,MD,20886,Verizon,,,,,1,,,,,,,,Complaint,"Appleridge Place
Montgomery Village, MD 20886",,,,,
08/31/2016,08/31/2016,Rippling Brook Drive,Silver Spring,MD,20906,Comcast,,,,,,,1,,,,,,Complaint,"Rippling Brook Drive
Silver Spring, MD 20906",,,,,
08/31/2016,09/16/2016,Cobblestone Drive,Silver Spring,MD,20905,Verizon,,,,,,,,,,1,,,Complaint,"Cobblestone Drive
Silver Spring, MD 20905",,,,,
08/31/2016,09/07/2016,Cove Lane,Rockville,MD,20851,Comcast,1,,,,,,,,,,,,Complaint,"Cove Lane
Rockville, MD 20851",,,,,
08/31/2016,09/13/2016,Houston Avenue,Takoma Park,MD,20912,Comcast,1,,,,,,,,,,,,Complaint,"Houston Avenue
Takoma Park, MD 20912",,,,,
08/31/2016,08/31/2016,Golden Twigg Court,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Golden Twigg Court
Gaithersburg, MD 20878",,,,,
08/31/2016,09/07/2016,King Farm Blvd,Rockville,MD,20850,Verizon,,,1,,,,,,,,,,Complaint,"King Farm Blvd
Rockville, MD 20850",,,,,
08/31/2016,08/31/2016,School Drive,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"School Drive
Gaithersburg, MD 20878",,,,,
08/31/2016,09/02/2016,,,MD,20901,Comcast,,,,,,,,,,1,,,Complaint,"MD 20901
(39.020211, -77.009764)",5,5,13,21,1
09/01/2016,09/16/2016,Lakeside Overlook,Rockville,MD,20850,Verizon,1,,,,,,,,,,,,Complaint,"Lakeside Overlook
Rockville, MD 20850",,,,,
09/01/2016,09/12/2016,Scottsbury Drive,Germantown,MD,20876,Comcast,1,,,,,,,,,,,,Complaint,"Scottsbury Drive
Germantown, MD 20876",,,,,
09/02/2016,09/02/2016,Dunleith Place,North Potomac,MD,20878,Inquiry,1,,,,,,,,,,,,Complaint,"Dunleith Place
North Potomac, MD 20878",,,,,
09/02/2016,09/02/2016,Angelton Court,Burtonsville,MD,20866,Comcast,,,,,,,,,,1,,,Complaint,"Angelton Court
Burtonsville, MD 20866",,,,,
09/06/2016,09/06/2016,Spruce Avenue,Takoma Park,MD,20912,Inquiry,,,,,,,,,,,1,,Complaint,"Spruce Avenue
Takoma Park, MD 20912",,,,,
09/07/2016,09/12/2016,Bunchberry Court,Gaithersburg,MD,20878,Comcast,,,1,,,,,,,,,,Complaint,"Bunchberry Court
Gaithersburg, MD 20878",,,,,
09/07/2016,09/13/2016,N Meadow Fence Road,Montgomery Village,MD,20886,Verizon,,,,,,,,,,1,,,Complaint,"N Meadow Fence Road
Montgomery Village, MD 20886",,,,,
09/07/2016,09/08/2016,Princeville Court,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Princeville Court
Silver Spring, MD 20904",,,,,
09/07/2016,09/09/2016,Club House Road,Montgomery Village,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Club House Road
Montgomery Village, MD 20886",,,,,
09/07/2016,09/09/2016,Morning Light Terrace,Gaithersburg,MD,20878,Verizon,,,,,,,,,,1,,,Complaint,"Morning Light Terrace
Gaithersburg, MD 20878",,,,,
09/07/2016,09/08/2016,Warren Street,Silver Spring,MD,20910,Verizon,1,,,,,,,,,,,,Complaint,"Warren Street
Silver Spring, MD 20910",,,,,
09/08/2016,09/12/2016,Mt Pisgah Road,Silver Spring,MD,20903,Comcast,1,,,,,,,,,,,,Complaint,"Mt Pisgah Road
Silver Spring, MD 20903",,,,,
