"name","month","quarter","year","filing_frequency","due_date","taxable_amount","tax_due","interest","penalty","total_amount_due"
"A-TBC Bethesda Owner, LLC dba Doubletree Bethesda Hotel","4",,"2021","M","2021-05-31T00:00:00.000","166258.71","11638.1","0","0","11638.1"
"Hotel Tonight, LLC","4",,"2021","M","2021-05-31T00:00:00.000","29209.08","2044.63","0","0","2044.63"
"Rocket Travel Inc.","4",,"2021","M","2021-05-31T00:00:00.000","2344.57","164.11","0","0","164.11"
"Silver Hospitality Inc","4",,"2021","M","2021-05-31T00:00:00.000","118989.13","8329.23","0","0","8329.23"
"Rockville Hospitality, LLC","4",,"2021","M","2021-05-31T00:00:00.000","146238.68","10236.7","0","0","10236.7"
"Bethesda Marriott Suites #337P9","4",,"2021","M","2021-05-31T00:00:00.000","188509","13195.63","0","0","13195.63"
"Gaithersburg Operator, LLC","4",,"2021","M","2021-05-31T00:00:00.000","159582.2","11170.75","0","0","11170.75"
"EXTENDED STAY AMERICA #2504","4",,"2021","M","2021-05-31T00:00:00.000","54548.77","3818.41","0","0","3818.41"
"EXTENDED STAY AMERICA #9663","4",,"2021","M","2021-05-31T00:00:00.000","95356.67","6674.96","0","0","6674.96"
"Aramark Sports & Entertainment Services, LLC","4",,"2021","M","2021-05-31T00:00:00.000","969","67.83","0","0","67.83"
"Hampton Inn Silver Spring","4",,"2021","M","2021-05-31T00:00:00.000","108177.62","7572.43","0","0","7572.43"
"TMG II BETHESDA HOTEL OPERATING COMPANY LLC","4",,"2021","M","2021-05-31T00:00:00.000","389999.32","27299.95","0","0","27299.95"
"Airbnb Inc","4",,"2021","M","2021-05-31T00:00:00.000","916943.22","64186.02","0","0","64186.02"
"DHM Rockville LLC","4",,"2021","M","2021-05-31T00:00:00.000","192213.87","13454.97","0","0","13454.97"
"Priceline.com LLC","4",,"2021","M","2021-05-31T00:00:00.000","38683.19","2707.82","0","0","2707.82"
"Canopy by Hilton-Washington DC-North Bethesda","4",,"2021","M","2021-05-31T00:00:00.000","198854","13919.78","0","0","13919.78"
"Duball Rockville LLC dba Cambria Rockville","4",,"2021","M","2021-05-31T00:00:00.000","144362.41","10105.36","0","0","10105.36"
"Chevy Chase Club","4",,"2021","M","2021-05-31T00:00:00.000","48495","3394.65","0","0","3394.65"
"Residence Inn by Marriott Bethesda Downtown #57136","4",,"2021","M","2021-05-31T00:00:00.000","319746.71","22382.26","0","0","22382.26"
"AIL Hospitality LLC dba Sleep Inn Hotel","4",,"2021","M","2021-05-31T00:00:00.000","80223.73","5615.66","0","0","5615.66"
"Doubletree Hotel","4",,"2021","M","2021-05-31T00:00:00.000","0","0","0","0","0"
"RGALTD T/A Comfort Inn","4",,"2021","M","2021-05-31T00:00:00.000","97352","6814.64","0","0","6814.64"
"Courtyard by Marriott - Silver Spring Downtown","4",,"2021","M","2021-05-31T00:00:00.000","218490.55","15294.33","0","0","15294.33"
"Churchill Corporate Services Inc","4",,"2021","M","2021-05-31T00:00:00.000","0","0","0","0","0"
"Maryland National Capital Park & Planning Commission","4",,"2021","M","2021-05-31T00:00:00.000","1355.9","94.91","0","0","94.91"
"MAA","4",,"2021","M","2021-05-31T00:00:00.000","0","0","0","0","0"
"Bethesda North Marriott Hotel & Conference Center #337V9","4",,"2021","M","2021-05-31T00:00:00.000","0","0","0","0","0"
"TownePlace Suites at Gaithersburg","4",,"2021","M","2021-05-31T00:00:00.000","94318.71","6602.3","0","0","6602.3"
"Congressional Country Club","4",,"2021","M","2021-05-31T00:00:00.000","22690","1588.3","0","0","1588.3"
"Courtyard by Marriott Gaithersburg Washingtonian Center #311DQ","4",,"2021","M","2021-05-31T00:00:00.000","226286.14","15840.02","0","0","15840.02"
"ELSS LLC","4",,"2021","M","2021-05-31T00:00:00.000","125781.29","8804.69","0","0","8804.69"
"BEST WESTERN PLUS ROCKVILLE","4",,"2021","M","2021-05-31T00:00:00.000","95452.19","6681.65","0","0","6681.65"
"Bethesda Hotel Associates LLC","4",,"2021","M","2021-05-31T00:00:00.000","73134","5119.38","0","0","5119.38"
"Gaithersburg Marriott Washingtonian Center #337K6","4",,"2021","M","2021-05-31T00:00:00.000","241093.29","16876.53","0","0","16876.53"
"TripAdvisor LLC","4",,"2021","M","2021-05-31T00:00:00.000","0","0","0","0","0"
"HomeAway.com, Inc.","4",,"2021","M","2021-05-31T00:00:00.000","47009.85","3290.68","0","0","3290.68"
"Courtyard by Marriott Silver Spring #311F1","4",,"2021","M","2021-05-31T00:00:00.000","196687.29","13768.11","0","0","13768.11"
"Bethesda Marriott #33728","4",,"2021","M","2021-05-31T00:00:00.000","210683.43","14747.84","0","0","14747.84"
"Holiday Inn Express Germantown","4",,"2021","M","2021-05-31T00:00:00.000","176333.25","12343.32","0","0","12343.32"
"Bedford Court","3",,"2021","M","2021-04-30T00:00:00.000","0","0","0","0","0"
"Tusculum Farm Enterprises, LLC","3",,"2021","M","2021-04-30T00:00:00.000","6033.46","422.34","0","0","422.34"
"AIL Hospitality LLC dba Radisson Hotel","3",,"2021","M","2021-04-30T00:00:00.000","74868.9","5240.82","0","0","5240.82"
"Island Hospitality Management - Sheraton Rockville Hotel","3",,"2021","M","2021-04-30T00:00:00.000","30540","2137.8","0","0","2137.8"
"EXTENDED STAY AMERICA #9663","3",,"2021","M","2021-04-30T00:00:00.000","73679.58","5157.57","0","0","5157.57"
"A-TBC Bethesda Owner, LLC dba Doubletree Bethesda Hotel","3",,"2021","M","2021-04-30T00:00:00.000","158456","11091.92","0","0","11091.92"
"Hampton Inn & Suites","3",,"2021","M","2021-04-30T00:00:00.000","93745.16","6562.16","0","0","6562.16"
"HomeAway.com, Inc.","3",,"2021","M","2021-04-30T00:00:00.000","37144.54","2600.11","0","0","2600.11"
"TownePlace Suites at Gaithersburg","3",,"2021","M","2021-04-30T00:00:00.000","57029.15","3992.04","0","0","3992.04"
"Homewood Suites Silver Spring","3",,"2021","M","2021-04-30T00:00:00.000","139735.52","9781.48","0","0","9781.48"
"Gaithersburg Operator, LLC","3",,"2021","M","2021-04-30T00:00:00.000","121905.02","8533.35","0","0","8533.35"
"Courtyard by Marriott Gaithersburg Washingtonian Center #311DQ","3",,"2021","M","2021-04-30T00:00:00.000","195712","13699.84","0","0","13699.84"
"Sheraton Silver Spring Hotel","3",,"2021","M","2021-04-30T00:00:00.000","110927.22","7764.9","0","0","7764.9"
"EXTENDED STAY AMERICA #2528","3",,"2021","M","2021-04-30T00:00:00.000","64237.52","4496.62","0","0","4496.62"
"Priceline.com LLC","3",,"2021","M","2021-04-30T00:00:00.000","36504.65","2555.32","0","0","2555.32"
"EXTENDED STAY AMERICA #2504","3",,"2021","M","2021-04-30T00:00:00.000","43389.35","3037.25","0","0","3037.25"
"GAI Enterprises, LLC. DBA - Motel 6","3",,"2021","M","2021-04-30T00:00:00.000","160753.39","11252.73","0","0","11252.73"
"Hampshire Lodging Inc","3",,"2021","M","2021-04-30T00:00:00.000","164704.51","11529.31","0","0","11529.31"
"Airbnb Inc","3",,"2021","M","2021-04-30T00:00:00.000","899387.35","62957.11","0","0","62957.11"
"SpringHill Suites by Marriott Gaithersburg #196A3","3",,"2021","M","2021-04-30T00:00:00.000","95791.29","6705.39","0","0","6705.39"
"Bethesda Marriott #33728","3",,"2021","M","2021-04-30T00:00:00.000","155321.86","10872.53","0","0","10872.53"
"Courtyard by Marriott - Silver Spring Downtown","3",,"2021","M","2021-04-30T00:00:00.000","145444.62","10181.12","0","0","10181.12"
"RGALTD T/A Comfort Inn","3",,"2021","M","2021-04-30T00:00:00.000","88301.43","6181.1","0","0","6181.1"
"TripAdvisor LLC","3",,"2021","M","2021-04-30T00:00:00.000","1440.38","100.82","0","0","100.82"
"Rocket Travel Inc.","3",,"2021","M","2021-04-30T00:00:00.000","1595.42","111.67","0","0","111.67"
"Chevy Chase Club","3",,"2021","M","2021-04-30T00:00:00.000","21725","1520.75","0","0","1520.75"
"Duball Rockville LLC dba Cambria Rockville","3",,"2021","M","2021-04-30T00:00:00.000","117227.58","8205.93","0","0","8205.93"
"MAA","3",,"2021","M","2021-04-30T00:00:00.000","0","0","0","0","0"
"Courtyard by Marriott Bethesda/Chevy Chase","3",,"2021","M","2021-04-30T00:00:00.000","121242.28","8486.95","0","0","8486.95"
"Residence Inn by Marriott Bethesda Downtown #57136","3",,"2021","M","2021-04-30T00:00:00.000","247139.57","17299.76","0","0","17299.76"
"DHM Rockville LLC","3",,"2021","M","2021-04-30T00:00:00.000","167497.35","11724.81","0","0","11724.81"
"Island Hospitality Management LLC - Residence Inn Gaithersburg","3",,"2021","M","2021-04-30T00:00:00.000","56118.4","3928.28","0","0","3928.28"
"Bethesda Marriott Suites #337P9","3",,"2021","M","2021-04-30T00:00:00.000","151493.57","10604.54","0","0","10604.54"
"Rockville Hospitality, LLC","3",,"2021","M","2021-04-30T00:00:00.000","135097.56","9456.82","0","0","9456.82"
"Courtyard by Marriott Silver Spring #311F1","3",,"2021","M","2021-04-30T00:00:00.000","136432.43","9550.27","0","0","9550.27"
"ELSS LLC","3",,"2021","M","2021-04-30T00:00:00.000","117493.43","8224.54","0","0","8224.54"
"BW RRI III","3",,"2021","M","2021-04-30T00:00:00.000","274264.73","19198.53","0","0","19198.53"
"Bethesda Hotel Associates LLC","3",,"2021","M","2021-04-30T00:00:00.000","82522.4","5776.56","0","0","5776.56"
"Hampton Inn Silver Spring","3",,"2021","M","2021-04-30T00:00:00.000","96851.01","6779.57","0","0","6779.57"
"EXTENDED STAY AMERICA #9662","3",,"2021","M","2021-04-30T00:00:00.000","59774.88","4184.24","0","0","4184.24"
"Maryland National Capital Park & Planning Commission","3",,"2021","M","2021-04-30T00:00:00.000","855","59.85","0","0","59.85"
"Global Serviced Apartments LLC","3",,"2021","M","2021-04-30T00:00:00.000","25046.69","1753.26","0","0","1753.26"
"Doubletree Hotel","3",,"2021","M","2021-04-30T00:00:00.000","0","0","0","0","0"
"EXTENDED STAY AMERICA #2529","3",,"2021","M","2021-04-30T00:00:00.000","36288.55","2540.19","0","0","2540.19"
"Gaithersburg Marriott Washingtonian Center #337K6","3",,"2021","M","2021-04-30T00:00:00.000","210604.86","14742.34","0","0","14742.34"
"Aramark Sports & Entertainment Services, LLC","3",,"2021","M","2021-04-30T00:00:00.000","1785","124.95","0","0","124.95"
"Congressional Country Club","3",,"2021","M","2021-04-30T00:00:00.000","11375","796.25","0","0","796.25"
"Hotel Tonight, LLC","3",,"2021","M","2021-04-30T00:00:00.000","20068.62","1404.8","0","0","1404.8"
"Courtyard by Marriott Rockville #311D1","3",,"2021","M","2021-04-30T00:00:00.000","114344.43","8004.11","0","0","8004.11"
"Canopy by Hilton-Washington DC-North Bethesda","3",,"2021","M","2021-04-30T00:00:00.000","159245","11147.15","0","0","11147.15"
"BEST WESTERN PLUS ROCKVILLE","3",,"2021","M","2021-04-30T00:00:00.000","73256","5127.92","0","0","5127.92"
"Fairfield Inn & Suites - Germantown","3",,"2021","M","2021-04-30T00:00:00.000","89411.35","6258.79","0","0","6258.79"
"Hilton Garden Inn Silver Spring","3",,"2021","M","2021-04-30T00:00:00.000","139507.51","9765.52","0","0","9765.52"
"TMG II BETHESDA HOTEL OPERATING COMPANY LLC","3",,"2021","M","2021-04-30T00:00:00.000","256795.97","17975.71","0","0","17975.71"
"American Inn Bethesda","3",,"2021","M","2021-04-30T00:00:00.000","41917.16","2934.2","0","0","2934.2"
"Churchill Corporate Services Inc","3",,"2021","M","2021-04-30T00:00:00.000","315","22.05","0","0","22.05"
"Holiday Inn Gaithersburg","3",,"2021","M","2021-04-30T00:00:00.000","0","0","0","0","0"
"Residence Inn by Marriott Silver Spring #57188","3",,"2021","M","2021-04-30T00:00:00.000","161701.29","11319.09","0","0","11319.09"
"Silver Hospitality Inc","3",,"2021","M","2021-04-30T00:00:00.000","96350.39","6744.52","0","0","6744.52"
"AIL Hospitality LLC dba Sleep Inn Hotel","3",,"2021","M","2021-04-30T00:00:00.000","83700.4","5859.02","0","0","5859.02"
"Holiday Inn Express Germantown","3",,"2021","M","2021-04-30T00:00:00.000","160763.51","11253.44","0","0","11253.44"
"Bethesda North Marriott Hotel & Conference Center #337V9","3",,"2021","M","2021-04-30T00:00:00.000","0","0","0","0","0"
"GAI Enterprises, LLC. DBA - Motel 6","2",,"2021","M","2021-03-31T00:00:00.000","114771.97","8034.03","0","0","8034.03"
"RGALTD T/A Comfort Inn","2",,"2021","M","2021-03-31T00:00:00.000","58412.14","4088.84","0","0","4088.84"
"Hampton Inn Silver Spring","2",,"2021","M","2021-03-31T00:00:00.000","54263.19","3798.42","0","0","3798.42"
"DHM Rockville LLC","2",,"2021","M","2021-03-31T00:00:00.000","112274.3","7859.2","0","0","7859.2"
"A-TBC Bethesda Owner, LLC dba Doubletree Bethesda Hotel","2",,"2021","M","2021-03-31T00:00:00.000","123187.86","8623.15","0","0","8623.15"
"EXTENDED STAY AMERICA #9662","2",,"2021","M","2021-03-31T00:00:00.000","62111.57","4347.8","0","0","4347.8"
"BEST WESTERN PLUS ROCKVILLE","2",,"2021","M","2021-03-31T00:00:00.000","77119.91","5398.39","0","0","5398.39"
"Island Hospitality Management - Sheraton Rockville Hotel","2",,"2021","M","2021-03-31T00:00:00.000","59090.26","4136.31","0","0","4136.31"
"Congressional Country Club","2",,"2021","M","2021-03-31T00:00:00.000","7425","519.75","0","0","519.75"
"Chevy Chase Club","2",,"2021","M","2021-03-31T00:00:00.000","12787.5","895.12","0","0","895.12"
"SpringHill Suites by Marriott Gaithersburg #196A3","2",,"2021","M","2021-03-31T00:00:00.000","73867.86","5170.75","0","0","5170.75"
"Hampshire Lodging Inc","2",,"2021","M","2021-03-31T00:00:00.000","131264.89","9188.54","0","0","9188.54"
"TMG II BETHESDA HOTEL OPERATING COMPANY LLC","2",,"2021","M","2021-03-31T00:00:00.000","201718.16","14120.27","0","0","14120.27"
"Courtyard by Marriott Rockville #311D1","2",,"2021","M","2021-03-31T00:00:00.000","89566.86","6269.68","0","0","6269.68"
"AIL Hospitality LLC dba Sleep Inn Hotel","2",,"2021","M","2021-03-31T00:00:00.000","57540.09","4027.8","0","0","4027.8"
"EXTENDED STAY AMERICA #2504","2",,"2021","M","2021-03-31T00:00:00.000","11415.8","799.1","0","0","799.1"
"Doubletree Hotel","2",,"2021","M","2021-03-31T00:00:00.000","0","0","0","0","0"
"Sheraton Silver Spring Hotel","2",,"2021","M","2021-03-31T00:00:00.000","80242.77","5616.99","0","0","5616.99"
"ELSS LLC","2",,"2021","M","2021-03-31T00:00:00.000","78106.43","5467.45","0","0","5467.45"
"Homewood Suites Silver Spring","2",,"2021","M","2021-03-31T00:00:00.000","71709.76","5019.68","0","0","5019.68"
"TownePlace Suites at Gaithersburg","2",,"2021","M","2021-03-31T00:00:00.000","39334.58","2753.42","0","0","2753.42"
"HomeAway.com, Inc.","2",,"2021","M","2021-03-31T00:00:00.000","20311.85","1421.82","0","0","1421.82"
"Global Serviced Apartments LLC","2",,"2021","M","2021-03-31T00:00:00.000","27027.08","1891.89","0","0","1891.89"
"Rockville Hospitality, LLC","2",,"2021","M","2021-03-31T00:00:00.000","106220.57","7435.43","0","0","7435.43"
"American Inn Bethesda","2",,"2021","M","2021-03-31T00:00:00.000","34161.54","2391.3","0","0","2391.3"
"Fairfield Inn & Suites - Germantown","2",,"2021","M","2021-03-31T00:00:00.000","65061.03","4554.27","0","0","4554.27"
"TripAdvisor LLC","2",,"2021","M","2021-03-31T00:00:00.000","0","0","0","0","0"
"EXTENDED STAY AMERICA #2528","2",,"2021","M","2021-03-31T00:00:00.000","32046.6","2243.26","0","0","2243.26"
"Bethesda Marriott #33728","2",,"2021","M","2021-03-31T00:00:00.000","81567.86","5709.75","0","0","5709.75"
"Silver Hospitality Inc","2",,"2021","M","2021-03-31T00:00:00.000","103613.33","7252.93","0","0","7252.93"
"Holiday Inn Express Germantown","2",,"2021","M","2021-03-31T00:00:00.000","124375.09","8706.25","0","0","8706.25"
"Hampton Inn & Suites","2",,"2021","M","2021-03-31T00:00:00.000","65710.43","4599.73","0","0","4599.73"
"Holiday Inn Gaithersburg","2",,"2021","M","2021-03-31T00:00:00.000","0","0","0","0","0"
"Courtyard by Marriott Gaithersburg Washingtonian Center #311DQ","2",,"2021","M","2021-03-31T00:00:00.000","129679.43","9077.56","0","0","9077.56"
"Gaithersburg Marriott Washingtonian Center #337K6","2",,"2021","M","2021-03-31T00:00:00.000","114974.71","8048.22","0","0","8048.22"
"Residence Inn by Marriott Silver Spring #57188","2",,"2021","M","2021-03-31T00:00:00.000","152145.57","10650.18","0","0","10650.18"
"Courtyard by Marriott Silver Spring #311F1","2",,"2021","M","2021-03-31T00:00:00.000","95577.86","6690.45","0","0","6690.45"
"Island Hospitality Management LLC - Residence Inn Gaithersburg","2",,"2021","M","2021-03-31T00:00:00.000","53748.7","3762.4","0","0","3762.4"
"EXTENDED STAY AMERICA #2529","2",,"2021","M","2021-03-31T00:00:00.000","29406.89","2058.48","0","0","2058.48"
"MAA","2",,"2021","M","2021-03-31T00:00:00.000","0","0","0","0","0"
"Airbnb Inc","2",,"2021","M","2021-03-31T00:00:00.000","562523.82","39376.66","0","0","39376.66"
"Bethesda North Marriott Hotel & Conference Center #337V9","2",,"2021","M","2021-03-31T00:00:00.000","0","0","0","0","0"
"AIL Hospitality LLC dba Radisson Hotel","2",,"2021","M","2021-03-31T00:00:00.000","60685.51","4247.98","0","0","4247.98"
"Churchill Corporate Services Inc","2",,"2021","M","2021-03-31T00:00:00.000","0","0","0","0","0"
"Courtyard by Marriott Bethesda/Chevy Chase","2",,"2021","M","2021-03-31T00:00:00.000","143094.35","10016.6","0","0","10016.6"
"Bedford Court","2",,"2021","M","2021-03-31T00:00:00.000","0","0","0","0","0"
"Canopy by Hilton-Washington DC-North Bethesda","2",,"2021","M","2021-03-31T00:00:00.000","104056.57","7283.95","0","0","7283.95"
"Courtyard by Marriott - Silver Spring Downtown","2",,"2021","M","2021-03-31T00:00:00.000","95904.74","6713.33","0","0","6713.33"
"Residence Inn by Marriott Bethesda Downtown #57136","2",,"2021","M","2021-03-31T00:00:00.000","160034.29","11202.4","0","0","11202.4"
"Priceline.com LLC","2",,"2021","M","2021-03-31T00:00:00.000","31809.17","2226.64","0","0","2226.64"
"Bethesda Marriott Suites #337P9","2",,"2021","M","2021-03-31T00:00:00.000","115063.71","8054.45","0","0","8054.45"
"Hotel Tonight, LLC","2",,"2021","M","2021-03-31T00:00:00.000","15246.36","1067.24","0","0","1067.24"
"BW RRI III","2",,"2021","M","2021-03-31T00:00:00.000","223990.08","15679.3","0","0","15679.3"
"Hilton Garden Inn Silver Spring","2",,"2021","M","2021-03-31T00:00:00.000","112727.5","7890.92","0","0","7890.92"
"Duball Rockville LLC dba Cambria Rockville","2",,"2021","M","2021-03-31T00:00:00.000","117648.89","8235.42","0","0","8235.42"
"Tusculum Farm Enterprises, LLC","2",,"2021","M","2021-03-31T00:00:00.000","14370","1005.9","0","0","1005.9"
"Bethesda Hotel Associates LLC","2",,"2021","M","2021-03-31T00:00:00.000","79982.59","5598.78","0","0","5598.78"
"Gaithersburg Operator, LLC","2",,"2021","M","2021-03-31T00:00:00.000","79623.1","5573.61","0","0","5573.61"
"Maryland National Capital Park & Planning Commission","2",,"2021","M","2021-03-31T00:00:00.000","111.46","7.8","0","0","7.8"
"EXTENDED STAY AMERICA #9663","2",,"2021","M","2021-03-31T00:00:00.000","68767.47","4813.72","0","0","4813.72"
"Aramark Sports & Entertainment Services, LLC","2",,"2021","M","2021-03-31T00:00:00.000","765","53.55","0","0","53.55"
"Bedford Court","12",,"2021","M","2022-01-31T00:00:00.000","380","26.6","0","0","26.6"
"Tusculum Farm Enterprises, LLC","12",,"2021","M","2022-01-31T00:00:00.000","23328.01","1632.96","0","0","1632.96"
"Hampshire Lodging Inc","12",,"2021","M","2022-01-31T00:00:00.000","201070.72","14074.95","0","0","14074.95"
"EXTENDED STAY AMERICA #2529","12",,"2021","M","2022-01-31T00:00:00.000","55347.89","3874.35","0","0","3874.35"
"Gaithersburg Operator, LLC","12",,"2021","M","2022-01-31T00:00:00.000","245026","17151.82","0","0","17151.82"
"Airbnb Inc","12",,"2021","M","2022-01-31T00:00:00.000","683924.68","47874.72","0","0","47874.72"
"EXTENDED STAY AMERICA #9662","12",,"2021","M","2022-01-31T00:00:00.000","111884.03","7831.88","0","0","7831.88"
"MAA","12",,"2021","M","2022-01-31T00:00:00.000","0","0","0","0","0"
"Chevy Chase Club","12",,"2021","M","2022-01-31T00:00:00.000","59955","4196.85","0","0","4196.85"
"Holiday Inn Gaithersburg","12",,"2021","M","2022-01-31T00:00:00.000","0","0","0","0","0"
"Cambria Hotel Rockville","12",,"2021","M","2022-01-31T00:00:00.000","184575.46","12920.28","0","0","12920.28"
"Residence Inn by Marriott Bethesda Downtown #57136","12",,"2021","M","2022-01-31T00:00:00.000","354738.14","24831.66","0","0","24831.66"
"ELSS LLC","12",,"2021","M","2022-01-31T00:00:00.000","113927.57","7974.92","0","0","7974.92"
"American Inn Bethesda","12",,"2021","M","2022-01-31T00:00:00.000","67880.64","4751.64","0","0","4751.64"
"Fairfield Inn & Suites - Germantown","12",,"2021","M","2022-01-31T00:00:00.000","133250.72","9327.55","0","0","9327.55"
"BW RRI III","12",,"2021","M","2022-01-31T00:00:00.000","224151.08","15690.57","0","0","15690.57"
"Doubletree Hotel","12",,"2021","M","2022-01-31T00:00:00.000","281658.27","19716.07","0","0","19716.07"
"Maryland National Capital Park & Planning Commission","12",,"2021","M","2022-01-31T00:00:00.000","3055","213.85","0","0","213.85"
"Churchill Corporate Services Inc","12",,"2021","M","2022-01-31T00:00:00.000","0","0","0","0","0"
"TMG II BETHESDA HOTEL OPERATING COMPANY LLC","12",,"2021","M","2022-01-31T00:00:00.000","1499758.48","104983.09","0","0","104983.09"
"TownePlace Suites at Gaithersburg","12",,"2021","M","2022-01-31T00:00:00.000","89921.47","6294.5","0","0","6294.5"
"T-R 1775 Rockville Owner LLC dba Rockville Even Hotel","12",,"2021","M","2022-01-31T00:00:00.000","126079.38","8825.55","0","0","8825.55"
"Priceline.com LLC","12",,"2021","M","2022-01-31T00:00:00.000","46473.86","3253.17","0","0","3253.17"
"Courtyard by Marriott Bethesda/Chevy Chase","12",,"2021","M","2022-01-31T00:00:00.000","380685.86","26648.01","0","0","26648.01"
"Bethesda Hotel Associates LLC","12",,"2021","M","2022-01-31T00:00:00.000","301373.75","21096.16","0","0","21096.16"
"Congressional Country Club","12",,"2021","M","2022-01-31T00:00:00.000","39506.2","2765.43","0","0","2765.43"
"LCOF Silver Spring Operating, LLC","12",,"2021","M","2022-01-31T00:00:00.000","156866.97","10980.68","0","0","10980.68"
"Courtyard by Marriott Silver Spring #311F1","12",,"2021","M","2022-01-31T00:00:00.000","199645.43","13975.18","0","0","13975.18"
"Hampton Inn & Suites","12",,"2021","M","2022-01-31T00:00:00.000","145146.6","10160.26","0","0","10160.26"
"Residence Inn by Marriott Silver Spring #57188","12",,"2021","M","2022-01-31T00:00:00.000","234225","16395.75","0","0","16395.75"
"EXTENDED STAY AMERICA #2504","12",,"2021","M","2022-01-31T00:00:00.000","59998.28","4199.87","0","0","4199.87"
"AIL Hospitality LLC dba Radisson Hotel","12",,"2021","M","2022-01-31T00:00:00.000","76885.3","5381.97","0","0","5381.97"
"Canopy by Hilton-Washington DC-North Bethesda","12",,"2021","M","2022-01-31T00:00:00.000","418321","29282.47","0","0","29282.47"
"Rockville Hospitality, LLC","12",,"2021","M","2022-01-31T00:00:00.000","152912.79","10703.89","0","0","10703.89"
"Courtyard by Marriott Rockville #311D1","12",,"2021","M","2022-01-31T00:00:00.000","156039","10922.73","0","0","10922.73"
"EXTENDED STAY AMERICA #2528","12",,"2021","M","2022-01-31T00:00:00.000","84513.27","5915.92","0","0","5915.92"
"SpringHill Suites by Marriott Gaithersburg #196A3","12",,"2021","M","2022-01-31T00:00:00.000","196198.57","13733.89","0","0","13733.89"
"A-TBC Bethesda Owner, LLC dba Doubletree Bethesda Hotel","12",,"2021","M","2022-01-31T00:00:00.000","322824.29","22597.7","0","0","22597.7"
"Bethesda Marriott Suites #337P9","12",,"2021","M","2022-01-31T00:00:00.000","411789.43","28825.26","0","0","28825.26"
"Rocket Travel Inc.","12",,"2021","M","2022-01-31T00:00:00.000","3359.43","235.16","0","0","235.16"
"HomeAway.com, Inc.","12",,"2021","M","2022-01-31T00:00:00.000","63714.4","4460","0","0","4460"
"EXTENDED STAY AMERICA #9663","12",,"2021","M","2022-01-31T00:00:00.000","102212.64","7154.88","0","0","7154.88"
"Hilton Garden Inn Silver Spring","12",,"2021","M","2022-01-31T00:00:00.000","273512.11","19145.84","0","0","19145.84"
"RGALTD T/A Comfort Inn","12",,"2021","M","2022-01-31T00:00:00.000","136945.43","9586.18","0","0","9586.18"
"Silver Hospitality Inc","12",,"2021","M","2022-01-31T00:00:00.000","151169.05","10581.83","0","0","10581.83"
"Courtyard by Marriott - Silver Spring Downtown","12",,"2021","M","2022-01-31T00:00:00.000","278790.63","19515.34","0","0","19515.34"
"GAI Enterprises, LLC. DBA - Motel 6","12",,"2021","M","2022-01-31T00:00:00.000","182770.97","12793.96","0","0","12793.96"
"Aramark Sports & Entertainment Services, LLC","12",,"2021","M","2022-01-31T00:00:00.000","25310.86","1771.76","0","0","1771.76"
"DHM Rockville LLC","12",,"2021","M","2022-01-31T00:00:00.000","280232.77","19616.29","0","0","19616.29"
"Global Serviced Apartments LLC","12",,"2021","M","2022-01-31T00:00:00.000","32167.08","2251.69","0","0","2251.69"
"Bethesda North Marriott Hotel & Conference Center #337V9","12",,"2021","M","2022-01-31T00:00:00.000","424785","29734.95","0","0","29734.95"
"BEST WESTERN PLUS ROCKVILLE","12",,"2021","M","2022-01-31T00:00:00.000","127103.8","8897.26","0","0","8897.26"
"Gaithersburg Marriott Washingtonian Center #337K6","12",,"2021","M","2022-01-31T00:00:00.000","420822.57","29457.57","0","0","29457.57"
"Courtyard by Marriott Gaithersburg Washingtonian Center #311DQ","12",,"2021","M","2022-01-31T00:00:00.000","319608","22372.56","0","0","22372.56"
"Hotel Tonight, LLC","12",,"2021","M","2022-01-31T00:00:00.000","20677.05","1447.39","0","0","1447.39"
"AIL Hospitality LLC dba Sleep Inn Hotel","12",,"2021","M","2022-01-31T00:00:00.000","83050.26","5813.51","0","0","5813.51"
"Bethesda Marriott #33728","12",,"2021","M","2022-01-31T00:00:00.000","327373.43","22916.14","0","0","22916.14"
"Holiday Inn Express Germantown","12",,"2021","M","2022-01-31T00:00:00.000","228490.73","15994.35","0","0","15994.35"
"TripAdvisor LLC","12",,"2021","M","2022-01-31T00:00:00.000","0","0","0","0","0"
"Holiday Inn Gaithersburg","11",,"2021","M","2021-12-31T00:00:00.000","0","0","0","0","0"
"Priceline.com LLC","11",,"2021","M","2021-12-31T00:00:00.000","53558.76","3749.11","0","0","3749.11"
"Courtyard by Marriott Gaithersburg Washingtonian Center #311DQ","11",,"2021","M","2021-12-31T00:00:00.000","443314.29","31032","0","0","31032"
"Churchill Corporate Services Inc","11",,"2021","M","2021-12-31T00:00:00.000","1894","132.58","0","0","132.58"
"Hampton Inn & Suites","11",,"2021","M","2021-12-31T00:00:00.000","241640.38","16914.82","0","0","16914.82"
"Bedford Court","11",,"2021","M","2021-12-31T00:00:00.000","120","8.4","0","0","8.4"
"Courtyard by Marriott Bethesda/Chevy Chase","11",,"2021","M","2021-12-31T00:00:00.000","413392.46","28937.47","0","0","28937.47"
"SpringHill Suites by Marriott Gaithersburg #196A3","11",,"2021","M","2021-12-31T00:00:00.000","264919","18544.33","0","0","18544.33"
"Doubletree Hotel","11",,"2021","M","2021-12-31T00:00:00.000","372056.55","26043.95","0","0","26043.95"
