"licensetype","licenseno","issueddate","expiredate","applicant","additionalapplicant","organization","businessname","addr1","addr2","city","state","zip","telephone","geolocation"
"BUILDING CONTRACTORS LICENSE","BC229213","2022-04-07T09:04:14.000","2024-04-07T09:04:14.000","Citi Homes, LLC","Citi Homes, LLC",,,"4711 Rosedale Avenue",,"Bethesda","MD","20814","(240)876-4441","POINT (-77.095015 38.992724)"
"BUILDING CONTRACTORS LICENSE","BC2203","1998-09-17T12:09:00.000","2004-09-17T12:09:00.000","ROBERT HILLERSON","DUMONT OAKS CORP.","DUMONT OAKS CORPORATION",,"000801  WAYNE  AVENUE","SUITE 301","SILVER SPRING","MD","20910","(301)565-0886x","POINT (-77.022144 38.99696)"
"BUILDING CONTRACTORS LICENSE","BC229249","2022-05-11T03:05:38.000","2024-05-11T03:05:38.000","Dake Amenyah","Dake Amenyah",,,"12416 Veirs Mill Road",,,"MD","20906","(240)676-6288","POINT (-77.091299 39.060956)"
"BUILDING CONTRACTORS LICENSE","BC2926","1999-04-06T12:04:00.000","2001-04-06T12:04:00.000","ANDREW WEINBERG","T & A CONTRACTORS INC.","T & A CONTRACTORS, INC.",,"004512  SANDY SPRING  ROAD",,"BURTONSVILLE","MD","20866","(301)924-2111x","POINT (-76.917842 39.106239)"
"BUILDING CONTRACTORS LICENSE","BC0968","1992-12-12T12:12:00.000","1994-12-12T12:12:00.000","_ KEMBRIDO ASSOCIATES INC","KEMBRIDO ASSOCIATES INC",,,"001731  REDGATE FARMS  CT",,"ROCKVILLE","MD","20850",,"POINT (-77.130633 39.090101)"
"BUILDING CONTRACTORS LICENSE","BC3332","1998-03-05T12:03:00.000","2010-03-05T12:03:00.000","DAVID BERNSTEIN","BETHANY HOMES, INC.","BETHANY HOMES, INC.",,"3428 SHADY LANE",,"GLENWOOD","MD","21738","(301)370-1725x","POINT (-77.017946 39.275732)"
"BUILDING CONTRACTORS LICENSE","BC3749","2004-02-11T11:02:00.000","2012-02-11T12:02:00.000","JAMES WOLOHAN","WINDSOR CONSTRUCTION GROUP,INC","WINDSOR CONSTRUCTION GROUP,INC",,"406 GREAT FALLS ROAD",,"ROCKVILLE","MD","20850","(301)417-2700x","POINT (-77.160782 39.080753)"
"BUILDING CONTRACTORS LICENSE","BC0492","1993-02-01T12:02:00.000","1995-02-01T12:02:00.000","_ J H HISER CONSTRUCTION CO INC","J H HISER CONSTRUCTION CO INC",,,"6567 CLAGETT AVE",,"TRACYS LANDING","MD","20779","(301)855-5939x","POINT (-76.55607 38.74924)"
"BUILDING CONTRACTORS LICENSE","BC0268","1999-04-01T12:04:00.000","2023-04-01T12:04:00.000","_ MILLER AND SMITH HOMES, INC.","SMITH",,,"1960 Gallows Road","SUITE 200","Vienna","VA","22182","(703)821-2500x145","POINT (-77.226352 38.911329)"
"BUILDING CONTRACTORS LICENSE","BC3632","2001-10-02T11:10:00.000","2011-10-02T12:10:00.000","MARC SMITH","MAGNUM CONSTRUCTION, INC.","MAGNUM CONSTRUCTION, INC.",,"7215 BARNETT ROAD",,"BETHESDA","MD","20817","(301)907-0070x","POINT (-77.147663 39.013612)"
"BUILDING CONTRACTORS LICENSE","BC3455","1998-05-06T12:05:00.000","2010-05-06T12:05:00.000","LAWRENCE H. WEBB","JOHN LAING HOMES/WASH.DIVISION","JOHN LAING HOMES/WASH.DIVISION","WL HOMES, LLC T/A","19520 JAMBOREE ROAD,","SUITE 500","IRVINE","CA","92612","(949)265-2400x","POINT (-117.860934 33.659218)"
"BUILDING CONTRACTORS LICENSE","BC3400","1999-05-19T12:05:00.000","2011-05-19T12:05:00.000","ANTHONY CRANE","CRANE HOMES, LLC","CRANE HOMES, LLC",,"5405  BURLING  ROAD",,"BETHESDA","MD","20814","(301)656-5862x","POINT (-77.109399 38.980723)"
"BUILDING CONTRACTORS LICENSE","BC2751","1999-06-02T12:06:00.000","2005-06-02T12:06:00.000","NICK CAMPANILE","CAMPANILE","CAMPANILE CONST. CO., INC.",,"18400 NEW CUT ROAD",,"MOUNT AIRY","MD","21771","(301)831-5228x","POINT (-77.154872 39.322559)"
"BUILDING CONTRACTORS LICENSE","BC3197","1995-10-07T12:10:00.000","1997-10-07T12:10:00.000","_ HOMECROFT HOMES INC","HOMECROFT HOMES INC",,,"006111  DAVIS  RD",,"WOODBINE","MD","21797",,"POINT (-77.092789 39.405413)"
"BUILDING CONTRACTORS LICENSE","BC3680","2002-11-08T04:11:00.000","2008-11-08T12:11:00.000","TERRY PEAY","PEAY","AUGUSTINE HOMES",,"1615 M STREET, NW,","SUITE 850","WASHINGTON","DC","20036","(202)429-6900x","POINT (-77.037824 38.905649)"
"BUILDING CONTRACTORS LICENSE","BC2412","1995-01-01T12:01:00.000","1997-01-01T12:01:00.000","_ THERMOTECHNICS BUILDERS","THERMOTECHNICS BUILDERS",,,"007936  OLD GEORGETOWN  RD",,"BETHESDA","MD","20814",,"POINT (-77.10119 38.988937)"
"BUILDING CONTRACTORS LICENSE","BC3245","1996-08-15T12:08:00.000","2020-03-15T12:03:00.000","_ HAMCO, INC.","HAMCO, INC.","HAMCO, INC.",,"4949  SAINT ELMO AVENUE,","SUITE 200","BETHESDA","MD","20814","(301)657-8700x","POINT (-77.098589 38.987663)"
"BUILDING CONTRACTORS LICENSE","BC3214","1994-03-08T12:03:00.000","1996-03-08T12:03:00.000","_ N D C BUILDERS INC","N D C BUILDERS INC",,,"001700  KALORAMA  RDNW",,"WASHINGTON","DC","20009",,"POINT (-77.039383 38.921055)"
"BUILDING CONTRACTORS LICENSE","BC229206","2022-04-06T09:04:43.000","2024-04-06T09:04:43.000","4513 Windsor Lane LLC","4513 Windsor Lane LLC",,,"8750 Brookville Road",,"Silver Spring","MD","20910","(301)588-4747","POINT (-77.055674 38.999356)"
"BUILDING CONTRACTORS LICENSE","BC2673","1998-07-31T12:07:00.000","2006-07-31T12:07:00.000","CHARLES JENSEN","JENSEN BROTHERS CONTRACTORS IN","JENSEN BROTHERS CONTRACTORS,IN",,"16508  CREAMERY  ROAD",,"EMMITSBURG","MD","21727","(301)447-5857x","POINT (-77.319513 39.688137)"
"BUILDING CONTRACTORS LICENSE","BC3874","2006-05-03T09:05:00.000","2010-05-03T12:05:00.000","RICHARD MATNEY, SR.","MATNEY CONSTRUCTION SVCES.,INC","MATNEY CONSTRUCTION SVCES, INC",,"15416 LIBERTY ROAD",,"MT. AIRY","MD","21771","(301)854-4812x","POINT (-77.125766 39.462867)"
"BUILDING CONTRACTORS LICENSE","BC3496","1999-03-15T12:03:00.000","2001-03-15T12:03:00.000","TERRY MARSHALL","MARSHALL","TMC, INC.",,"6200  GRIFFITH  ROAD",,"LAYTONSVILLE","MD","20882","(301)208-2539x","POINT (-77.126139 39.228202)"
"BUILDING CONTRACTORS LICENSE","BC226403","2018-12-05T01:12:48.000","2020-12-05T01:12:48.000","Lybrook Builders, LLC","Lybrook Builders, LLC",,,"2000 Tower Oaks Blvd.","8th Floor","Rockville","MD","20852",,"POINT (-77.153935 39.066282)"
"BUILDING CONTRACTORS LICENSE","BC3025","1991-01-10T12:01:00.000","1993-01-10T12:01:00.000","_ W B DORMAN CONSTRUCTION INC","W B DORMAN CONSTRUCTION INC",,,"13 CLEVELAND  AVE",,"TAKOMA PARK","MD","20912","(301)587-7947x","POINT (-77.017058 38.981941)"
"BUILDING CONTRACTORS LICENSE","BC3952","2008-03-06T08:03:31.000","2020-03-06T12:03:00.000","_ BETHESDA TOO, LLC","BETHESDA TOO, LLC","BETHESDA TOO, LLC",,"5825 BRADLEY BLVD.",,"BETHESDA","MD","20814","(240)602-6118x","POINT (-77.11759 38.991126)"
"BUILDING CONTRACTORS LICENSE","BC3110","1998-05-11T12:05:00.000","2014-05-11T12:05:00.000","HENRY WANG","B & T CONSTRUCTION, INC.","B & T CONSTRUCTION, INC.",,"8906 TUCKERMAN LANE",,"POTOMAC","MD","20854","(301)343-2228x","POINT (-77.185201 39.04917)"
"BUILDING CONTRACTORS LICENSE","BC3838","2005-08-15T09:08:00.000","2023-08-15T12:08:00.000","_ TULACRO DEVELOPMENT, LLC","TULACRO DEVELOPMENT, LLC","TULACRO DEVELOPMENT, LLC",,"510 Avenleigh CT",,"Ashton","MD","20861","(301)455-8226x","POINT (-77.010927 39.137566)"
"BUILDING CONTRACTORS LICENSE","BC2269","1998-09-10T12:09:00.000","2020-09-11T12:09:00.000","_ PAGENSTECHER GROUP, INC.","PAGENSTECHER GROUP, INC.","PAGENSTECHER GROUP, INC.",,"10605 CONCORD STREET,","SUITE 1","KENSINGTON","MD","20895","(301)933-9305x","POINT (-77.074953 39.030527)"
"BUILDING CONTRACTORS LICENSE","BC227987","2020-10-01T11:10:31.000","2022-10-01T11:10:31.000","Detrick Avenue, LLC","Detrick Avenue, LLC",,,"10801 Fox Hunt Lane",,"Rockville","MD","20854","(301)641-5037","POINT (-77.221656 39.02212)"
"BUILDING CONTRACTORS LICENSE","BC3381","1999-03-11T12:03:00.000","2007-03-11T12:03:00.000","JOSEPH ZORC","ZORC","ZORC DEVELOPMENT, INC.",,"4904 NORBECK ROAD",,"ROCKVILLE","MD","20853","(301)657-6236x","POINT (-77.098656 39.09956)"
"BUILDING CONTRACTORS LICENSE","BC0800","1999-05-10T12:05:00.000","2013-05-10T12:05:00.000","STEPHEN FRITZ","FRITZ","CENTEX HOMES",,"3684 CENTERVIEW DRIVE,","SUITE 100","CHANTILLY","VA","20151","(703)679-1600x","POINT (-77.428374 38.9027)"
"BUILDING CONTRACTORS LICENSE","BC3938","2007-10-08T09:10:00.000","2009-10-08T12:10:00.000","SCOTT SCAVO","S2 BUILD","S2 BUILD","S2 BUILD, LLC, T/A","7942 CLUNY COURT,","SUITE Q","SPRINGFIELD","VA","22153","(703)644-6801x","POINT (-77.208291 38.7438)"
"BUILDING CONTRACTORS LICENSE","BC3470","1998-07-07T12:07:00.000","2004-07-07T12:07:00.000","ROBERT BRANDT","LAWRENCE N. BRANDT, INC.","LAWRENCE N. BRANDT, INC.",,"3201  NEW MEXICO AVENUE, NW.,","SUITE 300","WASHINGTON","DC","20016","(202)363-1100x","POINT (-77.085414 38.932727)"
"BUILDING CONTRACTORS LICENSE","BC3871","2006-05-02T03:05:47.000","2010-05-02T03:05:47.000","GERALD SMITH","G.L. SMITH ASSOCIATES, INC.","G.L.SMITH ASSOCIATES, INC.",,"2908 M STREET, NW",,"WASHINGTON","DC","20007","(202)333-8603x","POINT (-77.058413 38.905242)"
"BUILDING CONTRACTORS LICENSE","BC229235","2022-05-05T01:05:13.000","2024-05-05T01:05:13.000","Kajetan Malachowski","Kajetan Malachowski",,,"8205 Tomlinson Avenue",,"Bethesda","MD","20817","(301)661-8189","POINT (-77.167832 38.981074)"
"BUILDING CONTRACTORS LICENSE","BC3805","2005-02-02T02:02:59.000","2009-02-02T02:02:59.000","ROGER BLACK","BLACK","CHARLES BLACK CONST.CO., LLC",,"7820 B-1 PENN WESTERN CT.",,"UPPER MARLBORO","MD","20772","(301)568-5700x","POINT (-76.868879 38.833173)"
"BUILDING CONTRACTORS LICENSE","BC211601","2013-10-07T11:10:57.000","2019-10-07T11:10:57.000","_ MITCHELL BEST HOMES, LLC","MITCHELL BEST HOMES, LLC","MITCHELL BEST HOMES, LLC",,"1686 E. GUDE DRIVE",,"ROCKVILLE","MD","20850","(301)762-9511","POINT (-77.130846 39.092112)"
"BUILDING CONTRACTORS LICENSE","BC2612","1999-01-13T12:01:00.000","2019-01-13T12:01:00.000","_ FRONTIER CONSTRUCTION CO., INC.","FRONTIER CONSTRUCTION CO., INC.","FRONTIER CONSTRUCTION CO., INC",,"16505 Barnesville Road",,"Boyds","MD","20841","(301)231-7385x","POINT (-77.343714 39.208052)"
"BUILDING CONTRACTORS LICENSE","BC220662","2015-08-06T04:08:44.000","2019-08-06T04:08:44.000","_ JENKINS SERVICES, LLC","JENKINS SERVICES, LLC","JENKINS SERVICES, LLC",,"22980 SHAW ROAD",,"STERLING","VA","20166","(703)450-6580","POINT (-77.42373 38.980718)"
"BUILDING CONTRACTORS LICENSE","BC3314","1995-10-03T12:10:00.000","1997-10-03T12:10:00.000","_ ANDERSON WOLFF HOMES, INC.","ANDERSON WOLFF HOMES, INC.",,,"9505  SAYBROOK  AVE",,"SILVER SPRING","MD","20901",,"POINT (-77.009297 39.01079)"
"BUILDING CONTRACTORS LICENSE","BC205718","2012-10-09T04:10:34.000","2014-10-09T04:10:34.000","Edward Lonergan","Lonergan","LONERGAN HOMES, INC.",,"16912 Queen Anne Bridge Road",,"Mitchellville","MD","20716","(240)375-8221","POINT (-76.709735 38.914984)"
"BUILDING CONTRACTORS LICENSE","BC1006","1991-03-30T12:03:00.000","1993-03-30T12:03:00.000","_ HARKINS COMMERCIAL INC","HARKINS COMMERCIAL INC",,,"012301  OLD COLUMBIA  PIKE",,"SILVER SPRING","MD","20904",,"POINT (-76.970088 39.057955)"
"BUILDING CONTRACTORS LICENSE","BC3516","1999-07-13T12:07:00.000","2009-07-13T12:07:00.000","ANN HANDLER","HANDLER","OAK GROVE RESTORATION COMPANY",,"5815  RIGGS  ROAD",,"LAYTONSVILLE","MD","20882","(301)948-6412x","POINT (-77.122086 39.197795)"
"BUILDING CONTRACTORS LICENSE","BC3774","2004-07-14T08:07:16.000","2014-07-14T12:07:00.000","JOSEPH CONTE","CONTE","J & A BUILDERS, INC.",,"130 LUBRANO DRIVE,","SUITE 200","ANNAPOLIS","MD","21401","(301)261-8042x","POINT (-76.55211 38.986723)"
"BUILDING CONTRACTORS LICENSE","BC3077","1991-10-07T12:10:00.000","1993-10-07T12:10:00.000","_ C D S CONSTRUCTION CORP","C D S CONSTRUCTION CORP",,,"001612  GRACE CHURCH  RD",,"SILVER SPRING","MD","20910",,"POINT (-77.037597 39.005326)"
"BUILDING CONTRACTORS LICENSE","BC228381","2021-03-31T02:03:12.000","2023-03-31T02:03:12.000","_ EMILIO FREDERICK & DANIELLE FREDERICK","EMILIO FREDERICK & DANIELLE FREDERICK",,,"10431 Boswell Ln",,"Potomac","MD","20854","(410)245-0960","POINT (-77.21669 39.069635)"
"BUILDING CONTRACTORS LICENSE","BC3739","2003-11-04T03:11:00.000","2007-11-04T12:11:00.000","FRANK VALENTA,III","VALENTA,III","JV CARPENTRY, LLC",,"11214 ASHLEY DRIVE",,"ROCKVILLE","MD","20852","(301)816-9235x","POINT (-77.09332 39.040496)"
"BUILDING CONTRACTORS LICENSE","BC3892","2006-09-11T03:09:40.000","2008-09-11T03:09:40.000","ANTHONY CHMELIK","CHESKY CONSTRUCTION, INC.","CHESKY CONSTRUCTION, INC.",,"2941 GREEN VALLEY ROAD",,"IJAMSVILLE","MD","21754","(301)831-6354x","POINT (-77.296132 39.314825)"
"BUILDING CONTRACTORS LICENSE","BC3042","1999-05-10T12:05:00.000","2009-05-10T12:05:00.000","DALE THOMPSON","DALE THOMPSON BUILDERS, INC.","DALE THOMPSON BUILDERS, INC.",,"6300 WOODSIDE COURT","SUITE A","COLUMBIA","MD","21046","(410)995-6736x","POINT (-76.853217 39.196582)"
"BUILDING CONTRACTORS LICENSE","BC0236","1992-08-08T12:08:00.000","1994-08-08T12:08:00.000","_ E A BAKER CO INC","E A BAKER CO INC",,,"006482  SLIGO MILL  RD",,"TAKOMA PARK","MD","20912",,"POINT (-77.001359 38.968693)"
"BUILDING CONTRACTORS LICENSE","BC3689","2003-05-29T08:05:00.000","2005-05-29T12:05:00.000","GREGORY WILBY","CHESAPEAKE CUSTOM HOMES, LLC","CHESAPEAKE CUSTOM HOMES, LLC",,"6196 OXON HILL ROAD,","SUITE 340","OXON HILL","MD","20745","(301)567-1010x","POINT (-76.983212 38.804122)"
"BUILDING CONTRACTORS LICENSE","BC3765","2004-05-04T03:05:00.000","2010-05-04T12:05:00.000","CHRISTOPHER BARNES","BARNES","ASSET ONE CONSTRUCTION LLC",,"4733 BETHESDA AVENUE,","SUITE #340","BETHESDA","MD","20814","(301)652-0018x","POINT (-77.094237 38.981005)"
"BUILDING CONTRACTORS LICENSE","BC3250","1998-09-08T12:09:00.000","2024-05-01T12:05:00.000","_ WILLIAMSBURG GROUP, LLC","HARVEY","WILLIAMSBURG GROUP, LLC",,"5485 HARPERS FARM ROAD","SUITE 200","COLUMBIA","MD","21044","(410)997-8800x","POINT (-76.89011 39.221628)"
"BUILDING CONTRACTORS LICENSE","BC2698","1998-11-17T12:11:00.000","2002-11-17T12:11:00.000","ALAN KOROBKIN","KOROBKIN","SARATOGA CONSTRUCTION, CORP.",,"8510 HUNTER CREEK TRAIL",,"POTOMAC","MD","20854","(301)299-9275x","POINT (-77.174996 39.031751)"
"BUILDING CONTRACTORS LICENSE","BC3584","2000-11-15T08:11:00.000","2018-06-01T12:06:00.000","_ PREFERRED INVESTMENTS, LLC","MECHANIC","PREFERRED INVESTMENTS, LLC",,"21240 NEW HAMPSHIRE AVENUE",,"BROOKEVILLE","MD","20833","(301)370-4504x","POINT (-77.033683 39.205565)"
"BUILDING CONTRACTORS LICENSE","BC2169","1995-03-31T12:03:00.000","1997-03-31T12:03:00.000","_ RAM INC","RAM INC",,,"005705  CROMWELL  DR",,"BETHESDA","MD","20816",,"POINT (-77.117057 38.966289)"
"BUILDING CONTRACTORS LICENSE","BC3776","2004-07-14T10:07:05.000","2006-07-14T10:07:05.000","JEFFREY SARRIS","SARRIS","BETHESDA HOME IMPROVEMENT CORP",,"5608 ROOSEVELT STREET",,"BETHESDA","MD","20817","(301)512-9827","POINT (-77.114924 38.994894)"
"BUILDING CONTRACTORS LICENSE","BC228471","2021-05-04T03:05:29.000","2023-05-04T03:05:29.000","Gadistro Corp","Gadistro Corp",,,"12909 Glen Mill Road",,"Potomac","MD","20854","(240)687-0914","POINT (-77.213679 39.067648)"
"BUILDING CONTRACTORS LICENSE","BC3756","2004-04-06T02:04:08.000","2024-04-06T12:04:00.000","CHAMPION CONTRACTORS, INC.","PEREZ",,,"10138 KEYSVILLE ROAD",,"EMMITSBURG","MD","21727","(301)447-2744x","POINT (-77.312343 39.679778)"
"BUILDING CONTRACTORS LICENSE","BC3527","1999-10-11T03:10:00.000","2010-07-12T12:07:00.000","C. ALLAN WASCHAK","WASCHAK","ALLAN HOMES UNLIMITED, INC.",,"10260 OLD COLUMBIA ROAD",,"COLUMBIA","MD","21046","(410)381-1414x","POINT (-76.869507 39.177665)"
"BUILDING CONTRACTORS LICENSE","BC3447","1998-02-03T12:02:00.000","2001-02-12T12:02:00.000","MICHAEL DAVIS","FMT PROPERTIES, INC.","FMT PROPERTIES, INC.",,"4920 NIAGARA ROAD","SUITE 400","COLLEGE PARK","MD","20874","(301)330-8398x","POINT (-76.921275 39.017459)"
"BUILDING CONTRACTORS LICENSE","BC2334","1999-03-01T12:03:00.000","2005-03-01T12:03:00.000","J. MAURICE CARLISLE","J. MAURICE CARLISLE, INC.","J. MAURICE CARLISLE, INC.",,"19700  BARNESVILLE  ROAD",,"DICKERSON","MD","20842","(301)428-8599x","POINT (-77.411565 39.228053)"
"BUILDING CONTRACTORS LICENSE","BC2923","1999-04-06T12:04:00.000","2003-04-06T12:04:00.000","DELBERT LIU","LIU","D.G. LIU CONTRACTOR, INC.",,"25400  OLD HUNDRED  ROAD",,"DICKERSON","MD","20842","(301)831-8776x","POINT (-77.338807 39.272699)"
"BUILDING CONTRACTORS LICENSE","BC3670","2002-09-10T03:09:18.000","2010-09-10T03:09:18.000","JAMES OBRIEN","CHARTWELL BUILDERS","CHARTWELL BUILDERS, INC.","CHARTWELL BULDERS, INC. T/A","4415 STANFORD STREET",,"CHEVY CHASE","MD","20815","(301)907-6992x","POINT (-77.088652 38.978801)"
"BUILDING CONTRACTORS LICENSE","BC3758","2004-04-06T03:04:00.000","2024-04-06T12:04:00.000","_ TIMBERLAKE BUILDING AND RENOVATIONS, LLC","TIMBERLAKE BUILDING AND RENOVATIONS, LLC",,,"304 Harry S. Truman Parkway","SUITE M","ANNAPOLIS","MD","21401","(443)837-3131","POINT (-76.554944 38.974856)"
"BUILDING CONTRACTORS LICENSE","BC222777","2016-03-16T10:03:50.000","2022-03-16T10:03:50.000","_ DUBALL FAIRMONT, LLC","DUBALL FAIRMONT, LLC","DUBALL FAIRMONT, LLC",,"11710 Plaza America Drive, Suite1100",,"RESTON","VA","20190","(703)234-5633","POINT (-77.351247 38.952197)"
"BUILDING CONTRACTORS LICENSE","BC3870","2006-04-10T12:04:00.000","2014-04-10T12:04:00.000","CHRISTOPHER BROWN","BROWN","HARMONY BUILDERS, INC.",,"4228 COLUMBIA ROAD",,"ELLICOTT CITY","MD","21042","(410)461-0833x","POINT (-76.824841 39.255874)"
"BUILDING CONTRACTORS LICENSE","BC3496","1999-03-15T12:03:00.000","2001-03-15T12:03:00.000","TERRY MARSHALL","TMC, INC.","TMC, INC.",,"6200  GRIFFITH  ROAD",,"LAYTONSVILLE","MD","20882","(301)208-2539x","POINT (-77.126139 39.228202)"
"BUILDING CONTRACTORS LICENSE","BC213401","2014-03-10T11:03:22.000","2018-03-10T11:03:22.000","HORIZON BUILDERS OF MARYLAND, LLC","BOHN","HORIZON BUILDERS OF MD, LLC",,"2131 ESPEY COURT","SUITE 3","CROFTON,","MD","21114","(410)721-4877","POINT (-76.699179 38.989265)"
"BUILDING CONTRACTORS LICENSE","BC223189","2016-09-19T05:09:11.000","2018-09-19T05:09:11.000","HALCO BUILDERS OF MARYLAND INCORPORATED","STUART","HALCO BUILDERS OF MARYLAND,INC",,"12041 WETHERFIELD LANE",,"POTOMAC","MD","20854","(301)806-3009","POINT (-77.254395 39.054135)"
"BUILDING CONTRACTORS LICENSE","BC3606","2001-04-04T04:04:00.000","2005-04-04T12:04:00.000","CHARIS LAPAS","GP HOMES, LC","GP HOMES, LC",,"1920 L STREET, NW,","SUITE 310","WASHINGTON","DC","20036","(202)466-0004x","POINT (-77.044551 38.90373)"
"BUILDING CONTRACTORS LICENSE","BC3966","2008-09-10T08:09:00.000","2012-09-10T12:09:00.000","FARIS ALSAMARAI","MONARCH CONSTRUCTION SVCES.LLC","MONARCH CONSTRUCTION SVCES.LLC",,"6628 BYRNS PLACE",,"MCLEAN","VA","22101","(703)731-6975x","POINT (-77.171047 38.929596)"
"BUILDING CONTRACTORS LICENSE","BC2929","1993-04-26T12:04:00.000","1995-04-26T12:04:00.000","_ GARRETT DESIGN & CONSTRUCTION CO","GARRETT DESIGN & CONSTRUCTION",,"GARRETT DESIGN & CONSTRUCTION CO","012202  MIDDLE  RD",,"SILVER SPRING","MD","20906",,"POINT (-77.086748 39.056485)"
"BUILDING CONTRACTORS LICENSE","BC228577","2021-06-09T10:06:18.000","2023-06-09T10:06:18.000","Corey's Construction LLC","Corey's Construction LLC",,,"4760 Zane A. Miller Drive",,"Waynesboro","PA","17268","(301)991-6215","POINT (-77.620061 39.775444)"
"BUILDING CONTRACTORS LICENSE","BC224176","2017-11-13T02:11:38.000","2019-11-13T02:11:38.000","_ Sheridan Associates, Inc.","Sheridan Associates, Inc.",,,"34 Brownell St.",,"Warren","RI","2885","(703)408-0598","POINT (-71.238407 41.700013)"
"BUILDING CONTRACTORS LICENSE","BC4001","2010-03-04T03:03:00.000","2024-03-04T03:03:00.000","_ HERNANDEZ PAINTER DECORATOR, INC.","HERNANDEZ","HERNANDEZ PAINTER DECOR, INC.",,"4142-A HOWARD AVENUE",,"KENSINGTON","MD","20895","(301)571-6166x","POINT (-77.081707 39.030498)"
"BUILDING CONTRACTORS LICENSE","BC3775","2004-07-14T08:07:00.000","2006-07-14T12:07:00.000","MEHDI MIRSHAHI","HAVILON BUILDERS","HAVILON BUILDERS",,"11313 KING GEORGE DRIVE",,"SILVER SPRING","MD","20902","(301)942-3005x","POINT (-77.045885 39.04028)"
"BUILDING CONTRACTORS LICENSE","BC2402","1995-05-05T12:05:00.000","1997-05-05T12:05:00.000","_ LANCASTER CRAFTSMEN BUILDERS INC","LANCASTER CRAFTSMEN BUILDERS I",,"LANCASTER CRAFTSMEN BUILDERS INC","3120 OLD NATIONAL PIKE",,"MIDDLETOWN","MD","21769","(301)371-9101","POINT (-77.561625 39.449727)"
"BUILDING CONTRACTORS LICENSE","BC3325","1997-12-05T12:12:00.000","2019-12-05T12:12:00.000","_ CONSOLIDATED COMMERCIAL SERVICES, LLC","DUFFIE","CONSOLIDATED COMMERCIAL SERV.",,"57 Randolph Road","Suite # 210","SILVER SPRING","MD","20904","(301)434-6166x","POINT (-77.004381 39.075321)"
"BUILDING CONTRACTORS LICENSE","BC3634","2001-11-06T12:11:00.000","2017-11-06T12:11:00.000","_ VISNIC HOMES, INC.","VISNIC HOMES, INC.","VISNIC HOMES, INC.",,"1684 EAST GUDE DRIVE,","SUITE 102","ROCKVILLE","MD","20850","(301)309-6470x","POINT (-77.130878 39.092154)"
"BUILDING CONTRACTORS LICENSE","BC2572","1998-08-04T12:08:00.000","2014-08-04T12:08:00.000","PHILLIP SCHWARTZBECK, SR.","SCHWARTZBECK, CONTRACTORS","SCHWARTZBECK CONTRACTORS",,"014800  SCHAEFFER  ROAD",,"BOYDS","MD","20841","(301)972-1675x","POINT (-77.308425 39.145979)"
"BUILDING CONTRACTORS LICENSE","BC3318","1999-01-06T12:01:00.000","2009-06-11T12:06:00.000","DAVID SAAH","SAAH","DEE-LAND BUILDERS",,"5904  CORAL SEA  AVENUE",,"ROCKVILLE","MD","20854","(301)294-0869x","POINT (-77.120917 39.073601)"
"BUILDING CONTRACTORS LICENSE","BC3414","1997-09-10T12:09:00.000","2004-02-07T12:02:00.000","ALBERT KIRKNER","KIRKNER","ALK HOMES, INC.",,"33 W. FRANKLIN STREET",,"HAGERSTOWN","MD","21740","(301)739-1236x","POINT (-77.720402 39.643845)"
"BUILDING CONTRACTORS LICENSE","BC3531","1999-10-14T11:10:00.000","2005-10-06T12:10:00.000","JOHN SCHWAB","TALON HOMES, LTD.","TALON HOMES, LTD.",,"762 APPLEWOOD LANE",,"GREAT FALLS","VA","22066","(703)757-6253x","POINT (-77.294918 39.000269)"
"BUILDING CONTRACTORS LICENSE","BC4075","2012-03-08T11:03:10.000","2014-03-08T11:03:10.000","MICHAEL FITZGERALD","FITZGERALD","TRISTATE AFFORDABLE HOMES, LLC",,"1423 DUAL HIGHWAY","#242","HAGERSTOWN","MD","21740","(301)960-4881x","POINT (-77.697806 39.624948)"
"BUILDING CONTRACTORS LICENSE","BC3617","2001-05-01T12:05:00.000","2005-05-01T12:05:00.000","CHARLES WILLARD, JR.","WILLARD CONSTRUCTION, INC.","WILLARD CONSTRUCTION, INC.",,"7933 BLACK ROAD",,"THURMONT","MD","21788","(301)695-7304x","POINT (-77.392067 39.663364)"
"BUILDING CONTRACTORS LICENSE","BC3839","2005-09-14T03:09:03.000","2007-09-14T03:09:03.000","STEFAN SZELL","SZELL","T.C.B. INTERNATIONAL",,"8543 W. HOWELL ROAD",,"BETHESDA","MD","20817","(301)469-7413x","POINT (-77.136746 38.997089)"
"BUILDING CONTRACTORS LICENSE","BC3237","1994-07-06T12:07:00.000","1996-07-06T12:07:00.000","_ AMERICAN EAGLE DEVELOPMENT CORP","AMERICAN EAGLE DEVELOPMENT CORP",,,"018560  OFFICE PARK  DR",,"GAITHERSBURG","MD","20879",,"POINT (-77.20344 39.162045)"
"BUILDING CONTRACTORS LICENSE","BC3534","1999-11-02T02:11:00.000","2001-11-02T12:11:00.000","ERIC HART","HART","HARTLAND DEVELOPMENT, LLC",,"12 PARK VISTA COURT",,"SILVER SPRING","MD","20906","(301)440-7600x","POINT (-77.042039 39.100926)"
