Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,Location,MoCo_boundary,Zip Codes,Communities,Councils,Municipalities
ETCHISON COUNTRY STORE,7000 DAMASCUS ROAD,GAITHERSBURG,MD,20882,ABW118,Off Premise,ELK INCORPORATED,"7000 DAMASCUS ROAD
GAITHERSBURG, MD 20882
(39.25474, -77.143635)",1,29,46,4,1
THAI AT SILVER SPRING,"921 ELLSWORTH DRIVE, UNIT E",SILVER SPRING,MD,20910,BBWLHR056,On Premise,"JJNPP, INC.,","921 ELLSWORTH DRIVE, UNIT E
SILVER SPRING, MD 20910
(38.995973, -77.02637)",1,3065,7,5,1
SUGARLOAF WINE CELLAR,12955 WISTERIA DR,GERMANTOWN,MD,20874,DBW25768,On/Off-Premise,"VHVP GROUP, LLC","12955 WISTERIA DR
GERMANTOWN, MD 20874
(39.177264, -77.270689)",1,39,39,2,1
THAI TANIUM,657 CENTER POINT WAY,GAITHERSBURG,MD,20878,BBWLHR492,On Premise,"SUNNY & P.S, INC.","657 CENTER POINT WAY
GAITHERSBURG, MD 20878
(39.121987, -77.235615)",1,33,36,3,21
SHOPPERS FOOD WAREHOUSE,18066 MATENY ROAD,GERMANTOWN,MD,20874,DBW013,On/Off-Premise,SHOPPERS FOOD WAREHOUSE CORP.,"18066 MATENY ROAD
GERMANTOWN, MD 20874
(39.146999, -77.272673)",1,39,39,2,1
FUSION SPORTS BAR,15535 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20905,BBWLHR37936,On Premise,"FUSION SPORTS BAR, LLC","15535 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20905
(39.111457, -76.995333)",1,8,29,5,1
SMOKEY GLEN FARM BARBEQUERS INC,16407 RIFFLEFORD RD,GAITHERSBURG,MD,20878,BBWLHR221,On Premise,SMOKEY GLEN FARM BARBERQUERS I,"16407 RIFFLEFORD RD
GAITHERSBURG, MD 20878
(39.125858, -77.269342)",1,33,28,3,1
TERRAIN CAFE,7228 WOODMONT AVE,BETHESDA,MD,20814,BBWLHR36286,On Premise,"URBN Bethesda Row, LLC","7228 WOODMONT AVE
BETHESDA, MD 20814
(38.981319, -77.095581)",1,111,12,1,1
CASPIAN HOUSE OF KABOB,72 MARKET ST,GAITHERSBURG,MD,20878,HBW26446,On Premise,"CASPIAN CAFE, INC","72 MARKET ST
GAITHERSBURG, MD 20878
(39.123934, -77.234933)",1,33,36,3,21
IL FORNO II/METRO DHABA,8941 N WESTLAND DRIVE,GAITHERSBURG,MD,20877,HBW069,On Premise,JAI & NAYAR LLC,"8941 N WESTLAND DRIVE
GAITHERSBURG, MD 20877
(39.12842, -77.184375)",1,35,36,3,1
ADDIS BEER & WINE,730 SLIGO AVENUE,SILVER SPRING,MD,20910,ABW29872,Off Premise,"HOT, INC.","730 SLIGO AVENUE
SILVER SPRING, MD 20910
(38.990094, -77.019327)",1,3065,7,5,1
SPICE GRILL,12611-G WISTERIA DRIVE,GERMANTOWN,MD,20874,HBW346,On Premise,"INDIA GARDEN, INC","12611-G WISTERIA DRIVE
GERMANTOWN, MD 20874
(39.169931, -77.261662)",1,39,39,2,1
THE CHEESECAKE FACTORY,7101 DEMOCRACY BOULEVARD,BETHESDA,MD,20817,BBWLHR816,On Premise,"THE CHEESECAKE FACT. REST.,INC","7101 DEMOCRACY BOULEVARD
BETHESDA, MD 20817
(39.0242, -77.1459)",1,103,19,1,1
MAMMA LENA,13507 CLOPPER ROAD,GERMANTOWN,MD,20874,BBWHR24735,On/Off-Premise,"MAMMA LENA, LLC","13507 CLOPPER ROAD
GERMANTOWN, MD 20874
(39.161772, -77.280854)",1,39,39,2,1
BRETTON WOODS RECREATION CENTER,15700 RIVER ROAD,GERMANTOWN,MD,20874,CBWLCCO006,On Premise,"BRETTON WOODS REC. CENTER, INC","15700 RIVER ROAD
GERMANTOWN, MD 20874
(39.077899, -77.327158)",1,39,28,1,1
LOS CHORROS RESTAURANT,2420 BLUERIDGE AVE,SILVER SPRING,MD,20902,BBWLHR173,On Premise,BLUERIDGE 2420 INC.,"2420 BLUERIDGE AVE
SILVER SPRING, MD 20902
(39.043091, -77.051731)",1,17,16,4,1
MAKI MAKI SUSHI,8023 WISCONSIN AVE,BETHESDA,MD,20814,HBW224,On Premise,"JTL, LLC","8023 WISCONSIN AVE
BETHESDA, MD 20814
(38.991082, -77.095581)",1,111,12,1,1
COLUMBIA COUNTRY CLUB,7900 CONNECTICUT AVE,CHEVY CHASE,MD,20815,CBWLCC009,On Premise,COLUMBIA COUNTRY CLUB INC.,"7900 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.989133, -77.077229)",1,110,5,1,1
MATCHBOX-SILVER SPRING,919 ELLSWORTH DRIVE,SILVER SPRING,MD,20910,BBWLHR42625,On Premise,"MATCHBOX SILVER SPRING, LLC","919 ELLSWORTH DRIVE
SILVER SPRING, MD 20910
(38.996048, -77.026287)",1,3065,7,5,1
OLAZZO,7921 NORFOLK AVE,BETHESDA,MD,20814,BBWLHR242,On Premise,LAZIOS INC,"7921 NORFOLK AVE
BETHESDA, MD 20814
(38.989243, -77.097801)",1,111,12,1,1
CHIPOTLE MEXICAN GRILL - KENTLANDS,96 MAIN STREET,GAITHERSBURG,MD,20878,BBWLHR541,On Premise,CHIPOTLE MEXICAN GRILL OF MARY,"96 MAIN STREET
GAITHERSBURG, MD 20878
(39.124759, -77.237169)",1,33,36,3,21
WINGSTOP - SILVER SPRING,13633 CONNECTICUT AVENUE,SILVER SPRING,MD,20906,HBWHR845,On Premise,"REDCOW POLITY IV, LLC","13633 CONNECTICUT AVENUE
SILVER SPRING, MD 20906
(39.078347, -77.080727)",1,58,61,4,1
EUROMART,"822 ROCKVILLE PIKE, UNIT C",ROCKVILLE,MD,20852,ABW39499,Off Premise,"EUROMART, LLC","822 ROCKVILLE PIKE, UNIT C
ROCKVILLE, MD 20852
(39.076729, -77.138761)",1,60,25,3,12
BLU WATER DAY SPA,5234 NICHOLSON LANE,KENSINGTON,MD,20895,SBSBW0002,On Premise,"CIRCLE P SPA, INC","5234 NICHOLSON LANE
KENSINGTON, MD 20895
(39.044983, -77.106071)",1,25,19,1,1
HAMPTON INN & SUITES,960 FREDERICK AVENUE,GAITHERSBURG,MD,20879,DBW153,On/Off-Premise,"MCC HOSPITALITY, LLC","960 FREDERICK AVENUE
GAITHERSBURG, MD 20879
(39.158191, -77.21856)",1,31,36,3,21
LUCKY STRIKE,7101 DEMOCRACY BOULEVARD,BETHESDA,MD,20817,BBWLHR27296,On Premise,"LUCKY STRIKE BETHESDA,LLC","7101 DEMOCRACY BOULEVARD
BETHESDA, MD 20817
(39.0242, -77.1459)",1,103,19,1,1
HOME2,1701 ELTON RD.,SILVER SPRING,MD,20903,DBW42859,On/Off-Premise,"HILLANDALE HOSPITALITY, LLC","1701 ELTON RD.
SILVER SPRING, MD 20903
(39.019802, -76.974201)",1,15,11,5,1
MELEKET ETHIOPIAN RESTAURANT,1907 SEMINARY ROAD,SILVER SPRING,MD,20910,BBWLHR27472,On Premise,MELEKET ETHIOPIAN RESTAURANT LLC,"1907 SEMINARY ROAD
SILVER SPRING, MD 20910
(39.008636, -77.04078)",1,3065,7,5,1
MONTGOMERY COUNTRY CLUB,20908 GOLF VIEW DRIVE,GAITHERSBURG,MD,20882,CBWLCC24652,On Premise,"EAGL BEVERAGE HOLDINGS, LLC","20908 GOLF VIEW DRIVE
GAITHERSBURG, MD 20882
(39.20027, -77.13373)",1,29,45,4,1
LEDO PIZZA - ROCKVILLE,10058 DARNESTOWN ROAD,ROCKVILLE,MD,20850,HBW133,On Premise,"DARNESTOWN ROAD PIZZA, INC.","10058 DARNESTOWN ROAD
ROCKVILLE, MD 20850
(39.096955, -77.206696)",1,71,25,3,1
THE OFFICE CAFE & LOUNGE,6860 OLNEY LAYTONSVILLE ROAD,LAYTONSVILLE,MD,20882,BBWLHR1059218,On Premise,"ATLANTIC DEVELOPMENT, LLC","6860 OLNEY LAYTONSVILLE ROAD
LAYTONSVILLE, MD 20882
(39.20494, -77.140368)",1,29,46,4,22
CORK 57 BEER & WINE,4910 BETHESDA AVE,BETHESDA,MD,20814,DBW102,On/Off-Premise,NONE,"4910 BETHESDA AVE
BETHESDA, MD 20814
(38.980817, -77.098948)",1,111,12,1,1
AMALFI RISTORANTE,12307 WILKINS AVE,ROCKVILLE,MD,20852,BBWLHR013,On Premise,AMALFI RISTORANTE ITALIANO INC,"12307 WILKINS AVE
ROCKVILLE, MD 20852
(39.057823, -77.112958)",1,60,19,4,1
FAR EAST RESTAURANT,5055 NICHOLSON LANE,ROCKVILLE,MD,20852,BBWLHR35232,On Premise,"KAIWEN, LLC","5055 NICHOLSON LANE
ROCKVILLE, MD 20852
(39.046029, -77.10409)",1,25,19,1,1
QUINCY'S BAR & GRILLE,616 QUINCE ORCHARD ROAD,GAITHERSBURG,MD,20878,BBWLHR536,On Premise,"COTY GROUP, LLC","616 QUINCE ORCHARD ROAD
GAITHERSBURG, MD 20878
(39.142232, -77.221095)",1,33,31,3,21
BISCOTTI RESTAURANT,7212 MUNCASTER MILL ROAD,DERWOOD,MD,20855,HBWHR34622,On Premise,"BISCOTTI RESTAURANT, LLC","7212 MUNCASTER MILL ROAD
DERWOOD, MD 20855
(39.146172, -77.145119)",1,51,36,4,1
BLACK'S BAR & KITCHEN,7750 WOODMONT AVE,BETHESDA,MD,20814,BBWLHR301,On Premise,"I.T.B., EIGHT,LLC","7750 WOODMONT AVE
BETHESDA, MD 20814",,,,,
RAINBOW SUSHI,18076 MATENY ROAD,GERMANTOWN,MD,20874,HBWHR34235,On Premise,"RAINBOW SUSHI ZYW, LLC","18076 MATENY ROAD
GERMANTOWN, MD 20874
(39.147115, -77.272407)",1,39,39,2,1
AFI SILVER THEATRE&CULTURAL CENTER,8633 COLESVILLE ROAD,SILVER SPRING,MD,20910,SBWLCPA1059463,On Premise,AMERICAN FILM INSTITUTE,"8633 COLESVILLE ROAD
SILVER SPRING, MD 20910
(38.996874, -77.027574)",1,3065,7,5,1
BACCHUS OF LEBANON,7945 NORFOLK AVE,BETHESDA,MD,20814,BBWLHR230,On Premise,"U.H.B., INC.","7945 NORFOLK AVE
BETHESDA, MD 20814
(38.989711, -77.098587)",1,111,12,1,1
LA ANTIGUA RESTAURANT,11260 GEORGIA AVE,SILVER SPRING,MD,20902,BBWLHR403,On Premise,"LA ANTIGUA RESTAURANT, INC.","11260 GEORGIA AVE
SILVER SPRING, MD 20902
(39.040157, -77.051423)",1,17,16,4,1
FAIRFIELD INN,20025 CENTURY BOULEVARD,GERMANTOWN,MD,20874,DBW158,On/Off-Premise,"HOSPITALITY SERVICES 2, LLC","20025 CENTURY BOULEVARD
GERMANTOWN, MD 20874
(39.184287, -77.260176)",1,39,39,2,1
BARKING MAD CAFE,239 SPECTRUM AVE,GAITHERSBURG,MD,20879,BBWLHR21715,On Premise,"RENEGADES COFFEE COMPANY, LLC","239 SPECTRUM AVE
GAITHERSBURG, MD 20879
(39.160211, -77.222137)",1,31,36,3,21
HOMEWOOD SUITES BY HILTON,805 RUSSELL AVENUE,GAITHERSBURG,MD,20879,BBWLHM220,On Premise,"ROCKVILLE LEGACY SERVICES, LLC","805 RUSSELL AVENUE
GAITHERSBURG, MD 20879
(39.155652, -77.210673)",1,31,36,3,21
WASHINGTON-ROCKVILLE ELKS #15,5 TAFT COURT,ROCKVILLE,MD,20850,CBWLFV019,On Premise,B.P.O. ELKS #15,"5 TAFT COURT
ROCKVILLE, MD 20850
(39.09562, -77.131637)",1,71,25,3,12
K TOWN BISTRO,3784 HOWARD AVE,KENSINGTON,MD,20895,BKBWHR002,On Premise,"K TOWN BISTRO, LLC","3784 HOWARD AVE
KENSINGTON, MD 20895
(39.027823, -77.074114)",1,25,15,1,6
GYROLAND,1701 ROCKVILLE PIKE SUITE B-3,ROCKVILLE,MD,20852,HBW32382,On Premise,"ROSO RESTAURANT, LLC","1701 ROCKVILLE PIKE SUITE B-3
ROCKVILLE, MD 20852
(39.061034, -77.123421)",1,60,25,3,12
PALISADES LOUNGE,8211 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR33300,On Premise,PALISADES LOUNGE LLC,"8211 GEORGIA AVE
SILVER SPRING, MD 20910
(38.991998, -77.026541)",1,3065,7,5,1
SASUNS,7217 MUNCASTER MILL RD,DERWOOD,MD,20855,BBWHR28724,On/Off-Premise,"SASUNS, LLC","7217 MUNCASTER MILL RD
DERWOOD, MD 20855
(39.146258, -77.145305)",1,51,36,4,1
RED LOBSTER,8533 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR355,On Premise,"RL MARYLAND, INC.","8533 GEORGIA AVE
SILVER SPRING, MD 20910
(38.995614, -77.027607)",1,3065,7,5,1
THE DISH & DRAM,10301 KENSINGTON PARKWAY,KENSINGTON,MD,20895,BKBWLHR26097,On Premise,"LEFTFORK, INC","10301 KENSINGTON PARKWAY
KENSINGTON, MD 20895
(39.024992, -77.071473)",1,25,15,1,6
"THE ROCKVILLE PIKE CRAFT BEER, WINE & MORE",1800 ROCKVILLE PIKE,ROCKVILLE,MD,20852,DBW32114,On/Off-Premise,"RAM RAM, LLC","1800 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.059819, -77.122136)",1,60,25,1,12
NEW SILVER FOUNTAIN RESTAURANT,13533 CONNECTICUT AVE,SILVER SPRING,MD,20906,BBWLHR771,On Premise,"NEW SILVER FOUNTAIN, INC","13533 CONNECTICUT AVE
SILVER SPRING, MD 20906
(39.077337, -77.080765)",1,58,61,4,1
MANOR COUNTRY CLUB,14901 CARROLTON ROAD,ROCKVILLE,MD,20853,CBWLCC017,On Premise,"MANOR COUNTRY CLUB, INC.","14901 CARROLTON ROAD
ROCKVILLE, MD 20853
(39.100321, -77.086425)",1,58,61,3,1
GUAPO'S - RIO,9811 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,BBWLHR243,On Premise,GUAPO'S III INC.,"9811 WASHINGTONIAN BLVD
GAITHERSBURG, MD 20878
(39.11537, -77.198222)",1,33,36,3,21
SUPER BOWL NOODLE HOUSE,785-G ROCKVILLE PIKE,ROCKVILLE,MD,20852,HBW328,On Premise,"SML NOODLE HOUSE, INC","785-G ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.077237, -77.139804)",1,60,25,3,12
EL POLLO REAL RESTAURANT,5058-C NICHOLSON LANE,ROCKVILLE,MD,20852,HBW21336,On Premise,"TRUJILLO-LIMA FOODS, LLC","5058-C NICHOLSON LANE
ROCKVILLE, MD 20852
(39.045828, -77.104364)",1,25,19,1,1
LEDO'S PIZZA COLESVILLE,13444 NEW HAMPSHIRE AVE,COLESVILLE,MD,20904,HBWHR28449,On Premise,"MHI HOTELS SERVICES, LLC","13444 NEW HAMPSHIRE AVE
COLESVILLE, MD 20904
(39.076644, -77.001854)",1,12,26,4,1
CAMPEON,902 MERRIMAC DRIVE,TAKOMA PARK,MD,20912,HBW321,On Premise,"CAMPEON, INC","902 MERRIMAC DRIVE
TAKOMA PARK, MD 20912
(38.992363, -76.992509)",1,15,4,5,11
HILTON GARDEN INN BETHESDA,7301 WAVERLY STREET,BETHESDA,MD,20814,BBWLHM023,On Premise,"BETHESDA HOTEL ASSOCIATES, LLC","7301 WAVERLY STREET
BETHESDA, MD 20814
(38.983212, -77.092275)",1,111,12,1,1
CHOICE MARKET,18700 WALKERS CHOICE ROAD,MONTGOMERY VILLAGE,MD,20886,ABW24171,Off Premise,"E AND F, INC","18700 WALKERS CHOICE ROAD
MONTGOMERY VILLAGE, MD 20886
(39.163498, -77.204355)",1,28,38,2,1
I ROCK KARAOKE LOUNGE,15964 SHADY GROVE ROAD,GAITHERSBURG,MD,20877,DBWL001,On Premise,"BRICKSTONE, LLC","15964 SHADY GROVE ROAD
GAITHERSBURG, MD 20877
(39.118792, -77.182787)",1,71,36,3,1
AMERICAN LEGION POST #171,"10201 LEWIS DRIVE, P.O. BOX 171",DAMASCUS,MD,20872,CBWLC20177,On Premise,DEPT. MD DAMASCUS AMER. LG. # 171,"10201 LEWIS DRIVE, P.O. BOX 171
DAMASCUS, MD 20872
(39.291297, -77.211356)",1,42,51,2,1
POTOMAC PIZZA,9812 FALLS ROAD,POTOMAC,MD,20854,HBWHR132,On Premise,"PIZZA ZONE OF POTOMAC, INC.","9812 FALLS ROAD
POTOMAC, MD 20854
(39.016816, -77.210319)",1,53,20,1,1
PRIME BEER & WINE,12842 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,ABW33369,Off Premise,"FASOL PRIME, LLC","12842 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.065838, -77.000609)",1,12,26,4,1
EL GAVILAN RESTAURANT,8805 FLOWER AVE,SILVER SPRING,MD,20901,BBWLHR227,On Premise,ABY & ASSOCIATES LTD.,"8805 FLOWER AVE
SILVER SPRING, MD 20901
(38.999877, -77.00399)",1,21,8,5,1
AZUL BAR & GRILL,18749 NORTH FREDERICK ROAD,GAITHERSBURG,MD,20879,BBWLHR767,On Premise,SCUMV GROUP INC.,"18749 NORTH FREDERICK ROAD
GAITHERSBURG, MD 20879
(39.163477, -77.226134)",1,31,36,3,21
TRATTORIA SORRENTO,4930 CORDELL AVE,BETHESDA,MD,20814,BBWLHR177,On Premise,"SORRENTO, INC.","4930 CORDELL AVE
BETHESDA, MD 20814
(38.988553, -77.098916)",1,111,12,1,1
APPLEBEE'S,21048 FREDERICK ROAD,GERMANTOWN,MD,20876,BBWLHR645,On Premise,POTOMAC FAMILY DINING GROUP,"21048 FREDERICK ROAD
GERMANTOWN, MD 20876
(39.201846, -77.245619)",1,36,39,2,1
SAL'S ITALIAN KITCHEN,"7945 MACARTHUR BOULEVARD, #107",CABIN JOHN,MD,20818,BBWLHR867,On Premise,"CJ2, INC","7945 MACARTHUR BOULEVARD, #107
CABIN JOHN, MD 20818
(38.974709, -77.162774)",1,102,3,1,1
THE SPOT,255 NORTH WASHINGTON STREET,ROCKVILLE,MD,20850,BBWLHR36111,On Premise,"WL GROUP, LLC","255 NORTH WASHINGTON STREET
ROCKVILLE, MD 20850
(39.087059, -77.153033)",1,71,25,3,12
HOLLYWOOD EAST CAFE - WESTFIELD,"11160 VEIRS MILL ROAD, #1",SILVER SPRING,MD,20902,BBWLHR582,On Premise,"FOUR KINGS ENTERPRISES, INC.","11160 VEIRS MILL ROAD, #1
SILVER SPRING, MD 20902
(39.038321, -77.052915)",1,17,16,4,1
"BEER, WINE, & CO.",7029 WISCONSIN AVE,CHEVY CHASE,MD,20815,DBW22948,On/Off-Premise,"GOLDEN TRADE, LLC","7029 WISCONSIN AVE
CHEVY CHASE, MD 20815
(38.979887, -77.09198)",1,110,5,1,1
METHI INDIAN RESTAURANT,2509 UNIVERSITY BLVD W.,SILVER SPRING,MD,20902,HBWHR27735,On Premise,"AARAMVA, LLC","2509 UNIVERSITY BLVD W.
SILVER SPRING, MD 20902
(39.041487, -77.052064)",1,17,16,4,1
BETHESDA N. MARRIOTT HOTEL/CONF CTR,5701 MARINELLI ROAD,ROCKVILLE,MD,20852,BBWLHC001,On Premise,"MARRIOTT HOTEL SERVICES, INC.","5701 MARINELLI ROAD
ROCKVILLE, MD 20852
(39.046496, -77.115266)",1,60,19,1,1
HOLLYWOOD BALLROOM DANCE CENTER,2126 INDUSTRIAL PARKWAY,SILVER SPRING,MD,20904,DBWL1059072,On Premise,"HOLLYWOOD BALLROOM CENTER, INC.","2126 INDUSTRIAL PARKWAY
SILVER SPRING, MD 20904
(39.053915, -76.968991)",1,12,21,5,1
RINCON PERUANO,210 EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877,BBWLHR25675,On Premise,RINCON PERUANO GAITHERSBURG LLC,"210 EAST DIAMOND AVENUE
GAITHERSBURG, MD 20877
(39.142132, -77.19394)",1,35,36,3,21
STATE LINE MARKET,7817 EASTERN AVE,SILVER SPRING,MD,20910,ABW229,Off Premise,"BAMLAK, LLC","7817 EASTERN AVE
SILVER SPRING, MD 20910
(38.98491, -77.026991)",,3065,,5,1
TURNTABLE,4862 CORDELL AVENUE,BETHESDA,MD,20814,BBWLHR841,On Premise,"TURNTABLE, LLC","4862 CORDELL AVENUE
BETHESDA, MD 20814
(38.989752, -77.09774)",1,111,12,1,1
GROVE BEER AND WINE,16825 CRABBS BRANCH WAY,DERWOOD,MD,20855,ABW199,Off Premise,AIMIE CORP.,"16825 CRABBS BRANCH WAY
DERWOOD, MD 20855
(39.130286, -77.16824)",1,51,36,3,1
SEASON'S 52,11414 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR638,On Premise,"GMR MONTGOMERY COUNTY, INC","11414 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.042756, -77.110923)",1,60,19,1,1
GREEK VILLAGE RESTAURANT,13476 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,BBWLHR295,On Premise,"GREEK VILLAGE RESTAURANT, INC.","13476 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.077081, -77.001785)",1,12,26,4,1
PIEOLOGY-GAITHERSBURG,15780 SHADY GROVE RD,GAITHERSBURG,MD,20877,HBW28410,On Premise,"MMM PIZZA I, LLC","15780 SHADY GROVE RD
GAITHERSBURG, MD 20877
(39.115912, -77.184819)",1,71,36,3,1
EL PAISANO,9112 ROTHBURY DRIVE,MONTGOMERY VILLAGE,MD,20886,BBWLHR214,On Premise,EL PAISANO INC.,"9112 ROTHBURY DRIVE
MONTGOMERY VILLAGE, MD 20886
(39.185376, -77.188252)",1,28,38,2,1
GERMANTOWN BEER & WINE,13046 MIDDLEBROOK RD #190,GERMANTOWN,MD,20874,DBW29418,On/Off-Premise,"FOR DC, INC.","13046 MIDDLEBROOK RD #190
GERMANTOWN, MD 20874
(39.1833, -77.271607)",1,39,39,2,1
BEMNET SUPERMARKET & DELI,617 SLIGO AVENUE,SILVER SPRING,MD,20910,BDBWLHR18176,On/Off-Premise,"BEMNET SUPERMARKET & DELI, LLC","617 SLIGO AVENUE
SILVER SPRING, MD 20910
(38.991185, -77.014067)",1,3065,7,5,1
TED'S BULLETIN,220 ELLINGTON BOULEVARD,GAITHERSBURG,MD,20878,BBWLHR33121,On Premise,"TB CROWN FARM, LLC","220 ELLINGTON BOULEVARD
GAITHERSBURG, MD 20878
(39.114618, -77.205394)",1,71,25,3,21
THE STANFORD GRILL,2000 TOWER OAKS BOULEVARD,ROCKVILLE,MD,20852,BBWLHR23452,On Premise,"TOWER OAKS REST HOLDINGS, LLC","2000 TOWER OAKS BOULEVARD
ROCKVILLE, MD 20852
(39.066282, -77.153935)",1,60,25,3,12
GISELE'S CREOLE CUISINE,2407 PRICE AVENUE,SILVER SPRING,MD,20902,BBWLHR29873,On Premise,"GISELE'S CREOLE CUISINE, LLC","2407 PRICE AVENUE
SILVER SPRING, MD 20902
(39.040242, -77.050704)",1,17,16,4,1
LA FRONTERA RESTAURANT,3 RUSSELL AVE,GAITHERSBURG,MD,20877,BBWLHR604,On Premise,LA FRONTERA RESTAURANT INC.,"3 RUSSELL AVE
GAITHERSBURG, MD 20877
(39.142375, -77.196515)",1,35,36,3,21
MARRIOTT HOTEL - BETHESDA,5151 POOKS HILL ROAD,BETHESDA,MD,20814,BBWLHM002,On Premise,MARRIOTT CORPORATION,"5151 POOKS HILL ROAD
BETHESDA, MD 20814
(39.01505, -77.103852)",1,111,12,1,1
REDMILL MARKET BEER & WINE,7248 MUNCASTER MILL ROAD,DERWOOD,MD,20855,DBW090,On/Off-Premise,"SR GROUP, INC.","7248 MUNCASTER MILL ROAD
DERWOOD, MD 20855
(39.146431, -77.145579)",1,51,36,4,1
OLD TOWN MARKET,10251 KENSINGTON PARKWAY,KENSINGTON,MD,20895,ABWS243,Off Premise,"COOPERSMITH, INC","10251 KENSINGTON PARKWAY
KENSINGTON, MD 20895
(39.022263, -77.071885)",1,25,15,1,6
CLYDE'S TOWER OAKS LODGE,2 PRESERVE PARKWAY,ROCKVILLE,MD,20852,BBWLHR339,On Premise,CLYDE'S TOWER OAKS LODGE LLC,"2 PRESERVE PARKWAY
ROCKVILLE, MD 20852
(39.06328, -77.150735)",1,60,25,3,12
VACE,4705 MILLER AVE,BETHESDA,MD,20814,ABW136,Off Premise,VACE INC.,"4705 MILLER AVE
BETHESDA, MD 20814
(38.980566, -77.093118)",1,110,12,1,1
YOUNG GOURMET BEER & WINE,3422 OLNEY LAYTONSVILLE ROAD,OLNEY,MD,20832,ABW247,Off Premise,"JAEJUNG FAMILY, INC","3422 OLNEY LAYTONSVILLE ROAD
OLNEY, MD 20832
(39.153867, -77.068325)",1,100,58,4,1
VILLAGE BEER & WINE - POOLESVILLE,"19710 FISHER AVE, UNIT G",POOLESVILLE,MD,20837,ABW238,Off Premise,"MANAKAMANA, INC.","19710 FISHER AVE, UNIT G
POOLESVILLE, MD 20837
(39.144824, -77.412219)",1,97,34,1,16
CUBANO'S,1201 FIDLER LANE,SILVER SPRING,MD,20910,BBWLHR028,On Premise,WICHO & WICHO,"1201 FIDLER LANE
SILVER SPRING, MD 20910
(38.996013, -77.029899)",1,3065,7,5,1
EAST GRILL KARAOKE,12 N. WASHINGTON ST,ROCKVILLE,MD,20850,BBWLHR26237,On Premise,"EAST GRILL KARAOKE, LLC","12 N. WASHINGTON ST
ROCKVILLE, MD 20850
(39.084383, -77.152911)",1,71,25,3,12
ROSSMOOR LEISURE WORLD,3700 ROSSMOOR BLVD,SILVER SPRING,MD,20906,CBWLCC001,On Premise,"MARYLAND CLUBHOUSE SERV., INC.","3700 ROSSMOOR BLVD
SILVER SPRING, MD 20906
(39.100949, -77.074635)",1,6,62,3,1
HOUSE OF POOLESVILLE,19611 FISHER AVE,POOLESVILLE,MD,20837,BBWLHR480,On Premise,"HOUSE OF POOLESVILLE,LLC","19611 FISHER AVE
POOLESVILLE, MD 20837
(39.144201, -77.409838)",1,97,34,1,16
ROYAL INDIAN CUISINE,15504 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,HBWHR41480,On Premise,"SUNRISE, LLC","15504 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.109735, -76.93483)",1,47,30,5,1
"HOLLYWOOD BEER, WINE & DELI",12703 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,ABW031,Off Premise,"DYO ENTERPRISES,INC.","12703 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.064379, -76.999472)",1,12,26,5,1
CHAPEL BEER & WINE,19737 FREDERICK RD,GERMANTOWN,MD,20876,ABW25734,Off Premise,"ROSARY BEER & WINE, INC","19737 FREDERICK RD
GERMANTOWN, MD 20876
(39.179247, -77.238389)",1,36,39,2,1
WOODMONT MARKET,"8227 WOODMONT AVE, UNIT A",BETHESDA,MD,20814,ABW213,Off Premise,"WOODMONT MARKET, INC.","8227 WOODMONT AVE, UNIT A
BETHESDA, MD 20814
(38.992144, -77.09693)",1,111,12,1,1
A.C. GRILL,293 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878,BBWLHR31868,On Premise,A.C. GRILL INC.,"293 MUDDY BRANCH ROAD
GAITHERSBURG, MD 20878
(39.127601, -77.209722)",1,33,31,3,1
RUAN THAI,11407 AMHERST AVE,SILVER SPRING,MD,20902,HBW004,On Premise,RUAN THAI RESTAURANT INC.,"11407 AMHERST AVE
SILVER SPRING, MD 20902
(39.041789, -77.048071)",1,17,16,4,1
AMERICAN LEGION POST #86,2013 VEIRS MILL ROAD,ROCKVILLE,MD,20851,CBWLFV016,On Premise,"HENDERSON-SMITH-EDMONDS#86, INC","2013 VEIRS MILL ROAD
ROCKVILLE, MD 20851
(39.07539, -77.117174)",1,68,25,3,12
