"unique_id","year_range","cause_of_death","race","hispanic_origin","gender","age_adjusted_rate_per_100_000_population","lower_95_confidence_interval","upper_95_confidence_interval"
"A2010201219100","2010-2012","Nutritional deficiencies","White","Total","Total",,,
"A2010201219101","2010-2012","Nutritional deficiencies","White","Total","Male",,,
"A2010201219102","2010-2012","Nutritional deficiencies","White","Total","Female",,,
"A2010201219110","2010-2012","Nutritional deficiencies","White","Not Hispanic","Total",,,
"A2010201219111","2010-2012","Nutritional deficiencies","White","Not Hispanic","Male",,,
"A2010201219112","2010-2012","Nutritional deficiencies","White","Not Hispanic","Female",,,
"A2010201219120","2010-2012","Nutritional deficiencies","White","Hispanic","Total","0","0","0.7"
"A2010201219121","2010-2012","Nutritional deficiencies","White","Hispanic","Male","0","0","2.1"
"A2010201219122","2010-2012","Nutritional deficiencies","White","Hispanic","Female","0","0","1.2"
"A2010201219200","2010-2012","Nutritional deficiencies","Black","Total","Total",,,
"A2010201219201","2010-2012","Nutritional deficiencies","Black","Total","Male",,,
"A2010201219202","2010-2012","Nutritional deficiencies","Black","Total","Female",,,
"A2010201219210","2010-2012","Nutritional deficiencies","Black","Not Hispanic","Total",,,
"A2010201219211","2010-2012","Nutritional deficiencies","Black","Not Hispanic","Male",,,
"A2010201219212","2010-2012","Nutritional deficiencies","Black","Not Hispanic","Female",,,
"A2010201219220","2010-2012","Nutritional deficiencies","Black","Hispanic","Total","0","0","11.6"
"A2010201219221","2010-2012","Nutritional deficiencies","Black","Hispanic","Male","0","0","35.1"
"A2010201219222","2010-2012","Nutritional deficiencies","Black","Hispanic","Female","0","0","17.8"
"A2010201219300","2010-2012","Nutritional deficiencies","American Indian/Alaska Native","Total","Total","0","0","16.9"
"A2010201219301","2010-2012","Nutritional deficiencies","American Indian/Alaska Native","Total","Male","0","0","48.7"
"A2010201219302","2010-2012","Nutritional deficiencies","American Indian/Alaska Native","Total","Female","0","0","27.6"
"A2010201219310","2010-2012","Nutritional deficiencies","American Indian/Alaska Native","Not Hispanic","Total","0","0","39.1"
"A2010201219311","2010-2012","Nutritional deficiencies","American Indian/Alaska Native","Not Hispanic","Male","0","0","91.8"
"A2010201219312","2010-2012","Nutritional deficiencies","American Indian/Alaska Native","Not Hispanic","Female","0","0","73"
"A2010201219320","2010-2012","Nutritional deficiencies","American Indian/Alaska Native","Hispanic","Total","0","0","35.6"
"A2010201219321","2010-2012","Nutritional deficiencies","American Indian/Alaska Native","Hispanic","Male","0","0","138.5"
"A2010201219322","2010-2012","Nutritional deficiencies","American Indian/Alaska Native","Hispanic","Female","0","0","51.7"
"A2010201219400","2010-2012","Nutritional deficiencies","Asian/Pacific Islander","Total","Total",,,
"A2010201219401","2010-2012","Nutritional deficiencies","Asian/Pacific Islander","Total","Male",,,
"A2010201219402","2010-2012","Nutritional deficiencies","Asian/Pacific Islander","Total","Female",,,
"A2010201219410","2010-2012","Nutritional deficiencies","Asian/Pacific Islander","Not Hispanic","Total",,,
"A2010201219411","2010-2012","Nutritional deficiencies","Asian/Pacific Islander","Not Hispanic","Male",,,
"A2010201219412","2010-2012","Nutritional deficiencies","Asian/Pacific Islander","Not Hispanic","Female",,,
"A2010201219420","2010-2012","Nutritional deficiencies","Asian/Pacific Islander","Hispanic","Total","0","0","37.3"
"A2010201219421","2010-2012","Nutritional deficiencies","Asian/Pacific Islander","Hispanic","Male","0","0","144.5"
"A2010201219422","2010-2012","Nutritional deficiencies","Asian/Pacific Islander","Hispanic","Female","0","0","58.6"
"A2010201220000","2010-2012","Meningitis","Total","Total","Total",,,
"A2010201220001","2010-2012","Meningitis","Total","Total","Male",,,
"A2010201220002","2010-2012","Meningitis","Total","Total","Female",,,
"A2010201220010","2010-2012","Meningitis","Total","Not Hispanic","Total",,,
"A2010201220011","2010-2012","Meningitis","Total","Not Hispanic","Male",,,
"A2010201220012","2010-2012","Meningitis","Total","Not Hispanic","Female",,,
"A2010201220020","2010-2012","Meningitis","Total","Hispanic","Total","0","0","0.7"
"A2010201220021","2010-2012","Meningitis","Total","Hispanic","Male","0","0","1.9"
"A2010201220022","2010-2012","Meningitis","Total","Hispanic","Female","0","0","1.1"
"A2010201220100","2010-2012","Meningitis","White","Total","Total",,,
"A2010201220101","2010-2012","Meningitis","White","Total","Male",,,
"A2010201220102","2010-2012","Meningitis","White","Total","Female","0","0","0.2"
"A2010201220110","2010-2012","Meningitis","White","Not Hispanic","Total",,,
"A2010201220111","2010-2012","Meningitis","White","Not Hispanic","Male",,,
"A2010201220112","2010-2012","Meningitis","White","Not Hispanic","Female","0","0","0.3"
"A2010201220120","2010-2012","Meningitis","White","Hispanic","Total","0","0","0.7"
"A2010201220121","2010-2012","Meningitis","White","Hispanic","Male","0","0","2.1"
"A2010201220122","2010-2012","Meningitis","White","Hispanic","Female","0","0","1.2"
"A2010201220200","2010-2012","Meningitis","Black","Total","Total","0","0","0.4"
"A2010201220201","2010-2012","Meningitis","Black","Total","Male","0","0","1.2"
"A2010201220202","2010-2012","Meningitis","Black","Total","Female","0","0","0.7"
"A2010201220210","2010-2012","Meningitis","Black","Not Hispanic","Total","0","0","0.5"
"A2010201220211","2010-2012","Meningitis","Black","Not Hispanic","Male","0","0","1.2"
"A2010201220212","2010-2012","Meningitis","Black","Not Hispanic","Female","0","0","0.8"
"A2010201220220","2010-2012","Meningitis","Black","Hispanic","Total","0","0","11.6"
"A2010201220221","2010-2012","Meningitis","Black","Hispanic","Male","0","0","35.1"
"A2010201220222","2010-2012","Meningitis","Black","Hispanic","Female","0","0","17.8"
"A2010201220300","2010-2012","Meningitis","American Indian/Alaska Native","Total","Total","0","0","16.9"
"A2010201220301","2010-2012","Meningitis","American Indian/Alaska Native","Total","Male","0","0","48.7"
"A2010201220302","2010-2012","Meningitis","American Indian/Alaska Native","Total","Female","0","0","27.6"
"A2010201220310","2010-2012","Meningitis","American Indian/Alaska Native","Not Hispanic","Total","0","0","39.1"
"A2010201220311","2010-2012","Meningitis","American Indian/Alaska Native","Not Hispanic","Male","0","0","91.8"
"A2010201220312","2010-2012","Meningitis","American Indian/Alaska Native","Not Hispanic","Female","0","0","73"
"A2010201220320","2010-2012","Meningitis","American Indian/Alaska Native","Hispanic","Total","0","0","35.6"
"A2010201220321","2010-2012","Meningitis","American Indian/Alaska Native","Hispanic","Male","0","0","138.5"
"A2010201220322","2010-2012","Meningitis","American Indian/Alaska Native","Hispanic","Female","0","0","51.7"
"A2010201220400","2010-2012","Meningitis","Asian/Pacific Islander","Total","Total",,,
"A2010201220401","2010-2012","Meningitis","Asian/Pacific Islander","Total","Male","0","0","1.1"
"A2010201220402","2010-2012","Meningitis","Asian/Pacific Islander","Total","Female",,,
"A2010201220410","2010-2012","Meningitis","Asian/Pacific Islander","Not Hispanic","Total",,,
"A2010201220411","2010-2012","Meningitis","Asian/Pacific Islander","Not Hispanic","Male","0","0","1.2"
"A2010201220412","2010-2012","Meningitis","Asian/Pacific Islander","Not Hispanic","Female",,,
"A2010201220420","2010-2012","Meningitis","Asian/Pacific Islander","Hispanic","Total","0","0","37.3"
"A2010201220421","2010-2012","Meningitis","Asian/Pacific Islander","Hispanic","Male","0","0","144.5"
"A2010201220422","2010-2012","Meningitis","Asian/Pacific Islander","Hispanic","Female","0","0","58.6"
"A2010201221000","2010-2012","Parkinson's disease","Total","Total","Total","7.7","6.7","8.7"
"A2010201221001","2010-2012","Parkinson's disease","Total","Total","Male","13.2","11.2","15.3"
"A2010201221002","2010-2012","Parkinson's disease","Total","Total","Female","4.1","3.2","5"
"A2010201221010","2010-2012","Parkinson's disease","Total","Not Hispanic","Total","8","7","9"
"A2010201221011","2010-2012","Parkinson's disease","Total","Not Hispanic","Male","13.7","11.5","15.9"
"A2010201221012","2010-2012","Parkinson's disease","Total","Not Hispanic","Female","4.2","3.2","5.2"
"A2010201221020","2010-2012","Parkinson's disease","Total","Hispanic","Total",,,
"A2010201221021","2010-2012","Parkinson's disease","Total","Hispanic","Male",,,
"A2010201221022","2010-2012","Parkinson's disease","Total","Hispanic","Female",,,
"A2010201221100","2010-2012","Parkinson's disease","White","Total","Total","8.7","7.5","9.9"
"A2010201221101","2010-2012","Parkinson's disease","White","Total","Male","15.1","12.6","17.7"
"A2010201221102","2010-2012","Parkinson's disease","White","Total","Female","4.4","3.3","5.5"
"A2010201221110","2010-2012","Parkinson's disease","White","Not Hispanic","Total","9.2","7.9","10.4"
"A2010201221111","2010-2012","Parkinson's disease","White","Not Hispanic","Male","15.9","13.3","18.6"
"A2010201221112","2010-2012","Parkinson's disease","White","Not Hispanic","Female","4.6","3.4","5.8"
"A2010201221120","2010-2012","Parkinson's disease","White","Hispanic","Total",,,
"A2010201221121","2010-2012","Parkinson's disease","White","Hispanic","Male",,,
"A2010201221122","2010-2012","Parkinson's disease","White","Hispanic","Female",,,
"A2010201221200","2010-2012","Parkinson's disease","Black","Total","Total","4.6","2.3","7"
"A2010201221201","2010-2012","Parkinson's disease","Black","Total","Male",,,
"A2010201221202","2010-2012","Parkinson's disease","Black","Total","Female",,,
"A2010201221210","2010-2012","Parkinson's disease","Black","Not Hispanic","Total","4.5","2.1","6.8"
"A2010201221211","2010-2012","Parkinson's disease","Black","Not Hispanic","Male",,,
"A2010201221212","2010-2012","Parkinson's disease","Black","Not Hispanic","Female",,,
"A2010201221220","2010-2012","Parkinson's disease","Black","Hispanic","Total",,,
"A2010201221221","2010-2012","Parkinson's disease","Black","Hispanic","Male","0","0","35.1"
"A2010201221222","2010-2012","Parkinson's disease","Black","Hispanic","Female",,,
"A2010201221300","2010-2012","Parkinson's disease","American Indian/Alaska Native","Total","Total","0","0","16.9"
"A2010201221301","2010-2012","Parkinson's disease","American Indian/Alaska Native","Total","Male","0","0","48.7"
"A2010201221302","2010-2012","Parkinson's disease","American Indian/Alaska Native","Total","Female","0","0","27.6"
"A2010201221310","2010-2012","Parkinson's disease","American Indian/Alaska Native","Not Hispanic","Total","0","0","39.1"
"A2010201221311","2010-2012","Parkinson's disease","American Indian/Alaska Native","Not Hispanic","Male","0","0","91.8"
"A2010201221312","2010-2012","Parkinson's disease","American Indian/Alaska Native","Not Hispanic","Female","0","0","73"
"A2010201221320","2010-2012","Parkinson's disease","American Indian/Alaska Native","Hispanic","Total","0","0","35.6"
"A2010201221321","2010-2012","Parkinson's disease","American Indian/Alaska Native","Hispanic","Male","0","0","138.5"
"A2010201221322","2010-2012","Parkinson's disease","American Indian/Alaska Native","Hispanic","Female","0","0","51.7"
"A2010201221400","2010-2012","Parkinson's disease","Asian/Pacific Islander","Total","Total","4.2","1.9","6.6"
"A2010201221401","2010-2012","Parkinson's disease","Asian/Pacific Islander","Total","Male",,,
"A2010201221402","2010-2012","Parkinson's disease","Asian/Pacific Islander","Total","Female",,,
"A2010201221410","2010-2012","Parkinson's disease","Asian/Pacific Islander","Not Hispanic","Total","3.9","1.7","6.2"
"A2010201221411","2010-2012","Parkinson's disease","Asian/Pacific Islander","Not Hispanic","Male",,,
"A2010201221412","2010-2012","Parkinson's disease","Asian/Pacific Islander","Not Hispanic","Female",,,
"A2010201221420","2010-2012","Parkinson's disease","Asian/Pacific Islander","Hispanic","Total",,,
"A2010201221421","2010-2012","Parkinson's disease","Asian/Pacific Islander","Hispanic","Male",,,
"A2010201221422","2010-2012","Parkinson's disease","Asian/Pacific Islander","Hispanic","Female","0","0","58.6"
"A2010201222000","2010-2012","Alzheimer's disease","Total","Total","Total","14.5","13.2","15.8"
"A2010201222001","2010-2012","Alzheimer's disease","Total","Total","Male","13.4","11.4","15.5"
"A2010201222002","2010-2012","Alzheimer's disease","Total","Total","Female","14.9","13.3","16.6"
"A2010201222010","2010-2012","Alzheimer's disease","Total","Not Hispanic","Total","14.7","13.4","16.1"
"A2010201222011","2010-2012","Alzheimer's disease","Total","Not Hispanic","Male","13.5","11.4","15.6"
"A2010201222012","2010-2012","Alzheimer's disease","Total","Not Hispanic","Female","15.4","13.6","17.1"
"A2010201222020","2010-2012","Alzheimer's disease","Total","Hispanic","Total","9.2","4.5","13.9"
"A2010201222021","2010-2012","Alzheimer's disease","Total","Hispanic","Male",,,
"A2010201222022","2010-2012","Alzheimer's disease","Total","Hispanic","Female",,,
"A2010201222100","2010-2012","Alzheimer's disease","White","Total","Total","15.3","13.8","16.8"
