"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Programs and Services","Social Security- FICA Medicaid","Personnel Costs","1800.39","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Programs and Services","Group Insurance","Personnel Costs","10735","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Programs and Services","ERS","Personnel Costs","44289.62","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Case Management - Unit 1","ERS","Personnel Costs","153631.21","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Case Management - Unit 2","Full Time Salaries","Personnel Costs","144496.6","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Case Management - Unit 2","Social Security- FICA","Personnel Costs","8958.79","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Case Management - Unit 2","Social Security- FICA Medicaid","Personnel Costs","2095.2","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Case Management - Unit 2","Group Insurance","Personnel Costs","21470","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Case Management - Unit 2","ERS","Personnel Costs","54417.42","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Case Management - Unit 3","Full Time Salaries","Personnel Costs","485711.44","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Case Management - Unit 3","Social Security- FICA","Personnel Costs","30114.11","0"
"2015","Public Safety","Police","Organizational Support Services","Retirement","General Fund","Tax Supported Funds","Internal Affairs","GRIP","Personnel Costs","3100.17","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Case Management - Unit 3","Social Security- FICA Medicaid","Personnel Costs","7042.82","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Intake, Classification and Reentry-MCCF","Full Time Salaries","Personnel Costs","236916.88","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Intake, Classification and Reentry-MCCF","Social Security- FICA","Personnel Costs","14688.85","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Intake, Classification and Reentry-MCCF","Social Security- FICA Medicaid","Personnel Costs","3435.29","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Intake, Classification and Reentry-MCCF","Group Insurance","Personnel Costs","32205","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Intake, Classification and Reentry-MCCF","RSP","Personnel Costs","2774.05","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Intake, Classification and Reentry-MCCF","ERS","Personnel Costs","63105.2","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Medical Services-MCDC","Full Time Salaries","Personnel Costs","500217.18","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Medical Services-MCDC","Social Security- FICA","Personnel Costs","31013.47","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Medical Services-MCDC","Social Security- FICA Medicaid","Personnel Costs","7253.15","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Medical Services-MCDC","Group Insurance","Personnel Costs","64410","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Medical Services-MCDC","RSP","Personnel Costs","4534.32","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Medical Services-MCDC","ERS","Personnel Costs","167036.46","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Health Services","Full Time Salaries","Personnel Costs","374729.72","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Health Services","Social Security- FICA","Personnel Costs","21833.11","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Health Services","Social Security- FICA Medicaid","Personnel Costs","5433.58","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Health Services","Group Insurance","Personnel Costs","32205","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Health Services","ERS","Personnel Costs","117094.78","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Medical Services - MCCF","Full Time Salaries","Personnel Costs","1391494.54","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Medical Services - MCCF","Social Security- FICA","Personnel Costs","86272.66","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Medical Services - MCCF","Social Security- FICA Medicaid","Personnel Costs","20176.67","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Medical Services - MCCF","Group Insurance","Personnel Costs","182495","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Medical Services - MCCF","RSP","Personnel Costs","9955.79","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Medical Services - MCCF","ERS","Personnel Costs","456770.96","0"
"2015","Public Safety","Police","Patrol Services","Retirement","General Fund","Tax Supported Funds","1st District Petrol","RSP","Personnel Costs","9473.72","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Medical Services - MCCF","GRIP","Personnel Costs","4456.27","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Mental Health Services - MCCF","Full Time Salaries","Personnel Costs","527707.52","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Mental Health Services - MCCF","Social Security- FICA","Personnel Costs","32717.87","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Training Section","Full Time Salaries","Personnel Costs","179171.59","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Training Section","Social Security- FICA","Personnel Costs","11108.64","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Training Section","Social Security- FICA Medicaid","Personnel Costs","2597.99","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Training Section","Group Insurance","Personnel Costs","21470","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Training Section","ERS","Personnel Costs","64851.62","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Salaries and Wages","General Fund","Tax Supported Funds","Medical Services - PRC","Full Time Salaries","Personnel Costs","94461.59","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Social Security","General Fund","Tax Supported Funds","Medical Services - PRC","Social Security- FICA","Personnel Costs","5856.62","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Social Security","General Fund","Tax Supported Funds","Medical Services - PRC","Social Security- FICA Medicaid","Personnel Costs","1369.69","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Retirement","General Fund","Tax Supported Funds","Medical Services - PRC","ERS","Personnel Costs","35574.24","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Salaries and Wages","General Fund","Tax Supported Funds","Assessment and Quality Services","Full Time Salaries","Personnel Costs","248802.29","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Social Security","General Fund","Tax Supported Funds","Assessment and Quality Services","Social Security- FICA","Personnel Costs","15425.74","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Social Security","General Fund","Tax Supported Funds","Assessment and Quality Services","Social Security- FICA Medicaid","Personnel Costs","3607.63","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Group Insurance","General Fund","Tax Supported Funds","Assessment and Quality Services","Group Insurance","Personnel Costs","42940","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Retirement","General Fund","Tax Supported Funds","Assessment and Quality Services","RSP","Personnel Costs","2952.24","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Retirement","General Fund","Tax Supported Funds","Assessment and Quality Services","ERS","Personnel Costs","58455.95","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Retirement","General Fund","Tax Supported Funds","Assessment and Quality Services","GRIP","Personnel Costs","3808.83","0"
"2015","Public Safety","Police","Office of the Chief","Salaries and Wages","General Fund","Tax Supported Funds","Director's Office","Full Time Salaries","Personnel Costs","302782.69","0"
"2015","Public Safety","Police","Office of the Chief","Social Security","General Fund","Tax Supported Funds","Director's Office","Social Security- FICA","Personnel Costs","11809.06","0"
"2015","Public Safety","Police","Organizational Support Services","Social Security","General Fund","Tax Supported Funds","Internal Affairs","Social Security- FICA","Personnel Costs","55259.75","0"
"2015","Public Safety","Police","Organizational Support Services","Social Security","General Fund","Tax Supported Funds","Internal Affairs","Social Security- FICA Medicaid","Personnel Costs","13229.07","0"
"2015","Public Safety","Police","Organizational Support Services","Group Insurance","General Fund","Tax Supported Funds","Internal Affairs","Group Insurance","Personnel Costs","96615","0"
"2015","Public Safety","Police","Organizational Support Services","Retirement","General Fund","Tax Supported Funds","Internal Affairs","ERS","Personnel Costs","315085.27","0"
"2015","Public Safety","Police","Patrol Services","Salaries and Wages","General Fund","Tax Supported Funds","FSB Administration Office","Full Time Salaries","Personnel Costs","1361446.37","0"
"2015","Public Safety","Police","Patrol Services","Social Security","General Fund","Tax Supported Funds","FSB Administration Office","Social Security- FICA","Personnel Costs","78189.94","0"
"2015","Public Safety","Police","Patrol Services","Social Security","General Fund","Tax Supported Funds","FSB Administration Office","Social Security- FICA Medicaid","Personnel Costs","19740.97","0"
"2015","Public Safety","Police","Patrol Services","Group Insurance","General Fund","Tax Supported Funds","FSB Administration Office","Group Insurance","Personnel Costs","201281.25","0"
"2015","Public Safety","Police","Patrol Services","Retirement","General Fund","Tax Supported Funds","FSB Administration Office","RSP","Personnel Costs","1556.14","0"
"2015","Public Safety","Police","Patrol Services","Retirement","General Fund","Tax Supported Funds","FSB Administration Office","ERS","Personnel Costs","572264.35","0"
"2015","Public Safety","Police","Patrol Services","Social Security","General Fund","Tax Supported Funds","Duty Commander","Social Security- FICA Medicaid","Personnel Costs","3961.31","0"
"2015","Public Safety","Police","Patrol Services","Group Insurance","General Fund","Tax Supported Funds","Duty Commander","Group Insurance","Personnel Costs","21470","0"
"2015","Public Safety","Police","Patrol Services","Retirement","General Fund","Tax Supported Funds","Duty Commander","ERS","Personnel Costs","118210.96","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Salaries and Wages","General Fund","Tax Supported Funds","PRRS - Administration","Full Time Salaries","Personnel Costs","145272.97","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Social Security","General Fund","Tax Supported Funds","PRRS - Administration","Social Security- FICA","Personnel Costs","7371.8","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Social Security","General Fund","Tax Supported Funds","PRRS - Administration","Social Security- FICA Medicaid","Personnel Costs","2106.46","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Group Insurance","General Fund","Tax Supported Funds","PRRS - Administration","Group Insurance","Personnel Costs","10735","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Retirement","General Fund","Tax Supported Funds","PRRS - Administration","RSP","Personnel Costs","14527.3","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Salaries and Wages","General Fund","Tax Supported Funds","Facility Operations - PRC","Full Time Salaries","Personnel Costs","2062372.83","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Salaries and Wages","General Fund","Tax Supported Funds","Facility Operations - PRC","Lapse (Workforce)","Personnel Costs","-102183.18","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Social Security","General Fund","Tax Supported Funds","Facility Operations - PRC","Social Security- FICA","Personnel Costs","121531.76","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Social Security","General Fund","Tax Supported Funds","Facility Operations - PRC","Social Security- FICA Medicaid","Personnel Costs","28422.75","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Retirement","General Fund","Tax Supported Funds","Facility Operations - PRC","ERS","Personnel Costs","736120.51","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Salaries and Wages","General Fund","Tax Supported Funds","Food Services - PRC","Full Time Salaries","Personnel Costs","275414.15","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Social Security","General Fund","Tax Supported Funds","Food Services - PRC","Social Security- FICA","Personnel Costs","17075.68","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Social Security","General Fund","Tax Supported Funds","Food Services - PRC","Social Security- FICA Medicaid","Personnel Costs","3993.51","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Group Insurance","General Fund","Tax Supported Funds","Food Services - PRC","Group Insurance","Personnel Costs","53675","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Retirement","General Fund","Tax Supported Funds","Food Services - PRC","ERS","Personnel Costs","103720.97","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Salaries and Wages","General Fund","Tax Supported Funds","Reentry Services and Programs","Full Time Salaries","Personnel Costs","1159487.01","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Social Security","General Fund","Tax Supported Funds","Reentry Services and Programs","Social Security- FICA","Personnel Costs","71888.19","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Social Security","General Fund","Tax Supported Funds","Reentry Services and Programs","Social Security- FICA Medicaid","Personnel Costs","16812.56","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Group Insurance","General Fund","Tax Supported Funds","Reentry Services and Programs","Group Insurance","Personnel Costs","171760","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Retirement","General Fund","Tax Supported Funds","Reentry Services and Programs","RSP","Personnel Costs","7935.47","0"
"2015","Public Safety","Correction and Rehabilitation","Reentry Services","Retirement","General Fund","Tax Supported Funds","Reentry Services and Programs","ERS","Personnel Costs","399306.59","0"
"2015","Public Safety","Police","Patrol Services","Retirement","General Fund","Tax Supported Funds","5th District S.A.T","ERS","Personnel Costs","244278.29","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Salaries and Wages","General Fund","Tax Supported Funds","Pre-Trial Services Administration","Full Time Salaries","Personnel Costs","348124.07","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Social Security","General Fund","Tax Supported Funds","Pre-Trial Services Administration","Social Security- FICA","Personnel Costs","21547.35","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Social Security","General Fund","Tax Supported Funds","Pre-Trial Services Administration","Social Security- FICA Medicaid","Personnel Costs","5047.8","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Group Insurance","General Fund","Tax Supported Funds","Pre-Trial Services Administration","Group Insurance","Personnel Costs","53675","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Retirement","General Fund","Tax Supported Funds","Pre-Trial Services Administration","RSP","Personnel Costs","3014.25","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Retirement","General Fund","Tax Supported Funds","Pre-Trial Services Administration","ERS","Personnel Costs","116913.96","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Salaries and Wages","General Fund","Tax Supported Funds","Pre-Trial Services Supervision","Full Time Salaries","Personnel Costs","1055536.59","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Social Security","General Fund","Tax Supported Funds","Pre-Trial Services Supervision","Social Security- FICA","Personnel Costs","65443.27","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Social Security","General Fund","Tax Supported Funds","Pre-Trial Services Supervision","Social Security- FICA Medicaid","Personnel Costs","15305.28","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Group Insurance","General Fund","Tax Supported Funds","Pre-Trial Services Supervision","Group Insurance","Personnel Costs","139555","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Retirement","General Fund","Tax Supported Funds","Pre-Trial Services Supervision","ERS","Personnel Costs","397515.08","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Salaries and Wages","General Fund","Tax Supported Funds","Pre-Trial Services Assessment","Full Time Salaries","Personnel Costs","391490.87","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Social Security","General Fund","Tax Supported Funds","Pre-Trial Services Assessment","Social Security- FICA","Personnel Costs","24272.43","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Social Security","General Fund","Tax Supported Funds","Pre-Trial Services Assessment","Social Security- FICA Medicaid","Personnel Costs","5676.62","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Salaries and Wages","General Fund","Tax Supported Funds","ACS","Full Time Salaries","Personnel Costs","458365.3","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Social Security","General Fund","Tax Supported Funds","ACS","Social Security- FICA","Personnel Costs","28418.65","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Social Security","General Fund","Tax Supported Funds","ACS","Social Security- FICA Medicaid","Personnel Costs","6646.3","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Group Insurance","General Fund","Tax Supported Funds","ACS","Group Insurance","Personnel Costs","75145","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Retirement","General Fund","Tax Supported Funds","ACS","RSP","Personnel Costs","4606.12","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Salaries and Wages","General Fund","Tax Supported Funds","PTS Work Crew","Full Time Salaries","Personnel Costs","70769.81","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Social Security","General Fund","Tax Supported Funds","PTS Work Crew","Social Security- FICA","Personnel Costs","4387.73","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Social Security","General Fund","Tax Supported Funds","PTS Work Crew","Social Security- FICA Medicaid","Personnel Costs","1026.16","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Group Insurance","General Fund","Tax Supported Funds","PTS Work Crew","Group Insurance","Personnel Costs","10735","0"
"2015","Public Safety","Correction and Rehabilitation","Pre-Trial Services","Retirement","General Fund","Tax Supported Funds","PTS Work Crew","ERS","Personnel Costs","26651.91","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Intake/Release MCDC","Full Time Salaries","Personnel Costs","175802.91","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Intake/Release MCDC","Social Security- FICA","Personnel Costs","10418.65","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Intake/Release MCDC","Social Security- FICA Medicaid","Personnel Costs","2549.14","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Intake/Release MCDC","Group Insurance","Personnel Costs","21470","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Intake/Release MCDC","RSP","Personnel Costs","3931.42","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Intake/Release MCDC","ERS","Personnel Costs","47700.24","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Central Processing","Full Time Salaries","Personnel Costs","1101637.29","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Central Processing","Social Security- FICA","Personnel Costs","68301.51","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Central Processing","Social Security- FICA Medicaid","Personnel Costs","15973.74","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Central Processing","Group Insurance","Personnel Costs","171760","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Central Processing","ERS","Personnel Costs","414876.6","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Operations - MCDC","Full Time Salaries","Personnel Costs","5137339.29","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Operations - MCDC","Lapse (Workforce)","Personnel Costs","-48058.1","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Operations - MCDC","Social Security- FICA","Personnel Costs","315535.43","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Operations - MCDC","Social Security- FICA Medicaid","Personnel Costs","73794.58","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Operations - MCDC","Group Insurance","Personnel Costs","805125","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Operations - MCDC","ERS","Personnel Costs","1916623.3","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Facility Operations Management","Full Time Salaries","Personnel Costs","160925.66","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Facility Operations Management","Social Security- FICA","Personnel Costs","9977.39","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Facility Operations Management","Social Security- FICA Medicaid","Personnel Costs","2333.42","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Facility Operations Management","Group Insurance","Personnel Costs","21470","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Facility Operations Management","RSP","Personnel Costs","4514.58","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Facility Operations Management","ERS","Personnel Costs","37272.8","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Quartermaster","Full Time Salaries","Personnel Costs","152349.31","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Quartermaster","Social Security- FICA","Personnel Costs","9445.66","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Quartermaster","Social Security- FICA Medicaid","Personnel Costs","2209.07","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Quartermaster","Group Insurance","Personnel Costs","32205","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Quartermaster","ERS","Personnel Costs","57374.75","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Salaries and Wages","General Fund","Tax Supported Funds","Inmate Records","Full Time Salaries","Personnel Costs","812813.41","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Inmate Records","Social Security- FICA","Personnel Costs","50394.43","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Social Security","General Fund","Tax Supported Funds","Inmate Records","Social Security- FICA Medicaid","Personnel Costs","11785.79","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Group Insurance","General Fund","Tax Supported Funds","Inmate Records","Group Insurance","Personnel Costs","139555","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Inmate Records","RSP","Personnel Costs","29262.55","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Inmate Records","ERS","Personnel Costs","145604.71","0"
"2015","Public Safety","Correction and Rehabilitation","Detention Services","Retirement","General Fund","Tax Supported Funds","Inmate Records","GRIP","Personnel Costs","3447.43","0"
"2015","Public Safety","Police","Patrol Services","Salaries and Wages","General Fund","Tax Supported Funds","1st District Administration","Full Time Salaries","Personnel Costs","744459.81","0"
"2015","Public Safety","Police","Patrol Services","Social Security","General Fund","Tax Supported Funds","1st District Administration","Social Security- FICA","Personnel Costs","43755.32","0"
"2015","Public Safety","Police","Patrol Services","Social Security","General Fund","Tax Supported Funds","1st District Administration","Social Security- FICA Medicaid","Personnel Costs","10794.67","0"
"2015","Public Safety","Police","Patrol Services","Group Insurance","General Fund","Tax Supported Funds","1st District Administration","Group Insurance","Personnel Costs","85880","0"
"2015","Public Safety","Police","Patrol Services","Retirement","General Fund","Tax Supported Funds","1st District Administration","RSP","Personnel Costs","14094.58","0"
"2015","Public Safety","Police","Patrol Services","Retirement","General Fund","Tax Supported Funds","1st District Administration","ERS","Personnel Costs","136729.87","0"
"2015","Public Safety","Police","Patrol Services","Salaries and Wages","General Fund","Tax Supported Funds","1st District Petrol","Full Time Salaries","Personnel Costs","7337396.35","0"
"2015","Public Safety","Police","Patrol Services","Salaries and Wages","General Fund","Tax Supported Funds","1st District Petrol","Part Time Salaries","Personnel Costs","142504.4","0"
"2015","Public Safety","Police","Patrol Services","Social Security","General Fund","Tax Supported Funds","1st District Petrol","Social Security- FICA","Personnel Costs","463753.85","0"
"2015","Public Safety","Police","Patrol Services","Social Security","General Fund","Tax Supported Funds","1st District Petrol","Social Security- FICA Medicaid","Personnel Costs","108458.56","0"
"2015","Public Safety","Police","Patrol Services","Group Insurance","General Fund","Tax Supported Funds","1st District Petrol","Group Insurance","Personnel Costs","1073500","0"
"2015","Public Safety","Police","Patrol Services","Salaries and Wages","General Fund","Tax Supported Funds","2nd District Administration","Full Time Salaries","Personnel Costs","755770.59","0"
"2015","Public Safety","Police","Patrol Services","Social Security","General Fund","Tax Supported Funds","2nd District Administration","Social Security- FICA","Personnel Costs","43827.18","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Retirement","Fire","Tax Supported Funds","Station 17","ERS","Personnel Costs","956165.94","0"
"2015","Public Safety","Police","Patrol Services","Social Security","General Fund","Tax Supported Funds","2nd District Administration","Social Security- FICA Medicaid","Personnel Costs","10958.67","0"
"2013","Public Safety","Police","Field Services","Group Insurance","General Fund","Tax Supported Funds","5th District S.A.T","Health","Personnel Costs",,"82586"
"2015","Public Safety","Police","Patrol Services","Retirement","General Fund","Tax Supported Funds","2nd District Administration","ERS","Personnel Costs","205692.67","0"
"2015","Public Safety","Police","Patrol Services","Salaries and Wages","General Fund","Tax Supported Funds","6th District Patrol","Full Time Salaries","Personnel Costs","8757898.43","0"
