"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Social Security","Grant Fund","Non-Tax Supported Funds","Adult Foster Care-Project Home","Social Security- FICA Medicaid","Personnel Costs","9197.69","0"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Social Security","Grant Fund","Non-Tax Supported Funds","Adult Foster Care-Project Home","Social Security- Charge to Others","Personnel Costs","-20005.93","0"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Adult Foster Care-Project Home","Group Insurance","Personnel Costs","75145","0"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Adult Foster Care-Project Home","Group Insurance- Charges to Others","Personnel Costs","-39227.31","0"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Foster Care-Project Home","Retirement- Charges to Others","Personnel Costs","-31643.36","0"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Foster Care-Project Home","RSP","Personnel Costs","14567.29","0"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Foster Care-Project Home","ERS","Personnel Costs","56571.82","0"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Foster Care-Project Home","GRIP","Personnel Costs","5910.78","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","Full Time Salaries","Personnel Costs","2130208.15","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","Part Time Salaries","Personnel Costs","34675.64","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Social Security","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","Social Security- FICA","Personnel Costs","134222.79","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Social Security","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","Social Security- FICA Medicaid","Personnel Costs","31390.81","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Social Security","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","Social Security- Charge to Others","Personnel Costs","-59869.67","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","Group Insurance","Personnel Costs","289845","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","Group Insurance- Charges to Others","Personnel Costs","-117391.5","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","Retirement- Charges to Others","Personnel Costs","-94695.81","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","RSP","Personnel Costs","92817.05","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","ERS","Personnel Costs","71264.58","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","GRIP","Personnel Costs","47317.84","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Income Supports","Full Time Salaries","Personnel Costs","278078.91","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Income Supports","Salary Charges To Others","Personnel Costs","-83540.63","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Income Supports","Social Security- FICA","Personnel Costs","17240.89","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Income Supports","Social Security- FICA Medicaid","Personnel Costs","4032.14","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Income Supports","Social Security- Charge to Others","Personnel Costs","-6390.86","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Income Supports","Group Insurance","Personnel Costs","42940","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Income Supports","Group Insurance- Charges to Others","Personnel Costs","-12531.09","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Income Supports","Retirement- Charges to Others","Personnel Costs","-10108.42","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Income Supports","RSP","Personnel Costs","14515.17","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Income Supports","ERS","Personnel Costs","34471.24","0"
"2015","Health and Human Services","Health and Human Services","Child Care Subsidies","Social Security","Grant Fund","Non-Tax Supported Funds","Child Care Subsidies- Admin","Social Security- FICA Medicaid","Personnel Costs","9861.06","0"
"2015","Health and Human Services","Health and Human Services","Child Care Subsidies","Social Security","Grant Fund","Non-Tax Supported Funds","Child Care Subsidies- Admin","Social Security- Charge to Others","Personnel Costs","-23041.06","0"
"2015","Health and Human Services","Health and Human Services","Child Care Subsidies","Group Insurance","Grant Fund","Non-Tax Supported Funds","Child Care Subsidies- Admin","Group Insurance","Personnel Costs","96615","0"
"2015","Health and Human Services","Health and Human Services","Child Care Subsidies","Group Insurance","Grant Fund","Non-Tax Supported Funds","Child Care Subsidies- Admin","Group Insurance- Charges to Others","Personnel Costs","-45178.55","0"
"2015","Health and Human Services","Health and Human Services","Child Care Subsidies","Retirement","Grant Fund","Non-Tax Supported Funds","Child Care Subsidies- Admin","Retirement- Charges to Others","Personnel Costs","-36444.03","0"
"2015","Health and Human Services","Health and Human Services","Child Care Subsidies","Retirement","Grant Fund","Non-Tax Supported Funds","Child Care Subsidies- Admin","RSP","Personnel Costs","26848.58","0"
"2015","Health and Human Services","Health and Human Services","Child Care Subsidies","Retirement","Grant Fund","Non-Tax Supported Funds","Child Care Subsidies- Admin","ERS","Personnel Costs","84621.34","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Full Time Salaries","Personnel Costs","57465.32","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Salary Charges To Others","Personnel Costs","-18989.24","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Social Security- FICA","Personnel Costs","3562.85","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Social Security- FICA Medicaid","Personnel Costs","833.25","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Social Security- Charge to Others","Personnel Costs","-1452.68","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Group Insurance","Personnel Costs","10735","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Group Insurance- Charges to Others","Personnel Costs","-2848.39","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Retirement- Charges to Others","Personnel Costs","-2297.7","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Social Security","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Social Security- FICA","Personnel Costs","3514.1","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Social Security","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Social Security- FICA Medicaid","Personnel Costs","821.85","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Contract Team","Group Insurance- Charges to Others","Personnel Costs","-17012.39","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Social Security","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Social Security- Charge to Others","Personnel Costs","-1660.52","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Group Insurance","Personnel Costs","10735","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Group Insurance- Charges to Others","Personnel Costs","-3255.92","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Retirement","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Retirement- Charges to Others","Personnel Costs","-2626.44","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Retirement","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","RSP","Personnel Costs","4534.32","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Full Time Salaries","Personnel Costs","51522.87","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Salary Charges To Others","Personnel Costs","-14333.95","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Social Security","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Social Security- FICA","Personnel Costs","3194.42","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Social Security","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Social Security- FICA Medicaid","Personnel Costs","747.08","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Social Security","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Social Security- Charge to Others","Personnel Costs","-1096.55","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Group Insurance","Personnel Costs","10735","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Group Insurance- Charges to Others","Personnel Costs","-2150.09","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Retirement","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Retirement- Charges to Others","Personnel Costs","-1734.41","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Retirement","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","RSP","Personnel Costs","4121.83","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Medical Assistance Eligibility Services","Full Time Salaries","Personnel Costs","1241889.28","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Medical Assistance Eligibility Services","Social Security- FICA","Personnel Costs","76637.49","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Medical Assistance Eligibility Services","Social Security- FICA Medicaid","Personnel Costs","18007.39","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Medical Assistance Eligibility Services","Social Security- Charge to Others","Personnel Costs","-38062.26","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Medical Assistance Eligibility Services","Group Insurance","Personnel Costs","182495","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Medical Assistance Eligibility Services","Group Insurance- Charges to Others","Personnel Costs","-74631.87","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Contract Team","Retirement- Charges to Others","Personnel Costs","-13723.33","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Medical Assistance Eligibility Services","Retirement- Charges to Others","Personnel Costs","-60203.04","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Medical Assistance Eligibility Services","RSP","Personnel Costs","29837.58","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Medical Assistance Eligibility Services","ERS","Personnel Costs","88924.45","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Medical Assistance Eligibility Services","GRIP","Personnel Costs","22775.87","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Income Supports","Full Time Salaries","Personnel Costs","9162833.79","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Income Supports","Part Time Salaries","Personnel Costs","22928.46","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Income Supports","Salary Charges To Others","Personnel Costs","-3500170.69","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Income Supports","Social Security- FICA","Personnel Costs","567755.07","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Income Supports","Social Security- FICA Medicaid","Personnel Costs","133193.55","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Income Supports","Social Security- Charge to Others","Personnel Costs","-267763.06","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Income Supports","Group Insurance","Personnel Costs","1449225","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Income Supports","Group Insurance- Charges to Others","Personnel Costs","-525025.6","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Income Supports","Retirement- Charges to Others","Personnel Costs","-423520.65","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Income Supports","RSP","Personnel Costs","369939.32","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Income Supports","ERS","Personnel Costs","741021.28","0"
"2015","Health and Human Services","Health and Human Services","Chief Operating Officer","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Chief Operating Officer","Salary Charges To Others","Personnel Costs","-36018.55","0"
"2015","Health and Human Services","Health and Human Services","Chief Operating Officer","Social Security","Grant Fund","Non-Tax Supported Funds","Chief Operating Officer","Social Security- FICA","Personnel Costs","5871.37","0"
"2015","Health and Human Services","Health and Human Services","Chief Operating Officer","Social Security","Grant Fund","Non-Tax Supported Funds","Chief Operating Officer","Social Security- FICA Medicaid","Personnel Costs","1373.14","0"
"2015","Health and Human Services","Health and Human Services","Chief Operating Officer","Social Security","Grant Fund","Non-Tax Supported Funds","Chief Operating Officer","Social Security- Charge to Others","Personnel Costs","-2755.42","0"
"2015","Health and Human Services","Health and Human Services","Chief Operating Officer","Group Insurance","Grant Fund","Non-Tax Supported Funds","Chief Operating Officer","Group Insurance","Personnel Costs","10735","0"
"2015","Health and Human Services","Health and Human Services","Chief Operating Officer","Group Insurance","Grant Fund","Non-Tax Supported Funds","Chief Operating Officer","Group Insurance- Charges to Others","Personnel Costs","-5402.78","0"
"2015","Health and Human Services","Health and Human Services","Chief Operating Officer","Retirement","Grant Fund","Non-Tax Supported Funds","Chief Operating Officer","Retirement- Charges to Others","Personnel Costs","-4358.24","0"
"2015","Health and Human Services","Health and Human Services","Information Systems & Technology","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Information Systems & Technology","Full Time Salaries","Personnel Costs","76139.63","0"
"2015","Health and Human Services","Health and Human Services","Information Systems & Technology","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Information Systems & Technology","Salary Charges To Others","Personnel Costs","-15771.43","0"
"2015","Health and Human Services","Health and Human Services","Information Systems & Technology","Social Security","Grant Fund","Non-Tax Supported Funds","Information Systems & Technology","Social Security- FICA","Personnel Costs","4720.66","0"
"2015","Health and Human Services","Health and Human Services","Information Systems & Technology","Social Security","Grant Fund","Non-Tax Supported Funds","Information Systems & Technology","Social Security- FICA Medicaid","Personnel Costs","1104.02","0"
"2015","Health and Human Services","Health and Human Services","Information Systems & Technology","Social Security","Grant Fund","Non-Tax Supported Funds","Information Systems & Technology","Social Security- Charge to Others","Personnel Costs","-1206.51","0"
"2015","Health and Human Services","Health and Human Services","Information Systems & Technology","Group Insurance","Grant Fund","Non-Tax Supported Funds","Information Systems & Technology","Group Insurance","Personnel Costs","10735","0"
"2015","Health and Human Services","Health and Human Services","Information Systems & Technology","Group Insurance","Grant Fund","Non-Tax Supported Funds","Information Systems & Technology","Group Insurance- Charges to Others","Personnel Costs","-2365.71","0"
"2015","Health and Human Services","Health and Human Services","Information Systems & Technology","Retirement","Grant Fund","Non-Tax Supported Funds","Information Systems & Technology","Retirement- Charges to Others","Personnel Costs","-1908.34","0"
"2015","Health and Human Services","Health and Human Services","Information Systems & Technology","Retirement","Grant Fund","Non-Tax Supported Funds","Information Systems & Technology","RSP","Personnel Costs","3045.59","0"
"2015","Health and Human Services","Health and Human Services","Budget  Team","Social Security","Grant Fund","Non-Tax Supported Funds","Budget Team","Social Security- FICA Medicaid","Personnel Costs","2440.54","0"
"2015","Health and Human Services","Health and Human Services","Budget  Team","Social Security","Grant Fund","Non-Tax Supported Funds","Budget Team","Social Security- Charge to Others","Personnel Costs","-7094.6","0"
"2015","Health and Human Services","Health and Human Services","Budget  Team","Group Insurance","Grant Fund","Non-Tax Supported Funds","Budget Team","Group Insurance","Personnel Costs","21470","0"
"2015","Health and Human Services","Health and Human Services","Budget  Team","Group Insurance","Grant Fund","Non-Tax Supported Funds","Budget Team","Group Insurance- Charges to Others","Personnel Costs","-13910.98","0"
"2015","Health and Human Services","Health and Human Services","Budget  Team","Retirement","Grant Fund","Non-Tax Supported Funds","Budget Team","Retirement- Charges to Others","Personnel Costs","-11221.53","0"
"2015","Health and Human Services","Health and Human Services","Budget  Team","Retirement","Grant Fund","Non-Tax Supported Funds","Budget Team","RSP","Personnel Costs","6409.76","0"
"2015","Health and Human Services","Health and Human Services","Budget  Team","Retirement","Grant Fund","Non-Tax Supported Funds","Budget Team","GRIP","Personnel Costs","5926.44","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Contract Team","Full Time Salaries","Personnel Costs","199195.3","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Contract Team","Salary Charges To Others","Personnel Costs","-113415.96","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Contract Team","Social Security- FICA","Personnel Costs","12350.11","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Contract Team","Social Security- FICA Medicaid","Personnel Costs","2888.33","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Contract Team","Social Security- Charge to Others","Personnel Costs","-8676.32","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Contract Team","Group Insurance","Personnel Costs","21470","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Contract Team","RSP","Personnel Costs","8690.02","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Social Security- FICA","Personnel Costs","54715.51","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Social Security- FICA Medicaid","Personnel Costs","12796.37","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Social Security- Charge to Others","Personnel Costs","-37256.49","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Group Insurance","Personnel Costs","118085","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Group Insurance- Charges to Others","Personnel Costs","-73051.95","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Retirement- Charges to Others","Personnel Costs","-58928.57","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Fiscal Team","RSP","Personnel Costs","55164.12","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Fiscal Team","ERS","Personnel Costs","38788.39","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Full Time Salaries","Personnel Costs","356162.29","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Salary Charges To Others","Personnel Costs","-183409.28","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Social Security","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Social Security- FICA","Personnel Costs","22082.06","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Social Security","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Social Security- FICA Medicaid","Personnel Costs","5164.35","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Social Security","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Social Security- Charge to Others","Personnel Costs","-14030.81","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Group Insurance","Personnel Costs","53675","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Group Insurance- Charges to Others","Personnel Costs","-27511.39","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Retirement","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Retirement- Charges to Others","Personnel Costs","-22192.52","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Retirement","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","RSP","Personnel Costs","14711.09","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Retirement","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","ERS","Personnel Costs","26754.09","0"
"2015","Health and Human Services","Health and Human Services","Chief Children, Youth & Families","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Chief - Children, Youth & Families","Salary Charges To Others","Personnel Costs","-106235.99","0"
"2015","Health and Human Services","Health and Human Services","Chief Children, Youth & Families","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Chief - Children, Youth & Families","Lapse (Workforce)","Personnel Costs","-153960","0"
"2015","Health and Human Services","Health and Human Services","Chief Children, Youth & Families","Social Security","Grant Fund","Non-Tax Supported Funds","Chief - Children, Youth & Families","Social Security- FICA","Personnel Costs","10965.63","0"
"2015","Health and Human Services","Health and Human Services","Chief Children, Youth & Families","Social Security","Grant Fund","Non-Tax Supported Funds","Chief - Children, Youth & Families","Social Security- FICA Medicaid","Personnel Costs","2961.25","0"
"2015","Health and Human Services","Health and Human Services","Chief Children, Youth & Families","Social Security","Grant Fund","Non-Tax Supported Funds","Chief - Children, Youth & Families","Social Security- Charge to Others","Personnel Costs","-8127.05","0"
"2015","Health and Human Services","Health and Human Services","Chief Children, Youth & Families","Group Insurance","Grant Fund","Non-Tax Supported Funds","Chief - Children, Youth & Families","Group Insurance","Personnel Costs","21470","0"
"2015","Health and Human Services","Health and Human Services","Chief Children, Youth & Families","Group Insurance","Grant Fund","Non-Tax Supported Funds","Chief - Children, Youth & Families","Group Insurance- Charges to Others","Personnel Costs","-15935.4","0"
"2015","Health and Human Services","Health and Human Services","Chief Children, Youth & Families","Retirement","Grant Fund","Non-Tax Supported Funds","Chief - Children, Youth & Families","Retirement- Charges to Others","Personnel Costs","-12854.56","0"
"2015","Health and Human Services","Health and Human Services","Chief Children, Youth & Families","Retirement","Grant Fund","Non-Tax Supported Funds","Chief - Children, Youth & Families","RSP","Personnel Costs","4637.19","0"
"2015","Health and Human Services","Health and Human Services","Chief Children, Youth & Families","Retirement","Grant Fund","Non-Tax Supported Funds","Chief - Children, Youth & Families","ERS","Personnel Costs","22714.03","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Income Supports","Full Time Salaries","Personnel Costs","116758.83","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Income Supports","Salary Charges To Others","Personnel Costs","-67845.64","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Income Supports","Social Security- FICA","Personnel Costs","7239.05","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Income Supports","Social Security- FICA Medicaid","Personnel Costs","1693","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Income Supports","Social Security- Charge to Others","Personnel Costs","-5190.19","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Income Supports","Group Insurance","Personnel Costs","21470","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Income Supports","Group Insurance- Charges to Others","Personnel Costs","-10176.85","0"
