"the_geom","business_name","full_address","city","state","country","zip","address_authority","abc","business_naics_code","phone_number","website","latitude","longitude","business_id","address_id","jurisdiction"
"POINT (-91.090437774267 30.482726805293)","RACETRAC #191","8940 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70814","BATON ROUGE","YES","447000",,,"30","-91","34567","143086","EBRP"
"POINT (-91.126841713914 30.451662573489)","FLORIDA HOP IN - CIRCLE K","6103 STE F FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","447000",,,"30","-91","46101","246481","EBRP"
"POINT (-91.135623571328 30.422135788804)","TIO JAVI'S FRESH MEX BAR AND GRILL","4738 CONSTITUTION AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","33327","86361","EBRP"
"POINT (-91.057753599519 30.463654540463)","BATON ROUGE SEAFOOD AND DELI","1644 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","722000",,,"30","-91","39865","37611","EBRP"
"POINT (-91.030313533541 30.511566301989)","WALGREENS #07795","6515 SULLIVAN RD","GREENWELL SPRINGS","LOUISIANA","UNITED STATES","70739","CENTRAL","YES","446000",,,"31","-91","46172","220895","EBRP"
"POINT (-91.142257068897 30.650443225724)","WALMART SUPERCENTER #428","5801 MAIN ST","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","453000",,,"31","-91","46964","198715","EBRP"
"POINT (-91.023705041652 30.347642258724)","BURGERSMITH","18303 PERKINS RD E","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES",,,,"30","-91","61689","46195","EBRP"
"POINT (-91.179253472908 30.388428208212)","CIRCLE K #4765","1910 BRIGHTSIDE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70820","BATON ROUGE","YES","447000","225-766-7183","http://circlek.com/","30","-91","26566","48552","EBRP"
"POINT (-91.14019167545 30.421280603498)","CIRCLE K STORES INC. 2709725","2959 COLLEGE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","447000","225-923-1075","http://circlek.com/","30","-91","26586","66553","EBRP"
"POINT (-91.017230298588 30.406394358962)","NAGOYA CAFE INC","15130 MARKET ST","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","722000",,,"30","-91","33135","31097","EBRP"
"POINT (-91.018204245118 30.407430125394)","JONES CREEK CAFE & OYSTER BAR","15005 MARKET ST","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","722211",,,"30","-91","10518","30405","EBRP"
"POINT (-91.13493445752 30.506444098765)","KWIK STOP","5505 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70812","BATON ROUGE","YES","447110",,,"31","-91","2142","94326","EBRP"
"POINT (-91.156355165605 30.461180917209)","ADAMS GROCERY","1455 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722410",,,"30","-91","20075","28800","EBRP"
"POINT (-91.187844732356 30.447288741608)","JOLIE PEARL OYSTER BAR","311 NORTH BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","722000",,,"30","-91","41311","215871","EBRP"
"POINT (-91.097233560826 30.381281974523)","BUFFALO WILD WINGS GRILL & BAR","7524 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","722000",,,"30","-91","25772","140366","EBRP"
"POINT (-91.163282195868 30.485767507914)","WELLER FOOD MART","2605 WELLER AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445110","225-358-0681",,"30","-91","38176","61909","EBRP"
"POINT (-91.155574447672 30.46306129596)","P2K LLC","1643 N ACADIAN THWY E","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","59984","37514","EBRP"
"POINT (-91.188569649763 30.449807486085)","CITY BAR","331 3RD ST","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","445000",,,"30","-91","67343","157390","EBRP"
"POINT (-91.177983856442 30.520123866596)","COLEMANS MINI-MART","1472 HARDING BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","445120",,,"31","-91","14172","29677","EBRP"
"POINT (-91.061084912375 30.384713213326)","TARGET STORE T-1369","6885 SIEGEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","453000",,,"30","-91","36741","106982","EBRP"
"POINT (-91.073389169778 30.426302465685)","CRACKER BARREL OLD COUNTRY STORE","10250 PLAZA AMERICANA DR","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722110",,,"30","-91","2476","2384","EBRP"
"POINT (-91.098368800138 30.377492745946)","CASA MARIA MEXICAN RESTAURANT","7955 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","722000",,,"30","-91","26171","114557","EBRP"
"POINT (-91.181014776212 30.402511289085)","WALK-ONS BURBANK","3838 BURBANK DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","38083","77290","EBRP"
"POINT (-91.123283853312 30.588452651485)","KEEP MOVING FOOD MART","6890 KENT DR","BAKER","LOUISIANA","UNITED STATES","70714","PARISH","YES","445120",,,"31","-91","17207","139466","EBRP"
"POINT (-91.110319159764 30.429292106531)","BOCAGE RACQUET CLUB","7600 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","713000",,,"30","-91","25466","143273","EBRP"
"POINT (-91.057620966654 30.467518623082)","K & D GROCERY","2068 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","445120",,,"30","-91","17498","139379","EBRP"
"POINT (-91.111833188622 30.456854979609)","CHATEAU LOUISIANNE HOTEL AND LOUNGE","710 LOBDELL BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","721000",,,"30","-91","26393","108450","EBRP"
"POINT (-91.168297740922 30.46899420652)","21ST CENTURY BAR AND LOUNGE","2347 SCENIC HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","23506","58535","EBRP"
"POINT (-91.154787784413 30.422868231169)","ACME OYSTER HOUSE","3535 STE 100 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","23844","151740","EBRP"
"POINT (-91.072590951327 30.456025328341)","LA FOOD MART","9988 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","445000",,,"30","-91","31486","129775","EBRP"
"POINT (-91.035310117267 30.410459112534)","SAVE MORE MARKET #7","12929 COURSEY BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","445000",,,"30","-91","66601","135706","EBRP"
"POINT (-91.168180143744 30.465118772853)","PETERS GROCERY","1915 SCENIC HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445110","225-346-6868",,"30","-91","33910","48787","EBRP"
"POINT (-91.157293368532 30.520455974602)","HILTON GARDENS INN","3330 HARDING BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","722000",,,"31","-91","47657","71579","EBRP"
"POINT (-91.168835891207 30.385299995787)","TIGER PAW DAIQUIRIS","5635 NICHOLSON DR","BATON ROUGE","LOUISIANA","UNITED STATES","70820","BATON ROUGE","YES","445000",,,"30","-91","67913","238706","EBRP"
"POINT (-91.009001527536 30.460556772882)","FOOD N GEAUX","15913 STE C OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70808","PARISH","YES","447000",,,"30","-91","41034","230739","EBRP"
"POINT (-91.108490771562 30.394680402191)","PIZZA ART WINE LLC","7673 STE C1 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","BATON ROUGE","YES","722000",,,"30","-91","67177","237386","EBRP"
"POINT (-91.061776535438 30.433298527438)","MAISON LACOUR FRENCH RESTAURANT","11025 N HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722110",,,"30","-91","5445","140382","EBRP"
"POINT (-91.147536010246 30.444720210892)","LA CARRETA","4065 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","31471","79871","EBRP"
"POINT (-91.160415282183 30.499907940292)","HOLDEN'S GROCERY & PACKAGE","5520 DOUGLAS AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445110","225-356-6945",,"30","-91","4163","94506","EBRP"
"POINT (-91.157213221933 30.38711969983)","BURBANK DAIQUIRIS LLC","411 STE C BEN HUR RD","BATON ROUGE","LOUISIANA","UNITED STATES","70820","PARISH","YES","722000",,,"30","-91","64077","234302","EBRP"
"POINT (-91.083349828105 30.370751419952)","BIG EZ DISCOUNT","11930 STE B PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","445000",,,"30","-91","47228","227722","EBRP"
"POINT (-91.054922866867 30.376654952758)","HAMPTON INN & SUITES","11271 RIEGER RD","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","721000",,,"30","-91","29779","142607","EBRP"
"POINT (-91.060857509783 30.414732325998)","THE CHIMES EAST","10870 COURSEY BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","722000",,,"30","-91","36920","7589","EBRP"
"POINT (-91.025287335169 30.451750207125)","STOP N SAVE","14445 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70819","PARISH","YES","453000",,,"30","-91","47546","28282","EBRP"
"POINT (-91.148503624213 30.514923976954)","SWIFTYS VN","7175 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70811","BATON ROUGE","YES","447000",,,"31","-91","36614","141346","EBRP"
"POINT (-91.14082662498 30.417791942999)","THAI KITCHEN FUSION","4550 CONCORD AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","46069","135851","EBRP"
"POINT (-91.111107000848 30.443915939573)","OLD NEW ORLEANS BAR AND GRILL","648 LOBDELL AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722110",,,"30","-91","10568","133960","EBRP"
"POINT (-91.194042482089 30.538347562452)","SEWELL'S COMMUNITY GROCERY STORE","469 ELMER AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","445110","225-774-7336",,"31","-91","7424","85918","EBRP"
"POINT (-91.04576525668 30.39518870146)","LA CONTEA ITALIAN RESTAURANT","12333 STE F JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722000",,,"30","-91","47350","227205","EBRP"
"POINT (-91.052326308334 30.424881738185)","NEW ORLEANS ORIGINAL DAIQUIRIS","3034 STE B2 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722000",,,"30","-91","67387","247246","EBRP"
"POINT (-91.139424359119 30.420376907708)","GINOS RESTAURANT","4542 BENNINGTON AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","29346","84550","EBRP"
"POINT (-91.032291145878 30.343458621559)","MJB LLC","17624 N GREENS AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","531000",,,"30","-91","46396","101893","EBRP"
"POINT (-91.112883794173 30.434202377707)","CITY PORK BRASSERIE & BAR","7327 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES",,,,"30","-91","60335","110275","EBRP"
"POINT (-91.130801659719 30.581517902281)","CVS PHARMACY","6404 STE A GROOM RD","BAKER","LOUISIANA","UNITED STATES","70714","BAKER","YES","446110",,"http://cvs.com/","31","-91","2569","191455","EBRP"
"POINT (-91.094894757563 30.379211043167)","CINEMARK PERKINS ROWE","10000 STE 125 PERKINS ROWE","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","512131",,,"30","-91","2132","220013","EBRP"
"POINT (-90.988205787334 30.533915723382)","CIRCLE K STORE #2706799","18696 MAGNOLIA BRIDGE RD","GREENWELL SPRINGS","LOUISIANA","UNITED STATES","70739","CENTRAL","YES","447000",,,"31","-91","59897","202682","EBRP"
"POINT (-91.127063000707 30.354409335676)","CEDAR","1707 STE A GARDERE LN","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","722000",,,"30","-91","66933","212609","EBRP"
"POINT (-91.141712343508 30.37525502286)","SPRINT PCS","7490 BURBANK DR","BATON ROUGE","LOUISIANA","UNITED STATES","70820","PARISH","YES","453998",,,"30","-91","16137","111554","EBRP"
"POINT (-91.107226674337 30.394003296829)","ROMANS CAFE","7731 STE 110 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","BATON ROUGE","YES","722000",,,"30","-91","35138","163746","EBRP"
"POINT (-91.05845302834 30.433203678488)","RITE AID #7324","2152 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","446000","225-272-5370","https://riteaid.com/","30","-91","35001","136253","EBRP"
"POINT (-91.111038150986 30.433832817477)","CIRCLE K #8036","7475 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","447000",,"http://circlek.com/","30","-91","26569","111483","EBRP"
"POINT (-91.129532702084 30.502755051569)","GREENWELL CONVENIENCE STORE","6055 GREENWELL ST","BATON ROUGE","LOUISIANA","UNITED STATES","70812","BATON ROUGE","YES","453000",,,"31","-91","29563","100072","EBRP"
"POINT (-91.060929640425 30.392131749945)","T J RIBS","6330 SIEGEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","722000",,,"30","-91","36658","139336","EBRP"
"POINT (-91.162474266425 30.390048735771)","FINBOMBSUSHI BURITO AND POKE LLC","660 STE F ARLINGTON CREEK CENTRE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70820","BATON ROUGE","YES","722000",,,"30","-91","64169","234571","EBRP"
"POINT (-91.110296552021 30.394666543614)","WALGREENS #17647","2159 STARING LN","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","446000",,"https://walgreens.com/","30","-91","34997","54681","EBRP"
"POINT (-91.187993413776 30.43188106131)","CHINESE INN NICHOLSON","1710 NICHOLSON DR","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","26482","134268","EBRP"
"POINT (-91.154526643416 30.443676204725)","CVS PHARMACY INC #5324","3384 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","446110","225-387-5600","http://cvs.com/","30","-91","27273","133198","EBRP"
"POINT (-91.127332216543 30.580078725736)","CIRCLE K STORE #2707647","14689 PLANK RD","BAKER","LOUISIANA","UNITED STATES","70714","BAKER","YES","447000",,,"31","-91","41828","191550","EBRP"
"POINT (-91.135901051297 30.373963781346)","YOUR MOMS RESTAURANT AND BAR","7907 VALENCIA CT","BATON ROUGE","LOUISIANA","UNITED STATES","70820","PARISH","YES","722000",,,"30","-91","45380","176955","EBRP"
"POINT (-91.023952060964 30.433235289208)","ROTOLOS PIZZERIA","2985 MILLERVILLE RD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722000",,,"30","-91","35194","151251","EBRP"
"POINT (-91.130890419814 30.443069745462)","REGINELLIS GOODWOOD LLC","684 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","34811","106753","EBRP"
"POINT (-91.161684476186 30.393283577661)","DEANGELOS PIZZERIA CO.","250 W LEE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722110",,,"30","-91","15458","55264","EBRP"
"POINT (-91.111458539361 30.432219053371)","WHOLE FOODS MARKET","7529 CORPORATE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445110","225-218-0452","http://wholefoodsmarket.com/","30","-91","17314","139739","EBRP"
"POINT (-91.190193180012 30.533049684538)","TRIPLET FOOD MART","605 MILLS AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","445000",,,"31","-91","37601","99915","EBRP"
"POINT (-91.123101990641 30.405494969167)","SEROPS CAFE","6301 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","35613","102432","EBRP"
"POINT (-91.065375005441 30.434302483758)","RACETRAC #248","10738 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","453000",,,"30","-91","34568","148224","EBRP"
"POINT (-91.117654774904 30.474285631072)","CITY TOWN MARKET","7144 STE A GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","447000",,,"30","-91","50553","136653","EBRP"
"POINT (-91.137081217655 30.425932052504)","JUBILEE 2","2385 COLLEGE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","445000",,,"30","-91","31053","59075","EBRP"
"POINT (-91.189545908202 30.448569860027)","HILTON BATON ROUGE CAPITOL CENTER","201 LAFAYETTE ST","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","722000",,,"30","-91","30041","139613","EBRP"
"POINT (-91.155274228142 30.450714740502)","CIRCLE K STORE #2707653","3373 FLORIDA ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445110","225-383-0422","http://circlek.com/","30","-91","26592","72169","EBRP"
"POINT (-91.09879588211 30.453204723741)","REVOLUTION NIGHT CLUB","8419 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","47601","136723","EBRP"
"POINT (-91.180060495207 30.525018690059)","VINCES LIQUOR","8556 SCOTLAND AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","445000",,,"31","-91","46750","118770","EBRP"
"POINT (-91.015164490832 30.409798752988)","CAFE AMERICAIN","15255 STE L GEORGE O'NEAL RD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","722110",,,"30","-91","11411","135465","EBRP"
"POINT (-91.102087824873 30.422002641307)","PATS CAJUN SEAFOOD & STEAK","8200 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","722000",,,"30","-91","41242","116182","EBRP"
"POINT (-91.156978929662 30.478792693974)","QUICK MART","3333 N ACADIAN THWY","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","447000",,,"30","-91","17900","71614","EBRP"
"POINT (-91.014519192054 30.408558549054)","GEORGES O NEAL","15321 GEORGE O'NEAL RD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","722000",,,"30","-91","29296","144703","EBRP"
"POINT (-91.143659833857 30.494615205432)","BEECHWOOD MEAT MARKET","4850 BEECHWOOD DR","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445000",,,"30","-91","25177","87362","EBRP"
"POINT (-91.087849033175 30.388536771475)","HANA'S","6401 STE 400 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70836","BATON ROUGE","YES","448000",,,"30","-91","63179","230265","EBRP"
"POINT (-91.048177596807 30.389646588687)","MIKE WILLIES RESTAURANT AND BAR","11950 CLOVERLAND AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","722000",,,"30","-91","32833","14159","EBRP"
"POINT (-91.126407353546 30.502682619575)","RAGUSA MEAT MARKET","6525 GREENWELL ST","BATON ROUGE","LOUISIANA","UNITED STATES","70812","PARISH","YES","445000",,,"31","-91","34601","104515","EBRP"
"POINT (-91.114256291935 30.43111655694)","P F CHANGS CHINA BISTRO","7341 CORPORATE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","722110",,,"30","-91","17351","110444","EBRP"
"POINT (-90.992086243326 30.355346079963)","ON THE RUN #14","18211 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","447110",,,"30","-91","3246","45617","EBRP"
"POINT (-91.151121223901 30.459329951916)","KTC GROCERY","1222 N 39TH ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","453000","'",,"30","-91","47675","16001","EBRP"
"POINT (-91.059168985978 30.457737574083)","ASIAN SUPERMARKET","11244 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES",,,,"30","-91","60273","137242","EBRP"
"POINT (-91.157315420551 30.398568107117)","ST JAMES PLACE OF BATON ROUGE","333 LEE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","813000",,,"30","-91","36222","71557","EBRP"
"POINT (-91.07178552618 30.455661258639)","LAN MENG RESTAURANT","175 SHARP RD","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","722110",,,"30","-91","17070","139257","EBRP"
"POINT (-91.156911386146 30.48157775809)","ACADIAN SUPERETTE","3609 N ACADIAN THWY","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445110","225-357-0276",,"30","-91","23775","74784","EBRP"
"POINT (-91.083387521405 30.437382073544)","DIM SUM SEAFOOD RESTAURANT","9431 DELCOURT AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","722110",,,"30","-91","2809","125434","EBRP"
"POINT (-91.050993321785 30.412306016011)","TIGER SUSHI","4611 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722000",,,"30","-91","37311","135601","EBRP"
"POINT (-91.180377776597 30.427142051608)","SPLASH","2183 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","423910",,,"30","-91","7767","55097","EBRP"
"POINT (-91.180241283925 30.396325017735)","AKASHA MARKET","1190 BOB PETTIT BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70820","BATON ROUGE","YES","445110","225-766-6478",,"30","-91","24042","13770","EBRP"
"POINT (-91.154606530649 30.422226446294)","CIRCLE K  STORES INC 2709717","3375 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","447000","225-387-5887","http://circlek.com/","30","-91","26578","72193","EBRP"
"POINT (-91.167799794342 30.586143267979)","WAL MART SUPERCENTER #1102","3115 TRUMAN ST","BAKER","LOUISIANA","UNITED STATES","70714","BAKER","YES","453000",,,"31","-91","40455","189122","EBRP"
"POINT (-91.08294020452 30.432298428295)","ALBERTSONS #2712","9650 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","445110","225-926-9304","http://albertsons.com/","30","-91","24067","127485","EBRP"
"POINT (-91.041486786516 30.442440857825)","LAKE HOUSE RECEPTION CENTER","12323 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","531120",,,"30","-91","12845","136269","EBRP"
"POINT (-91.106096428937 30.401424244941)","WALGREENS #3047","5112 ESSEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","446110","225-769-7224","http://walgreens.com/","30","-91","38072","89507","EBRP"
"POINT (-91.137218245201 30.424652756873)","HOOTERS","5120 CORPORATE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","30143","139532","EBRP"
"POINT (-91.179664712798 30.527176408905)","RAGUSA'S MEAT MARKET","8818 SCOTLAND AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","445000",,,"31","-91","34603","120263","EBRP"
"POINT (-91.203261428984 30.613276273172)","TEDDYS BAR & LOUNGE","17001 OLD SCENIC HWY","ZACHARY","LOUISIANA","UNITED STATES","70791","PARISH","YES","722000",,,"31","-91","38674","39942","EBRP"
"POINT (-91.171436178277 30.443925168545)","JIM & LU GROCERY FOODMART","1701 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445110","225-381-3938",,"30","-91","30875","136070","EBRP"
"POINT (-91.052120898214 30.423800303564)","NAGOYA","3202 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722000",,,"30","-91","33134","69967","EBRP"
"POINT (-91.063688381008 30.457413523191)","EL RANCHO MEXICAN GRILL","10820 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","722110",,,"30","-91","13431","7139","EBRP"
"POINT (-90.996676500916 30.603947206487)","INDIAN MOUND GROCERY AND DELI","16935 LIBERTY RD","GREENWELL SPRINGS","LOUISIANA","UNITED STATES","70739","CENTRAL","YES","445000",,,"31","-91","48583","202042","EBRP"
"POINT (-91.143159357738 30.418858133525)","WAL MART SUPERCENTER #1206","3132 STE E COLLEGE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","445110","225-952-9022","http://walmart.com/","30","-91","38058","139200","EBRP"
"POINT (-91.192702619312 30.655998604341)","JETTS FOOD MART #8","20670 OLD SCENIC HWY","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","447000",,,"31","-91","64294","192186","EBRP"
"POINT (-91.193944047549 30.654320067963)","CVS PHARMACY #1924","20501 OLD SCENIC HWY","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","446000",,,"31","-91","47172","192127","EBRP"
"POINT (-91.028010267416 30.538303202255)","LIT PIZZA- CENTRAL","9850 STE E SULLIVAN RD","CENTRAL","LOUISIANA","UNITED STATES","70818","CENTRAL","YES","445000",,,"31","-91","67271","247526","EBRP"
"POINT (-91.224600432651 30.666212184005)","STEVENSON QUICK PACK","1213 FLONACHER RD","ZACHARY","LOUISIANA","UNITED STATES","70791","PARISH","YES","445000",,,"31","-91","38669","181430","EBRP"
"POINT (-91.124745791139 30.36129769552)","L'AUBERGE BATON ROUGE","9327 BURBANK DR","BATON ROUGE","LOUISIANA","UNITED STATES","70820","PARISH","YES","611513",,,"30","-91","22402","143072","EBRP"
"POINT (-91.124822479104 30.503136251937)","SILVERLEAF GROCERY","5742 SILVERLEAF AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70812","PARISH","YES","445110","2255-355-2219",,"31","-91","7558","96961","EBRP"
"POINT (-91.139464446181 30.468022250423)","CORTEZ BUSINESS OF ART","2112 N FOSTER DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","448000",,,"30","-91","38736","53275","EBRP"
"POINT (-91.026084021326 30.541676287722)","WAL-MART SUPERCENTER","10200 SULLIVAN RD","CENTRAL","LOUISIANA","UNITED STATES","70818","CENTRAL","YES","453000",,,"31","-91","41958","203036","EBRP"
"POINT (-91.057117022213 30.432445181198)","CIRCLE K STORES, INC 2709720","2205 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","447000","225-273-3521","http://circlek.com/","30","-91","26581","55326","EBRP"
