"parkid","park_name","full_address","city","state","zip","classification","website","acreage","airgun_range","airnasium","archery_range","indoor_basketball","outdoor_basketball","bike_repair_station","bird_watching_wildlife_viewing","blueway_trailhead","bmx_track","canoe_kayak_launch","cricket_pitch","croquet_court","disc_golf","dog_park","equestrian","fishing_access","fitness_center","fitness_station_outdoor","garden_aboretum","golf_course_9_hole","golf_course_18_hole","greenway_trailhead","mountain_bike_trail","multi_purpose_ball_field","nature_trail","pavilion","playgound","primitive_trail","rec_center","rugby_field","rv_park","sand_volleyball","shuffleboard","skate_park","soccer_field","spray_pad","stadium","swimming_pool","tennis_center","tennis_court","velodrome","walking_loop_outdoor","walking_track_indoor","geolocation"
"TSCRA","TUSCARORA STREET PARK","4200 TUSCARORA ST","BATON ROUGE","LOUISIANA","70805","Neighborhood","http://www.brec.org/index.cfm/park/TuscaroraStreet","0.29999999999999999","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.165304 30.488105)"
"WBRKT","WEST BROOKSTOWN DRIVE PARK","4550 W BROOKSTOWN DR","BATON ROUGE","LOUISIANA","70805","Neighborhood","http://www.brec.org/index.cfm/park/WestBrookstown","4.8099999999999996","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.132938 30.492183)"
"WDLNA","WOODLAWN ACRES AVENUE PARK","16600 WOODLAWN ACRES AVE","BATON ROUGE","LOUISIANA","70817","Neighborhood","http://www.brec.org/index.cfm/park/WoodlawnAcres","28.699999999999999","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-90.999547 30.383674)"
"WDLWT","WOODLAWN WALKING TRAIL","14939 TIGER BEND RD","BATON ROUGE","LOUISIANA","70817.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/WoodlawnWalkingTrail",,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.01603 30.391292)"
"WEBBP","WEBB MEMORIAL PARK","1351 COUNTRY CLUB DR","BATON ROUGE","LOUISIANA","70806.000000000000000","Golf Course","http://www.brec.org/index.cfm/park/WebbMemorialGolf","91.476999999999990","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.141961 30.436635)"
"WMPLD","MILFORD WAMPOLD MEMORIAL PARK","901 STANFORD AVE","BATON ROUGE","LOUISIANA","70808","Neighborhood","http://www.brec.org/index.cfm/park/MilfordWampoldMemorialPark","4.1499999999999995","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.163484 30.408352)"
"WNHST","WENONAH STREET PARK","2521 CHIPPEWA ST","BATON ROUGE","LOUISIANA","70805.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/WenonahStreet","0.110000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.163657 30.47327)"
"WRAYP","WRAY NATURE RESERVE","9801 RIDGEWOOD DR","BATON ROUGE","LOUISIANA","70814.000000000000000","Conservation","http://www.brec.org/index.cfm/park/Wray","47.379999999999995","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.078672 30.492974)"
"WRNOW","WARREN WATSON FAM MEMORIAL PK","2700 TROTTER DR","BAKER","LOUISIANA","70714.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/WarrenOWatson","14.010000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.153264 30.604583)"
"XPSWY","EXPRESSWAY PARK","935 S 11TH ST","BATON ROUGE","LOUISIANA","70802.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Expressway","13.182000000000000","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.177737 30.438845)"
"YTASI","YATASI DRIVE PARK","16941 YATASI DR","GREENWELL SPRINGS","LOUISIANA","70739","Neighborhood","http://www.brec.org/index.cfm/park/YatasiDrive","1.5799999999999998","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",
"ZCHCP","ZACHARY COMMUNITY PARK","20055 OLD SCENIC HWY","ZACHARY","LOUISIANA","70791.000000000000000","Community","https://www.brec.org/index.cfm/park/ZacharyCommunityPark","58.278999999999996","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","YES","YES","YES","NO","NO","YES","NO","YES","NO","YES","NO","NO","NO","NO","NO","YES","NO","POINT (-91.193084 30.649828)"
