"the_geom","id","church_name","full_address","city","state","zip","phone_number","website"
"POINT (-91.16285760869 30.456791818299)","227","DONALDSON CHAPEL BAPTIST CHURCH","2501 GRACIE ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.070904039412 30.455578434708)","367","BIBLE TEACHERS INTERNATIONAL","10132 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.180140735291 30.433058067378)","53","FIRST EMMANUEL MISSIONARY BAPTIST CHURCH","575 EDUCATION ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.147894145354 30.585786329136)","207","NEW BEGINNINGS- BAKER CHURCH OF GOD","1124 GEORGIA ST","BAKER","LOUISIANA","70714",,
"POINT (-91.123797099947 30.455030213819)","56","TRUE WORSHIPERS CHRISTIAN CENTER","633 N CARROLLTON AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.166840309931 30.521353143847)","318","MT. ZION BAPTIST CHURCH","2521 HARDING BLVD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.070064952639 30.421501168588)","300","ISTROUMA BAPTIST CHURCH","10265 JANICE ST","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.117668452141 30.475256725615)","636","MIRACLE DELIVERANCE REVIVALS","2843 VICTORIA DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.112345840431 30.473169027947)","297","RESURRECTION & NEW LIFE FELLOWSHIP","7569 E INDUSTRIAL AVE","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.180592605871 30.429686314979)","166","GREATER ST JAMES BAPTIST CHURCH","1919 ARIZONA ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.135281365963 30.559521952072)","696","ST. ISIDORE THE FARMER CATHOLIC CHURCH","5657 THOMAS RD","BATON ROUGE","LOUISIANA","70811",,"http://stisidorecommunity.org"
"POINT (-91.119914000329 30.497874170256)","460","ELM PARK BAPTIST CHURCH","5150 LANDIS DR","BATON ROUGE","LOUISIANA","70812",,
"POINT (-91.204953105233 30.571436633272)","592","ROSE OF SHARON BAPTIST CHURCH","312 OLD RAFE MAYER RD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.001570635344 30.47390989375)","618","HOLY TRINITY GREEK ORTHODOX CHURCH","2510 N STEVENDALE RD","BATON ROUGE","LOUISIANA","70819",,
"POINT (-91.070904039412 30.455578434708)","370","THE KINGDOM OF GOD CHRISTIAN MINI","10132 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.048022697863 30.424442389788)","474","CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS","12025 JUSTICE AVE","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.172279534791 30.435588436533)","413","NEW BETHEL BAPTIST CHURCH","1540 MATILDA ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.162060570887 30.512381762707)","122","HIGH TOWER BAPTIST CHURCH","2908 69TH AVE","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.144102275337 30.560356849251)","681","SWEET HOME BAPTIST CHURCH","12575 SUNSHINE RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.097527227213 30.644871996877)","660","CYPRESS GROVE BAPTIST CHURCH","8539 ZACHARY-DEERFORD RD","ZACHARY","LOUISIANA","70791",,
"POINT (-91.149303318427 30.593554013142)","450","JESUS THE WAY FULL GOSPEL CHURCH","1700 MC HUGH RD","BAKER","LOUISIANA","70714",,
"POINT (-91.172867941758 30.522847731373)","347","EBENEZER BAPTIST CHURCH","1915 FAIRCHILD ST","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.108386397726 30.465052957757)","624","SPIRIT OF TRUTH FAMILY CENTER","7767 TOM DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.153123730345 30.64791192996)","711","ST. JOHN THE BAPTIST CATHOLIC CHURCH","4826 MAIN ST","ZACHARY","LOUISIANA","70791",,"http://www.sjb-ola.org"
"POINT (-91.034367414481 30.39386216738)","522","SAMAJ HINDU TEMPLE","6406 QUIN DR","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.151693375887 30.455979768032)","105","HUGHES UNITED METHODIST CHURCH","802 N 38TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.060843846719 30.42718143819)","625","KINGDOM HALL OF JEHOVAH'S WITNESSES","2562 TOULON DR","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.035248797818 30.472937861249)","76","FAITH HEALING AND DELIVERANCE","13541 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.184990655852 30.439490415154)","699","NEW ST LUKE BAPTIST CHURCH","538 SOUTH BLVD","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.174004081088 30.432230242253)","598","RAYMOND SPIRITUAL CHURCH","1225 PEAR ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.185155052185 30.596321641107)","293","MT VERNON BAPT CHURCH","2404 HOVEY AVE","BAKER","LOUISIANA","70714",,
"POINT (-91.048733016673 30.404890092107)","683","CHURCH FUNERAL SERVICES AND CREMATORY LLC","5525 SUPERIOR DR","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.165396610825 30.451263819808)","380","CATHOLIC YOUTH ORGANIZATION","2245 FLORIDA ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.158671182705 30.457336374222)","203","CENTER FOR CHRISTIAN UNITY","3006 FUQUA ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.112957563661 30.481587042063)","408","FIRST APOSTOLIC LIGHT ASSEMBLY","3513 MARIBEL DR","BATON ROUGE","LOUISIANA","70812",,
"POINT (-91.095024398409 30.378970964543)","707","NEW CREATION CHRISTIAN CENTER","10000 PERKINS ROWE","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.006389525564 30.423379876251)","330","ST. JEAN VIANNEY CATHOLIC CHURCH","16166 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816",,"https://www.stjeanvianney.org"
"POINT (-91.1822176017 30.526381733431)","552","CAMPHOR MEMORIAL UNITED METHODIST CHURCH","8742 SCENIC HWY","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.116615480081 30.496163442152)","316","ELM PARK BAPTIST CHURCH","7317 HANKS DR","BATON ROUGE","LOUISIANA","70812",,
"POINT (-91.041637729279 30.471116689244)","317","JESUS THE LIGHT WORLD","2012 N HARCO DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.203715119813 30.665249203396)","355","GREATER NEW HOPE BAPTIST CHURCH","1896 FLONACHER RD","ZACHARY","LOUISIANA","70791",,
"POINT (-91.051608893566 30.425315985358)","563","RYAN CHURCH","3029 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.172058107311 30.417683138844)","41","UNIVERSITY UNITED METHODIST CHURCH","3350 DALRYMPLE DR","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.083715653149 30.371684898631)","603","SECOND MOUNT OLIVE BAPTIST CHURCH","11741 PERKINS RD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.137591014974 30.519334335089)","381","GREATER BEACH GROVE BAPTIST CHURCH, THE","5352 FORD ST","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.007421353807 30.456135548135)","662","CHARITY CHRISTIAN CENTER CHURCH","871 O'NEAL LN","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.115288178952 30.460294727368)","397","CHRISTIAN LIFE BIBLE CHURCH","1111 LOBDELL BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.173477832615 30.426902584703)","509","GREATER BEULAH BAPTIST CHURCH","1002 E POLK ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.119936012944 30.456741903337)","334","VICTORY & POWER MINISTRY","6940 HARRY DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.135692192625 30.420373308363)","299","BROTHERS OF SACRED HEARTH","4815 JAMESTOWN AVE","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.207972494971 30.392196104547)","579","CHURCH","5715 RIVER RD","BATON ROUGE","LOUISIANA","70820",,
"POINT (-91.053768450056 30.391094230519)","338","DATTA TEMPLE","6221 EQUITY DR","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.148513734752 30.470728493071)","65","INSTITUTE OF DIVINE METAPHYSICAL RESEARCH","4109 CHOCTAW DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.100259478965 30.379834968281)","296","ST. PHILLIP DIVINE-SPIRITUAL CHURCH OF CHRIST","10188 HYACINTH AVE","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.156491574756 30.449062373575)","84","THE INTERFAITH FEDERATION OF GREATER BATON ROUGE","3112 CONVENTION ST","BATON ROUGE","LOUISIANA","70806","225-267-5600",
"POINT (-91.072735787595 30.462057477608)","558","MARANATHA FELLOWSHIP","1433 SHARP LN","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.179007621049 30.524472220305)","698","GREATER MOUNT CARMEL CHURCH","1414 SORA ST","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.020224836793 30.455279080315)","589","RIVER OAKS BAPTIST CHURCH","14969 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70819",,
"POINT (-91.028993520361 30.408053632981)","26","THE PENTECOSTALS OF BATON ROUGE","13460 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.093594772799 30.416121216502)","521","FRONTLINE MINISTRIES","8762 QUARTERS LAKE RD, STE 1","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.176087305699 30.444774725078)","52","NEW SALEM BAPTIST CHURCH","318 EDDIE ROBINSON SR DR","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.173561098914 30.417184692409)","63","UNITED CAMPUS MINISTRIES","333 E CHIMES ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.079663078276 30.357446170752)","573","ACACIA CHURCH","10051 SIEGEN LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.006749381709 30.428138749882)","663","RIVERDALE BAPTIST CHURCH","2791 O'NEAL LN","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.164134763409 30.448446997175)","97","GREATER ST LUKE BAPTIST CHURCH","132 N 23RD ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.085198299123 30.484512905219)","249","JOE NORTHERN MINISTRIES","9366 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.169823587195 30.456482496576)","92","MOUNT NEBO BAPTIST CHURCH","917 N 19TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.127251419762 30.407589835348)","601","GOOD SHEPHERD LUTHERAN CHURCH","5990 PERKINS RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.096476329907 30.704525720856)","465","STRANGERS HOME BAPTIST CHURCH","8525 LEMON RD","SLAUGHTER","LOUISIANA","70777",,
"POINT (-91.110000040119 30.393579514575)","613","LAEL FULL GOSPEL CHURCH","2098 STARING LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.14646752314 30.411133438814)","464","KOREAN CENTRAL CHURCH OF BATON ROUGE","1700 LEE DR","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.173792741849 30.424909097009)","18","MAGNOLIA BAPTIST CHURCH","960 E BUCHANAN ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.079243805081 30.443920824457)","218","BROADMOOR BAPTIST CHURCH","9755 GOODWOOD BLVD","BATON ROUGE","LOUISIANA","70815","225-927-5454","http://broadmoorbaptist.com"
"POINT (-91.048718197499 30.462708164019)","685","CELEBRATION OF LIFE","1149 S TAMARI DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.14503433355 30.510184116183)","152","RIZ UP LOUISIANA","4331 AIRLINE HWY","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.009213259754 30.360663002555)","145","CROSSPOINT BAPTIST CHURCH","14965 AIRLINE HWY","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.109102388831 30.361737454238)","267","CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BATON ROUGE TEMPLE","10335 HIGHLAND RD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.187139885517 30.389163655056)","6","FIRST BAPTIST DEAF CHURCH","2538 BRIGHTSIDE DR","BATON ROUGE","LOUISIANA","70820",,
"POINT (-91.061021710359 30.491807343689)","568","CHRIST THE KING CHRISTIAN CENTER","4407 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.14401746551 30.457388349435)","82","ARK OF SAFETY CHURCH","1002 COLUMBUS DUNN DR","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.183323456793 30.433841525232)","270","HOUSE OF REFUGE MINISTRIES","1509 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.085528016868 30.53501803237)","292","LIFE TABERNACLE CHURCH","9323 HOOPER RD","BAKER","LOUISIANA","70714",,
"POINT (-91.156601468887 30.459907600052)","100","GREEN'S CHAPEL AME CHURCH","1232 N 32ND ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.176154420672 30.424227306971)","688","ST. JOSEPH BAPTIST CHURCH","2510 TENNESSEE ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.093945641963 30.483094833656)","245","OAKCREST BAPTIST CHURCH","8837 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.143816390092 30.479171276694)","677","UNITED METHODIST HOPE MINISTRIES","4643 WINBOURNE AVE","BATON ROUGE","LOUISIANA","70805","225-355-0702","http://hopeministriesbr.org"
"POINT (-91.144217090097 30.451608563909)","184","NEW FREEDOM MISSIONARY BAPTIST CHURCH","388 N BECK ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.112921739804 30.465359991345)","651","UMAR IBN AL-KHARAB BUILDING","1844 WOODDALE BLVD","BAKER","LOUISIANA","70714",,
"POINT (-91.049700179672 30.426485191176)","5","CLOSER WALK MINISTRIES","11853 BRICKSOME AVE, STE A","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.085728920987 30.495228001669)","577","UNITED CHRISTIAN CHURCH","9229 N RIDGEWOOD DR","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.122407868344 30.454625763733)","632","TRUE BELIEVERS CHRISTIAN CENTER","6676 VAN GOGH AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.156050003392 30.431707111299)","295","CONGREGATION OF ST. JOSEPH CONVENT","3134 HUNDRED OAKS AVE","BATON ROUGE","LOUISIANA","70808",,
"POINT (-90.996234275794 30.605821372365)","466","BETHEL UNITED METHODIST CHURCH AND CEMETERY","17022 LIBERTY RD","PRIDE","LOUISIANA","70770",,
"POINT (-91.091578070097 30.418496480432)","313","ST. MATTHEW THE APOSTOLE ORTHODOX CHURCH","8775 JEFFERSON HWY, STE E","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.1416603424 30.425551093111)","177","NEW GIDEON BAPTIST CHURCH","2552 BALIS DR","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.072987035806 30.477403963898)","406","PRAISE NATION","10267 MAMMOTH AVE","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.125600047811 30.459868983559)","346","HIJRAH SERVICES","1075 EXECUTIVE PARK AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.059281949715 30.483222192452)","566","HIGHER GROUND OUTREACH MINISTRIES","3515 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.038524030402 30.400383869428)","620","CROSS OF GLORY EVANGELICAL LUTHERAN CHURCH & LEARNING CENTER","5500 STUMBERG LN","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.127285236305 30.491585936603)","12","OASIS CHRISTIAN CHURCH","4524 E BROOKSTOWN DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.1299705138 30.442679277415)","309","WATERS & PETTIT","711 JEFFERSON HWY, STE 7","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.152585489926 30.444804912679)","402","NEW FAITH ADULT DAY PROGRAM","445 LOVERS LN","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.108792806866 30.495312997357)","461","LANIER BAPTIST CHURCH","4851 LANIER DR","BATON ROUGE","LOUISIANA","70812",,
"POINT (-91.029055177751 30.358707273917)","179","ACACIA CHURCH","10210 BARINGER FOREMAN RD","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.16749692235 30.463405335275)","550","BREAD OF LIFE MINISTRIES","1742 SCENIC HWY","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.036801657036 30.444372479291)","588","FAITH PRESBYTERIAN CHURCH","12855 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.167507305998 30.558242301416)","697","BEECH GROVE BAPTIST CHURCH","2376 THOMAS RD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.155613603545 30.456608255594)","135","SECOND BAPTIST CHURCH","914 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.04682831337 30.433366799141)","325","SPORTS CLUB OF BATON ROUGE","12061 N HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.152585489926 30.444804912679)","403","SHEKINAH GLORY","445 LOVERS LN","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.115650271081 30.470689534998)","650","COUNSEL OF GOD MINISTRIES","2370 WOODDALE BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.112159906713 30.468115401209)","40","LAEL FULL GOSPEL CHURCH","1987 DALLAS DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.173477832615 30.426902584703)","508","DR. R A CLARK FELLOWSHIP CENTER","1002 E POLK ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.170656892288 30.446797736917)","161","NEW SUNLIGHT BAPTIST CHURCH","1777 AMERICA ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.15386229176 30.460162484727)","102","MOUNT HERMAN BAPTIST CHURCH","1293 N 36TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.13393025853 30.505821465228)","146","NEW LIFE MINISTRIES","5521 AIRLINE HWY","BATON ROUGE","LOUISIANA","70812",,
"POINT (-91.122089173387 30.526499972308)","289","APOSTOLIC CHRISTIAN TEMPLE OF SANTIFICATION OUTREACH CENTER","6892 HOOPER RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.113860095178 30.489135814816)","516","BEACON LIGHT BAPTIST CHURCH","7513 PRESCOTT RD","BATON ROUGE","LOUISIANA","70812",,
"POINT (-91.153579582297 30.487379750928)","513","CORNER STONE MINISTRIES OF RESTORATION","3609 PRESCOTT RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.165385462429 30.525251934903)","673","NEW PHILEMON BAPTIST CHURCH","8544 WILBUR ST","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.124385536082 30.521916476723)","455","OMNI HOUSE","6538 MICKENS RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.16448910759 30.48521239303)","642","JESUS' NAME APOSTOLIC TEMPLE","2548 WELLER AVE","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.139628129783 30.446698839988)","389","CHURCH OF THE WAY PRESBYTERIAN","250 S FOSTER DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.176919359518 30.425560116392)","693","FAITH A.M.E. ZION CHURCH","2364 THOMAS H DELPIT DR","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.183565376521 30.430548333017)","640","FIRST DAMASCUS BAPTIST CHURCH","155 W WASHINGTON ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.152222473869 30.457876639535)","106","ELM GROVE BAPTIST CHURCH","1069 N 38TH ST","BATON ROUGE","LOUISIANA","70802","225-343-7865",
"POINT (-91.193144190028 30.538642668379)","172","CAPITAL MISSIONARY BAPTIST CHURCH","10362 AVENUE D","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.09505972381 30.484141926101)","236","THE LIFE CHURCH OF BATON ROUGE","8731 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.178267530723 30.424733424391)","17","MOUNT GILLION BAPTIST CHURCH","346 E BUCHANAN ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.14287269509 30.45974237545)","115","FAITH FAMILY BAPTIST CHURCH","1201 N 47TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.183309791745 30.435726342321)","431","ST. PAUL MISSIONARY BAPTIST CHURCH","1357 NAPOLEON ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.138492708219 30.461749448131)","385","STAR HILL BAPTIST CHURCH","1400 N FOSTER DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.116438436949 30.381991093856)","612","SOUTH BATON ROUGE PRESBYTERIAN CHURCH","933 STARING LN","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.070667409411 30.424198128506)","536","ISTROUMA BAPTIST CHURCH","10500 SAM RUSHING DR","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.185897600423 30.53315235327)","553","MT. PILGRIM BAPTIST CHURCH","9700 SCENIC HWY","BATON ROUGE","LOUISIANA","70807","225-775-2740","http://mtpilgrim.org/"
"POINT (-91.079728228793 30.471633668126)","73","IGLESIAS APOSTLES Y PROFETAS","9526 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.148332488648 30.46081039042)","193","MIRACLE TEMPLE CHURCH OF GOD IN CHRIST","4184 BILLOPS ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.144182064956 30.475416294387)","142","MY FATHER'S HOUSE MINISTRIES INC","2961 ADDISON ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.056026997439 30.386766115793)","282","BETHANY WORLD PRAYER CENTER, SOUTH CAMPUS","11107 HONORE LN","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.126109184436 30.471269101463)","69","GLORYLAND BAPTIST CHURCH COMMUNITY CENTER","6387 CHOCTAW DR","BATON ROUGE","LOUISIANA","70805","225-356-0577",
"POINT (-91.077064003079 30.36153024785)","575","THE CHAPEL IN THE OAKS","9611 SIEGEN LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.08553012306 30.484428763159)","248","AGAPE WORLD CHURCH HEADQUARTERS","9362 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.04722063314 30.462495316707)","374","IGLESIA","12171 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.077190276871 30.366692263428)","576","WORD OF FAITH CHRISTIAN CENTER","9160 SIEGEN LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.187258690679 30.449252062015)","378","ST. JAMES MINISTRIES CENTER","352 FLORIDA ST","BATON ROUGE","LOUISIANA","70801",,
"POINT (-91.119545509733 30.373227356925)","607","GENERAL ASSEMBLY CHURCH OF BATON ROUGE","420 STARING LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.173937664934 30.509456815243)","425","COMMUNITY BIBLE BAPTIST CHURCH","1729 MONTE SANO AVE","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.051639924409 30.430453865765)","328","GREATER FELLOWSHIP OUTREACH CENTER","11752 S HARRELL'S FERRY RD, STE E","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.177195217387 30.431003099303)","638","ISLAMIC COMPLEX","740 E WASHINGTON ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.139447822288 30.428003670058)","178","NEW MORNING STAR BAPTIST CHIURCH","2261 BALIS DR","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.122359487308 30.520433895386)","454","FULL GOSPEL UNITED PENTECOSTAL CHURCH","6729 MICKENS RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.151420296373 30.483690552929)","679","BETHEL AMB CHURCH-ISTROUMA","3809 WINNEBAGO ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.165010461073 30.595212785676)","717","MIRACLE PLACE CHURCH/ATWH","2034 MAIN ST","BAKER","LOUISIANA","70714",,
"POINT (-91.156495975291 30.463879367443)","132","NEW REVELATION PRAYER MINISTRY","1737 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.134859004569 30.518611297299)","617","LITTLE ZION BAPTIST CHURCH","5607 STEARNS ST","BAKER","LOUISIANA","70714",,
"POINT (-91.170903636398 30.448908116047)","85","MOUNT PLEASANT BAPTIST CHURCH","1743 CONVENTION ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.164425882152 30.603994114826)","714","THE GREATER UNITED BAPTIST CHURCH","2602 MAIN ST","BAKER","LOUISIANA","70714",,
"POINT (-91.155655992576 30.545604525513)","209","MT. PELIOUR CHURCH OF GOD IN CHRIST CHRISTIAN CENTER","11022 GIBBENS RD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.172060929102 30.430172052068)","416","EBENEZER BAPTIST CHURCH","1901 MISSOURI ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.156191962851 30.593479099439)","176","FIRST PENTECOSTAL CHURCH OF BAKER","4110 BAKER BLVD","BAKER","LOUISIANA","70714",,
"POINT (-91.122256225148 30.449583105143)","188","SEWING ROOM","180 BELLEWOOD DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.126068351766 30.577274062291)","505","REDEMPTION LIFE FELLOWSHIP","14504 PLANK RD","BAKER","LOUISIANA","70714",,
"POINT (-91.166403687641 30.588362743544)","265","BAKER BAPTIST CHURCH","3241 GROOM RD","BAKER","LOUISIANA","70714",,
"POINT (-91.139483844305 30.500050485804)","279","HOLLYWOOD ST CHURCH OF CHRIST","5111 HOLLYWOOD ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.147034145869 30.515817668766)","504","PROMISED LAND BAPTIST CHURCH","7234 PLANK RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.142000758759 30.52849095429)","502","CHURCH OF GOD IN CHRIST","8930 PLANK RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.136326697119 30.54747574641)","479","NEW HAVEN CHAPEL","11120 PLANK RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.181652350082 30.588813001415)","264","ST PAUL'S FREE BAPTIST CHURCH","2064 GROOM RD","BAKER","LOUISIANA","70714",,
"POINT (-91.145195660488 30.519816217934)","500","RHEMA CHRISTIAN CENTER","7850 PLANK RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.159113051395 30.481992196488)","485","FAITH CITY INTERNATIONAL MINISTRIES","3680 PLANK RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.159855590887 30.481157199292)","487","JOURNEY OUTREACH MINISTRY","3601 PLANK RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.131834166151 30.57365511156)","499","BETHANY CHURCH BAKER CAMPUS","13855 PLANK RD","BAKER","LOUISIANA","70714",,
"POINT (-91.139969924946 30.585479936961)","261","FLAMING FIRE OUTREACH MINISTRY","5512 GROOM RD","BAKER","LOUISIANA","70714",,
"POINT (-91.135633086422 30.552925154304)","483","HEAVENLY HOPE","11741 PLANK RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.087451014859 30.696928739411)","481","GREATER OAK GROVE BAPTIST CHURCH","23595 PLANK RD","ZACHARY","LOUISIANA","70791",,
"POINT (-91.142055979981 30.499237499487)","280","KINGDOM HALL OF JEHOVAH'S WITNESSES","4848 HOLLYWOOD ST","BATON ROUGE","LOUISIANA","70805",,
