"the_geom","id","address_id","business_name","full_address","city","address_jurisdiction","state","zip","country","phone_number","website","resource_type","sub_resource_type","shelter_location","address_authority","subdivision","business_naics_code","service_type","service_name","st_prefix_dir","st_name","st_suffix_type","st_suffix_dir","st_ext","private_street","ward_number","tax_section","longitude","condominium","frontage_road","street_jurisdiction","abc","street_name_complete","latitude","st_prefix_type","created_date","address_no_complete","modified_date"
"POINT (-91.181000372766 30.385393836524)","34568","50478",,"1963 S BRIGHTSIDE VIEW DR, STE C","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","BATON ROUGE","BRIGHTSIDE PARK",,,,"S","BRIGHTSIDE VIEW","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"S BRIGHTSIDE VIEW DR","30",,,"1963 STE C",
"POINT (-90.993027453032 30.356760603956)","148866","164166",,"17965 SPRING CREEK DR","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","WILLOWBROOK TOWNHOMES",,,,,"SPRING CREEK","DR",,,"YES","3","0","-91","NO","NO","EBRP",,"SPRING CREEK DR","30",,,"17965",
"POINT (-91.17056712126 30.45500732599)","115229","111164",,"744 N 18TH ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","SUBURB GRACIE",,,,"N","18TH","ST",,,"NO","1","1","-91","NO","NO","BATON ROUGE",,"N 18TH ST","30",,,"744",
"POINT (-91.177582720683 30.518743769754)","13464","113918","ADVANCE AUTO PARTS #9756","7838 SCENIC HWY","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,"AUTO","AUTO PARTS","NO","BATON ROUGE","MONTALBANO","441000",,,,"SCENIC","HWY",,,"NO","1","2","-91","NO","NO",,"NO","SCENIC HWY","31",,,"7838",
"POINT (-91.160564445078 30.471690470458)","112269","63991",,"2755 SENECA ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","BATON ROUGE TERRACE",,,,,"SENECA","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"SENECA ST","30",,,"2755",
"POINT (-91.043468256117 30.367681825838)","35556","148570",,"13221 QUAIL GROVE AVE","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","WOODRIDGE",,,,,"QUAIL GROVE","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"QUAIL GROVE AVE","30",,,"13221",
"POINT (-91.029248699175 30.442339879366)","144660","23916",,"13547 PARWOOD AVE","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","PARISH","FAIRWOOD ESTATES",,,,,"PARWOOD","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"PARWOOD AVE","30",,,"13547",
"POINT (-90.99522054306 30.421101383406)","94101","134118",,"17501 MARTIN LAKE DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","PARISH","SHADOWS LAKE",,,,,"MARTIN LAKE","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"MARTIN LAKE DR","30",,,"17501",
"POINT (-91.114989692112 30.542669081027)","113062","111137",,"7436 BANBURY CT","BATON ROUGE","EBRP","LOUISIANA","70811","UNITED STATES",,,,,"NO","PARISH","GREENWOOD ESTATES",,,,,"BANBURY","CT",,,"NO","2","1","-91","NO","NO","EBRP",,"BANBURY CT","31",,,"7436",
"POINT (-91.068239069152 30.355425451577)","57086","104185","OPTIEM ENVIRONMENTAL","647 WOODLEIGH DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","HIGHLANDS, THE","815000",,,,"WOODLEIGH","DR",,,"NO","3","0","-91","NO","NO","EBRP","NO","WOODLEIGH DR","30",,,"647",
"POINT (-91.142966606355 30.49050959065)","125801","85794",,"4663 SHERWOOD ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","NORTH HIGHLANDS ADDITION",,,,,"SHERWOOD","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"SHERWOOD ST","30",,,"4663",
"POINT (-91.07843759888 30.650516340657)","150508","127078",,"9606 SPIKE RIDGE AVE","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","PARISH","DEER PARK",,,,,"SPIKE RIDGE","AVE",,,"NO","2","1","-91","NO","NO","EBRP",,"SPIKE RIDGE AVE","31",,,"9606",
"POINT (-91.020670067447 30.407805171234)","166349","224923",,"14110 COURSEY BLVD","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"COURSEY","BLVD",,,"NO","3","0","-91","NO","NO",,,"COURSEY BLVD","30",,,"14110",
"POINT (-91.083097779769 30.357363753827)","83204","123061",,"917 MOSSY OAK AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","OAK HILLS PARK",,,,,"MOSSY OAK","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"MOSSY OAK AVE","30",,,"917",
"POINT (-91.12161947899 30.352209870419)","54763","49556",,"1937 JASPER AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","BROUSSARD PLAZA",,,,,"JASPER","AVE",,,"NO","3","0","-91","YES","NO","EBRP",,"JASPER AVE","30",,,"1937",
"POINT (-91.101560818186 30.446151045052)","21542","91874","THOMAS WILSON RAGUSA UFFMAN CO","527 E AIRPORT AVE","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","GOODWOOD ACRES","541000",,,"E","AIRPORT","AVE",,,"NO","1","3","-91","NO","NO","BATON ROUGE","NO","E AIRPORT AVE","30",,,"527",
"POINT (-91.168192736143 30.637959645083)","200940","192542",,"3663 CYPRESS PARK DR","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","CYPRESS PARK",,,,,"CYPRESS PARK","DR",,,"NO","2","3","-91","NO","NO","ZACHARY",,"CYPRESS PARK DR","31",,,"3663",
"POINT (-90.982832419766 30.62980701894)","6133","170891",,"18600-18700 LIBERTY RD","PRIDE","EBRP","LOUISIANA","70770","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"LIBERTY","RD",,,"NO","2","1","-91","NO","NO",,,"LIBERTY RD","31",,,"18600-18700",
"POINT (-91.140396477905 30.379026169857)","37514","109906","A SOLITAIRE THE HAIR SALON","7276 HIGHLAND RD","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,"PERSONAL SERVICES","HAIR SALON","NO","BATON ROUGE","NONE","812112",,,,"HIGHLAND","RD",,,"NO","1","3","-91","NO","NO",,"NO","HIGHLAND RD","30",,,"7276",
"POINT (-90.99686384296 30.600152211652)","187657","202040","LAFLEUR'S PLUMBING","25351 GREENWELL SPRINGS RD","GREENWELL SPRINGS","EBRP","LOUISIANA","70739","UNITED STATES",,,,,"NO","CENTRAL","NONE",,,,,"GREENWELL SPRINGS","RD",,,"NO","3","1","-91","NO","NO",,"NO","GREENWELL SPRINGS RD","31",,,"25351",
"POINT (-90.998847562357 30.457076351114)","143409","40141",,"17051 STRAIN RD","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","PARISH","LAKEPARK GARDEN HOMES",,,,,"STRAIN","RD",,,"NO","3","0","-91","NO","NO","EBRP",,"STRAIN RD","30",,,"17051",
"POINT (-91.044631277712 30.412772416438)","67835","85124",,"4616 LAKE LAWFORD CT","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","LAKE SHERWOOD ACRES",,,,,"LAKE LAWFORD","CT",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"LAKE LAWFORD CT","30",,,"4616",
"POINT (-91.171599836048 30.462511012276)","16339","35526",,"1605 N 18TH ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","NORTHDALE SEC. 2",,,,"N","18TH","ST",,,"NO","1","1","-91","NO","NO","BATON ROUGE",,"N 18TH ST","30",,,"1605",
"POINT (-91.061164753667 30.521482661094)","194308","206322",,"12133 BRIANNA AVE","CENTRAL","EBRP","LOUISIANA","70818","UNITED STATES",,,,,"NO","CENTRAL","HAMPTON VILLAGE ESTATES",,,,,"BRIANNA","AVE",,,"NO","3","1","-91","NO","NO","CENTRAL",,"BRIANNA AVE","31",,,"12133",
"POINT (-91.121116367635 30.356149643134)","179825","121216",,"8957 GSRI AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","BROUSSARD PLAZA",,,,,"GSRI","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"GSRI AVE","30",,,"8957",
"POINT (-91.072490772416 30.360051475328)","52613","34120",,"1566 S POTWIN DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","VILLAGE SAINT GEORGE",,,,"S","POTWIN","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"S POTWIN DR","30",,,"1566",
"POINT (-91.134898749423 30.49679529745)","122987","89739",,"5124 MC CLELLAND DR","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","BROOKSTOWN PLACE",,,,,"MC CLELLAND","DR",,,"NO","1","2","-91","NO","NO",,,"MC CLELLAND DR","30",,,"5124",
"POINT (-91.185022703356 30.419898787725)","49247","111168",,"744 ASTER ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","UNIVERSITY TERRACE",,,,,"ASTER","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"ASTER ST","30",,,"744",
"POINT (-91.011525461263 30.349547524161)","74428","142406","CYPRESS SOFTWARE SUPPORT LLC","18777 PERKINS RD E","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","NONE","815000",,,,"PERKINS","RD","E",,"NO","3","0","-91","NO","NO","EBRP","NO","PERKINS RD E","30",,,"18777",
"POINT (-91.150636399557 30.462875303805)","124714","36080",,"1617 N 40TH ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","PARK ADDITION",,,,"N","40TH","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"N 40TH ST","30",,,"1617",
"POINT (-91.1218879837 30.423496878996)","142292","61856",,"2602 BOCAGE LAKE DR","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","BATON ROUGE","BOCAGE LAKE",,,,,"BOCAGE LAKE","DR",,,"YES","1","3","-91","NO","NO","BATON ROUGE",,"BOCAGE LAKE DR","30",,,"2602",
"POINT (-91.095098654743 30.370245948995)","44955","6168",,"10711 MISTY HOLLOW AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","GREENBRIAR HOLLOW",,,,,"MISTY HOLLOW","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"MISTY HOLLOW AVE","30",,,"10711",
"POINT (-91.117861263029 30.362252576137)","35888","135439",,"100-300 SHADOWS BEND DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","BATON ROUGE","HIGHLAND SHADOWS",,"SERVITUDE - PRIVATE","COMMON AREA",,"SHADOWS BEND","DR",,,"YES","1","3","-91","NO","NO","BATON ROUGE",,"SHADOWS BEND DR","30",,,"100-300",
"POINT (-91.157591660341 30.465589200485)","34145","68477",,"3105 WASHINGTON AVE","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","FAIRFIELDS",,,,,"WASHINGTON","AVE",,,"NO","1","1","-91","NO","NO","BATON ROUGE",,"WASHINGTON AVE","30",,,"3105",
"POINT (-91.112523426394 30.402126563692)","82243","82360","HEMATOLOGY & ONCOLOGY","5320 DIJON DR","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,"HEALTH CARE",,"NO","BATON ROUGE","CALAIS OFFICE PARK","621111",,,,"DIJON","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE","NO","DIJON DR","30",,,"5320",
"POINT (-91.072890946986 30.369880325607)","1269","142241","MARKETING FOCUS LLC","8733 SIEGEN LN","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","NONE","815000",,,,"SIEGEN","LN",,,"NO","3","0","-91","NO","NO","EBRP","NO","SIEGEN LN","30",,,"8733",
"POINT (-91.0461368742 30.465099605813)","138767","27323",,"1427 CRISTY DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","ASHLEY",,,,,"CRISTY","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"CRISTY DR","30",,,"1427",
"POINT (-91.068376755357 30.458807270746)","136233","106392","BATON ROUGE ON SITE FLEET SERVICE","678 SAM DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,"AUTO","REPAIR","NO","BATON ROUGE","COMMERCIAL PLAZA","811000",,,,"SAM","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE","NO","SAM DR","30",,,"678",
"POINT (-91.149710750887 30.41881815043)","89909","77449",,"3848 BLAKERIDGE AVE","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","SOUTHDOWN GARDENS",,,,,"BLAKERIDGE","AVE",,,"YES","1","3","-91","NO","NO","BATON ROUGE",,"BLAKERIDGE AVE","30",,,"3848",
"POINT (-91.016139534207 30.41247976793)","6486","241521",,"14250 BELLACOSA AVE","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","BELLACOSA",,,,,"BELLACOSA","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"BELLACOSA AVE","30",,,"14250",
"POINT (-90.977699717836 30.66587770718)","192611","35137",,"15939 MILLDALE RD","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"MILLDALE","RD",,,"NO","2","1","-91","NO","NO","EBRP",,"MILLDALE RD","31",,,"15939",
"POINT (-91.006554544943 30.384401543077)","77570","35181",,"15950 WOODLAWN ACRES AVE","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","WOODLAWN ACRES",,,,,"WOODLAWN ACRES","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"WOODLAWN ACRES AVE","30",,,"15950",
"POINT (-91.124301619681 30.479148354162)","129600","104637",,"6536 WINBOURNE AVE","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","PECAN GROVE",,,,,"WINBOURNE","AVE",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"WINBOURNE AVE","30",,,"6536",
"POINT (-91.038522121053 30.409569500526)","72966","85013",,"4606 WOODLYN DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","SHERWOOD OAKS",,,,,"WOODLYN","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"WOODLYN DR","30",,,"4606",
"POINT (-91.142914574066 30.509592518779)","24682","86758","SCALLANS MEAT & GROCERY","4775 AIRLINE HWY","BATON ROUGE","EBRP","LOUISIANA","70811","UNITED STATES","225-356-2521",,"RETAIL","CONVENIENCE STORE","NO","BATON ROUGE","NONE","445110",,,,"AIRLINE","HWY",,,"NO","1","2","-91","NO","NO",,"NO","AIRLINE HWY","31",,,"4775",
"POINT (-90.962045338866 30.361017772787)","36085","148696",,"20306 CHAUMONT AVE","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","MALLARD CROSSING",,,,,"CHAUMONT","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"CHAUMONT AVE","30",,,"20306",
"POINT (-91.026428183766 30.350018945459)","77078","244033",,"18291 HIGHLAND RD, STE 105","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"HIGHLAND","RD",,,"NO","3","0","-91","NO","NO",,,"HIGHLAND RD","30",,,"18291 STE 105","2020-10-12T15:38:31.000Z"
"POINT (-91.141489261345 30.492046821325)","109831","87566",,"4874 SHELLEY ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","NORTH HIGHLANDS ADDITION",,,,,"SHELLEY","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"SHELLEY ST","30",,,"4874",
"POINT (-91.161757814888 30.501586059366)","115630","96940",,"5741 BARROW DR","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","LEGION VILLAGE",,,,,"BARROW","DR",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"BARROW DR","31",,,"5741",
"POINT (-91.038164234525 30.408621361947)","74660","85985",,"4707 WOODLYN DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","SHERWOOD OAKS",,,,,"WOODLYN","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"WOODLYN DR","30",,,"4707",
"POINT (-91.138735910523 30.356074524001)","45306","114840",,"8017 SKYSAIL AVE","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","PARISH","WILLOW VIEW",,,,,"SKYSAIL","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"SKYSAIL AVE","30",,,"8017",
"POINT (-91.043658256006 30.453679352032)","139244","86796",,"478 S LOCKSLEY DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","SHERWOOD FOREST",,,,"S","LOCKSLEY","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"S LOCKSLEY DR","30",,,"478",
"POINT (-91.082483849084 30.454460015656)","190663","125883","SUBWAY #42662","9462 FLORIDA BLVD, STE A","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,"RESTAURANT",,"NO","BATON ROUGE","NONE","722000",,,,"FLORIDA","BLVD",,,"NO","1","4","-91","NO","NO","BATON ROUGE","NO","FLORIDA BLVD","30",,,"9462 STE A","2021-05-26T15:48:43.000Z"
"POINT (-91.068397359443 30.492916304039)","129004","4172",,"10459 GREENWELL SPRINGS RD","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"GREENWELL SPRINGS","RD",,,"NO","3","0","-91","NO","NO",,,"GREENWELL SPRINGS RD","30",,,"10459",
"POINT (-91.123095726302 30.330262664881)","167979","226249",,"2742 SHORE BEND AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","LEXINGTON ESTATES",,,,,"SHORE BEND","AVE",,,"YES","3","0","-91","NO","NO","EBRP",,"SHORE BEND AVE","30",,,"2742",
"POINT (-91.12660823096 30.50879101003)","107994","102904",,"6335 BUTTONWOOD DR","BATON ROUGE","EBRP","LOUISIANA","70812","UNITED STATES",,,,,"NO","PARISH","NORTH MERRYDALE",,,,,"BUTTONWOOD","DR",,,"NO","2","1","-91","NO","NO","EBRP",,"BUTTONWOOD DR","31",,,"6335",
"POINT (-91.012591905737 30.432324122087)","23101","154765",,"15559 MISTYBROOK DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","SHADOWBROOK LAKES",,,,,"MISTYBROOK","DR",,,"YES","1","4","-91","NO","NO","BATON ROUGE",,"MISTYBROOK DR","30",,,"15559",
"POINT (-91.05870790707 30.549323309059)","175081","211033",,"11443 CATHERINE GREEN AVE","CENTRAL","EBRP","LOUISIANA","70818","UNITED STATES",,,,,"NO","CENTRAL","SENIOR RESIDENCES OF CENTRAL",,,,,"CATHERINE GREEN","AVE",,,"NO","3","1","-91","NO","NO","CENTRAL",,"CATHERINE GREEN AVE","31",,,"11443",
"POINT (-91.151876156503 30.581188765955)","186106","190465",,"4602 BRECKENRIDGE DR","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","BAKER","NONE",,,,,"BRECKENRIDGE","DR",,,"NO","2","2","-91","NO","NO","BAKER",,"BRECKENRIDGE DR","31",,,"4602",
"POINT (-91.182006813081 30.434364160304)","49908","29114","MR LARRY MOBILE KITCHEN","1463 NAPOLEON ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,"RETAIL",,"NO","BATON ROUGE","ADDITION TO SUBURB SWART","454000",,,,"NAPOLEON","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE","NO","NAPOLEON ST","30",,,"1463",
"POINT (-91.042180380482 30.415823379482)","63118","80144",,"4109 LAKE SHERWOOD AVE E","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","LAKE SHERWOOD ACRES",,,,,"LAKE SHERWOOD","AVE","E",,"NO","1","4","-91","NO","NO","BATON ROUGE",,"LAKE SHERWOOD AVE E","30",,,"4109",
"POINT (-91.174836624946 30.666704631172)","176277","198383",,"2647 WOODBEND AVE","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","SANDY CREEK",,,,,"WOODBEND","AVE",,,"NO","2","3","-91","NO","NO","ZACHARY",,"WOODBEND AVE","31",,,"2647",
"POINT (-91.194193406262 30.376946476442)","49828","64504",,"2810 TWELVE OAKS AVE","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","BATON ROUGE","RIVERBEND",,,,,"TWELVE OAKS","AVE",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"TWELVE OAKS AVE","30",,,"2810",
"POINT (-91.175831139485 30.657191420212)","162536","193681",,"5251 SOPHIE ANNE ST","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","OLD EAST PLACE",,,,,"SOPHIE ANNE","ST",,,"NO","2","3","-91","NO","NO","ZACHARY",,"SOPHIE ANNE ST","31",,,"5251",
"POINT (-91.109272006794 30.345009003722)","75877","6002",,"10678 HILLWOOD AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","FAIRHILL AT BLUEBONNET HIGHLANDS",,,,,"HILLWOOD","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"HILLWOOD AVE","30",,,"10678",
"POINT (-91.168198610437 30.487709718582)","12467","55441",,"2210 DAYTON ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","SUBURB SCOTT",,,,,"DAYTON","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"DAYTON ST","30",,,"2210",
"POINT (-91.124838375362 30.498812056549)","117802","105228",,"6627 MERRYDALE AVE","BATON ROUGE","EBRP","LOUISIANA","70812","UNITED STATES",,,,,"NO","PARISH","MERRYDALE",,,,,"MERRYDALE","AVE",,,"NO","2","1","-91","NO","NO",,,"MERRYDALE AVE","30",,,"6627",
"POINT (-91.083457579415 30.379156729488)","19172","176864",,"7558 WILLOW GROVE BLVD","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","SETTLEMENT AT WILLOW GROVE, THE",,,,,"WILLOW GROVE","BLVD",,,"NO","3","0","-91","NO","NO","EBRP",,"WILLOW GROVE BLVD","30",,,"7558",
"POINT (-91.16307124147 30.529266087184)","12272","65502",,"2874 VARSITY ST","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,,,"NO","BATON ROUGE","TAYLOR TRACT",,,,,"VARSITY","ST",,,"NO","1","5","-91","NO","NO","BATON ROUGE",,"VARSITY ST","31",,,"2874",
"POINT (-91.017008077205 30.590024397015)","186021","204828","LUCKETT FARMS","15335 DENHAM RD","PRIDE","EBRP","LOUISIANA","70770","UNITED STATES",,,,,"NO","CENTRAL","NONE",,,,,"DENHAM","RD",,,"NO","3","1","-91","NO","NO","CENTRAL","NO","DENHAM RD","31",,,"15335",
"POINT (-91.140249349078 30.518957567767)","104267","90156",,"5145 PACKARD ST","BATON ROUGE","EBRP","LOUISIANA","70811","UNITED STATES",,,,,"NO","BATON ROUGE","FORTUNE ADDITION",,,,,"PACKARD","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"PACKARD ST","31",,,"5145",
"POINT (-91.087895793689 30.426960389212)","127636","60318",,"2475 W CONTOUR DR","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","BATON ROUGE","LAND O'LAKES",,,,"W","CONTOUR","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"W CONTOUR DR","30",,,"2475",
"POINT (-91.153738982094 30.6000676141)","167712","222109",,"4300-4599 ASHLAND ST","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","BAKER","MCHUGH",,,,,"ASHLAND","ST",,,"NO","2","2","-91","NO","NO","BAKER",,"ASHLAND ST","31",,,"4300-4599",
"POINT (-91.101266963661 30.385433013204)","78770","67364",,"3025 MYRTLE GROVE DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","MYRTLE GROVE",,,,,"MYRTLE GROVE","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"MYRTLE GROVE DR","30",,,"3025",
"POINT (-90.997728616235 30.412720497353)","99004","42019",,"17441 BEACHWOOD AVE","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","WHITE OAK ESTATES",,,,,"BEACHWOOD","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"BEACHWOOD AVE","30",,,"17441",
"POINT (-91.117770735311 30.362698991981)","35887","135428",,"233 SHADOWS BEND DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","BATON ROUGE","HIGHLAND SHADOWS",,,,,"SHADOWS BEND","DR",,,"YES","1","3","-91","NO","NO","BATON ROUGE",,"SHADOWS BEND DR","30",,,"233",
"POINT (-90.976773387076 30.41573721539)","74866","79060",,"4012 INDIAN RUN DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","PARISH","WHITE OAK LANDING GARDEN DISTRICT",,,,,"INDIAN RUN","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"INDIAN RUN DR","30",,,"4012",
"POINT (-91.132807879635 30.504602042146)","25251","142293","THE REAL ENTERTAINERS","5755 AIRLINE HWY","BATON ROUGE","EBRP","LOUISIANA","70812","UNITED STATES",,,"BAR/NIGHTCLUB/LOUNGE","ADULT ENTERTAINMENT","NO","BATON ROUGE","KEENER TRACT","722000",,,,"AIRLINE","HWY",,,"NO","1","2","-91","NO","NO",,"YES","AIRLINE HWY","31",,,"5755",
"POINT (-91.080723746756 30.408449449866)","87513","138551","PL OLEFINS","4470 BLUEBONNET BLVD, STE B & C","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","INNISWOLD ESTATES","533110",,,,"BLUEBONNET","BLVD",,,"NO","3","0","-91","NO","NO",,"NO","BLUEBONNET BLVD","30",,,"4470 STE B & C",
"POINT (-91.180228036216 30.648966420339)","198984","194168",,"2344 BRUSH CREEK CT","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","LIVE OAK TRACE",,,,,"BRUSH CREEK","CT",,,"NO","2","3","-91","NO","NO","ZACHARY",,"BRUSH CREEK CT","31",,,"2344",
