"company_name","company_type","naic_number","iowa_license_number","iowa_domiciled","address1","address2","company_city","company_state","company_zip","telephone","alternate_address1","alternate_address2","alternate_city","alternate_state","alternate_zip","alternate_telephone","business_license_type","ownership_type","fdba","location","alternate_location","stld","stateofdomicile"
"Transamerica Financial Life Insurance Company","Life","70688","0344","false","4333 Edgewood Road N.E.",,"CEDAR RAPIDS","IA","52499","800-625-1242","440 MAMARONECK AVENUE",,"HARRISON","NY","10528","800-625-4212","Non Iowa Stock Life - with A & H","Stock","Dreyfus Life Insurance Company, Zurich Life Insurance Company, AUSA Life Insurance Company, Inc.","POINT (-91.702439 42.023657)","POINT (-73.74255 40.970872)",,"NY"
"21st Century Indemnity Insurance Company","Property Casualty","43974","2648","false","21st Century Plaza, 3 Beaver Valley Road",,"WILMINGTON","DE","19803","800-245-2425","3 BEAVER VALLEY ROAD",,"WILMINGTON","DE","19803-1115","818-965-0433","Non Iowa Stock Fire And Casualty Company","Stock","AIG Indemnity Insurance Company, Colonial Penn Madison Insurance Company, Madison Assurance Company, GE Indemnity Insurance Company",,"POINT (-75.545273 39.829049)",,"PA"
"Aegis Security Insurance Company","Property Casualty","33898","2682","false","PO BOX 62250",,"HARRISBURG","PA","17106","717-657-9671","4507 NORTH FRONT STREET, STE 200",,"HARRISBURG","PA","17110","717-657-9671","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-76.900693 40.330048)",,"PA"
"Aurora National Life Assurance Company","Life","61182","2032","false","16600 Swingly Ridge Road",,"CHESTERFIELD","MO","63017-1706","6367367000","16600 SWINGLEY RIDGE ROAD",,"CHESTERFIELD","MO","63017-1706","636-736-5716","Non Iowa Stock Life - with A & H","Stock","Trans Pacific Life Insurance Company","POINT (-90.56583 38.66251)","POINT (-90.56583 38.66251)",,"CA"
"Aspen American Insurance Company","Property Casualty","43460","2683","false","400 Capital Boulevard",,"ROCKY HILL","CT","06067","8607607700","400 CAPITAL BOULEVARD, SUITE 200",,"ROCKY HILL","CT","06067","860-760-7770","Non Iowa Stock Fire And Casualty Company","Stock","FFG Insurance Company","POINT (-72.66316 41.647032)","POINT (-72.66316 41.647032)",,"TX"
"TransGuard Insurance Company of America, Inc.","Property Casualty","28886","2684","false","4200 Six Forks Rd., Suite 1400",,"RALEIGH","NC","27609","919-833-1600","215 SHUMAN BOULEVARD, SUITE 400",,"NAPERVILLE","IL","60563","919-833-1600","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-78.639427 35.835675)","POINT (-88.148957 41.803382)",,"IL"
"Swiss Re Corporate Solutuions Premier Insurance Corporation","Property Casualty","32778","2687","false","1200 Main Street, Suite 800",,"KANSAS CITY","MO","64105","800-338-0753","1200 MAIN ST. SUITE 800",,"KANSAS CITY","MO","64105-2478","913-676-5200","Non Iowa Stock Fire And Casualty Company","Stock","Washington International Insurance Company","POINT (-94.583196 39.09961)","POINT (-94.583196 39.09961)",,"MO"
"GuideOne Property & Casualty Insurance Company","Property Casualty","13984","2688","true","1111 ASHWORTH ROAD",,"WEST DES MOINES","IA","50265-3538","515-267-2114","1111 ASHWORTH ROAD",,"WEST DES MOINES","IA","50265-3538","515-267-5350","Iowa Stock Fire And Casualty Company","Stock","GuideOne Commercial Insurance Company, Central Property & Casualty Insurance Company, Guidant Commercial Insurance Company","POINT (-93.719132 41.584614)","POINT (-93.719132 41.584614)",,"IA"
"Heartland Mutual Insurance Association","State Mutual","12553","0092","true","101 N WOOSTER","PO BOX 594","ALGONA","IA","50511","515-295-7247",,,,,,,"Iowa State Mutual Insurance Association","Mutual","Kossuth Mutual Insurance Association, Kossuth County Mutual Fire Insurance Association","POINT (-94.230596 43.069141)",,,"IA"
"Obsidian Insurance Company","Property Casualty","35602","2689","false","57 West 57th Street",,"NEW YORK","NY","10019","800-421-2368","1330 AVENUE OF THE AMERICAS, STE 23A",,"NEW YORK","NY","10019","973-896-3780","Non Iowa Stock Fire And Casualty Company","Stock","OHIC Insurance Company, Ohio Hospital Insurance Company","POINT (-73.976913 40.764204)","POINT (-73.978828 40.762121)",,"OH"
"Harleysville Insurance Company","Property Casualty","23582","0736","false","One Nationwide Blvd, FSSC-RR",,"COLUMBUS","OH","43215","6142492545","1000 YARD STREET, GH-2D-OCA1, BUILDING H",,"GRANDVIEW HEIGHTS","OH","43212","1-614-435-0122","Non Iowa Stock Fire And Casualty Company","Stock","Minnesota Fire and Casualty Company, Minnesota Mutual Fire & Casualty Company, Minnesota Farmers Mutual Casualty Insurance Company",,"POINT (-83.0271 39.980974)",,"OH"
"QBE Reinsurance Corporation","Property Casualty","10219","1794","false","One General Drive",,"SUN PRAIRIE","WI","53596","6088255160","ONE QBE WAY",,"SUN PRAIRIE","WI","53596","608-825-5556","Non Iowa Stock Fire And Casualty Company","Stock","Sydney Reinsurance Corporation, American Royal Reinsurance Company, American Overseas Reinsurance Company",,,,"PA"
"Universal Surety of America","Property Casualty","13200","2694","false","400 Capital Boulevard",,"ROCKY HILL","CT","06067","8607607700","151 N. FRANKLIN STREET",,"CHICAGO","IL","60606","312-822-2138","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-72.66316 41.647032)","POINT (-87.635367 41.884568)",,"SD"
"Finial Reinsurance Company","Property Casualty","39136","2649","false","1314 Douglas Street, Suite 1400",,"OMAHA","NE","68102-1944","4029163000","100 First Stamford Place",,"Stamford","CT","06902-6745","203-363-5200","Non Iowa Stock Fire And Casualty Company","Stock","Zurich Reinsurance (North America), Inc., Zurich Reinsurance Centre, Inc., Zurich Reinsurance Company of America, Converium Reinsurance (North America) Inc.","POINT (-95.93386 41.25863)","POINT (-73.548639 41.044669)",,"CT"
"QBE Insurance Corporation","Property Casualty","39217","2286","false","One General Drive",,"SUN PRAIRIE","WI","53596","6088255160","ONE QBE WAY",,"SUN PRAIRIE","WI","53596","608-825-5556","Non Iowa Stock Fire And Casualty Company","Stock","Melbourne Reinsurance Corporation, Victory Reinsurance Company of America Inc. (The)",,,,"PA"
"GEICO Casualty Company","Property Casualty","41491","2240","false","One Geico Plaza",,"WASHINGTON","DC","20047-0001","800-841-3000","5260 WESTERN AVENUE",,"CHEVY CHASE","MD","20815-3799","301-986-3479","Non Iowa Stock Fire And Casualty Company","Stock","Criterion Casualty Company",,"POINT (-77.088022 38.959006)",,"NE"
"Genworth Life Insurance Company","Life","70025","1908","false","6604 W. Broad St.",,"RICHMOND","VA","23230","888-325-5433","6620 WEST BROAD STREET, BLDG 4",,"RICHMOND","VA","23230-1700","804-281-6472","Non Iowa Stock Life - with A & H","Stock","United Pacific Life Insurance Company, General Electric Capital Assurance Company","POINT (-77.514935 37.602253)","POINT (-77.514806 37.601653)",,"DE"
"Chubb Indemnity Insurance Company","Property Casualty","12777","0855","false","202B Hall's Mill Road",,"WHITEHOUSE STATION","NJ","08889","9089032000","436 WALNUT STREET",,"PHILADELPHIA","PA","19106","215-640-4555","Non Iowa Stock Fire And Casualty Company","Stock","Sun Insurance Company of New York, Sun Indemnity","POINT (-74.765041 40.644972)","POINT (-75.148957 39.947451)",,"NY"
"Evergreen National Indemnity Company","Property Casualty","12750","0854","false","6150 Oak Tree Blvd., Suite 440",,"INDEPENDENCE","OH","44131","4402293420","6140 PARKLAND BLVD, STE 321",,"MAYFIELD HEIGHTS","OH","44124","440-229-3420","Non Iowa Stock Fire And Casualty Company","Stock","Summit Fidelity & Surety Company (The)","POINT (-81.660268 41.395847)","POINT (-81.455895 41.505642)",,"OH"
"Progressive Advanced Insurance Company","Property Casualty","11851","2696","false","6300 Wilson Mills Rd.",,"MAYFIELD VILLAGE","OH","44143-2182","800-776-4737","6300 WILSON MILLS ROAD, E61",,"CLEVELAND","OH","44143-2182","1-800-776-4737","Non Iowa Stock Fire And Casualty Company","Stock","Midland Risk Insurance Company, Progressive Home Insurance Company","POINT (-81.450826 41.538891)","POINT (-81.450826 41.538891)",,"OH"
"Union Insurance Company of Providence","Property Casualty","21423","1509","true","PO BOX 712",,"DES MOINES","IA","50306-0712","515-345-7589","717 MULBERRY STREET",,"DES MOINES","IA","50309-3872","515-345-7589","Iowa Stock Fire And Casualty Company","Stock","Union Mutual Insurance Company of Providence",,"POINT (-93.626392 41.584518)",,"IA"
"Arch Mortgage Insurance Company","Property Casualty","40266","2096","false","PO Box 20597, Law Dept.",,"GREENSBORO","NC","27420","800-909-4264","230 NORTH ELM STREET",,"GREENSBORO","NC","27401","336-217-2163","Non Iowa Mortgage Guaranty Insurer","Stock","CMG Mortgage Insurance Company, Investors Mortgage Insurance Company, TIMIC Mortgage Insurance Company",,"POINT (-79.790077 36.074819)",,"WI"
"National Security Life and Annuity Company","Life","85472","1860","false","PO Box 1625",,"BINGHAMTON","NY","13902-1625","877-446-6060-6266","ONE FINANCIAL WAY",,"CINCINNATI","OH","45242","877-446-6060-6375","Non Iowa Stock Life - without A&H","Stock","First ING Life Insurance Company of New York, Urbaine Life Reinsurance Company (The)",,,,"NY"
"Chesapeake Life Insurance Company (The)","Life","61832","1561","false","9151 Boulevard 26",,"NORTH RICHLAND HILLS","TX","76180","817-255-3100","200 E RANDOLPH STREET; SUITE 5300  IL004",,"CHICAGO","IL","60601-6602","312-453-0600","Non Iowa Stock Life - with A & H","Stock","Chesapeake Life Insurance Company","POINT (-97.1872 32.855009)","POINT (-87.621611 41.884472)",,"OK"
"LifeSecure Insurance Company","Life","77720","2406","false","10559 Citation Drive",,"BRIGHTON","MI","48116","810-220-8774","10559 CITATION DRIVE, SUITE 300",,"BRIGHTON","MI","48116","810-225-2714","Non Iowa Stock Life - with A & H","Stock","Hill Country Life Insurance Company, Hill Country Life Insurance Company of Texas, Columbia Universal Life Insurance Company","POINT (-83.742757 42.52044)","POINT (-83.742757 42.52044)",,"MI"
"Medco Containment Life Insurance Company","Health","63762","2045","false","One Express Way, Mail Stop HQ2E03",,"ST. LOUIS","MO","63121","800-248-2268","One Express Way",,"St. Louis","MO","63121","800-332-5455","Non Iowa Stock Life - with A & H","Stock","General Services Life Insurance Company",,,,"PA"
"Wilton Reassurance Company","Life","66133","1480","false","20 Glover Ave, 4th Floor",,"NORWALK","CT","06850","2037624668","20 GLOVER AVENUE 4TH FLOOR",,"NORWALK","CT","06850","203-762-4430","Non Iowa Stock Life - with A & H","Stock","Ministers Life - A Mutual Life Insurance Company, Paradigm Life Insurance Company, Ministers Life and Casualty Union, Prudential Select Life Insurance Company of America","POINT (-73.427416 41.143433)","POINT (-73.427416 41.143433)",,"MN"
"Markel American Insurance Company","Property Casualty","28932","2690","false","4521 Highwoods Parkway",,"GLEN ALLEN","VA","23060","(800) 431-1270","P.O. BOX 906",,"PEWAUKEE","WI","53072","800-431-1270 3789","Non Iowa Stock Fire And Casualty Company","Stock","Markel Rhulen Insurance Company","POINT (-77.578358 37.662433)",,,"VA"
"American Maturity Life Insurance Company","Life","81213","2193","false","1 Griffin Road North",,"HARTFORD","CT","06095","8605475000","1 GRIFFIN ROAD N",,"WINDSOR","CT","06095-1512","860-791-0113","Non Iowa Stock Life - with A & H","Stock","First EQUICOR Life Insurance Company, New Century Life Insurance Company","POINT (-72.732542 41.877075)","POINT (-72.732542 41.877075)",,"CT"
"USAble Life","Life","94358","2699","false","PO BOX 1650",,"LITTLE ROCK","AR","72203","501-859-0768","17500 CHENAL PARKWAY STE. 500",,"LITTLE ROCK","AR","72223","501-859-0251","Non Iowa Stock Life - with A & H","Stock",,,"POINT (-92.455055 34.764936)",,"AR"
"Old Republic Security Assurance Company","Property Casualty","35424","1870","false","307 North Michigan Avenue",,"CHICAGO","IL","60601","800-331-3780","307 NORTH MICHIGAN AVENUE",,"CHICAGO","IL","60601","312-346-8100","Non Iowa Stock Fire And Casualty Company","Stock","Minnehoma Insurance Company, Minnehoma Insurance Company of Arizona, Old Republic Minnehoma Insurance Company","POINT (-87.624455 41.887503)","POINT (-87.624455 41.887503)",,"IL"
"WellCare Health Insurance of Arizona, Inc.","Health","83445","2530","false","8735 Henderson Road Ren 2",,"TAMPA","FL","33634","800-530-5989","7700 Forsyth Boulevard",,"St. Louis","MO","63105","813-206-6270","Non Iowa Stock Life - with A & H","Stock","Koln Life Insurance Company, Advance Insurance Company","POINT (-82.54973 28.033321)","POINT (-90.334288 38.649928)",,"AZ"
"Old United Life Insurance Company","Life","76007","2700","false","PO BOX 795",,"SHAWNEE MISSION","KS","66201","913-895-0411","P.O. Box 795",,"Shawnee Mission","KS","66201","913-895-0411","Non Iowa Stock Life - with A & H","Stock",,,,,"AZ"
"AmTrust Insurance Company","Property Casualty","15954","2701","false","800 Superior Ave. E.","21st Floor","Cleveland","OH","44114","800-925-1887","800 SUPERIOR AVENUE E, 21ST FLOOR",,"CLEVELAND","OH","44114","216-328-3451","Non Iowa Stock Fire And Casualty Company","Stock","AmTrust Insurance Company of Kansas, Inc., Trinity Universal Insurance Company of Kansas, Inc.","POINT (-81.689017 41.502022)","POINT (-81.689017 41.502022)",,"DE"
"MutualAid eXchange, MII Management Group, Inc. Atty-in-fact","Property Casualty","11878","2702","false","9225 Indian Creek Parkway, Suite 840",,"OVERLAND PARK","KS","66210","877-971-6300","9225 INDIAN CREEK PARKWAY, STE 840",,"OVERLAND PARK","KS","66210","913-338-1100","Non Iowa Reciprocal Exchange","Either","Mennonite Indemnity, Inc.","POINT (-94.69192 38.931726)","POINT (-94.69192 38.931726)",,"KS"
"Old United Casualty Company","Property Casualty","37060","2703","false","PO BOX 795",,"SHAWNEE MISSION","KS","66201","913-895-0428","PO Box 795",,"Shawnee Mission","KS","66201","913-895-0428","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"KS"
"Allstate Fire and Casualty Insurance Company","Property Casualty","29688","2042","false","3075 Sanders Road, Suite G4E",,"NORTHBROOK","IL","60062","800-386-6126","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-386-6126","Non Iowa Stock Fire And Casualty Company","Stock","Forestview Mortgage Insurance Co., PMI Insurance Co.","POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)",,"IL"
"Benchmark Insurance Company","Property Casualty","41394","1735","false","150 Lake Street W",,"WAYZATA","MN","55391","800-283-0622","150 LAKE STREET WEST",,"WAYZATA","MN","55391","612-865-9883","Non Iowa Stock Fire And Casualty Company","Stock","National Colonial Insurance Company, Western Indemnity Company, Inc. (The)","POINT (-93.525229 44.970808)","POINT (-93.525229 44.970808)",,"KS"
"Markel Insurance Company","Property Casualty","38970","2245","false","4521 Highwoods Parkway",,"GLEN ALLEN","VA","23060","800-431-1270","4521 HIGHWOODS PARKWAY",,"GLEN ALLEN","VA","23060","800-431-1270 3789","Non Iowa Stock Fire And Casualty Company","Stock","Insurance Company of Evanston","POINT (-77.578358 37.662433)","POINT (-77.578358 37.662433)",,"IL"
"Falls Lake National Insurance Company","Property Casualty","31925","1756","false","PO Box 97488",,"RALEIGH","NC","27624","800-852-8208","6131 FALLS OF NEUSE RD., SUITE 306",,"RALEIGH","NC","27609","919-882-3585","Non Iowa Stock Fire And Casualty Company","Stock","Infinity Specialty Insurance Company, Stonewood National Insurance Company, Principal Casualty Insurance Company, BLC Insurance Company, Atlanta Specialty Insurance Company",,"POINT (-78.620383 35.865246)",,"OH"
"UnitedHealthcare of the Midlands, Inc.","Health","95591","2603","false","2717 North 118th Street",,"OMAHA","NE","68164","800-813-1434","2700 MIDWEST DRIVE; MS: WI010-1000",,"ONALASKA","WI","54650","608-783-8554","Non Iowa HMO","Stock","United Healthcare of the Midlands, Inc. (SEE UnitedHealtcare #2603), Share Health Plan of Nebraska, Inc.","POINT (-96.098332 41.2849)","POINT (-91.192213 43.879354)",,"NE"
"Harco National Insurance Company","Property Casualty","26433","2674","false","4200 Six Forks Rd., Suite 1400",,"RALEIGH","NC","27609","919-833-1600","1701 GOLF ROAD, SUITE 1-600",,"ROLLING MEADOWS","IL","60008","919-833-1600","Non Iowa Stock Fire And Casualty Company","Stock","Harco National Insurance Company of Illinois","POINT (-78.639427 35.835675)","POINT (-87.999508 42.051235)",,"IL"
"XL Insurance Company of New York, Inc.","Property Casualty","40193","2706","false","70 Seaview Ave.",,"STAMFORD","CT","06902-6040","203-964-3466","505 EAGLEVIEW BLVD., SUITE 100",,"EXTON","PA","19341","610-968-2598","Non Iowa Stock Fire And Casualty Company","Stock","X.L. Insurance Company of America, Inc., Great Lakes American Reinsurance Company, Folksamerica General Insurance Company","POINT (-73.523237 41.041676)","POINT (-75.67676 40.062642)",,"NY"
"Platte River Insurance Company","Property Casualty","18619","2353","false","PO Box 5900",,"MADISON","WI","53705-0900","800 475-4450","1600 Aspen Commons",,"Middleton","WI","53562-4718","212-561-5342","Non Iowa Stock Fire And Casualty Company","Stock","Underwriters Insurance Company, Pinnacle Property and Casualty Insurance Corporation, General Electric Equity Insurance Corporation",,"POINT (-89.529662 43.09097)",,"NE"
"Westchester Fire Insurance Company","Property Casualty","10030","2476","false","PO Box 1000",,"PHILADELPHIA","PA","19106","215-640-4555","436 WALNUT STREET",,"PHILADELPHIA","PA","19106","215-640-4555","Non Iowa Stock Fire And Casualty Company","Stock","ACE Indemnity Insurance Company, CIGNA Indemnity Insurance Company, Alaska Pacific Assurance Company",,"POINT (-75.148957 39.947451)",,"PA"
"Travelers Indemnity Company of Connecticut (The)","Property Casualty","25682","0617","false","One Tower Square",,"HARTFORD","CT","06183","860-277-1561","ONE TOWER SQUARE, MS08A",,"HARTFORD","CT","06183","860-277-1248","Non Iowa Stock Fire And Casualty Company","Stock","Travelers Indemnity Company of Rhode Island (The), Equitable Fire and Marine Insurance Co.",,,,"CT"
"Permanent General Assurance Corporation","Property Casualty","37648","2215","false","2636 Elm Hill Pike, Suite 510",,"NASHVILLE","TN","37214","6152421961","2636 ELM HILL PIKE, SUITE 510",,"NASHVILLE","TN","37214","615-744-1221","Non Iowa Stock Fire And Casualty Company","Stock","Nordic Union Reinsurance Corporation","POINT (-86.673133 36.151498)","POINT (-86.673133 36.151498)",,"WI"
"MBIA Insurance Corporation","Property Casualty","12041","1655","false","1 Manhattan Road, Suite 301",,"PURCHASE","NY","10577","9147653914","1 Manhattanvile Road, Suite 301",,"Purchase","NY","10577-2100","914-273-4545","Non Iowa Stock Fire And Casualty Company","Stock","Municipal Bond Investors Assurance Corporation, National Bonding and Accident Insurance Company","POINT (-73.695184 40.995487)","POINT (-73.717804 41.023559)",,"NY"
"Centre Insurance Company","Property Casualty","34649","1896","false","4 World Trade Center, 53rd Floor","150 Greenwich Street","NEW YORK","NY","10007-2366","212-859-2715","1 Liberty Plaza, 165 Broadway",,"New York","NY","10006","000-000-0000-0","Non Iowa Stock Fire And Casualty Company","Stock","Business Insurance Company, London Guarantee & Accident Company of New York",,"POINT (-74.011154 40.709442)",,"DE"
"Nationwide Life and Annuity Insurance Company","Life","92657","2235","false","One Nationwide Blvd, FSSC-RR",,"COLUMBUS","OH","43215","800-882-2822","1000 YARD STREET, GH-2D-OCA1, BUILDING H",,"GRANDVIEW HEIGHTS","OH","43212","1-614-435-0122","Non Iowa Stock Life - with A & H","Stock","Financial Horizons Life Insurance Company, Nationwide Variable Life Insurance  Company",,"POINT (-83.0271 39.980974)",,"OH"
"PHL Variable Insurance Company","Life","93548","2707","false","One American Row",,"HARTFORD","CT","06102-5056","800-541-0171-8333","ONE AMERICAN ROW",,"HARTFORD","CT","06103","518-479-8207","Non Iowa Stock Life - with A & H","Stock",,,,,"CT"
"Executive Risk Indemnity Inc.","Property Casualty","35181","2672","false","202B Hall's Mill Road",,"WHITEHOUSE","NJ","08889","9089032000","436 WALNUT STREET",,"PHILADELPHIA","PA","19106","215-640-4555","Non Iowa Stock Fire And Casualty Company","Stock","Executive Re Indemnity Inc.",,"POINT (-75.148957 39.947451)",,"DE"
"Allstate Vehicle and Property Insurance Company","Property Casualty","37907","2020","false","3075 Sanders Rd., Suite G4E",,"NORTHBROOK","IL","60065","800-588-7400","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-386-6126","Non Iowa Stock Fire And Casualty Company","Stock","Deerbrook Insurance Company, Allstate National Insurance Company, Belvedere America Reinsurance Company, Commercial Union Reinsurance Company","POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)",,"IL"
"U.S. Financial Life Insurance Company","Life","84530","2708","false","227 West Monroe St., Suite 3775",,"CHICAGO","IL","60606","3129770900","227 WEST MONROE STREET, SUITE 3775",,"CHICAGO","IL","60606","312-977-0904","Non Iowa Stock Life - with A & H","Stock",,"POINT (-87.63472 41.880635)","POINT (-87.63472 41.880635)",,"AZ"
"Riverport Insurance Company","Property Casualty","36684","2710","true","PO BOX 1594",,"DES MOINES","IA","50306-1594","800-449-7707","1250 E. DIEHL ROAD, SUITE 200",,"NAPERVILLE","IL","60563-0000","609-689-6648","Iowa Stock Fire And Casualty Company","Stock","Nonprofit's Insurance Association, An Interinsurance Exchange, Nonprofits Insurance Company",,"POINT (-88.123192 41.802059)",,"IA"
"Response Worldwide Direct Auto Insurance Company","Property Casualty","20133","2404","false","200 East Randolph Street, Ste. 3300",,"CHICAGO","IL","60601","3126614600","50 GLENMAURA NATIONAL BLVD.,  STE. 201",,"MOOSIC","PA","18507","570-596-2036","Non Iowa Stock Fire And Casualty Company","Stock","Providian Property and Casualty Insurance Company, Capital Enterprise Insurance Company, Worldwide Direct Auto Insurance Company",,"POINT (-75.674816 41.358931)",,"IL"
"Response Worldwide Insurance Company","Property Casualty","26050","1993","false","200 East Randolph Street, Suite 3300",,"CHICAGO","IL","60601","3126614600","50 GLENMAURA NATIONAL BLVD.,  STE. 201",,"MOOSIC","PA","18507","570-596-2036","Non Iowa Stock Fire And Casualty Company","Stock","Providian Auto and Home Insurance Company, Worldwide Underwriters Insurance Company, Worldwide Insurance Company","POINT (-87.621611 41.884472)","POINT (-75.674816 41.358931)",,"IL"
"Plymouth Rock Assurance Preferred Corporation","Property Casualty","36587","2711","false","695 Atlantic Avenue",,"BOSTON","MA","02111","800-245-2425","695 ATLANTIC AVENUE",,"BOSTON","MA","19803-1115","732-978-6118","Non Iowa Stock Fire And Casualty Company","Stock","21st Century National Insurance Company, AIG National Insurance Company, Inc., Abeille General Insurance Company, Inc.","POINT (-71.056018 42.351501)","POINT (-71.056018 42.351501)",,"NY"
"Triton Insurance Company","Property Casualty","41211","2367","false","3001 Meacham Blvd. Suite 100",,"FT. WORTH","TX","76137","800-316-5607","3001 MEACHAM BOULEVARD, SUITE 100",,"FORT WORTH","TX","76137","817-820-5010","Non Iowa Stock Fire And Casualty Company","Stock","Voyager Guaranty Insurance Company","POINT (-97.303333 32.824393)","POINT (-97.303333 32.824393)",,"TX"
"Developers Surety and Indemnity Company","Property Casualty","12718","0436","false","PO BOX 19725",,"IRVINE","CA","92623-9725","800-782-1546","800 SUPERIOR AVENUE E., 21ST FLOOR",,"CLEVELAND","OH","44114","866-203-3037","Non Iowa Stock Fire And Casualty Company","Stock","State Surety Company, Mutual Surety Company of Iowa",,"POINT (-81.689017 41.502022)",,"CA"
"21st Century Pacific Insurance Company","Property Casualty","23795","1434","false","21st Century Plaza, 3 Beaver Valley Road",,"WILMINGTON","DE","19803-1115","800-245-2425","3 BEAVER VALLEY ROAD",,"WILMINGTON","DE","19803-1115","818-965-0433","Non Iowa Stock Fire And Casualty Company","Stock","American International Pacific Insurance Company, American Fidelity Company",,"POINT (-75.545273 39.829049)",,"CO"
"Ameritas Life Insurance Corp.","Life","61301","0236","false","PO BOX 81889",,"LINCOLN","NE","68501","800-745-6665-84053","5900 O Street",,"Lincoln","NE","68510-2234","800-745-6665 87820","Non Iowa Stock Life - with A & H","Stock","Bankers Life Insurance Company of Nebraska",,"POINT (-96.639982 40.813501)",,"NE"
"Swiss Reinsurance America Corporation","Property Casualty","25364","0765","false","175 King Street",,"ARMONK","NY","10504","914-828-8292","175 KING STREET",,"ARMONK","NY","10504-1606","816-702-3065","Non Iowa Stock Fire And Casualty Company","Stock","North American Reinsurance Corporation, North American Casualty & Surety Reinsurance Corporation","POINT (-73.727832 41.100545)","POINT (-73.727832 41.100545)",,"NY"
"West American Insurance Company","Property Casualty","44393","2651","false","175 Berkeley Street",,"BOSTON","MA","02116","617-357-9500","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock","Butler Insurance Company","POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"IN"
"Security National Insurance Company","Property Casualty","19879","2712","false","800 Superior Ave E.","21st Floor","Cleveland","OH","44114","800-926-1887","800 SUPERIOR AVENUE E, 21ST FLOOR",,"CLEVELAND","OH","44114","866-203-3037","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-81.689017 41.502022)","POINT (-81.689017 41.502022)",,"DE"
"American Select Insurance Company","Property Casualty","19992","2713","false","PO BOX 5001",,"WESTFIELD CENTER","OH","44251-5001","330-887-0607","ONE PARK CIRCLE",,"WESTFIELD CENTER","OH","44251","330-887-0662","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"OH"
"Tier One Insurance Company","Life","92908","2117","false","1932 Wynnton Road",,"COLUMBUS","GA","31999","7066607317","1932 WYNNTON ROAD",,"COLUMBUS","GA","31999-0001","706-243-8708","Non Iowa Stock Life - with A & H","Stock","HealthMarkets Insurance Company, Principal National Life Insurance Company, BLC National Insurance Company, Fidelity Life Insurance Company","POINT (-84.964527 32.468478)","POINT (-84.964527 32.468478)",,"NE"
"Selective Insurance Company of South Carolina","Property Casualty","19259","2715","false","40 Wantage Avenue",,"BRANCHVILLE","NJ","07890","800-777-9656","40 WANTAGE AVENUE",,"BRANCHVILLE","NJ","07890","973-948-1311","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-74.74656 41.152318)","POINT (-74.74656 41.152318)",,"IN"
"Independence Life and Annuity Company","Life","64602","1154","false","96 Worcester Street",,"WELLESLEY HILLS","MA","02481","800-7865433","One Sun Life Executive Park",,"Wellesley Hills","MA","02481","781-446-6709","Non Iowa Stock Life - with A & H","Stock","Keyport America Life Insurance Company, Crown America Life Insurance Company, Independence Life and Accident Insurance Company","POINT (-71.237133 42.316323)",,,"DE"
"Selective Insurance Company of the Southeast","Property Casualty","39926","2716","false","40 Wantage Avenue",,"BRANCHVILLE","NJ","07890","973-948-1311","40 WANTAGE AVENUE",,"BRANCHVILLE","NJ","07890","973-948-1311","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-74.74656 41.152318)","POINT (-74.74656 41.152318)",,"IN"
"RGA Reinsurance Company","Life","93572","2160","false","16600 Swingley Ridge Rd.",,"CHESTERFIELD","MO","63017-1706","636-736-7209","16600 SWINGLEY RIDGE ROAD",,"CHESTERFIELD","MO","63017-1706","636-736-7209","Non Iowa Stock Life - with A & H","Stock","Saint Louis Reinsurance Company, General American Life and Annuity  Company","POINT (-90.56583 38.66251)","POINT (-90.56583 38.66251)",,"MO"
"Crum & Forster Indemnity Company","Property Casualty","31348","2944","false","PO Box 1973",,"MORRISTOWN","NJ","07960-1973","973-326-7304","305 MADISON AVENUE",,"MORRISTOWN","NJ","07960","973-490-6973","Non Iowa Stock Fire And Casualty Company","Stock","BNM Indemnity Company",,"POINT (-74.451166 40.783277)",,"DE"
"Travelers Constitution State Insurance Company","Property Casualty","41750","2219","false","One Tower Squar",,"HARTFORD","CT","06183","860-277-1561","ONE TOWER SQUARE, 5 MS",,"HARTFORD","CT","06183","860-277-1248","Non Iowa Stock Fire And Casualty Company","Stock","St. Paul Medical Liability Insurance Company, Ramsey Insurance Company",,,,"CT"
