"levy_authority_code","levy_authority_name","fiscal_year","urban_renewal_area_number","expenditure_amount","project_description","project_classification","debt_tracking_name","debt_type","fiscal_year_debt_is_paid_in_full","rebate_paid_to","primary_lat_dec"
"23G207","DE WITT","2013","23005","299424","17th Street / 18th Ave Contruction","Roads, Bridges & Utilities","2008 TIF Bond","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","12","police station","Municipal and other publicly-owned or leased buildings","2013 TIF Bond","General Obligation Bonds/Notes","2033","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","3627","blight I&I city hall sump pit improvements","Roads, Bridges & Utilities","2011 internal advance","Internal Loans","2013","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","52301","Central Performing Arts Center","Recreational facilities (lake development, parks, ball fields, trails)","2010 TIF Bond","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","25148","fitness center air handler","Recreational facilities (lake development, parks, ball fields, trails)","2009 TIF Bond","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","27150","11th Street West","Roads, Bridges & Utilities","2012 TIF Bond","General Obligation Bonds/Notes","2031","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","2","feasibility study combined PW facility","Municipal and other publicly-owned or leased buildings","2013 TIF Bond","General Obligation Bonds/Notes","2033","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","52300","East Side Storm Drainage","Roads, Bridges & Utilities","2010 TIF Bond","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","70773","Westbrook Baseball Diamond Improvements","Recreational facilities (lake development, parks, ball fields, trails)","2008 TIF Bond","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","43071","blight 10th Street reconstruction","Roads, Bridges & Utilities","2010 TIF Bond","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","150886","17th Street / 18th Ave Contruction","Roads, Bridges & Utilities","2009 TIF Bond","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","125739","blight 12th Street Reconstruction","Roads, Bridges & Utilities","2009 TIF Bond","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","79989","11th Street widening","Roads, Bridges & Utilities","2010 TIF Bond","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","12306","290th Street","Roads, Bridges & Utilities","2010 TIF Bond","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","30765","Aquatic Center","Recreational facilities (lake development, parks, ball fields, trails)","2010 TIF Bond","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-90.5381917 41.8233618)"
"23G207","DE WITT","2013","23005","104783","11th Street water improvements","Roads, Bridges & Utilities","2009 TIF Bond","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-90.5381917 41.8233618)"
"25G233","DEXTER","2013","25006","46828","REPLACE GREENSAND MEDIA AND UNDERDRAIN NOZZLES","Water treatment plants, waste treatment plants & lagoons","WATER FILTER","Internal Loans","2013","NO REBATE","POINT (-94.22634820000002 41.5183216)"
"25G233","DEXTER","2013","25006","878","FARM TO MARKET ROAD","Roads, Bridges & Utilities","BROWN/MARSHALL STREET","Internal Loans","2013","NO REBATE","POINT (-94.22634820000002 41.5183216)"
"30","DICKINSON COUNTY","2013","30022","73673","Subdivision infrastructure rebates to devel.","Roads, Bridges & Utilities","Rebate agreement","Rebates","2016","Lake Park Housing Authority","POINT (-95.1508301 43.3779848)"
"30","DICKINSON COUNTY","2013","30003","435218","road and drainage improvements","Roads, Bridges & Utilities","GO UR Bond Series 2009A,2009D","General Obligation Bonds/Notes","2029","NO REBATE","POINT (-95.1508301 43.3779848)"
"30","DICKINSON COUNTY","2013","30022","124953","Subdivision infrastructure rebates to devel.","Roads, Bridges & Utilities","Rebate agreement","Rebates","2016","Six Pointe, Inc., Developer","POINT (-95.1508301 43.3779848)"
"30","DICKINSON COUNTY","2013","30025","62294","Improvements and building purchase","Industrial/manufacturing property","DC/SL UR Bond Series 2005","General Obligation Bonds/Notes","2026","NO REBATE","POINT (-95.1508301 43.3779848)"
"30","DICKINSON COUNTY","2013","30027","88469","Roadway, water and sanitary sewer imp.","Roads, Bridges & Utilities","Series  2009C UR GO Bond","General Obligation Bonds/Notes","2018","NO REBATE","POINT (-95.1508301 43.3779848)"
"30","DICKINSON COUNTY","2013","30003","400","road and drainage improvements","Roads, Bridges & Utilities","GO UR Bond Series 2009A,2009D","General Obligation Bonds/Notes","2029","NO REBATE","POINT (-95.1508301 43.3779848)"
"30","DICKINSON COUNTY","2013","30024","94035","Roadway improvements to promote growth.","Roads, Bridges & Utilities","2007 Bond for UR projects","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-95.1508301 43.3779848)"
"38G355","DIKE","2013","38003","99851","Housing Development","Residential property (classified residential)","Phase B TIF","Rebates","2018","Fox Ridge Development","POINT (-92.6282497 42.4641498)"
"38G355","DIKE","2013","38003","124946","Housing Development","Residential property (classified residential)","Phase A TIF","Rebates","2013","Fox Ridge Development","POINT (-92.6282497 42.4641498)"
"31G288","DUBUQUE","2013","31002","39675","Bergfeld Recreation Area/Trail/Synergy Court","Recreational facilities (lake development, parks, ball fields, trails)","Series 2008B - DICW Expansion","General Obligation Bonds/Notes","2023","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","124881","Construction of Intermodal Facility in Millwork District as well as surrounding parking","Municipal and other publicly-owned or leased buildings","Series 2012A - Intermodal Campus","General Obligation Bonds/Notes","2031","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","36065","110 acre Expansion of Dubuque Industrial Center for business development, including engineering, grading, paving, and utilities","Roads, Bridges & Utilities","Series 2011B - South Siegert Expansion","General Obligation Bonds/Notes","2026","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","337000","Tif rebate, downtown rehabloans for rehabilitation of 18-unit apartment complex and retail space","Mixed use property (ie: a significant portion in each residential and commercial)","44 Main TIF Bond","TIF Revenue Bonds/Notes","2013","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31018","18830","Rebate for expansion of commercial office","Commercial - office properties","Straka/Conlon Johnson Rebate","Rebates","2018","STAKA JOHNSON","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","6041","Installation of new air conditioning, electrical improvements, the purchase of a generator, ice decking and a power factor correction device at the Ice Center","Recreational facilities (lake development, parks, ball fields, trails)","Series 2012F Various Improvements","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","12863","Engineering, roads, grading, consulting","Roads, Bridges & Utilities","Bergfeld Recreation Area/Trail/Synergy Court","Internal Loans","2045","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","38497","Rebate associated with the construction of the Vanguard Countertops facility","Industrial/manufacturing property","Vanguard","Rebates","2022","Vanguard Countertops","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","20608","Rebate associated with construction of the Art's Way facility","Industrial/manufacturing property","Arts Way","Rebates","2019","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","9564","Rebate, rehab loan and economic development for rehabilitation of former Walker Shoe store building","Mixed use property (ie: a significant portion in each residential and commercial)","Victory Cafe Rebate","Rebates","2023","Victory Cafe","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","30759","Rebate associated with construction of speculative building for Spiegel Family Realty Comapny","Commercial - warehouses and distribution facilities","Spiegel Spec Building","Rebates","2019","Spiegel Family Realty","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","271712","Bergfeld Recreation Area/Trail/Synergy Court","Recreational facilities (lake development, parks, ball fields, trails)","Series 2005B - DICW Expansion","General Obligation Bonds/Notes","2021","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31018","200000","Development of Dubuque Technology Park, including engineering, grading, paving, and uilities","Roads, Bridges & Utilities","Internal Loan - General Fund","Internal Loans","2018","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","47143","Previously approved purchase of Former ABC Building from IDOT","Municipal and other publicly-owned or leased buildings","IDOT ABC Building Purchase","Other Debt","2016","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","21743","Rebate, housing incentive for rehabilitation of a mixed use facility including 21 apartments","Mixed use property (ie: a significant portion in each residential and commercial)","The Crust Rebate","Rebates","2023","73 CHS Forwards","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","34144","Renovation of Kephart's Building for Multicultural Family Center and City offices","Municipal and other publicly-owned or leased buildings","Series 2008B - Kephart's","General Obligation Bonds/Notes","2023","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","64949","Rebate for renovation of building","Industrial/manufacturing property","Morrison Brothers","Rebates","2022","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","106800","110 acre Expansion of Dubuque Industrial Center for business development, including engineering, grading, paving, and utilities","Roads, Bridges & Utilities","Series 2012C - South Siegert Expansion","General Obligation Bonds/Notes","2032","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","2068868","Internal Loan for legal notices, engineering division service and consultant fees","Municipal and other publicly-owned or leased buildings","2007B - Port of Dubuque Ramp","TIF Revenue Bonds/Notes","2037","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","20540","Rehab Loans to Washington Neighborhood Subarea","Mixed use property (ie: a significant portion in each residential and commercial)","Series 2012C - Washington Neighborhood","General Obligation Bonds/Notes","2032","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","250012","Construction and Repair of 3rd Street Parking Ramps","Municipal and other publicly-owned or leased buildings","2012I 5th and 3rd Street Ramps","General Obligation Bonds/Notes","2021","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","154345","Rebate for rehabilitation of mixed use facility","Mixed use property (ie: a significant portion in each residential and commercial)","Star Brewery Rebate","Rebates","2020","Port of Dubuque","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","3372","Rebate associated with TM Logistics expansion","Commercial - warehouses and distribution facilities","TM Logistics (Walter)","Rebates","2018","Walter Development (TM)","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","154462","Expansion of Dubuque Industrial Center for business development, including engineering, grading, paving, and uilities","Roads, Bridges & Utilities","Series 2009B - North Siegert Expansion","General Obligation Bonds/Notes","2029","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","95409","TIF revenue bond, housing incentive, and economic development grants for rehabilitation of  a 24-unit apartment complex and commercial space","Mixed use property (ie: a significant portion in each residential and commercial)","Series 2009 - 40 Main","TIF Revenue Bonds/Notes","2021","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31018","22847","Water/Sewer Utility Extension","Roads, Bridges & Utilities","Series 2012D Airport Utilitiy Extension","General Obligation Bonds/Notes","2018","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","26700","Renovation of Lower Main Buildings","Mixed use property (ie: a significant portion in each residential and commercial)","Series 2004 - Lower Main Development","TIF Revenue Bonds/Notes","2016","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","198000","Reconstruction of Streets in the Millwork District","Roads, Bridges & Utilities","Series 2010C - Millwork District Parking","General Obligation Bonds/Notes","2030","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","200000","Engineering, roads, grading, consulting","Roads, Bridges & Utilities","Bergfeld Recreation Area/Trail/Synergy Court","Internal Loans","2045","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","2044226","Bergfeld Recreation Area/Trail/Synergy Court","Recreational facilities (lake development, parks, ball fields, trails)","Bergfeld Recreation Area/Trail/Synergy Court","Internal Loans","2045","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","35220","110 acre Expansion of Dubuque Industrial Center for business development, including engineering, grading, paving, and utilities","Roads, Bridges & Utilities","Series 2012D - South Siegert Expansion","General Obligation Bonds/Notes","2032","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","52245","Rebate associated with TM Logistics expansion","Commercial - warehouses and distribution facilities","TM Logistics (Walter)","Rebates","2018","Walter Development","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31018","4970","Development of Dubuque Technology Park, including engineering, grading, paving, and uilities","Roads, Bridges & Utilities","Internal Loan - General Fund","Internal Loans","2018","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","360792","Bergfeld Recreation Area/Trail/Synergy Court","Recreational facilities (lake development, parks, ball fields, trails)","Series 2005C - DICW Expansion","General Obligation Bonds/Notes","2016","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","285682","Rebate for renovation of former Dubuque Building","Mixed use property (ie: a significant portion in each residential and commercial)","Roshek Building Rebate","Rebates","2021","Dubuque Initiatives","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","312375","Previously approved construction of Parking Ramp on 10th and Central Avenue","Municipal and other publicly-owned or leased buildings","Series 2009B - Central Ramp","General Obligation Bonds/Notes","2029","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","164582","Street Improvements related to Intermodal Facility","Roads, Bridges & Utilities","Series 2012B - 7th St & 2-Way","General Obligation Bonds/Notes","2031","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","74631","Renovation Street Streetscape","Roads, Bridges & Utilities","Series 2010A - Main Street","General Obligation Bonds/Notes","2021","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","199296","$10,000 per unit for development of Rental Units in Downtown, or $15,000 for owner-occupied units Downtown","Commercial - apartment/condos (residential use, classified commercial)","Series 2010B - Downtown Housing Incentives","General Obligation Bonds/Notes","2030","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","222575","Previously approved renovation Carnegie Stout Library","Municipal and other publicly-owned or leased buildings","Series 2008B- Library","General Obligation Bonds/Notes","2023","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","239325","Bergfeld Recreation Area/Trail/Synergy Court","Recreational facilities (lake development, parks, ball fields, trails)","Series 2008C - DICW Expansion","General Obligation Bonds/Notes","2018","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","120000","TIF bond associated with construction of warehouse facility","Commercial - warehouses and distribution facilities","Theisen Supply Inc","TIF Revenue Bonds/Notes","2018","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","377030","Previously approved Conference Center/Riverwalk/Parking Lots/Landscaping/Five Flags Renovation/ Art on the River","Municipal and other publicly-owned or leased buildings","Series 2009C - America's River Project","General Obligation Bonds/Notes","2021","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","134704","Previously approved property acquisition, parking lots, clean-up and clearance, relocations","Municipal and other publicly-owned or leased buildings","Ice Harbor Development","Internal Loans","2045","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","69837","Low interest loans with foregiveness for housing units or jobs created for downtown rehabilitation projects","Administrative expenses","Ice Harbor Development","Internal Loans","2045","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","15937","Rebate associated with construction of manufacturing facility","Industrial/manufacturing property","P&L Ventures (National Dentex)","Rebates","2018","P&L Ventures","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31033","70161","Previously approved property acquisition, parking lots, clean-up and clearance, relocations","Municipal and other publicly-owned or leased buildings","Ice Harbor Development","Internal Loans","2045","NO REBATE","POINT (-90.6645718 42.5005583)"
"31G288","DUBUQUE","2013","31002","1703","Bergfeld Recreation Area/Trail/Synergy Court","Recreational facilities (lake development, parks, ball fields, trails)","Series 2012H - DICW Expansion","General Obligation Bonds/Notes","2032","NO REBATE","POINT (-90.6645718 42.5005583)"
"31","DUBUQUE COUNTY","2013","31040","3919","construction of biodiesel facility","Agribusiness","administrative expenses","Internal Loans","2023","NO REBATE","POINT (-90.8824564 42.468832)"
"31","DUBUQUE COUNTY","2013","31040","35274","construction of biodiesel facility","Agribusiness","City of Farley","Other Debt","2023","NO REBATE","POINT (-90.8824564 42.468832)"
"07G047","DUNKERTON","2013","7032","47847","New Water Tower, Water Mains, Well, Wellhouse","Water treatment plants, waste treatment plants & lagoons","2009 G.O. BONDS","General Obligation Bonds/Notes","2024","NO REBATE","POINT (-92.16045690000001 42.5699858)"
"07G047","DUNKERTON","2013","7032","16815","Construct Library Building out of Flood Zone","Municipal and other publicly-owned or leased buildings","2010 G.O. BONDS","General Obligation Bonds/Notes","2025","NO REBATE","POINT (-92.16045690000001 42.5699858)"
"43G400","DUNLAP","2013","43001","7969","Repairs to lift station motors","Water treatment plants, waste treatment plants & lagoons","Lift Station Repair","TIF Revenue Bonds/Notes","2014","NO REBATE","POINT (-95.6005594 41.8544327)"
"43G400","DUNLAP","2013","43001","35000","Street into Industrial Park for Sullivan Seed","Roads, Bridges & Utilities","Sullivan Road/Industrial Park","TIF Revenue Bonds/Notes","2014","NO REBATE","POINT (-95.6005594 41.8544327)"
"16G137","DURANT","2013","16002","2521","Rebate to JAE for Norfolk Iron and Metal Building construction","Commercial - warehouses and distribution facilities","Interstate Railroad Crossing Maintenance","Internal Loans","2013","NO REBATE","POINT (-90.9107038 41.5997498)"
"16G137","DURANT","2013","16002","2286","Rebate to JAE for Norfolk Iron and Metal Building construction","Commercial - warehouses and distribution facilities","JAE Properties Inc","Rebates","2020","NO REBATE","POINT (-90.9107038 41.5997498)"
"31G290","DYERSVILLE","2013","31032","1038","Utilities Improvement Project","Roads, Bridges & Utilities","2011 General Obl.","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-91.1229136 42.484440400000004)"
"31G290","DYERSVILLE","2013","31032","376","Utilities Improvement Project","Roads, Bridges & Utilities","2008 General Obl.","General Obligation Bonds/Notes","2027","NO REBATE","POINT (-91.1229136 42.484440400000004)"
"31G290","DYERSVILLE","2013","28010","150","Road and Stormwater Improvement Project","Roads, Bridges & Utilities","2008 General Obl.","General Obligation Bonds/Notes","2027","NO REBATE","POINT (-91.1229136 42.484440400000004)"
"86G827","DYSART","2013","86001","18173","construction of family aquatic center","Recreational facilities (lake development, parks, ball fields, trails)","Aquatic Center Debt","General Obligation Bonds/Notes","2013","NO REBATE","POINT (-92.3062978 42.171659)"
"86G827","DYSART","2013","86001","48932","street improvements & streetscape","Roads, Bridges & Utilities","2006 Infrastructure Debt","General Obligation Bonds/Notes","2024","NO REBATE","POINT (-92.3062978 42.171659)"
"86G827","DYSART","2013","86001","18500","street improvements","Roads, Bridges & Utilities","2010 Infrastructure Debt","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-92.3062978 42.171659)"
"99G951","EAGLE GROVE","2013","99022","17670","Renovation","Municipal and other publicly-owned or leased buildings","Museum","Internal Loans","2019","NO REBATE","POINT (-93.9043905 42.664138)"
"99G951","EAGLE GROVE","2013","99022","25000","Renovation","Municipal and other publicly-owned or leased buildings","Museum","Internal Loans","2019","NO REBATE","POINT (-93.9043905 42.664138)"
"99G951","EAGLE GROVE","2013","99022","33336","Construction new aquatic center","Recreational facilities (lake development, parks, ball fields, trails)","Aquatic Center","Other Debt","2016","NO REBATE","POINT (-93.9043905 42.664138)"
"28G260","EARLVILLE","2013","28007","30957","Municipal Pool and Bathhouse Construction","Recreational facilities (lake development, parks, ball fields, trails)","REDLG $360,000","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-91.2723626 42.4816589)"
"28G183","EDGEWOOD","2013","22035","125000","Construction of Emergency Response Center","Municipal and other publicly-owned or leased buildings","Emergency Response Center","Internal Loans","2014","NO REBATE","POINT (-91.4012515 42.6444313)"
"28G183","EDGEWOOD","2013","22035","39062","Construction of Emergency Response Center","Municipal and other publicly-owned or leased buildings","Emergency Response Center","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-91.4012515 42.6444313)"
"28G183","EDGEWOOD","2013","22035","102964","N Chestnut, W William and W Beaver Streets","Residential property (classified residential)","'09 Street Project-Chestnut/Beaver Street","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-91.4012515 42.6444313)"
"28G183","EDGEWOOD","2013","22035","131016","East William Street and N Fleming Street","Industrial/manufacturing property","07 Street Project","General Obligation Bonds/Notes","2015","NO REBATE","POINT (-91.4012515 42.6444313)"
"28G183","EDGEWOOD","2013","22035","20825","EBED - purchase of land in Industrial Park","Acquisition of property","EBED Gaul Property","Other Debt","2014","NO REBATE","POINT (-91.4012515 42.6444313)"
"42G391","ELDORA","2013","42003","33390","Infrastructure and beautification with historic theme to our downtown area in URA1","Roads, Bridges & Utilities","Streetscape Internal Loan","Internal Loans","2017","NO REBATE","POINT (-93.0996464 42.360816)"
"42G391","ELDORA","2013","42003","91000","Infrastructure and beautification with historic theme to our downtown area in URA1","Roads, Bridges & Utilities","Series 2011 GO Corp Purpose","General Obligation Bonds/Notes","2023","NO REBATE","POINT (-93.0996464 42.360816)"
"82G776","ELDRIDGE","2013","82025","190000","Increase capacity of existing waste water treatment plant","Water treatment plants, waste treatment plants & lagoons","South Slope WWTP Expansion Project","Other Debt","2016","NO REBATE","POINT (-90.5845823 41.6580864)"
"82G776","ELDRIDGE","2013","82025","102000","Replace outdated lift station with larger capacity station","Roads, Bridges & Utilities","Sheridan Meadows Lift Station replacement","Other Debt","2016","NO REBATE","POINT (-90.5845823 41.6580864)"
"82G776","ELDRIDGE","2013","82025","368475","Resurface existing streets","Roads, Bridges & Utilities","2009 Street Improvements","Other Debt","2013","NO REBATE","POINT (-90.5845823 41.6580864)"
"22G184","ELKADER","2013","22019","61564","the refinanced debt from previous projects to construct streets within Industrial Park","Roads, Bridges & Utilities","Miller Street project","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-91.4054159 42.8538739)"
"22G184","ELKADER","2013","22019","140860","pave Miller Street, C & G on Johnsons Street","Roads, Bridges & Utilities","re-fi'd 2004 loan","TIF Revenue Bonds/Notes","2017","NO REBATE","POINT (-91.4054159 42.8538739)"
"22G184","ELKADER","2013","22019","43870","extend Reimer St. for new assisted living center, improve existing portion of Reimer","Roads, Bridges & Utilities","Reimer St improvement","TIF Revenue Bonds/Notes","2022","NO REBATE","POINT (-91.4054159 42.8538739)"
"77G718","ELKHART","2013","77068","12390","Storm Sewer intakes repairs","Roads, Bridges & Utilities","Interfund Loan to Capital Projects","Internal Loans","2013","NO REBATE","POINT (-93.5221591 41.7916546)"
"77G718","ELKHART","2013","77068","9769","Examine storm water drainage flow into sewer","Water treatment plants, waste treatment plants & lagoons","Interfund Loan to Capital Projects","Internal Loans","2013","NO REBATE","POINT (-93.5221591 41.7916546)"
"77G718","ELKHART","2013","77068","2783","Dorsey & Whitney payments / reconcile TIFs","Administrative expenses","Interfund Loan to Capital Projects","Internal Loans","2013","NO REBATE","POINT (-93.5221591 41.7916546)"
"77G718","ELKHART","2013","77068","10317","Study to identify and correct water system","Water treatment plants, waste treatment plants & lagoons","Interfund Loan to Capital Projects","Internal Loans","2013","NO REBATE","POINT (-93.5221591 41.7916546)"
"77G718","ELKHART","2013","77068","5751","Repairs to sewer lines and system","Water treatment plants, waste treatment plants & lagoons","Interfund Loan to Capital Projects","Internal Loans","2013","NO REBATE","POINT (-93.5221591 41.7916546)"
"83G789","ELK HORN","2013","83006","87069","Replace sewer and resurfaced Union Street","Roads, Bridges & Utilities","Park/Elim Internal - Road Repair 12-13","Internal Loans","2013","NO REBATE","POINT (-95.0599904 41.59165500000001)"
"83G789","ELK HORN","2013","83006","18000","Resurface Street","Roads, Bridges & Utilities","Park/Elim Internal Loan - Sorensen Fund","Internal Loans","2013","NO REBATE","POINT (-95.0599904 41.59165500000001)"
"40G372","ELLSWORTH","2013","40024","36606","Upgrading existing drywell-wetwell pump station","Roads, Bridges & Utilities","Utility Reserves Loan","Internal Loans","2014","NO REBATE","POINT (-93.5788247 42.3127598)"
"40G372","ELLSWORTH","2013","40023","34677","New Streets and Utilities","Roads, Bridges & Utilities","TELCO Revolving Loan Fund","Other Debt","2015","NO REBATE","POINT (-93.5788247 42.3127598)"
"57G543","ELY","2013","57049","102243","Rebuild and improve Main Street from Dows Street to bridge over Rogers Creek and extend improvements on Banner Valley Road east of bridge","Roads, Bridges & Utilities","Main2011 Series A Street/Banner Valley Refinance","General Obligation Bonds/Notes","2021","NO REBATE","POINT (-91.585175 41.8736183)"
"57G543","ELY","2013","57049","69170","Streetscape and utility improvements in the downtown area of Dows Street from State Street to Main Street.","Roads, Bridges & Utilities","2011 Series B - Dows St Streetscape","General Obligation Bonds/Notes","2021","NO REBATE","POINT (-91.585175 41.8736183)"
"57G543","ELY","2013","57049","61710","Mechanical wastewater treatment facility to support current and future residential and commercial activity","Water treatment plants, waste treatment plants & lagoons","2012 Sewer Revenue Refinance","General Obligation Bonds/Notes","2027","NO REBATE","POINT (-91.585175 41.8736183)"
"74G686","EMMETSBURG","2013","74003","20000","Downtown Beautification","Commercial - retail","Downtown Beautification","Other Debt","2013","NO REBATE","POINT (-94.6830357 43.1127427)"
"74G686","EMMETSBURG","2013","74003","1249","Emmetsburg Community Development Corp Loan Guarantee","Industrial/manufacturing property","ECDC Guaranteed Loan","Other Debt","2047","NO REBATE","POINT (-94.6830357 43.1127427)"
"74G686","EMMETSBURG","2013","74010","8604","Street Improvements","Roads, Bridges & Utilities","2006 GO Bonds-Huron St","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-94.6830357 43.1127427)"
"74G686","EMMETSBURG","2013","74003","6333","Community Lumber Development Agreement","Residential property (classified residential)","Community Lumber Housing Development","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-94.6830357 43.1127427)"
"74G686","EMMETSBURG","2013","74010","71103","Street Improvements","Roads, Bridges & Utilities","2006 GO Bonds-Hwy 18","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-94.6830357 43.1127427)"
"74G686","EMMETSBURG","2013","74003","39237","New Business Park","Industrial/manufacturing property","Business Park","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-94.6830357 43.1127427)"
"74G686","EMMETSBURG","2013","74003","1050","New Business Park","Industrial/manufacturing property","Business Park","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-94.6830357 43.1127427)"
"74G686","EMMETSBURG","2013","74002","24899","Payments to Medium Lake Development Corp for Construction of Public Improvements to Serve New Residential Development","Residential property (classified residential)","Rockport Developers Agreement","Rebates","2014","NO REBATE","POINT (-94.6830357 43.1127427)"
