"iowa_company_number","naic_number","phone","company_name","address","city","state","zip","geocoded_column"
"2240","41491",,"GEICO Casualty Company","One Geico Plaza","WASHINGTON","DC","20047-0001",
"1281","19704",,"American States Insurance Company","175 Berkeley St.","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"2253","22837",,"AGCS Marine Insurance Company","225 W. Washington Street, Suite 1800","CHICAGO","IL","60606","POINT (-87.634988 41.883208)"
"2559","23612","877-975-2667","Midwest Employers Casualty Company","14755 North Outer Forty Drive, #300","CHESTERFIELD","MO","63017",
"0635","24724",,"First National Insurance Company of America","175 Berkeley St.","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"3013","13692",,"Donegal Mutual Insurance Company","1195 River Road, P.O. Box 302","MARIETTA","PA","17547-0302","POINT (-76.549013 40.062676)"
"2712","19879","800-926-1887","Security National Insurance Company","PO BOX 650771","DALLAS","TX","75265-0771",
"2858","39098",,"Omni Insurance Company","1400 Union Meeting Road, Suite 250","BLUE BELL","PA","19422","POINT (-75.285084 40.148645)"
"2505","26565","800-628-8581","Ohio Indemnity Company","250 East Broad St., 7th Floor","COLUMBUS","OH","43215-3708","POINT (-82.994232 39.96299)"
"2788","28460",,"Sentry Casualty Company","1800 North Point Drive","STEVENS POINT","WI","54481","POINT (-89.572644 44.541214)"
"1344","21008",,"Country Preferred Insurance Company","PO Box 2020","BLOOMINGTON","IL","61702-2020",
"3010","35696",,"Harleysville Preferred Insurance Company","One Nationwide Blvd, FSSC-RR","COLUMBUS","OH","43215",
"2439","42307","(855) 628-4467","Navigators Insurance Company","One Hartford Plaza","HARTFORD","CT","06155",
"0686","19429",,"Insurance Company of the State of Pennsylvania (The)","1271 Ave of the Americas, FL 37","NEW YORK","NY","10020-1304","POINT (-73.980137 40.760305)"
"3036","14850","507-423-6262","North Star Mutual Insurance Company","PO Box 48","COTTONWOOD","MN","56229",
"3017","10909",,"Sun Surety Insurance Company","PO Box 2373","RAPID CITY","SD","57709",
"0736","23582",,"Harleysville Insurance Company","One Nationwide Blvd, FSSC-RR","COLUMBUS","OH","43215",
"1893","35289",,"Continental Insurance Company (The)","151 N. Franklin Street","CHICAGO","IL","60606","POINT (-87.635367 41.884568)"
"3186","21210",,"Auto Club Group Insurance Company","1 Auto Club Drive","DEARBORN","MI","48126-4213","POINT (-83.220018 42.32354)"
"2796","21962",,"Pennsylvania Insurance Company","PO BOX 3646","OMAHA","NE","68103-0646",
"2346","42919","800-776-4737","Progressive Northwestern Insurance Company","6300 Wilson Mills Road","MAYFIELD VILLAGE","OH","44143-2182","POINT (-81.450826 41.538891)"
"1321","22810",,"Chicago Insurance Company","225 W. Washington St., Suite 1800","CHICAGO","IL","60606","POINT (-87.634988 41.883208)"
"0869","25658",,"Travelers Indemnity Company (The)","One Tower Square","HARTFORD","CT","06183",
"3055","35009","877-737-2245","Financial Casualty & Surety, Inc.","3131 Eastside St., Suite 600","HOUSTON","TX","77098","POINT (-95.42479 29.7373)"
"1763","19046",,"Travelers Casualty Insurance Company of America","One Tower Square","HARTFORD","CT","06183",
"1293","19283",,"American Standard Insurance Company of Wisconsin","6000 American Parkway","MADISON","WI","53783","POINT (-89.285375 43.155727)"
"2061","22659",,"Indiana Insurance Company","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"2134","40142",,"American Zurich Insurance Company","1400 American Lane, Tower 1, 19th Floor","SCHAUMBURG","IL","60196-1056","POINT (-88.04366 42.047412)"
"1584","19860",,"Argonaut Great Central Insurance Company","PO Box 469011","SAN ANTONIO","TX","78246-9011",
"2816","16535",,"Zurich American Insurance Company","1299 Zurich Way","SCHAUMBURG","IL","60196","POINT (-88.046361 42.063664)"
"3008","21784",,"Firemen's Insurance Company of Washington, D.C.","PO Box 61038","RICHMOND","VA","23261",
"2770","10052",,"Chubb National Insurance Company","202B Hall's Mill Road","WHITHOUSE STATION","NJ","08889",
"0510","19224",,"St. Paul Protective Insurance Company","One Tower Square","HARTFORD","CT","06183",
"1928","18279",,"Bankers Standard Insurance Company","PO Box 1000","PHILADELPHIA","PA","19106",
"3298","16561",,"Digital Edge Insurance Company","76 St. Paul Street, Suite 500","BURLINGTON","VT","05401","POINT (-73.214146 44.477724)"
"2266","42986",,"Standard Guaranty Insurance Company","260 Interstate North Circle, SE","ATLANTA","GA","30339-2110","POINT (-84.463625 33.898602)"
"2404","20133",,"Response Worldwide Direct Auto Insurance Company","200 East Randolph Street, Ste. 3300","CHICAGO","IL","60601",
"2502","40436",,"Stratford Insurance Company","300 Kimball Drive, suite 500","PARSIPPANY","NJ","07054","POINT (-74.407587 40.859509)"
"3304","17043",,"Everett Cash Mutual Insurance Co.","10591 Lincoln Highway","EVERETT","PA","15537","POINT (-78.427478 40.023887)"
"2914","26638",,"Home-Owners Insurance Company","PO Box 30660","LANSING","MI","48909-8160",
"0599","21032",,"GLOBAL Reinsurance Corporation of America","Two Logan Square, Suite 600","PHILADELPHIA","PA","19103",
"2181","41238",,"Trans Pacific Insurance Company","Three Bala Plaza East, Suite 400","BALA CYNWYD","PA","19004",
"3118","11050","800-257-1900","Amerisure Partners Insurance Company","26777 Halsted Road","FARMINGTON HILLS","MI","48331-3586","POINT (-83.416831 42.48971)"
"0748","20087",,"National Indemnity Company","1314 Douglas Street, Suite 1400","OMAHA","NE","68102-1944","POINT (-95.93386 41.25863)"
"3106","10885",,"Key Risk Insurance Company","PO BOX 49129","GREENSBORO","NC","27419",
"2880","11054",,"Fletcher Reinsurance Company","221 Dawson Rd, 2nd Floor","COLUMBIA","SC","29223","POINT (-80.939735 34.073365)"
"2549","33588",,"First Liberty Insurance Corporation (The)","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"3190","19526","800-332-7977","UFG Specialty Insurance Company","PO BOX 73909","CEDAR RAPIDS","IA","52407-3909",
"3329","17182",,"Intrepid Casualty Company","7400 COLLEGE BLVDE., SUITE 350","OVERLAND PARK","KS","66210","POINT (-94.672213 38.92757)"
"2840","41335",,"City National Insurance Company","1900 L. Don Dodson Dr.","BEDFORD","TX","76021","POINT (-97.14012 32.84179)"
"1701","21105",,"North River Insurance Company (The)","305 Madison Ave.","MORRISTOWN","NJ","07962","POINT (-74.451166 40.783277)"
"0744","23663",,"National American Insurance Company","PO BOX 9","CHANDLER","OK","74834",
"2855","36560",,"SafePort Insurance Company","4200 Six Forks Rd., Suite 1400","RALEIGH","NC","27609","POINT (-78.639427 35.835675)"
"2252","19712",,"American States Insurance Company of Texas","175 Berkeley Street","BOSTON","MA","98185","POINT (-71.072373 42.349909)"
"1360","24449",,"Regent Insurance Company","One General Drive","SUN PRAIRIE","WI","53596",
"0653","22098","800-258-5310","Grain Dealers Mutual Insurance Company","55 West Street","KEENE","NH","03431","POINT (-72.280416 42.933382)"
"0429","14494",,"Merchants Bonding Company (Mutual)","PO BOX 14498","DES MOINES","IA","50306-3498",
"2944","31348",,"Crum & Forster Indemnity Company","PO Box 1973","MORRISTOWN","NJ","07960-1973",
"3160","31453","800-332-7977","Financial Pacific Insurance Company","PO Box 73909","CEDAR RAPIDS","IA","52407-3909",
"3019","26182",,"Harleysville Worcester Insurance Company","One Nationwide Blvd, FSSC-RR","COLUMBUS","OH","43215",
"2711","36587","800-245-2425","Plymouth Rock Assurance Preferred Corporation","695 Atlantic Avenue","BOSTON","MA","02111","POINT (-71.056018 42.351501)"
"0796","24198",,"Peerless Insurance Company","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"0791","25534",,"TIG Insurance Company","250 Commercial Street, Suite 5000","MANCHESTER","NH","03101","POINT (-71.468413 42.990076)"
"2687","32778","800-338-0753","Swiss Re Corporate Solutuions Premier Insurance Corporation","1200 Main Street, Suite 800","KANSAS CITY","MO","64105","POINT (-94.583196 39.09961)"
"1820","26921",,"Everest Reinsurance Company","100 Everest Way","WARREN","NJ","07059",
"3205","15831",,"Grinnell Compass, Inc.","4215 HIGHWAY 146, PO BOX 790","GRINNELL","IA","50112-0790","POINT (-92.727228 41.684603)"
"2459","29599",,"U.S. Specialty Insurance Company","13403 Northwest Freeway","HOUSTON","TX","77040-6094","POINT (-95.508397 29.850147)"
"1777","29874",,"Swiss Re Corporate Solutions America Insurance Corporation","1200 Main Street Suite 800","KANSAS CITY","MO","64105","POINT (-94.583196 39.09961)"
"0727","14508",,"Michigan Millers Mutual Insurance Company","PO BOX 30060","LANSING","MI","48909",
"1307","10472",,"Capitol Indemnity Corporation","PO BOX 5900","MADISON","WI","53705",
"1508","24791",,"St. Paul Mercury Insurance Company","One Tower Square","HARTFORD","CT","06183",
"2634","25135",,"State Automobile Mutual Insurance Company","518 East Broad St.","COLUMBUS","OH","43215","POINT (-82.986563 39.963871)"
"2703","37060",,"Old United Casualty Company","PO BOX 795","SHAWNEE MISSION","KS","66201",
