"company_name","form_numbers","effectivedate","a","b","c","d","e","f","g","h","i","j","hdf","hdg","hdj","k","l","m","n"
"Transamerica Life Insurance Company (formerly Life Investors)","4100IPL, 4200IPB, 4300IPP","2019-11-01T00:00:00.000","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,
"Pan-American Life Insurance Company","2010 Modernized MIPPA PANF10ST-OT et al","2019-10-01T00:00:00.000","0.04",,,,,"0.0","0.04",,,,,,,,,,"-0.01"
"United of Omaha Life Insurance Company","1992 Legacy:  UM1, UM4, and UM5","2019-10-01T00:00:00.000","0.0",,,,,"0.15","0.15",,,,,,,,,,
"United of Omaha Life Insurance Company","2010 MIPPA plans:  UM20, UM23, UM24, UM30","2019-10-01T00:00:00.000","0.15",,,,,"0.15","0.15",,,,,,,,,"0.15",
"American Retirement Life Insurance Company","MIPPA *agent* plans:  AR-MS-AA-F-AI et al","2019-10-01T00:00:00.000",,,,,,"0.12","0.12",,,,,,,,,,"0.12"
"American Retirement Life Insurance Company","MIPPA *direct* plans:  AR-MSD-AA-F-IA et al","2019-10-01T00:00:00.000",,,,,,"0.12","0.12",,,,,,,,,,"0.12"
"Cigna Health and Life Insurance Company","CHLIC-MS-AA-F-IA et al","2019-10-01T00:00:00.000","0.099",,,,,"0.099","0.08",,,,"0.06",,,,,,"0.06"
"Order of United Commercial Travelers of America","MS(F)-91, MS(F)-00, MS AF 06, MIPPA MSAAF2010","2019-12-01T00:00:00.000","0.06","0.06","0.06","0.06",,"0.06","0.06",,,,,,,,,,"0.06"
"UnitedHealthcare Insurance Company","G-36000-4 (post_6-1-10)","2020-01-01T00:00:00.000","0.069","0.058","0.058",,,"0.058","0.058",,,,,,,"0.051","0.098",,"0.064"
"UnitedHealthcare Insurance Company","G-36000-4 (pre_6-1-10)","2020-01-01T00:00:00.000","0.07","0.058","0.058","0.058","0.058","0.058","0.058","0.075","0.075","0.075",,,,"0.05","0.097",,
"Avera Health Plans","IA-SEL-MF (06/10) et al","2019-09-01T00:00:00.000","0.1","0.1","0.1",,,"0.1",,,,,,,,,,,
"State Farm Mutual Automobile Insurance Company","MIPPA 97067 et al || Pre-MIPPA 97037 et al","2020-01-01T00:00:00.000","0.0",,"0.1","0.1",,"0.1","0.1",,,,,,,,,,"0.1"
"Colonial Penn Life Insurance Company","2010 Modernized MIPPA plans CPL-GR-A80 et al","2020-01-01T00:00:00.000","0.12","0.06","0.06",,,"0.08","0.09",,,,"0.02",,,"0.06","0.06","0.06","0.11"
"Bankers Fidelity Life Insurance Company","2010 MIPPA B 21092","2019-07-16T00:00:00.000","0.17",,,,,"0.17","0.17",,,,"0.04",,,"0.11",,,"0.11"
"Bankers Fidelity Life Insurance Company","B 9200 et al","2019-07-16T00:00:00.000",,,,,"0.0","0.09","0.08",,"0.08",,,,,,,,
"Mutual of Omaha Insurance Company","M500 (Group)","2019-09-01T00:00:00.000","0.0",,,"0.0",,"0.13",,,,,,,,,,,
"Mutual of Omaha Insurance Company","M181 (Agency)","2019-09-01T00:00:00.000","0.0",,"0.03","0.03",,"0.03",,,"0.0",,,,,,,,
"Gerber Life Insurance Company","MTG20, MTG24, MTG25, MTG1, MTG4, MTG5","2019-10-01T00:00:00.000","0.06",,,,,"0.06","0.06",,,,,,,,,,
"Manhattan Life Insurance Company (The)","2010 MIPPA_Plans MLMSAAIA et al","2019-10-01T00:00:00.000","0.15",,"0.15",,,"0.15","0.15",,,,,,,,,,"0.15"
"Central States Indemnity Co. of Omaha","* MIPPA plans -- CSMSFA2010IA - Plan F et al","2019-11-01T00:00:00.000","0.179","0.179","0.179",,,"0.179","0.179",,,,,,,,,,"0.179"
"Sentinel Security Life Insurance Company","SSLA10ST-OT etl al","2019-10-01T00:00:00.000","0.075","0.075","0.075","0.075",,"0.075","0.075",,,,,,,,,,"0.075"
"United World Life Insurance Company","WM1 et al","2019-09-01T00:00:00.000","0.12","0.06","0.06","0.06",,"0.06","0.12",,,,,,,,,,
"Philadelphia American Life Insurance Company","2010 Standardized MIPPA -- MS.F.PAL.IA et al","2019-09-01T00:00:00.000","0.095",,"0.095",,,"0.095","0.095",,,,"0.0",,,,,,"0.095"
"Bankers Life & Casualty Company","GP-A11, GP-A12","2020-01-01T00:00:00.000",,,"0.03","0.06",,"0.06","0.04",,,,,,,,,,
"UniCare Life & Health Insurance Company","Standard F IA0001F et al","2019-09-01T00:00:00.000","0.0",,,,,"0.05",,,,,"0.0",,,,"0.0",,
"United of Omaha Life Insurance Company","2010 MIPPA plan N:  UM31","2019-08-01T00:00:00.000",,,,,,,,,,,,,,,,,"0.12"
"National Health Insurance Company","2010 MIPPA 38020 A IA et al (Plans A, F, Hi-F, G, N)","2019-08-01T00:00:00.000","0.08",,,,,"0.06","0.08",,,,"0.06",,,,,,"0.06"
"Government Personnel Mutual Life Insurance Company","Modernized Forms MTP20 (Plan A) et al","2019-08-01T00:00:00.000","0.12",,"0.12",,,"0.12","0.12",,,,,,,,,,"0.12"
"Renaissance Life & Health Insurance Company of America","MIPPA A, F, G, and N -- RENF10ST-OT et al","2019-08-01T00:00:00.000","0.07",,,,,"0.07","0.07",,,,,,,,,,"0.07"
"Medico Insurance Company","2010 Individual MIPPA plans: MSA70F-C et al (A, F, G, N)","2019-11-01T00:00:00.000",,,,,,"0.15",,,,,,,,,,,"0.08"
"Forethought Life Insurance Company","Forms MSF10-01 et al (A, C, F, G, and N)","2019-10-01T00:00:00.000","0.09",,"0.09",,,"0.09","0.09",,,,,,,,,,"0.09"
"Family Life Insurance Company","MSAAF200810 et al (1990 and 2010 plans)","2019-07-01T00:00:00.000","0.06","0.06","0.06","0.06","0.06","0.06","0.06",,,,,,,,,"0.06","0.06"
"Combined Insurance Company of America","14971 et al","2019-07-01T00:00:00.000","0.02",,"0.05","-0.05",,"0.03",,,,,,,,,,,
"Combined Insurance Company of America","2010 MIPPA - Forms 14903, 14905, and 14906 (A, F, and N)","2019-07-01T00:00:00.000","0.05",,,,,"0.05",,,,,,,,,,,"0.0"
"Reserve National Insurance Company","2010 MIPPA plans:  MCS-10-F et al","2019-07-01T00:00:00.000","0.179",,"0.179",,,"0.179","0.179",,,,"0.179",,,,,,"0.179"
"Reserve National Insurance Company","MCS-92-A et al","2019-07-01T00:00:00.000","0.08","0.08","0.08","0.08",,"0.08",,,,,"0.08",,,,,,
"Globe Life and Accident Insurance Company","GGRMSP","2019-07-01T00:00:00.000","0.05","0.05","0.05",,,"0.05",,,,,,,,,,,
"Omaha Insurance Company","2010 MIPPA --  	NM20, NM23, NM24","2019-07-01T00:00:00.000","0.15",,,,,"0.15","0.15",,,,"0.15",,,,,,"0.15"
"United American Insurance Company","DMSA, B, (<65)","2019-06-01T00:00:00.000","0.03","0.05",,,,,,,,,"0.085",,,,,,
"United American Insurance Company","MSF et al","2019-06-01T00:00:00.000","0.03","0.0","0.0","0.0",,"0.02","0.0",,,,"0.0",,,"0.0","0.0",,"0.03"
"Continental General Insurance Company (FKA United Teacher Associates Ins Co)","922A-IA et al","2019-09-08T00:00:00.000","0.085","0.085","0.085",,,"0.085",,,,,,,,,,,
"Continental General Insurance Company (FKA United Teacher Associates Ins Co)","MS-020501-UTA-IA","2019-09-08T00:00:00.000",,,"0.085","0.085",,"0.085","0.085",,,,,,,,,,
"Continental General Insurance Company (FKA United Teacher Associates Ins Co)","MS-051301 et al","2019-09-08T00:00:00.000",,,,,,,,"0.085","0.085","0.085",,,,,,,
"Transamerica Premier Life Insurance Company (FKA Monumental Life)","MS4000GPM-A","2019-07-01T00:00:00.000","0.036","0.036","0.036","0.036","0.036","0.036","0.036",,,,,,,,,,
"Colonial Penn Life Insurance Company","4-82-703 Agent","2019-04-18T00:00:00.000","0.0","0.0","0.0",,,"0.0",,,,,,,,,,,
"Liberty Bankers Life Insurance Company","2010 MIPPA plans LBL-MSF-POL-0416 et al","2019-09-01T00:00:00.000","0.11",,,,,"0.11","0.11",,,,,,,,,,"0.08"
"National Guardian Life Insurance Company","NGLMEDF10ST-OT et al (MIPPA A, F, G, and N)","2019-07-01T00:00:00.000","0.08",,,,,"0.05","0.05",,,,,,,,,,"0.05"
"American Family Life Assurance Company - AFLAC","A-1940F-28 et al","2019-08-01T00:00:00.000","0.035","0.035","0.035","0.035","0.035","0.035","0.035",,,,,,,,,,
"Loyal American Life Insurance Company","L-5230 et al","2019-05-26T00:00:00.000","0.07","0.07","0.07","0.07",,"0.07","0.07",,,,,,,,,,
"Genworth Life and Annuity Insurance Company","NAC-7602 (FedHome)","2019-03-22T00:00:00.000","0.0",,"0.0",,,"0.0",,,,"0.0",,,,,,,
"Oxford Life Insurance Company","2010 MIPPA plans:  2010-104-F-IA et al","2019-06-01T00:00:00.000","0.15",,,,,"0.15","0.05",,,,,,,,,,"0.05"
"UnitedHealthcare Insurance Company","2010 MIPPA plans:  IMS-POL-2010 F-IA et al","2019-06-01T00:00:00.000",,,,,,"0.0",,,,,"0.0",,,,"0.0",,"0.0"
"American Continental Insurance Company","2010 Modernized MIPPA ACIMSP17F IA et al","2019-08-01T00:00:00.000","0.08","0.08",,,,"0.08","0.0",,,,"0.08",,,,,,"0.0"
"Central States Health & Life Co. of Omaha","Group - S48 C","2019-05-01T00:00:00.000","0.0","0.0","0.0","0.0",,"0.0",,,,,,,,,,,
"Central States Health & Life Co. of Omaha","Individual S25","2019-05-01T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05","0.05",,,,"0.05",,,,,,
"Western Catholic Union","2010 Standardized Medicare Supplement Plans A, F, G and N.","2019-05-01T00:00:00.000","0.11",,,,,"0.11","0.11",,,,,,,,,,"0.03"
"State Mutual Insurance Company","MS-AAIA - Plan A (for polices novating from Lincoln Heritage)","2019-07-01T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05",,,,,,,,,,,
"Lincoln Heritage Life Insurance Company","MS-AAIA - Plan A et al (some novated to State Mutual)","2019-07-01T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05",,,,,,,,,,,
"State Mutual Insurance Company","2010 MIPPA plans  (Direct and Brokerage)","2019-07-01T00:00:00.000","0.0","0.0","0.0","0.0",,"0.0","0.0",,,,"0.0",,,,,"0.0","0.0"
"Globe Life and Accident Insurance Company","GMSA et al","2019-04-01T00:00:00.000","0.05","0.05","0.05",,,"0.05",,,,,"0.05",,,,,,"0.05"
"Americo Financial Life and Annuity Insurance Company","Modernized MIPPA Medicare supplement -- AAA500-A, F, G, N","2019-07-01T00:00:00.000","0.085",,,,,"0.085","0.085",,,,,,,,,,"0.06"
"Standard Life and Accident Insurance Company","124A-192B","2019-11-01T00:00:00.000","0.045","0.045","0.045","0.045","0.045","0.045","0.045",,,,"0.045",,,,,,
"Continental General Insurance Company","340, 3AA et al","2019-05-26T00:00:00.000","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07",,,,,,
"Medico Insurance Company","Group MSA11A, MSA11D, MSA11F","2019-07-01T00:00:00.000","0.0",,,"0.0",,"0.0",,,,,,,,,,,
"Coventry Health & Life Insurance Company","2010 MIPPA standardized plans CHLEXCMS14A et al","2019-04-01T00:00:00.000","0.0","0.0",,,,"0.0","0.0",,,,,,,,,,"0.0"
"Medico Insurance Company","MS992A et al","2019-07-01T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05","0.05",,,,,,,,,,
"Oxford Life Insurance Company (National States)","ASM-1 et al","2019-05-01T00:00:00.000","0.0","0.0","0.0","0.07",,"0.0",,,,"0.07",,,,,,,
"Continental General Insurance Company","MIPPA plans:  CGI-MS-DM-AA-A et al","2019-05-19T00:00:00.000",,,,,,"0.099","0.099",,,,,,,,,,
"Medico Insurance Company","2010 Group MIPPA Plans: MSA21A, D, F, M, and N","2019-07-01T00:00:00.000","0.12",,,"0.12",,"0.12",,,,,,,,,,,"0.12"
"Aetna Life Insurance Company","2010 MIPPA || Group  plans A, B, F, G, and N","2019-07-01T00:00:00.000","0.0","0.0",,,,"0.0","0.0",,,,,,,,,,"0.0"
"SILAC Insurance Company","920 Plans A-J","2019-05-01T00:00:00.000","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01",,"0.01",,"0.01",,
"Physicians Life Insurance Company","Forms L265 et al","2019-06-01T00:00:00.000","0.06","0.06",,,,"0.06","0.06",,,,"0.06",,,,,,
"Transamerica Life Insurance Company (formerly Life Investors)","2010 IND MIPPA plans:  MS2013IPT-F IA et al","2019-05-01T00:00:00.000","0.06","0.06","0.06","0.06",,"0.06","0.06",,,,,,,"-0.05","-0.05","-0.05","-0.05"
"Continental Life Insurance Company of Brentwood, Tennessee","2010 Modernized MIPPA CLIMSP10F IA et al","2019-06-01T00:00:00.000","0.13",,,,,"0.13","0.12",,,,"0.13",,,,,,"0.05"
"Physicians Mutual Insurance Company","P620 (agent)","2019-04-01T00:00:00.000","0.08","0.08","0.08","0.08",,"0.08","0.08",,,,,,,,,,
"Washington National Insurance Company","IMP-9500, IMP-1950, CIC-1000 and WNIC-1004 All Plans","2019-08-01T00:00:00.000","0.0",,"0.035","0.05","0.035","0.0","0.0",,,"0.1",,,,,,,
"Loyal American Life Insurance Company","L-6200 series","2019-04-21T00:00:00.000",,,,,,,,"0.089","0.089","0.089",,,,,,,
"Guarantee Trust Life Insurance Company","2010 MIPPA Plans:  G1040A, G1040C, and G1040N","2019-03-01T00:00:00.000","0.1",,,,,"0.1","0.08",,,,,,,,,,"0.03"
"Medico Corp Life Insurance Company (FKA World Corp Ins. Co)","Standardized MIPPA MSM70A, MSM70F, and MSM70N","2019-04-01T00:00:00.000","0.05",,,,,"0.13","0.095",,,,,,,,,,"0.05"
"Assured Life Association","IAMSIF06ST et al","2019-03-01T00:00:00.000","0.09","0.09","0.09","0.09",,"0.09","0.09",,,,,,,,,,"0.0"
"Sterling Life Insurance Company","IASEL","2019-04-07T00:00:00.000",,,,,,"0.062",,,,,,,,,,,
"Sterling Life Insurance Company","IASTD","2019-04-07T00:00:00.000",,,,,,"0.062","0.062",,,,,,,"0.062",,,
"USAA Life Insurance Company","2010 MIPPA - Plans A, F, and N)","2019-05-01T00:00:00.000","0.05",,,,,"0.05",,,,,,,,,,,"0.05"
"USAA Life Insurance Company","LIM19799-A 1-92  (1990 A, D, F, and G)","2019-05-01T00:00:00.000","0.0",,,"0.0",,"0.0","0.0",,,,,,,,,,
"Jackson National Life Insurance Company -- Reassure America","A-4801-P et al","2018-12-20T00:00:00.000",,,"0.0",,,"0.0",,,,,,,,,,,
"Allianz Life Insurance Company of North America","N-1084-P et al","2018-12-20T00:00:00.000",,,"0.0",,,"0.0",,,,,,,,,,,
"Catholic United Financial",,"2019-04-01T00:00:00.000","0.03",,,,,"0.03","0.03",,,,,,,,,,"0.0"
"SILAC Insurance Company","Form 2070 (2010 MIPPA plans A, F, G, and N)","2019-04-01T00:00:00.000","0.14",,,,,"0.16","0.14",,,,,,,,,,"0.16"
"Golden Rule Insurance Company","GRI-H Plan A et al","2019-06-15T00:00:00.000",,,,,,"0.05","0.056",,,,,,,,,,
"Genworth Life and Annuity Insurance Company","MSP-1992-A","2019-04-01T00:00:00.000","0.06",,"0.06","0.06",,"0.06",,,,"0.06",,,,,,,
"Continental Life Insurance Company of Brentwood, Tennessee","NC1-A et al","2019-04-01T00:00:00.000",,,,,,"0.02","0.02",,,,,,,,,,
"Royal Neighbors of America","20069AA-IA et al","2019-04-01T00:00:00.000","0.03","0.03","0.03","0.03","0.03","0.03","0.03",,,,,,,,,,
"Sterling Life Insurance Company","2011 MIPPA SEL F (09/11) et al","2019-02-04T00:00:00.000","0.062","0.062","0.062",,,"0.062","0.062",,,,,,,"0.062",,,"0.062"
"Sterling Life Insurance Company","2011 MIPPA STD F (09/11) et al","2019-02-04T00:00:00.000","0.062","0.062","0.062",,,"0.062","0.062",,,,,,,"0.062",,,"0.062"
"American National Life Insurance Company of Texas","Individual standardized MIPPA - ANL-SS15","2019-04-01T00:00:00.000","0.07",,,,,"0.12","0.07",,,,"0.07",,,,,,"0.07"
"Shenandoah Life Insurance Company","2010 MIPPA -- MS-AF 8-14 GN et al","2019-04-01T00:00:00.000","0.0",,,,,"0.0","0.0",,,,,,,,,,"0.0"
"Aetna Health and Life Insurance Company","Forms AHLMSP14F IA et al -- 2010 MIPPA standardized plans","2019-04-01T00:00:00.000",,"0.13",,,,"0.13","0.12",,,,"0.13",,,,,,"0.05"
"American Family Mutual Insurance Company","H-65","2019-04-01T00:00:00.000","0.025",,"0.035",,,"0.035",,,,,,,,,"0.0",,
"HumanaDental Insurance Company","MIPPA A, F, F(HD), G, and N (IAMESVF(HD) et al)","2019-04-01T00:00:00.000","0.0",,,,,"0.0","0.0",,,,"0.0",,,,,,"0.0"
"Pekin Life Insurance Company","H25-1A (Rev 12-94)","2019-03-01T00:00:00.000","0.06",,"0.045",,,"0.045","0.0",,,,"0.045",,,,,,"0.0"
"Unified Life Insurance Company","2015 series Modernized MIPPA UNMSFA2015 (Plan F) et al","2019-03-01T00:00:00.000","0.1",,,,,"0.1","0.1",,,,"0.1",,,,,,"0.06"
"Epic Life Insurance Company (The)","2010  MIPPA plans (open) 28147-088-1601 (Plan F) et al","2019-01-01T00:00:00.000","0.0",,"0.0",,,"0.0",,,,,,,,"0.0","0.0","0.0","0.0"
"Epic Life Insurance Company (The)","2010 MIPPA plans (E10524-1101 (closed)","2019-03-01T00:00:00.000","0.06",,"0.06",,,"0.06",,,,,,,,"0.06","0.06","0.06","0.06"
"American Retirement Life Insurance Company","MIPPA plans:AR-MSX-AA-F-IA et al  (prviate exchange)","2019-03-01T00:00:00.000","0.06",,,,,"0.06","0.05",,,,"0.0",,,,,,"0.098"
"Massachusetts Mutual Life Insurance Company","Modernized MIPPA Plans 	MM-MSA0001, MM-MSF0004 et al","2019-03-01T00:00:00.000","0.095",,,,,"0.095","0.095",,,,,,,,,,"0.095"
"State Mutual Insurance Company","2010 MIPPA plans  (Direct plan only)","2019-01-01T00:00:00.000",,,,,,"-0.405",,,,,"-0.434",,,,,,
"Everence Association, Inc. -- FKA Mennonite","91339 Plan A et al","2019-04-01T00:00:00.000","0.099",,"0.08",,"0.025","0.015","0.03",,"0.054",,,,,,"0.0",,"0.009"
"Humana Insurance Company","MIPPA:  IAMESHLF (Reader's Digest | Healthy Living) et al","2019-04-01T00:00:00.000","0.03",,,,,"0.03",,,,,"0.0",,,"0.03",,,"0.06"
"Great American Life Insurance Company","1MSPA0001 et al","2018-12-27T00:00:00.000",,,,,,"0.05","0.05",,,,,,,,,,
"Cigna National Health Insurance Company (PKA Central Reserve Life)","3MA et al","2018-12-25T00:00:00.000",,,,,,"0.0","0.04",,,"0.04",,,,,,,
"Physicians Mutual Insurance Company","MIPPA Plans P020, P025, P026, P027","2019-04-01T00:00:00.000","0.04",,,,,"0.04","0.04",,,,"0.04",,,,,,"0.04"
"Shenandoah Life Insurance Company","MS-AA 5-06 GN - Plan A et al","2019-04-01T00:00:00.000","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,
"New York Life Insurance Company","NYM1 et al","2019-02-01T00:00:00.000","0.0",,"0.05",,,"0.05",,,"0.0",,,,,,,,
"First Health Life and Health Insurance Company",,"2019-04-01T00:00:00.000","0.0","0.0",,,,"0.0","0.0",,,,,,,,,,"-0.15"
"Sanford Health Plan","Select & Standard Plans (MIPPA Plans)","2019-04-01T00:00:00.000","0.04","0.04","0.04","0.04",,"0.04","0.04",,,,"0.04",,,"0.04","0.04","0.04","0.04"
"American Republic Corp Insurance Company","C-1024, C-1026 and all MIPPA 3100 series","2019-06-01T00:00:00.000","0.08",,,,,"0.08",,,,"0.08","0.0",,,"0.0","0.0",,
"Loyal American Life Insurance Company","Modernized MIPPA --Loyal-MS-AA-A et al","2019-01-01T00:00:00.000","0.09","0.09","0.09","0.09",,"0.09","0.065",,,,,,,,,,"0.06"
"Transamerica Life Insurance Company (formerly PFL)","MS4500GPT-A.IA et al and MS8000GPT-A.IA et al","2019-03-01T00:00:00.000","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06",,,,"0.06","0.06","0.06","0.06"
"American National Life Insurance Company of Texas","Group ANL-SS05 et al","2019-02-15T00:00:00.000","0.043","0.043","0.043","0.043","0.043","0.043","0.043",,,,,,,,,,
"Nassau Life and Annuity Company (MQ, PM, UB)","MMSA-06 Plan F; MMSA-10 Plans A, D, F, G, N","2019-01-26T00:00:00.000","0.06",,,"0.06",,"0.06","0.06",,,,,,,,,,"0.06"
"United World Life Insurance Company","2010 MIPPA plans WM24 (Plan F) et al","2019-01-01T00:00:00.000","0.06",,,,,"0.06","0.06",,,,"0.06",,,,,,"0.04"
"Humana Insurance Company","2010 MIPPA Humanana Connect - IAMESHCF et al","2019-01-01T00:00:00.000","0.03",,,,,"0.03","0.03",,,,,,,,,,
"Thrivent Financial for Lutherans","12052IA, 12093IA","2019-01-01T00:00:00.000","0.05","0.0","0.0","0.0",,"0.05","0.0","0.02","0.02",,"-0.15",,,,"0.0","0.0",
"Sterling Investors Life Insurance Company","Modernized MIPPA plans SIMSAA2010IA","2018-12-01T00:00:00.000","0.09","0.09","0.09","0.09",,"0.09","0.09",,,,"0.09",,,,,"0.09","0.09"
"Sterling Investors Life (Assump Rein_Sterling National)","91020 F et al (2010 MIPPA A, F, G, and N)","2019-02-01T00:00:00.000","0.0",,,,,"0.0","0.0",,,,,,,,,,"0.0"
"Celtic Insurance Company","MS POL A - IA","2018-12-15T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05",,,"0.05",,,,,,,,
"Standard Life and Accident Insurance Company","2010 MIPPA plans: 2010-1006-F et al","2019-03-01T00:00:00.000","0.0","0.0","0.0","0.0",,"0.0","0.05",,,,"0.05",,,,,,"0.05"
"American Republic Insurance Company","Ind. A-3146 et al","2019-01-01T00:00:00.000","0.05",,"0.065",,,"0.11",,,,"0.065","0.0",,,,"0.0",,
"American Family Life Assurance Company - AFLAC","2010 MIPPA A19MSFRIA et al","2018-12-15T00:00:00.000","0.06",,"0.06","0.06",,"0.1","0.06",,,,,,,,,,"0.06"
"American Republic Insurance Company","Group - A3405","2019-01-01T00:00:00.000","0.0",,,,"0.0","0.04",,,,,,,,"0.0","0.0",,
"Bankers Life & Casualty Company","GP-A11, GP-A12","2019-01-01T00:00:00.000",,,"0.103","0.103",,"0.06","0.103",,,,,,,,,,
"Colonial Penn Life Insurance Company","2010 Modernized MIPPA plans CPL-GR-A80 et al","2019-01-01T00:00:00.000","0.12","0.055",,,,"0.08","0.05",,,,"0.0",,,"0.055","0.055","0.055","0.05"
"Principal Life Insurance Company","GC 500 (D-MSP)","2019-01-01T00:00:00.000","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07",,,,,,,
"UnitedHealthcare Insurance Company","G-36000-4 (post_6-1-10)","2019-01-01T00:00:00.000","0.079","0.065","0.065",,,"0.065","0.064",,,,,,,"0.0","0.097",,"0.028"
"UnitedHealthcare Insurance Company","G-36000-4 (pre_6-1-10)","2019-01-01T00:00:00.000","0.077","0.065","0.065","0.065","0.065","0.065","0.065","0.099","0.098","0.099",,,,"0.0","0.098",,
"Order of United Commercial Travelers of America","MS(F)-00, MS AF 06, MIPPA MSAAF2010  (attained age)","2018-12-01T00:00:00.000",,,,,,"0.05","0.05",,,,,,,,,,"0.05"
"Order of United Commercial Travelers of America","MS(F)-91 (Issue age)","2018-12-01T00:00:00.000",,,"0.03",,,"0.03",,,,,,,,,,,
"Bankers Life & Casualty Company","GR-A05A et al, GR-A06A et al, GR-A70B (Under Age)","2019-01-01T00:00:00.000","0.0","0.103","0.06","0.103","0.0","0.103","0.103",,,"0.103","0.103",,,,"0.0",,
"Transamerica Life Insurance Company (formerly Life Investors)","Group - MS4100GPL-A","2019-01-01T00:00:00.000","0.095","0.095","0.095","0.095","0.095","0.095","0.095","0.095","0.095","0.095",,,,,,,
"Aetna Life Insurance Company","2010 MIPPA IND GR-11613 A 01, B 01, F 01, G 01, and N 01","2019-01-01T00:00:00.000","0.07","0.07",,,,"0.07","0.07",,,,,,,,,,"0.07"
"Mutual of Omaha Insurance Company","MIPPA plans MX20, MX24, MX25  (transition retiree to individual)","2019-01-01T00:00:00.000","0.03",,,,,"0.03","0.03",,,,,,,,,,
"Transamerica Life Insurance Company (formerly Life Investors)","Group MS5000GPT-A.IA, MS9000GPT-A.IA (pre/post MIPPA)","2019-01-01T00:00:00.000","0.02","0.02","0.02","0.02",,"0.02","0.02",,,,,,,"0.02","0.02","0.02","0.02"
"Pekin Life Insurance Company","H25-1A (Rev 12-94)","2018-09-01T00:00:00.000","0.0",,"0.0",,,"0.0","-0.225",,,,"0.0",,,,,,
"Wellmark Blue Cross Blue Shield of Iowa","Plan A et al","2019-01-01T00:00:00.000","0.04",,"0.036",,"0.014","0.0",,,,"0.0",,,,,"0.0",,
"Wellmark Blue Cross Blue Shield of Iowa","Modernized MIPPA & Preferred  (A, D, F, HDF, G, and N)","2019-01-01T00:00:00.000","0.15",,,"0.052",,"0.0","-0.07",,,,"0.0",,,,,,"0.044"
"Constitution Life Insurance Company (formerly Union Bankers)","MS-4A et al","2018-09-21T00:00:00.000",,,,,,"0.05","0.05",,,,,,,,,,
"Pennsylvania Life Insurance Company","PMSA-00","2018-11-01T00:00:00.000","0.03","0.03","0.03","0.03","0.03","0.03","0.03",,,,"0.03",,,,,,
"Sentinel Security Life Insurance Company","SSLA10ST-OT etl al","2018-10-01T00:00:00.000","0.12","0.12","0.12","0.12",,"0.12","0.12",,,,,,,,,,"0.12"
"American Continental Insurance Company","2010 Modernized MIPPA ACIMSP17F IA et al","2018-09-01T00:00:00.000",,,,,,,,,,,,,,,,,"-0.085"
"Everest Reinsurance Company","Modernized MIPPA plans EVMSFA2016GN - Plan F et al","2018-10-01T00:00:00.000","0.05","0.0","0.12","0.04",,"0.09","0.0",,,,,,,,,,"0.0"
"United of Omaha Life Insurance Company","2010 MIPPA plans:  UM20, UM23, UM24, UM30","2018-10-01T00:00:00.000","0.09",,,,,"0.09","0.09",,,,,,,,,"0.09",
"Continental General Insurance Company (FKA United Teacher Associates Ins Co)","922A-IA et al","2018-09-08T00:00:00.000","0.08","0.08","0.08",,,"0.08",,,,,,,,,,,
"Continental General Insurance Company (FKA United Teacher Associates Ins Co)","MS-020501-UTA-IA","2018-09-08T00:00:00.000",,,"0.08","0.08",,"0.08","0.08",,,,,,,,,,
"Continental General Insurance Company (FKA United Teacher Associates Ins Co)","MS-051301 et al","2018-09-08T00:00:00.000",,,,,,,,"0.08","0.08","0.08",,,,,,,
"Unified Life Insurance Company (National Foundation)","NCDMA-93 (<65)","2018-10-01T00:00:00.000","0.1","0.1","0.1",,,"0.1",,,,,,,,,,,
"Liberty National Life Insurance Company","2010 MIPPA Plans, LMSF06, LMSF10 et al","2018-12-01T00:00:00.000",,,,,,,,,,,"0.025",,,,,,
"State Farm Mutual Automobile Insurance Company","MIPPA 97067 et al || Pre-MIPPA 97037 et al","2019-01-01T00:00:00.000","0.065",,"0.065","0.065",,"0.065","0.065",,,,,,,,,,"0.065"
"Renaissance Life & Health Insurance Company of America","MIPPA A, F, G, and N -- RENF10ST-OT et al","2018-08-01T00:00:00.000","0.05",,,,,"0.05","0.03",,,,,,,,,,"0.03"
"Pyramid Life Insurance Company","M40IA et al","2018-09-30T00:00:00.000","0.0","0.0","0.0","0.0",,"0.0","0.0",,,,"0.0",,"0.0",,,,
"Manhattan Life Insurance Company (The)","2010 MIPPA_Plans MLMSAAIA et al","2018-09-01T00:00:00.000","0.04",,"0.04",,,"0.04","0.03",,,,,,,,,,"0.03"
