"record_id","offender_number","start_date","supervision_type","supervising_judicial_district","supervising_facility","supervision_status","sex","race_ethnicity","education_category","education","age","offense_code","offense_class","offense_description","offense_type","offense_subtype","months_served","report_date"
"738","19689593","2021-08-05T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Probation/Parole","Probation","Male","Black","No HS Diploma","Eleventh","31.19233402","726.6(6)","D Felony","Child Endangerment-Bodily Injury","Violent","Assault","12.29508197","2022-08-15T12:07:15.000"
"739","18815168","2021-10-28T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Female","White",,,"24.99931554","719.3(1)","Aggravated Misdemeanor","Obstructing Prosecution or Defense","Public Order","Other Public Order","9.540983607","2022-08-15T12:07:15.000"
"740","20085206","2021-04-23T00:00:00.000","CBC Field","Seventh Judicial District","Cedar County Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","19.91512663","321.279(3)","D Felony","ELUDING","Public Order","Traffic","15.70491803","2022-08-15T12:07:15.000"
"741","19366406","2018-09-17T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","37.64271047","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","46.81967213","2022-08-15T12:07:15.000"
"742","18254573","2022-06-30T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 2","Probation","Female","White","No HS Diploma","Unknown","26.01779603","714.7","Aggravated Misdemeanor","OPERATE VEHICLE NO CONSENT","Property","Theft","1.508196721","2022-08-15T12:07:15.000"
"743","18460982","2021-07-07T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Parole","Male","White","No HS Diploma","Ninth","36.79397673","709.4","C Felony","Sex Abuse 3rd Degree-Life Special Sentence","Violent","Sex","13.24590164","2022-08-15T12:07:15.000"
"744","19980089","2019-12-19T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Probation/Parole","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","52.36687201","712.3","C Felony","ARSON 2ND DEGREE","Property","Arson","31.80327869","2022-08-15T12:07:15.000"
"745","20104136","2021-10-13T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 5","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","42.65297741","708.2(3)","Aggravated Misdemeanor","ASSAULT WHILE DISPLAYING A DANGEROUS WEAPON","Violent","Assault","10.03278689","2022-08-15T12:07:15.000"
"746","20411408","2019-05-22T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","42.51060917","321J.2(C)","D Felony","OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF","Public Order","OWI","38.72131148","2022-08-15T12:07:15.000"
"747","18021686","2022-06-04T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Pretrial Release With Supervision","Male","White","No HS Diploma","Eleventh","28.93086927","708.2A(5)","D Felony","Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury","Violent","Assault","2.360655738","2022-08-15T12:07:15.000"
"748","20797622","2022-06-21T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","33.18001369","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","1.803278689","2022-08-15T12:07:15.000"
"749","19912943","2022-07-07T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","Hispanic","HS Diploma or Equivelent","High School Diploma","33.33059548","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","1.278688525","2022-08-15T12:07:15.000"
"750","19818713","2021-09-22T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Male","White","No HS Diploma","Seventh","34.16016427","708.2A(3B)","Aggravated Misdemeanor","DOMESTIC ABUSE ASSAULT - 2ND OFFENSE","Violent","Assault","10.72131148","2022-08-15T12:07:15.000"
"751","18024593","2022-07-18T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Male","Black",,,"29.25119781","124.401(5)(d)","Serious Misdemeanor","Possession of a Controlled Substance - Marijuana - 1st Offense","Drug","Drug Possession","0.9180327869","2022-08-15T12:07:15.000"
"752","20223980","2022-04-21T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","26.7926078","714.2(3)","Aggravated Misdemeanor","THEFT 3RD DEGREE","Property","Theft","3.803278689","2022-08-15T12:07:15.000"
"753","19098353","2022-04-18T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 6","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","36.29568789","708.2C(3)","Aggravated Misdemeanor","ASSAULT HATE CRIME  - INJURY - MENTAL","Violent","Assault","3.901639344","2022-08-15T12:07:15.000"
"754","18094574","2022-07-01T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Male","White",,,"35.38672142","726.6(7)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","1.475409836","2022-08-15T12:07:15.000"
"755","20123039","2019-04-08T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","24.50376454","726.6(6)","D Felony","Child Endangerment-Bodily Injury","Violent","Assault","40.16393443","2022-08-15T12:07:15.000"
"756","18766301","2019-05-02T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Probation","Female","Black","No HS Diploma","Eleventh","29.62080767","709A.6","C Felony","USING A JUVENILE TO COMMIT AN INDICTABLE OFFENSE","Other","Other Criminal","39.37704918","2022-08-15T12:07:15.000"
"757","19336475","2021-11-29T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Female","White","Post-Secondary","Bachelor's Degree","59.84668036","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","8.491803279","2022-08-15T12:07:15.000"
"758","18857003","2022-04-07T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","36.64887064","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","4.262295082","2022-08-15T12:07:15.000"
"759","19352768","2022-03-30T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Female","White","No HS Diploma","Eleventh","19.09924709","726.6(8)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","4.524590164","2022-08-15T12:07:15.000"
"760","19414424","2021-10-07T00:00:00.000","CBC Field","Fifth Judicial District","Knoxville Probation/Parole Office","Probation","Female","White","HS Diploma or Equivelent","HiSET/GED","43.92607803","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","10.2295082","2022-08-15T12:07:15.000"
"761","20817311","2017-08-03T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Probation","Female","White","HS Diploma or Equivelent","HiSET/GED","38.18754278","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","60.26229508","2022-08-15T12:07:15.000"
"762","18146984","2022-07-20T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Unknown","Unknown","HS Diploma or Equivelent","High School Diploma","30.32991102","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","0.8524590164","2022-08-15T12:07:15.000"
"763","18954311","2021-08-03T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 2","Probation","Male","Black","HS Diploma or Equivelent","HiSET/GED","42.80629706","726.6(7)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","12.36065574","2022-08-15T12:07:15.000"
"764","18486092","2018-06-27T00:00:00.000","CBC Field","Second Judicial District","Ames Probation/Parole Office","Special Sentence","Male","Black","HS Diploma or Equivelent","High School Diploma","28.7063655","903B.2","Special Sentence 2005","Special Supervision Sentence-D Felony or Misdemeanors/10 years parole","Violent","Sex","49.50819672","2022-08-15T12:07:15.000"
"765","19853654","2019-07-10T00:00:00.000","CBC Field","Second Judicial District","Ames Probation/Parole Office","Special Sentence","Male","White","HS Diploma or Equivelent","HiSET/GED","65.51129363","903B.2","Special Sentence 2005","Special Supervision Sentence-D Felony or Misdemeanors/10 years parole","Violent","Sex","37.1147541","2022-08-15T12:07:15.000"
"766","20171666","2022-04-13T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Probation","Female","White","No HS Diploma","Eleventh","23.38124572","321.279(3)(a)","D Felony","ELUDING-Speed in Excess of 25 mph Over Limit, Plus Participating in a Felony","Public Order","Traffic","4.06557377","2022-08-15T12:07:15.000"
"767","3470204","2022-06-27T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 2","Probation","Male","White","No HS Diploma","Unknown","45.09787817","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","1.606557377","2022-08-15T12:07:15.000"
"768","20660678","2022-06-02T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Probation","Female","Hispanic","No HS Diploma","Unknown","47.87679671","708.2(4)","Simple Misdemeanor","SIMPLE ASSAULT","Violent","Assault","2.426229508","2022-08-15T12:07:15.000"
"769","18697130","2022-07-07T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","29.32785763","708.2A(2B)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - BODILY INJURY - MENTAL","Violent","Assault","1.278688525","2022-08-15T12:07:15.000"
"770","20879921","2022-03-24T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","White","No HS Diploma","Unknown","38.74332649","726.6(7)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","4.721311475","2022-08-15T12:07:15.000"
"771","3295718","2022-02-18T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Probation/Parole","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","45.59069131","724.26(2)(a)","D Felony","Dominion/Control of firearm/off weapon by domestic abuse offender","Public Order","Weapons","5.836065574","2022-08-15T12:07:15.000"
"772","19924349","2019-11-17T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Special Sentence","Male","White","HS Diploma or Equivelent","High School Diploma","53.61806982","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","32.85245902","2022-08-15T12:07:15.000"
"773","18711860","2020-01-27T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Interstate Compact Probation","Male","White","No HS Diploma","Unknown","23.74264203","2299","NCIC Virtual Code","NCIC - BURGLARY","Property","Burglary","30.52459016","2022-08-15T12:07:15.000"
"774","20681129","2020-08-12T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","36.15331964","726.6(7)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","24.03278689","2022-08-15T12:07:15.000"
"775","19286888","2022-04-15T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 2","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","33.31690623","321.561","Aggravated Misdemeanor","Driving While Barred-Habitual Offender","Public Order","Traffic","4","2022-08-15T12:07:15.000"
"776","19996889","2022-03-21T00:00:00.000","CBC Field","Fifth Judicial District","Creston Probation/Parole Office","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","37.60438056","726.3","C Felony","NEGLECT OR ABANDONMENT","Violent","Other Violent","4.819672131","2022-08-15T12:07:15.000"
"777","19153226","2019-11-15T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Probation","Male","White","No HS Diploma","Unknown","25.89459274","708.2A(3B)","Aggravated Misdemeanor","DOMESTIC ABUSE ASSAULT - 2ND OFFENSE","Violent","Assault","32.91803279","2022-08-15T12:07:15.000"
"778","20969882","2021-03-01T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","28.57494867","715A.6(2)(C)","Aggravated Misdemeanor","UNAUTH. USE OF CREDIT CARD $1K","Property","Forgery/Fraud","17.44262295","2022-08-15T12:07:15.000"
"779","20815568","2019-12-02T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","44.62422998","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","32.36065574","2022-08-15T12:07:15.000"
"780","19137149","2018-10-24T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","45.45379877","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","45.60655738","2022-08-15T12:07:15.000"
"781","18157364","2022-06-13T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Pretrial Release With Supervision","Male","White","HS Diploma or Equivelent","HiSET/GED","30.21218344","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","2.06557377","2022-08-15T12:07:15.000"
"782","18901442","2022-02-24T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","Unknown","No HS Diploma","Seventh","24.93908282","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","5.639344262","2022-08-15T12:07:15.000"
"783","18515846","2022-03-31T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 2","Probation","Male","Black","No HS Diploma","Tenth","26.1026694","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft","4.491803279","2022-08-15T12:07:15.000"
"784","19692275","2020-03-10T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Male","Black","No HS Diploma","Eleventh","38.11362081","714.9","C Felony","FRAUDULENT PRACTICE 1ST DEGREE","Property","Forgery/Fraud","29.1147541","2022-08-15T12:07:15.000"
"785","19592507","2017-04-28T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Probation/Parole","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","39.79192334","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","63.44262295","2022-08-15T12:07:15.000"
"786","20918489","2022-06-17T00:00:00.000","CBC Field","Fifth Judicial District","Chariton Probation/Parole Office","Pretrial Release With Supervision","Female","White","HS Diploma or Equivelent","High School Diploma","59.33744011","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking","1.93442623","2022-08-15T12:07:15.000"
"787","20484782","2021-11-17T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Pretrial Release With Supervision","Male","White","HS Diploma or Equivelent","High School Diploma","56.56125941","728.12(1)","C Felony","SEXUAL EXPLOIT. OF MINOR","Violent","Sex","8.885245902","2022-08-15T12:07:15.000"
"788","18280025","2022-05-26T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","23.67967146","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","2.655737705","2022-08-15T12:07:15.000"
"789","19321157","2021-07-12T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Male","White",,,"22.18754278","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","13.08196721","2022-08-15T12:07:15.000"
"790","19145735","2022-04-03T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 2","Special Sentence","Male","White","No HS Diploma","Eleventh","54.94592745","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","4.393442623","2022-08-15T12:07:15.000"
"791","20689091","2021-08-19T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","White","No HS Diploma","Unknown","19.97535934","124.401(5)(a)","Serious Misdemeanor","Possession of a Controlled Substance - 1st Offense","Drug","Drug Possession","11.83606557","2022-08-15T12:07:15.000"
"792","20811959","2022-05-05T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","33.62354552","708.4(2)","D Felony","WILLFUL INJURY - CAUSING BODILY INJURY","Violent","Assault","3.344262295","2022-08-15T12:07:15.000"
"793","20026805","2017-05-26T00:00:00.000","CBC Field","Sixth Judicial District","ANCHOR Center - Field","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","32.27378508","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft","62.52459016","2022-08-15T12:07:15.000"
"794","19298246","2021-03-12T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 5","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","35.20328542","714.7","Aggravated Misdemeanor","OPERATE VEHICLE NO CONSENT","Property","Theft","17.08196721","2022-08-15T12:07:15.000"
"795","3458015","2018-10-31T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 4","Parole","Male","White","HS Diploma or Equivelent","High School Diploma","41.98220397","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking","45.37704918","2022-08-15T12:07:15.000"
"796","18754286","2022-02-16T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","37.14442163","714.2(3)","Aggravated Misdemeanor","THEFT 3RD DEGREE","Property","Theft","5.901639344","2022-08-15T12:07:15.000"
"797","248456","2022-04-05T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Pretrial Release With Supervision","Male","Black","Post-Secondary","Associate's Degree","55.57563313","708.2A(2B)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - BODILY INJURY - MENTAL","Violent","Assault","4.327868852","2022-08-15T12:07:15.000"
"798","18823469","2021-09-17T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Parole","Male","Black","HS Diploma or Equivelent","HiSET/GED","37.04859685","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","10.8852459","2022-08-15T12:07:15.000"
"799","19757153","2017-12-19T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","36.04654346","713.5","C Felony","BURGLARY 2ND DEGREE","Property","Burglary","55.3442623","2022-08-15T12:07:15.000"
"800","18566027","2022-03-16T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","White","No HS Diploma","Tenth","21.7412731","124.401(1)(b)(5)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-LSD LT 10gm","Drug","Trafficking","4.983606557","2022-08-15T12:07:15.000"
"801","20592587","2022-02-22T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","White","No HS Diploma","Eleventh","38.23408624","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","5.704918033","2022-08-15T12:07:15.000"
"802","3472025","2020-10-15T00:00:00.000","CBC Field","Seventh Judicial District","Clinton County Field Services","Probation","Female","White","HS Diploma or Equivelent","HiSET/GED","43.4934976","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","21.93442623","2022-08-15T12:07:15.000"
"803","18133181","2021-09-20T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","22.00410678","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","10.78688525","2022-08-15T12:07:15.000"
"804","20386229","2022-06-06T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Parole","Female","White","Post-Secondary","Bachelor's Degree","37.57700205","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","2.295081967","2022-08-15T12:07:15.000"
"805","18392036","2019-09-11T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Special Sentence","Male","White","No HS Diploma","Unknown","29.78507871","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","35.04918033","2022-08-15T12:07:15.000"
"806","19709753","2021-07-30T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","Black","HS Diploma or Equivelent","HiSET/GED","39.70157426","726.6(7)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","12.49180328","2022-08-15T12:07:15.000"
"807","3392942","2013-10-22T00:00:00.000","CBC Field","Second Judicial District","Ames Probation/Parole Office","Special Sentence","Male","White","HS Diploma or Equivelent","High School Diploma","44.74195756","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","105.5409836","2022-08-15T12:07:15.000"
"808","20198336","2021-11-12T00:00:00.000","CBC Field","Seventh Judicial District","Clinton County Field Services","Interstate Compact Probation","Female","White","HS Diploma or Equivelent","High School Diploma","59.79739904","3599","NCIC Virtual Code","NCIC - DRUG LAW VIOLATION","Drug","Other Drug","9.049180328","2022-08-15T12:07:15.000"
"809","18397424","2021-12-17T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Probation","Female","Hispanic","HS Diploma or Equivelent","HiSET/GED","23.94798084","715A.8(3)(c)","Aggravated Misdemeanor","Identity Theft Under $1,000","Property","Theft","7.901639344","2022-08-15T12:07:15.000"
"810","20426258","2022-06-21T00:00:00.000","CBC Field","Seventh Judicial District","Clinton County Field Services","Interstate Compact Probation","Male","White","HS Diploma or Equivelent","High School Diploma","31.75359343","3599","NCIC Virtual Code","NCIC - DRUG LAW VIOLATION","Drug","Other Drug","1.803278689","2022-08-15T12:07:15.000"
"811","18630041","2019-03-22T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","48.18069815","714.2(3)","Aggravated Misdemeanor","THEFT 3RD DEGREE","Property","Theft","40.72131148","2022-08-15T12:07:15.000"
"812","19643756","2022-01-12T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Parole","Female","White","HS Diploma or Equivelent","HiSET/GED","23.79739904","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","7.049180328","2022-08-15T12:07:15.000"
"813","20361803","2022-07-19T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Female","Black",,,"20.53935661","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","0.8852459016","2022-08-15T12:07:15.000"
"814","19623764","2020-10-20T00:00:00.000","CBC Field","Fifth Judicial District","Indianola Probation/Parole Office","Probation","Male","White","No HS Diploma","Unknown","47.73442847","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","21.7704918","2022-08-15T12:07:15.000"
"815","20510519","2021-12-09T00:00:00.000","CBC Field","Fifth Judicial District","Support Services Unit","Probation","Male","White","Post-Secondary","Vocational Program/Technical Certificate","33.15537303","708.2(2)","Serious Misdemeanor","Assault with bodily injury or mental illness","Violent","Assault","8.163934426","2022-08-15T12:07:15.000"
"816","19007342","2012-10-13T00:00:00.000","CBC Field","Second Judicial District","Sex Offender Unit","Special Sentence","Male","White","HS Diploma or Equivelent","HiSET/GED","32.89527721","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","117.8032787","2022-08-15T12:07:15.000"
"817","3427565","2022-04-29T00:00:00.000","CBC Field","Second Judicial District","Marshalltown Probation/Parole Office","Pretrial Release With Supervision","Female","White","HS Diploma or Equivelent","High School Diploma","61.74948665","708.4(2)","D Felony","WILLFUL INJURY - CAUSING BODILY INJURY","Violent","Assault","3.540983607","2022-08-15T12:07:15.000"
"818","18654875","2021-11-04T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Probation","Female","Black","HS Diploma or Equivelent","HiSET/GED","33.01574264","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud","9.31147541","2022-08-15T12:07:15.000"
"819","18053309","2021-09-30T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Probation","Male","White","Post-Secondary","Associate's Degree","27.69609856","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","10.45901639","2022-08-15T12:07:15.000"
"820","18406451","2021-06-07T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 4","Parole","Male","White","HS Diploma or Equivelent","High School Diploma","36.64613279","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking","14.2295082","2022-08-15T12:07:15.000"
"821","18090428","2022-01-14T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Special Sentence","Female","White","Post-Secondary","Master's Degree","33.5578371","903B.2","Special Sentence 2005","Special Supervision Sentence-D Felony or Misdemeanors/10 years parole","Violent","Sex","6.983606557","2022-08-15T12:07:15.000"
"822","20594921","2022-04-13T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Parole","Male","White","HS Diploma or Equivelent","High School Diploma","39.54825462","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","4.06557377","2022-08-15T12:07:15.000"
"823","18333311","2022-06-06T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Interstate Compact Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","31.97262149","4899","NCIC Virtual Code","NCIC - OBSTRUCTION","Other","Other Criminal","2.295081967","2022-08-15T12:07:15.000"
"824","20175320","2022-05-23T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","White","No HS Diploma","Unknown","35.62491444","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","2.754098361","2022-08-15T12:07:15.000"
"825","19081010","2022-04-21T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","Post-Secondary","In College","55.41683778","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","3.803278689","2022-08-15T12:07:15.000"
"826","19933304","2022-05-26T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Male","White",,,"60.22724162","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","2.655737705","2022-08-15T12:07:15.000"
