"facility_name","street_address","city","state","zip","phone_number","type","facility_license_id","county","inspection_type","geocoded_column","a9_cert","l3_cert"
"MIKES AB&AUTO TRK REPAR LLC","50 PLYMOUTH ROAD","HAMMONTON","NJ","08037","(609) 561-2512","Emission Repair & Inspections","ERF003371","ATLANTIC","Auto Only","POINT (-74.77820898199997 39.64334199700005)","No","No"
"ROUTE ONE CORPORATION","90-100 ROUTE 1","AVENEL","NJ","07001","(732) 815-2300","Emission Repair Only","ERF003174","MIDDLESEX","Auto Only","POINT (-74.27418703899998 40.59143499000004)","No","No"
"FSJS INC","150 STAGECOACH RD","MARMORA","NJ","08223","(609) 390-8605","Emission Repair & Inspections","ERF000367","CAPE MAY","Auto Only","POINT (-74.65582310099995 39.262722910000036)","Yes","Yes"
"DELSEA MOTOR CO  INC","1152 N DELSEA DR","CLAYTON","NJ","08312","(856) 881-6799","Emission Repair & Inspections","ERF000481","GLOUCESTER","Auto Inspection and Emission Repair","POINT (-75.09696596999999 39.67561798200006)","No","No"
"MARK ANTHONY CHEVROLET INC","1000 GATEWAY BLVD","WESTVILLE","NJ","08093","(856) 742-0600","Emission Repair & Inspections","ERF003408","CAMDEN","Auto Inspection and Emission Repair","POINT (-75.13585498299994 39.86268600900007)","No","No"
"JO-MAC TRUCK REPAIR INC","2375 WOODBRIDGE AVE BX 1334","EDISON","NJ","08818","(732) 985-0331","Inspections Only","PIF000794","MIDDLESEX","Diesel Only","POINT (-74.38578696699994 40.503564021000045)","No","No"
"CERTIFIED AUTO REPAIR LLC","569 N. EAST AVENUE","VINELAND","NJ","08360","(856) 794-8882","Emission Repair Only","ERF003097","CUMBERLAND","Auto Only","POINT (-75.01522003399998 39.49791400700008)","No","No"
"JOHNS AUTO REPAIR","23 FRANKLIN ST","BELLEVILLE","NJ","07109","(973) 759-1145","Inspections Only","PIF009399","ESSEX","Auto Only","POINT (-74.17752044099996 40.779047966000064)","No","No"
"QAC SYSTEMS INC","801 RARITAN AVE","HIGHLAND","NJ","08904","(732) 572-7722","Emission Repair & Inspections","ERF000662","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.42117502699995 40.502151000000026)","No","No"
"ALL TECH AUTO RPRS INC","118 UNION ST","PALISADES PARK","NJ","07650","(201) 363-9323","Emission Repair & Inspections","ERF001712","BERGEN","Auto Inspection and Emission Repair","POINT (-74.00189001799998 40.85141199700007)","No","No"
"E 33RD ST CORP","582 MCBRIDE AVE","W PATERSON","NJ","07424","(973) 278-9494","Emission Repair Only","ERF001904","PASSAIC","Auto Only","POINT (-74.19785434999994 40.904759143000035)","No","No"
"SUMMIT AUTOMOTIVE CORP","475 PAVONIA AVE.","JERSEY CITY","NJ","07306","(201) 659-5872","Emission Repair & Inspections","ERF001198","HUDSON","Auto Inspection and Emission Repair","POINT (-74.05595100199997 40.72961767400005)","No","No"
"EDDIES TOWING LLC","62 YOUNGS RD","MERCERVILLE","NJ","08619","(609) 586-1367","Inspections Only","PIF001015","MERCER","Diesel Only","POINT (-74.68198003899994 40.266721989000075)","No","No"
"STIRLING AUTO SERVICE INC *","233 RAILROAD AVE","STIRLING","NJ","07980","(908) 647-2300","Emission Repair & Inspections","ERF000082","MORRIS","Auto Inspection and Emission Repair","POINT (-74.49184100799994 40.67411299400004)","No","No"
"MALANGAS AUTOMOTIVE INC","39 HAMBURG TPKE","RIVERDALE","NJ","07457","(973) 839-6710","Inspections Only","PIF000687","MORRIS","Auto and Diesel","POINT (-74.30221955399998 40.998439113000074)","No","No"
"R J P REPAIR SERVICE INC","2301 ROOSEVELT AVE","S PLAINFIELD","NJ","07080","(908) 791-0211","Inspections Only","PIF000836","MIDDLESEX","Diesel Only","POINT (-74.43381996599999 40.57685999200004)","No","No"
"BOULEVARD SERVICENTER INC.","71-81 EAST 31ST STREET","PATERSON","NJ","07514","(973) 278-3966","Inspections Only","PIF008356","PASSAIC","Auto Only","POINT (-74.14245101399996 40.92288498800008)","No","No"
"VIP CYCLES AND SPORT CTR IN","700 ROUTE 22 EAST","N PLAINFIELD","NJ","07060","(908) 753-1500","Emission Repair Only","ERF000304","UNION","Auto Only","POINT (-74.43738521899996 40.62706805000005)","No","No"
"LITHIA PARAMUS-M LLC","755 ROUTE 17","PARAMUS","NJ","07652","(207) 987-2000","Emission Repair Only","ERF003426","BERGEN","Auto Only","POINT (-74.08120402799995 40.97137798600005)","No","No"
"TWYNAM INC","648 POMPTON AVE","CEDAR GROVE","NJ","07009","(973) 239-7887","Emission Repair & Inspections","ERF003418","ESSEX","Auto Inspection and Emission Repair","POINT (-74.23017844499998 40.85537099900006)","No","No"
"ORANGE MOTOR SERVICE IN","183 SCOTLAND RD","ORANGE","NJ","07050","(973) 678-4085","Inspections Only","PIF000871","ESSEX","Diesel Only","POINT (-74.23868699699995 40.770218009000075)","No","No"
"PARAMUS FORD INC","375 ROUTE 17 SOUTH","PARAMUS","NJ","07652","(201) 262-4900","Emission Repair Only","ERF002795","BERGEN","Auto Only","POINT (-74.07207934399997 40.94630541300006)","No","No"
"CRAIGS AUTO INC","109 ROUTE 38","PEMBERTON","NJ","08068","(609) 894-4258","Emission Repair & Inspections","ERF001916","BURLINGTON","Auto Inspection and Emission Repair","POINT (-74.68045499999994 39.975955000000056)","No","No"
"EDS CERTIFIED AUTO","5150 RT 42","TURNERSVILLE","NJ","08012","(856) 232-9010","Emission Repair Only","ERF002302","CAMDEN","Auto Only","POINT (-75.04578497999995 39.751866981000035)","No","No"
"QUALITY MUFFLER PLUS INC","3078 RTE 27 NORTH","KENDALL PK","NJ","08824","(732) 297-0500","Emission Repair & Inspections","ERF001145","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.53645201099994 40.43779001100006)","No","No"
"REMY-AMERICAN-AUTO & RPR","42-44 FRANKLIN & SUMMER ST","PATERSON","NJ","07524","(973) 881-0055","Emission Repair & Inspections","ERF003103","PASSAIC","Auto Inspection and Emission Repair","POINT (-74.16335992199998 40.92635002500003)","No","No"
"EDDIES AUTO & TRK REPAIR IN","375-379 GETTY AVE","PATERSON","NJ","07503","(973) 279-1985","Inspections Only","PIF000746","PASSAIC","Diesel Only","POINT (-74.15621602599998 40.89459300500005)","No","No"
"PATHWAY CAR CARE INC","1600 PRINCETON AVE","LAWRENCEVILLE","NJ","08648","(609) 695-7878","Emission Repair & Inspections","ERF000320","MERCER","Auto Inspection and Emission Repair","POINT (-74.75048097499996 40.241769985000076)","No","No"
"STATE OF NJ MOTOR POOL","168 FRONTAGE ROAD","NEWARK","NJ","07114","(973) 466-0285","Emission Repair Only","ERF001059","ESSEX","Auto Only","POINT (-74.16640462499998 40.71198006800006)","No","No"
"ADVANCD AUTO EXPRTS OF EDIS","1481 ROUTE #1 SOUTH","EDISON","NJ","08817","(908) 233-4498","Emission Repair Only","ERF002063","MIDDLESEX","Auto Only","POINT (-74.41273926499997 40.49502209400004)","No","No"
"IMPORTED CAR CARE CTR INC","550 N RTE 73","WEST BERLIN","NJ","08091","(856) 768-4040","Emission Repair & Inspections","ERF000967","CAMDEN","Auto Inspection and Emission Repair","POINT (-74.93011999599999 39.81704998300006)","No","No"
"NAHAS AUTO CENTER","376 MIDLAND AVE","GARFIELD","NJ","07026","(973) 772-4951","Emission Repair & Inspections","ERF001521","BERGEN","Auto Inspection and Emission Repair","POINT (-74.10307485899995 40.87647003200004)","No","No"
"MILLEVOIS BEST TIRE INC","600 ASBURY AVE","OCEAN CITY","NJ","08226","(609) 399-3006","Inspections Only","PIF000416","CAPE MAY","Auto Only","POINT (-74.57234399099997 39.28209299200006)","No","No"
"JOE'S AUTO REPAIR","713 HAY ROAD","HAMMONTON","NJ","08037","(609) 561-2317","Emission Repair & Inspections","ERF000639","CAMDEN","Auto Inspection and Emission Repair","POINT (-74.86059038799993 39.65451547900006)","No","No"
"RICHMOND SERVICENTER INC","809 RICHMOND AVE","PT PLEASANT","NJ","08742","(732) 892-9788","Inspections Only","PIF007076","OCEAN","Auto Only","POINT (-74.04939101699995 40.08822399700006)","No","No"
"HRAG MEINEKE 3 LLC.","811 MAIN AVENUE","PASSAIC","NJ","07055","(973) 928-0815","Inspections Only","PIF001276","PASSAIC","Auto Only","POINT (-74.13017507099994 40.865080188000036)","No","No"
"SCOTTS AUTO LLC","357 BROAD ST","CARNEYS POINT","NJ","08069","(856) 299-3465","Emission Repair & Inspections","ERF002428","SALEM","Auto Only","POINT (-75.45492604199995 39.744134005000035)","No","No"
"SHAWNS W MOUNTAIN AUTO LLC","862 MOUNTAIN AVE","MOUNTAINSIDE","NJ","07092","(908) 233-4830","Inspections Only","PIF000128","UNION","Auto Only","POINT (-74.35074910299994 40.666613519000066)","No","No"
"LARSON FORD INC*","1150 OCEAN AVE","LAKEWOOD","NJ","08701","(732) 363-8100","Emission Repair Only","ERF002199","OCEAN","Auto Only","POINT (-74.17235350699997 40.08321454900005)","No","No"
"STATION AUTO REPAIR","155 MAIN ST","WHITEHOUSE STA","NJ","08889","(908) 534-4997","Emission Repair & Inspections","ERF002328","HUNTERDON","Auto Inspection and Emission Repair","POINT (-74.77029001099999 40.616147984000065)","No","No"
"BERGEN AUTO SPECIALISTS INC","728 BERGEN BLVD","RIDGEFIELD","NJ","07657","(201) 943-2878","Emission Repair Only","ERF001546","BERGEN","Auto Only","POINT (-73.99131398399999 40.83231999100008)","No","No"
"DENSONS AUTO REPAIR INC","1972 WASHINGTN VLY RD BX130","MARTINSVILLE","NJ","08836","(732) 560-7444","Emission Repair & Inspections","ERF001011","SOMERSET","Auto Inspection and Emission Repair","POINT (-74.55983902999998 40.60043300500007)","No","No"
"WOORI AUTO REP & BODY CORP","416 COMMERCIAL AVE","PALISADES PARK","NJ","07650","(201) 592-0009","Emission Repair & Inspections","ERF003232","BERGEN","Auto Inspection and Emission Repair","POINT (-74.00054247099996 40.853420526000036)","No","No"
"ADVNCED AUTO EXPRTS OF IRVI","1166 SPRINGFIELD AVE","IRVINGTON","NJ","07111","(973) 373-2200","Emission Repair Only","ERF002703","ESSEX","Auto Only","POINT (-74.23736198499995 40.72546300500005)","No","No"
"Jimmy's Garage","590 BROADWAY","LONG BRANCH","NJ","07740","(732) 222-5013","Emission Repair Only","ERF002867","MONMOUTH","Auto Only","POINT (-74.00241396999998 40.299408017000076)","Yes","No"
"VILLAGE AUTO SERVICES","1225 MAGIE AVENUE","UNION","NJ","07083","(908) 289-1423","Emission Repair & Inspections","ERF001700","UNION","Auto Inspection and Emission Repair","POINT (-74.25020613599997 40.671914179000055)","No","No"
"COMMUNITY AUTO REPAIR","1071 COMMERCE AVE","UNION","NJ","07083","(908) 688-8870","Inspections Only","PIF003817","UNION","Auto Only","POINT (-74.27934802799996 40.70105100500007)","No","No"
"AUTO LENDERS LIQ CTR INC","1518 ROUTE 37 EAST","TOMS RIVER","NJ","08753","(732) 606-8000","Emission Repair & Inspections","ERF002979","OCEAN","Auto Inspection and Emission Repair","POINT (-74.15633697699997 39.953749981000044)","No","No"
"CAR PORT","HWY 35 SOUTH","NEPTUNE","NJ","07753","(732) 775-8336","Emission Repair & Inspections","ERF003171","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.02827985899995 40.197124150000036)","No","No"
"CADILLAC OF MAHWAH LLC","319 RTE 17 NORTH","MAHWAH","NJ","07430","(201) 579-6500","Emission Repair Only","ERF003295","BERGEN","Auto Only","POINT (-74.15279262399997 41.08816923200004)","No","No"
"PIVOTAL UTILITY HOLDINGS IN","520 GREEN LANE","UNION","NJ","07083","(908) 662-8381","Emission Repair Only","ERF000852","UNION","Auto Only","POINT (-74.24749998099998 40.67570501000006)","No","No"
"MIKE'S TEXACO SERVICE INC","295 PASSAIC STREET","HACKENSACK","NJ","07601","(201) 489-2538","Emission Repair & Inspections","ERF002848","BERGEN","Auto Inspection and Emission Repair","POINT (-74.05056096299995 40.89583101300008)","No","No"
"COLLEGE TIRE","483 GEORGES RD","NO BRUNS","NJ","08902","(732) 545-7887","Inspections Only","PIF001537","MIDDLESEX","Auto Only","POINT (-74.44943402599995 40.47259301400004)","No","No"
"MELLO & BASTOS MOTORS INC","37 RT 46 WEST","DOVER","NJ","07801","(973) 328-8400","Emission Repair & Inspections","ERF001359","MORRIS","Auto Inspection and Emission Repair","POINT (-74.55744161899997 40.88783506800007)","No","No"
"JRM SERVICES LLC.","411 NEWARK POMPTON TURNPIKE","POMPTON PLNS","NJ","07444","(973) 835-8289","Inspections Only","PIF001295","PASSAIC","Auto Only","POINT (-74.29395500299995 40.95579900400003)","No","No"
"RONNIES SERVICE STATION LLC","605 WASHINGTON AVE","BELLEVILLE","NJ","07109","(973) 759-9757","Inspections Only","PIF000455","ESSEX","Auto Only","POINT (-74.14682301399995 40.80125699300004)","No","No"
"BALL STREET AUTO INC","1292 CLINTON AVENUE","IRVINGTON","NJ","07111","(973) 373-7855","Inspections Only","PIF011791","ESSEX","Auto Only","POINT (-74.23583203699997 40.728593981000074)","No","No"
"JRM AUTO SERVICE INC","5209 KENNEDY BLVD","N BERGEN","NJ","07047","(201) 863-1414","Emission Repair & Inspections","ERF002753","HUDSON","Auto Only","POINT (-74.02318700899997 40.78525501800004)","No","No"
"EURO MOTOR OF GARWOOD INC","1 SOUTH AVE","GARWOOD","NJ","07027","(908) 232-1783","Inspections Only","PIF000540","UNION","Auto Only","POINT (-74.31399403799998 40.65284399800004)","No","No"
"SABO'S AUTOMOTIVE LLC","1883 ROUTE 33","HAMILTON","NJ","08690","(609) 508-1950","Emission Repair Only","ERF003393","MERCER","Auto Only","POINT (-74.65004599399998 40.223439015000054)","No","No"
"LAKELAND AUTOMOTIVE INC","730 RTE 23","POMPTON PLNS","NJ","07444","(973) 839-2500","Emission Repair Only","ERF000782","MORRIS","Auto Only","POINT (-74.28946096199996 40.97554002000004)","No","No"
"ON SITE AUTOMOTIVE SERV INC","1773 GREENWOOD AVE","TRENTON","NJ","08609","(609) 586-5308","Emission Repair & Inspections","ERF000469","MERCER","Auto Inspection and Emission Repair","POINT (-74.73027899599998 40.227063014000066)","No","No"
"M & A AMOCO INC","18 MORRIS ESSEX TPKE","SUMMIT","NJ","07901","(908) 277-6170","Inspections Only","PIF004876","UNION","Auto Only","POINT (-74.33395998299994 40.72085999900003)","No","No"
"JACK'S AUTO REPAIR","810 JERSEY AVE","GLOUCESTER","NJ","08030","(856) 456-7519","Inspections Only","PIF000881","CAMDEN","Diesel Only","POINT (-75.12341456499996 39.88948587700003)","No","No"
"SPRINGSIDE AUTOMOTIVE INC","475 WOODLANE RD","WESTAMPTON","NJ","08060","(609) 877-1236","Emission Repair & Inspections","ERF001364","BURLINGTON","Auto Inspection and Emission Repair","POINT (-74.86059202599995 40.025576018000045)","No","No"
"SARICA LLC","661 BROADWAY","WESTWOOD","NJ","07675","(201) 664-3161","Emission Repair & Inspections","ERF003122","BERGEN","Auto Only","POINT (-74.03601702699996 40.99586713400004)","No","No"
"ED MULLIGAN MOTORS","71 DODD ST","NUTLEY","NJ","07110","(973) 667-2121","Emission Repair & Inspections","ERF000157","ESSEX","Auto Inspection and Emission Repair","POINT (-74.15348000599994 40.824317998000026)","No","No"
"PROGRESSIVE AUTOMOTIVE INC","545 GEORGES RD","NO BRUNSWICK","NJ","08902","(732) 545-7295","Emission Repair Only","ERF000158","MIDDLESEX","Auto Only","POINT (-74.45047698699994 40.47104600800003)","No","No"
"MERMON INC","4400 BERGEN TPK","NORTH BERGEN","NJ","07047","(201) 867-4156","Emission Repair & Inspections","ERF000810","HUDSON","Auto Inspection and Emission Repair","POINT (-74.03293298299997 40.783246002000055)","No","No"
"JIMSON CORP","155 RUES LANE","E BRUNSWICK","NJ","08816","(732) 257-8317","Emission Repair Only","ERF003341","MIDDLESEX","Auto Only","POINT (-74.38929797799995 40.41928201500008)","No","No"
"ADVANCED AUTO EXPERTS SOM","1076 RTE 22","BRIDGEWATER","NJ","08807","(908) 526-0441","Emission Repair Only","ERF001285","SOMERSET","Auto Only","POINT (-74.59778600099997 40.58000400200007)","No","No"
"TIRE CORRAL OF AMERICA INC","1144 BLACK HORSE PK","GRENLOCH","NJ","08032","(856) 227-0200","Emission Repair & Inspections","ERF000675","CAMDEN","Auto Inspection and Emission Repair","POINT (-75.05596102899995 39.78521601800003)","No","No"
"SNONO GAS INC","177 LAKESIDE BLVD","LANDING","NJ","07850","(973) 398-8371","Emission Repair Only","ERF003037","MORRIS","Auto Only","POINT (-74.66690481699999 40.91059970400005)","No","No"
"KENNYS AUTO CENTER LLC","3800 ATLANTIC BRIGANTINE BL","BRIGANTINE","NJ","08203","(609) 266-2300","Emission Repair Only","ERF002851","ATLANTIC","Auto Only","POINT (-74.39381624999999 39.39460337000003)","No","No"
"R & R TRUCK MAINTENANCE INC","278 GREENWOOD AVE","MIDLAND PARK","NJ","07432","(201) 612-8191","Inspections Only","PIF000770","BERGEN","Diesel Only","POINT (-74.15516703099996 40.99898600500006)","No","No"
"LILAC MOTOR CORP","2110 HIGHWAY 35","SEA GIRT","NJ","08750","(732) 974-2211","Emission Repair Only","ERF002624","MONMOUTH","Auto Only","POINT (-74.05921502699995 40.14365000200007)","No","No"
"BLOOMFIELD QUALITY AUTO INC","150 BLOOMFIELD AVE","BLOOMFIELD","NJ","07003","(973) 743-7400","Emission Repair & Inspections","ERF000618","ESSEX","Auto Inspection and Emission Repair","POINT (-74.18962590599995 40.77955555100005)","No","No"
"CARBONE AUTOMOTIVE REPAIR I","141 STUYVESANT AVE","LYNDHURST","NJ","07071","(201) 372-0111","Emission Repair & Inspections","ERF002773","BERGEN","Auto Inspection and Emission Repair","POINT (-74.12386900499996 40.817397018000065)","Yes","No"
"B AND F SOUTH LLC","PO BOX 66","ALLENWOOD","NJ","08720","(732) 528-4480","Inspections Only","PIF001259","MONMOUTH","Auto Only","POINT (-74.09978329999996 40.14308140000003)","No","No"
"R & H TRCK PRTS & SRVC INC","356A ROUTE 31","FLEMINGTON","NJ","08822","(908) 284-6060","Inspections Only","PIF000737","HUNTERDON","Diesel Only","POINT (-74.85694618299995 40.54520080300006)","No","No"
"""LITHIA HAMILTON-H LLC.","655 US HIGHWAY 130","HAMILTON","NJ","08691","(609) 362-7070","Emission Repair Only","ERF003444","MERCER","Auto Only","POINT (-74.64720000299997 40.18995000100006)","No","No"
"PEACE OF MIND AUTOMOTIVE","709 LAKE SHORE DR","LK PARSIPPANY","NJ","07054","(973) 887-2140","Emission Repair & Inspections","ERF001982","MORRIS","Auto Inspection and Emission Repair","POINT (-74.43998804099994 40.84799901200006)","No","No"
"VILLAGE GARAGE INC","101 OTTERHOLE RD","W MILFORD","NJ","07480","(973) 697-0020","Emission Repair & Inspections","ERF000068","PASSAIC","Auto Inspection and Emission Repair","POINT (-74.36011202399999 41.04722398400003)","No","No"
"AUTO REPAIR SOLUTIONS INC","399 NORTHFIELD AVENUE","W. ORANGE","NJ","07052","(973) 736-2743","Inspections Only","PIF001213","ESSEX","Auto Only","POINT (-74.26708597399994 40.77313298400003)","No","No"
"JOHN'S PLAZA WEST AUTO INC","219 FORT LEE AVENUE","TEANECK","NJ","07666","(201) 836-0631","Emission Repair & Inspections","ERF000745","BERGEN","Auto Inspection and Emission Repair","POINT (-74.01801503899998 40.87157298900007)","No","No"
"SHANT SUNOCO","462 BROAD AVE","RIDGEFIELD","NJ","07657","(201) 945-9671","Emission Repair & Inspections","ERF001482","BERGEN","Auto Inspection and Emission Repair","POINT (-74.00993002299998 40.82988500600004)","No","No"
"N.S.A. AUTO SERVICE","391 SPRINGFIELD AVE","WESTFIELD","NJ","07090","(908) 233-8183","Inspections Only","PIF009706","UNION","Auto Only","POINT (-74.32950095699994 40.67326505700004)","No","No"
"NAZ AUTO REPAIR INC","LENOLA AND COLLINS RD","MAPLE SHADE","NJ","08052","(856) 235-1515","Emission Repair & Inspections","ERF002691","BURLINGTON","Auto Inspection and Emission Repair","POINT (-74.96705988199994 39.93903006000005)","No","No"
"LANDING AUTO CENTER","99 MT ARLINGTON BLVD","LANDING","NJ","07850","(973) 398-1050","Emission Repair & Inspections","ERF000396","MORRIS","Auto Inspection and Emission Repair","POINT (-74.66345997299999 40.90455498100005)","No","No"
"FACTORY TUNE AUTO INC","1321 N.BLACKHORSE PIKE","WILLIAMSTOWN","NJ","08094","(856) 728-9022","Emission Repair & Inspections","ERF000279","GLOUCESTER","Auto Inspection and Emission Repair","POINT (-75.00865901599997 39.70453898400007)","No","No"
"CITY AUTO CENTER INC","180 MERCER STREET","HIGHTSTOWN","NJ","08520","(609) 448-9800","Emission Repair & Inspections","ERF002041","MERCER","Auto Inspection and Emission Repair","POINT (-74.52655097199994 40.267898012000046)","No","No"
"PETROLEUM ENERGY PEOPLE INC","434 BRANCHPORT AVE","OCEANPORT","NJ","07757","(732) 229-7005","Emission Repair Only","ERF001414","MONMOUTH","Auto Only","POINT (-74.00741302099993 40.31335101900004)","No","No"
"OLIVEIRA & SON INC","130 BLOOMFIELD AVE","BLOOMFIELD","NJ","07003","(973) 429-8137","Emission Repair & Inspections","ERF000654","ESSEX","Auto Inspection and Emission Repair","POINT (-74.18929998499993 40.77890099100006)","No","No"
"OPEN PETROLEUM LLC","386 US 1 HWY","EDISON","NJ","08817","(732) 985-3665","Emission Repair & Inspections","ERF003380","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.40162542999997 40.50258935900007)","No","No"
"FLEET REPAIR SRVS INC","860 SICKLVLLE RD POB 1313","WILLIAMSTOWN","NJ","08094","(856) 875-1200","Inspections Only","PIF000834","GLOUCESTER","Diesel Only","POINT (-74.99469489999996 39.68707490000003)","No","No"
"BC TIRE SERVICE INC","1266 STELTON RD","PISCATAWAY","NJ","08854","(732) 985-6100","Emission Repair & Inspections","ERF000586","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.42379202399997 40.54019499100008)","No","No"
"ANTHONY THOMAS INC","38 MAIN ST","BRADLEY BEACH","NJ","07720","(732) 988-8066","Emission Repair Only","ERF001881","MONMOUTH","Auto Only","POINT (-74.01944700399997 40.19795798700005)","No","No"
"EMMANUEL AUTO CENTER","635 TEANECK RD","TEANECK","NJ","07666","(201) 836-2401","Emission Repair & Inspections","ERF001877","BERGEN","Auto Inspection and Emission Repair","POINT (-74.00986296799994 40.879754983000055)","No","No"
"WALL AUTOMOTIVE CORPORATION","51 HIBERNIA AVENUE","ROCKAWAY","NJ","07866","(973) 453-6800","Emission Repair & Inspections","ERF003285","MORRIS","Auto Inspection and Emission Repair","POINT (-74.50652702499997 40.90714000200006)","No","No"
"SYLVIA A. BUSH CORP.","1739 N. OLDEN AVE.","TRENTON","NJ","08638","(609) 882-7995","Emission Repair Only","ERF002667","MERCER","Auto Only","POINT (-74.76904069599993 40.247728006000045)","No","No"
"RAPID ROVER INC","21 SO WHITEHORSE PIKE","AUDUBON","NJ","08106","(856) 546-8880","Emission Repair & Inspections","ERF001305","CAMDEN","Auto Inspection and Emission Repair","POINT (-75.07080828899996 39.896122999000056)","No","No"
"A & S AUTO REPAIR INC.","138 TORONITA AVENUE","TRENTON","NJ","08610","(609) 587-7766","Emission Repair & Inspections","ERF000687","MERCER","Auto Inspection and Emission Repair","POINT (-74.71219202299994 40.207819003000054)","No","No"
"STATE OF NJ MOTOR POOL","161 EGGERTS CROSSING ROAD","LAWRENCEVILLE","NJ","08648","(609) 530-2073","Emission Repair Only","ERF001148","MERCER","Auto Only","POINT (-74.74555921699994 40.27301046800005)","No","No"
"MAYWOOD SERVICE STATION INC","104 W PASSAIC ST","MAYWOOD","NJ","07607","(201) 845-7848","Emission Repair & Inspections","ERF000012","BERGEN","Auto Inspection and Emission Repair","POINT (-74.06503718699997 40.90453029400004)","No","No"
"TWIN TOWERS SRV STATION LLC","1290 ANDERSON AV","FORT LEE","NJ","07024","(201) 224-8444","Emission Repair & Inspections","ERF002575","BERGEN","Auto Inspection and Emission Repair","POINT (-73.98002297299996 40.841831984000066)","No","No"
"RIDGEDALE SUNOCO","626 RIDGEDALE AVE","EAST HANOVER","NJ","07936","(973) 887-5942","Emission Repair & Inspections","ERF001133","MORRIS","Auto Inspection and Emission Repair","POINT (-74.34519298999999 40.83391200800003)","No","No"
"RAYGAR INC *","85 STEINER AVE","NEPTUNE CITY","NJ","07753","(732) 775-3331","Emission Repair & Inspections","ERF000203","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.02395495899998 40.19798099500008)","No","No"
"THE PORT AUTH OF NY & NJ","777 JERSEY AVE","JERSEY CITY","NJ","07310","(908) 965-0700","Emission Repair Only","ERF000528","UNION","Auto Only","POINT (-74.04555101599993 40.73132899600006)","No","No"
"WEST DEPTFRD ATO & TRANS IN","466 CROWN POINT RD","THOROFARE","NJ","08086","(856) 848-8285","Inspections Only","PIF000987","GLOUCESTER","Auto Only","POINT (-75.18674000899995 39.84586998300006)","No","No"
"M & T INC","1A RAILROAD AVE","WRIGHTSTOWN","NJ","08562","(609) 723-3828","Inspections Only","PIF005057","BURLINGTON","Auto Only","POINT (-74.61682317699996 40.03496469100003)","No","No"
"PETE SMITH AUTO SERVICE LLC","4 PARK DRIVE","SHAMONG","NJ","08088","(609) 268-6580","Inspections Only","PIF000363","BURLINGTON","Auto Only","POINT (-74.75316603399995 39.79068001300004)","No","No"
"FOREIGN AID INC","207 BELLEVUE AVE","UP MONTCLAIR","NJ","07043","(973) 746-1010","Emission Repair & Inspections","ERF000707","ESSEX","Auto Inspection and Emission Repair","POINT (-74.20651901199994 40.84110900300004)","No","No"
"MARK'S ADVNCD TOWING II INC","63-65 AVENUE C","BAYONNE","NJ","07002","(201) 437-7592","Inspections Only","PIF000582","HUDSON","Auto Only","POINT (-74.13086596599999 40.647923989000056)","No","No"
"BROOKSIDE FRIENDLY SERV INC","35 SUMMIT AVE","SUMMIT","NJ","07901","(908) 273-1677","Emission Repair & Inspections","ERF001565","UNION","Auto Inspection and Emission Repair","POINT (-74.35649936299995 40.71564651700004)","No","No"
"O & K-1 AUTO SERVICE INC","635 WEST ELIZABETH AVE","LINDEN","NJ","07036","(908) 862-3781","Inspections Only","PIF011437","SUSSEX","Auto Only","POINT (-74.25701165399994 40.626169591000064)","No","No"
"SALVATORE AUTO SERVICE INC","302 LINCOLN BLVD","MIDDLESEX","NJ","08846","(732) 560-0896","Emission Repair & Inspections","ERF000943","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.50363903999994 40.56596100400003)","No","No"
"MEHUL AUTO INC","19 LANGSTAFF AVE","EDISON","NJ","08817","(732) 287-1966","Emission Repair Only","ERF002044","MIDDLESEX","Auto Only","POINT (-74.39381900899997 40.522545008000066)","No","No"
"DODGE CITY INC","4395 RT 130 S","BURLINGTON","NJ","08016","(609) 871-2800","Emission Repair Only","ERF002513","BURLINGTON","Auto Only","POINT (-74.88922100299999 40.05701301600004)","No","No"
"B A R E MOTOR CO INC","124 N BROADWAY","PITMAN","NJ","08071","(856) 589-9009","Inspections Only","PIF006479","GLOUCESTER","Auto Only","POINT (-75.13331702699998 39.73458798100006)","No","No"
"I SERVICE IMPORTS LLC","5 ROCKHILL ROAD UNIT 6","CHERRY HILL","NJ","08003","(609) 424-0419","Emission Repair Only","ERF001487","CAMDEN","Auto Only","POINT (-74.97601284199999 39.906461972000045)","No","No"
"STEWART&STVNSN PWR PRD LLC","169 OLD NEW BRUNSWICK ROAD","PISCATAWAY","NJ","08854","(732) 752-7100","Inspections Only","PIF001123","MIDDLESEX","Diesel Only","POINT (-74.46722503499996 40.557818990000044)","No","No"
"CARGO TECH INTL INC","104 CEDAR SWAMP RD","BRIDGEPORT","NJ","08085","(856) 467-8488","Inspections Only","PIF000767","GLOUCESTER","Diesel Only","POINT (-75.32805346399994 39.80041558100004)","No","No"
