"loanrange","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsretained","dateapproved","lender","cd","geocoded_column"
"e $150,000-350,000","F &AMP; D PRODUCTIONS INC","786 BOGERT RD","RIVER EDGE","NJ","07661","512110","Corporation","Unanswered","Unanswered","Unanswered",,"15","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 05","POINT (-74.033706 40.936611)"
"e $150,000-350,000","FRANK R. DEPAOLA, DDS & ASSOC., LLC","1130 MAXWELL LN","HOBOKEN","NJ","07030","621210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"14","2020-05-03T00:00:00.000","PNC Bank, National Association","NJ - 08","POINT (-74.024949 40.749971)"
"e $150,000-350,000","COMMERCIAL FURNITURE TRANSPORT","100 ENTERPRISE AVE SOUTH","SECAUCUS","NJ","07094","484220","Corporation","Unanswered","Male Owned","Unanswered",,"18","2020-04-27T00:00:00.000","Columbia Bank","NJ - 08","POINT (-74.072058 40.776265)"
"e $150,000-350,000","HARAMBEE COMMUNITY DEVELOPMENT INITIATIV","60 GLENWOOD AVE","EAST ORANGE","NJ","07017","624410","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","0","2020-05-01T00:00:00.000","Wells Fargo Bank, National Association","NJ - 10","POINT (-74.218121 40.772221)"
"e $150,000-350,000","GREYCELL LABS INC","190 State Route 27 SUITE 201","EDISON","NJ","08820","541612","Corporation","Unanswered","Unanswered","Unanswered",,"15","2020-04-27T00:00:00.000","Customers Bank","NJ - 06","POINT (-74.335148 40.563156)"
"d $350,000-1 million","FINACLE SOFT INC","4390 US Route1 #203","PRINCETON","NJ","08540","541512","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","First Bank of the Lake","NJ - 07",
"d $350,000-1 million","JERSEY SHEET METAL &AMP; MACHINE INC","90 E DICKERSON ST","DOVER","NJ","07801","332322","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"24","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 07","POINT (-74.554651 40.883468)"
"e $150,000-350,000","NATURE'S CORNER INC.","2407 HIGHWAY 71","SPRING LAKE HEIGHTS","NJ","07762","445110","Corporation","Unanswered","Male Owned","Non-Veteran",,"20","2020-04-28T00:00:00.000","Customers Bank","NJ - 04","POINT (-74.034481 40.163551)"
"d $350,000-1 million","FOREFRONT TELECARE, INC.","200 American Metro Blvd","HAMILTON","NJ","08619","621610","Corporation","Unanswered","Unanswered","Unanswered",,"40","2020-04-27T00:00:00.000","Peapack-Gladstone Bank","NJ - 04","POINT (-74.707163 40.25631)"
"c $1-2 million","JOHN O'HARA COMPANY, INC.","25 Kearney ST","EAST ORANGE","NJ","07017","236220","Corporation","Unanswered","Unanswered","Unanswered",,"43","2020-04-15T00:00:00.000","Valley National Bank","NJ - 10","POINT (-74.219955 40.781087)"
"e $150,000-350,000","CMI-PROMEX INC","7 Benjamin Green Rd","PEDRICKTOWN","NJ","08067","488210","Corporation","White","Male Owned","Non-Veteran",,"23","2020-04-14T00:00:00.000","Bank of America, National Association","NJ - 02","POINT (-75.43062 39.75769)"
"d $350,000-1 million","DISCOVERY REFUSE MANAGEMENT, INC.","633 LACEY ROAD","FORKED RIVER","NJ","08731","541620","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"42","2020-04-11T00:00:00.000","TD Bank, National Association","NJ - 03","POINT (-74.20166 39.854625)"
"e $150,000-350,000","MJ KIDZ LLC","751 Route 73 North, SUITE 1","MARLTON","NJ","08053","621340","Limited  Liability Company(LLC)","Unanswered","Female Owned","Non-Veteran",,"21","2020-04-28T00:00:00.000","Investors Bank","NJ - 01","POINT (-74.936284 39.904275)"
"e $150,000-350,000","ADVANCED LAPAROSCOPIC SURGEONS OF MORRIS LLC","83 Hanover Road","FLORHAM PARK","NJ","07932","621111","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"16","2020-04-13T00:00:00.000","PNC Bank, National Association","NJ - 11","POINT (-74.374978 40.795773)"
"e $150,000-350,000","NEW JERSEY SEMICONDUCTOR PRODUCTS, INC.","20 Stern Avenue","SPRINGFIELD","NJ","07081","541380","Subchapter S Corporation","Unanswered","Male Owned","Unanswered",,"23","2020-04-28T00:00:00.000","ConnectOne Bank","NJ - 07","POINT (-74.31673 40.689065)"
"e $150,000-350,000","MONMOUTH BEACH BATH & TENNIS CLUB","65 Ocean Ave","MONMOUTH BEACH","NJ","07750","713940","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","176","2020-04-29T00:00:00.000","OceanFirst Bank, National Association","NJ - 06","POINT (-73.974728 40.332538)"
"e $150,000-350,000","TD MARKETING","84 MAYFIELD AVE","EDISON","NJ","08837","541613","Corporation","Unanswered","Unanswered","Unanswered",,"13","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 06","POINT (-74.350483 40.504604)"
"e $150,000-350,000","PERENNIAL SERVICES LLC","255 GREENWOOD AVE","MIDLAND PARK","NJ","07432","561730","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"16","2020-04-15T00:00:00.000","TD Bank, National Association","NJ - 05","POINT (-74.154663 40.998342)"
"c $1-2 million","NATIONAL METERING SERVICES, INC.","163 Schuyler Ave BOX 491","KEARNY","NJ","07032","811310","Subchapter S Corporation","Unanswered","Male Owned","Unanswered",,"102","2020-04-15T00:00:00.000","Manufacturers and Traders Trust Company","NJ - 08","POINT (-74.145251 40.754349)"
"e $150,000-350,000","OPSLINE LLC","9 Giles avenue","JERSEY CITY","NJ","07306",,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"10","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 08","POINT (-74.0732 40.733852)"
"e $150,000-350,000","ADVANCED WATER SOFTENING LLC","1230 Route 23 North","BUTLER","NJ","07405","238220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"10","2020-04-28T00:00:00.000","Lakeland Bank","NJ - 11","POINT (-74.33996 40.990869)"
"d $350,000-1 million","CHRISTIE'S INTERNATIONAL REAL ESTATE NORTH JERSEY INC.","19 Spear Road Suite 305","RAMSEY","NJ","07446","531210","Corporation","Unanswered","Unanswered","Unanswered",,"36","2020-04-08T00:00:00.000","Unity Bank","NJ - 05","POINT (-74.123504 41.064206)"
"e $150,000-350,000","AMERICAN CHOICE RAILINGS & FENCING","5005 BELMAR BLVD Unit A1","WALL TOWNSHIP","NJ","07727","238990","Sole Proprietorship","Unanswered","Unanswered","Unanswered",,"11","2020-04-12T00:00:00.000","TD Bank, National Association","NJ - 04","POINT (-74.122285 40.200473)"
"d $350,000-1 million","AT HOME CARE INC.","143 LAKESIDE BLVD","LANDING","NJ","07850","621610","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-14T00:00:00.000","Bank Five Nine","NJ - 07","POINT (-74.665924 40.90763)"
"e $150,000-350,000","A P CONSTRUCTION ENTERPRISES","601 Almond rd , Pittsgrove, NJ, 08318","PITTSGROVE","NJ","08318","238320","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"30","2020-06-26T00:00:00.000","MBE Capital Partners","NJ - 02","POINT (-75.123203 39.507536)"
"e $150,000-350,000","KEYPORT TRUCK AND AUTO PAINTING","145 PACIFIC AVE","BEACHWOOD","NJ","08722","811121","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"0","2020-04-13T00:00:00.000","TD Bank, National Association","NJ - 03","POINT (-74.18544 39.934925)"
"d $350,000-1 million","SYNERGY MEDICAL LABORATORIES, P.C.","42 THROCKMORTON LN LOWER LVL","OLD BRIDGE","NJ","08857","621111","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"35","2020-04-15T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 06","POINT (-74.312057 40.396906)"
"d $350,000-1 million","OCEAN RENAL ASSOCIATES PA","210 Jack Martin Blvd. D1","BRICK","NJ","08724","621111","Corporation","Unanswered","Unanswered","Unanswered",,"37","2020-04-05T00:00:00.000","OceanFirst Bank, National Association","NJ - 03","POINT (-74.124926 40.075818)"
"e $150,000-350,000","A.J. SEABRA SUPERMARKETS XV, INC.","574 Ferry Street","NEWARK","NJ","07105","445110","Corporation","Unanswered","Male Owned","Unanswered",,"30","2020-04-09T00:00:00.000","ConnectOne Bank","NJ - 08","POINT (-74.136237 40.732245)"
"e $150,000-350,000","RANDOLPH EYECARE CENTER PA - DUP-SBA SMALL 7A TERM","477 State Highway 10E STE 103","RANDOLPH","NJ","07869",,"Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-05-03T00:00:00.000","TD Bank, National Association","NJ - 07",
"d $350,000-1 million","EXPRESS APPLIANCE SERVICE LLC","4900 STATE ROUTE 33 STE 200","NEPTUNE","NJ","07753","811412","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"13","2020-04-16T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 04","POINT (-74.122585 40.21907)"
"b $2-5 million","HORIZON GROUP USA INC","45 Technology Drive","WARREN","NJ","07059","423920","Corporation","Unanswered","Unanswered","Unanswered",,"244","2020-04-15T00:00:00.000","Santander Bank, National Association","NJ - 07","POINT (-74.508621 40.631738)"
"e $150,000-350,000","PALACE SKATEBOARDS US ONLINE INC","100 Fulton Street","BOONTON,","NJ","07005","448110","Corporation","Unanswered","Unanswered","Unanswered",,"35","2020-04-29T00:00:00.000","Santander Bank, National Association","NJ - 11","POINT (-74.393996 40.913344)"
"e $150,000-350,000","BAF CORPORATION","5401 Ocean Avenue","WILDWOOD","NJ","08260","721110","Subchapter S Corporation","Unanswered","Female Owned","Unanswered",,"52","2020-04-10T00:00:00.000","Sturdy Savings Bank","NJ - 02","POINT (-74.824316 38.977722)"
"c $1-2 million","BEST HOME CARE INC","879 Bergen Avenue Suite 200","JERSEY CITY","NJ","07306","621610","Corporation","Unanswered","Male Owned","Non-Veteran",,"440","2020-04-15T00:00:00.000","Manufacturers and Traders Trust Company","NJ - 08","POINT (-74.066005 40.729342)"
"e $150,000-350,000","ICONA MANAGEMENT LLC","9701 Atlantic Ave","WILDWOOD","NJ","08260","721110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"51","2020-04-06T00:00:00.000","Wilmington Savings Fund Society, FSB","NJ - 02","POINT (-74.849895 38.957939)"
"e $150,000-350,000","EAST COAST SALT DISTRIBUTION, INC.","P.O. 283","MILLSTONE TOWNSHIP","NJ","08510","454390","Corporation","White","Male Owned","Unanswered",,"20","2020-04-10T00:00:00.000","OceanFirst Bank, National Association","NJ - 04",
"d $350,000-1 million","IAQ SYSTEMS INC","12 Reinman Road","WARREN","NJ","07059","541330","Corporation","Unanswered","Unanswered","Unanswered",,"10","2020-04-28T00:00:00.000","Peapack-Gladstone Bank","NJ - 07","POINT (-74.499819 40.635811)"
"d $350,000-1 million","KRICHMAR PRODUCE COMPANY INC","1370 S MAIN RD","VINELAND","NJ","08360","424510","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"36","2020-04-14T00:00:00.000","Truist Bank d/b/a Branch Banking & Trust Co","NJ - 02","POINT (-75.006303 39.465272)"
"e $150,000-350,000","M PIZZO LLC","679 Landis Ave PO Box 390","ROSENHAYN","NJ","08352","524210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"15","2020-04-13T00:00:00.000","Fulton Bank, National Association","NJ - 02","POINT (-75.142774 39.479692)"
"d $350,000-1 million","PAYSCOUT LLC","500 N Franklin Turnpike Suite 201","RAMSEY","NJ","07446","541519","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"23","2020-04-03T00:00:00.000","Commercial Bank of California","NJ - 05","POINT (-74.137703 41.074344)"
"e $150,000-350,000","EMERGENCY MEDICINE BUSINESS INTELLIGENCE, INC.","0 P.O. Box 47","PARSIPPANY","NJ","07054","541990","Corporation","Unanswered","Male Owned","Non-Veteran",,"10","2020-04-27T00:00:00.000","Trenton Business Assistance Corporation","NJ - 11",
"e $150,000-350,000","SYLVAN AUTOMOTIVE LLC","100 SYLVAN AVE","ENGLEWOOD CLIFFS","NJ","07632","441110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-13T00:00:00.000","Ally Bank","NJ - 09","POINT (-73.957909 40.8685)"
"d $350,000-1 million","L M SERVICE CO INC","6809 WESTFIELD AVE","PENNSAUKEN","NJ","08110","238220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"46","2020-04-11T00:00:00.000","PNC Bank, National Association","NJ - 01","POINT (-75.052665 39.966198)"
"d $350,000-1 million","ALLIANCE HAND & PHYSICAL THERAPY PC-SBA SMALL 7A TERM","24 Booker St","WESTWOOD","NJ","07675",,"Corporation","Unanswered","Female Owned","Non-Veteran",,"0","2020-05-03T00:00:00.000","TD Bank, National Association","NJ - 05","POINT (-74.010192 40.983746)"
"d $350,000-1 million","CENTRAL PAINT & AUTOMOTIVE SUPPLY","121 S OLDEN AVE","TRENTON","NJ","08609","423120","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"28","2020-04-14T00:00:00.000","PNC Bank, National Association","NJ - 04","POINT (-74.737774 40.224729)"
"b $2-5 million","PARK AVENUE MOTOR CORP","250 W Passaic St","MAYWOOD","NJ","07607","441110","Corporation","Unanswered","Unanswered","Unanswered",,"160","2020-04-09T00:00:00.000","PNC Bank, National Association","NJ - 05","POINT (-74.069005 40.906942)"
"e $150,000-350,000","FOLEY PREP INC","221 STIRLING RD","WARREN","NJ","07059","611710","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"16","2020-04-06T00:00:00.000","Huntingdon Valley Bank","NJ - 07","POINT (-74.482203 40.665164)"
"e $150,000-350,000","MONMOUTH HEMATOLOGY-ONCOLOGY","VANTAGE POINT 100 STATE ROUTE 36 STE 2M","WEST LONG BRANCH","NJ","07764","621111","Corporation","Unanswered","Male Owned","Unanswered",,"18","2020-04-27T00:00:00.000","Kearny Bank","NJ - 04",
"e $150,000-350,000","REKALL TECHNOLOGIES","1070 New Jersey 34 Suite 260","MATAWAN","NJ","07747","811212","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"15","2020-04-28T00:00:00.000","Northeast Bank","NJ - 04","POINT (-74.228701 40.40006)"
"e $150,000-350,000","FAMILY PRACTICE ASSOCIATES OF VOORHEES","805 COOPER ROAD","VOORHEES","NJ","08043","621111","Corporation","Unanswered","Unanswered","Unanswered",,"14","2020-04-13T00:00:00.000","Republic First Bank d/b/a Republic Bank","NJ - 01","POINT (-74.951664 39.859681)"
"e $150,000-350,000","HUDSON PSYCHIATRIC ASSOCIATES, LLC-SBA SMALL 7A TERM","79 Hudson Street","HOBOKEN","NJ","07030","621112","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-05-03T00:00:00.000","TD Bank, National Association","NJ - 08","POINT (-74.030094 40.736274)"
"d $350,000-1 million","CLS PROJECT SOLUTIONS, INC","630 Hudson St","HOBOKEN","NJ","07030","236220","Corporation","Unanswered","Unanswered","Unanswered",,"16","2020-04-30T00:00:00.000","Santander Bank, National Association","NJ - 08","POINT (-74.027675 40.744267)"
"c $1-2 million","BLOOMSBURG CARE AND REHABILITATION CENTER","1382 Lanes Mill Rd","LAKEWOOD","NJ","08701","561110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Non-Veteran",,"170","2020-04-28T00:00:00.000","First Bank of the Lake","NJ - 03","POINT (-74.168648 40.100035)"
"d $350,000-1 million","CETACEAN MARINE INC.","305 Harper Drive Suite 100","MOORESTOWN","NJ","08057","541330","Corporation","Unanswered","Male Owned","Veteran",,"20","2020-04-13T00:00:00.000","Fulton Bank, National Association","NJ - 01","POINT (-74.954637 39.946641)"
"d $350,000-1 million","ANTHONYS PARKING, CORP","650 E. Palisades Avenue Suite 2-290","ENGLEWOOD CLIFFS","NJ","07632","812930","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"250","2020-04-13T00:00:00.000","ConnectOne Bank","NJ - 09","POINT (-73.953144 40.881572)"
"e $150,000-350,000","PARK AVENUE SURGERY CENTER LLC","3848 PARK AVE STE 101","EDISON","NJ","08820","621111","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"18","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 06","POINT (-74.38468 40.566669)"
"e $150,000-350,000","EAGLE EQUIPMENT, INC.","3388 U.S. 22","BRANCHBURG","NJ","08876","441110","Corporation","Unanswered","Unanswered","Unanswered",,"18","2020-04-28T00:00:00.000","Investors Bank","NJ - 07","POINT (-74.708792 40.608537)"
"e $150,000-350,000","ST FRANCIS ACADEMY","1601 Central Ave","UNION CITY","NJ","07087","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","0","2020-04-28T00:00:00.000","TD Bank, National Association","NJ - 08","POINT (-74.038247 40.763882)"
"b $2-5 million","DIOCESE OF CAMDEN NJ","631 Market Street","CAMDEN","NJ","08102","813110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true",,"2020-04-13T00:00:00.000","PNC Bank, National Association","NJ - 01","POINT (-75.118546 39.945155)"
"c $1-2 million","PERFECT FINISHING INC","PERFECT FINISHING INC. 40 WEBRO RD","CLIFTON","NJ","07012","561990","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"95","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 09",
"e $150,000-350,000","J &AMP; J MECHANICAL CONTRACTORS HEATING &AMP; A","329 SIP AVE","JERSEY CITY","NJ","07306","236220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","NJ - 08","POINT (-74.075936 40.733219)"
"e $150,000-350,000","HAULING SOLUTIONS LLC","50 CENTRAL AVE","KEARNY","NJ","07032","484110","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"18","2020-04-28T00:00:00.000","Savoy Bank","NJ - 08","POINT (-74.114616 40.720688)"
"d $350,000-1 million","CEDAR VIEW OPERATOR LLC","1608 Route 88 Suite 301","BRICK","NJ","08724","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"114","2020-05-13T00:00:00.000","CIBC Bank USA","NJ - 03","POINT (-74.136029 40.077099)"
"e $150,000-350,000","KJ ASSOCIATES, LLC","250 Route 17 South","LODI","NJ","07644","811192","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"20","2020-04-29T00:00:00.000","Lakeland Bank","NJ - 05","POINT (-74.066099 40.881186)"
"d $350,000-1 million","MORENG TELECOM PRODUCTS, LLC","357 Hamburg Turnpike","WAYNE","NJ","07470","517911","Sole Proprietorship","Unanswered","Male Owned","Non-Veteran",,"34","2020-05-01T00:00:00.000","Customers Bank","NJ - 11","POINT (-74.209191 40.950459)"
"e $150,000-350,000","BETHS HAIR BOUTIQUE","1059 Mantua Pike","WOODBURY","NJ","08096","454390","Corporation","Unanswered","Unanswered","Unanswered",,"26","2020-06-16T00:00:00.000","Fulton Bank, National Association","NJ - 01","POINT (-75.167632 39.806348)"
"b $2-5 million","NUMSP LLC","1255 BROAD STREET 0.0","CLIFTON","NJ","07013","541990","Partnership","Unanswered","Unanswered","Unanswered",,"157","2020-04-10T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 09","POINT (-74.179293 40.853074)"
"e $150,000-350,000","ERNIE'S AUTO DETAILING INC","86 SPRING ST","PASSAIC","NJ","07055","811192","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"45","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 09","POINT (-74.125643 40.843371)"
"e $150,000-350,000","COMMUNICATION DEVICES INC.","85 Fulton Street","BOONTON","NJ","07005","334290","Corporation","Unanswered","Unanswered","Unanswered",,"9","2020-05-05T00:00:00.000","American Express National Bank","NJ - 11","POINT (-74.392137 40.912708)"
"e $150,000-350,000","INNOVATECLIN SOLUTIONS INC","370 CAMPUS DR STE 139","SOMERSET","NJ","08873","541519","Corporation","Unanswered","Unanswered","Unanswered",,"7","2020-06-17T00:00:00.000","Bank of America, National Association","NJ - 06","POINT (-74.542383 40.546017)"
"e $150,000-350,000","CENTER GROVE ASSOCIATES, LLC","1122 Clifton Avenue","CLIFTON","NJ","07013","531390","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"17","2020-04-10T00:00:00.000","ConnectOne Bank","NJ - 09","POINT (-74.166951 40.860389)"
"e $150,000-350,000","BELL MEDICAL TRANSPORT, LLC","109 PARK ST","ORANGE","NJ","07050","488999","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"50","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 10","POINT (-74.223894 40.773247)"
"e $150,000-350,000","MERITEK INC","14 WASHINGTON RD STE 520 BLDG. 5","PRINCETON JUNCTION","NJ","08550","541512","Corporation","Unanswered","Unanswered","Unanswered",,"21","2020-04-30T00:00:00.000","Bank of America, National Association","NJ - 12","POINT (-74.622527 40.31927)"
"d $350,000-1 million","BUICK GMC OF MAHWAH LLC","386 ROUTE 17 SOUTH 0.0","MAHWAH","NJ","07430","441110","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"36","2020-04-10T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 05",
"e $150,000-350,000","BAYSHORE OPHTHALMOLOGY","719 N BEERS ST","HOLMDEL","NJ","07733","621111","Corporation","Unanswered","Unanswered","Unanswered",,"19","2020-04-16T00:00:00.000","PNC Bank, National Association","NJ - 04","POINT (-74.194384 40.406637)"
"e $150,000-350,000","MURRAY & BECKER LLC","21 E. BLACK HORSE PIKE","PLEASANTVILLE","NJ","08232","541211","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"11","2020-04-15T00:00:00.000","TD Bank, National Association","NJ - 02","POINT (-74.522714 39.389355)"
"e $150,000-350,000","MOTLEY RICE NEW JERSEY LLC","210 LAKE DR","CHERRY HILL","NJ","08002","541110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"6","2020-04-27T00:00:00.000","The Bank of South Carolina","NJ - 01","POINT (-75.004374 39.939815)"
"e $150,000-350,000","RAKESH PASSI MD LLC","149 MAIN ST","SOUTH RIVER","NJ","08882","621111","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"28","2020-04-15T00:00:00.000","Northfield Bank","NJ - 06","POINT (-74.384557 40.448143)"
"e $150,000-350,000","GLADSTONE SCHOOL LLC","170 TOWNSHIP LINE RD","HILLSBOROUGH","NJ","08844","624410","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-04-13T00:00:00.000","Brunswick Bank and Trust Company","NJ - 07","POINT (-74.650113 40.468383)"
"c $1-2 million","PRINCETEL, INC.","2560 STATE STREET EXT","TRENTON","NJ","08619","335921","Corporation","Unanswered","Female Owned","Unanswered",,"74","2020-04-09T00:00:00.000","Columbia Bank","NJ - 04","POINT (-74.714691 40.245942)"
"e $150,000-350,000","SCIMEDX CORP.","53 Richboynton Road","DOVER","NJ","07801","339113","Corporation","Unanswered","Male Owned","Non-Veteran",,"0","2020-04-07T00:00:00.000","Live Oak Banking Company","NJ - 07","POINT (-74.565683 40.887876)"
"e $150,000-350,000","SALON COCO BOND LLC","809 BROAD ST","SHREWSBURY","NJ","07702","812112","Limited  Liability Company(LLC)","Unanswered","Female Owned","Non-Veteran",,"36","2020-04-29T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 04","POINT (-74.061698 40.325661)"
"b $2-5 million","DAUGHTERS OF MIRIAM","155 Hazel street","CLIFTON","NJ","07011","623311","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","344","2020-04-28T00:00:00.000","Valley National Bank","NJ - 09","POINT (-74.159785 40.882907)"
"b $2-5 million","JRCRUZ CORP","675 Line Road","ABERDEEN","NJ","07747","237110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"235","2020-04-15T00:00:00.000","Manufacturers and Traders Trust Company","NJ - 04","POINT (-74.209684 40.414174)"
"d $350,000-1 million","PJM AND SONS, INC.","8 Linnea Place","RINGWOOD","NJ","07456","238220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"21","2020-04-30T00:00:00.000","Lakeland Bank","NJ - 05","POINT (-74.254544 41.117776)"
"c $1-2 million","EXTERNETWORKS INC.","10 Corporate Place South STE 105","PISCATAWAY","NJ","08854","541519","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"100","2020-04-27T00:00:00.000","Citibank, N.A.","NJ - 06","POINT (-74.45535 40.549626)"
"a $5-10 million","FURINO & SONS, INCORPORATED.(BROTHERS FOUR)","66 Columbia Road","BRANCHBURG","NJ","08876","236210","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","PNC Bank, National Association","NJ - 07","POINT (-74.689486 40.597675)"
"d $350,000-1 million","SAINT VINCENT ACADEMY CORPORATION","228 West Market Street","NEWARK","NJ","07103","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","37","2020-04-15T00:00:00.000","Investors Bank","NJ - 10","POINT (-74.186833 40.743516)"
"d $350,000-1 million","EUC CORPORATION OF NEW JERSEY & JONI CORPORATION","2 LAKEVIEW AVE Suite 210","PISCATAWAY","NJ","08854","236220","Corporation","White","Male Owned","Unanswered",,"4","2020-04-10T00:00:00.000","Provident Bank","NJ - 06","POINT (-74.440571 40.579291)"
"d $350,000-1 million","MUNGSUBE ENTERPRISE, INC.","19 SPIELMAN RD","FAIRFIELD","NJ","07004","423690","Corporation","Unanswered","Male Owned","Non-Veteran",,"15","2020-04-16T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 11","POINT (-74.289517 40.874417)"
"e $150,000-350,000","LIQUIDITY ENERGY LLC","666 Plainsboro Road Suite 1185","PLAINSBORO","NJ","08536","221122","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"14","2020-04-13T00:00:00.000","TD Bank, National Association","NJ - 12","POINT (-74.573829 40.32821)"
"e $150,000-350,000","MALBAR INC.","1250 HOOPER AVE","TOMS RIVER","NJ","08753","722310","Corporation","Asian","Male Owned","Non-Veteran",,"58","2020-04-15T00:00:00.000","Financial Resources FCU","NJ - 03","POINT (-74.180341 39.983481)"
"d $350,000-1 million","CULLARI CARRICO, LLC","55 Lane Road Suite 300","FAIRFIELD","NJ","07004","541211","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"31","2020-04-29T00:00:00.000","Lakeland Bank","NJ - 11","POINT (-74.277721 40.895444)"
"d $350,000-1 million","DIAMOND INSTITUTE FOR INFERTILITY, P.A","89 MILLBURN AVE","MILLBURN","NJ","07041","621111","Corporation","Unanswered","Unanswered","Unanswered",,"34","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 07","POINT (-74.286647 40.722793)"
"d $350,000-1 million","MANGO CUSOM CABINETS INCORPORATED","216 Stiger Street","HACKETTSTOWN","NJ","07840","238350","Cooperative","Unanswered","Male Owned","Non-Veteran",,"47","2020-04-15T00:00:00.000","First Hope Bank, A National Banking Association","NJ - 05","POINT (-74.835043 40.853203)"
"e $150,000-350,000","SKYNET WIRELESS GROUP CORP","205 ROUTE 46 WEST  SUITE S10","TOTOWA","NJ","07512","541690","Partnership","Unanswered","Unanswered","Unanswered",,"0","2020-04-16T00:00:00.000","TD Bank, National Association","NJ - 09","POINT (-74.228378 40.893847)"
