"facid","facility_type","lic","licensed_name","address","fac_addr_2","fac_city","fac_st","zip","county","telephone","faxphone","facemail","lic_expires","licensed_owner","ownaddr","owncsz","owndesc","admin","title","hospbedtotal","geocoded_column"
"NJ24263","AMBULATORY SURGICAL CENTER","24263","NEW HORIZON SURGICAL CENTER, LLC","680 BROADWAY, SUITE 201",,"PATERSON","NJ","07514","PASSAIC","(973) 782-4202","(973) 782-4206","amaury@newhorizonasc.com","2022-06-30T00:00:00.000","NEW HORIZON SURGICAL CENTER, L.L.C.","680 BROADWAY - SUITE 201","PATERSON, NJ  07514","Profit - LLC","Mr. AMAURY ROMERO",,,"POINT (-74.144381 40.918253)"
"NJ310024","GENERAL ACUTE CARE HOSPITAL","12006","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY","865 STONE ST",,"RAHWAY","NJ","07065","UNION","(732) 381-4200","(732) 499-6337","DEBORAH.GANDY@RWJBH.ORG / rwjuhradmin@rwj.org","2022-04-30T00:00:00.000","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY","865 STONE STREET","RAHWAY, NJ  07065","Non-Profit - Hospital","Mr. KIRK TICE","Pres. & CEO","241","POINT (-74.291686 40.612237)"
"NJ312326","END STAGE RENAL DIALYSIS","24999","MERIDIAN-FRESENIUS DIALYSIS AT BRICK","1640 ROUTE 88, SUITE 102",,"BRICK","NJ","08724","OCEAN","(732) 785-2690","(732) 785-2696","Rita.Biney@fmc-na.com","2022-12-31T00:00:00.000","FRESENIUS MEDICAL CARE OCEAN, L.L.C.",,",",,"Ms. MAUREEN MARSHALL",,,"POINT (-74.135044 40.075546)"
"NJ24253","HOSPICE CARE PROGRAM","24253","COMPASSIONATE CARE HOSPICE OF NORTHERN NJ, LLC","500 INTERNATIONAL DRIVE, SUITE 333",,"BUDD LAKE","NJ","07828","MORRIS","(973) 726-7510","(973) 726-7524","4215@AMEDISYS.COM","2022-07-31T00:00:00.000","COMPASSIONATE CARE HOSPICE OF NORTHERN NJ, L.L.C.","3854 AMERICAN WAY, SUITE A","BATON ROUGE, LA  70816","Profit - LLC",". KATRIN WILSON","DIRECTOR",,"POINT (-74.725421 40.902814)"
"NJ22867","AMBULATORY CARE FACILITY","22867","UNIVERSITY RADIOLOGY GROUP, P.C.","3900 PARK AVENUE",,"EDISON","NJ","08820","MIDDLESEX","(732) 548-6800","(732) 548-6290","marcel.pirovano@univrad.com; robert.braun@univrad.com","2023-02-28T00:00:00.000","UNIVERSITY RADIOLOGY GROUP, P.C.","579A CRANBURY ROAD","EAST BRUNSWICK, NJ  08816","Profit - Corporation","Ms. MARY JANE PULEIO",,,"POINT (-74.382345 40.562582)"
"NJ25210","AMBULATORY CARE FACILITY","25210","MAXIMUM MEDICAL & REHABILITATION, LLC","90 ROUTE 10 WEST",,"SUCCASUNNA","NJ","07876","MORRIS","(973) 479-2241",,,"2022-11-30T00:00:00.000","MAXIMUM MEDICAL & REHABILITATION, LLC","90 ROUTE 10 WEST","SUCCUSUNNA, NJ  07876",,"Mr. MICHAEL VILLANI",,,"POINT (-74.53142 40.873124)"
"NJ22437","AMBULATORY CARE FACILITY","22437","NJIN OF CLIFTON","1339 BROAD STREET",,"CLIFTON","NJ","07013","PASSAIC","(973) 778-9600","(973) 778-4846","joely.fiske@radnet.com","2023-03-31T00:00:00.000","THE NEW JERSEY IMAGING NETWORK LLC","95 OLD SHORT HILLS ROAD","WEST ORANGE, NJ  07052","Profit - LLC","Ms. JOELY FISKE",,,"POINT (-74.180015 40.851246)"
"NJ23305","AMBULATORY CARE FACILITY","23305","MRI OF WEST MORRIS","66 SUNSET STRIP SUITE 105",,"SUCCASUNNA","NJ","07876","MORRIS","(973) 927-1010","(973) 927-7273","mklose@mriwestmorris.com","2020-05-31T00:00:00.000","MRI OF WEST MORRIS","66 SUNSET STRIP","SUCCASUNNA, NJ  07876","Profit - Partnership","Ms. MARY KLOSE",,,"POINT (-74.649818 40.867696)"
"NJ24285","END STAGE RENAL DIALYSIS","24330","LIBERTY DIALYSIS-HAMMONTON LLC","392 NORTH WHITE HORSE PIKE",,"HAMMONTON","NJ","08037","ATLANTIC","(609) 561-0044","(609) 561-0066","tracy.santora@fmc-na.com","2022-07-31T00:00:00.000","LIBERTY DIALYSIS HAMMONTON, LLC","392 N WHITE HORSE PIKE SUITE 1","HAMMONTON, NJ  08037",,"Mr. JOSEPH BONE",,,"POINT (-74.802613 39.656577)"
"NJ22559","AMBULATORY CARE FACILITY","22559","HUDSON RIVER RADIOLOGY","547 SUMMIT AVENUE",,"JERSEY CITY","NJ","07306","HUDSON","(201) 656-5050","(201) 484-8807","victor@njrad.com / feras@njrad.com","2022-12-31T00:00:00.000","HUDSON RIVER RADIOLOGY CENTER LLC","120-152 48TH STREET","UNION CITY, NJ  07087","Profit - Individual","Mr. FERAS JALOUDI",,,"POINT (-74.059544 40.7328)"
"NJ23967","FEDERALLY QUALIFIED HEALTH CENTERS","23967","COMPLETECARE DENTAL PROFESSIONAL","335 NORTH DELSEA DRIVE",,"GLASSBORO","NJ","08028","GLOUCESTER","(856) 451-4700","(856) 455-3144","rmoran@chcinj.org","2022-11-30T00:00:00.000","COMPLETECARE HEALTH NETWORK-VINELAND HEALTH CAMPUS","785 W. SHERMAN AVENUE","VINELAND, NJ  08360","Non-Profit - Corporation","Mr. ROBERT MORAN","Adminstrator",,"POINT (-75.110247 39.710387)"
"NJ1371","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1371","OUTPATIENT MRI CENTER","1 VALLEY HEALTH PLAZA",,"PARAMUS","NJ","07652","BERGEN","(201) 634-5580","(201) 634-5552","ameyers@valleyhealth.com","2022-10-31T00:00:00.000","THE VALLEY HEALTH SYSTEM","223 NORTH VAN DIEN AVENUE","RIDGEWOOD, NJ  07450","Non-Profit - Hospital","Ms. AUDREY MEYERS","Pres. & CEO",,"POINT (-74.072847 40.963803)"
"NJ23274","AMBULATORY CARE FACILITY","23274","UNIVERSITY RADIOLOGY, PC","833 LACEY ROAD, UNITS #2 AND #3",,"FORKED RIVER","NJ","08731","OCEAN","(609) 242-2334","(609) 242-2402","marcel.pirovano@univrad.com; robert.braun@univrad.com","2022-11-30T00:00:00.000","UNIVERSITY RADIOLOGY GROUP, P.C.","579A CRANBURY ROAD","EAST BRUNSWICK, NJ  08816","Profit - Corporation","Ms. DANA MARTYN",,,"POINT (-74.20892 39.860295)"
"NJ24824","AMBULATORY SURGICAL CENTER","24824","AMBULATORY SURGICAL PAVILION OF NEW JERSEY","600 S WHITE HORSE PIKE",,"HAMMONTON","NJ","08037","ATLANTIC","(609) 878-3348","(973) 968-6660","samrahat@ascbsc.com","2021-12-31T00:00:00.000","AMBULATORY SURGICAL PAVILION OF NJ","600 SO WHITE HORSE PIKE","HAMMONTON, NJ  08038",,"Mr. SAM RAHAT",,,"POINT (-74.771424 39.631893)"
"NJ317061","HOME HEALTH AGENCY","22227","BARNABAS HEALTH HOME CARE AND HOSPICE","80 MAIN STREET, SUITE 210",,"WEST ORANGE","NJ","07052","ESSEX","(973) 243-9666","(973) 322-0370","ellen.gusick@vnahg.org","2022-04-30T00:00:00.000","VNA HEALTH GROUP OF NEW JERSEY, LLC","23 MAIN STREET, SUITE D1","HOLMDEL, NJ  07733","Non-Profit - LLC","Ms. ELLEN GUSICK","R.N.",,"POINT (-74.238073 40.779838)"
"NJ310110","GENERAL ACUTE CARE HOSPITAL","11101","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - HAMILTON","ONE HAMILTON HEALTH PLACE",,"HAMILTON","NJ","08690","MERCER","(609) 586-7900","(609) 890-7638","meghan.mccord-zaro@rwjbh.org","2022-05-31T00:00:00.000","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - HAMILTON","ONE HAMILTON HEALTH PLACE","HAMILTON, NJ  08690","Non-Profit - Hospital",". RICHARD FREEMAN",,"248",
"NJ24451","HOSPICE CARE BRANCH","24451","COMPASSIONATE CARE HOSPICE OF CLIFTON, L.L.C.","9  LAMINGTON ROAD, SUITE A",,"BRANCHBURG","NJ","08876","SOMERSET","(908) 526-2600","(908) 526-3700","amy.neigeborn@amedisys.com","2022-11-30T00:00:00.000","COMPASSIONATE CARE HOSPICE OF CLIFTON, LLC","3854 AMERICAN WAY, SUITE A","BATON ROUGE, NJ  70816","Profit - Corporation",". AMY NEIGBORN",,,"POINT (-74.694687 40.607597)"
"NJ1447","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1447","CAREPOINT HEALTH CHRIST HOSPITAL MOBILE VAN","176 PALISADE AVENUE",,"JERSEY CITY","NJ","07306","HUDSON","(201) 795-8200","(201) 795-8796","maraie.duffy@carepointhealth.org","2022-05-31T00:00:00.000","CHRIST HOSPITAL","176 PALISADE AVENUE","JERSEY CITY, NJ  07306","Profit - Corporation","Ms. MARIE DUFFY",,,"POINT (-74.050249 40.73471)"
"NJ1100","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1100","ST JOSEPH'S AMBULATORY IMAGING CENTER AT CLIFTON","1135 BROAD STREET",,"CLIFTON","NJ","07013","PASSAIC","(973) 569-6300","(973) 569-6301","slavink@sjhmc.org","2023-01-31T00:00:00.000","ST. JOSEPH'S UNIVERSITY MEDICAL CENTER","703 MAIN STREET","PATERSON, NJ  07503","Non-Profit - Religious Affiliation","Mr. KEVIN SLAVIN",,,"POINT (-74.176121 40.857783)"
"NJR24625","SURGICAL PRACTICE","R24625","SOUTH JERSEY UROLOGY CONSULTANTS, LLC","2950 COLLEGE DRIVE, SUITE 2E",,"VINELAND","NJ","08360","CUMBERLAND","(856) 405-0025","(856) 462-6314","dawnewurology@live.com","2022-06-30T00:00:00.000","SOUTH JERSEY UROLOGY CONSULTANTS, LLC","2950 COLLEGE DRIVE, SUITE 2E","VINELAND, NJ  08360","Profit - LLC","Ms. DAWNE WHILDIN",,,"POINT (-75.055247 39.444598)"
"NJ22212","AMBULATORY CARE FACILITY","22212","HILLSBOROUGH RADIOLOGY CENTERS, LLC","105 RAIDER BOULEVARD",,"HILLSBOROUGH","NJ","08844","SOMERSET","(908) 874-7600","(908) 359-9273","donna.shepherd@hillsboroughradiology.com","2021-03-31T00:00:00.000","HILLSBOROUGH RADIOLOGY CENTERS,  LLC","375 ROUTE 206, SUITE 1","HILLSBOROUGH, NJ  08844",,"Ms. DONNA SHEPHERD",,,"POINT (-74.646829 40.493674)"
"NJR24639","SURGICAL PRACTICE","R24639","WOMENS CHOICE OF HACKENSACK, PA","10 ZABRISKIE STREET",,"HACKENSACK","NJ","07601","BERGEN","(201) 489-2266","(201) 480-0003","WOMENCHOICE10@GMAIL.COM","2022-05-31T00:00:00.000","WOMENS CHOICE OF HACKENSACK, P.C.","10 ZABRISKIE STREET","HACKENSACK, NJ  07601","Profit - Corporation","Ms. SUSAN MARTINELLI",,,"POINT (-74.041361 40.907846)"
"NJ11401","GENERAL ACUTE CARE HOSPITAL","11401","CHILTON MEDICAL CENTER","97 WEST PARKWAY",,"POMPTON PLAINS","NJ","07444","MORRIS","(973) 831-5000","(973) 831-5183","ANNA.PENCE@ATLANTICHEALTH.ORG","2022-12-31T00:00:00.000","AHS HOSPITAL CORP.","475 SOUTH STREET","MORRISTOWN, NJ  07960","Non-Profit - Hospital",". MAUREEN SCHNEIDER",,"260","POINT (-74.310184 40.959096)"
"NJ24201","AMBULATORY SURGICAL CENTER","24201","ADVANCED SURGICAL INSTITUTE","556 EGG HARBOR ROAD",,"SEWELL","NJ","08080","GLOUCESTER","(856) 256-7620","(856) 256-7621","Lmcnulla@virtua.org","2022-07-31T00:00:00.000","SOUTH JERSEY MUSCULOSKELETAL INSTITUTE","556 EGG HARBOR ROAD, SUITE B","SEWELL, NJ  08080","Profit - Corporation",". LISA MCNULLA",,,"POINT (-75.064145 39.735433)"
"NJ70891","AMBULATORY CARE FACILITY","70891","FAMCARE, INC.","711 NORTH MAIN STREET",,"GLASSBORO","NJ","08028","GLOUCESTER","(856) 794-1235","(856) 863-2816","tprimas@famcareinc.org","2023-02-28T00:00:00.000","FAMCARE, INC.","711 NORTH MAIN STREET","GLASSBORO, NJ  08028",,"Ms. KATHIE NIXON",,,"POINT (-75.115274 39.716256)"
"NJ22723","AMBULATORY CARE FACILITY","22723","JEFFERSON OUTPATIENT IMAGING AT MARLTON","999 ROUTE 73 NORTH, SUITE 101",,"MARLTON","NJ","08053","BURLINGTON","(856) 424-2929","(856) 424-6111","margaret.colarossi@jefferson.edu","2022-12-31T00:00:00.000","JEFFERSON UNIVERSITY RADIOLOGY ASSOCIATES, LLC","1020 WALNUT STREET, 6TH FLOOR","PHILADELPHIA, PA  19107",,"Ms. MARGARET COLAROSSI",,,"POINT (-74.939576 39.908345)"
"NJ10302","GENERAL ACUTE CARE HOSPITAL","10302","VIRTUA - WEST JERSEY HOSPITAL MARLTON","90 BRICK ROAD",,"MARLTON","NJ","08053","BURLINGTON","(856) 355-6200","(856) 355-6201",,"2022-04-30T00:00:00.000","VIRTUA WEST JERSEY HEALTH SYSTEM","303 LIPPINCOTT DRIVE","MARLTON, NJ  08053","Non-Profit - Hospital","Mr. DENNIS PULLIN",,"198","POINT (-74.919013 39.880554)"
"NJ1252","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1252","ARMC WOUND HEALING CENTER","2500 ENGLISH CREEK AVENUE, BUILDING 701",,"EGG HARBOR TOWNSHIP","NJ","08234","ATLANTIC","(609) 407-2205","(609) 407-2206","donna.michaelziereis@atlanticare.org","2022-12-31T00:00:00.000","ATLANTICARE REGIONAL MED CENTER MAINLAND CAMPUS","JIMMIE LEEDS ROAD","POMONA, NJ  08240",,". LARISA GOGANZER",,,"POINT (-74.606874 39.435937)"
"NJ22236","END STAGE RENAL DIALYSIS","22236","ENGLEWOOD DIALYSIS CENTER","350 ENGLE STREET, 1ST FLOOR",,"ENGLEWOOD","NJ","07631","BERGEN","(201) 503-1401","(201) 503-1406","ma.donata.andrade@fmc-na.com","2022-04-30T00:00:00.000","NORTHERN NEW JERSEY DIALYSIS, LLC","95 HAYDEN AVENUE","LEXINGTON, MA  02420",,"Ms. DEBORA KEARNEY",,,"POINT (-73.967384 40.904062)"
"NJ1195","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1195","RWJ HAMILTON SLEEP CENTER AT ROBBINSVILLE","1 UNION STREET, WEST LAKE OFFICE BUILDING",,"ROBBINSVILLE","NJ","08691","MERCER","(609) 584-6681",,"meghan.mccord-zaro@rwjbh.org","2022-05-31T00:00:00.000","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - HAMILTON","ONE HAMILTON HEALTH PLACE","HAMILTON, NJ  08690","Non-Profit - Hospital","Mr. RICHARD FREEMAN",,,
"NJ24780","AMBULATORY CARE FACILITY - SATELLITE","24780","ZUFALL HEALTH CENTER NEWTON","238 SPRING STREET",,"NEWTON","NJ","07860","SUSSEX","(973) 862-6650",,,"2022-06-30T00:00:00.000","ZUFALL HEALTH CENTER","18 WEST BLACKWELL STREET","DOVER, NJ  07801",,"Ms. EVA TURBINER",,,"POINT (-74.749382 41.055774)"
"NJ31C0001154","AMBULATORY SURGICAL CENTER","24268","ADVANCED ENDOSCOPY AND SURGICAL CENTER","142 ROUTE 35, SUITE 101",,"EATONTOWN","NJ","07724","MONMOUTH","(732) 935-0031","(732) 935-0032","sbuhlig@amsurg.com","2023-01-31T00:00:00.000","ADVANCED ENDOSCOPY & SURGICAL CENTER LLC","142 ROUTE 35, SUITE 101","EATONTOWN, NJ  07724","Profit - LLC",". FRANCESCO RUSSO",,,"POINT (-74.053491 40.294909)"
"NJ22618","END STAGE RENAL DIALYSIS","22618","FRESENIUS KIDNEY CARE PASSAIC","10 CLIFTON BLVD, SUITE 1",,"CLIFTON","NJ","07011","PASSAIC","(973) 594-9100","(973) 594-9119","maria.v.bury@fmc-na.com","2023-02-28T00:00:00.000","FRESENIUS MEDICAL CARE PASSAIC, LLC","10 CLIFTON BLVD, SUITE 1","PASSAIC, NJ  07011",,". MARIA BURY",,,"POINT (-74.143372 40.862446)"
"24941A","FEDERALLY QUALIFIED HEALTH CENTERS","24941","OCEAN HEALTH INITIATIVES INC","855 SOMERSET AVENUE",,"LAKEWOOD","NJ","08701","OCEAN","(732) 363-6655","(732) 901-0663","wsherard@ohinj.org","2022-08-31T00:00:00.000","OCEAN HEALTH INITIATIVES","101 2ND STREET","LAKEWOOD, NJ  08701","Non-Profit - Other","Mr. WARREN SHERARD",,,"POINT (-74.195594 40.100864)"
"NJ31C0001091","AMBULATORY SURGICAL CENTER","R24499","ENDO SURGI CENTER OF OLD BRIDGE LLC","42 THROCKMORTON LANE",,"OLD BRIDGE","NJ","08857","MIDDLESEX","(732) 679-8808","(732) 679-7280","admin@ipmcpain.com","2022-09-30T00:00:00.000","ENDO SURGI CENTER OF OLD BRIDGE, L.L.C.","42 THROCKMORTON LANE","OLD BRIDGE, NJ  08857","Profit - LLC",". KETA PATEL",,,"POINT (-74.312057 40.396906)"
"NJR24667","SURGICAL PRACTICE","R24667","AMBULATORY SURGICAL CENTER OF ENGLEWOOD, LLC","25 ROCKWOOD PLACE #105",,"ENGLEWOOD","NJ","07631","BERGEN","(917) 678-0079","(201) 548-5048","jaimeguti@me.com","2022-06-30T00:00:00.000","AMBULATORY SURGICAL CENTER OF ENGLEWOOD, LLC","25 ROCKWOOD PLACE, SUITE 105","ENGLEWOOD, NJ  07631","Profit - LLC","Dr. JAIME GUTIERREZ",,,"POINT (-73.983245 40.879406)"
"NJ24777","AMBULATORY CARE FACILITY","24777","HSS PARAMUS OUTPATIENT CENTER","140 E RIDGEWOOD AVENUE, SUITE 175S",,"PARAMUS","NJ","07652","BERGEN","(201) 599-8000","(201) 599-8002","fingerj@hss.edu","2022-10-31T00:00:00.000","THE NY SOCIETY RELIEF OF THE RUPTURED & CRIPPLED","535 EAST 70TH STREET","NEW YORK, NY  10021","Non-Profit - Corporation","Ms. POOJA KAPOOR",,,"POINT (-74.067952 40.965218)"
"NJ10402","GENERAL ACUTE CARE HOSPITAL","10402","COOPER HOSPITAL UNIVERSITY MEDICAL CENTER","1 COOPER PLAZA",,"CAMDEN","NJ","08103","CAMDEN","(856) 342-2000","(856) 342-3299","o'shea-donna@cooperhealth.edu","2022-05-31T00:00:00.000","COOPER HEALTH SYSTEM","ONE COOPER PLAZA","CAMDEN, NJ  08103","Non-Profit - Hospital","Dr. ANTHONY MAZZARELLI",,"663","POINT (-75.114653 39.941461)"
"NJ11606","GENERAL ACUTE CARE HOSPITAL","11606","ST MARY'S GENERAL HOSPITAL","350 BOULEVARD",,"PASSAIC","NJ","07055","PASSAIC","(973) 365-4300","(973) 471-5531","econdit@primehealthcare.com","2023-01-31T00:00:00.000","PRIME HEALTHCARE SERVICES-ST. MARY'S PASSAIC, LLC","350 BOULEVARD","PASSAIC, NJ  07055","Profit - Hospital","Mr. EDWARD CONDIT",,"293","POINT (-74.13721 40.85828)"
"NJ31C0001029","AMBULATORY SURGICAL CENTER","R24533","TROCKI PLASTIC SURGERY CENTER PA","631 TILTON ROAD",,"NORTHFIELD","NJ","08225","ATLANTIC","(609) 645-3000","(609) 645-0253","drtrocki@aol.com","2022-07-31T00:00:00.000","TROCKI SURGI CENTER, P.A.","631 TILTON ROAD","NORTHFIELD, NJ  08225","Profit - Corporation","Dr. IRA TROCKI",,,"POINT (-74.555568 39.38275)"
"NJ22615","AMBULATORY SURGICAL CENTER","22615","SURGICORE SURGICAL CENTER","444 MARKET STREET",,"SADDLE BROOK","NJ","07663","BERGEN","(201) 843-9441","(201) 843-9442","nmorris@surgicoreasc.com","2023-02-28T00:00:00.000","SURGICORE, L.L.C.","444 MARKET STR. STE 1","SADDLE BROOK, NJ  07663","Profit - LLC",". PAOLA LOPEZ",,,"POINT (-74.098471 40.897159)"
"NJ10803","GENERAL ACUTE CARE HOSPITAL","10803","INSPIRA MEDICAL CENTER MULLICA HILL","700 MULLICA HILL ROAD",,"MULLICA HILL","NJ","08062","GLOUCESTER","(856) 508-1000",,"kerslaked@ihn.org","2022-11-30T00:00:00.000","INSPIRA MEDICAL CENTERS, INC","165 BRIDGETON PIKE","MULLICA, NJ  08062","Non-Profit - Hospital","Ms. AMY MANSUE",,"220","POINT (-75.149563 39.717915)"
"NJ25266","AMBULATORY CARE FACILITY","25266","MIDWIFERY BIRTH AND WELLNESS CENTER","165 ROUTE 73 SOUTH",,"VOORHEES","NJ","08043","CAMDEN","(856) 355-0860","(856) 355-6161",,"2022-08-31T00:00:00.000","VIRTUA WEST JERSEY HEALTH SYSTEM, INC","303 LIPPINCOTT DRIVE","MARLTON, NJ  08053",,". KAREN MCEVOY SHIELDS",,,
"NJ31C0001023","AMBULATORY SURGICAL CENTER","24208","BERGEN-PASSAIC CATARACT LASER & SURGERY CENTER LLC","18-01 POLLITT DRIVE, SUITE 4",,"FAIR LAWN","NJ","07410","BERGEN","(201) 414-5649","(201) 398-9132","caroline.hauser@scasurgery.com","2022-09-30T00:00:00.000","BERGEN-PASSAIC CATARACT LASER & SURGERY CENTER LLC","18-01 POLLITT DRIVE, SUITE 4","FAIR LAWN, NJ  07410","Profit - LLC","Ms. CAROLINE IVANOVSKI-HAUSER",,,"POINT (-74.125016 40.945009)"
"NJ24181","END STAGE RENAL DIALYSIS","24181","LIBERTY DIALYSIS-RUNNEMEDE","170 NINTH AVENUE, UNIT B",,"RUNNEMEDE","NJ","08078","CAMDEN","(856) 312-0101","(856) 312-0022","clinic7353@fmc-na.com bobbisue.sambucci@fmc-na.com","2022-04-30T00:00:00.000","LIBERTY DIALYSIS RUNNEMEDE LLC","170 NINTH AVENUE, UNIT B","RUNNEMEDE, NJ  08078",,"Ms. BOBBISUE SAMBUCCI",,,"POINT (-75.069388 39.858084)"
"NJ24694","END STAGE RENAL DIALYSIS","24694","GREAT FALLS DIALYSIS, LLC","498 E 30TH STREET",,"PATERSON","NJ","07504","PASSAIC","(973) 569-0500","(973) 569-0510","JSTRINGER@AMERICANRENAL.COM","2022-07-31T00:00:00.000","GREAT FALLS DIALYSIS, L.L.C.","498 EAST 30TH STREET","PATERSON, NJ  07504","Profit - LLC","Ms. KATHY CARDENAS","R.N.",,"POINT (-74.146498 40.909597)"
"NJ23125-1","AMBULATORY SURGICAL CENTER","23125","PROGRESSIVE SURGICAL CENTER, LLC","630 E PALISADES AVENUE",,"ENGLEWOOD CLIFFS","NJ","07632","BERGEN","(201) 503-1522","(201) 503-1514","sarah@progressivesurgicalcenter.com","2023-02-28T00:00:00.000","PROGRESSIVE SURGICAL CENTER, LLC","630 E PALISADE AVENUE","ENGLEWOOD CLIFFS, NJ  07632",,". SARAH ABOUSAID",,,
"31-2533","END STAGE RENAL DIALYSIS","82451","RENEX DIALYSIS CLINIC OF ORANGE","258 CENTRAL AVENUE",,"ORANGE","NJ","07050","ESSEX","(973) 675-3400","(973) 675-1373","susan.o'connor@fmc-na.com","2023-03-31T00:00:00.000","RENEX DIALYSIS CLINIC OF ORANGE, INC","258 CENTRAL AVENUE","ORANGE, NJ  07050",,". KATIE ROSS",,,"POINT (-74.233383 40.766017)"
"NJ80406","MATERNAL AND CHILD HEALTH CONSORTIUM","80406","SOUTHERN NEW JERSEY PERINATAL COOPERATIVE","2500 MCCLELLAN AVENUE, SUITE 250",,"PENNSAUKEN","NJ","08109","CAMDEN","(856) 665-6000","(856) 665-7711","mgonzalez@snjpc.org","2022-08-31T00:00:00.000","SOUTHERN NEW JERSEY PERINATAL COOPERATIVE","2500 MCCLELLAN AVENUE, SUITE 250","PENNSAUKEN, NJ  08109","Non-Profit - Corporation",". HELEN HANNIGAN","DIRECTOR",,"POINT (-75.067487 39.931783)"
"NJ311909","FEDERALLY QUALIFIED HEALTH CENTERS","23979","THE HEALTH PLACE AT QUITMAN COMMUNITY SCHOOL","21 QUITMAN STREET",,"NEWARK","NJ","07103","ESSEX","(973) 679-7709","(732) 324-5765","tboggiano@jrmc.us","2022-06-30T00:00:00.000","JEWISH RENAISSANCE MEDICAL CENTER","275 HOBART STREET","PERTH AMBOY, NJ  08861","Non-Profit - Corporation","Mr. JOHN O'LEARY",,,"POINT (-74.183382 40.730063)"
"23180","AMBULATORY SURGICAL CENTER","23180","AMBULATORY CENTER FOR ENDOSCOPY, LLC","9226 KENNEDY BOULEVARD, UNIT A",,"NORTH BERGEN","NJ","07047","HUDSON","(201) 295-0900","(201) 869-9501","szagta-fee@aceendoscopy.com","2022-09-30T00:00:00.000","AMBULATORY CENTER FOR ENDOSCOPY LLC","7600 RIVER ROAD","NORTH BERGEN, NJ  07407","Profit - LLC","Ms. STELLA ZAGATA-FEE",,,"POINT (-74.003414 40.810616)"
"NJ24475","END STAGE RENAL DIALYSIS","24475","FRESENIUS MEDICAL CARE PARAMUS","37 WEST CENTURY ROAD, SUITE 108",,"PARAMUS","NJ","07652","BERGEN","(201) 262-0429","(201) 262-0604","CLINIC8463@FMC-NA.COM","2022-09-30T00:00:00.000","FRESENIUS MEDICAL CARE CAMDEN COUNTY, L.L.C.","920 WINTER STREET","WALTHAM, MA  02451","Profit - LLC","Ms. DEBORA KEARNEY",,,"POINT (-74.074009 40.930694)"
"NJ24071","END STAGE RENAL DIALYSIS","24071","RENAL CARE GROUP MAPLEWOOD","2130 MILBURN AVENUE",,"MAPLEWOOD","NJ","07040","ESSEX","(973) 275-5499","(973) 275-5103","maria.v.bury@fmc-na.com","2022-08-31T00:00:00.000","RENAL CARE GROUP","2525 WEST END AVENUE, SUITE 600","NASHVILLE, TN  37203","Profit - Corporation","Ms. MARIA BURY",,,"POINT (-74.281175 40.72162)"
"NJ25066","AMBULATORY CARE FACILITY","25066","DENVILLE MEDICAL AND SPORTS REHABILITATION CENTER","161 EAST MAIN STREET",,"DENVILLE","NJ","07834","MORRIS","(973) 627-7888","(973) 627-7040","demetriaglaab@denvillemedical.com","2022-12-31T00:00:00.000","DENVILLE MEDICAL & SPORTS REHAB CENTER, INC","161 EAST MAIN STREET","DENVILLE, NJ  07834","Profit - Corporation","Mr. DAVID BARRETT",,,"POINT (-74.479345 40.887275)"
"NJ90082","AMBULATORY SURGICAL CENTER","R24567","RELIANT SURGICAL CENTER LLC","300 B PRINCETON HIGHTSTOWN ROAD, SUITE101",,"EAST WINDSOR","NJ","08520","MERCER","(609) 426-9696","(609) 426-6996","drwisser@comcast.net","2022-04-30T00:00:00.000","RELIANT SURGICAL CENTER, LLC","300B PRINCETON HIGHTSTOWN RD, STE 101","EAST WINDSOR, NJ  08520","Profit - LLC",". JAMIE WISSER",,,"POINT (-74.559973 40.283792)"
"NJ1396","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1396","CENTER FOR WOUND SCIENCE AND HEALING AT SILVER LAKE HOSPITAL","495 NORTH 13TH STREET",,"NEWARK","NJ","07107","ESSEX","(973) 479-2140","(973) 497-2371","Karli.Kohut@ColumbusSH.org","2022-07-31T00:00:00.000","SILVER LAKE HOSPITAL","495 NORTH 13TH STREET","NEWARK, NJ  07107","Profit - Partnership",". KARLI KOHUT","CEO",,"POINT (-74.187013 40.772951)"
"NJ24061","AMBULATORY SURGICAL CENTER","R24502","NORTHEAST SURGI-CARE LLC","475 ROUTE 70, SUITE 203",,"LAKEWOOD","NJ","08701","OCEAN","(732) 719-8806","(732) 987-5302","jaredg@ambulatoryconsulting.com","2022-06-30T00:00:00.000","NORTHEAST SURGICARE LLC","475 ROUTE 70, SUITE 203","LAKEWOOD, NJ  08701","Profit - LLC","Dr. LAMBROS LAMBROU",,,"POINT (-74.200286 40.049998)"
