"county","center","phone","ages","capacity","city","addr1","addr2","zip","inspections"
"Monmouth","Eatontown Community Center - Woodmere School","732-389-7647","6 to 13","80","Eatontown","65 Raleigh Ct",,"07724","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13EAT0003.shtml)"
"Camden","Gloucester Township Pre-School-Recreation Center","856-435-5734","2½ to 6","49","Clementon","80 Broadacres Dr",,"08021","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04GLO0001.shtml)"
"Camden","Gloucester Twp. Pre-School at Point Ariel","856-782-8028","2½ to 6","30","Erial","2900 Erial-New Brooklyn Road",,"08081","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04GLO0002.shtml)"
"Ocean","The Children's Palace, Inc.","732-920-2066","2½ to 13","30","Brick","145 Drum Point Road",,"08723","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15CHI0008.shtml)"
"Monmouth","Genius Kids Academy","732-851-6427","0 to 13","145","Marlboro Township","701 Ginesi Drive",,"07751","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090700328.shtml)"
"Hudson","Busy Place Early Learning Center Too","201-217-1441","0 to 13","37","Jersey City","444 Central Ave",,"07307","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09BUS0002.shtml)"
"Essex","Building Blocks University","973-371-0371","0 to 13","99","Irvington","1211 Springfield Avenue",,"07111","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080400135.shtml)"
"Gloucester","Children's Montessori Schoolhouse","856-848-0922","2½ to 6","30","West Deptford","730 Barlow Ave",,"08096","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08CHI0005.shtml)"
"Essex","The Little Engines Learning Station, Corp.","973-678-2966","2½ to 13","46","East Orange","133 Park Ave",,"07017","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LIT0003.shtml)"
"Middlesex","Lil Big Ones, LLC","908-757-2004","0 to 13","66","South Plainfield","134 Durham Ave","Durham Plaza","07080","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12LIL0001.shtml)"
"Somerset","Bright Start Pre-School and Daycare","732-581-2187","0 to 13","47","Franklin Township","225 Demott La",,"08873","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18BRI0010.shtml)"
"Morris","So Big Child Development Center, LLC.","973-835-0044","0 to 6","122","Pompton Plains","620 Route 23 North",,"07444","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14SOB0001.shtml)"
"Mercer","Noah's Ark Daycare/Preschool, LLC","609-396-7822","0 to 13","97","Trenton","225-227-229 Fulton Street",,"08611","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11NOA0001.shtml)"
"Bergen","Immaculate Heart of Mary Preschool","201-336-2660","2½ to 6","64","Ridgefield","551 Prospect Avenue",,"07657","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150200040.shtml)"
"Union","Step One Academy, LLC","908-753-8253","0 to 13","50","Plainfield","222-224 E 5th Street",,"07060","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20STE0001.shtml)"
"Union","Step One Academy LLC","908-753-8253","0 to 13","156","Plainfield","233 E. 5th Street",,"07060","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090400083.shtml)"
"Sussex","Tiny Town Learning Center","862-432-9322","0 to 13","60","Sparta","26 Gail Court",,"07871","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/120900062.shtml)"
"Middlesex","Alphabet Academy","732-381-8323","2½ to 6","45","Colonia","186 Inman Ave",,"07067","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12ALP0005.shtml)"
"Bergen","The Infant Sweet","201-935-3616","0 to 13","30","Wood-Ridge","55 Humboldt Street",,"07075","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02INF0002.shtml)"
"Passaic","Carla's Kids","973-546-2929","0 to 13","89","Clifton","101 Central Ave 2nd Floor",,"07011","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16CAR0001.shtml)"
"Middlesex","Children's Center for Learning of South Amboy","732-727-7373","0 to 13","71","South Amboy","148 North Broadway",,"08879","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12CHI0019.shtml)"
"Bergen","Creative Kingdom","201-880-7788","0 to 6","28","Hackensack","170 Prospect Ave",,"07601","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02CRE0004.shtml)"
"Bergen","Creative Kingdom","201-880-7788","0 to 13","21","Hackensack","140 Prospect Avenue",,"07601","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090600099.shtml)"
"Camden","Panda Bear's Childcare Preschool","856-931-0748","2½ to 6","22","Mount Ephraim","508 W King's Hwy",,"08059","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04PAN0001.shtml)"
"Hudson","Little Yellow Schoolhouse, Inc.","201-869-3094","2½ to 13","14","North Bergen","1309 80th Street",,"07047","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09LIT0009.shtml)"
"Ocean","The Goddard School","609-971-0051","0 to 13","159","Forked River","214 Lacey Rd",,"08731","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15GOD0004.shtml)"
"Cumberland","No More Tears","856-447-3312","0 to 13","51","Millville","3006 Cedarville Rd",,"08332","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/06NOM0001.shtml)"
"Hudson","Park Prep Academy, Inc.","201-217-0202","2½ to 13","41","Jersey City","519 Central Ave",,"07307","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09PAR0003.shtml)"
"Essex","Red Carpet Kids Child Care LLC","973-259-1990","0 to 13","99","Bloomfield","131 Franklin Street",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07RED0003.shtml)"
"Ocean","Southern Ocean Preschool","609-597-9099","2½ to 13","75","Manahawkin","400 N Main Street",,"08050","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15SOU0003.shtml)"
"Ocean","The Peppermint Tree Child Development Center","732-929-2500","2½ to 13","70","Toms River","1571 Partridge Street",,"08753","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15PEP0001.shtml)"
"Burlington","Education Station Child Development Center","609-268-0769","0 to 13","67","Shamong","107 Indian Mills Rd",,"08088","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03EDU0001.shtml)"
"Essex","Canaa Day Care Center","973-344-6775","0 to 13","50","Newark","205 Thomas Street",,"07114","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07CAN0001.shtml)"
"Bergen","Rainbow School","201-840-0574","0 to 13","180","Ridgefield","555 Prospect Avenue",,"07657","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02RAI0003.shtml)"
"Somerset","The Learning Experience at Warren","908-222-7620","0 to 13","255","Warren","76 Stirling Rd",,"07059","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18LEA0010.shtml)"
"Hudson","Guardian Angel Child Provider II","201-553-9559","2½ to 13","84","Union City","700 Central Ave",,"07087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140900166.shtml)"
"Hudson","Tiny Hearts Childcare & Learning Center","201-246-8444","0 to 13","46","Kearny","198 Midland Ave",,"07032","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09TIN0008.shtml)"
"Passaic","Little Scholars Play House","201-349-0092","0 to 6","70","Paterson","84 Vreeland Ave",,"07504","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16LIT0011.shtml)"
"Monmouth","The Goddard School of Hazlet","732-335-4400","0 to 13","135","Hazlet","560 Holmdel Rd",,"07730","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13GOD0004.shtml)"
"Hudson","Kidz City","201-792-8895","0 to 6","28","Hoboken","834 Washington Street",,"07030","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09KID0022.shtml)"
"Hudson","Kidz City Daycare and Learning Center","201-866-6188","2½ to 6","23","Union City","408 40th Street Ground Floor",,"07087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09WON0001.shtml)"
"Passaic","Kidz Place Day Care and Preschool","973-772-1100","0 to 6","105","Clifton","101 Central Ave",,"07011","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16KID0003.shtml)"
"Ocean","The Starting Point Daycare and Preschool LLC","732-341-3177","0 to 13","75","Toms River","864 Route 37 W Ste 16",,"08755","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15STA0004.shtml)"
"Hudson","Borja Day Care Center, Inc.","201-865-0425","0 to 13","50","Union City","307 33rd Street",,"07087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09BOR0001.shtml)"
"Atlantic","Kiddie Kastle Academy, LLC","609-272-8000","0 to 13","54","Northfield","515 Tilton Rd",,"08225","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/01KID0011.shtml)"
"Camden","JumpStart Academy","609-567-3188","0 to 13","175","Sicklerville","23 Railroad Ave",,"08081","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04JUM0004.shtml)"
"Atlantic","Milton and Betty Katz Jewish Comm.Ctr.Childcare & Preschool","609-822-1167","0 to 13","160","Margate","501 N Jerome Ave",,"08402","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/01MIL0001.shtml)"
"Camden","YMCA Primetime at Delair School","609-317-8373","6 to 13","30","Pennsauken","850 Derousse Avenue",,"08110","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04DEL0001.shtml)"
"Camden","YMCA Prime Time at Fine","856-662-8568","6 to 13","30","Pennsauken","3800 Gladwyn Ave",,"08109","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04YMC0004.shtml)"
"Camden","YMCA Prime Time at Franklin","856-662-8469","6 to 13","60","Pennsauken","7201 Irving Ave",,"08109","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04YMC0003.shtml)"
"Camden","YMCA Prime Time at Carson","856-662-5751","6 to 13","60","Pennsauken","4150 Garfield Ave",,"08109","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04YMC0007.shtml)"
"Camden","YMCA Prime Time at Glenview","609-330-3071","6 to 13","50","Haddon Heights","1700 Sycamore Street",,"08035","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04YMC0017.shtml)"
"Burlington","YMCA Childcare at Rancocas Valley","609-267-0830","0 to 6","30","Mount Holly","520 Jacksonville Road",,"08060","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03RVC0001.shtml)"
"Camden","YMCA Prime Time at Lindenwold #5","856-784-4063","6 to 13","163","Lindenwold","550 Chews Landing Road",,"08021","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/100900014.shtml)"
"Burlington","YMCA Prime Time at Beverly City School","609-387-2200","6 to 13","50","Beverly","601 Bentley Avenue",,"08010","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/100900010.shtml)"
"Camden","YMCA Prime Time at Lindenwold #4","856-783-0405","6 to 13","148","Lindenwold","900 Gibbsboro Road",,"08021","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/100900011.shtml)"
"Camden","YMCA Primetime at 7th Avenue School","856-231-9622","6 to 13","50","Haddon Heights","316 Seventh Avenue",,"08035","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140700302.shtml)"
"Camden","YMCA Primetime at Atlantic Avenue School","856-231-9622","6 to 13","50","Haddon Heights","21 East Atlantic Avenue",,"08035","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140700303.shtml)"
"Burlington","YMCA Primetime at Delran Intermediate School","609-217-6818","6 to 13","88","Delran","20 Creek Rd",,"08075","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03INT0001.shtml)"
"Burlington","YMCA Childcare at Millbridge","609-217-8617","2½ to 13","124","Delran","Conrow Avenue",,"08075","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03MIL0002.shtml)"
"Burlington","YMCA Childcare at Fountain Woods","609-217-8615","2½ to 13","154","Burlington","601 Fountain Ave",,"08016","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03PRI0003.shtml)"
"Burlington","YMCA Primetime at Riverton","609-217-8621","6 to 13","185","Riverton","Fifth & Howard Street",,"08077","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03RIV0001.shtml)"
"Burlington","YMCA Primetime at Riverside Elementary","609-217-8623","6 to 13","88","Riverside","Washington Street",,"08075","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03RIV0002.shtml)"
"Burlington","YMCA Prime Time at Springfield","609-217-8607","6 to 13","60","Jobstown","2146 Jacksonville Rd",,"08041","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03SPR0002.shtml)"
"Camden","Lindenwold Preschool","856-783-1499","2½ to 13","94","Lindenwold","100 South Avenue",,"08021","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150900220.shtml)"
"Burlington","YMCA Childcare at Mt. Laurel","856-231-9622","0 to 6","115","Mount Laurel","59 Centerton Road",,"08054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03FAM0002.shtml)"
"Burlington","YMCA Prime Time at Bernice Young School","856-217-8613","6 to 13","145","Burlington","1203 Neck Rd",,"08016","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03YOU0001.shtml)"
"Burlington","Burlington Township Middle School","856-231-9622","6 to 13","25","Burlington","1600 Burlington Bypass",,"08016","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150900117.shtml)"
"Mercer","Children's Center at the Lawrenceville School","609-844-1237","0 to 6","45","Lawrenceville","2500 Main Street","Unit 1832","08648","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11CHI0010.shtml)"
"Camden","The Neighborhood Center, Inc.","856-365-5295","0 to 13","128","Camden","278 Kaighns Ave",,"08103","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04NEI0001.shtml)"
"Mercer","Boys & Girls Club of Trenton - Mott School","609-656-4830","6 to 13","250","Trenton","45 Stokely Ave",,"08611","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11BOY0007.shtml)"
"Mercer","Boys & Girls Club of Trenton - Hill School","609-392-3191","6 to 13","225","Trenton","1010 East State St",,"08609","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090700274.shtml)"
"Mercer","Boys & Girls Club of Trenton & Mercer County","609-392-3191","6 to 13","175","Trenton","212 Centre Street",,"08611","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11BOY0001.shtml)"
"Mercer","Boys and Girls Club of Mercer County-Spruce Street","609-392-3191","2½ to 13","305","Lawrence","1040 Spruce Street",,"08648","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140300239.shtml)"
"Mercer","Boys and Girls Club of Trenton Rivera School","609-392-3191","6 to 13","180","Trenton","400 N Montgomery Street",,"08611","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150900168.shtml)"
"Mercer","Boys and Girls Clubs of Mercer at Gregory School","609-392-3191","6 to 13","150","Trenton","500 Rutherford Ave",,"08618","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170700001.shtml)"
"Mercer","Boys and Girls Club of Trenton/Mercer - Columbus School","609-392-3191","6 to 13","80","Trenton","1200 Brunswick Avenue",,"08638","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180800008.shtml)"
"Gloucester","Weekday Preschool","856-589-5021","2½ to 6","54","Pitman","10 Wildwood Ave",,"08071","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08WEE0002.shtml)"
"Camden","Christian Day Nursery School","856-854-4343","2½ to 13","105","Collingswood","23 Frazer Ave","First Baptist Church","08108","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04CHR0001.shtml)"
"Monmouth","Learning Tree Preschool","732-530-5441","2½ to 6","94","Red Bank","247 Broad Street",,"07701","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13LEA0001.shtml)"
"Burlington","Step By Step Christian Preschool","856-235-7105","2½ to 6","40","Moorestown","101 Bridgeboro Rd",,"08057","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03FIR0002.shtml)"
"Camden","Saint Cecilia's Little Angels Daycare","856-662-9228","2½ to 13","88","Pennsauken","4800 Camden Ave",,"08110","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04SAI0009.shtml)"
"Camden","Saint Joseph Child Development Center","856-963-9202","2½ to 6","120","Camden","17 Church Street",,"08105","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04SAI0007.shtml)"
"Mercer","Trinity Cathedral Academy, Inc.","609-396-1484","2½ to 6","45","Trenton","801 W State Street",,"08618","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11TRI0002.shtml)"
"Cumberland","Cumberland Cape Atlantic YMCA","856-691-0030","0 to 13","305","Vineland","1159 E Landis Ave",,"08360","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/06CUM0003.shtml)"
"Cumberland","Barse Elementary School YMCA-SACC Program","856-794-6940","6 to 13","84","Vineland","240 S Orchard Rd",,"08360","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080900064.shtml)"
"Cumberland","Durand Elementary School YMCA-SACC Program","856-794-6929","6 to 13","75","Vineland","371 W Forest Grove Rd",,"08360","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080900070.shtml)"
"Cumberland","D'Ippolito Elementary School YMCA-SACC Program","856-794-6934","6 to 13","99","Vineland","1578 North Valley Ave",,"08360","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080900075.shtml)"
"Cumberland","Johnstone Elementary School YMCA-SACC Program","856-794-6967","6 to 13","54","Vineland","165 S Brewster Rd",,"08361","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080900079.shtml)"
"Cumberland","Petway Elementary School YMCA-SACC Program","856-362-8855","6 to 13","150","Vineland","1115 S Lincoln Ave",,"08361","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080900090.shtml)"
"Cumberland","Sabater Elementary School YMCA-SACC Program","856-641-8502","6 to 13","75","Vineland","301 South East Blvd",,"08360","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080800050.shtml)"
"Cumberland","Mennies Elementary School YMCA-SACC Program","856-794-6957","6 to 13","75","Vineland","361 East Grant Avenue",,"08360","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080900041.shtml)"
"Cumberland","Winslow Elementary School YMCA-SACC Program","856-794-6973","6 to 13","99","Vineland","1335 Magnolia Rd",,"08360","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080900084.shtml)"
"Atlantic","Cumberland Cape Atlantic YMCA-Mullica Township SACC","609-561-7133","2½ to 13","180","Elwood","500 Elwood Road",,"08217","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/120800001.shtml)"
"Cumberland","Wallace Middle School - YMCA SACC","856-362-8887","6 to 13","100","Vineland","688 N Mill Road",,"08360","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/131100008.shtml)"
"Cumberland","Anthony Rossi - YMCA SACC","856-794-6961","6 to 13","100","Vineland","2572 Palermo Avenue",,"08361","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/131100009.shtml)"
"Atlantic","Cumberland Cape Atlantic YMCA at Colling Lakes Elementary","856-885-4994","6 to 13","60","Williamstown","620 Cains Mill Road",,"08094","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160700113.shtml)"
"Atlantic","Cumberland Cape Atlantic YMCA SACC at Cleary Elementary","856-697-8080","6 to 13","30","Minotola","1501 Central Avenue",,"08341","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160700115.shtml)"
"Atlantic","Cumberland Cape Atlantic YMCA at Milanesi Elementary","856-697-0605","6 to 13","60","Buena Vista","880 Harding Highway",,"08310","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160700114.shtml)"
"Cumberland","Cumberland Cape Atantic YMCA at Vineland Charter","856-691-1004","2½ to 13","93","Vineland","1480 Pennsylvania Avenue",,"08361","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170800223.shtml)"
"Atlantic","Cumberland Cape Atlantic YMCA at Spragg School","856-691-0030","6 to 13","180","Egg Harbor City","601 Buffalo Avenue",,"08215","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170800156.shtml)"
"Cumberland","Cumberland Cape Atlantic YMCA at Millville Charter","856-696-0121","6 to 13","63","Millville","1101 Wheaton Avenue",,"08332","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170800219.shtml)"
"Cumberland","Cumberland Cape Atlantic YMCA @ Haleyville Mauricetown Eleme","856-785-0840","2½ to 13","180","Port Norris","1308 North Avenue",,"08349","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171200166.shtml)"
"Cumberland","Cumberland Cape Atlantic YMCA @ Lincoln Middle School","856-691-0030","6 to 13","90","Vineland","3133 S. Lincoln Avenue",,"08360","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/130700266.shtml)"
"Cumberland","Cumberland Cape Atlantic YMCA at Deerfield Township","856-451-6610","6 to 13","60","Rosenhayn","419 Morton Avenue",,"08352","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180700109.shtml)"
"Salem","Cumberland Cape Atlantic YMCA at Quinton Township","856-935-2379","6 to 13","51","Quinton","8 Robinson Street",,"08072","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180600208.shtml)"
"Mercer","Saint James Nursery School","609-737-0122","2½ to 6","36","Pennington","115 E Delaware Ave",,"08534","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11SAI0001.shtml)"
"Camden","First Presbyterian Church Nursery School","856-429-0609","0 to 6","139","Haddonfield","20 Kings Hwy -East",,"08033","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04FIR0002.shtml)"
"Monmouth","Pitter Patter, Inc.","732-495-7004","0 to 6","60","Port Monmouth","125 Main Street",,"07758","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13PIT0002.shtml)"
"Essex","Busy Bee Academy, Inc.","973-882-8687","0 to 6","58","Fairfield","390 Fairfield Rd",,"07004","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07BUS0002.shtml)"
"Cumberland","Tiny Tots Pre-School & Child Care Center","856-794-4886","0 to 6","153","Vineland","158 E Elmer Rd",,"08360","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/06TIN0002.shtml)"
"Sussex","Susan's Family Learning Center","973-579-9252","2½ to 13","15","Lafayette","7 Hampton La",,"07848","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/19SUS0010.shtml)"
"Monmouth","Oceanport Childcare, LLC","732-544-2021","2½ to 6","30","Oceanport","284 East Main Street",,"07757","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13OCE0001.shtml)"
"Union","Destiny Academy","732-680-9800","6 to 13","120","Rahway","501 E Hazelwood Ave",,"07065","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20DES0001.shtml)"
"Atlantic","All God's Children Daycare-Preschool","609-780-2192","2½ to 13","30","Landisville","104 S. Auburn Street",,"08326","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180300026.shtml)"
"Union","Play House Development Center, LLC","908-412-8909","0 to 13","136","Plainfield","1101 S Ave",,"07062","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20PLA0014.shtml)"
"Morris","Cradles To Crayons Childcare-Morristown","973-538-1717","0 to 6","140","Morristown","16 Pine Street",,"07960","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14CRA0001.shtml)"
"Morris","Cradles to Crayons","973-953-9838","0 to 13","120","Morristown","26 Headquaters Plaza",,"07960","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140900258.shtml)"
"Gloucester","Country Acres Private Preschool","856-881-0400","2½ to 13","27","Williamstown","1880 Glassboro Rd",,"08094","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08COU0001.shtml)"
"Camden","Cherrywood Academy and Private Pre School","856-566-1004","2½ to 13","54","Clementon","8 Cherrywood Drive",,"08021","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/071100070.shtml)"
"Atlantic","Partners in Learning Private Preschool at Northfield","609-377-8337","2½ to 13","25","Northfield","408 New Road",,"08225","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180800119.shtml)"
"Bergen","Carousel Early Learning Centers","201-722-9822","0 to 13","178","Westwood","200 3rd Ave",,"07675","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02CAR0002.shtml)"
"Burlington","Just Children","856-840-0880","0 to 13","99","Mount Laurel","1001 Briggs Rd","Suite 260","08054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03JUS0002.shtml)"
"Morris","Little People's Academy, Inc.","973-361-0695","0 to 13","67","Dover","141 E Blackwell Street",,"07801","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14LIT0012.shtml)"
"Morris","Stanley Preschool","973-635-0755","2½ to 6","84","Chatham","240 Southern Blvd",,"07928","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14STA0001.shtml)"
"Gloucester","Saint John's Christian Nursery School","856-227-3722","2½ to 6","83","Turnersville","149 Ganttown Rd",,"08012","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08SAI0001.shtml)"
"Ocean","Ocean Early Childhood Center","732-840-0422","2½ to 13","90","Brick","58 Princeton Ave",,"08724","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15OCE0002.shtml)"
"Monmouth","Farmingdale First United Meth. Chu. D.C.","732-938-5657","2½ to 13","53","Farmingdale","8 Main Street",,"07727","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13FAR0001.shtml)"
"Camden","Greater Collingswood Children's Ctr.","856-858-5970","2½ to 13","76","Collingswood","1 W Wayne Terrace",,"08108","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04GRE0004.shtml)"
"Hudson","Hudson County Area Vocational Tech Sch","201-413-5405","0 to 6","24","Jersey City","525 Montgomery Street","Earl W Byrd Center","07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09HUD0003.shtml)"
"Union","Jefferson Park Day Care Center","908-354-2266","2½ to 6","99","Elizabeth","485 Madison Ave",,"07201","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20JEF0001.shtml)"
"Sussex","Rainbows of Learning","973-383-5956","0 to 13","106","Augusta","118 Rt. 206",,"07822","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/070900150.shtml)"
"Sussex","Rainbows of Learning Inc","973-383-5956","6 to 13","60","Branchville","2 Pines Road",,"07826","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150600163.shtml)"
"Bergen","Hohokus/Waldwick Cooperative Nursery Sch","201-445-8424","2½ to 6","88","Hohokus","400 Warren Ave",,"07423","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02HOH0001.shtml)"
"Ocean","Y-Kids at H.M. Potter Elementary School","732-269-0150","6 to 13","60","Bayville","60 Veeder La",,"08721","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15Y-K0030.shtml)"
"Ocean","Y-Kids at Cedar Grove Elementary School","732-309-7563","6 to 13","69","Toms River","179 Cedar Grove Road",,"08753","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15Y-K0036.shtml)"
"Ocean","Y-Kids at East Dover Elementary School","732-506-6816","6 to 13","90","Toms River","Vaughn Ave",,"08753","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15Y-K0037.shtml)"
