HYDRANT NO,LOCATION DETAIL,DESCRIPTION,MANUFACTURE NAME,WATER TYPE,MODEL,INSTALLDATE,CHANGE DATE,OWNER,LIFE CYCLE STATUS,JOB NUM,PRESSURE ZONE,FLUSHING ZONE,QUADRANT,WARD,QUALIFIER,ORIENTATION,LOCTNDETAIL,RELTVVERTCPOSTN,ELEVATION,ENABLED,BAND COLOR,PAINT COLOR,LEGACY ID,DISPLAY ID,CALCULATEDX,CALCULATEDY,Coordinates,CLASS,REPORT PROBLEM,UPDATED_DATE,STATUS,DC Wards,Square Ply
H09071,NEVADA AVE INT PATTERSON ST NW - NEC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1929/09/07,2019/11/20,DC Water,Active,12437,4thReno,4-8,NW,3,1,NEC,NONE,Normal,339.93,1,,,H-015-,H-015-379,-77.0719196950178,38.96773304661987,"(38.96773304661987, -77.0719196950178)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H03238,25TH PL INT BENNING RD NE - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1929/09/09,2019/11/20,DC Water,Active,305-1232,Low,L-17,NE,7,1,SWC,NONE,Normal,40.62,1,BLUE,,H-427-,H-427-896,-76.9713625058824,38.89784269559731,"(38.89784269559731, -76.9713625058824)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,3,
H03240,45TH ST INT EADS ST NE - SEC,"WASA-Hydrant, US PIPE-MET 250 WP",U022,Potable,MET 250 WP,1929/09/11,2019/03/29,DC Water,Active,305-1230,Ana-1st,A1-29,NE,7,1,SEC,NONE,Normal,96.37,1,,,H-591-,H-591-397,-76.9376586281748,38.895278906606066,"(38.895278906606066, -76.9376586281748)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,3,
H03241,S ST INT 22ND ST NW - SWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1929/09/13,2019/11/08,DC Water,Active,12469,2nd,2-29,NW,2,1,SWC,NONE,Normal,143.87,1,,,H-584-,H-584-346,-77.04889816105982,38.91404730865983,"(38.91404730865983, -77.04889816105982)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H03247,IN FRONT OF 233 FARRAGUT ST NW - Northside,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1929/09/27,2019/03/22,DC Water,Active,307-78,3rd,3-37,NW,4,3,Northside,NONE,Normal,,1,,,H-206-,H-206-937,-77.01465207467491,38.95121893951608,"(38.95121893951608, -77.01465207467491)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03252,36TH ST INT NEWARK ST NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1929/10/21,2019/03/22,DC Water,Active,306/1079,4thReno,4-5,NW,3,1,NEC,NONE,Normal,375.33,1,BLUE,Green,H-120-,H-120-783,-77.07082075549962,38.934793834744816,"(38.934793834744816, -77.07082075549962)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H03255,KENYON ST INT GEORGIA AVE NW - NWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1929/11/19,2019/03/28,DC Water,Active,B-10-32-B,2nd,2-23,NW,1,1,NWC,NONE,Normal,198.58,1,,,H-938-,H-938-674,-77.02357372356319,38.93010060589286,"(38.93010060589286, -77.02357372356319)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H03259,EAST CAPITOL ST INT 53RD ST NE - NWC,"WASA-Hydrant, US PIPE-MET 250 WP",U022,Potable,MET 250 WP,1929/11/26,2019/01/23,DC Water,Active,29066,Ana-1st,A1-31,NE,7,1,NWC,NONE,Normal,,1,,,H-450-,H-450-198,-76.92619519300186,38.889877120665524,"(38.889877120665524, -76.92619519300186)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,3,
H03260,TAYLOR ST BET 18TH ST & 17TH ST NW - Southside - IFO 1734,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1929/11/30,2019/03/20,DC Water,Active,305-1260,2nd,2-10,NW,4,2,Southside,IFO 1734,Normal,,1,,,H-964-,H-964-784,-77.04001766742172,38.9407712475536,"(38.9407712475536, -77.04001766742172)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03264,ACROSS FROM 5729 13TH ST NW EastSide,"Hydrant, WASA, A070, O'BRIEN",A070,Potable,O'BRIEN,1929/12/26,2018/04/11,DC Water,Active,12992,3rd,3-29,NW,4,5,Eastside,NONE,Normal,,1,,,H-305-,H-305-270,-77.02977592603037,38.95937491495809,"(38.95937491495809, -77.02977592603037)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03272,NEW HAMPSHIRE AVE INT RIGGS PL NW - SWC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1930/01/17,2019/11/08,DC Water,Active,306-1086,1st,1-14,NW,2,1,SWC,NONE,Normal,85,1,,,H-130-,H-130-285,-77.04018970616437,38.91324545428108,"(38.91324545428108, -77.04018970616437)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H03276,D ST INT 2ND ST SE - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/01/31,2019/11/25,DC Water,Active,305-1282,1st,1-51,SE,6,1,NEC,NONE,Normal,69.39,1,RED,,H-380-,H-380-378,-77.00336095433823,38.885115679063134,"(38.885115679063134, -77.00336095433823)",Class C -0-499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03278,CORCORAN ST BET 14TH ST & 15TH ST NW - Northside - IFO 1430,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/02/04,2019/04/16,DC Water,Active,305/1284,1st,1-16,NW,2,2,Northside,IFO 1430,Normal,101.61,1,BLUE,,H-072-,H-072-660,-77.03327868560902,38.91190437560066,"(38.91190437560066, -77.03327868560902)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H03280,DUDDINGTON PL INT 2ND ST SE - NWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/02/06,2019/02/12,DC Water,Active,3051285,Low,L-28,SE,6,1,NWC,NONE,Normal,59.34,1,,,H-043-,H-043-621,-77.00367031747197,38.88264054414609,"(38.88264054414609, -77.00367031747197)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03282,ACROSS OF 7127 16TH ST NW - Eastside,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1930/02/07,2019/11/08,DC Water,Active,12538,3rd,,NW,4,5,Eastside,NONE,Normal,,1,,,H-936-,H-936-865,-77.03645105328542,38.976934683940954,"(38.976934683940954, -77.03645105328542)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03288,WISCONSIN AVE BET JENIFER ST & WESTERN AVE NW - Westside - IFO 5300,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/02/18,2019/02/01,DC Water,Active,305-1299,3rd,3-1,NW,3,2,Westside,IFO 5300,Normal,,1,,,H-253-,H-253-623,-77.08524181579746,38.95958632570487,"(38.95958632570487, -77.08524181579746)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H03290,BENTON ST INT 39TH ST NW - NEC - IFO 3825,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1930/02/20,2019/03/01,DC Water,Active,308-1304,3rd,3-12,NW,3,1,NEC,IFO 3825,Normal,290.38,1,,Green,H-461-,H-461-309,-77.07692639829146,38.92073146299907,"(38.92073146299907, -77.07692639829146)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H03291,4TH ST INT CEDAR ST NW - SEC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1930/02/24,2019/06/18,DC Water,Active,305-1308,3rd,3-48,NW,4,1,SEC,NONE,Normal,275.73,1,BLUE,,H-954-,H-954-016,-77.01783065918144,38.974681453027635,"(38.974681453027635, -77.01783065918144)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03295,UNDERWOOD ST INT 7TH ST NW - NWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/03/01,2019/11/20,DC Water,Active,305/1312,3rd,3-46,NW,4,1,NWC,NONE,Normal,275.47,1,,,H-781-,H-781-474,-77.02255004820394,38.9686805134737,"(38.9686805134737, -77.02255004820394)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03310,24TH ST BET E ST & BENNING RD NE - Westside - IFO 540,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/03/15,2019/01/23,DC Water,Active,305-1525,Low,L-17,NE,7,2,Westside,IFO 540,Normal,,1,,,H-388-,H-388-081,-76.97252940654766,38.8971083708527,"(38.8971083708527, -76.97252940654766)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,3,
H03314,30TH ST INT BENTON PL NW - SEC,"WASA-Hydrant, US PIPE-A P SMITH",U022,Potable,A P SMITH,1930/03/18,2019/03/01,DC Water,Active,17632,2nd,2-30,NW,3,1,SEC,NONE,Normal,124.03,1,,Green,H-732-,H-732-191,-77.05930770636105,38.92004040771558,"(38.92004040771558, -77.05930770636105)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H03315,CONNECTICUT AVE INT BELMONT RD NW - Westside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/03/19,2019/11/08,DC Water,Active,305-1338,2nd,2-29,NW,2,1,Westside,NONE,Normal,153.68,1,BLUE,,H-471-,H-471-083,-77.04917930542963,38.919209992174956,"(38.919209992174956, -77.04917930542963)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H03318,23RD ST INT R ST SE NWC,"Hydrant, WASA, L040, O'BRIEN",L040,Potable,O'BRIEN,1930/03/21,2019/09/16,DC Water,Active,305-1937,Ana-1st,A1-17,SE,8,1,NWC,NONE,Normal,82.57,1,BLUE,,H-037-,H-037-527,-76.97335110035893,38.869527002390114,"(38.869527002390114, -76.97335110035893)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,1,
H03319,50TH PL INT NASH ST NE - SEC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/03/22,2019/11/25,DC Water,Active,305-1359,Low,L-23,NE,7,1,SEC,NONE,Normal,39.51,1,,,H-897-,H-897-406,-76.92957669322185,38.9070903895453,"(38.9070903895453, -76.92957669322185)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,3,
H03321,P ST BET 30TH ST & 29TH ST SE - Northside,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/03/24,2019/03/26,DC Water,Active,15743,Ana-1st,A1-19,SE,7,2,Northside,NONE,Normal,,1,BLUE,,H-853-,H-853-168,-76.96554648217108,38.87205494401798,"(38.87205494401798, -76.96554648217108)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,3,
H03327,OGDEN ST BET CENTER ST & OAK ST NW - Northside,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/03/28,2019/03/29,DC Water,Active,305/1352,2nd,2-17,NW,1,2,Northside,NONE,Normal,,1,,,H-032-,H-032-030,-77.03399041695813,38.934767982121926,"(38.934767982121926, -77.03399041695813)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H03329,FLORIDA AVE INT PORTER PL NE - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/03/31,2019/03/22,DC Water,Active,19520,1st,1-37,NE,5,1,NWC,NONE,Normal,,1,BLUE,,H-944-,H-944-557,-77.00800245163506,38.910438823674376,"(38.910438823674376, -77.00800245163506)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H03331,4TH ST INT RIDGE ST NW - Eastside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/04/04,2019/11/21,DC Water,Active,305-1361,1st,1-32,NW,6,1,Eastside,NONE,Normal,85.2,1,BLUE,,H-848-,H-848-371,-77.0161060047498,38.90654016693567,"(38.90654016693567, -77.0161060047498)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03332,IN FRONT OF 1435 KENNEDY ST NW - Northside,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1930/04/05,2019/03/29,DC Water,Active,305/1364,3rd,3-29,NW,4,3,Northside,NONE,Normal,,1,,,H-958-,H-958-899,-77.03477135810688,38.95626210968099,"(38.95626210968099, -77.03477135810688)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03334,QUESADA ST BET 32ND ST & 33RD ST NW - Southside - IFO 3230,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/04/07,2019/11/08,DC Water,Active,305-1376,4thReno,4-9,NW,4,2,Southside,IFO 3230,Normal,,1,,Green,H-807-,H-807-170,-77.06525909538327,38.96858499855193,"(38.96858499855193, -77.06525909538327)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03340,NORTH DAKOTA AVE INT RITTENHOUSE ST NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/04/16,2019/03/22,DC Water,Active,12541,3rd,3-43,NW,4,1,NEC,NONE,Normal,,1,BLUE,,H-665-,H-665-306,-77.01454196185053,38.96508766512394,"(38.96508766512394, -77.01454196185053)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03342,2ND ST INT LONGFELLOW ST NW - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/04/19,2019/03/22,DC Water,Active,305/1383,3rd,3-37,NW,4,1,SWC,NONE,Normal,210.34,1,BLUE,,H-173-,H-173-945,-77.01371334058935,38.95757821408959,"(38.95757821408959, -77.01371334058935)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03351,17TH ST INT BRENTWOOD RD NE - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/05/01,2019/04/16,DC Water,Active,12790,2nd,2-37,NE,5,1,NEC,NONE,Normal,159.71,1,BLUE,Green,H-036-,H-036-868,-76.98073088488832,38.92831660536222,"(38.92831660536222, -76.98073088488832)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H03348,21ST ST INT H ST NE - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/05/01,2019/11/21,DC Water,Active,305-1396,1st,1-44,NE,5,1,SWC,NONE,Normal,78.54,1,BLUE,,H-848-,H-848-476,-76.97439435630717,38.900143351015416,"(38.900143351015416, -76.97439435630717)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H03357,A ST BET 14TH ST & 15TH ST NE - Southside - A/F 1426,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1930/05/07,2019/02/01,DC Water,Active,305-1402,1st,1-63,NE,6,2,Southside,A/F 1426,Normal,82.42,1,,,H-853-,H-853-385,-76.98452529856796,38.89088085680076,"(38.89088085680076, -76.98452529856796)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03364,3RD ST INT MASSACHUSETTS AVE NE - SWC,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1930/05/10,2019/03/21,DC Water,Active,305-1422,1st,1-49,NE,6,1,SWC,NONE,Normal,75.24,1,,,H-639-,H-639-834,-77.00218518729989,38.89457759928994,"(38.89457759928994, -77.00218518729989)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03369,F ST INT 13TH ST NW - NWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/05/14,2019/10/28,DC Water,Active,305/1430,Low,L-4,NW,2,1,NWC,NONE,Normal,41.14,1,,,H-757-,H-757-575,-77.02981775224016,38.897435672727006,"(38.897435672727006, -77.02981775224016)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H03367,6TH ST INT C ST NE - NEC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1930/05/14,2019/03/21,DC Water,Active,P-1-R-4,1st,1-52,NE,6,1,NEC,NONE,Normal,82.42,1,,,H-071-,H-071-734,-76.99818992389095,38.89363816805571,"(38.89363816805571, -76.99818992389095)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03371,C ST BET 6TH ST AND 7TH ST NE SouthSide - IFO 637,"Hydrant, WASA, A070, SUP CENT 250",A070,Potable,SUP CENT 250,1930/05/16,2018/04/11,DC Water,Active,305-1424,1st,1-52,NE,6,2,Southside,IFO 637,Normal,81.17,1,,,H-089-,H-089-563,-76.99702376000327,38.8935232244041,"(38.8935232244041, -76.99702376000327)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03374,A ST BET 3RD ST & MILLERS CT NE - Southside - IFO 315,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/05/18,2019/10/05,DC Water,Active,305-1429,1st,1-50,NE,6,2,Southside,IFO 315,Normal,,1,,,H-183-,H-183-675,-77.0014461999797,38.89088784543548,"(38.89088784543548, -77.0014461999797)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03376,17TH ST INT D ST NE - Northside,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1930/05/19,2019/11/08,DC Water,Active,305/1435,Low,L-16,NE,6,1,Northside,NONE,Normal,46.37,1,,,H-361-,H-361-705,-76.98059650729795,38.89482656694828,"(38.89482656694828, -76.98059650729795)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03377,CONSTITUTION AVE BET 6TH ST & 7TH ST NE - Northside - IFO 632,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/05/19,2019/03/21,DC Water,Active,305-1431,1st,1-52,NE,6,2,Northside,IFO 632,Normal,,1,,,H-832-,H-832-947,-76.99727903841557,38.892058433629394,"(38.892058433629394, -76.99727903841557)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03380,5TH ST INT VIRGINIA AVE SE - NWC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1930/05/20,2019/02/12,DC Water,Active,305-1438,Low,L-28,SE,6,1,NWC,NONE,Normal,,1,,,H-550-,H-550-139,-76.99957579792478,38.8804732460116,"(38.8804732460116, -76.99957579792478)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03379,9TH ST BET F ST & E ST NE - Westside - IFO 518,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1930/05/20,2019/03/22,DC Water,Active,305-1443,1st,1-56,NE,6,2,Westside,IFO 518,Normal,62.83,1,BLUE,Green,H-934-,H-934-161,-76.99382755021057,38.89682233230195,"(38.89682233230195, -76.99382755021057)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03381,CONSTITUTION AVE BET 2ND ST & 1ST ST NE - Southside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/05/22,2019/03/21,DC Water,Active,P143R-10,1st,1-49,NE,6,2,Southside,NONE,Normal,,1,YELLOW,,H-437-,H-437-941,-77.00463395801542,38.89191244679705,"(38.89191244679705, -77.00463395801542)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03391,PENNSYLVANIA AVE BET 19TH ST & 20TH ST NW - Southside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/07/21,2019/03/20,DC Water,Active,12907,1st,1-10,NW,2,2,Southside,NONE,Normal,,1,BLUE,Green,H-285-,H-285-040,-77.0442554127971,38.90036031721933,"(38.90036031721933, -77.0442554127971)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H03395,LOCUST RD INT FERNWAY RD NW - NEC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1930/07/29,2019/03/22,DC Water,Active,305-1451,4thAlaska,4-11,NW,4,1,NEC,NONE,Normal,316.78,1,,,H-391-,H-391-289,-77.0303790123103,38.98548324573396,"(38.98548324573396, -77.0303790123103)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03394,LOCUST RD BET 14TH ST & FERNWAY RD NW - Northside - TWO FEET BESIDE UTILITY POLE,"WASA-Hydrant, GLAM-O'BRIEN",G039,Potable,O'BRIEN,1930/07/29,2019/03/22,DC Water,Active,305-1448,4thAlaska,4-11,NW,4,2,Northside,TWO FEET BESIDE UTILITY POLE,Normal,264.12,1,,,H-862-,H-862-503,-77.03215083941629,38.98566078338146,"(38.98566078338146, -77.03215083941629)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03401,15TH ST INT H ST NW - NWC,"WASA-Hydrant, US PIPE-A P SMITH",U022,Potable,A P SMITH,1930/08/11,2019/03/20,DC Water,Active,305/1460,1st,1-19,NW,2,1,NWC,NONE,Normal,,1,,Green,H-395-,H-395-825,-77.03371469176786,38.900356006459624,"(38.900356006459624, -77.03371469176786)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H03403,DAVENPORT ST BET 30TH ST & 32ND ST NW - Northside - IFO 3039,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/08/15,2019/03/25,DC Water,Active,305-1462,3rd,3-14,NW,3,2,Northside,IFO 3039,Normal,274.05,1,,Green,H-244-,H-244-626,-77.06308983460961,38.951899435288205,"(38.951899435288205, -77.06308983460961)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H03405,BUNKER HILL RD INT 18TH ST NE - SWC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1930/08/18,2019/11/08,DC Water,Active,SEC,2nd,2-44,NE,5,1,SWC,NONE,Normal,77.67,1,BLUE,Green,H-613-,H-613-509,-76.98042137552615,38.94152140744593,"(38.94152140744593, -76.98042137552615)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H03408,WISCONSIN AVE INT GRACE ST NW - Eastside,"WASA-Hydrant, US PIPE-A P SMITH",U022,Potable,A P SMITH,1930/08/23,2019/04/16,DC Water,Active,12263,Low,L-1,NW,2,1,Eastside,NONE,Normal,51.86,1,,Green,H-397-,H-397-351,-77.06267764955437,38.903898440173116,"(38.903898440173116, -77.06267764955437)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H03409,E ST INT 19TH ST NE - SWC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1930/08/24,2019/01/23,DC Water,Active,3052597,Low,L-16,NE,6,1,SWC,NONE,Normal,27.46,1,,,H-203-,H-203-019,-76.97735874632635,38.8960709674867,"(38.8960709674867, -76.97735874632635)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H03415,44TH ST INT FOREST LN NW - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/09/02,2019/11/25,DC Water,Active,LA-165,3rd,3-9,NW,3,1,SEC,NONE,Normal,247.84,1,BLUE,,H-615-,H-615-034,-77.08615234760231,38.92662663944063,"(38.92662663944063, -77.08615234760231)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H03417,TEWKESBURY PL INT 9TH ST NW - NEC - IFO 6419,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1930/09/05,2019/01/23,DC Water,Active,305-1471,3rd,3-46,NW,4,1,NEC,IFO 6419,Normal,286.12,1,,,H-949-,H-949-745,-77.02580709349508,38.96796889154464,"(38.96796889154464, -77.02580709349508)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H03421,9TH ST INT JACKSON ST NE - NEC - IFO 900,"WASA-Hydrant, AM DARLING-B-84-B",A106,Potable,B-84-B,1930/09/08,2019/04/08,DC Water,Active,CT-350,2nd,2-34,NE,5,1,NEC,IFO 900,Normal,152.96,1,,,H-914-,H-914-421,-76.99360367080571,38.92948221687012,"(38.92948221687012, -76.99360367080571)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H03420,PENNSYLVANIA AVE INT EAST EXECUTIVE AVE NW SEC,"Hydrant, WASA, M076, SUP CENT 250",M076,Potable,SUP CENT 250,1930/09/08,2018/04/11,DC Water,Active,305-1485,Low,L-4,NW,2,1,SEC,NONE,Normal,,1,BLUE,,H-238-,H-238-805,-77.03496292452958,38.89861512532523,"(38.89861512532523, -77.03496292452958)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,4595
H03419,PENNSYLVANIA AVE BET EAST EXECUTIVE AVE AND GATE ALPHA 2 NW SouthSide,"Hydrant, WASA, M076, SUP CENT 250",M076,Potable,SUP CENT 250,1930/09/08,2018/04/11,DC Water,Active,305-1485,Low,,NW,2,2,Southside,NONE,Normal,,1,BLUE,,H-094-,H-094-825,-77.035368514329,38.89861761565908,"(38.89861761565908, -77.035368514329)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,4595
H03428,CALVERT ST BET BILTMORE ST & CLIFFBOURNE PL NW - Southside,"WASA-Hydrant, JCF&MW-O'BRIEN",J021,Potable,O'BRIEN,1930/09/12,2019/10/28,DC Water,Active,306/1092,2nd,2-28,NW,1,2,Southside,NONE,Normal,165.9,1,,,H-176-,H-176-416,-77.04617448494491,38.92315459430923,"(38.92315459430923, -77.04617448494491)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H03432,10TH ST INT H ST NW - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1930/09/18,2019/01/23,DC Water,Active,08-88807,Low,L-5,NW,2,1,SEC,NONE,Normal,47.8,1,BLUE,Green,H-192-,H-192-938,-77.02589884137153,38.89966857289106,"(38.89966857289106, -77.02589884137153)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H03435,MICHIGAN AVE INT MONROE ST NE - Northside,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1930/09/18,2019/03/21,DC Water,Active,13028,2nd,2-36,NE,5,1,Northside,NONE,Normal,,1,BLUE,,H-495-,H-495-013,-76.99765240804584,38.93264739195474,"(38.93264739195474, -76.99765240804584)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
