"outcome","week_end","age_group","unvaccinated_rate","vaccinated_rate","boosted_rate","crude_vaccinated_ratio","crude_boosted_ratio","age_adjusted_unvaccinated_rate","age_adjusted_vaccinated_rate","age_adjusted_boosted_rate","age_adjusted_vaccinated_ratio","age_adjusted_boosted_ratio","population_unvaccinated","population_vaccinated","population_boosted","outcome_unvaccinated","outcome_vaccinated","outcome_boosted","age_group_min","age_group_max"
"Deaths","2021-07-24T00:00:00.000","80+","0","0",,,,,,,,,"31920","52899",,"0","0",,"80","200"
"Deaths","2021-08-14T00:00:00.000","12-17","0","0",,,,,,,,,"84075","71264",,"0","0",,"12","17"
"Deaths","2021-04-03T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2022-07-30T00:00:00.000","All","0.7","0.1","0.4","7","1.75","1.0581342235","0.2801514744","0.2517156924","3.7770075127","4.2036879521","599690","861344","1015370","4","1","4","999","999"
"Deaths","2021-04-17T00:00:00.000","50-64","7.7","0",,,,,,,,,"182943","103765",,"14","0",,"50","64"
"Deaths","2021-11-27T00:00:00.000","All","2.5","1","0","2.5",,"3.9669841024","1.1553801525","0","3.4334881847",,"865386","1345537","278202","22","14","0","999","999"
"Deaths","2021-04-03T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Cases","2022-03-26T00:00:00.000","80+","7.7","28.4","29.6","0.2711267606","0.2601351351",,,,,,"26069","14106","43892","2","4","13","80","200"
"Deaths","2021-12-04T00:00:00.000","5-11","0","0",,,,,,,,,"154458","12",,"0","0",,"5","11"
"Deaths","2021-09-18T00:00:00.000","All","3.2","0.3",,"10.666666667",,"4.6687959956","0.1998641848",,"23.359843087",,"1021114","1498278",,"33","4",,"999","999"
"Deaths","2021-09-11T00:00:00.000","18-29","0","0",,,,,,,,,"191444","292667",,"0","0",,"18","29"
"Deaths","2021-04-10T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2022-02-05T00:00:00.000","12-17","0","0","0",,,,,,,,"40408","98956","18618","0","0","0","12","17"
"Deaths","2021-06-12T00:00:00.000","80+","6","3.9",,"1.5384615385",,,,,,,"33314","50729",,"2","2",,"80","200"
"Cases","2022-04-09T00:00:00.000","30-49","128.2","64.5","219.3","1.9875968992","0.5845873233",,,,,,"122421","292809","331913","157","189","728","30","49"
"Deaths","2021-04-10T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Deaths","2021-11-13T00:00:00.000","80+","14.1","9.7","0","1.4536082474",,,,,,,"28394","41037","14829","4","4","0","80","200"
"Deaths","2022-07-23T00:00:00.000","50-64","2.7","0","0",,,,,,,,"36857","129591","244294","1","0","0","50","64"
"Deaths","2021-10-02T00:00:00.000","30-49","2.4","0",,,,,,,,,"209704","541668",,"5","0",,"30","49"
"Deaths","2021-11-13T00:00:00.000","18-29","0","0","0",,,,,,,,"166622","306133","13881","0","0","0","18","29"
"Deaths","2021-04-17T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2022-03-19T00:00:00.000","30-49","76.6","28","72.7","2.7357142857","1.0536451169",,,,,,"124026","296019","326124","95","83","237","30","49"
"Hospitalizations","2021-12-04T00:00:00.000","12-17","5.3","0.9",,"5.8888888889",,,,,,,"56520","107237",,"3","1",,"12","17"
"Deaths","2021-04-17T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Hospitalizations","2021-07-31T00:00:00.000","All","9.9","2",,"4.95",,"13.628164937","1.4737785714",,"9.2470912531",,"1135941","1410042",,"112","28",,"999","999"
"Deaths","2021-05-15T00:00:00.000","80+","17.2","0",,,,,,,,,"34907","46557",,"6","0",,"80","200"
"Deaths","2021-05-22T00:00:00.000","All","3","0.1",,"30",,"4.4329156081","0.0700378686",,"63.293125515",,"1324359","1021324",,"40","1",,"999","999"
"Deaths","2021-10-09T00:00:00.000","30-49","1.5","0",,,,,,,,,"205529","545707",,"3","0",,"30","49"
"Deaths","2021-04-24T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2021-11-20T00:00:00.000","65-79","5.6","0","0",,,,,,,,"53492","135127","70698","3","0","0","65","79"
"Deaths","2021-10-02T00:00:00.000","12-17","0","0",,,,,,,,,"66516","95242",,"0","0",,"12","17"
"Hospitalizations","2021-11-20T00:00:00.000","18-29","9.8","0.3","0","32.666666667",,,,,,,"163784","303320","18697","16","1","0","18","29"
"Deaths","2021-04-24T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Deaths","2022-01-29T00:00:00.000","18-29","0.8","0","0",,,,,,,,"118871","230211","109117","1","0","0","18","29"
"Hospitalizations","2022-08-06T00:00:00.000","5-11","0","0","0",,,,,,,,"93566","88826","12315","0","0","0","5","11"
"Cases","2021-04-10T00:00:00.000","All","253.3","24.5",,"10.33877551",,"254.612033","20.743455564",,"12.274330678",,"1697344","403855",,"4300","99",,"999","999"
"Cases","2021-09-04T00:00:00.000","50-64","262.2","65.7",,"3.9908675799",,,,,,,"83137","327109",,"218","215",,"50","64"
"Deaths","2021-05-01T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2022-01-01T00:00:00.000","80+","1102","1639.9","652.6","0.6719921946","1.688630095",,,,,,"26952","20916","36161","297","343","236","80","200"
"Hospitalizations","2021-08-28T00:00:00.000","65-79","66.4","9.6",,"6.9166666667",,,,,,,"63250","197326",,"42","19",,"65","79"
"Deaths","2021-05-01T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Hospitalizations","2021-08-14T00:00:00.000","30-49","24","1.2",,"20",,,,,,,"245505","513485",,"59","6",,"30","49"
"Cases","2021-10-02T00:00:00.000","18-29","181","65.2",,"2.7760736196",,,,,,,"181746","302134",,"329","197",,"18","29"
"Hospitalizations","2021-12-11T00:00:00.000","12-17","9","0.9","0","10",,,,,,,"55459","107777","450","5","1","0","12","17"
"Deaths","2021-05-08T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2021-11-13T00:00:00.000","All","231","96.1","25","2.4037460978","9.24","258.97540664","78.398119203","21.725874026","3.303336984","11.920137543","905036","1434772","171861","2091","1379","43","999","999"
"Hospitalizations","2022-04-16T00:00:00.000","12-17","0","1","6.1","0","0",,,,,,"35658","96405","32980","0","1","2","12","17"
"Deaths","2021-05-08T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Deaths","2021-06-12T00:00:00.000","30-49","1","0",,,,,,,,,"291286","447426",,"3","0",,"30","49"
"Hospitalizations","2022-01-29T00:00:00.000","18-29","16.8","2.2","4.6","7.6363636364","3.652173913",,,,,,"118871","230211","109117","20","5","5","18","29"
"Cases","2022-06-25T00:00:00.000","12-17","90.1","69.7","133.2","1.2926829268","0.6764264264",,,,,,"34412","93241","37530","31","65","50","12","17"
"Deaths","2022-03-05T00:00:00.000","50-64","2.4","0","0",,,,,,,,"42010","145086","222211","1","0","0","50","64"
"Deaths","2021-05-15T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2021-11-20T00:00:00.000","18-29","0","0","0",,,,,,,,"163784","303320","18697","0","0","0","18","29"
"Deaths","2021-10-02T00:00:00.000","18-29","0","0",,,,,,,,,"181746","302134",,"0","0",,"18","29"
"Deaths","2021-12-04T00:00:00.000","12-17","0","0",,,,,,,,,"56520","107237",,"0","0",,"12","17"
"Deaths","2021-05-15T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Cases","2021-09-18T00:00:00.000","All","190.9","63.1",,"3.0253565769",,"215.49169324","51.901729974",,"4.1519173512",,"1021114","1498278",,"1949","945",,"999","999"
"Cases","2022-04-16T00:00:00.000","5-11","42.4","123.5",,"0.3433198381",,,,,,,"99104","95549",,"42","118",,"5","11"
"Hospitalizations","2021-07-10T00:00:00.000","80+","15.4","3.8",,"4.0526315789",,,,,,,"32379","52420",,"5","2",,"80","200"
"Deaths","2021-07-31T00:00:00.000","12-17","0","0",,,,,,,,,"92525","65696",,"0","0",,"12","17"
"Deaths","2021-05-22T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-10-02T00:00:00.000","65-79","47","9.7",,"4.8453608247",,,,,,,"59601","195697",,"28","19",,"65","79"
"Hospitalizations","2021-09-04T00:00:00.000","50-64","58.9","4.9",,"12.020408163",,,,,,,"83137","327109",,"49","16",,"50","64"
"Hospitalizations","2021-10-16T00:00:00.000","65-79","34.4","9.2",,"3.7391304348",,,,,,,"58151","185233",,"20","17",,"65","79"
"Deaths","2021-05-22T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Cases","2021-05-08T00:00:00.000","12-17","136.1",,,,,,,,,,"165350",,,"225",,,"12","17"
"Deaths","2022-04-09T00:00:00.000","30-49","0","0","0",,,,,,,,"122421","292809","331913","0","0","0","30","49"
"Deaths","2021-04-10T00:00:00.000","50-64","5.4","0",,,,,,,,,"204089","82238",,"11","0",,"50","64"
"Hospitalizations","2021-06-12T00:00:00.000","All","5.9","0.8",,"7.375",,"8.105977536","0.5529395569",,"14.659789546",,"1245163","1211871",,"74","10",,"999","999"
"Deaths","2021-05-29T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2021-05-08T00:00:00.000","18-29","0.7","0",,,,,,,,,"279255","129832",,"2","0",,"18","29"
"Deaths","2022-07-23T00:00:00.000","80+","4","41.6","6.4","0.0961538462","0.625",,,,,,"25314","12012","47035","1","5","3","80","200"
"Hospitalizations","2022-03-19T00:00:00.000","50-64","12.1","2.8","0.9","4.3214285714","13.444444444",,,,,,"41360","142069","226523","5","4","2","50","64"
"Deaths","2021-05-29T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Hospitalizations","2022-07-09T00:00:00.000","18-29","3","2.3","1.3","1.3043478261","2.3076923077",,,,,,"100985","213770","150248","3","5","2","18","29"
"Deaths","2022-07-23T00:00:00.000","5-11","0","0","0",,,,,,,,"94527","90464","10147","0","0","0","5","11"
"Cases","2021-11-06T00:00:00.000","5-11","178.2",,,,,,,,,,"204828",,,"365",,,"5","11"
"Hospitalizations","2021-05-01T00:00:00.000","80+","80.1","11.7",,"6.8461538462",,,,,,,"36196","42839",,"29","5",,"80","200"
"Deaths","2021-06-05T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2021-05-29T00:00:00.000","80+","17.7","2",,"8.85",,,,,,,"33953","49054",,"6","1",,"80","200"
"Cases","2022-07-30T00:00:00.000","All","282","154.5","235","1.8252427184","1.2","342.83375014","148.62355649","197.93359904","2.3067255167","1.7320644489","599690","861344","1015370","1691","1331","2386","999","999"
"Deaths","2021-05-01T00:00:00.000","30-49","2","0",,,,,,,,,"356333","244659",,"7","0",,"30","49"
"Deaths","2021-06-05T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Cases","2021-07-17T00:00:00.000","12-17","39.7","6.8",,"5.8382352941",,,,,,,"100718","58984",,"40","4",,"12","17"
"Hospitalizations","2021-12-25T00:00:00.000","18-29","61.4","9.8","3.6","6.2653061224","17.055555556",,,,,,"146597","274237","56234","90","27","2","18","29"
"Hospitalizations","2021-12-18T00:00:00.000","18-29","45.2","3.9","0","11.58974359",,,,,,,"150281","283938","44749","68","11","0","18","29"
"Cases","2021-08-07T00:00:00.000","All","156.6","73",,"2.1452054795",,"174.01808928","59.33167369",,"2.9329711848",,"1115923","1423936",,"1747","1039",,"999","999"
"Deaths","2021-06-12T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2022-03-19T00:00:00.000","All","55.2","33.3","53.4","1.6576576577","1.0337078652","63.475229672","31.448151242","46.247524448","2.0184089419","1.3725108626","645471","913951","925175","356","304","494","999","999"
"Cases","2021-09-18T00:00:00.000","12-17","275.2","35",,"7.8628571429",,,,,,,"69766","88604",,"192","31",,"12","17"
"Hospitalizations","2022-06-25T00:00:00.000","65-79","23","25.7","13","0.8949416342","1.7692307692",,,,,,"43392","46747","169449","10","12","22","65","79"
"Deaths","2021-06-12T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Cases","2022-08-13T00:00:00.000","18-29","246.7","113.7","178.3","2.1697449428","1.3836231071",,,,,,"99310","212027","153134","245","241","273","18","29"
"Deaths","2021-12-18T00:00:00.000","65-79","37.6","7.3","0","5.1506849315",,,,,,,"50491","95761","112568","19","7","0","65","79"
"Hospitalizations","2022-03-19T00:00:00.000","12-17","2.7","1","0","2.7",,,,,,,"36400","97299","30273","1","1","0","12","17"
"Deaths","2021-06-19T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2021-06-19T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Deaths","2022-02-12T00:00:00.000","80+","45.6","25.7","9.5","1.7743190661","4.8",,,,,,"26312","15593","42049","12","4","4","80","200"
"Deaths","2021-06-26T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-10-09T00:00:00.000","50-64","40.7","2.7",,"15.074074074",,,,,,,"73751","334609",,"30","9",,"50","64"
"Cases","2022-05-07T00:00:00.000","65-79","195.7","94.9","185.3","2.062170706","1.0561252024",,,,,,"44448","49535","165130","87","47","306","65","79"
"Cases","2022-03-12T00:00:00.000","65-79","45.9","20.5","35.2","2.2390243902","1.3039772727",,,,,,"45714","53573","159306","21","11","56","65","79"
"Deaths","2021-06-26T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Hospitalizations","2021-05-15T00:00:00.000","18-29","9.6","0.6",,"16",,,,,,,"270254","155838",,"26","1",,"18","29"
"Hospitalizations","2021-11-20T00:00:00.000","65-79","87.9","14.1","2.8","6.2340425532","31.392857143",,,,,,"53492","135127","70698","47","19","2","65","79"
"Cases","2022-01-29T00:00:00.000","50-64","605.8","176","175.2","3.4420454545","3.4577625571",,,,,,"45391","166439","195247","275","293","342","50","64"
"Cases","2021-08-21T00:00:00.000","50-64","253.2","71.4",,"3.5462184874",,,,,,,"88084","323462",,"223","231",,"50","64"
"Deaths","2021-07-03T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-11-20T00:00:00.000","80+","56.9","69.5","16.1","0.818705036","3.5341614907",,,,,,"28096","37410","18668","16","26","3","80","200"
"Hospitalizations","2022-01-15T00:00:00.000","5-11","2.5","1.9",,"1.3157894737",,,,,,,"121941","52119",,"3","1",,"5","11"
"Cases","2022-08-13T00:00:00.000","All","207.9","109.5","177.2","1.898630137","1.1732505643","255.12630806","107.21726022","152.62347215","2.3795264636","1.6716059755","593911","856839","1024167","1235","938","1815","999","999"
"Deaths","2021-07-03T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Cases","2022-04-23T00:00:00.000","30-49","168.7","105.1","291.6","1.6051379638","0.5785322359",,,,,,"121551","291021","334725","205","306","976","30","49"
"Cases","2021-05-29T00:00:00.000","18-29","81.7","3.5",,"23.342857143",,,,,,,"252122","202839",,"206","7",,"18","29"
"Deaths","2022-06-18T00:00:00.000","65-79","0","0","0",,,,,,,,"43504","47054","168973","0","0","0","65","79"
"Hospitalizations","2022-05-28T00:00:00.000","80+","50.8","70.2","50.2","0.7236467236","1.0119521912",,,,,,"25585","12814","45836","13","9","23","80","200"
"Deaths","2021-07-10T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2022-01-15T00:00:00.000","65-79","1164.5","867","534.3","1.3431372549","2.1794871795",,,,,,"47917","70361","139798","558","610","747","65","79"
"Hospitalizations","2022-06-11T00:00:00.000","50-64","31.5","10.6","6.2","2.9716981132","5.0806451613",,,,,,"38103","132248","240459","12","14","15","50","64"
"Hospitalizations","2021-08-28T00:00:00.000","50-64","63.1","7.1",,"8.8873239437",,,,,,,"85620","325583",,"54","23",,"50","64"
"Deaths","2021-07-10T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Cases","2022-08-13T00:00:00.000","0-4","145.1","1.2",,"120.91666667",,,,,,,"162642",,,"236","2",,"0","4"
"Hospitalizations","2022-06-25T00:00:00.000","80+","62.9","73","45.1","0.8616438356","1.3946784922",,,,,,"25443","12322","46577","16","9","21","80","200"
"Hospitalizations","2021-06-05T00:00:00.000","50-64","26.3","0.4",,"65.75",,,,,,,"117956","273780",,"31","1",,"50","64"
"Hospitalizations","2021-10-23T00:00:00.000","12-17","3.2","0",,,,,,,,,"63038","100801",,"2","0",,"12","17"
"Deaths","2021-07-17T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2022-04-02T00:00:00.000","80+","7.7","0","6.8",,"1.1323529412",,,,,,"26033","13924","44105","2","0","3","80","200"
"Cases","2022-06-11T00:00:00.000","50-64","467.2","157.3","238.7","2.9701207883","1.9572685379",,,,,,"38103","132248","240459","178","208","574","50","64"
"Deaths","2021-07-31T00:00:00.000","65-79","9","0",,,,,,,,,"66836","194471",,"6","0",,"65","79"
"Deaths","2021-07-17T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Deaths","2021-08-28T00:00:00.000","12-17","0","0",,,,,,,,,"76008","77286",,"0","0",,"12","17"
"Hospitalizations","2022-01-22T00:00:00.000","30-49","59.3","13.4","7.3","4.4253731343","8.1232876712",,,,,,"139864","335901","261890","83","45","19","30","49"
"Cases","2022-01-15T00:00:00.000","5-11","1181.7","1212.6",,"0.9745175656",,,,,,,"121941","52119",,"1441","632",,"5","11"
"Deaths","2022-06-18T00:00:00.000","12-17","0","0","0",,,,,,,,"34514","93556","37083","0","0","0","12","17"
"Deaths","2021-07-24T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2022-05-21T00:00:00.000","12-17","0","0","0",,,,,,,,"34962","94961","35206","0","0","0","12","17"
"Deaths","2022-07-09T00:00:00.000","30-49","0.8","0","0",,,,,,,,"117799","283585","345512","1","0","0","30","49"
"Cases","2022-08-06T00:00:00.000","5-11","105.8","105.8","113.7","1","0.9305189094",,,,,,"93566","88826","12315","99","94","14","5","11"
"Deaths","2021-07-24T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Cases","2022-05-21T00:00:00.000","30-49","374.3","192.1","440.9","1.9484643415","0.8489453391",,,,,,"119942","287874","339282","449","553","1496","30","49"
"Deaths","2022-01-22T00:00:00.000","18-29","0.8","0","0",,,,,,,,"123275","238043","99117","1","0","0","18","29"
"Hospitalizations","2021-07-31T00:00:00.000","12-17","1.1","0",,,,,,,,,"92525","65696",,"1","0",,"12","17"
"Cases","2021-09-18T00:00:00.000","18-29","229","73",,"3.1369863014",,,,,,,"187745","296046",,"430","216",,"18","29"
"Deaths","2021-07-31T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2022-07-09T00:00:00.000","18-29","0","0","0",,,,,,,,"100985","213770","150248","0","0","0","18","29"
"Deaths","2021-04-03T00:00:00.000","30-49","0.8","0",,,,,,,,,"499564","108979",,"4","0",,"30","49"
"Cases","2021-12-04T00:00:00.000","30-49","617.6","227.3","55.7","2.7171139463","11.087971275",,,,,,"176153","475224","105891","1088","1080","59","30","49"
"Deaths","2021-07-31T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Deaths","2021-08-07T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2021-08-07T00:00:00.000","5-11","0.5",,,,,,,,,,"210448",,,"1",,,"5","11"
"Cases","2021-12-18T00:00:00.000","All","1063.3","683.2","385.3","1.556352459","2.7596677913","1228.3377876","568.47043291","455.28447069","2.1607769138","2.6979566989","814609","1217295","452325","8662","8316","1743","999","999"
"Hospitalizations","2021-05-29T00:00:00.000","12-17","1.6","0",,,,,,,,,"127163","9037",,"2","0",,"12","17"
"Cases","2021-06-12T00:00:00.000","80+","21","7.9",,"2.6582278481",,,,,,,"33314","50729",,"7","4",,"80","200"
"Deaths","2021-08-14T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2022-02-05T00:00:00.000","30-49","246.8","109.3","161.9","2.2580054895","1.5243977764",,,,,,"132503","311914","291458","327","341","472","30","49"
"Deaths","2021-07-10T00:00:00.000","30-49","0.4","0",,,,,,,,,"271942","489975",,"1","0",,"30","49"
"Cases","2021-04-24T00:00:00.000","65-79","146.9","11.9",,"12.344537815",,,,,,,"87831","143205",,"129","17",,"65","79"
"Deaths","2021-08-14T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Deaths","2022-03-12T00:00:00.000","65-79","6.6","0","0.6",,"11",,,,,,"45714","53573","159306","3","0","1","65","79"
"Cases","2021-04-10T00:00:00.000","50-64","264.6","24.3",,"10.888888889",,,,,,,"204089","82238",,"540","20",,"50","64"
"Deaths","2021-10-30T00:00:00.000","30-49","0.5","0","0",,,,,,,,"194343","539498","24991","1","0","0","30","49"
"Cases","2022-02-19T00:00:00.000","65-79","71.5","40.5","54.1","1.7654320988","1.3216266174",,,,,,"46147","56739","155275","33","23","84","65","79"
"Deaths","2021-08-21T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2022-06-18T00:00:00.000","80+","0","0","4.3",,"0",,,,,,"25472","12419","46436","0","0","2","80","200"
"Deaths","2021-10-23T00:00:00.000","12-17","0","0",,,,,,,,,"63038","100801",,"0","0",,"12","17"
"Hospitalizations","2021-07-03T00:00:00.000","30-49","4.7","0.2",,"23.5",,,,,,,"275732","482571",,"13","1",,"30","49"
"Deaths","2021-08-21T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Deaths","2022-05-14T00:00:00.000","12-17","0","0","0",,,,,,,,"35127","95220","34823","0","0","0","12","17"
"Deaths","2022-06-11T00:00:00.000","12-17","0","0","0",,,,,,,,"34634","93896","36641","0","0","0","12","17"
"Hospitalizations","2022-07-30T00:00:00.000","5-11","1.1","2.2","0","0.5",,,,,,,"94063","89629","11251","1","2","0","5","11"
"Deaths","2021-05-29T00:00:00.000","18-29","0","0",,,,,,,,,"252122","202839",,"0","0",,"18","29"
"Deaths","2021-08-28T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-09-25T00:00:00.000","30-49","21.9","1.3",,"16.846153846",,,,,,,"214162","537266",,"47","7",,"30","49"
"Hospitalizations","2022-01-08T00:00:00.000","30-49","98.7","27.9","10.5","3.5376344086","9.4",,,,,,"152034","365122","227824","150","102","24","30","49"
"Cases","2022-07-09T00:00:00.000","5-11","86","101.1","123.1","0.8506429278","0.6986190089",,,,,,"95334","91948","8123","82","93","10","5","11"
"Deaths","2021-08-28T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Cases","2022-05-21T00:00:00.000","18-29","349.8","165.6","424.7","2.1123188406","0.8236402166",,,,,,"103212","216127","146214","361","358","621","18","29"
"Deaths","2021-07-24T00:00:00.000","All","0.7","0",,,,"1.1315231368","0",,,,"1153958","1394902",,"8","0",,"999","999"
"Deaths","2021-08-07T00:00:00.000","30-49","1.6","0",,,,,,,,,"251084","509767",,"4","0",,"30","49"
"Cases","2022-07-09T00:00:00.000","30-49","340.4","156.6","272.3","2.1736909323","1.2500918105",,,,,,"117799","283585","345512","401","444","941","30","49"
"Deaths","2021-09-04T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2022-07-09T00:00:00.000","65-79","231.5","162.6","206.7","1.4237392374","1.1199806483",,,,,,"43192","46132","170318","100","75","352","65","79"
"Hospitalizations","2021-12-18T00:00:00.000","All","55.7","15.4","8","3.6168831169","6.9625","80.568330023","15.24475372","4.3705960932","5.2849873144","18.434174265","814609","1217295","452325","454","187","36","999","999"
"Deaths","2021-04-10T00:00:00.000","30-49","0.9","0",,,,,,,,,"447654","127256",,"4","0",,"30","49"
"Deaths","2021-09-04T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Hospitalizations","2022-01-08T00:00:00.000","5-11","4.6","6.2",,"0.7419354839",,,,,,,"129227","48446",,"6","3",,"5","11"
"Cases","2022-04-16T00:00:00.000","18-29","223.4","94","272.8","2.3765957447","0.818914956",,,,,,"105202","218182","142572","235","205","389","18","29"
"Hospitalizations","2021-12-18T00:00:00.000","50-64","188","23.8","8","7.8991596639","23.5",,,,,,"56385","243187","111977","106","58","9","50","64"
"Deaths","2022-05-14T00:00:00.000","All","0.2","0.3","0.3","0.6666666667","0.6666666667","0.1300703274","0.5478487085","0.2237396464","0.2374201589","0.5813467997","630216","894744","966641","1","3","3","999","999"
"Deaths","2021-09-11T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2022-04-23T00:00:00.000","65-79","0","2","0.6","0","0",,,,,,"44746","50416","163639","0","1","1","65","79"
"Cases","2022-07-16T00:00:00.000","18-29","354.9","142.9","242.1","2.4835549335","1.4659231722",,,,,,"100592","213498","150750","357","305","365","18","29"
"Cases","2022-06-18T00:00:00.000","5-11","60.3","113.9","116.1","0.5294117647","0.519379845",,,,,,"96210","94827","4308","58","108","5","5","11"
"Deaths","2021-09-11T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Hospitalizations","2021-11-20T00:00:00.000","5-11","1.2","0",,,,,,,,,"164933","1",,"2","0",,"5","11"
"Hospitalizations","2022-01-01T00:00:00.000","30-49","110.8","27.3","7.7","4.0586080586","14.38961039",,,,,,"158852","384201","206877","176","105","16","30","49"
"Deaths","2022-04-09T00:00:00.000","65-79","2.2","0","0.6",,"3.6666666667",,,,,,"45129","51421","162024","1","0","1","65","79"
"Cases","2021-08-28T00:00:00.000","80+","104.2","83.4",,"1.2494004796",,,,,,,"30720","53930",,"32","45",,"80","200"
"Deaths","2021-09-18T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2022-06-18T00:00:00.000","12-17","136.2","73.8","121.3","1.8455284553","1.1228359439",,,,,,"34514","93556","37083","47","69","45","12","17"
"Deaths","2021-09-18T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Deaths","2021-09-25T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-10-02T00:00:00.000","80+","40.3","14.9",,"2.7046979866",,,,,,,"29803","53525",,"12","8",,"80","200"
"Cases","2021-09-25T00:00:00.000","12-17","241","27.2",,"8.8602941176",,,,,,,"68047","91866",,"164","25",,"12","17"
"Cases","2021-05-22T00:00:00.000","30-49","149.9","8",,"18.7375",,,,,,,"315626","375003",,"473","30",,"30","49"
"Deaths","2021-09-25T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Cases","2022-07-02T00:00:00.000","30-49","365","164.1","297.8","2.224253504","1.2256548019",,,,,,"118074","284046","344815","431","466","1027","30","49"
"Hospitalizations","2021-07-31T00:00:00.000","18-29","8.8","0.7",,"12.571428571",,,,,,,"216578","274052",,"19","2",,"18","29"
"Deaths","2021-10-09T00:00:00.000","12-17","0","0",,,,,,,,,"65209","97485",,"0","0",,"12","17"
