"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1417406","DRIVER","a2b39c12ab12ff6a9a64139667195466833cc971f8ea983d1521806cd48949d61b1ebcc6de03f9cffbd217ea1610cb976b6f0179fc0fb855e5a0c83006ae9aa2",,"1346961","2022-09-11T12:10:00.000",,"CHICAGO","IL","60641","M","55","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417425","DRIVER","a4d5b4ff1c07269e786edf0f2394bac674dd4314f75e134985a0c6998517a9118b0552c262d776a4dc3263e2e13f2d1d7c978b74067cb146aeca5da686a46b98",,"1346982","2022-09-11T12:05:00.000",,"CHICAGO","IL","60623","M","47","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417426","DRIVER","a4d5b4ff1c07269e786edf0f2394bac674dd4314f75e134985a0c6998517a9118b0552c262d776a4dc3263e2e13f2d1d7c978b74067cb146aeca5da686a46b98",,"1346990","2022-09-11T12:05:00.000",,,,"60561","F","27","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417459","DRIVER","436f960502911c8c5b8d66427b27d12ba5db3db5ba2c599bfb1b84a041a3d8014c4d80ba33b9fbaec1b4763e1c3fec852e6080017344ad8d7357ee50372b6237",,"1347017","2022-09-11T12:00:00.000",,"CHICAGO","IL","60618","M","19","IL","D","SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417460","DRIVER","436f960502911c8c5b8d66427b27d12ba5db3db5ba2c599bfb1b84a041a3d8014c4d80ba33b9fbaec1b4763e1c3fec852e6080017344ad8d7357ee50372b6237",,"1347020","2022-09-11T12:00:00.000",,"LINCOLNWOOD","IL","60712","F","53","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417571","DRIVER","a3a44ae8a6bbcb57be6c66ea27740193eefc20e3cf371f4825ec9e6668e0d990e2ec936edfd119e21ae3c65ecb5a47d77167c6d15c6ee4f79376564cbd83c404",,"1347122","2022-09-11T12:00:00.000",,,,,"M",,"XX",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417572","DRIVER","a3a44ae8a6bbcb57be6c66ea27740193eefc20e3cf371f4825ec9e6668e0d990e2ec936edfd119e21ae3c65ecb5a47d77167c6d15c6ee4f79376564cbd83c404",,"1347129","2022-09-11T12:00:00.000",,"CHICAGO","IL","60633","F","56","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417427","DRIVER","d4cf2322975da348e09c94b3658bb11242961a2949387d7289d6e43e5a3bd140fe8cbdba1bf4290e12435801f4616f1efa093e5c2c233ff646054dbf9007366a",,"1346978","2022-09-11T11:55:00.000",,"CHICAGO","IL","60630","M","66","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417428","DRIVER","d4cf2322975da348e09c94b3658bb11242961a2949387d7289d6e43e5a3bd140fe8cbdba1bf4290e12435801f4616f1efa093e5c2c233ff646054dbf9007366a",,"1346987","2022-09-11T11:55:00.000",,"CHICAGO","IL","60630","F","77","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417411","DRIVER","a3298ecdac1ccddf95115d6ea93bb7bcccb7444699eb0ce3c2f62dccf11e3b8376ecf0aeebfe3e6469e53da637d22922b7fd7230ea538f5f8c29473e3c7f5bdc",,"1346970","2022-09-11T11:46:00.000",,"CHICAGO","IL","60651","F","83","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417412","DRIVER","a3298ecdac1ccddf95115d6ea93bb7bcccb7444699eb0ce3c2f62dccf11e3b8376ecf0aeebfe3e6469e53da637d22922b7fd7230ea538f5f8c29473e3c7f5bdc",,"1346976","2022-09-11T11:46:00.000",,,,,"M","56","IL","B","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314886","PASSENGER","a3298ecdac1ccddf95115d6ea93bb7bcccb7444699eb0ce3c2f62dccf11e3b8376ecf0aeebfe3e6469e53da637d22922b7fd7230ea538f5f8c29473e3c7f5bdc",,"1346976","2022-09-11T11:46:00.000","3","CHICAGO","IL","60634","F","54",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417439","DRIVER","0fbcac7147b0ae07932eab6f0b6b7f76c3d8357f3ce81f0429534645a2c45587fe93ec11811c27411cc24955b3a23740b7fa24b7a652e44ed9dbf349c29073ac",,"1346989","2022-09-11T11:45:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"WRONG WAY/SIDE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417440","DRIVER","0fbcac7147b0ae07932eab6f0b6b7f76c3d8357f3ce81f0429534645a2c45587fe93ec11811c27411cc24955b3a23740b7fa24b7a652e44ed9dbf349c29073ac",,"1347003","2022-09-11T11:45:00.000",,"SAN FRANCISCO","CA","94131","M","52","CA","C","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314889","PASSENGER","0fbcac7147b0ae07932eab6f0b6b7f76c3d8357f3ce81f0429534645a2c45587fe93ec11811c27411cc24955b3a23740b7fa24b7a652e44ed9dbf349c29073ac",,"1347003","2022-09-11T11:45:00.000","3","CHICAGO","IL","60640","M",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417397","DRIVER","1cbfc416c9b94a7959fb658f171d75790e53c4e362046161872d82b4d188e7352cbb186fd8ccfe36630d85ce1b013a4e319f3ceba25deccd0336e19813b6a5aa",,"1346949","2022-09-11T11:45:00.000",,"CHICAGO","IL","60608","M",,"IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417398","DRIVER","1cbfc416c9b94a7959fb658f171d75790e53c4e362046161872d82b4d188e7352cbb186fd8ccfe36630d85ce1b013a4e319f3ceba25deccd0336e19813b6a5aa",,"1346952","2022-09-11T11:45:00.000",,"ELK GROVE VILLAGE","IL",,"M",,"IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314877","PASSENGER","1cbfc416c9b94a7959fb658f171d75790e53c4e362046161872d82b4d188e7352cbb186fd8ccfe36630d85ce1b013a4e319f3ceba25deccd0336e19813b6a5aa",,"1346952","2022-09-11T11:45:00.000","3",,,,"F",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314878","PASSENGER","1cbfc416c9b94a7959fb658f171d75790e53c4e362046161872d82b4d188e7352cbb186fd8ccfe36630d85ce1b013a4e319f3ceba25deccd0336e19813b6a5aa",,"1346952","2022-09-11T11:45:00.000","4",,,,"M",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314879","PASSENGER","1cbfc416c9b94a7959fb658f171d75790e53c4e362046161872d82b4d188e7352cbb186fd8ccfe36630d85ce1b013a4e319f3ceba25deccd0336e19813b6a5aa",,"1346952","2022-09-11T11:45:00.000","6",,,,"F",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314880","PASSENGER","1cbfc416c9b94a7959fb658f171d75790e53c4e362046161872d82b4d188e7352cbb186fd8ccfe36630d85ce1b013a4e319f3ceba25deccd0336e19813b6a5aa",,"1346952","2022-09-11T11:45:00.000","10",,,,"M",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314881","PASSENGER","1cbfc416c9b94a7959fb658f171d75790e53c4e362046161872d82b4d188e7352cbb186fd8ccfe36630d85ce1b013a4e319f3ceba25deccd0336e19813b6a5aa",,"1346952","2022-09-11T11:45:00.000","11",,,,"F",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314882","PASSENGER","1cbfc416c9b94a7959fb658f171d75790e53c4e362046161872d82b4d188e7352cbb186fd8ccfe36630d85ce1b013a4e319f3ceba25deccd0336e19813b6a5aa",,"1346952","2022-09-11T11:45:00.000","12",,,,"M",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417880","DRIVER","56afbc888fe8fccb5f81c2033bc26a23d48598783418e10a232496d1d9382b35031dd78a7da5ff05d8f3d90f97866ce20a98f13c175ff86fcafbe7fec8aa3974",,"1347410","2022-09-11T11:38:00.000",,"HOMETOWN","IL","60456","M","32","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417881","DRIVER","56afbc888fe8fccb5f81c2033bc26a23d48598783418e10a232496d1d9382b35031dd78a7da5ff05d8f3d90f97866ce20a98f13c175ff86fcafbe7fec8aa3974",,"1347416","2022-09-11T11:38:00.000",,"CHICAGO","IL","60621","F","49","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY","ST BERNARD","AMB 49",,"EMERGENCY VEHICLE ON CALL","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417457","DRIVER","cd91ccda56e00ba8e8d80d5d547827e3a32f7ed78776efd5f5eeac37da5a8c4a321d5a57ec75da540fbf0473ffb52f1105653e4f348cab4a5270f63bfcbdc046",,"1347011","2022-09-11T11:30:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417458","DRIVER","cd91ccda56e00ba8e8d80d5d547827e3a32f7ed78776efd5f5eeac37da5a8c4a321d5a57ec75da540fbf0473ffb52f1105653e4f348cab4a5270f63bfcbdc046",,"1347024","2022-09-11T11:30:00.000",,"CHICAGO","IL","60304","F","39","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DECLINED",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417423","DRIVER","6bfd3b4ac2e159fff667771bf2e60f8b6146350df58b6ea304295db1b0470fbd0ecb999d8d56fd294c270f951401df2a53a32eac8002516321b347ec339162bc",,"1346980","2022-09-11T11:25:00.000",,"CHICAGO","IL","60623","M","60","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417424","DRIVER","6bfd3b4ac2e159fff667771bf2e60f8b6146350df58b6ea304295db1b0470fbd0ecb999d8d56fd294c270f951401df2a53a32eac8002516321b347ec339162bc",,"1346995","2022-09-11T11:25:00.000",,"CHICAGO","IL","60619","M","31","IL","B","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417621","DRIVER","6475c9d1b9552c5fd76d37b738d40197202c3d8bdc07e7812d861a21387a22ea6c8c8392ffc2e9b4c0ef3daabb98ee7d36543c7c741eaa6376c2ba5a03938ea3",,"1347172","2022-09-11T11:20:00.000",,"VERNON HILLS","IL","60061","M","27","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417622","DRIVER","6475c9d1b9552c5fd76d37b738d40197202c3d8bdc07e7812d861a21387a22ea6c8c8392ffc2e9b4c0ef3daabb98ee7d36543c7c741eaa6376c2ba5a03938ea3",,"1347174","2022-09-11T11:20:00.000",,"ELMWOOD PARK","IL","60707","F","67","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417417","DRIVER","bfa90efc2b33104a4f3fa6f9370c0f8e525d599c1f1da320a9c1d0414d76432886ab16c4a8178acde47c991ae6a08f5e35463c8464ecc6d2b018d776df7e37f8",,"1346973","2022-09-11T11:20:00.000",,"CHICAGO","IL","60660","F","47","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417433","PEDESTRIAN","bfa90efc2b33104a4f3fa6f9370c0f8e525d599c1f1da320a9c1d0414d76432886ab16c4a8178acde47c991ae6a08f5e35463c8464ecc6d2b018d776df7e37f8",,,"2022-09-11T11:20:00.000",,"CHICAGO","IL","60640","M","63",,,"NONE PRESENT",,,"INCAPACITATING INJURY","WEISS","13",,"NONE","OTHER","REMOVED BY EMS","CROSSING - WITH SIGNAL","NO CONTRASTING CLOTHING","IN CROSSWALK","TEST NOT OFFERED",,
"O1417401","DRIVER","0e687bc4f4214b341cd60bd6c854995967ca617da7ed8639399a77efac09a81863a29f8d6cb0e8fc8bd1db6c5d2af1abb27bd96e33ce4f0c7e79d7b0bbdd7679",,"1346957","2022-09-11T11:15:00.000",,"CHICAGO","IL","60617","M","56","IL","B","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417402","DRIVER","0e687bc4f4214b341cd60bd6c854995967ca617da7ed8639399a77efac09a81863a29f8d6cb0e8fc8bd1db6c5d2af1abb27bd96e33ce4f0c7e79d7b0bbdd7679",,"1346962","2022-09-11T11:15:00.000",,"SALEM","IL","62881","F","30","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417466","DRIVER","7d2f76925636c82dd63114717bcd84d6e1a4a1b6c865edd26838e9bd65611bb757d71b34a654b894bf3c61f11eff7af9d498d43105001fab7a1affd3e0bbdd65",,"1347023","2022-09-11T11:10:00.000",,,,,"X",,,"D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417467","DRIVER","7d2f76925636c82dd63114717bcd84d6e1a4a1b6c865edd26838e9bd65611bb757d71b34a654b894bf3c61f11eff7af9d498d43105001fab7a1affd3e0bbdd65",,"1347026","2022-09-11T11:10:00.000",,"BROOKFIELD","IL","60513","F","51","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417388","DRIVER","33c1eceba16c155618c63e8cc4abb6aa7874fe4c48631406b14df6d28a5aec8255ff9a5c0e2da77d1141fe50a8c45de9f6c3445141662ea4060eb9ee82d2874a",,"1346939","2022-09-11T11:05:00.000",,"CHICAGO","IL","60634","M","57","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417389","DRIVER","33c1eceba16c155618c63e8cc4abb6aa7874fe4c48631406b14df6d28a5aec8255ff9a5c0e2da77d1141fe50a8c45de9f6c3445141662ea4060eb9ee82d2874a",,"1346942","2022-09-11T11:05:00.000",,"CHICAGO","IL","60639","F","37","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417666","DRIVER","47b6d39c2b564b4542871764d46f8baf35c4c9e8e78123fa1b5f3d60b60a77a614ccf304c717e3ee9e332a6f7670dbacc82873047327ee9c8eeb37857b89bd29",,"1347217","2022-09-11T11:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417667","DRIVER","47b6d39c2b564b4542871764d46f8baf35c4c9e8e78123fa1b5f3d60b60a77a614ccf304c717e3ee9e332a6f7670dbacc82873047327ee9c8eeb37857b89bd29",,"1347209","2022-09-11T11:00:00.000",,"CHIAGO","IL","60657","F","49","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418090","DRIVER","d47fcaaee3d21d5dcad4e634f4d0ba326802dbd09a8861fbe2211bcddf61b5c42494a5a1eb808a321cecdf1adadac2031a62a67d9ff0534408c52606ad77d60f",,"1347615","2022-09-11T11:00:00.000",,"CHICAGO","IL","60623","M","26","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418091","DRIVER","d47fcaaee3d21d5dcad4e634f4d0ba326802dbd09a8861fbe2211bcddf61b5c42494a5a1eb808a321cecdf1adadac2031a62a67d9ff0534408c52606ad77d60f",,"1347609","2022-09-11T11:00:00.000",,"CHICAGO","IL","60623","M","25","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417369","DRIVER","356098a551fb93d633292c95121c909a343f3e4dcdb36abdf5b1ce6ea4f6402f86d0044e40bb9050955aa20615a3f7c0a8f49240356a03918a2995d26f249d25",,"1346946","2022-09-11T10:53:00.000",,"CHICAGO","IL","60622","M","42","IL","D","USAGE UNKNOWN","DEPLOYED, SIDE","NONE","REPORTED, NOT EVIDENT",,,,"UNKNOWN","WINDSHIELD (WATER/ICE)","NORMAL",,,,"TEST NOT OFFERED",,
"O1417390","DRIVER","356098a551fb93d633292c95121c909a343f3e4dcdb36abdf5b1ce6ea4f6402f86d0044e40bb9050955aa20615a3f7c0a8f49240356a03918a2995d26f249d25",,"1346941","2022-09-11T10:53:00.000",,"CHICAGO","IL","60609","F","40","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","REPORTED, NOT EVIDENT",,,,"FAILED TO YIELD","WINDSHIELD (WATER/ICE)","NORMAL",,,,"TEST NOT OFFERED",,
"O1417431","DRIVER","02cc325f78fa46565e8dc81dd3a093092d56ceb39380e35305d8a1f7f92fec70f28356e58eacc616faf8b91904bbb2a8383f4490db359e93f7e8c6edb925d64a",,"1346979","2022-09-11T10:50:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417432","DRIVER","02cc325f78fa46565e8dc81dd3a093092d56ceb39380e35305d8a1f7f92fec70f28356e58eacc616faf8b91904bbb2a8383f4490db359e93f7e8c6edb925d64a",,"1346986","2022-09-11T10:50:00.000",,"CHICAGO","IL","60609","M",,"IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417407","DRIVER","f5060a52c1566b622fb18b044e115939c8b7309a082ec3803fb283668563ed254fdff4d2e706208211a8c607e978f4cf072085243950b0cb663a484501a9f9ba",,"1346963","2022-09-11T10:50:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417382","DRIVER","2d24e9c3f610dc5ef1c8d644bffe292cf275b76e724953b004526bb33bbf816ff1bd339ee1b0759cfabe6e94b62858312ba9954bf34237e15fe6c91d09b5f77a",,"1346943","2022-09-11T10:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"TOO FAST FOR CONDITIONS","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417399","DRIVER","9ab54955fd127fc62e1c6396a44f884009d42702d8ff71931bc7065f84b48ac50be60d920b1d03eb442c4a6117a914365cce6f76fc79169082e5178993a85b38",,"1346955","2022-09-11T10:20:00.000",,"CHICAGO","IL","60608","F","36","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417400","DRIVER","9ab54955fd127fc62e1c6396a44f884009d42702d8ff71931bc7065f84b48ac50be60d920b1d03eb442c4a6117a914365cce6f76fc79169082e5178993a85b38",,"1346960","2022-09-11T10:20:00.000",,"CHICAGO","IL","60608","F","48","CA","C","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314884","PASSENGER","9ab54955fd127fc62e1c6396a44f884009d42702d8ff71931bc7065f84b48ac50be60d920b1d03eb442c4a6117a914365cce6f76fc79169082e5178993a85b38",,"1346960","2022-09-11T10:20:00.000","3","CHICAGO","IL","60608","F","82",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417362","DRIVER","5efff3de34ac9d653b4ffb4c84dc80c69f5780682997b989305574874f78a3edbeae9b3be011b2f8314a4bc33ef15ba2266a8a21065aae6a79a4ea11ef391492",,"1346920","2022-09-11T10:15:00.000",,"CHCIAGO","IL","60644","M","36","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417363","DRIVER","5efff3de34ac9d653b4ffb4c84dc80c69f5780682997b989305574874f78a3edbeae9b3be011b2f8314a4bc33ef15ba2266a8a21065aae6a79a4ea11ef391492",,"1346921","2022-09-11T10:15:00.000",,"LAKE VILLA","IL","60046","F","29","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314873","PASSENGER","5efff3de34ac9d653b4ffb4c84dc80c69f5780682997b989305574874f78a3edbeae9b3be011b2f8314a4bc33ef15ba2266a8a21065aae6a79a4ea11ef391492",,"1346921","2022-09-11T10:15:00.000","3","LAKE VILLA","IL","60046","F","55",,,"NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417602","DRIVER","53f44c93da2f382b65a47e8ed2b4ff2463ca7eb0f304ac43a32863d0d69ba806e5b467af5c4c27827cedf12fce829ceaea6f8cd6f662fb2e020373654d2f556d",,"1347144","2022-09-11T10:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417360","DRIVER","c7670e4e5764f9943e73c96f462809ea7b869a3d13156517a96464a49ba5cd877631ec082c9ac32afa8c44f8a975aec7216e350ae120bca6008d33a200e829fb",,"1346917","2022-09-11T10:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417354","DRIVER","b5431910ff8c1ebfaf7eb7a67b56ca15cb9af5cb4ac5cc7864a4240898d1caedd3fa590d3d931b757f72716f8d3204e9cdda179f133d20c0e64d5360740e3573",,"1346915","2022-09-11T09:12:00.000",,"HARVEY","IL","60426","M","47","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417355","DRIVER","b5431910ff8c1ebfaf7eb7a67b56ca15cb9af5cb4ac5cc7864a4240898d1caedd3fa590d3d931b757f72716f8d3204e9cdda179f133d20c0e64d5360740e3573",,"1346912","2022-09-11T09:12:00.000",,"SAUK VILLAGE","IL","60411","M","35","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417356","DRIVER","45308a7f817b268a9f6b002c141ef46cd410ed6f05ed5488c140d8d426324355384d29ec8b1f674a34c02c363bf6a770833b37229aa5f7c484d43a806c8acc95",,"1346913","2022-09-11T09:09:00.000",,"CHICAGO","IL","60642","M","37","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417357","DRIVER","45308a7f817b268a9f6b002c141ef46cd410ed6f05ed5488c140d8d426324355384d29ec8b1f674a34c02c363bf6a770833b37229aa5f7c484d43a806c8acc95",,"1346914","2022-09-11T09:09:00.000",,"LYONS","IL","60534","M","62","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
