"organization_name","apt_suite","address","zipcode","telephone","email_address","website","category_1","category_2","category_3","category_4","category_5","category_6","category_7","category_8","mission","geospatial_data"
"ACHIEVEMENT FIRST HARTFORD ACADEMY MIDDLE SCHOOL (5-8)",,,"06112","(860) 695-6760","admissionsCT@achievementfirst.org","http://www.achievementfirst.org",,,,,,"Schools",,,"Provide all of our students with the academic and character skills they need to graduate from top colleges, to succeed in a competitive world and to serve as the next generation of leaders in our communities.","305 GREENFIELD ST
HARTFORD, Connecticut 06112
(41.784608, -72.697162)"
"NORTH UNITED METHODIST CHURCH FOOD PANTRY",,,"06112","(860) 525-0573","staff@umcofhartford.org","http://www.umcofhartford.org/",,"Support Services",,,,,,,"Church based food pantry is open to people in need every other Saturday, 11am-1pm.","1205 ALBANY AV
HARTFORD, Connecticut 06112
(41.782299, -72.696538)"
"TRINITY COLLEGE COMMUNITY CHILD CENTER (PREK)",,,"06106","(860) 297-5374","Christina.gademsky@tc4.org","http://www.tc4.org",,,,"Early Childhood Education",,,,,"Provide readiness skills  that help children succeed in kindergarten including language acquisition, vocabulary building, scientific inquiry, and literacy skills.","300 SUMMIT ST
HARTFORD, Connecticut 06106
(41.745838, -72.692773)"
"CAPITAL COMMUNITY COLLEGE MAGNET ACADEMY (11-12)",,,"06103","(860) 906-5122","welcomecenter@hartfordschools.org","http://www.hartfordschools.org",,,,,,"Schools",,,"Connect students in grades eleven and twelve with college and career readiness through dynamic and innovative partnerships with college faculty and students on the Capital Community College campus.","950 MAIN ST
HARTFORD, Connecticut 06103
(41.76836, -72.673045)"
"IMMACULATE CONCEPTION SHELTER AND HOUSING CORPORATION",,,"06106","(860) 724-4823",,"http://immacare.org/",,"Support Services",,,,,,,"Provide housing and decent shelter with unconditional love to those with no other options.","560 PARK ST
HARTFORD, Connecticut 06106
(41.758031, -72.686173)"
"ST AUGUSTINE SCHOOL (PK-8)",,,"06114","(860) 249-5661","info@mysaints.net","http://www.staugustinecatholicschool.com/",,,,,,"Schools",,,"Offer a positive learning environment filled with love and acceptance for each child.","20 CLIFFORD ST
HARTFORD, Connecticut 06114
(41.740151, -72.6855)"
"CHARTER OAK HEALTH CENTER",,,"06106","(860) 550-7500",,"http://www.thecharteroak.org",,"Support Services",,,,,,,"Promote healthier communities by providing quality, safe, patient-centered health care services in medically underserved areas, regardless of ability to pay.","21 GRAND ST
HARTFORD, Connecticut 06106
(41.759422, -72.685508)"
"COMMUNITY RENEWAL TEAM, INC. (CRT) - RITTER ECE CENTER",,,"06120","(860) 560-5485 ","ECE@crtct.org","http://www.crtct.org",,,,"Early Childhood Education",,,,,"Offer Head Start and School Readiness for preschool children; Infant/toddler day care; after school programs; breakfast and lunch for  children during the summer months; and a food subsidy for home day care providers.","555 WINDSOR ST
HARTFORD, Connecticut 06120
(41.781051, -72.671776)"
"JUDY DWORIN PERFORMANCE PROJECT, INC","SUITE 206",,"06106","(860) 527-9800","info@judydworin.org","http://www.judydworin.org","Youth and Family Enrichment",,,,,,,,"Serve underserved populations, celebrate diversity and build bridges in the community. Offers three distinct programs: 1.) Innovative, movement-based, multi-arts performance on stage that examines social and personal issues of our time; 2.) The Moving Mat","75 CHARTER OAK AV BUILDING ONE
HARTFORD, Connecticut 06106
(41.758845, -72.670024)"
"COMPASS YOUTH COLLABORATIVE AT NAYLOR/CCSU LEADERSHIP ACADEMY",,,"06114","(860) 695-4664","christinamorales@compassyc.org","http://www.compassyc.org","Youth and Family Enrichment",,,,,,,,"Raise the expectations of youth, inspire families, and build peace in the community.","639 FRANKLIN AV
HARTFORD, Connecticut 06114
(41.730999, -72.67424)"
"THE VILLAGE FOR CHILDREN & FAMILIES - MARTIN LUTHER KING, JR. SCHOOL",,,"06112","(860) 695-3980","tgreen@thevillage.org","http://www.villageforchildren.org",,"Support Services",,,,,,,"To build a community of strong healthy families who protect and nurture children.","25 RIDGEFIELD ST
HARTFORD, Connecticut 06112
(41.785597, -72.696006)"
"BOYS & GIRLS CLUB OF HARTFORD (NORTHWEST)",,,"06112","(860) 242-5553","ajohnson@bgchartford.org","http://www.bgchartford.com","Youth and Family Enrichment",,,,,,,,"Provide a safe, supportive atmosphere where children and teens can learn and grow and reach their full potential as productive, caring and responsible citizens.","1 NAHUM DR
HARTFORD, Connecticut 06112
(41.803092, -72.707408)"
"HARTFORD NEIGHBORHOOD CENTERS","CMTY",,"06106","(860) 251-6517","jsantos-seda@hnci.org","http://www.hnci.org",,,,"Early Childhood Education",,,,,"HARTFORD NEIGHBORHOOD CENTERS INC. is a Child Day Care Center in HARTFORD CT. It has maximum capacity of 42 children. The center accepts children ages of: 3 years-11 years.","38 LAWRENCE ST
HARTFORD, Connecticut 06106
(41.757193, -72.688038)"
"URBAN ALLIANCE",,,"06103","(860) 986-7724","althea@urbanalliance.com","http://www.urbanalliance.com",,,"Civic Engagement",,,,,,"Our mission is to create opportunities for people to achieve lasting change in their lives through the collaborative work of churches and organizations in our local community.","750 MAIN ST
HARTFORD, Connecticut 06103
(41.765677, -72.673388)"
"BOYS & GIRLS CLUB HARTFORD AT BELLIZZI ASIAN STUDIES ACADEMY SCHOOL",,,"06103","(860) 724-0700","sswain@bgchartford.org","http://www.bgchartford.com","Youth and Family Enrichment",,,,,,,,"Provide a safe, supportive atmosphere where children and teens can learn and grow and reach their full potential as productive, caring and responsible citizens.","215 SOUTH ST
HARTFORD, Connecticut 06103
(41.734532, -72.6809)"
"CULTURAL DANCE TROUPE OF THE WEST INDIES, INC.",,,"06120","(860) 249-8915","v.coleman@culturaldance.org","http://www.culturaldance.org","Youth and Family Enrichment",,,,,,,,"Through dance and music bring the rich cultural heritage of the West Indies to the Hartford community.","2998 MAIN ST
HARTFORD, Connecticut 06120
(41.793199, -72.666485)"
"OPERATION FUEL - 2014 SUMMER SEASON UTILITY ASSISTANCE PROGRAM - GAS AND ELECTRIC UTILITIES","SUITE 2-240",,"06106","(860) 243-2345",,"http://www.operationfuel.org",,"Support Services",,,,,,,"Provide a cash grant paid directly to a gas or electric utility to help income eligible households in a crisis situation meet home energy expenses.","75 CHARTER OAK AV
HARTFORD, Connecticut 06106
(41.758845, -72.670024)"
"SARAH J. RAWSON ELEMENTARY SCHOOL (PK 4-8)",,,"06112","(860) 695-4840",,"http://hpsschools.org/rawson/",,,,,,"Schools",,,"Ensure that all students achieve personal excellence, that they develop the skills and interests that result in a passion for life-long learning, and that they gain the ability to participate as responsible citizens in school and in the world.","260 HOLCOMB ST
HARTFORD, Connecticut 06112
(41.795753, -72.700253)"
"HARTFORD PUBLIC LIBRARY - BARBOUR BRANCH",,,"06120","(860) 695-7400","reference@hplct.org","http://www.hplct.org","Youth and Family Enrichment","Support Services",,,,,,,"Provide free resources that inspire reading, guide learning, and encourage individual exploration.","261 BARBOUR ST
HARTFORD, Connecticut 06120
(41.792567, -72.677439)"
"COMMUNITY RENEWAL TEAM, INC. (CRT) - GRACE STREET ECE CENTER",,,"06106","(860) 560-5401","ECE@crtct.org","http://www.crtct.org",,,,"Early Childhood Education",,,,,"Offer Head Start and School Readiness for preschool children; Infant/toddler day care; after school programs; breakfast and lunch for  children during the summer months; and a food subsidy for home day care providers.","37 GRACE ST
HARTFORD, Connecticut 06106
(41.755506, -72.708585)"
"GRACE ACADEMY (5-8)",,,"06106","(860) 263-7535",,"http://www.graceacademyhartford.org/wp/",,,,,,"Schools",,,"Provide  an independent, interfaith, tuition-free middle school for girls from underserved families in the city of Hartford which offers individualized attention, a challenging and diverse academic program, and a safe and inspiring environment that prepar","277 MAIN ST
HARTFORD, Connecticut 06106
(41.759064, -72.675352)"
"MY SISTERS' PLACE","Suite 3",,"06106","(860) 895-6629",,"http://www.sistersplacect.org/",,"Support Services",,,,,,,"Provide a safe and nurturing environment for those who find themselves without a home through a unique combination of services and support, guidance and empowerment, encouragement and outreach.","237 HAMILTON ST
HARTFORD, Connecticut 06106
(41.754228, -72.704047)"
"DEPARTMENT ON AGING: STATE OF CONNECTICUT","12th Floor",,"06105","(866) 218-6631","aging.sda@ct.gov","http://www.ct.gov/agingservices",,,,,"Government Agency",,,,"Inform Connecticut's older adult residents about programs and services available to assist them, their families, and their communities.","55 FaRMINGTON AV
HARTFORD, Connecticut 06105
(41.76808, -72.68776)"
"CONNECTICUT CENTER FOR NON-VIOLENCE - NORTHEND CHURCH OF CHRIST",,,"06112","(860) 567-3441","info@ctnonviolence.org","http://www.ctnonviolence.org","Youth and Family Enrichment",,"Civic Engagement",,,,,,"Bring people from diverse communities together in dialogue and creative expression to explore the root causes of violence and to learn constructive methods of developing and applying alternative solutions.","687 ALBANY AV
HARTFORD, Connecticut 06112
(41.778816, -72.688239)"
"JUMOKE ACADEMY HONORS SMART (5-8)",,,"06112","(860) 527-0575 ",,"http://www.jumokeacademy.org",,,,,,"Schools",,,"Nicknamed ""JAH-SMaRT"", this middle school academy is thematically centered on STEM education and promotes classroom and enrichment activities that facilitate scientific exploration. Our mission is to develop our students into mature, young adults who wil","339 BLUE HILLS AV
HARTFORD, Connecticut 06112
(41.794412, -72.697018)"
"BILLINGS FORGE COMMUNITY WORKS",,,"06106","(860) 548-9877","cary@billingsfordworks.org","http://www.billingsforgeworks.org","Youth and Family Enrichment",,,,,,,,"Encourage community participation and empowerment in Frog Hollow through promoting access to healthy food; engaging youth; and developing employment opportunities; and economically sustainable social enterprises.","227 LAWRENCE ST
HARTFORD, Connecticut 06106
(41.762333, -72.687904)"
"COMMUNITY RENEWAL TEAM, INC. (CRT) - DOUGLAS ST ECE CENTER",,,"06114","(860) 560-5401","ECE@crtct.org","http://www.crtct.org",,,,"Early Childhood Education",,,,,"Offer Head Start and School Readiness for preschool children; Infant/toddler day care; after school programs; breakfast and lunch for  children during the summer months; and a food subsidy for home day care providers.","170 DOUGLAS ST
HARTFORD, Connecticut 06114
(41.736449, -72.685357)"
"COMMISSION ON CHILDREN: STATE OF CONNECTICUT",,,"06106","(860) 240-0290","Elaine.zimmerman@cga.ct.gov","http://www.cga.ct.gov",,,"Civic Engagement",,"Government Agency",,,,"Â Promote public policies in the best interests of children.","20 TRINITY ST
HARTFORD, Connecticut 06106
(41.76347, -72.680761)"
"CATHOLIC CHARITIES ARCHDIOCESE OF HARTFORD",,,"06105","(860) 493-1841",,"http://www.ccaoh.org","Youth and Family Enrichment","Support Services",,,,,,,"Promote the dignity, self-sufficiency and potential of those in need.","839 ASYLUM AV
HARTFORD, Connecticut 06105
(41.769873, -72.692624)"
"NEW BEGINNINGS FAMILY CENTER, LLC",,,"06105","(860) 244-2181",,"http://www.getfave.com/19094382-new-beginnings-family-center",,"Support Services",,,,,,,"Marriage & Family counseling services","645 FARMINGTON AV
HARTFORD, Connecticut 06105
(41.765663, -72.715459)"
"GRACE EPISCOPAL CHURCH FOOD PANTRY",,,"06106","(860) 233-0825","GraceHartford@sbcglobal.net","http://www.gracehartford.org",,"Support Services",,,,,,,"Build a strong, worshipping community of caring people reaching out to others in the name of Christ.","55 NEW PARK AV
HARTFORD, Connecticut 06106
(41.755253, -72.707171)"
"NEW ENGLAND FARM WORKERS' COUNCIL","Suite 307",,"06103","(860) 293-2552",,"http://www.partnersforcommunity.org/default/index.cfm/about-pfc/affiliates-programs/nefwc/",,,,,,,,"Workforce Development","Improve the quality of life for thousands of low-income people throughout the Northeast including migrant and seasonal farm workers and their families, inner-city, low-income groups, particularly Hispanic in western and north-central Massachusetts, centra","56 ARBOR ST
HARTFORD, Connecticut 06103
(41.759575, -72.703467)"
"NATIONAL MULTIPLE SCLEROSIS SOCIETY - CONNECTICUT CHAPTER","1st Floor",,"06112","(860) 913-2550","info@ctfightsMS.org","http://www.nationalmssociety.org/Chapters/CTN",,"Support Services",,,,,,,"Provide knowledge and assistance to help people with MS and their families maintain the highest possible quality of life. These goals are achieved through vital national and local programs.","659 TOWER AV
HARTFORD, Connecticut 06112
(41.800859, -72.692532)"
"THIRD TABERNACLE REPAST FOOD PANTRY",,,"06112","(860) 522-9639",,"http://www.cogasoc.org",,"Support Services",,,,,,,"Distributes food to Hartford, Bloomfield, East Hartford and West Hartford residents in need on the second and fourth Thursdays of the month, 2-3pm. Walk-in.","829 ALBANY AV
HARTFORD, Connecticut 06112
(41.779957, -72.690352)"
"CLASSICAL MAGNET SCHOOL (9-12)",,,"06105","(860) 695-9100",,"http://www.classicalmagnet.org",,,,,,"Schools",,,"Prepare students for acceptance into competitive colleges and universities.","85 WOODLAND ST
HARTFORD, Connecticut 06105
(41.772856, -72.700469)"
"CRRA TRASH MUSEUM",,,"06114","(860) 757-7765","education@crra.org","http://www.crra.org","Youth and Family Enrichment",,,,,,,,"Develop and implement environmentally sound solutions and best practices for solid waste disposal and recycling management on behalf of the municipalities and residents of the State of Connecticut.","211 MURPHY RD
HARTFORD, Connecticut 06114
(41.736675, -72.654263)"
"COMMUNITY SCHOOLS AT BELLIZZI ASIAN STUDIES ACADEMY (managed by COMPASS YOUTH COLLABORATIVE)",,,"06114","(860) 695-2400","christinamorales@compassyc.org","http://www.compassyc.org","Youth and Family Enrichment",,,,,,,,"Raise the expectations of youth, inspire families, and build peace in the community.","215 SOUTH ST
HARTFORD, Connecticut 06114
(41.734532, -72.6809)"
"WILLIE WARE RECREATION CENTER, DEPARTMENT OF FAMILIES CHILDREN YOUTH AND RECREATION: CITY OF HARTFORD",,,"06120","(860) 722-6537","tsteward@hartford.gov","http://dfcyr.hartford.gov","Youth and Family Enrichment",,,,,,,,"Provide recreational opportunities that promote healthy and active living.","697 WINDSOR ST
HARTFORD, Connecticut 06120
(41.786137, -72.670219)"
"CONNECTICUT CHILDREN'S MEDICAL CENTER",,,"06106","(860) 545-9000",,"http://www.connecticutchildrens.org",,"Support Services",,,,,,,"Improve the physical and emotional health of children through family-centered care, research, education, and advocacy.","282 WASHINGTON ST
HARTFORD, Connecticut 06106
(41.753482, -72.682812)"
"CAPITOL REGION EDUCATION COUNCIL",,,"06106","(860) 247-2732","communications@crec.org","http://www.crec.org",,,,,,"Schools",,,"Work with boards of education of the Capitol Region to improve the quality of public education by promoting cooperation and collaboration with local school districts and other organizations committed to the improved quality of public education.","111 CHARTER OAK AV
HARTFORD, Connecticut 06106
(41.758569, -72.668312)"
"KLINBERG FAMILY CENTERS",,,"06106","(860) 515-2366 x-266","judio@klingberg.org","http://www.klingberg.org/",,"Support Services",,,,,,,"Extend hope and healing to children and families whose lives have been traumatized by abuse and/or neglect in its various forms, by severe family problems and by mental health issues","157 CHARTER OAK AV
HARTFORD, Connecticut 06106
(41.758317, -72.666736)"
"COMMUNITY HEALTH SERVICES",,,"06120","(860) 249-9625","Gregory.Stanton@chshartford.org","http://www.chshartford.org",,"Support Services",,,,,,,"Care for each person from Greater Hartford who enters our doors, regardless of their income or ability to pay for services and whether or not they have insurance.","500 ALBANY AV
HARTFORD, Connecticut 06120
(41.777711, -72.684976)"
"THE VILLAGE FOR FAMILIES & CHILDREN - NORTH",,,"06105","(860) 236-4511",,"http://www.villageforchildren.org",,"Support Services",,,,,,,"To build a community of strong healthy families who protect and nurture children.","1680 ALBANY AV
HARTFORD, Connecticut 06105
(41.78585, -72.710828)"
"THE VILLAGE FAMILY RESOURCE AT BURNS LATINO STUDIES ACADEMY",,,"06106","(860) 695-2994","mabermudez@villageforchildren.org","http://www.thevillage.org",,"Support Services",,,,,,,"The Village for Families and Children's mission is ""To build a community of strong, healthy families who protect and nurture children.""","195 PUTNAM ST
HARTFORD, Connecticut 06106
(41.761181, -72.690452)"
"AMERICANS WITH DISABILITIES ACT COALITION OF CONNECTICUT",,,"06120","(860) 297-4383","adacoalition@sbcglobal.net","http://www.adacc.net",,,"Civic Engagement",,,,,,"Promote compliance with Americans with Disabilities Act.","60 WESTON ST
HARTFORD, Connecticut 06120
(41.785324, -72.664181)"
"METZNER EARLY LEARNING CENTER, DEPARTMENT OF FAMILIES CHILDREN YOUTH AND RECREATION: CITY OF HARTFORD",,,"06114","(860) 757-0871","matim001@hartford.gov","http://www.dfcyr.hartford.gov",,,,"Early Childhood Education",,,,,"Promote the safety, permanency and well-being of Hartford's children, youth and families.","680 FRANKLIN AV
HARTFORD, Connecticut 06114
(41.729232, -72.673928)"
"SOROMUNDI COMMONS SHELTER",,,"06105","(860) 727-8094","RNoble@chrysalisct.org","http://www.ywcahartford.org/what_we_do/housing.html",,"Support Services",,,,,,,"The emergency shelter for women provides temporary shelter for women experiencing homelessness. An array of services is available onsite and case managers collaborate with clients to address health issues, job readiness and daily living skills.","135 BROAD ST
HARTFORD, Connecticut 06105
(41.767378, -72.686185)"
"COMMUNITY PARTNERS IN ACTION  (Administrative Offices)","Suite 3010",,"06106","(860) 566-2030",,"http://www.cpa-ct.org/programs/",,"Support Services",,,,,,,"	Focused on behavioral change, Community Partners in Action’s employment, basic needs and recovery services work together to reduce recidivism and enhance public safety as advocates for criminal justice reform and work in partnership with the State of Con","110 BARTHOLOMEW AV
HARTFORD, Connecticut 06106
(41.7547, -72.703668)"
"DEPARTMENT OF HOUSING: STATE OF CONNECTICUT",,,"06106","(860) 270-8262",,"http://www.ct.gov/doh/site/default.asp",,,,,"Government Agency",,,,"Work toward increasing accessability across the state to affordable housing in strong, vibrant, and inclusive communities - - and to end homelessness.","505 HUDSON ST
HARTFORD, Connecticut 06106
(41.756984, -72.678703)"
"COMMUNITY SCHOOL LATINO STUDIES ACADEMY AT BURNS (managed by COMPASS YOUTH COLLABORATIVE)",,,"06106","(860) 695-2980","egiannetta@compassyc.org","http://www.compassyc.org","Youth and Family Enrichment",,,,,,,,"Raise the expectations of youth, inspire families, and build peace in the community.","195 PUTNAM ST
HARTFORD, Connecticut 06106
(41.761181, -72.690452)"
"HARTFORD PUBLIC LIBRARY - MARK TWAIN BRANCH",,,"06105","(860) 695-7540","reference@hplct.org","http://www.hplct.org","Youth and Family Enrichment","Support Services",,,,,,,"Provide free resources that inspire reading, guide learning, and encourage individual exploration.","927 ASYLUM AV
HARTFORD, Connecticut 06105
(41.77079, -72.695583)"
"BRIGHTER FUTURES FAMILY CENTER at PARKVILLE FAMILY CENTER (managed by FAMILY LIFE EDUCATION)",,,"06106","(860) 233-9700",,"http://www.familylifeedu.org","Youth and Family Enrichment","Support Services",,,,,,,"Brighter Futures Family Centers provide programs and services that support parents in their role as a child’s first nurturer, teacher and advocate.","30 ARBOR ST
HARTFORD, Connecticut 06106
(41.760069, -72.703081)"
"HARTFORD POLICE DEPARTMENT: CITY OF HARTFORD",,,"06103","(860) 757-4000",,"http://www.hartford.gov/police",,"Support Services",,,"Government Agency",,,,,"253 HIGH ST
HARTFORD, Connecticut 06103
(41.772289, -72.677876)"
"ALCOHOL AND DRUG RECOVERY CENTERS",,,"06112","(866) 872-6790","Melissa.rodgers@frnmail.com","http://www.rehabtreatment.com/CT",,"Support Services",,,,,,,"Attain the most effective results from addiction treatment procedures.","500 BLUE HILLS AV
HARTFORD, Connecticut 06112
(41.799614, -72.695184)"
"MOUNT CALVARY BAPTIST CHURCH SOUP KITCHEN",,,"06120","(860) 278-6671","office@mt-calvarybaptist.com","http://www.mt-calvarybaptist.com/",,"Support Services",,,,,,,"Serve lunch Sat: 11am-1pm to anyone in need.","2 F.D. OATES AV
HARTFORD, Connecticut 06120
(41.782006, -72.679179)"
"AMERICAN CIVIL LIBERTIES UNION FOUNDATION OF CONNECTICUT",,,"06105","(860) 523-9146","info@acluct.org","http://www.acluct.org",,"Support Services","Civic Engagement",,,,,,"Defend, promote and preserve individual rights and liberties under the U.S. and Connecticut constitutions in state and federal court, the General Assembly and the state's 169 towns and cities.","765 Asylum AV
HARTFORD, Connecticut 06105
(41.769142, -72.689825)"
"HARTFORD SOCCER CLUB",,,"06105","(860) 212-9722",,"http://www.hartfordsoccerclub.com","Youth and Family Enrichment",,,,,,,,"Provide opportunities for Hartford youth to learn and to play soccer.","237 OXFORD ST
HARTFORD, Connecticut 06105
(41.771468, -72.713312)"
"INDEPENDENCE UNLIMITED","North Annex, Suite D",,"06106","(860) 523-5021","contact@independencetunlimited.org","http://www.independenceunlimited.org",,"Support Services",,,,,,,"Assist individuals with disabilities in the Greater Hartford Area to achieve their goals and dreams for ian indepenent life style.","151 NEW PARK AV
HARTFORD, Connecticut 06106
(41.752251, -72.709645)"
"DEPARTMENT OF EDUCATION: STATE OF CONNECTICUT",,,"06103","(860) 713-6543",,"http://www.sde.ct.gov",,,,,"Government Agency",,,,"Ensure equal opportunity and excellence in education for all Connecticut students through leadership, curriculum, research, planning, evaluation, assessment, data analyses, and other assistance.","450 COLUMBUS BLVD
HARTFORD, Connecticut 06103
(41.767017, -72.6694)"
"COMMUNITY SUBSTANCE ABUSE CENTER",,,"06120","(860) 247-8300","info@csachelp.com","http://www.csacmethadone.com",,"Support Services",,,,,,,"Providing high-quality, cost-effective care that treats all individuals with the utmost dignity and respect and foster a work environment that supports the diversity, health, and growth of each employee.","55 FISHFRY ST
HARTFORD, Connecticut 06120
(41.793571, -72.659046)"
"CONNECTIKID, INC",,,"06105","(860) 522-8710","awilliams@ct-kids.org","http://www.ct-kids.org","Youth and Family Enrichment",,,,,,,,"Provide successful mentors, individualized tutoring, enriching activities, and stimulating environments for Hartford's children.","814 ASYLUM AV
HARTFORD, Connecticut 06105
(41.769609, -72.691763)"
"HARTFORD KNIGHTS YOUTH ORGANIZATION","SUITE 202",,"06105","(860) 756-5527","thomas@hartfordnights.org","http://www.hartfordknights.org","Youth and Family Enrichment",,,,,,,,"Ensure the scholastic and social success of every young person we serve to better enable them to have a positive, far-reaching effect on our community.","641 FARMINGTON AV
HARTFORD, Connecticut 06105
(41.76571, -72.715057)"
"JONIS CHILD CARE & PRESCHOOL",,,"06103","(860) 549-2422","hartford@jonischildcare.com","http://www.jonischildcare.com",,,,"Early Childhood Education",,,,,"Provide families with child care and preschool that features its NAEYC Accreditation, Academic Curriculum, Flexible Scheduling, Friendly Responsive Staff, Open-Door Policy, Affordable Rates, and No Contracts.","1 STATE ST
HARTFORD, Connecticut 06103
(41.765623, -72.669515)"
"SAINT MONICA'S EPISCOPAL CHURCH FOOD PANTRY AND SOUP KITCHEN",,,"06120","(860) 522-7761",,"http://www.rector1904.wix.com/monica",,"Support Services",,,,,,,"Serve lunch to Hartford residents in need 12noon-2pm on third and fourth Saturdays of every month. The food pantry serves Hartford residents in need and is open W,F: 10am-12noon.","3575 MAIN ST
HARTFORD, Connecticut 06120
(41.80076, -72.66114)"
"OUR LADY OF FATIMA DAY CARE CENTER",,,"06106","(860) 233-8037","Olfdaycare2000@yahooo.com","http://www.ourladyoffatimachurch.org",,,,"Early Childhood Education",,,,,"Strive to be faithful to the Lord's teachings and to the Catholic tradition through liturgy, education and service","20 MADISON AV
HARTFORD, Connecticut 06106
(41.752359, -72.711445)"
"HARTFORD SYMPHONY ORCHESTRA MUSICAL INSTRUMENT DONATION PROGRAM","2nd Floor",,"06103","(860) 246-8742","info@hartfordsymphony.org","http://www.hartfordsymphony.org","Youth and Family Enrichment",,,,,,,,"The mission of the Hartford Symphony Orchestra is to perform live orchestral music of the highest quality for everexpanding audiences and to increase, through its educational programs, the understanding and enjoyment of that music by residents of Connecticut","100 PEARL ST
HARTFORD, Connecticut 06103
(41.766064, -72.674794)"
"CATHOLIC CHARITIES: SS CYRIL AND METHODIUS EARLY CHILDHOOD CENTER",,,"06105","(860) 527-3775","dplourde@ccaoh.org","http://www.ccaoh.org",,,,"Early Childhood Education",,,,,"Offer quality, state licensed, full-time child care for children ages 3-5 years old.","45 GROTON ST
HARTFORD, Connecticut 06105
(41.754838, -72.673233)"
"COMMUNITY SCHOOL AT WEST MIDDLE (managed by BOYS & GIRLS CLUB OF HARTFORD)",,,"06112","(860) 695-5510

","jbumpers@bgchartford.org","http://www.bgchartford.org","Youth and Family Enrichment",,,,,,,,"Provide a safe, supportive atmosphere where children and teens can learn and grow and reach their full potential as productive, caring and responsible citizens.","44 NILES ST
HARTFORD, Connecticut 06112
(41.769666, -72.696476)"
"WEST MIDDLE ELEMENTARY SCHOOL (PK 4-5)",,,"06112","(860) 695-5484",,"http://www.hartfordschools.org",,,,,,"Schools",,,"Dynamically educate students by fostering high expectations through a joint collaboration of school, home, and a supportive community","44 NILES ST
HARTFORD, Connecticut 06112
(41.769666, -72.696476)"
"NORTHEND CHURCH OF CHRIST FOOD PANTRY",,,"06112","(860) 525-5463",,"Unlisted/Unavailable",,"Support Services",,,,,,,"Food pantry in Hartford's Northend is open to Hartford residents in need on the second and fourth Fridays of the month, 10am-12noon. Food pantry is also open at other times for emergencies only","687 ALBANY AV
HARTFORD, Connecticut 06112
(41.778816, -72.688239)"
"HARTFORD CITY MISSION",,,"06112","(860) 246-0132",,"http://www.hartfordcitymission.org","Youth and Family Enrichment",,,,,,,,"Hartford City Mission (HCM) is dedicated to transforming the spiritual, educational, and social fabric of the North End of Hartford.","280 VINE ST
HARTFORD, Connecticut 06112
(41.788649, -72.687166)"
"COMMUNITY SCHOOLS AT MILNER JUMOKE ACADEMY HONORS (managed by CATHOLIC CHARITIES)",,,"06112","(860) 695-4457",,"http://www.ccaoh.org","Youth and Family Enrichment",,,,,,,,"Promote the dignity, self-sufficiency and potential of those in need.","104 VINE ST
HARTFORD, Connecticut 06112
(41.782572, -72.688205)"
"HARTFORD HOSPITAL",,,"06106","(860) 545-5000",,"http://www.harthosp.org",,"Support Services",,,,,,,"Provide prenatal and postnatal education, regardless of ability to pay, to expectant and new families delivering at Hartford Hospital.","80 SEYMOUR ST
HARTFORD, Connecticut 06106
(41.754123, -72.68082)"
"HANDS ON HARTFORD",,,"06105","(860) 728-3201",,"http://www.handsonhartford.org/",,"Support Services",,,,,,,"Provide Hartford's neediest residents with assistance in obtaining  food, housing, and economic security","55 BARTHOLOMEW AV
HARTFORD, Connecticut 06105
(41.755913, -72.703218)"
"THE FAMILY RESOURCE CENTER AT BURNS LATINO STUDIES ACADEMY","Room 115",,"06106","(860) 695-2994","mabermudez@villageforchildren.org","https://www.hartfordschools.org",,"Support Services",,,,,,,"We seek to satisfy families beyond their expectations by linking students, parents, principals, teachers, employees, and the community to available resources and ensure accurate information and quality assistance for all.","195 PUTNAM ST
HARTFORD, Connecticut 06106
(41.761181, -72.690452)"
"SAFE KIDS CONNECTICUT",,,"06106","(860) 837-5319","lrivera03@connecticutchildrens.org","http://www.ctsafekids.org",,,"Civic Engagement",,,,,,"Reduce the incidence of unintentional childhood injuries among children ages 0 through 14 through statewide safety laws, advocacy, public awareness campaigns, and by providing information on automobile, bicycle, home and toy safety","282 WASHINGTON ST
HARTFORD, Connecticut 06106
(41.753482, -72.682812)"
"IMMANUEL HOUSE",,,"06105","(860) 525-4228",,"Unlisted/Unavailable",,"Support Services",,,,,,,"Provide a high-quality assisted living facility for the elderly.","15 WOODLAND ST
HARTFORD, Connecticut 06105
(41.768259, -72.702188)"
"ACHIEVEMENT FIRST HARTFORD HIGH ACADEMY (9-10)",,,"06112","(860) 695-6680","admissionsCT@achievementfirst.org","http://www.achievementfirst.org",,,,,,"Schools",,,"Provide all of our students with the academic and character skills they need to graduate from top colleges, to succeed in a competitive world and to serve as the next generation of leaders in our communities.","305 GREENFIELD ST
HARTFORD, Connecticut 06112
(41.784608, -72.697162)"
"COMMUNITY RENEWAL TEAM, INC. (CRT) - JOB CORPS EARLY CARE CENTER",,,"06106","(860) 560-5401","ECE@crtct.org","http://www.crtct.org",,,,"Early Childhood Education",,,,,"Offer Head Start and School Readiness for preschool children; Infant/toddler day care; after school programs; breakfast and lunch for  children during the summer months; and a food subsidy for home day care providers.","100 WILLIAM SHORTY CAMPBELL ST
HARTFORD, Connecticut 06106
(41.739175, -72.710021)"
