"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2015","General Government","Finance","ASSESSMENT                    ","PURCH PROPERTY SVC  ","400","400","General Fund","Tax Supported","RENTAL OF OFFICE EQUIP        ","Operating Expense"
"2015","General Government","Finance","ASSESSMENT                    ","OTHER PURCH SVC     ","4600","4600","General Fund","Tax Supported","OUTSIDE PRINTING SERVICE      ","Operating Expense"
"2015","General Government","Finance","ASSESSMENT                    ","OTHER PURCH SVC     ","400","400","General Fund","Tax Supported","ADVERTISEMENT                 ","Operating Expense"
"2015","General Government","Finance","ASSESSMENT                    ","SUPPLIES            ","3000","3000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Finance","ASSESSMENT                    ","SUPPLIES            ","1500","1500","General Fund","Tax Supported","SUBSCRIPTIONS-PERIODICALS     ","Operating Expense"
"2015","General Government","Finance","ASSESSMENT                    ","DEBT SVC & MISC     ","1225","1225","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","Health","Health and Human Services","ENVIRONMENTAL HEALTH          ","SALARIES/WAGES      ","1012357","954572","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Health","Health and Human Services","ENVIRONMENTAL HEALTH          ","SALARIES/WAGES      ","1000","1000","General Fund","Tax Supported","HOLIDAY PAY                   ","Personnel Cost"
"2015","Health","Health and Human Services","ENVIRONMENTAL HEALTH          ","SALARIES/WAGES      ","7800","7800","General Fund","Tax Supported","FIRST SHIFT - 1X OVERTIME     ","Personnel Cost"
"2015","Health","Health and Human Services","ENVIRONMENTAL HEALTH          ","SALARIES/WAGES      ","4400","4400","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","Health","Health and Human Services","ENVIRONMENTAL HEALTH          ","SUPPLIES            ","1200","1200","General Fund","Tax Supported","UNIFORMS & ACCESSORIES        ","Operating Expense"
"2015","Health","Health and Human Services","SENIOR & COMMUNITY SERVICES   ","SALARIES/WAGES      ","308283","308283","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","Health","Health and Human Services","SENIOR & COMMUNITY SERVICES   ","SALARIES/WAGES      ","250","250","General Fund","Tax Supported","HOLIDAY PAY                   ","Personnel Cost"
"2015","Health","Health and Human Services","SENIOR & COMMUNITY SERVICES   ","SALARIES/WAGES      ","950","950","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","Health","Health and Human Services","SENIOR & COMMUNITY SERVICES   ","SALARIES/WAGES      ","14000","14000","General Fund","Tax Supported","SEASONAL EMPLOYEE/ 90 DAY TEMP","Personnel Cost"
"2015","Health","Health and Human Services","SENIOR & COMMUNITY SERVICES   ","PURCH PROF & TECH SV","836115","762827","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Health","Health and Human Services","SENIOR & COMMUNITY SERVICES   ","OTHER ITEMS         ","998834","923921","General Fund","Tax Supported","TRANSPORTATION SERVICE        ","Operating Expense"
"2015","Health","Health and Human Services","SENIOR & COMMUNITY SERVICES   ","OTHER ITEMS         ","130000","120250","General Fund","Tax Supported","TRANSFER TO OTHER FUNDS       ","Operating Expense"
"2015","Health","Health and Human Services","LIVABLE NEIGHBORHOOD          ","SALARIES/WAGES      ","40010","0","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","General Government","MHIS","APPLICATION ENGINEERING       ","OTHER ITEMS         ","177433","0","General Fund","Tax Supported","OPERATING TRANSFER OUT        ","Operating Expense"
"2015","General Government","Public Works","ENGINEERING                   ","PURCH PROPERTY SVC  ","2000","2000","General Fund","Tax Supported","OTHER EQUIPMENT MAINTENANCE   ","Operating Expense"
"2015","General Government","Treasurer","EXECUTIVE OFFICE              ","DEBT SVC & MISC     ","1600","1600","General Fund","Tax Supported","CITY CONTRIB TO PUBLIC PROGRAM","Operating Expense"
"2015","General Government","Public Works","EQUIPMENT SERVICES            ","SALARIES/WAGES      ","890750","890750","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Public Works","EQUIPMENT SERVICES            ","SALARIES/WAGES      ","100000","100000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","General Government","Public Works","EQUIPMENT SERVICES            ","SALARIES/WAGES      ","12000","12000","General Fund","Tax Supported","FIRST SHIFT-2X OVERTIME       ","Personnel Cost"
"2015","General Government","Public Works","EQUIPMENT SERVICES            ","SALARIES/WAGES      ","30000","30000","General Fund","Tax Supported","SNOW & ICE OVERTIME 1.5       ","Personnel Cost"
"2015","General Government","Public Works","EQUIPMENT SERVICES            ","SALARIES/WAGES      ","4400","4400","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Public Works","EQUIPMENT SERVICES            ","PURCH PROF & TECH SV","433390","433390","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Public Works","EQUIPMENT SERVICES            ","SUPPLIES            ","631000","631000","General Fund","Tax Supported","MOTOR VEHICLE REPAIR          ","Operating Expense"
"2015","General Government","Public Works","FLOOD CONTROL OPERATIONS      ","SALARIES/WAGES      ","172129","172129","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","General Government","Public Works","FLOOD CONTROL OPERATIONS      ","SALARIES/WAGES      ","31000","31000","General Fund","Tax Supported","OVERTIME 1.5X OVERTIME        ","Personnel Cost"
"2015","General Government","Public Works","FLOOD CONTROL OPERATIONS      ","SALARIES/WAGES      ","4000","4000","General Fund","Tax Supported","SNOW & ICE OVERTIME 1.5       ","Personnel Cost"
"2015","General Government","Public Works","FLOOD CONTROL OPERATIONS      ","SALARIES/WAGES      ","650","650","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Public Works","FLOOD CONTROL OPERATIONS      ","PURCH PROF & TECH SV","30000","30000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Public Works","FLOOD CONTROL OPERATIONS      ","PURCH PROPERTY SVC  ","20000","20000","General Fund","Tax Supported","OTHER EQUIPMENT MAINTENANCE   ","Operating Expense"
"2015","General Government","Public Works","FLOOD CONTROL OPERATIONS      ","PROPERTY            ","10000","10000","General Fund","Tax Supported","OTHER EQUIPMENT OVER $1000    ","Operating Expense"
"2015","General Government","Library","LIBRARY ADMINISTRATION        ","OTHER ITEMS         ","8215000","8215000","General Fund","Tax Supported","OPERATING TRANSFER OUT        ","Operating Expense"
"2015","General Government","Human Resources","BENEFITS ADMINSTRATION        ","SALARIES/WAGES      ","230884","230884","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","General Government","Human Resources","BENEFITS ADMINSTRATION        ","SALARIES/WAGES      ","125","125","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Human Resources","BENEFITS ADMINSTRATION        ","PURCH PROF & TECH SV","15000","15000","General Fund","Tax Supported","CONTRACT CONSULTANT SERV      ","Operating Expense"
"2015","General Government","OMB","BUDGET DEVELOPMENT AND CONTROL","SALARIES/WAGES      ","375077","393077","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","OMB","BUDGET DEVELOPMENT AND CONTROL","SALARIES/WAGES      ","750","750","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Families Children Youth and Recreation","OFFICE FOR YOUNG CHILDREN     ","SALARIES/WAGES      ","112863","112863","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","General Government","Families Children Youth and Recreation","OFFICE FOR YOUNG CHILDREN     ","PURCH PROF & TECH SV","95000","95000","General Fund","Tax Supported","CONTRACT CONSULTANT SERV      ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","OFFICE FOR YOUNG CHILDREN     ","OTHER PURCH SVC     ","500","500","General Fund","Tax Supported","MILEAGE & TRAV ALLOW-CITY     ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","OFFICE FOR YOUNG CHILDREN     ","OTHER ITEMS         ","140000","140000","General Fund","Tax Supported","OPERATING TRANSFER OUT        ","Operating Expense"
"2015","General Government","Chief Operating Officer","COO PROCUREMENT SERVICES      ","SALARIES/WAGES      ","425651","425651","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Mayor","SUPPORT SERVICES              ","SALARIES/WAGES      ","422061","422061","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Mayor","SUPPORT SERVICES              ","SALARIES/WAGES      ","47000","47000","General Fund","Tax Supported","PERMANENT PART TIME           ","Personnel Cost"
"2015","General Government","Mayor","SUPPORT SERVICES              ","PURCH PROF & TECH SV","3331","3331","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","PURCH PROPERTY SVC  ","1045","0","General Fund","Tax Supported","RENTAL OF OFFICE EQUIP        ","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","OTHER PURCH SVC     ","2850","0","General Fund","Tax Supported","ADVERTISING                   ","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","OTHER PURCH SVC     ","2000","0","General Fund","Tax Supported","OUTSIDE PRINTING SERVICE      ","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","OTHER PURCH SVC     ","475","475","General Fund","Tax Supported","MILEAGE & TRAV ALLOW-CITY     ","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","OTHER PURCH SVC     ","475","0","General Fund","Tax Supported","FREIGHT & EXPRESS CHARGES     ","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","SUPPLIES            ","3800","3800","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","SUPPLIES            ","7500","0","General Fund","Tax Supported","MISCELLANEOUS NON-PERSONNEL EX","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","SUPPLIES            ","950","0","General Fund","Tax Supported","SUBSCRIPTIONS/PERIODICALS     ","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","DEBT SVC & MISC     ","4600","1600","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","DEBT SVC & MISC     ","8000","5750","General Fund","Tax Supported","ATTEND AT PROF CONV/CONF      ","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","DEBT SVC & MISC     ","5000","8750","General Fund","Tax Supported","BUSINESS MEETING EXPENSES     ","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","OTHER ITEMS         ","190","0","General Fund","Tax Supported","PARKING GARAGE EXPENSES       ","Operating Expense"
"2015","General Government","Mayor","SUPPORT SERVICES              ","OTHER ITEMS         ","1425","1425","General Fund","Tax Supported","FRAMING  (PHOTOS ART ECT)     ","Operating Expense"
"2015","General Government","Treasurer","EXECUTIVE OFFICE              ","SALARIES/WAGES      ","133434","133434","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Treasurer","EXECUTIVE OFFICE              ","SALARIES/WAGES      ","600","600","General Fund","Tax Supported","LONGEVITY                     ","Personnel Cost"
"2015","General Government","Treasurer","EXECUTIVE OFFICE              ","SUPPLIES            ","222","222","General Fund","Tax Supported","SUBSCRIPTIONS-PERIODICALS     ","Operating Expense"
"2015","General Government","Treasurer","EXECUTIVE OFFICE              ","DEBT SVC & MISC     ","130","130","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Treasurer","EXECUTIVE OFFICE              ","DEBT SVC & MISC     ","500","500","General Fund","Tax Supported","BUSINESS MEETING EXPENSES     ","Operating Expense"
"2015","General Government","Treasurer","INVESTMENT MANAGEMENT         ","SALARIES/WAGES      ","11438","11438","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Treasurer","INVESTMENT MANAGEMENT         ","SALARIES/WAGES      ","175","175","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","SALARIES/WAGES      ","125365","125693","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","SALARIES/WAGES      ","403","403","General Fund","Tax Supported","FIRST SHIFT - 1X OVERTIME     ","Personnel Cost"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","SALARIES/WAGES      ","3597","3597","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","SALARIES/WAGES      ","250","250","General Fund","Tax Supported","LONGEVITY                     ","Personnel Cost"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","SALARIES/WAGES      ","125401","43796","General Fund","Tax Supported","PART TIME EMPLOYEES           ","Personnel Cost"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","PURCH PROF & TECH SV","16038","8538","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","PURCH PROPERTY SVC  ","744","744","General Fund","Tax Supported","OFFICE EQUIP-SERV CONTRAC     ","Operating Expense"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","PURCH PROPERTY SVC  ","6500","6500","General Fund","Tax Supported","OTHER EQUIPMENT MAINTENANCE   ","Operating Expense"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","PURCH PROPERTY SVC  ","3175","4525","General Fund","Tax Supported","RENTAL OF POLLING PLACES      ","Operating Expense"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","OTHER PURCH SVC     ","1386","1386","General Fund","Tax Supported","MAILING SERVICES              ","Operating Expense"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","OTHER PURCH SVC     ","3600","3600","General Fund","Tax Supported","ADVERTISING                   ","Operating Expense"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","OTHER PURCH SVC     ","640","5575","General Fund","Tax Supported","OUTSIDE PRINTING SERVICE      ","Operating Expense"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","OTHER PURCH SVC     ","6048","9108","General Fund","Tax Supported","MOVING EXPENSE                ","Operating Expense"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","SUPPLIES            ","14793","8293","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","SUPPLIES            ","9026","9026","General Fund","Tax Supported","PHOTOCOPY SUPPLIES            ","Operating Expense"
"2015","General Government","Reg of Voters","ELECTION AND ADMINISTRATION   ","DEBT SVC & MISC     ","234","234","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","Public Safety","Police","SPECIAL EVENTS                ","SALARIES/WAGES      ","93100","93100","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","SPECIAL EVENTS                ","SALARIES/WAGES      ","450000","350000","General Fund","Tax Supported","SPECIAL EVENT OT 1.5          ","Personnel Cost"
"2015","Public Safety","Emerg. Serv. Telecommunication","HARTLINK SYSTEM MANAGEMENT    ","SALARIES/WAGES      ","166995","166995","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Emerg. Serv. Telecommunication","HARTLINK SYSTEM MANAGEMENT    ","SALARIES/WAGES      ","15000","15000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Emerg. Serv. Telecommunication","HARTLINK SYSTEM MANAGEMENT    ","PURCH PROF & TECH SV","15000","15000","General Fund","Tax Supported","SOFTWARE SUPPORT SVS          ","Operating Expense"
"2015","General Government","Development Services","MARKETING EVENTS & CUL AFFAIRS","SALARIES/WAGES      ","273171","273171","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","Public Safety","Emerg. Serv. Telecommunication","HARTLINK SYSTEM MANAGEMENT    ","PURCH PROF & TECH SV","170000","95000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","HARTLINK SYSTEM MANAGEMENT    ","PURCH PROPERTY SVC  ","25000","25000","General Fund","Tax Supported","OTHER EQUIPMENT MAINTENANCE   ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","13622","16654","General Fund","Tax Supported","SIREN SYSTEM MAINTENANCE      ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","HARTLINK SYSTEM MANAGEMENT    ","PURCH PROPERTY SVC  ","30000","30000","General Fund","Tax Supported","RENTAL OF OFFICES             ","Operating Expense"
"2015","General Government","Public Works","ENGINEERING                   ","SALARIES/WAGES      ","150523","150523","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Public Works","ENGINEERING                   ","SALARIES/WAGES      ","5000","5000","General Fund","Tax Supported","OVERTIME - 1X OVERTIME        ","Personnel Cost"
"2015","General Government","Public Works","ENGINEERING                   ","SALARIES/WAGES      ","1025","1025","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Public Works","ENGINEERING                   ","PURCH PROF & TECH SV","2500","2500","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Public Works","ENGINEERING                   ","DEBT SVC & MISC     ","600","600","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Public Works","ENGINEERING                   ","OTHER ITEMS         ","600","600","General Fund","Tax Supported","LICENSING FEES                ","Operating Expense"
"2014","General Government","Public Works","STREET SERVICES               ","PROPERTY            ","10000","13000","General Fund","Tax Supported","OTHER EQUIPMENT OVER $1000    ","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","SALARIES/WAGES      ","1554905","1610947","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","General Government","Public Works","DPW PARKS                     ","SALARIES/WAGES      ","110000","110000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2014","General Government","Public Works","DPW PARKS                     ","SALARIES/WAGES      ","6600","6600","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2014","General Government","Public Works","DPW PARKS                     ","SALARIES/WAGES      ","326719","326719","General Fund","Tax Supported","PART TIME EMPLOYEES           ","Personnel Cost"
"2014","General Government","Public Works","DPW PARKS                     ","PURCH PROF & TECH SV","36800","77800","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","2760","12760","General Fund","Tax Supported","GROUND MAINTENANCE SUPPLI     ","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","10000","10000","General Fund","Tax Supported","HAND TOOLS&GARDEN SUPPIES     ","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","16560","11560","General Fund","Tax Supported","RECREATION SUPPLIES           ","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","21160","26437","General Fund","Tax Supported","HORICULTURAL SUPPLIES         ","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","4600","8600","General Fund","Tax Supported","PAINT & PAINT SUPPLIES        ","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","SUPPLIES            ","3680","3680","General Fund","Tax Supported","LUMBER                        ","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","PROPERTY            ","0","20500","General Fund","Tax Supported","OTHER EQUIPMENT OVER $1000    ","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","PROPERTY            ","0","1000","General Fund","Tax Supported","RECREATIONAL EQUIPMENT UNDER $","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","OTHER ITEMS         ","1904","1904","General Fund","Tax Supported","LICENSING FEES                ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","SALARIES/WAGES      ","1260382","1297753","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","General Government","Public Works","FACILITIES                    ","SALARIES/WAGES      ","30000","30000","General Fund","Tax Supported","FIRST SHIFT - 1X OVERTIME     ","Personnel Cost"
"2014","General Government","Public Works","FACILITIES                    ","SALARIES/WAGES      ","5850","5850","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2014","General Government","Public Works","FACILITIES                    ","PURCH PROF & TECH SV","0","39845","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","PURCH PROF & TECH SV","92000","186193","General Fund","Tax Supported","SECURITY GUARD SERVICES       ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","50000","46508","General Fund","Tax Supported","CUSTODIAL SERVICES            ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","0","26737","General Fund","Tax Supported","ELEVATOR SERVICE              ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","130771","265112","General Fund","Tax Supported","OTHER EQUIPMENT MAINTENANCE   ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","3680","4680","General Fund","Tax Supported","ROOFING & WATERPROOFING       ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","3680","0","General Fund","Tax Supported","ASBESTOS REMOVAL              ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","3220","12209","General Fund","Tax Supported","DOORS & HARDWARE              ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","10000","3579","General Fund","Tax Supported","DRYWALL PLASTER AND PANELLING ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","SUPPLIES            ","50000","45000","General Fund","Tax Supported","CUSTODIAL SUPPLIES            ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","SUPPLIES            ","6900","305","General Fund","Tax Supported","PAINT & PAINT SUPPLIES        ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","SUPPLIES            ","10444","26794","General Fund","Tax Supported","ELEC SUPP (FIXTURES  BULB     ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","PROPERTY            ","10000","16000","General Fund","Tax Supported","OTHER EQUIPMENT OVER $1000    ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","OTHER ITEMS         ","1840","1840","General Fund","Tax Supported","LICENSING FEES                ","Operating Expense"
"2014","General Government","Public Works","STREET SERVICES               ","SALARIES/WAGES      ","1491334","1220028","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","General Government","Public Works","STREET SERVICES               ","SALARIES/WAGES      ","10000","10000","General Fund","Tax Supported","FIRST SHIFT - 1X OVERTIME     ","Personnel Cost"
"2014","General Government","Public Works","STREET SERVICES               ","SALARIES/WAGES      ","119000","119000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2014","General Government","Public Works","STREET SERVICES               ","SALARIES/WAGES      ","32500","32500","General Fund","Tax Supported","SPECIAL EVENT OT 1.5          ","Personnel Cost"
"2014","General Government","Public Works","STREET SERVICES               ","SALARIES/WAGES      ","6750","6750","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2014","General Government","Public Works","STREET SERVICES               ","PURCH PROPERTY SVC  ","10000","10000","General Fund","Tax Supported","OTHER EQUIPMENT MAINTENANCE   ","Operating Expense"
"2014","General Government","Public Works","STREET SERVICES               ","OTHER PURCH SVC     ","16000","28000","General Fund","Tax Supported","TELEPHONE & TELEGRAPH         ","Operating Expense"
"2014","General Government","Public Works","STREET SERVICES               ","SUPPLIES            ","20000","5000","General Fund","Tax Supported","PROTEC CLOTH & SAFETY EQU     ","Operating Expense"
"2014","General Government","Public Works","STREET SERVICES               ","SUPPLIES            ","736","736","General Fund","Tax Supported","GROUND MAINTENANCE SUPPLI     ","Operating Expense"
"2014","General Government","Public Works","STREET SERVICES               ","SUPPLIES            ","17639","58035","General Fund","Tax Supported","CEMENT  SAND  & GRAVEL        ","Operating Expense"
"2014","General Government","Public Works","STREET SERVICES               ","SUPPLIES            ","80200","49070","General Fund","Tax Supported","BITUMINUS MATERIALS           ","Operating Expense"
"2014","General Government","Reg of Voters","ADMINISTRATION                ","SALARIES/WAGES      ","250","250","General Fund","Tax Supported","LONGEVITY                     ","Personnel Cost"
"2014","General Government","Reg of Voters","OUTREACH                      ","OTHER PURCH SVC     ","2000","2000","General Fund","Tax Supported","ADVERTISING                   ","Operating Expense"
"2014","General Government","Reg of Voters","OUTREACH                      ","SUPPLIES            ","815","815","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2014","General Government","Corp Counsel","LIVABLE NEIGHBORHOODS         ","SALARIES/WAGES      ","60490","60490","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2014","General Government","Corp Counsel","LIVABLE NEIGHBORHOODS         ","SALARIES/WAGES      ","16000","16000","General Fund","Tax Supported","SEASONAL EMPLOYEE/ 90 DAY TEMP","Personnel Cost"
"2014","Public Safety","Police","POLICE MOUNTED PATROL         ","PURCH PROF & TECH SV","5000","2600","General Fund","Tax Supported","VETERINARY SERVICES           ","Operating Expense"
"2014","Public Safety","Police","VICE INTELLIGENCE & NARCOT DIV","PURCH PROPERTY SVC  ","20000","15300","General Fund","Tax Supported","RENTAL OF AUTOMOTIVE EQUI     ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","23000","24800","General Fund","Tax Supported","RENTAL OF ALARM DEVICES       ","Operating Expense"
"2014","General Government","Public Works","FACILITIES                    ","SUPPLIES            ","0","12502","General Fund","Tax Supported","PLUMBING SUPPLIES             ","Operating Expense"
"2014","General Government","Public Works","STREET SERVICES               ","PURCH PROPERTY SVC  ","5000","0","General Fund","Tax Supported","WALLS & FENCES                ","Operating Expense"
"2014","General Government","Public Works","STREET SERVICES               ","OTHER PURCH SVC     ","5000","5000","General Fund","Tax Supported","MEAL ALLOWANCE                ","Operating Expense"
"2014","General Government","Public Works","STREET SERVICES               ","Other","0","802972","General Fund","Tax Supported","YEAR END TRANSFER             ","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","PURCH PROPERTY SVC  ","15511","21911","General Fund","Tax Supported","RENTAL OF ALARM DEVICES       ","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","PURCH PROPERTY SVC  ","10057","10057","General Fund","Tax Supported","LANDSCAPING                   ","Operating Expense"
"2014","General Government","Public Works","DPW PARKS                     ","PURCH PROPERTY SVC  ","12880","22260","General Fund","Tax Supported","WALLS & FENCES                ","Operating Expense"
