"permit_number","apply_date","issue_date","expire_date","value","work_description","work_class","division","parcelid","status","permit_type","address","unit_or_suite","global_entity_name","first_name","last_name","geom"
"20110894-P000","2011-03-16T00:00:00.000","2011-03-22T00:00:00.000Z","2011-09-18T00:00:00.000Z","1950","REPLACE BOTH 40 GALLON NATURAL GAS HOT WATER HEATERS | (1ST & 2ND FLOORS)MUNIS Permit Number: 20110106","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","187615049","Issued","Plumbing","485 HILLSIDE AV",,,"CT NATURAL GAS",,"
,  
(41.737271219345864, -72.69724401139626)"
"20110879-B000","2011-03-16T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","5250","REMOVE ALL SHINGLES DOWN TO WOOD INSTALL ALL NEW ICE&WATER | BARRIER & 30YR SHINGLE W/RIDGE VENT & NEW FLASHINGSMUNIS Permit Number: 20110244","Reroof (1 and 2 Family)","Reroof (1 and 2 Family)","231673234","Issued","Building (Residential)","74 DOUGLAS ST",,,"KORKUT LLC",,"
,  
(41.73788412800207, -72.68095766586305)"
"20110904-E000","2011-03-16T00:00:00.000","2011-03-21T00:00:00.000Z","2011-09-17T00:00:00.000Z","900","INSTALL NEW 200AMP SERVICE. CRS#165-2647MUNIS Permit Number: 20110216","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","227543052","Issued","Electrical","29 LINCOLN ST",,"C.L. PECKHAM ELECTRICAL","CLAYTON","PECKHAM","
,  
(41.7533287099512, -72.68488082249375)"
"20110895-P000","2011-03-16T00:00:00.000","2011-03-22T00:00:00.000Z","2011-09-18T00:00:00.000Z","975","REPLACE EXISTING HOT WATER HEATER WITH SAMEMUNIS Permit Number: 20110107","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","210745015","Issued","Plumbing","231 FAIRFIELD AV",,,"CT NATURAL GAS",,"
,  
(41.73468371895653, -72.692959128394)"
"20110903-B000","2011-03-16T00:00:00.000","2011-04-13T00:00:00.000Z","2011-10-10T00:00:00.000Z","75000","INTERIOR RENOVATIONS FOR CONSTRUCTION OF CABINETS TO GO | AND LUMBER LIQUIDATORS (1ST FLOOR)MUNIS Permit Number: 20110302","Alteration","Building (L&I) - Alteration","299695010","Issued","Building (Commercial)","75 BRAINARD RD",,,"LLGC LLC",,"
,  
(41.73748043263656, -72.66029112828559)"
"20110877-C020","2011-03-16T00:00:00.000","2012-12-24T00:00:00.000Z",,"10000","EMERGENCY ROOF REPAIRMUNIS Permit Number: 20120806","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","242235001","Closed","Certificate of Approval","65 CENTER ST",,"TRYOUT CT LLC",,,"
,  
(41.77872875271512, -72.68014465036757)"
"20110899-B000","2011-03-16T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","6000","REMOVE & RE INSTALL SHEETROCK REPLACE APT DOOR FIRE RATED | 1HRS SELF CLOSING PUT KITCHEN COUNTER TILES ON KITCHENSMUNIS Permit Number: 20110243","Alteration","Building (L&I) - Alteration","134379041","Issued","Building (Residential)","201 SOUTH WHITNEY ST",,,"A & M EQUITIES LLC",,"
,  
(41.763669657491135, -72.71042126868666)"
"20110901-B000","2011-03-16T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","9860","STRIP ROOF,INSTALL 15LB FELT,ICE&WATER SHIELD,30YR ARCHITECT | SHINGLES,NEW GUTTERS,NEW FLASHINGMUNIS Permit Number: 20110242","Reroof (1 and 2 Family)","Reroof (1 and 2 Family)","148083089","Issued","Building (Residential)","251 BRANFORD ST",,"J T BURKE & SONS INC","JOHN","BURKE","
,  
(41.79804387420156, -72.70262624807037)"
"20110898-E000","2011-03-16T00:00:00.000","2011-03-21T00:00:00.000Z","2011-09-17T00:00:00.000Z","30000","INSTALL 12 OUTLETS AND RELAMP FIXTURES TEL/DATA WORK | (1ST FLOOR)MUNIS Permit Number: 20110215","Commercial","Building (L&I)/(DPW) - Commercial","269351008","Issued","Electrical","50 STATE ST",,"MAC-STATE SQUARE LLC",,,"
,  
(41.766500940273154, -72.6723489217553)"
"20110871-B000","2011-03-16T00:00:00.000","2011-04-04T00:00:00.000Z","2011-10-01T00:00:00.000Z","2500","EXPAND EXISTING DATA ROOM, NEW FRAMING, DOOR AND FINISHES, | NON STRUCTURE (1ST FLOOR - STATE HOUSE SQUARE)MUNIS Permit Number: 20110266","Alteration","Building (L&I) - Alteration","269351008","Issued","Building (Commercial)","58 STATE ST",,"PAC GROUP LLC",,,"
,  
(41.76640550569017, -72.67214426616201)"
"20110905-B000","2011-03-16T00:00:00.000","2011-04-05T00:00:00.000Z","2011-10-02T00:00:00.000Z","75000","REPLACEMENT OF WINDOWS ON (8TH FLOOR -ROGERS BLDG)MUNIS Permit Number: 20110274","Alteration","Building (L&I) - Alteration","202416001","Issued","Building (Commercial)","151 FARMINGTON AV",,"BARTLETT BRAINARD EAC0TT INC",,,"
,  
(41.764826899622, -72.69351363974847)"
"20110888-B000","2011-03-16T00:00:00.000","2011-03-22T00:00:00.000Z","2011-09-18T00:00:00.000Z","4000","REPAIRS TO ROOF - EMERGENCY ROOF IS LEAKING - COMPLETE STRIP | PLYWOODMUNIS Permit Number: 20110236","Alteration","Building (L&I) - Alteration","218156065","Issued","Building (Residential)","479 EDGEWOOD ST",,"MUNOZ DINO",,,"
,  
(41.787610120200895, -72.68393284254913)"
"20110906-B000","2011-03-16T00:00:00.000","2011-04-05T00:00:00.000Z","2011-10-02T00:00:00.000Z","75000","REPLACEMENT OF WINDOWS ON (9TH FLOOR - ROGERS BLDG)MUNIS Permit Number: 20110275","Alteration","Building (L&I) - Alteration","202416001","Issued","Building (Commercial)","151 FARMINGTON AV",,,"BARTLETT BRAINARD PRODUCTS CO",,"
,  
(41.764826899622, -72.69351363974847)"
"20110916-C020","2011-03-17T00:00:00.000","2013-01-10T00:00:00.000Z",,"1500","SHEETROCK REPAIR IN 1 BEDROOM AND 1/2 OF HALLWAY (DUE TO | FIRE & WATER DAMAGED) (1ST FLOOR - APT. 4-B)MUNIS Permit Number: 20130112","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","203429203","Issued","Certificate of Approval","178 LAWRENCE ST",,"BROAD LAWRENCE ASSOC",,,"
,  
(41.76108666738923, -72.68780042751631)"
"20110922-B000","2011-03-17T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","27500","REPAIR PARTITION WALLS IN BATHRM & KITCKEN TO INSTALL/REPAIR | PLUMBING, REPLACE INTERIOR & ENTRANCE DOORS, REPAIR B PORCHMUNIS Permit Number: 20110246","Alteration","Building (L&I) - Alteration","239113066","Issued","Building (Residential)","158 WESTLAND ST",,,"LUPER LLC",,"
,  
(41.79097582131035, -72.67918469279844)"
"20110908-E000","2011-03-17T00:00:00.000","2011-04-04T00:00:00.000Z","2011-10-01T00:00:00.000Z","144500","INSTALL NEW LIGHT FIXTURES,DEIMING SYSTEM, (F.A. FIRE ALARM) | DEVICES, BRANCH CIRCUITS & NEW PANEL BOARDS (1ST FL-EXE ROW)MUNIS Permit Number: 20110258","Commercial","Building (L&I)/(DPW) - Commercial","201269034","Issued","Electrical","690 ASYLUM AV",,,"KENNEDY ELECTRICAL CONTRACTORS INC",,"
,  
(41.76912026960523, -72.6871839023317)"
"20110907-E000","2011-03-17T00:00:00.000","2011-04-04T00:00:00.000Z","2011-10-01T00:00:00.000Z","85000","INSTALL NEW LIGHT FIXTURES, DIMING SYSTEM, BRANCH WIRING, | (FA-FIRE ALARM) DEVICES AND PANEL BOARD (1ST FL - BLISS)MUNIS Permit Number: 20110257","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Electrical","80 SEYMOUR ST",,,"KENNEDY ELECTRICAL CONTRACTORS INC",,"
,  
(41.75427461285394, -72.67988885396049)"
"20110920-C020","2011-03-17T00:00:00.000","2012-06-26T00:00:00.000Z",,"27500","REPAIR PARTITION WALL IN KITCHEN & BATHRM, TO INSTALL/REPAIR | PLUMBING, REPLACE INTERIOR & ENTRANCE DOORS, REPAIR B PORCHMUNIS Permit Number: 20120509","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","239113067","Issued","Certificate of Approval","154 WESTLAND ST",,,"LUPER LLC",,"
,  
(41.79093015001475, -72.67902972326745)"
"20110912-B000","2011-03-17T00:00:00.000","2011-04-07T00:00:00.000Z","2011-10-04T00:00:00.000Z","8000","INSTALL 20 SQ. ARCHITECTURAL SHINGLES TO REPAIR 20 SQ | SHINGLE AREA & STRIP ROOF TO SHEATHINGMUNIS Permit Number: 20110288","Reroof (1 and 2 Family)","Reroof (1 and 2 Family)","227544020","Issued","Building (Residential)","55 ALLEN PL",,,"PALAFOX HOME IMPROVEMENT & LANDSCAPING",,"
,  
(41.752231125694564, -72.68560123123656)"
"20110913-M000","2011-03-17T00:00:00.000","2011-04-05T00:00:00.000Z","2011-10-02T00:00:00.000Z","3900","REPLACING EXISTING GAS BOILER (BROKEN - NO HEAT)MUNIS Permit Number: 20110173","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","170025030","Issued","Mechanical","479 CORNWALL ST",,"SPENCE KAMMY A",,,"
,  
(41.80345741267516, -72.69851900366842)"
"20110920-B000","2011-03-17T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","27500","REPAIR PARTITION WALL IN KITCHEN & BATHRM, TO INSTALL/REPAIR | PLUMBING, REPLACE INTERIOR & ENTRANCE DOORS, REPAIR B PORCHMUNIS Permit Number: 20110247","Alteration","Building (L&I) - Alteration","239113067","Issued","Building (Residential)","154 WESTLAND ST",,,"REGO CONSTRUCTION LLC",,"
,  
(41.79093015001475, -72.67902972326745)"
"20110924-B000","2011-03-17T00:00:00.000","2011-04-12T00:00:00.000Z","2011-10-09T00:00:00.000Z","500","REMOVE WALLS TO CREATE LARGE ROOM (2ND FLOOR)MUNIS Permit Number: 20110298","Alteration","Building (L&I) - Alteration","155315020","Issued","Building (Commercial)","85 GILLETT ST",,"85 GILLETT LLC",,,"
,  
(41.771173089855495, -72.69942471792184)"
"20110925-B000","2011-03-17T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","12800","REMOVAL OF (3) NON WEIGHT BEARING WALL, CONSTRUCTION OF (5) | NON WEIGHT BEARING WALL - 2 FULL HEIGHT WALL & 3 HALF WALLSMUNIS Permit Number: 20110248","Alteration","Building (L&I) - Alteration","299695010","Issued","Building (Commercial)","75 BRAINARD RD",,,"E JENNINGS & SON LLC",,"
,  
(41.73748043263656, -72.66029112828559)"
"20110911-M000","2011-03-17T00:00:00.000","2011-04-05T00:00:00.000Z","2011-10-02T00:00:00.000Z","7000","REMOVE OLD UNIT AND INSTALL NEW UNIT INTO EXISTING DUCT. | WATER SOURCE HEAT PUMPS AND ASSOCIATED DUCT FOR OFFICESMUNIS Permit Number: 20110172","Commercial","Building (L&I)/(DPW) - Commercial","268350014","Issued","Mechanical","942 MAIN ST",,,"RICHARDSON REDO LLC",,"
,  
(41.76804673123375, -72.6728340976067)"
"20110922-C020","2011-03-17T00:00:00.000","2012-06-26T00:00:00.000Z",,"27500","REPAIR PARTITION WALLS IN BATHRM & KITCKEN TO INSTALL/REPAIR | PLUMBING, REPLACE INTERIOR & ENTRANCE DOORS, REPAIR B PORCHMUNIS Permit Number: 20120508","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","239113066","Issued","Certificate of Approval","158 WESTLAND ST",,,"LUPER LLC",,"
,  
(41.79097582131035, -72.67918469279844)"
"20110916-B000","2011-03-17T00:00:00.000","2011-03-22T00:00:00.000Z","2011-09-18T00:00:00.000Z","1500","SHEETROCK REPAIR IN 1 BEDROOM AND 1/2 OF HALLWAY (DUE TO | FIRE & WATER DAMAGED) (1ST FLOOR - APT. 4-B)MUNIS Permit Number: 20110237","Alteration","Building (L&I) - Alteration","203429203","Issued","Building (Residential)","178 LAWRENCE ST",,"BROAD LAWRENCE ASSOC",,,"
,  
(41.76108666738923, -72.68780042751631)"
"20110952-K000","2011-03-18T00:00:00.000","2011-04-25T00:00:00.000Z","2011-10-22T00:00:00.000Z","47700","INSTALLATION OF NEW 8"" SPRINKLER MAIN TO TIE INTO EXISTING | 8"" SERVICE ( C & D LEVELS - HARTFORD INSURANCE GROUP)MUNIS Permit Number: 20110047","Commercial","Building (L&I)/(DPW) - Commercial","201269034","Issued","Fire Suppression","690 ASYLUM ST",,"ALLIED FIRE PROTECTION INC",,,"
,  
(41.768811336474464, -72.68728349824036)"
"20110946-M000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","4600","REMOVE&DISPOSE OF EXISTING FURNANCE FROM PEREMISES.FURNISH | &INSTALL1-BAYERTOWN REGAL REI1000 FURNANCE W/ECM MOTORMUNIS Permit Number: 20110159","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","200266177","Issued","Mechanical","48 ASHLEY ST",,"MENDES MARTIN",,,"
,  
(41.77397319492648, -72.68920498656388)"
"20110930-C020","2011-03-18T00:00:00.000","2012-12-05T00:00:00.000Z",,"117500","NEW DUCTWORK, VAVS, RGD'S, INDUCTION UNITS & PIPING PER | PLANS (LEVEL 1- HIM)MUNIS Permit Number: 20120754","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Certificate of Approval","80 SEYMOUR ST",,"HARTFORD HOSPITAL",,,"
,  
(41.75427461285394, -72.67988885396049)"
"20110926-B000","2011-03-18T00:00:00.000","2011-04-13T00:00:00.000Z","2011-10-10T00:00:00.000Z","5000","FRAMING AND INSULATION SHEETROCK, NEW WINDOWS, SIDINGMUNIS Permit Number: 20110299","Alteration","Building (L&I) - Alteration","252682229","Issued","Building (Residential)","66 BLISS ST",,,"CHICLAYO HOME IMPROVEMENT LLC",,"
,  
(41.740901178258426, -72.67539465041496)"
"20110929-C020","2011-03-18T00:00:00.000","2013-01-31T00:00:00.000Z",,"64000","NEW ROOF DRAINAGE, OVERFLOW DRAINAGE, WATER PIPING AND | HOOKUIPS PER PLANS (LEVEL 1- CHAPEL)MUNIS Permit Number: 20130441","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Certificate of Approval","80 SEYMOUR ST",,"HARTFORD HOSPITAL",,,"
,  
(41.75427461285394, -72.67988885396049)"
"20110938-E000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","1000","ADDING RECEPTACLES FOR COMPUTER/CONVENIENCE & MONITORSMUNIS Permit Number: 20110232","Commercial","Building (L&I)/(DPW) - Commercial","227550155","Issued","Electrical","282 WASHINGTON ST","2FL",,"CONNECTICUT CHILDREN'S MEDICAL CENTER",,"
,  
(41.753869959524586, -72.68222432044227)"
"20110944-M000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","6750","REMOVE&DISPOSE OF EXISTING BOILER FROM PREMISES. FURNISH | &INSTALL WEIL MCLAIN WTGO-5MUNIS Permit Number: 20110161","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","284120038","Issued","Mechanical","79 TOWER AV",,"EDWARD LUCAS",,,"
,  
(41.79679729060194, -72.66692511811428)"
"20110950-P000","2011-03-18T00:00:00.000","2011-03-24T00:00:00.000Z","2011-09-20T00:00:00.000Z","800","FLUE PIPING FOR 2 HEATERS & GAS PIPE, DRIP TEE, INSTALL VENT | DAMPER BOILER RM, CHECK PLUMB FOR BATHRM & KITCHEN AID ONLYMUNIS Permit Number: 20110109","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","209641166","Issued","Plumbing","391 WEST PRESTON ST",,"DIAZ ALFONSO",,,"
,  
(41.737387541161695, -72.68943296674932)"
"20110934-E000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","1000","TEMPORARY POWER FOR THE SPRING HOME SHOW AS NEEDEDMUNIS Permit Number: 20110229","Commercial","Building (L&I)/(DPW) - Commercial","287074001","Issued","Electrical","265 REV R.A. MOODY OVPS",,"CONNECTICUT EXPO CENTER LLC",,,"
,  
(41.78330648583723, -72.66668780196485)"
"20110928-P000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","850","REPLACE EXISTING 40 GALLON NATURAL GAS WATER HEATER | STATE-KENMOREMUNIS Permit Number: 20110110","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","205543123","Issued","Plumbing","1222 BROAD ST",,"ALL PLUMBING REPAIR","MIKE","MARANDINO","
,  
(41.752700067075416, -72.68694531837583)"
"20110931-E000","2011-03-18T00:00:00.000","2011-03-24T00:00:00.000Z","2011-09-20T00:00:00.000Z","1000","TEMP WIRING OF THE CASTLEBERRY CRAFT SHOW - LATINO EXPOMUNIS Permit Number: 20110223","Commercial","Building (L&I)/(DPW) - Commercial","287074001","Issued","Electrical","265 REV R.A. MOODY OVPS",,"CONNECTICUT EXPO CENTER LLC",,,"
,  
(41.78330648583723, -72.66668780196485)"
"20110927-P000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","850","REPLACE EXISTING 40 GALLON NATURAL GAS WATER HEATER. | STATE-KENMOREMUNIS Permit Number: 20110111","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","142707055","Issued","Plumbing","815 NEW BRITAIN AV",,"ALL PLUMBING REPAIR","MIKE","MARANDINO","
,  
(41.73242034298664, -72.71006977285067)"
"20110926-C020","2011-03-18T00:00:00.000","2012-03-22T00:00:00.000Z",,"5000","FRAMING AND INSULATION SHEETROCK, NEW WINDOWS, SIDINGMUNIS Permit Number: 20120252","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","252682229","Issued","Certificate of Approval","66 BLISS ST",,"TARRILLO SEGUNDO A",,,"
,  
(41.740901178258426, -72.67539465041496)"
"20110945-M000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","4900","REMOVE &DISPOSE OF EXISTING BOILER FROM PREMISES. FURNISH | &INSTALL 1 WEIL MCLAIN WTGO-4MUNIS Permit Number: 20110160","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","188736094","Issued","Mechanical","224 LINNMOORE ST",,"MITCHELL FUEL CO INC","MATTHEW","MITCHELL","
,  
(41.732738329762064, -72.69714814021233)"
"20110943-M000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","5500","REMOVE&DISPOSE OF EXISTING BOILER FROM PREMISES FURNISH | AND INSTALL WEIL MCLAIN WTGO-4MUNIS Permit Number: 20110162","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","240166123","Issued","Mechanical","42 CLARK ST",,"MITCHELL FUEL CO INC","MATTHEW","MITCHELL","
,  
(41.786035920007016, -72.67746287146026)"
"20110940-M000","2011-03-18T00:00:00.000","2011-06-16T00:00:00.000Z","2011-12-13T00:00:00.000Z","400","INSTALLATION OF NEW RETURN INLET IN ROOM #2578 - 2ND FLMUNIS Permit Number: 20110294","Commercial","Building (L&I)/(DPW) - Commercial","227550155","Issued","Mechanical","282 WASHINGTON ST","2FL",,"CONNECTICUT CHILDREN'S MEDICAL CENTER",,"
,  
(41.753869959524586, -72.68222432044227)"
"20110929-P000","2011-03-18T00:00:00.000","2011-04-06T00:00:00.000Z","2011-10-03T00:00:00.000Z","64000","NEW ROOF DRAINAGE, OVERFLOW DRAINAGE, WATER PIPING AND | HOOKUIPS PER PLANS (LEVEL 1- CHAPEL)MUNIS Permit Number: 20110127","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Plumbing","80 SEYMOUR ST",,"CREST MECHANICAL SERVICES",,,"
,  
(41.75427461285394, -72.67988885396049)"
"20110936-E000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","2500","INSTALL ELECTRIC HEAT IN (2) APARTMENT 2 HOT WATER HEATER | 2 ELECTRIC STOVEMUNIS Permit Number: 20110230","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","134379041","Issued","Electrical","201 SOUTH WHITNEY ST",,,"A & M EQUITIES LLC",,"
,  
(41.763669657491135, -72.71042126868666)"
"20110939-M010","2011-03-18T00:00:00.000","2011-04-05T00:00:00.000Z","2011-10-02T00:00:00.000Z","10000","REPLACE AIR LINES FOR CONTROL VALVES (1ST FLOOR)MUNIS Permit Number: 20110175","Commercial","Building (L&I)/(DPW) - Commercial","203418055","Issued","Mechanical","195 PUTNAM ST",,,"CITY OF HARTFORD BOARD OF EDUC",,"
,  
(41.761428424997625, -72.69163508478803)"
"20110942-K000","2011-03-18T00:00:00.000","2011-04-11T00:00:00.000Z","2011-10-08T00:00:00.000Z","800","RELOCATE 9 SPRINKLERS WITH NO ADDITIONAL SPRINKLERS BEING | ADDED (GROUND - 1ST FL ""WIRELESS ZONE"")MUNIS Permit Number: 20110036","Commercial","Building (L&I)/(DPW) - Commercial","245338101","Issued","Fire Suppression","225 TRUMBULL ST",,"LINDLEY DENNIS M",,,"
,  
(41.7682600040117, -72.6758279944352)"
"20110930-M000","2011-03-18T00:00:00.000","2011-04-05T00:00:00.000Z","2011-10-02T00:00:00.000Z","117500","NEW DUCTWORK, VAVS, RGD'S, INDUCTION UNITS & PIPING PER | PLANS (LEVEL 1- HIM)MUNIS Permit Number: 20110174","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Mechanical","80 SEYMOUR ST",,"HARTFORD HOSPITAL",,,"
,  
(41.75427461285394, -72.67988885396049)"
"20110948-M000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","4900","REMOVE&DISPOSE OF EXISTING BOILER FROM PREMISES.FURNISH& | INSTALL 1-WEIL MCLAIN WT60-3MUNIS Permit Number: 20110157","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","185523172","Issued","Mechanical","21 CATHERINE ST",,"CHARITZA CARRILLO",,,"
,  
(41.74637317207544, -72.695067811101)"
"20110949-M000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","1125","REMOVE&DISPOSE OF EXISTING HOT WATER HEATER FROM PREMISES | INSTALL 1-STATE 65 40 YBRT NATURAL GAS HOT WATER HEATERMUNIS Permit Number: 20110156","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","240118090","Issued","Mechanical","163 CLARK ST",,"SIMMONS DORIS",,,"
,  
(41.78937507080577, -72.67688888869914)"
"20110933-E000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","1000","TEMP WIRING FOR THE SPRING ANTIQUE EXPOMUNIS Permit Number: 20110228","Commercial","Building (L&I)/(DPW) - Commercial","287074001","Issued","Electrical","265 REV R.A. MOODY OVPS",,"CONNECTICUT EXPO CENTER LLC",,,"
,  
(41.78330648583723, -72.66668780196485)"
"20110932-E000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","1000","TEMP WIRING FOR THE SUGAR LOAFMUNIS Permit Number: 20110231","Commercial","Building (L&I)/(DPW) - Commercial","287074001","Issued","Electrical","265 REV R.A. MOODY OVPS",,"CONNECTICUT EXPO CENTER LLC",,,"
,  
(41.78330648583723, -72.66668780196485)"
"20110947-M000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","5600","REMOVE&DISPOSE OF EXISTING FURNACE FROM PREMISES. FURNISH | &INSTALL 1-BOYERTOWN REGAL REH 750 OIL FURNANCEMUNIS Permit Number: 20110158","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","185523162","Issued","Mechanical","171 ZION ST",,"PIETRZAK ELIZBIETA C/0 PAMELA HERSHINSON",,,"
,  
(41.745912886200834, -72.69428811013154)"
"20110941-P010","2011-03-18T00:00:00.000","2011-04-06T00:00:00.000Z","2011-10-03T00:00:00.000Z","15000","REPIPE & INSTALL NEW FIXTURES | (1ST FLOOR - BURNS ELEMENTARY SCHOOL)MUNIS Permit Number: 20110130","Commercial","Building (L&I)/(DPW) - Commercial","203418055","Issued","Plumbing","195 PUTNAM ST",,,"CITY OF HARTFORD BOARD OF EDUC",,"
,  
(41.761428424997625, -72.69163508478803)"
"20110935-E000","2011-03-18T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","1000","TEMP WIRING FOR THE LATINO EXPO AS NEEDEDMUNIS Permit Number: 20110227","Commercial","Building (L&I)/(DPW) - Commercial","287074001","Issued","Electrical","265 REV R.A. MOODY OVPS",,"CONNECTICUT EXPO CENTER LLC",,,"
,  
(41.78330648583723, -72.66668780196485)"
"20110937-B000","2011-03-18T00:00:00.000","2011-04-14T00:00:00.000Z","2011-10-11T00:00:00.000Z","18000","REMOVE PARTITION WALL, INSTALL BLOCKING, REPAIR CEILING GRID | REPLACE CARPET, PAINT (2ND FLOORr - #2578)MUNIS Permit Number: 20110307","Alteration","Building (L&I) - Alteration","227550155","Issued","Building (Commercial)","282 WASHINGTON ST","2FL",,"IN HOUSE CONSTRUCTION",,"
,  
(41.753869959524586, -72.68222432044227)"
"20110961-M000","2011-03-21T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","5880","REMOVAL OF OLD BOILER AND BURNER, INSTALLATION OF NEW | BOILER AND BURNERMUNIS Permit Number: 20110163","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","173143062","Issued","Mechanical","82 THOMASTON ST",,"AUTOMATIC TLC",,,"
,  
(41.79323167930633, -72.69839426638218)"
"20110967-B000","2011-03-21T00:00:00.000","2011-04-04T00:00:00.000Z","2011-10-01T00:00:00.000Z","13000","REMOVE SHEETROCK FROM OUTSIDE WALLS TO INSULATION; | REPLACE WINDOWS, DOOR AND FRONT DECKMUNIS Permit Number: 20110262","Alteration","Building (L&I) - Alteration","177251121","Issued","Building (Residential)","199 HOMESTEAD AV",,"WEDDERBURN GLENROY A",,,"
,  
(41.77749388643664, -72.69520743939032)"
"20110968-M000","2011-03-21T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","15000","BOILER REPLACEMENT FROM OIL TO GAS BOILER INPUT 107 BTU | RETRO FIT GAS PIPING FOR BOILERMUNIS Permit Number: 20110164","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","177251121","Issued","Mechanical","199 HOMESTEAD AV",,"FORRESTER CLIVE R",,,"
,  
(41.77749388643664, -72.69520743939032)"
"20110958-P000","2011-03-21T00:00:00.000","2011-03-30T00:00:00.000Z","2011-09-26T00:00:00.000Z","4500","ROUGH IN INSTALL 1 SINGLE BOWL KITCHEN SINK ADD COMPLIANTMUNIS Permit Number: 20110113","Commercial","Building (L&I)/(DPW) - Commercial","269351008","Issued","Plumbing","50 STATE ST",,,"D ROSE PLUMBING LLC",,"
,  
(41.766500940273154, -72.6723489217553)"
"20110968-C020","2011-03-21T00:00:00.000","2012-06-21T00:00:00.000Z",,"15000","BOILER REPLACEMENT FROM OIL TO GAS BOILER INPUT 107 BTU | RETRO FIT GAS PIPING FOR BOILERMUNIS Permit Number: 20120459","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","177251121","Issued","Certificate of Approval","199 HOMESTEAD AV",,"WEDDERBURN GLENROY A",,,"
,  
(41.77749388643664, -72.69520743939032)"
