"fiscal_year","department_name","revenue_source_name","adopted_revenue_budget","amended_revenue_budget","revenue_budget","revenue_collected","revenue_collected_pct","fund_name","revenue_class_name","fund","revenue_source_code","revenue_class_code","department"
"2015","RECREATION AND PARKS","DONATIONS & CONTRIBUTIONS",,,,"2998958",,"RECREATION & PARKS GRANT","DONATIONS & CONTRIBUTIONS","205","5102","510","88"
"2015","PUBLIC WORKS - SANITATION","CITYWIDE RECYCLING REL COST","2998903",,"2998903","2998903","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5357","530","82"
"2015","PENSION","MISCELLANEOUS REVENUE-OTHERS",,,,"2995330.25",,"FIRE & POLICE TIER 5 SERVICE P","MISCELLANEOUS REVENUES","915","5188","516","64"
"2015","NON-DEPARTMENTAL - GENERAL","FRANCHISE INCOME-POLICE GARAGE","2940000",,"2940000","2994847.51","101.87","GENERAL FUND (GENERAL BUDGET)","FRANCHISES INCOME","100","3068","306","62"
"2015","FIRE","FIRE SERVICES FOR SAN FERNANDO","2700000",,"2700000","2969721","109.99","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4114","411","38"
"2015","PENSION","RETIREMENT CONTRIBUTION-EMPLOYEES",,,,"2957500.42",,"FIRE & POLICE TIER 4 SERVICE P","RETIREMENT CONTRIBUTIONS","909","5503","550","64"
"2015","TRANSPORTATION","MISCELLANEOUS REVENUE-OTHERS",,,,"2953575.7",,"DEPT TRANSPORTATION TRUST","MISCELLANEOUS REVENUES","840","5188","516","94"
"2015","LOS ANGELES HOUSING","INTERFD OPER TRANS-HOME INVEST","2923028",,"2923028","2923028","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5641","561","43"
"2015","LOS ANGELES HOUSING","INTERFD OPER TRANS-OTHER FUNDS","3989108","-554930.12","3434177.88","2921227.52","85.06","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561","43"
"2015","LOS ANGELES HOUSING","COMMUNITY DEV TR RELATED COST","3018316",,"3018316","2892474.31","95.83","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5334","530","43"
"2015","PUBLIC WORKS - STREET SERVICES","MEASURE R TRAFFIC RELIEF OH REIMB","5901755",,"5901755","2885303.32","48.89","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5367","530","86"
"2015","RECREATION AND PARKS","DWELLING UNIT CONSTRUCTION TAX",,,,"2863240",,"PARK & REC SITES & FACILITIES","CONSTRUCTION DEVELOPMENT TAXES","209","3121","312","88"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","OTHER FINANCING SOURCES",,,,"2840000",,"ENGINEERING SPECIAL SERVICE FD","OTHER FINANCING SOURCES","682","5741","574","50"
"2015","CITY CLERK","DAMAGE CLAIMS & SETTLEMENTS",,,,"2816393.48",,"SUNSHINE CYN COMMUNI AMENITIES","DAMAGE SETTLEMENTS","699","5121","512","14"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER AGENCIES",,,,"2802737.46",,"SUBVENTIONS AND GRANTS","REIMB FROM OTHER AGENGIES","305","3811","381","50"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","CAPITAL GRANT - STATE",,,,"2737530.35",,"RECREATION & PARKS GRANT","STATE GRANTS/AGREEMENTS","205","3371","336","89"
"2015","NON-DEPARTMENTAL - GENERAL","CIVIC CENTER COMMERCIALPARKING","2500000",,"2500000","2733485.16","109.34","GENERAL FUND (GENERAL BUDGET)","PARKING REVENUES","100","4492","449","62"
"2015","CITY ETHICS COMMISSION","INTERFD OPER TRANS-GENERAL  FUND",,,,"2730673",,"CITY ETHICS COMMISSION FUND","INTERFUND OPERATING TRANSFER","534","5624","561","17"
"2015","LOS ANGELES HOUSING","ADDL INTERFD TRANS-RES FD NON REIM",,"3082565","3082565","2728902","88.53","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","43"
"2015","CITY EMPLOYEES RETIREMENT SYSTEM","MISCELLANEOUS REVENUE-OTHERS",,,,"2695578.97",,"CITY EMPLOYEES RETIREMENT","MISCELLANEOUS REVENUES","800","5188","516","16"
"2015","OFFICE OF FINANCE","MISCELLANEOUS SERVICE CHARGES","2600000",,"2600000","2675176.36","102.89","GENERAL FUND (GENERAL BUDGET)","OTHER CURRENT SERVICE CHARGES","100","4651","465","39"
"2015","CITY ATTORNEY","REIMB FROM OTHER FUNDS","2048746",,"2048746","2658238.45","129.75","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530","12"
"2015","POLICE","COST REIMBURSEMENT FROM LIBRARY","3166727",,"3166727","2653431.48","83.79","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5370","530","70"
"2015","FIRE","REIMB FROM OTHER AGENCIES","500000",,"500000","2634037.36","526.81","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER AGENGIES","100","3811","381","38"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","OTHER FEDERAL GRANTS",,,,"2633511.66",,"SEISMIC BOND REIMB FUND","OTHER INTERGOVTL-FEDERAL","608","3684","368","50"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","WORK INVEST ACT REL COST","3853801",,"3853801","2630028.83","68.25","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5355","530","22"
"2015","PUBLIC WORKS - SANITATION","INTERFD OPER TRANS-HSEHOLD HZRD","2847474",,"2847474","2615251.28","91.84","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5644","561","82"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SPECIAL EVENTS",,,,"2600529.42",,"SUBVENTIONS AND GRANTS","OTHER CURRENT SERVICE CHARGES","305","4658","465","50"
"2015","BUILDING AND SAFETY","ANNUAL INSPECTION MONITRNG FEE",,,,"2581893.51",,"BLDG & SAFETY PERMIT ENTERPRIS","SP BLDG & SAFETY SERVICES","48R","4002","400","8"
"2015","AIRPORTS","DEPOSIT RECEIPTS-AGENCY FUNDS",,,,"2577055.23",,"AIRPORT INSURANCE TRUST FD-LAX","MISCELLANEOUS REVENUES","739","5166","516","4"
"2015","NON-DEPARTMENTAL - GENERAL","TRANSIT SHELTER INCOME","2500000",,"2500000","2574492.63","102.98","GENERAL FUND (GENERAL BUDGET)","OTHER CURRENT SERVICE CHARGES","100","4652","465","62"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","TRANSIT SHELTER INCOME",,,,"2574492.63",,"STREET FURNITURE REVENUE FUND","OTHER CURRENT SERVICE CHARGES","43D","4652","465","50"
"2015","LOS ANGELES HOUSING","RENT CONTROL RELATED COST","3215298",,"3215298","2571858.93","79.99","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5329","530","43"
"2015","NON-DEPARTMENTAL - GENERAL","MUNICIPAL COURT FINES","2500000",,"2500000","2555800.96","102.23","GENERAL FUND (GENERAL BUDGET)","VEHICLE CODE FINES","100","4802","480","62"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","CNTY HOUSEHOLD HAZARDOUS WASTE",,,,"2554334.9",,"HOUSEHOLD HAZARDOUS WASTE SP","COUNTY GRANTS/AGREEMENTS","567","3511","351","50"
"2015","CITY ADMINISTRATIVE OFFICER","INTERFD OPER TRANS-GENERAL  FUND",,,,"2536662.43",,"JUDGMT OBLI BD 2009A DEBT SERV","INTERFUND OPERATING TRANSFER","B06","5624","561","10"
"2015","NON-DEPARTMENTAL - GENERAL","MISCELLANEOUS REVENUE-OTHERS","15000000",,"15000000","2530726.35","16.87","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516","62"
"2015","FIRE","NON-CONTINUING PERMITS","2600000",,"2600000","2525135.55","97.12","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4112","411","38"
"2015","NON-DEPARTMENTAL - LIABILITY CLAIMS","MISCELLANEOUS REVENUE-OTHERS",,,,"2502384.18",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516","59"
"2015","PUBLIC WORKS - ENGINEERING","INTERFD OPER TRANS-STORMWTR POL","2626598",,"2626598","2500000","95.18","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5635","561","78"
"2015","PUBLIC WORKS - BOARD OF PUBLIC WORKS","INTERFD OPER TRANS-SEWER CONS","2759508","-14424","2745084","2497488","90.98","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5615","561","74"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-SEWER CONS",,,,"2479926.5",,"WSRB DEBT SERV REF 2012-A","INTERFUND OPERATING TRANSFER","W65","5615","561","50"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","OTHER FEDERAL GRANTS",,,,"2466655",,"SEWER CAPITAL FUND","OTHER INTERGOVTL-FEDERAL","761","3684","368","50"
"2015","PUBLIC WORKS - ENGINEERING","U PERMITS","2146750",,"2146750","2447910.13000003","114.03","GENERAL FUND (GENERAL BUDGET)","STREETS AND CURB PERMITS","100","3244","324","78"
"2015","LOS ANGELES HOUSING","INTERFD OPER TRANS-PRIOR YEARS",,,,"2414963.09",,"GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5629","561","43"
"2015","CITY ETHICS COMMISSION","INTERFD OPER TRANS-CITY ETHICS COM","2805356",,"2805356","2409951.51","85.91","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5631","561","17"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","SERVICE TO HARBOR","2904440",,"2904440","2395170.61","82.47","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459","76"
"2015","PUBLIC WORKS - ENGINEERING","LATERAL SUPPORT SHORING FEE","1073669",,"1073669","2393517.23","222.93","GENERAL FUND (GENERAL BUDGET)","STREETS AND CURB PERMITS","100","3252","324","78"
"2015","NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM","ADDL INTERFD TRANS-OTHER FUNDS",,"20710267.05","20710267.05","2379677.32","11.49","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","54"
"2015","BUILDING AND SAFETY","GRADING REPORTS",,,,"2371982.63",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4212","420","8"
"2015","TRANSPORTATION","INTEREST INCOME-OTHER",,,,"2363555.38",,"PROPOSITION A LOCAL TRANSIT","INVESTMENT EARNINGS","385","4903","490","94"
"2015","PUBLIC WORKS - BOARD OF PUBLIC WORKS","ADDL INTERFD TRANS-OTHER FUNDS",,"3128143.08","3128143.08","2357471.08","75.36","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","74"
"2015","PUBLIC WORKS - STREET SERVICES","INTERFD OPER TRANS-PROP A","2351477",,"2351477","2351477","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5616","561","86"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","INTERFD OPER TRANS-BLDG&SAFETY ENTRPRSE","2345574",,"2345574","2345574","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5656","561","53"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-OTHER FUNDS","2434130",,"2434130","2339974","96.13","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561","40"
"2015","INFORMATION TECHNOLOGY AGENCY","ADDL INTERFD TRANS-OTHER FUNDS",,"2460464.37","2460464.37","2316413.57","94.15","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","32"
"2015","RECREATION AND PARKS","PARTICIPANT FEES",,,,"2312333.12999999",,"RECREATION AND PARKS","RECREATION & PARKS REVENUES","302","4511","451","88"
"2015","PUBLIC WORKS - STREET SERVICES","STREET REPAIRS-WATER BLOWOUTS","2200000",,"2200000","2310174.04","105.01","GENERAL FUND (GENERAL BUDGET)","STREET SIDEWALK & CURB REPAIRS","100","4281","428","86"
"2015","LOS ANGELES HOUSING","INTERFD OPER TRANS- MUN HSING FIN","2307786","-499","2307287","2307287","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5650","561","43"
"2015","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","CIVIC CENTER COMMERCIALPARKING",,,,"2284694.79",,"EL PUEBLO DE LA HISTOR MONUMEN","PARKING REVENUES","737","4492","449","33"
"2015","TRANSPORTATION","INTERFD OPER TRANS-MEASURE R LOCAL RET","2276376",,"2276376","2276376","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5659","561","94"
"2015","CULTURAL AFFAIRS","ARTS DEVELOPMENT FEE-1%",,,,"2271837.4",,"ARTS DEVELOPMENT FEE TRUST FND","CULTURAL AFFAIRS REVENUES","516","4476","447","30"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-SEWER CONS",,,,"2256883.74",,"SEWER CONSTRUCTION&MAINTENANCE","INTERFUND OPERATING TRANSFER","208","5615","561","50"
"2015","MAYOR","OTHER FEDERAL GRANTS",,,,"2244715.35",,"FY12 AND FY13 SECURING THE CITIES GRANT FUND","OTHER INTERGOVTL-FEDERAL","55X","3684","368","46"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-SEWER CONS",,,,"2224291.85",,"WSRB DEBT SERVICE RES 2002-A","INTERFUND OPERATING TRANSFER","W41","5615","561","50"
"2015","POLICE","REIMB FROM OTHER FUNDS","3600000",,"3600000","2190015.44","60.83","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530","70"
"2015","WATER AND POWER","DISASTER COST REIMB FEDERAL GV",,,,"2189503",,"POWER REVENUE","REIMB FROM GRANTS","704","5425","542","98"
"2015","CITY ATTORNEY","RELATED COST REIMB-OTHERS","2369989",,"2369989","2186538.16","92.26","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530","12"
"2015","PUBLIC WORKS - STREET SERVICES","BUILDING MATERIAL PERMITS","1000000",,"1000000","2185499.17","218.55","GENERAL FUND (GENERAL BUDGET)","STREETS AND CURB PERMITS","100","3246","324","86"
"2015","RECREATION AND PARKS","TRANSFERS AND GRANTS",,,,"2172770.14",,"RECREATION & PARKS GRANT","RECREATION & PARKS REVENUES","205","4513","451","88"
"2015","LIBRARY","LIBRARY FINES",,,,"2162983.73",,"LIBRARY","LIBRARY FINES AND FEES","300","4461","446","44"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","INTERFD OPER TRANS-PROP C","2405612",,"2405612","2152232.8","89.47","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5638","561","76"
"2015","NON-DEPARTMENTAL - HUMAN RESOURCES BENEFITS","CITY'S PENSION SAVINGS CONTRIB",,,,"2137634.64",,"PENSION SAVINGS INVESTMENT FND","RETIREMENT CONTRIBUTIONS","881","5510","550","61"
"2015","MAYOR","OTHER FEDERAL GRANTS",,,,"2137394",,"FY2013 JUSTICE ASSISTANCE GRANT FUND","OTHER INTERGOVTL-FEDERAL","56G","3684","368","46"
"2015","CITY ADMINISTRATIVE OFFICER","INTERFD OPER TRANS-GENERAL  FUND",,,,"2125974",,"ATTORNEY CONFLICTS PANEL SP FD","INTERFUND OPERATING TRANSFER","46T","5624","561","10"
"2015","GENERAL SERVICES","SALVAGE RECEIPTS","1375000",,"1375000","2121069.51","154.26","GENERAL FUND (GENERAL BUDGET)","SALE OF FIXED ASSETS","100","5142","514","40"
"2015","BUILDING AND SAFETY","CODE VIOLATION INSPECTION FEE.","3350000",,"3350000","2103700.3","62.8","GENERAL FUND (GENERAL BUDGET)","OTHER CURRENT SERVICE CHARGES","100","4675","465","8"
"2015","TRANSPORTATION","FILMING PERMITS","1653000",,"1653000","2093276.11","126.63","GENERAL FUND (GENERAL BUDGET)","OTHER LICENSES & PERMITS","100","3282","328","94"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"2081126.78",,"LA DOWNTOWN INDUSTR BUS IMPROV","ASSESSMENTS","41T","3182","317","14"
"2015","PUBLIC WORKS - ENGINEERING","GAS TAX PROJECTS","2062863",,"2062863","2062863","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5304","530","78"
"2015","FIRE","FILMING PERMITS","1800000",,"1800000","2036415.84","113.13","GENERAL FUND (GENERAL BUDGET)","OTHER LICENSES & PERMITS","100","3282","328","38"
"2015","NON-DEPARTMENTAL - GENERAL","FRANCHISE INCOME-PIPE LINES","2000000",,"2000000","2025030.3","101.25","GENERAL FUND (GENERAL BUDGET)","FRANCHISES INCOME","100","3063","306","62"
"2015","GENERAL SERVICES","REIMB FROM OTHER FUNDS","960000",,"960000","2006380.18","209","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530","40"
"2015","LOS ANGELES HOUSING","ADDL INTERFD TRANS-OTHER FUNDS",,"3357496.28","3357496.28","2000564.37","59.59","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","43"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","ADDL INTERFUND TRANS - GENERAL FD",,,,"2000000",,"GENERAL FUND- VARIOUS PROGRAM","ADDL INTERFD OPERATING TRANSFER","551","5691","569","22"
"2015","NON-DEPARTMENTAL - GENERAL","INTERFD OPER TRANS-GENERAL  FUND",,,,"2000000",,"BUDGET STABILIZATION FUND","INTERFUND OPERATING TRANSFER","102","5624","561","62"
"2015","CITY ADMINISTRATIVE OFFICER","SERVICE TO WATER & POWER","3782828",,"3782828","1991609.26","52.65","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4596","459","10"
"2015","PERSONNEL","INTERFD OPER TRANS-EMP RIDESHARE","2827110",,"2827110","1991427.59","70.44","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5636","561","66"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","CAPITAL GRANT - STATE",,,,"1989724",,"PROP 40 ROBERTI-Z'BERG-HARRIS","STATE GRANTS/AGREEMENTS","47W","3371","336","89"
"2015","BUILDING AND SAFETY","GRADING PERMITS",,,,"1986783",,"BLDG & SAFETY PERMIT ENTERPRIS","CONSTRUCTION PERMITS","48R","3221","322","8"
"2015","RECREATION AND PARKS","MISCELLANEOUS (REC & PARKS)",,,,"1982264.17",,"RECREATION & PARKS GRANT","RECREATION & PARKS REVENUES","205","4515","451","88"
"2015","POLICE","REIMBURSEMENT OF EXPENDITURES","1000000",,"1000000","1978286.95","197.83","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5161","516","70"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","ADDL INTERFD TRANS-RES FD NON REIM",,,,"1978194",,"GENERAL FUND- VARIOUS PROGRAM","ADDL INTERFD OPERATING TRANSFER","551","5692","569","22"
"2015","BUILDING AND SAFETY","GRADING PLAN CHECKING",,,,"1977764.45",,"BLDG & SAFETY PERMIT ENTERPRIS","PLAN CHECKING FEES","48R","4151","415","8"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-SP GAS TAX","1972669",,"1972669","1972669","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5627","561","40"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","CAPITAL GRANT - STATE",,,,"1962489",,"PROPOSITION 40 PER CAPITA TRUS","STATE GRANTS/AGREEMENTS","47T","3371","336","89"
"2015","NEIGHBORHOOD EMPOWERMENT","INTERFD OPER TRANS-NEIGHB EMPWR","2096708","-31516.98","2065191.02","1962349.82","95.02","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5652","561","47"
"2015","WATER AND POWER","DEPOSIT RECEIPTS-AGENCY FUNDS",,,,"1962047.87",,"DWP FLEXIBLE SPEND ACCTS (FSA)","MISCELLANEOUS REVENUES","776","5166","516","98"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"1944735.99",,"SOUTH PARK BUSINESS IMPROV","ASSESSMENTS","48A","3182","317","14"
"2015","CITY ATTORNEY","ADDL INTERFD TRANS-OTHER FUNDS",,"2999624.77","2999624.77","1944249.14","64.82","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","12"
"2015","LOS ANGELES HOUSING","MUNICIPAL BOND REGISTRATION",,,,"1940479.38",,"MUNICIPAL HOUSING FINANCE FUND","OTHER CURRENT SERVICE CHARGES","815","4656","465","43"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","INTEREST INCOME-OTHER",,,,"1931147.6",,"RECREATION AND PARKS","INVESTMENT EARNINGS","302","4903","490","89"
"2015","PUBLIC WORKS - BOARD OF PUBLIC WORKS","SEWER CONS & MAIN RELATED COST","1929687",,"1929687","1929687","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5328","530","74"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM GRANTS",,,,"1919236.27",,"SEISMIC BOND REIMB FUND","REIMB FROM GRANTS","608","5427","542","50"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","MISCELLANEOUS REVENUE-OTHERS","225000",,"225000","1908910.33","848.4","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516","53"
"2015","POLICE","PHOTOCOPIES RPT -POLICE","1800000",,"1800000","1890089","105","GENERAL FUND (GENERAL BUDGET)","POLICE DEPT SERVICES","100","4072","407","70"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","INTRFD OPER TRANS-COM DEV TRUST","3112862","-722108","2390754","1881126.43","78.68","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5626","561","22"
"2015","TRANSPORTATION","PROPOSITION 1B-LOCAL ROAD & ST",,,,"1858341.61",,"TRANSPORTATION GRANTS FUND","STATE GRANTS/AGREEMENTS","655","3372","336","94"
"2015","CITY PLANNING","CITY PLANNING SYSTEMS REL COST","1844681",,"1844681","1844681","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5358","530","68"
"2015","PUBLIC WORKS - SANITATION","ADDL INTERFD TRANS-OTHER FUNDS",,"2676101.22","2676101.22","1812100.74","67.71","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","82"
"2015","LOS ANGELES HOUSING","RENT ESCROW ACCT PROGRAM ADMIN",,,,"1810971.86",,"SYSTEMATIC CODE ENFORCEMNT FEE","RENT STABILIZATION REVENUE","41M","4625","462","43"
"2015","CITY ADMINISTRATIVE OFFICER","ADDL INTERFUND TRANS - GENERAL FD",,,,"1800000",,"ATTORNEY CONFLICTS PANEL SP FD","ADDL INTERFD OPERATING TRANSFER","46T","5691","569","10"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","CAPITAL GRANT - COUNTY",,,,"1795379.62",,"RECREATION & PARKS GRANT","COUNTY GRANTS/AGREEMENTS","205","3512","351","89"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER AGENCIES",,,,"1790635.06",,"STORMWATER POLLUTION ABATE FND","REIMB FROM OTHER AGENGIES","511","3811","381","50"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SERVICE TO AIRPORTS",,,,"1785449.77",,"SOLID WASTE RESOURCES FUND","QUASI-EXTERNAL TRANSACTION","508","4595","459","50"
"2015","FIRE","BRUSH CLEARANCE RESTITUTION","1300000",,"1300000","1766193.58","135.86","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4123","411","38"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SEWER PERMIT AND RELATED FEES",,,,"1750686.2",,"SEWER CONSTRUCTION&MAINTENANCE","SEWER SERVICE REVENUES","208","4397","439","50"
"2015","RECREATION AND PARKS","ADMISSION FEES",,,,"1744625.31",,"RECREATION AND PARKS","CULTURAL AFFAIRS REVENUES","302","4473","447","88"
"2015","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","LEASE & RENTAL OF CITY PROPERTIES",,,,"1726905.75",,"EL PUEBLO DE LA HISTOR MONUMEN","RENTS AND CONCESSIONS","737","4931","493","33"
"2015","ANIMAL SERVICES","DOG LICENSES","2150000",,"2150000","1726693.34","80.31","GENERAL FUND (GENERAL BUDGET)","ANIMAL LICENSES","100","3201","320","6"
"2015","POLICE","INTERFD OPER TRANS-SUPP LAW ENFOR","6310432",,"6310432","1710329.34","27.1","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5647","561","70"
"2015","RECREATION AND PARKS","REC & PARK FEES-OTHERS",,,,"1684927.36",,"RECREATION AND PARKS","RECREATION & PARKS REVENUES","302","4516","451","88"
"2015","PUBLIC WORKS - STREET SERVICES","INTERFD OPER TRANS-TRAFFIC SAFETY","1787180",,"1787180","1684884","94.28","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5628","561","86"
"2015","NON-DEPARTMENTAL - GENERAL","VEHICLE LICENSE FEE","1700000",,"1700000","1678065.69","98.71","GENERAL FUND (GENERAL BUDGET)","VEHICLE LICENSE FEE","100","3321","332","62"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER FUNDS",,,,"1667020",,"STORMWATER POLLUTION ABATE FND","REIMB FROM OTHER FUNDS","511","5301","530","50"
"2015","AGING","STATE AGING GRANT",,,,"1662583",,"AREA PLAN FOR THE AGING TIT 7","STATE GRANTS/AGREEMENTS","395","3374","336","2"
"2015","RECREATION AND PARKS","ADDL INTERFD TRANS-RES FD NON REIM",,,,"1661623.07",,"RECREATION AND PARKS","ADDL INTERFD OPERATING TRANSFER","302","5692","569","88"
"2015","POLICE","INTERFD OPER TRANS-SEWER CONS","1645942",,"1645942","1645942","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5615","561","70"
"2015","PERSONNEL","INTERFD OPER TRANS-SEWER CONS","1645371",,"1645371","1645371","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5615","561","66"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"1635689.57",,"HISTORIC CORE BUS IMPROVE DIST","ASSESSMENTS","41U","3182","317","14"
"2015","AGING","INTERFD OPER TRANS-OLDER AMER","2746480","-356984","2389496","1634232.16","68.39","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5622","561","2"
