"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","HISPANIC OR LATINO","LOS ANGELES CITY","FEMALE","14",,,"2012",,,"04-11-2017","#",,"80947.601","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY RACE","OTHER","LOS ANGELES CITY",,"3",,,"2014",,,"04-11-2017","#",,"8311.0301","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES COUNTY",,,"2005","2005-01","2004","2004-03","7-1-2004","04-11-2017","#",,"-740","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","MEDIAN HOUSEHOLD INCOME",,"LOS ANGELES CITY",,"12",,,"2015",,,"04-11-2017","$",,"73395.883","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","ASIAN","LOS ANGELES CITY","MALE","10",,,"2013",,,"04-11-2017","#",,"17087.758","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"15","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","5434","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"13","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","5818","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES CITY",,"3","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","18586","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NEW COMMERCIAL PERMIT VALUES",,"LOS ANGELES COUNTY",,,"2001","2001-03","2001","2001-01","1-1-2001","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","428300000","CALIFORNIA HOMEBUILDING FOUNDATION"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"5","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","14909","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES CITY",,"5","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","$",,"82241.9","EMPLOYMENT DEVELOPMENT DEPARTMENT"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"8","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","2196","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES COUNTY",,,"2004","2004-02","2003","2003-04","10-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","4690531.3","BOARD OF EQUALIZATION"
"BUILDING PERMITS","NEW COMMERCIAL PERMIT VALUES",,"LOS ANGELES CITY",,"12","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","2835003","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","EMPLOYMENT BY OCCUPATION BY GENDER","PRODUCTION, TRANSPORTATION, AND MATERIALS MOVING","LOS ANGELES CITY","FEMALE","14",,,"2015",,,"04-11-2017","#",,"4019.2099","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"11","2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","3096","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"7","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#",,"-2","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS BY INCOME BRACKET","MORE THAN $100,000","LOS ANGELES CITY",,"2",,,"2015",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","23.683842","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYED WORKERS BY OCCUPATION","PRODUCTION, TRANSPORTATION, AND MATERIALS MOVING","LOS ANGELES CITY",,"3",,,"2013",,,"04-11-2017","%","SHARE OF DISTRICT/CITY/COUNTY EMPLOYED WORKERS","8.892766","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES COUNTY",,,"2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","#",,"1378","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"1","2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","4607","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYED WORKERS BY OCCUPATION","SALES AND OFFICE","LOS ANGELES CITY",,"2",,,"2014",,,"04-11-2017","%","SHARE OF DISTRICT/CITY/COUNTY EMPLOYED WORKERS","23.987103","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMITS",,"LOS ANGELES CITY",,"1","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","77.2","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"3","2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","13245540","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"GROSS RECEIPTS","GROSS RECEIPTS TAX PAYMENTS",,"LOS ANGELES CITY",,"8",,,"2006",,,"04-11-2017","$",,"3665894.9","CITY OF LOS ANGELES OFFICE OF FINANCE"
"BUILDING PERMITS","NEW COMMERCIAL PERMIT VALUES",,"LOS ANGELES CITY",,"12","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","9278070.6","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TOTAL PRIVATE CHANGE","LOS ANGELES CITY",,"5","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#",,"-300","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES COUNTY",,,"2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","#",,"-64","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"1","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","95450","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"10","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","3921","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","OTHER","LOS ANGELES CITY","FEMALE","6",,,"2015",,,"04-11-2017","#",,"2614.6756","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","#",,"19","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"12","2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","#",,"-11","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES COUNTY",,,"1997","1997-03","1997","1997-01","1-1-1997","04-11-2017","#","SEASONALLY ADJUSTED","122241.3","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES COUNTY",,,"2008","2008-01","2007","2007-03","7-1-2007","04-11-2017","#",,"-263","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$15,000 TO $24,999","LOS ANGELES CITY","FEMALE","13",,,"2013",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","14149.451","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYED WORKERS BY OCCUPATION","PRODUCTION, TRANSPORTATION, AND MATERIALS MOVING","LOS ANGELES CITY",,"2",,,"2015",,,"04-11-2017","%","SHARE OF DISTRICT/CITY/COUNTY EMPLOYED WORKERS","9.6311255","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"2","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","6739","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"11","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#",,"-6","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","LESS THAN $14,999","LOS ANGELES CITY","MALE","5",,,"2012",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","16775.49","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","50 TO 150 EMPLOYEES","LOS ANGELES CITY",,"10","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","17078","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","INFORMATION","LOS ANGELES COUNTY",,,"1993","1993-01","1992","1992-03","7-1-1992","04-11-2017","#","SEASONALLY ADJUSTED","180942.2","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","36547","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","$25,000 TO $50,000","LOS ANGELES CITY",,"4","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","25971","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","MORE THAN 150 EMPLOYEES","LOS ANGELES CITY",,"11","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","61490","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"15","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","#",,"5","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","56054","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GENERAL MERCHANDISE STORES","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","832270.5","BOARD OF EQUALIZATION"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"8","2008","2008-01","2007","2007-03","7-1-2007","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","37025.2","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"5","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#",,"47","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","LESS THAN 50 EMPLOYEES","LOS ANGELES CITY",,"10","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","37292","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","WHITE","LOS ANGELES CITY","MALE","10",,,"2012",,,"04-11-2017","#",,"11780.328","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES COUNTY",,,"2007","2007-04","2007","2007-02","4-1-2007","04-11-2017","#","SEASONALLY ADJUSTED","397120.1","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","#",,"-3","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMIT VALUES",,"LOS ANGELES CITY",,"CITY TOTAL","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","92476160","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"2","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","2862","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY RACE","HISPANIC OR LATINO","LOS ANGELES CITY",,"10",,,"2014",,,"04-11-2017","#",,"125030.34","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"11","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#",,"28","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES COUNTY",,,"2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","260900000","CALIFORNIA HOMEBUILDING FOUNDATION"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"11","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","11123","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMITS",,"LOS ANGELES CITY",,"CITY TOTAL","2007","2007-03","2007","2007-01","1-1-2007","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","490.1","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES COUNTY",,,"2000","2000-01","1999","1999-03","7-1-1999","04-11-2017","#","SEASONALLY ADJUSTED","222830.7","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"2","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#",,"5","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES COUNTY",,,"2004","2004-01","2003","2003-03","7-1-2003","04-11-2017","#",,"946","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"3","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","14430","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"4","2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","96993","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYMENT BY OCCUPATION BY GENDER","NATURAL RESOURCES, CONSTRUCTION, AND MAINTENANCE","LOS ANGELES CITY","MALE","3",,,"2015",,,"04-11-2017","#",,"12895.834","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"GROSS RECEIPTS","GROSS RECEIPTS TAX PAYMENTS",,"LOS ANGELES CITY",,"9",,,"2007",,,"04-11-2017","$",,"13686455","CITY OF LOS ANGELES OFFICE OF FINANCE"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT BY GENDER","BACHELOR'S DEGREE","LOS ANGELES COUNTY","MALE",,,,"2013",,,"04-11-2017","#","POPULATION 25 YEARS AND OVER","970357","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS IN SNAP",,"LOS ANGELES CITY",,"CITY TOTAL",,,"2014",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","10.2","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"7","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","3546","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"9","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","4397","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"12","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","6935","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES COUNTY",,,"2004","2004-03","2004","2004-01","1-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","985924.5","BOARD OF EQUALIZATION"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES CITY",,"11","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#",,"18","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","53722","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"8","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","527","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","MORE THAN 150 EMPLOYEES","LOS ANGELES CITY",,"2","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","12231","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$50,000 TO $74,999","LOS ANGELES COUNTY","MALE",,,,"2015",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","402592","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","$25,000 TO $50,000","LOS ANGELES CITY",,"14","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","85964","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"2","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","3082","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES CITY",,"9","2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","$",,"35359.4","EMPLOYMENT DEVELOPMENT DEPARTMENT"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"4","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","#",,"13","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"4","2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","12153","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TOTAL PRIVATE CHANGE","LOS ANGELES CITY",,"7","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","#",,"35","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"2","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","2763","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"7","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#",,"-5","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"1","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"1","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","7678","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMITS",,"LOS ANGELES CITY",,"6","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"14","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#",,"-1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL PERMIT VALUES",,"LOS ANGELES CITY",,"4","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","10657969","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","MULTI-FAMILY PERMITS",,"LOS ANGELES CITY",,"9","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","98.3","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"10","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","59820","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"1","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#",,"3","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"12","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","5986","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
