"id_number","fiscal_year","department_name","vendor_name","transaction_date","dollar_amount","authority","business_tax_registration_certificate","government_activity","fund_group_name","fund_type","fund_name","account_name","transaction_id","expenditure_type","settlement_judgment","fiscal_month_number","fiscal_year_month","fiscal_year_quarter","calendar_month_number","calendar_month_year","calendar_month","data_source","contract_name","contract_link"
"15178","2012","PENSION","EVERCARE SOLUTIONS","2011-08-17T00:00:00.000","9.9",,"6666666666","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 1 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000007729","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"15179","2012","PENSION","EVERCARE SOLUTIONS","2011-08-17T00:00:00.000","75.24",,"6666666666","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000007730","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"15180","2012","PENSION","EVERCARE SOLUTIONS","2011-08-17T00:00:00.000","19.8",,"6666666666","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 3 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000007731","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"15181","2012","PENSION","EVERCARE SOLUTIONS","2011-08-17T00:00:00.000","7.92",,"6666666666","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 5 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000007732","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"15444","2012","PENSION","LITIGATION RESOURCES OF AMERICA CALIFORNIA INC","2011-08-16T00:00:00.000","295","CO520PEN","0000472133","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","CONTRACTUAL","AD26120000007543","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","U.S. LEGAL SUPPORT","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-520PEN"
"15445","2012","PENSION","LITIGATION RESOURCES OF AMERICA CALIFORNIA INC","2011-08-16T00:00:00.000","458","CO520PEN","0000472133","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","CONTRACTUAL","AD26120000007543","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","U.S. LEGAL SUPPORT","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-520PEN"
"15446","2012","POLICE","DTSC","2011-08-16T00:00:00.000","765",,"6666666666","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","OFFICE AND ADMINISTRATIVE","AD26120000007544","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"15447","2012","POLICE","DTSC","2011-08-16T00:00:00.000","780",,"6666666666","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","OFFICE AND ADMINISTRATIVE","AD26120000007544","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16017","2012","POLICE","SEVENTH STREET GARAGE, INC.","2011-08-17T00:00:00.000","102","CO108069","0000066732","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008100","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","SEVENTH STREET GARAGE INC","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-108069"
"16031","2012","POLICE","PRIVACY-POLICE","2011-08-18T00:00:00.000","417",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","OFFICE AND ADMINISTRATIVE","AD26120000008338","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16109","2012","POLICE","TOWING SPECIALISTS INC","2011-08-17T00:00:00.000","234.5","CO107574","0000110930","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008117","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","TOWING SPECIALISTS, INC","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-107574"
"16144","2012","PENSION","REGENTS OF THE UNIVERSITY OF CALIFORNIA /C","2011-08-18T00:00:00.000","138.44",,"0000164234","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","OFFICE & ADMINISTRATIVE EXP","AD26120000008353","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16189","2012","POLICE","VIERTEL'S AUTOMOTIVE SERVICE INC","2011-08-17T00:00:00.000","246.5","CO107279","0000470947","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008105","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","VIERTEL'S AUTOMOTIVE SERVICES","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-107279"
"16277","2012","POLICE","NORTH AMERICAN SECURITY INC","2011-08-17T00:00:00.000","10373.01","CO115977","0002228747","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008125","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","NORTH AMERICAN SECURITY, INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-115977"
"16278","2012","POLICE","NORTH AMERICAN SECURITY INC","2011-08-17T00:00:00.000","21873.72","CO115977","0002228747","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008125","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","NORTH AMERICAN SECURITY, INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-115977"
"16372","2012","POLICE","CITY OF ANAHEIM","2011-08-17T00:00:00.000","22935.48","CO117180","6666666666","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","POLICE DEPT GRANT","2009 ARRA-ICAC","AD26120000008134","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","CITY OF ANAHEIM","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-117180"
"16625","2012","PENSION","SOFT TRAIN INC","2011-08-17T00:00:00.000","1575","CO111977","0000282140","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","CONTRACTUAL","AD26120000008021","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","SOFT-TRAIN, INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-111977"
"16716","2012","PENSION","UNIVERSAL COURIER LTD","2011-08-17T00:00:00.000","670.72",,"0002478922","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","OFFICE & ADMINISTRATIVE EXP","AD26120000008029","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16736","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","1388.43",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 1 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008186","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16737","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","12589.95",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008187","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16738","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","941.3",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 3 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008188","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16739","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","2060.94",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 3 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008189","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16740","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","981.88",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 5 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008190","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16741","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","1373.96",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 5 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008191","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16742","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","609.81",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 1 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008192","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16743","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","5862.45",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008193","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16796","2012","PENSION","BRUNSWIG OFFICE CENTER LP / BRUNSWIG CENTER PARTNERS INC","2011-08-17T00:00:00.000","72040.11","CO065515","0002194226","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","CONTRACTUAL","AD26120000008050","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","BRUNSWIG OFFICE CENTER, LP","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-065515"
"16797","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","3016.67",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 3 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008194","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16798","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","1187.24",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 5 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008195","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16799","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","633.93",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 1 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008196","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16800","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","4860.13",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008197","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16801","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","422.62",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 3 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008198","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16802","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","39.35",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 1 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008199","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16803","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","346.5",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008200","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16804","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","50.21",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 3 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008201","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16805","2012","PENSION","PRIVACY-PENSION","2011-08-18T00:00:00.000","19.09",,,"PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 5 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008202","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16806","2012","POLICE","PRIVACY-POLICE","2011-08-18T00:00:00.000","208",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000008203","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16807","2012","POLICE","PRIVACY-POLICE","2011-08-18T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000008204","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16808","2012","POLICE","PRIVACY-POLICE","2011-08-18T00:00:00.000","541.96",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","TRAVEL","AD26120000008205","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16809","2012","POLICE","PRIVACY-POLICE","2011-08-18T00:00:00.000","688.8",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","TRAVEL","AD26120000008205","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16810","2012","POLICE","PRIVACY-POLICE","2011-08-18T00:00:00.000","380",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","TRAVEL","AD26120000008205","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16811","2012","POLICE","PRIVACY-POLICE","2011-08-18T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000008206","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16812","2012","POLICE","PRIVACY-POLICE","2011-08-18T00:00:00.000","628",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000008207","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16813","2012","POLICE","PRIVACY-POLICE","2011-08-18T00:00:00.000","300",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000008207","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16814","2012","PENSION","METLIFE","2011-08-18T00:00:00.000","72.32",,"0002194635","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008208","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16815","2012","PENSION","METLIFE","2011-08-18T00:00:00.000","62.2",,"0002194635","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 3 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000008209","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16852","2012","PENSION","BRUNSWIG OFFICE CENTER LP / BRUNSWIG CENTER PARTNERS INC","2011-08-17T00:00:00.000","7515.64","CO065515","0002194226","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","CONTRACTUAL","AD26120000008050","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","BRUNSWIG OFFICE CENTER, LP","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-065515"
"16868","2012","POLICE","PARKER, MILLIKEN, CLARK, OHARA & SAMUELIAN APC","2011-08-17T00:00:00.000","10068.3","CO115057","0000165128","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008065","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","PARKER MILLIKEN CLARK O'HARA &","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-115057"
"16869","2012","PENSION","METLIFE","2011-08-18T00:00:00.000","117.38",,"0002194635","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 3 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008209","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16870","2012","PENSION","METLIFE","2011-08-18T00:00:00.000","102.69",,"0002194635","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 5 GENERAL P","RET/PEN BENEFITS & REFUNDS","AD26120000008210","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16871","2012","PENSION","METLIFE","2011-08-18T00:00:00.000","77.5",,"0002194635","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 5 GENERAL P","OTHER PAYROLL DEDUCTION PAYABL","AD26120000008210","ACCRUED WAGES& RELATED LIA PAY",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"16926","2012","POLICE","PARKER, MILLIKEN, CLARK, OHARA & SAMUELIAN APC","2011-08-17T00:00:00.000","9265.55","CO115057","0000165128","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008065","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","PARKER MILLIKEN CLARK O'HARA &","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-115057"
"16927","2012","POLICE","PARKER, MILLIKEN, CLARK, OHARA & SAMUELIAN APC","2011-08-17T00:00:00.000","4414.5","CO115057","0000165128","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008065","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","PARKER MILLIKEN CLARK O'HARA &","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-115057"
"16928","2012","POLICE","PARKER, MILLIKEN, CLARK, OHARA & SAMUELIAN APC","2011-08-17T00:00:00.000","3890.1","CO115057","0000165128","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008065","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","PARKER MILLIKEN CLARK O'HARA &","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-115057"
"16929","2012","POLICE","PARKER, MILLIKEN, CLARK, OHARA & SAMUELIAN APC","2011-08-17T00:00:00.000","3713","CO115057","0000165128","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008065","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","PARKER MILLIKEN CLARK O'HARA &","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-115057"
"16930","2012","POLICE","CRISTANDO HOUSE INC","2011-08-17T00:00:00.000","5920",,"4444444444","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000008066","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"17091","2012","PENSION","LITIGATION RESOURCES OF AMERICA CALIFORNIA INC","2011-08-23T00:00:00.000","696.5","CO520PEN","0000472133","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","CONTRACTUAL","AD26120000009436","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","U.S. LEGAL SUPPORT","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-520PEN"
"17096","2012","PENSION","PARTHENIA MEDICAL GROUP INC","2011-08-23T00:00:00.000","625",,"0000163498","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","MEDICAL SERVICES","AD26120000009446","PROFESSIONAL & SPECIALIZED SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"17254","2012","POLICE","PRIVACY-POLICE","2011-08-22T00:00:00.000","215",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","EXCESSIVE FALSE ALARM FEES","AD26120000008909","POLICE DEPT SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"17313","2012","POLICE","DONNA CLINE","2011-08-22T00:00:00.000","4593","CO115536","0000414567","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008942","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","DONNA CLINE","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-115536"
"17314","2012","POLICE","DONNA CLINE","2011-08-22T00:00:00.000","2231.25","CO115536","0000414567","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008942","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","DONNA CLINE","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-115536"
"17315","2012","POLICE","DONNA CLINE","2011-08-22T00:00:00.000","3780","CO115536","0000414567","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000008942","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","DONNA CLINE","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-115536"
"17503","2012","POLICE","PRIVACY-POLICE","2011-08-18T00:00:00.000","480",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","US DEPT OF JUSTICE ASSET FORFE","SPA-TRAVEL & TRAINING","AD26120000008153","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"17504","2012","POLICE","PRIVACY-POLICE","2011-08-18T00:00:00.000","480",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","US DEPT OF JUSTICE ASSET FORFE","SPA-TRAVEL & TRAINING","AD26120000008154","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
