"fiscal_year","neighborhood_council","transaction_date","transaction_details","type_of_payment","amount","credits"
"2016","CANNDU","2016-05-23T00:00:00.000","THOMAS GRA SUN VALLEY CA SUN VALLEY CA","Electronic debits","117.72",
"2016","CANNDU","2016-05-23T00:00:00.000","ATT*BILL P 800-288-2020 TX 800-288-2020 TX","Electronic debits","154",
"2016","CANNDU","2016-05-23T00:00:00.000","CLEAR CHAN 08776767565 TX 08776767565 TX","Electronic debits","650",
"2016","CANNDU","2016-05-23T00:00:00.000","BUZZ BARK CLEVELAND OH CLEVELAND OH","Electronic debits","460",
"2016","CANNDU","2016-05-16T00:00:00.000","PHANTOM LITHOGRAPHY","Checks","572.25",
"2016","CANNDU","2016-05-16T00:00:00.000","KOLPING HOUSE - ELOS","Checks","1800",
"2016","CANNDU","2016-05-13T00:00:00.000","DJAMSHID TABRIZI","Checks","125",
"2016","CANNDU","2016-05-11T00:00:00.000","APPLEONE EMPLOYMENT SERVICES","Checks","3430.35",
"2016","CANNDU","2016-05-09T00:00:00.000","PLAYA LAS LOS ANGELES CA LOS ANGELES CA","Electronic debits","334.5",
"2016","CANNDU","2016-05-05T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","92.38",
"2016","CANNDU","2016-05-04T00:00:00.000","YUM YUM DO LOS ANGELES CA LOS ANGELES CA","Electronic debits","19.98",
"2016","CANNDU","2016-04-29T00:00:00.000","PROJECT: PEACEMA ONLINE PMT CCD UN1035818468POS","Electronic debits","2500",
"2016","CANNDU","2016-04-28T00:00:00.000","ALBERTSONS CARSON CA CARSON CA","Electronic debits","60.18",
"2016","CANNDU","2016-04-28T00:00:00.000","ALBERTSONS CARSON CA CARSON CA","Electronic debits","15.99",
"2016","CANNDU","2016-04-19T00:00:00.000","MOORE BUSINESS R ONLINE PMT CCD UN1035818468POS","Electronic debits","300.76",
"2016","CANNDU","2016-04-11T00:00:00.000","STAPLES HUNTINGTON P CA HUNTINGTON P CA","Electronic debits","58.83",
"2016","CANNDU","2016-04-08T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"4235.56"
"2016","CANNDU","2016-04-07T00:00:00.000","ROBERT C. WALTON ONLINE PMT CCD UN1035818468POS","Electronic debits","205",
"2016","CANNDU","2016-04-07T00:00:00.000","LISA CAHAN DAVIS ONLINE PMT CCD UN1035818468POS","Electronic debits","600",
"2016","CANNDU","2016-04-04T00:00:00.000","WIENERSCHN CANYON COUNT CA CANYON COUNT CA","Electronic debits","250",
"2016","CANNDU","2016-04-04T00:00:00.000","TAXI PRODUCTIONS ONLINE PMT CCD UN1035818468POS","Electronic debits","308.33",
"2016","CANNDU","2016-04-01T00:00:00.000","STAPLES HUNTINGTON P CA HUNTINGTON P CA","Electronic debits","40.85",
"2016","CANNDU","2016-03-31T00:00:00.000","THOMAS GRA SUN VALLEY CA SUN VALLEY CA","Electronic debits","58.86",
"2016","CANNDU","2016-03-25T00:00:00.000","ALBERTSONS CARSON CA CARSON CA","Electronic debits","90.02",
"2016","CANNDU","2016-03-21T00:00:00.000","OFFICE DEP SAN PEDRO CA SAN PEDRO CA","Electronic debits","199.47",
"2016","CANNDU","2016-03-21T00:00:00.000","WINCHELL&#039;S LOS ANGELES CA LOS ANGELES CA","Electronic debits","180.04",
"2016","CANNDU","2016-03-21T00:00:00.000","SHAKEY&#039;S # HUNTINGTON P CA HUNTINGTON P CA","Electronic debits","294.28",
"2016","CANNDU","2016-03-21T00:00:00.000","SMARTNFINA RCH PALOS VE CA RCH PALOS VE CA","Electronic debits","23.58",
"2016","CANNDU","2016-03-18T00:00:00.000","WENDY L. MOORE","Checks","446.59",
"2016","CANNDU","2016-03-18T00:00:00.000","WENDY L. MOORE","Checks","180.53",
"2016","CANNDU","2016-03-15T00:00:00.000","PHANTOM LITHOGRAPHY","Checks","4534.1",
"2016","CANNDU","2016-03-14T00:00:00.000","AAA FLAG & BANNER MFG. CO","Checks","395",
"2016","CANNDU","2016-03-11T00:00:00.000","STAPLES HUNTINGTON P CA HUNTINGTON P CA","Electronic debits","35.97",
"2016","CANNDU","2016-02-26T00:00:00.000","STAPLES CARSON CA CARSON CA","Electronic debits","43.6",
"2016","CANNDU","2016-02-26T00:00:00.000","ALBERTSONS CARSON CA CARSON CA","Electronic debits","70.29",
"2016","CANNDU","2016-01-22T00:00:00.000","Wendy L. Moore","Checks","425.26",
"2016","CANNDU","2016-01-07T00:00:00.000","Staples I nc HUNTINGTON PA CA","Electronic debits","146.05",
"2016","CANNDU","2016-01-07T00:00:00.000","United Gospel Outreach","Checks","4332",
"2016","CANNDU","2015-12-30T00:00:00.000","MOORE BUSINESS RESULTS","Checks","300.76",
"2016","CANNDU","2015-12-30T00:00:00.000","MOORE BUSINESS RESULTS","Checks","250.29",
"2016","CANNDU","2015-11-23T00:00:00.000","CHECKING TRANSFER 4565","Electronic Credits",,"26719.98"
"2016","CANNDU","2015-11-23T00:00:00.000","UB CHECKING TRANSFER 4032","Electronic debits","26719.98",
"2016","CANNDU","2015-11-04T00:00:00.000","WENDY MOORE BUSINESS RESULTS","Checks","300.76",
"2016","CANNDU","2015-11-04T00:00:00.000","WENDY MOORE BUSINESS RESULTS","Checks","191.58",
"2016","CANNDU","2015-10-30T00:00:00.000","SERVICE CHARGE W/PAPER STATEMENT","Other Debits and Adjustments","5",
"2016","CANNDU","2015-10-13T00:00:00.000","UB CHECKING TRANSFER 4032","Electronic debits","1500",
"2016","CANNDU","2015-10-13T00:00:00.000","UB CHECKING TRANSFER 4565","Electronic Credits",,"1500"
"2016","CANNDU","2015-09-30T00:00:00.000","SERVICE CHARGE W/ONLINE STATEMENT","Other Debits and Adjustments","3",
"2016","CANNDU","2015-09-18T00:00:00.000","UB CHECKING TRANSFER 4565","Electronic Credits",,"100"
"2016","CANNDU","2015-09-18T00:00:00.000","UB CHECKING TRANSFER 4032","Electronic debits","100",
"2016","CANNDU","2015-08-20T00:00:00.000","HOSTGATOR. 08669642867 TX 08669642867 TX","Electronic debits","69.94",
"2016","CANNDU","2015-08-19T00:00:00.000","Moore Business Results","Checks","214.64",
"2016","CANNDU","2015-08-19T00:00:00.000","Moore Business Results","Checks","237.5",
"2016","CANNDU","2015-08-17T00:00:00.000","AAA Flag and Banner MFG CO INC","Checks","319",
"2016","Canoga Park","2016-06-30T00:00:00.000","SERVICE CHARGE W/PAPER STATEMENT","Other Debits and Adjustments","7",
"2016","Canoga Park","2016-06-15T00:00:00.000","FPSSM ONLINE PMT WEB UN1497752706POS","Electronic debits","1500",
"2016","Canoga Park","2016-05-26T00:00:00.000","RIVAS ENTE CANOGA PARK CA CANOGA PARK CA","Electronic debits","18",
"2016","Canoga Park","2016-05-26T00:00:00.000","AKD INK","Checks","365.15",
"2016","Canoga Park","2016-05-24T00:00:00.000","MARY PATERSON","Checks","47.85",
"2016","Canoga Park","2016-05-23T00:00:00.000","CANOGA PARK /WES ONLINE PMT WEB UN1497752706POS","Electronic debits","2500",
"2016","Canoga Park","2016-05-23T00:00:00.000","GIVING MUSIC ONLINE PMT WEB UN1497752706POS","Electronic debits","1005",
"2016","Canoga Park","2016-04-28T00:00:00.000","JERRY&#039;S PI CANOGA PARK CA CANOGA PARK CA","Electronic debits","30.2",
"2016","Canoga Park","2016-04-27T00:00:00.000","RALPHS 22333 SHERMAN W CANOGA PARK CA","Electronic debits","46.51",
"2016","Canoga Park","2016-04-26T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","38.13",
"2016","Canoga Park","2016-04-26T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","61.64",
"2016","Canoga Park","2016-04-22T00:00:00.000","PAW*TOURPA CANOGA PARK CA CANOGA PARK CA","Electronic debits","500",
"2016","Canoga Park","2016-04-21T00:00:00.000","JCS CATERING","Checks","500",
"2016","Canoga Park","2016-04-21T00:00:00.000","BRAD SWANSON ONLINE PMT WEB UN1497752706POS","Electronic debits","200",
"2016","Canoga Park","2016-04-21T00:00:00.000","ARTURO ARMAS ONLINE PMT WEB UN1497752706POS","Electronic debits","600",
"2016","Canoga Park","2016-04-20T00:00:00.000","CANOGA PARK COMMUNITY CENTER","Checks","2000",
"2016","Canoga Park","2016-04-19T00:00:00.000","VALLEY CULTURAL CENTER","Checks","1500",
"2016","Canoga Park","2016-04-19T00:00:00.000","LOS ALTENO CANOGA PARK CA CANOGA PARK CA","Electronic debits","933",
"2016","Canoga Park","2016-04-18T00:00:00.000","BIG LOTS S CANOGA PARK CA CANOGA PARK CA","Electronic debits","42",
"2016","Canoga Park","2016-04-18T00:00:00.000","BERC M GAYDA","Checks","56",
"2016","Canoga Park","2016-04-18T00:00:00.000","ANGIES PAR CANOGA PARK CA CANOGA PARK CA","Electronic debits","160",
"2016","Canoga Park","2016-04-18T00:00:00.000","AARON DEVANDRY","Checks","250",
"2016","Canoga Park","2016-04-14T00:00:00.000","ECO PRINTI 08182062420 CA 08182062420 CA","Electronic debits","183.12",
"2016","Canoga Park","2016-04-13T00:00:00.000","ECO PRINTI 08182062420 CA 08182062420 CA","Electronic debits","321.55",
"2016","Canoga Park","2016-04-12T00:00:00.000","KYRA EDRINGTON","Checks","57.09",
"2016","Canoga Park","2016-04-11T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"3363.77"
"2016","Canoga Park","2016-04-05T00:00:00.000","VALLEY VILLAGE","Checks","1000",
"2016","Canoga Park","2016-04-04T00:00:00.000","OFFICE DEPOSIT","Deposits",,"301"
"2016","Canoga Park","2016-03-29T00:00:00.000","AARON DEVANDRY","Checks","3450",
"2016","Canoga Park","2016-03-28T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic Credits",,"5.48"
"2016","Canoga Park","2016-03-28T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","17.07",
"2016","Canoga Park","2016-03-25T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","27.2",
"2016","Canoga Park","2016-03-24T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","27.94",
"2016","Canoga Park","2016-03-23T00:00:00.000","CAVARETTAS CANOGA PARK CA CANOGA PARK CA","Electronic debits","195",
"2016","Canoga Park","2016-03-23T00:00:00.000","ECO PRINTI TANOUGH PARK CA TANOUGH PARK CA","Electronic debits","85.02",
"2016","Canoga Park","2016-03-23T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","55.59",
"2016","Canoga Park","2016-03-23T00:00:00.000","ECO PRINTI TANOUGH PARK CA TANOUGH PARK CA","Electronic debits","348.8",
"2016","Canoga Park","2016-03-15T00:00:00.000","DNH*GODADD 480-5058855 AZ 480-5058855 AZ","Electronic debits","83.76",
"2016","Canoga Park","2016-03-11T00:00:00.000","WESTERN BA WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","63.9",
"2016","Canoga Park","2016-03-10T00:00:00.000","WESTERN BA WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","91.9",
"2016","Canoga Park","2016-03-10T00:00:00.000","CAVARETTAS CANOGA PARK CA CANOGA PARK CA","Electronic debits","150",
"2016","Canoga Park","2016-03-01T00:00:00.000","FACEBOOK X 650-6187714 CA 650-6187714 CA","Electronic debits","19.45",
"2016","Canoga Park","2016-02-26T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","6.46",
"2016","Canoga Park","2016-02-24T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","13.35",
"2016","Canoga Park","2016-02-19T00:00:00.000","WARNER CEN 08183139545 CA 08183139545 CA","Electronic debits","500",
"2016","Canoga Park","2016-02-19T00:00:00.000","WOODLAND H 08188841907 CA 08188841907 CA","Electronic debits","301",
"2016","Canoga Park","2016-02-10T00:00:00.000","WARNER CEN 08183139545 CA 08183139545 CA","Electronic debits","750",
"2016","Canoga Park","2016-02-08T00:00:00.000","RALPHS #07 CANOGA PARK CA CANOGA PARK CA","Electronic debits","99.58",
"2016","Canoga Park","2016-02-03T00:00:00.000","MIR PRINTI 08187346666 CA 08187346666 CA","Electronic debits","1324.35",
"2016","Canoga Park","2016-02-01T00:00:00.000","ECO PRINTI 08182062420 CA 08182062420 CA","Electronic debits","327",
"2016","Canoga Park","2016-02-01T00:00:00.000","DNH*GODADD 480-5058855 AZ 480-5058855 AZ","Electronic debits","167.76",
"2016","Canoga Park","2016-01-28T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","9.38",
"2016","Canoga Park","2016-01-28T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","3.1",
"2016","Canoga Park","2016-01-27T00:00:00.000","USPS.COM E AE DC AE DC","Electronic debits","893.77",
"2016","Canoga Park","2016-01-27T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","24.93",
"2016","Canoga Park","2016-01-27T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","2.57",
"2016","Canoga Park","2016-01-25T00:00:00.000","USPS.COM E AE DC AE DC","Electronic debits","902.56",
"2016","Canoga Park","2016-01-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"3999.71"
"2016","Canoga Park","2016-01-04T00:00:00.000","STAPLES WOODLAND HIL CA WOODLAND HIL CA","Electronic Credits",,"27.24"
"2016","Canoga Park","2016-01-04T00:00:00.000","STAPLES WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","130.71",
"2016","Canoga Park","2015-12-29T00:00:00.000","Bureau Of Street PMT REFUND PPD ***********2706","Electronic Credits",,"4500"
"2016","Canoga Park","2015-12-18T00:00:00.000","SUBWAY CANOGA PARK CA CANOGA PARK CA","Electronic debits","45",
"2016","Canoga Park","2015-12-17T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","20.08",
"2016","Canoga Park","2015-12-17T00:00:00.000","STARBUCKS CANOGA PARK CA CANOGA PARK CA","Electronic debits","29.9",
"2016","Canoga Park","2015-12-16T00:00:00.000","STOP PAYMENT FEE REVERSAL","Other credits and adjustments",,"15"
"2016","Canoga Park","2015-12-15T00:00:00.000","STOP PAYMENT FEE ONLINE BANKING","Other Debits and Adjustments","15",
"2016","Canoga Park","2015-12-15T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","29.16",
"2016","Canoga Park","2015-12-11T00:00:00.000","Jaclyn Bernstein","Checks","100",
"2016","Canoga Park","2015-12-11T00:00:00.000","WALGREENS CANOGA PARK CA CANOGA PARK CA","Electronic debits","156.81",
"2016","Canoga Park","2015-12-08T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","2.27",
"2016","Canoga Park","2015-11-19T00:00:00.000","TOURPARTS ONLINE PMT WEB UN1497752706POS","Electronic debits","500",
"2016","Canoga Park","2015-11-19T00:00:00.000","BUREAU OF STREET ONLINE PMT WEB UN1497752706POS","Electronic debits","4500",
"2016","Canoga Park","2015-11-18T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","16.66",
"2016","Canoga Park","2015-11-17T00:00:00.000","USPS 05124 CANOGA PARK CA CANOGA PARK CA","Electronic debits","12.69",
"2016","Canoga Park","2015-11-17T00:00:00.000","Womens Club","Checks","600",
"2016","Canoga Park","2015-11-12T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","0.7",
"2016","Canoga Park","2015-11-12T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","4.24",
"2016","Canoga Park","2015-11-04T00:00:00.000","Tour Parts-01","Checks","500",
"2016","Canoga Park","2015-11-04T00:00:00.000","Appleone Employment","Checks","48.33",
"2016","Canoga Park","2015-11-04T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","0.36",
"2016","Canoga Park","2015-11-03T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","0.84",
"2016","Canoga Park","2015-11-02T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","19.18",
"2016","Canoga Park","2015-10-30T00:00:00.000","PLANET CYB CANOGA PARK CA CANOGA PARK CA","Electronic debits","17.75",
"2016","Canoga Park","2015-10-30T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","0.14",
"2016","Canoga Park","2015-10-30T00:00:00.000","KRISTAL GR CANOGA PARK CA CANOGA PARK CA","Electronic debits","594.05",
"2016","Canoga Park","2015-10-30T00:00:00.000","99-CENTS-O CANOGA PARK CA CANOGA PARK CA","Electronic debits","34.81",
"2016","Canoga Park","2015-10-30T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","0.64",
"2016","Canoga Park","2015-10-29T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","14.58",
"2016","Canoga Park","2015-10-29T00:00:00.000","WAL-MART # WEST HILLS CA WEST HILLS CA","Electronic debits","166.46",
"2016","Canoga Park","2015-10-26T00:00:00.000","DNH*GODADD 480-5058855 AZ 480-5058855 AZ","Electronic debits","155.53",
"2016","Canoga Park","2015-10-22T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","1.24",
"2016","Canoga Park","2015-10-21T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","0.83",
"2016","Canoga Park","2015-10-19T00:00:00.000","EXTRA FUN 08184245697 CA 08184245697 CA","Electronic debits","353",
"2016","Canoga Park","2015-10-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"11250"
"2016","Canoga Park","2015-10-01T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","18.21",
"2016","Canoga Park","2015-09-30T00:00:00.000","PLANET CYB CANOGA PARK CA CANOGA PARK CA","Electronic debits","10",
"2016","Canoga Park","2015-09-15T00:00:00.000","WALGREENS CANOGA PARK CA CANOGA PARK CA","Electronic debits","72.71",
"2016","Canoga Park","2015-09-14T00:00:00.000","ALBERTSONS RESEDA CA RESEDA CA","Electronic debits","32.67",
"2016","Canoga Park","2015-09-14T00:00:00.000","VALLARTA S CANOGA PARK CA CANOGA PARK CA","Electronic debits","105.18",
"2016","Canoga Park","2015-09-14T00:00:00.000","VALLARTA S CANOGA PARK CA CANOGA PARK CA","Electronic debits","31.3",
"2016","Canoga Park","2015-09-14T00:00:00.000","UB CHECKING TRANSFER 4573","Electronic debits","115.68",
"2016","Canoga Park","2015-09-14T00:00:00.000","TOTAL OVERDRAFT ITEM PAID FEES","Other Debits and Adjustments","66",
"2016","Canoga Park","2015-09-14T00:00:00.000","RALPHS #07 CANOGA PARK CA CANOGA PARK CA","Electronic debits","58.25",
"2016","Canoga Park","2015-09-14T00:00:00.000","PAPA JOHN&#039; 818-888-1735 CA 818-888-1735 CA","Electronic debits","104.36",
"2016","Canoga Park","2015-09-14T00:00:00.000","LA PAZ BAK CANOGA PARK CA CANOGA PARK CA","Electronic debits","98",
"2016","Canoga Park","2015-09-14T00:00:00.000","DOLRTREE 3 CANOGA PARK CA CANOGA PARK CA","Electronic debits","15.81",
"2016","Canoga Park","2015-09-14T00:00:00.000","CAVARETTAS CANOGA PARK CA CANOGA PARK CA","Electronic debits","60",
"2016","Canoga Park","2015-09-14T00:00:00.000","PHO 21 CANOGA PARK CA CANOGA PARK CA","Electronic debits","166.77",
"2016","Canoga Park","2015-09-14T00:00:00.000","UB CHECKING TRANSFER 2662","Electronic Credits",,"115.68"
"2016","Canoga Park","2015-09-11T00:00:00.000","UB CHECKING TRANSFER 4573","Electronic Credits",,"49.58"
"2016","Canoga Park","2015-09-11T00:00:00.000","CHECKING TRANSFER 4573","Electronic Credits",,"49.68"
"2016","Canoga Park","2015-09-11T00:00:00.000","UB CHECKING TRANSFER 2662","Electronic debits","49.58",
"2016","Canoga Park","2015-09-11T00:00:00.000","SQ *ACE HI LOS ANGELES CA LOS ANGELES CA","Electronic debits","500",
"2016","Canoga Park","2015-09-11T00:00:00.000","UB CHECKING TRANSFER 2662","Electronic debits","49.68",
"2016","Canoga Park","2015-09-10T00:00:00.000","RALPHS 22333 SHERMAN W CANOGA PARK CA","Electronic debits","10.13",
"2016","Canoga Park","2015-09-09T00:00:00.000","DOLRTREE 3 CANOGA PARK CA CANOGA PARK CA","Electronic debits","67.58",
"2016","Canoga Park","2015-09-08T00:00:00.000","ANGIES PAR CANOGA PARK CA CANOGA PARK CA","Electronic debits","250",
"2016","Canoga Park","2015-09-08T00:00:00.000","PARTY CITY WEST HILLS CA WEST HILLS CA","Electronic debits","119.27",
"2016","Canoga Park","2015-09-04T00:00:00.000","TARGET WEST HILLS CA WEST HILLS CA","Electronic debits","13.52",
"2016","Canoga Park","2015-09-03T00:00:00.000","SMARTNFINA WINNETKA CA WINNETKA CA","Electronic debits","241.13",
"2016","Canoga Park","2015-09-01T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"4150"
"2016","Canoga Park","2015-08-31T00:00:00.000","PLANET CYB CANOGA PARK CA CANOGA PARK CA","Electronic debits","1.2",
"2016","Canoga Park","2015-08-31T00:00:00.000","MIR PRINTI 08187346666 CA 08187346666 CA","Electronic debits","543.91",
"2016","Canoga Park","2015-08-31T00:00:00.000","SERVICE CHARGE W/PAPER STATEMENT","Other Debits and Adjustments","5",
"2016","Canoga Park","2015-08-26T00:00:00.000","Appleone Employment Services","Checks","48.12",
"2016","Canoga Park","2015-08-24T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","0.22",
"2016","Canoga Park","2015-08-19T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","0.52",
"2016","Canoga Park","2015-08-13T00:00:00.000","OLINDA REYNOLDS ONLINE PMT WEB UN1497752706POS","Electronic debits","3500",
"2016","Canoga Park","2015-08-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"3500"
"2016","Canoga Park","2015-08-05T00:00:00.000","UB CHECKING TRANSFER 4573","Electronic debits","4600",
"2016","Canoga Park","2015-08-05T00:00:00.000","TOTAL OVERDRAFT ITEM PAID FEES","Other Debits and Adjustments","33",
"2016","Canoga Park","2015-08-05T00:00:00.000","UB CHECKING TRANSFER 2662","Electronic Credits",,"4600"
"2016","Canoga Park","2015-08-04T00:00:00.000","CANOGA PARK /WES ONLINE PMT WEB UN1497752706POS","Electronic debits","5000",
"2016","Canoga Park","2015-08-03T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"5000"
"2016","Canoga Park","2015-07-31T00:00:00.000","SERVICE CHARGE W/PAPER STATEMENT","Other Debits and Adjustments","5",
"2016","Canoga Park","2015-07-20T00:00:00.000","Valley Cultural Affairs","Checks","1000",
"2016","Canoga Park","2015-07-16T00:00:00.000","OFFICE DEP WOODLAND HIL CA WOODLAND HIL CA","Electronic debits","0.52",
"2016","Canoga Park","2015-07-13T00:00:00.000","11:11 CREATIVE C","Checks","1000",
"2016","Canoga Park","2015-07-09T00:00:00.000","PLANET CYB CANOGA PARK CA CANOGA PARK CA","Electronic debits","17.6",
"2016","Canoga Park","2015-07-07T00:00:00.000","11:11 CREATIVE C ONLINE PMT WEB CKF497752706POS","Electronic debits","2000",
"2016","Canoga Park","2015-07-02T00:00:00.000","KRISTAL GR CANOGA PARK CA CANOGA PARK CA","Electronic debits","1024.6",
"2016","Canoga Park","2015-07-01T00:00:00.000","RIVAS ENTE CANOGA PARK CA CANOGA PARK CA","Electronic debits","503.04",
"2016","Central Alameda","2016-06-03T00:00:00.000","1235 EXTRA 03232320200 CA 03232320200 CA","Electronic debits","104",
"2016","Central Alameda","2016-05-03T00:00:00.000","1235 EXTRA 03232320200 CA 03232320200 CA","Electronic debits","104",
"2016","Central Alameda","2016-04-08T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"316.55"
"2016","Central Alameda","2016-04-05T00:00:00.000","DNH*GODADD 480-5058855 AZ 480-5058855 AZ","Electronic debits","92.73",
"2016","Central Alameda","2016-04-04T00:00:00.000","1235 EXTRA 03232320200 CA 03232320200 CA","Electronic debits","104",
"2016","Central Alameda","2016-03-08T00:00:00.000","LATTC CULI LOS ANGELES CA LOS ANGELES CA","Electronic debits","212.55",
"2016","Central Alameda","2016-03-03T00:00:00.000","1235 EXTRA 03232320200 CA 03232320200 CA","Electronic debits","104",
"2016","Central Alameda","2016-01-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"9498.85"
"2016","Central Alameda","2015-12-03T00:00:00.000","1235 EXTRA 03232320200 CA 03232320200 CA","Electronic debits","96",
"2016","Central Alameda","2015-11-13T00:00:00.000","UB CHECKING TRANSFER 3356","Electronic debits","6217.15",
"2016","Central Alameda","2015-11-13T00:00:00.000","UB CHECKING TRANSFER 4581","Electronic Credits",,"6217.15"
"2016","Central Alameda","2015-11-04T00:00:00.000","1235 EXTRA 03232320200 CA 03232320200 CA","Electronic debits","96",
"2016","Central Alameda","2015-11-04T00:00:00.000","UB CHECKING TRANSFER 3356","Electronic debits","5000",
"2016","Central Alameda","2015-11-04T00:00:00.000","1235 EXTRA 03232320200 CA 03232320200 CA","Electronic debits","111",
"2016","Central Alameda","2015-11-04T00:00:00.000","UB CHECKING TRANSFER 4581","Electronic Credits",,"5000"
"2016","Central Alameda","2015-10-30T00:00:00.000","SERVICE CHARGE W/PAPER STATEMENT","Other Debits and Adjustments","5",
"2016","Central Alameda","2015-10-05T00:00:00.000","MAYA ANGELOU COMMUNITY H.S","Checks","5000",
"2016","Central Alameda","2015-09-30T00:00:00.000","SERVICE CHARGE W/ONLINE STATEMENT","Other Debits and Adjustments","3",
"2016","Central Alameda","2015-08-31T00:00:00.000","L.A.U.R.A.","Checks","4936",
"2016","Central Alameda","2015-08-31T00:00:00.000","SERVICE CHARGE W/PAPER STATEMENT","Other Debits and Adjustments","5",
"2016","Central Alameda","2015-08-31T00:00:00.000","L.A.U.R.A.","Checks","5000",
"2016","Central Alameda","2015-08-10T00:00:00.000","Vernon Branch Public Library","Checks","1990",
"2016","Central Alameda","2015-08-03T00:00:00.000","1235 EXTRA 03232320200 CA 03232320200 CA","Electronic debits","96",
"2016","Central Alameda","2015-07-28T00:00:00.000","UB CHECKING TRANSFER 3356","Electronic debits","100",
"2016","Central Alameda","2015-07-28T00:00:00.000","UB CHECKING TRANSFER 4581","Electronic Credits",,"100"
"2016","Central Alameda","2015-07-21T00:00:00.000","L.A.U.R.A.","Checks","5000",
"2016","Central Alameda","2015-07-21T00:00:00.000","L.A.U.R.A.","Checks","2000",
"2016","Central Alameda","2015-07-14T00:00:00.000","LAPD Newton Street Memorial Ride","Checks","5000",
"2016","Central Alameda","2015-07-13T00:00:00.000","STOP PAYMENT FEE ONLINE BANKING","Other Debits and Adjustments","15",
"2016","Central Alameda","2015-07-06T00:00:00.000","1235 EXTRA 03232320200 CA 03232320200 CA","Electronic debits","96",
"2016","Central Alameda","2015-07-03T00:00:00.000","OFFICE DEP 800-463-3768 WA 800-463-3768 WA","Electronic debits","49.63",
