"the_geom","objectid","fname","ftype","uspsabbr","leftadd1","leftadd2","rgtadd1","rgtadd2","zipcolef","zipcorgt","nametype","t_leftadd1","t_leftadd2","t_rgtadd1","t_rgtadd2","grid","suffabbr","namecaps","annotext","roadclass","truckroute","honorary","idotstreet","speedlimit","location","ownership","created_date","last_edited_date","shape_stlength","engstreetclass"
"MULTILINESTRING ((-87.682879666412 42.068720035894, -87.682847693591 42.069467225895, -87.68284675996 42.069489455136))","1742","Sheridan","Road","Rd","2802","2812","2801","2821","60201","60201","Sheridan Road","2800","2820","2801","2821","0","RD","SHERIDAN","SHERIDAN RD","Main Road","Truck Prohibited",,"No","25","2802-2821 SHERIDAN RD","City of Evanston",,"2022-03-21T15:45:37.000Z","280.53497290998121","Major street"
"MULTILINESTRING ((-87.699171508555 42.062232890927, -87.700137461019 42.062242587645, -87.700372128355 42.062244897472))","1302","Lincoln","Street","St","1904","1922","1907","1927","60201","60201","Lincoln Street","1900","1998","1901","1999","0","ST","LINCOLN","LINCOLN ST","Local Street",,,"No","25","1904-1927 LINCOLN ST","City of Evanston",,"2022-03-21T15:59:55.000Z","326.06589255830261","Collector street"
"MULTILINESTRING ((-87.677158476673 42.057103050837, -87.674867944039 42.057089932027))","9284","Tech","Drive","Dr","0","0","2131","2137","60201","60201","Tech Drive","2100","2198","2101","2199",,"DR","TECH","TECH DR","Local Street",,,"No","25","2131-2137 TECH DR","Private",,"2022-03-21T15:43:50.000Z","622.08000000000004","Local street"
"MULTILINESTRING ((-87.725436362895 42.056887896414, -87.72543523829 42.056971066108, -87.725430330868 42.057392955516))","1848","Trinity","Court","Ct","602","606","601","605","60201","60201","Trinity Court","600","698","601","699","0","CT","TRINITY","TRINITY CT","Local Street",,,"No","25","602-605 TRINITY CT","Private",,"2022-03-21T15:43:50.000Z","184.06032093593211","Local street"
"MULTILINESTRING ((-87.688379725049 42.029933574249, -87.689262401302 42.029940232099, -87.690029811002 42.029949255774))","610","Cleveland","Street","St","1204","1224","1201","1215","60202","60202","Cleveland Street","1200","1298","1201","1299","0","ST","CLEVELAND","CLEVELAND ST","Local Street",,,"No","25","1204-1215 CLEVELAND ST","City of Evanston",,"2022-03-21T15:43:44.000Z","448.35789508294437","Local street"
"MULTILINESTRING ((-87.692448606297 42.056769266106, -87.692495909571 42.056825566067))","359","Green Bay","Road","Rd","0","0","0","0","60201","60201","Green Bay Road","2132","2133","2134","2135","0","RD","GREEN BAY","GREEN BAY RD","Main Road","Truck Routes",,"No","30",,"City of Evanston",,"2022-03-21T15:45:36.000Z","24.206949415405489","Major street"
"MULTILINESTRING ((-87.677260753992 42.052074516364, -87.677554716617 42.052075181065, -87.67842461557 42.052093704435, -87.678515141499 42.052095071658, -87.679604214067 42.052111515935, -87.679750343045 42.052101618509))","810","Emerson","Street","St","600","650","619","633","60201","60201","Emerson Street","600","698","601","699","1900","ST","EMERSON","EMERSON ST","Main Road",,"Waa-Mu Way","No","25","600-633 EMERSON ST","City of Evanston",,"2022-03-21T16:17:24.000Z","676.50022793282596","Local street"
"MULTILINESTRING ((-87.679677813227 42.056255732705, -87.679672924473 42.056642686732, -87.67966863132 42.057276755977, -87.67966744162 42.057338904485))","1540","Orrington","Avenue","Ave","2118","2146","2121","2145","60201","60201","Orrington Avenue","2112","2146","2113","2145","700","AVE","ORRINGTON","ORRINGTON AVE","Local Street",,,"No","25","2118-2145 ORRINGTON AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","394.74149726630509","Local street"
"MULTILINESTRING ((-87.670764178964 42.041081546729, -87.671896430947 42.041094114608, -87.672566428088 42.041102007748))","716","Dempster","Street","St","100","140","115","147","60202","60201","Dempster Street","100","198","101","199","1300","ST","DEMPSTER","DEMPSTER ST","Local Street",,,"No","20","100-147 DEMPSTER ST","City of Evanston",,"2022-03-21T15:43:44.000Z","489.63380304898192","Local street"
"MULTILINESTRING ((-87.71919188024 42.064522035292, -87.719806278799 42.064528340047, -87.720558711041 42.064537875797))","541","Central","Street","St","3036","3048","3027","3057","60201","60201","Central Street","3026","3094","3027","3095","2600","ST","CENTRAL","CENTRAL ST","Main Road","Truck Routes",,"No","30","3036-3057 CENTRAL ST","City of Evanston",,"2022-03-21T15:45:36.000Z","371.20351146253563","Major street"
"MULTILINESTRING ((-87.724391908782 42.060501061673, -87.724994773526 42.060492596134, -87.725605409339 42.060484003928))","654","Colfax","Street","St","3238","3238","3245","3245","60201","60201","Colfax Street","3220","3298","3221","3299","2400","ST","COLFAX","COLFAX ST","Local Street",,,"No","25","3238-3245 COLFAX ST","City of Evanston",,"2022-03-21T15:43:44.000Z","329.60117373402682","Local street"
"MULTILINESTRING ((-87.725662509595 42.056190676461, -87.725661888071 42.056626666199, -87.725661207706 42.057095859992))","1619","Prospect","Avenue","Ave","2128","2128","0","0","60201","60201","Prospect Avenue","2112","2198","2113","2199","3300","AVE","PROSPECT","PROSPECT AVE","Local Street",,,"No","25","2128-2128 PROSPECT AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","329.86600265713588","Local street"
"MULTILINESTRING ((-87.706841760284 42.044656594466, -87.707041887948 42.044653021605, -87.70759288866 42.044647327956, -87.707616530791 42.04464666104, -87.70799694163 42.044635836725, -87.708381420854 42.044634363481))","261","Grove","Street","St","0","0","0","0","60201","60201","Grove Street","2400","2498","2401","2499","0","ST","GROVE","GROVE ST","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:45.000Z","418.33165539291235","Local street"
"MULTILINESTRING ((-87.677704343508 42.033935540176, -87.678536250593 42.03394476219, -87.678588992496 42.033945337485, -87.679384622114 42.033949379444))","1358","Main","Street","St","500","534","501","521","60202","60202","Main Street","500","598","501","599","900","ST","MAIN","MAIN ST","Main Road",,,"No","25","500-521 MAIN ST","City of Evanston",,"2022-03-21T15:45:37.000Z","456.52630109933807","Major street"
"MULTILINESTRING ((-87.688540066565 42.044192455659, -87.688570859369 42.044707983629))","1655","Ridge","Avenue","Ave","1456","1462","1453","1461","60201","60201","Ridge Avenue","1440","1498","1441","1499","1200","AVE","RIDGE","RIDGE AVE","Main Road","Truck Prohibited",,"No","30","1456-1461 RIDGE AVE","City of Evanston",,"2022-03-21T15:45:37.000Z","188.05448253099422","Major street"
"MULTILINESTRING ((-87.673395437922 42.039197987421, -87.673380439429 42.039786525797, -87.673370934308 42.040331545716))","1448","Michigan","Avenue","Ave","0","0","1201","1225","60202","60202","Michigan Avenue","0","0","1201","1299","0","AVE","MICHIGAN","MICHIGAN AVE","Local Street",,,"No","25","1201-1225 MICHIGAN AVE","City of Evanston",,"2022-03-21T15:43:48.000Z","413.1464260888261","Local street"
"MULTILINESTRING ((-87.678920974133 42.047743602277, -87.679341319584 42.047858262144, -87.679725493253 42.047960365731, -87.679831679885 42.047988604164, -87.679864725644 42.047997381563, -87.680604364068 42.048193983983, -87.680794582545 42.048249702005))","585","Church","Street","St","618","640","0","0","60201","60201","Church Street","600","698","601","699","1700","ST","CHURCH","CHURCH ST","Main Road","Truck Routes",,"No","25","618-640 CHURCH ST","City of Evanston",,"2022-03-21T16:16:29.000Z","541.32075042854353","Collector street"
"MULTILINESTRING ((-87.678825381772 42.039261928102, -87.679001947483 42.039260629736, -87.679626038413 42.039266847832, -87.679734996842 42.039267468361, -87.679744788377 42.039267524119, -87.680042804987 42.039269165915, -87.680416687344 42.039271265979))","1038","Hamilton","Street","St","516","526","511","521","60202","60202","Hamilton Street","500","598","501","599","1200","ST","HAMILTON","HAMILTON ST","Local Street",,,"No","25","516-521 HAMILTON ST","City of Evanston",,"2022-03-21T15:43:46.000Z","432.31013320370403","Local street"
"MULTILINESTRING ((-87.706961156777 42.039180126892, -87.707224238397 42.039174317711, -87.70774190396 42.039162074949, -87.707766353078 42.039161494723, -87.708500735608 42.039156494141))","280","Crain","Street","St","2416","2420","2401","2401","60202","60202","Crain Street","2400","2498","2401","2499","1200","ST","CRAIN","CRAIN ST","Local Street",,,"No","25","2416-2401 CRAIN ST","City of Evanston",,"2022-03-21T15:43:44.000Z","418.3479592807991","Local street"
"MULTILINESTRING ((-87.717818399277 42.064504660993, -87.717821442337 42.064605195942, -87.717817146515 42.06495461439, -87.717814040902 42.065203685233, -87.717811758038 42.065417141269))","2046","Central Park","Avenue","Ave","2600","2620","2605","2621","60201","60201","Central Park Avenue","2600","2620","2601","2621","3000","AVE","CENTRAL PARK","CENTRAL PARK AVE","Main Road",,,"No","25","2600-2621 CENTRAL PARK AVE","City of Evanston",,"2022-03-21T15:56:40.000Z","332.54668139172679","Collector street"
"MULTILINESTRING ((-87.701748545896 42.029295720251, -87.702150029853 42.029288625999, -87.702545497032 42.029279548911))","1703","Seward","Street","St","2032","2036","2029","2035","60202","60202","Seward Street","2018","2098","2019","2099","0","ST","SEWARD","SEWARD ST","Local Street","Truck Prohibited",,"No","25","2032-2035 SEWARD ST","City of Evanston",,"2022-03-21T15:43:49.000Z","216.610890131692","Local street"
"MULTILINESTRING ((-87.682892990877 42.059949997237, -87.682890533335 42.060053685173, -87.682878108815 42.060578298413))","351","Noyes","Court","Ct","0","0","0","0","60201","60201","Noyes Court","2300","2398","2301","2399","0","CT","NOYES","NOYES CT","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:49.000Z","229.00155043440603","Local street"
"MULTILINESTRING ((-87.692999094338 42.037611266846, -87.692997527539 42.037704999044, -87.692990273802 42.038167187001, -87.692987795221 42.038318733815, -87.692983635989 42.038575345606, -87.692980193131 42.038775266785))","418","Ashland","Avenue","Ave","1114","1116","1109","1125","60202","60202","Ashland Avenue","1100","1126","1101","1125","1500","AVE","ASHLAND","ASHLAND AVE","Local Street",,,"No","25","1114-1125 ASHLAND AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","424.21456368997576","Local street"
"MULTILINESTRING ((-87.679447952283 42.029426324922, -87.679887419196 42.029426879326, -87.680346651335 42.029427434727))","107","Linden","Place","Pl","0","0","601","601","60202","60202","Linden Place","600","698","601","699","0","PL","LINDEN","LINDEN PL","Local Street",,,"No","25","601-601 LINDEN PL","City of Evanston",,"2022-03-21T15:43:48.000Z","244.17436508013364","Local street"
"MULTILINESTRING ((-87.675212264827 42.029387435032, -87.675228154518 42.029513374031, -87.675384775552 42.030287086607))","1219","Judson","Avenue","Ave","634","654","635","647","60202","60202","Judson Avenue","630","698","629","699","400","AVE","JUDSON","JUDSON AVE","Local Street",,,"No","25","634-647 JUDSON AVE","City of Evanston",,"2022-03-21T15:43:48.000Z","331.24572636983407","Local street"
"MULTILINESTRING ((-87.683560111648 42.055097952789, -87.683592511364 42.055098273427, -87.683617252916 42.055098523261, -87.683696779572 42.055099302742, -87.68372446668 42.055099569226, -87.683913968571 42.055101410048, -87.684683757955 42.055108891681))","1040","Hamlin","Street","St","906","912","909","917","60201","60201","Hamlin Street","900","998","901","999","0","ST","HAMLIN","HAMLIN ST","Local Street",,,"No","25","906-917 HAMLIN ST","City of Evanston",,"2022-03-21T15:43:46.000Z","305.19457028511295","Local street"
"MULTILINESTRING ((-87.708300459682 42.048226784692, -87.708295297328 42.048338852432, -87.708277636855 42.048544184701, -87.708276111991 42.048684705258, -87.708274742029 42.048813179756, -87.708259985994 42.049353151679, -87.708254582278 42.049607643825, -87.70824545534 42.049652296611, -87.708222605432 42.049703405773, -87.708109229865 42.049933600157, -87.708066164277 42.049996179544, -87.70804980734 42.050004652234))","1995","McDaniel","Avenue","Ave","0","0","1711","1745","60201","60201","McDaniel Avenue","1700","1798","1701","1799","2500","AVE","MCDANIEL","MCDANIEL AVE","Local Street",,"Delores A. Holmes Avenue","No","25","1711-1745 MCDANIEL AVE","City of Evanston",,"2022-03-21T15:43:48.000Z","659.93721237938325","Local street"
"MULTILINESTRING ((-87.677077196272 42.064052804811, -87.677080509243 42.064117311498, -87.677090643945 42.064163087144, -87.677304794589 42.064660043838, -87.677451161717 42.064994789683, -87.677574623672 42.065243649487, -87.677578411822 42.065251299893))","1963","Sheridan","Road","Rd","2604","2626","2601","2603","60201","60201","Sheridan Road","2600","2630","2601","2631","600","RD","SHERIDAN","SHERIDAN RD","Main Road","Truck Prohibited",,"No","25","2604-2603 SHERIDAN RD","City of Evanston",,"2022-03-21T15:45:37.000Z","458.60061191536596","Major street"
"MULTILINESTRING ((-87.697602043204 42.040713153842, -87.697597186899 42.04105260839, -87.69759557478 42.041158936099))","6406","Darrow","Avenue","Ave","0","0","1239","1239","60202","60202","Darrow Avenue","1236","1298","1237","1299","1800","AVE","DARROW","DARROW AVE","Local Street",,,"No","25","1239-1239 DARROW AVE","City of Evanston",,"2022-03-21T15:43:44.000Z","162.4609369934752","Local street"
"MULTILINESTRING ((-87.694774487821 42.027501078951, -87.695292572909 42.027496523345, -87.695394832797 42.027495143379, -87.696469849411 42.027480669097))","1822","South","Boulevard","Blvd","1612","1632","1601","1633","60202","60202","South Boulevard","1600","1698","1601","1699","0","BLVD","SOUTH","SOUTH BLVD","Local Street",,,"No","25","1612-1633 SOUTH BLVD","City of Evanston",,"2022-03-21T15:43:50.000Z","460.700168395981","Local street"
"MULTILINESTRING ((-87.7106529618 42.067911684465, -87.710644363117 42.068410910137, -87.710643461713 42.068454153193, -87.710631523978 42.069027451273))","465","Bennett","Avenue","Ave","2742","2752","2741","2741","60201","60201","Bennett Avenue","2730","2798","2731","2799","2700","AVE","BENNETT","BENNETT AVE","Local Street",,,"No","25","2742-2741 BENNETT AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","406.64979397912742","Local street"
"MULTILINESTRING ((-87.6835379717 42.06413931903, -87.683533853722 42.064149503988, -87.683526487673 42.064167628618))","1167","Ridge","Avenue","Ave","0","0","0","0","60201","60201","Ridge Avenue","0","0","0","0","0","AVE","RIDGE","RIDGE AVE","Main Road",,,"No","30","RIDGE AVE","City of Evanston",,"2022-03-21T15:45:37.000Z","10.777627500852208","Major street"
"MULTILINESTRING ((-87.697055890118 42.029888614305, -87.697046149318 42.030315416961, -87.69704307165 42.030450550586, -87.697035693026 42.030754893712))","750","Dewey","Avenue","Ave","700","700","651","651","60202","60202","Dewey Avenue","636","700","637","699","0","AVE","DEWEY","DEWEY AVE","Local Street",,,"No","25","700-651 DEWEY AVE","City of Evanston",,"2022-03-21T15:43:44.000Z","315.73565513359557","Local street"
"MULTILINESTRING ((-87.679500088215 42.065263636205, -87.679761159238 42.06527069392, -87.680099148567 42.06527555449, -87.680325001241 42.065280132804, -87.680477545722 42.065283223448, -87.680686949911 42.065286500048, -87.681459171322 42.065298627479))","627","Clinton","Place","Pl","716","736","727","737","60201","60201","Clinton Place","700","798","701","799","0","PL","CLINTON","CLINTON PL","Local Street",,,"No","25","716-737 CLINTON PL","City of Evanston",,"2022-03-21T15:43:44.000Z","532.1389784914827","Local street"
"MULTILINESTRING ((-87.704915880812 42.052805794834, -87.705039551953 42.052743109127, -87.705385714885 42.052569541643, -87.705535876314 42.052493855776, -87.705546219363 42.052486722637, -87.705913445111 42.052234127, -87.705969823357 42.052188525286, -87.705988244989 42.052164888942, -87.705999156376 42.052133665086, -87.706004027874 42.052076393515, -87.706012467656 42.051974548741))","2033","Foster","Street","St","2306","2308","2301","2335","60201","60201","Foster Street","2300","2398","2301","2399","0","ST","FOSTER","FOSTER ST","Local Street",,"Rev. Zollie Webb Way","No","25","2306-2335 FOSTER ST","City of Evanston",,"2022-03-21T15:43:45.000Z","445.1341054012309","Local street"
"MULTILINESTRING ((-87.725604590418 42.064597554328, -87.725595895441 42.065057457208, -87.725591965951 42.065264812679, -87.725586487862 42.06551483165))","1625","Prospect","Avenue","Ave","2600","2612","2601","2601","60201","60201","Prospect Avenue","2600","2620","2601","2621","3300","AVE","PROSPECT","PROSPECT AVE","Local Street",,,"No","25","2600-2601 PROSPECT AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","334.30981379117736","Local street"
"MULTILINESTRING ((-87.697055890118 42.029888614305, -87.697776726245 42.029876801547, -87.697931667706 42.02987472312))","617","Cleveland","Street","St","1718","1730","1721","1731","60202","60202","Cleveland Street","1714","1798","1715","1799","0","ST","CLEVELAND","CLEVELAND ST","Local Street",,,"No","25","1718-1731 CLEVELAND ST","City of Evanston",,"2022-03-21T15:43:44.000Z","237.99829896191491","Local street"
"MULTILINESTRING ((-87.687241407955 42.020495788323, -87.687807037291 42.02050418471, -87.688346497164 42.020509302895, -87.688597515382 42.020506212689))","771","Dobson","Street","St","1100","1126","1105","1123","60202","60202","Dobson Street","1100","1198","1101","1199","0","ST","DOBSON","DOBSON ST","Local Street",,,"No","25","1100-1123 DOBSON ST","City of Evanston",,"2022-03-21T15:43:44.000Z","368.55342727855464","Local street"
"MULTILINESTRING ((-87.706563966896 42.062170101339, -87.706563294295 42.062362051782, -87.706554213762 42.06276860462, -87.706547863445 42.063054813422, -87.706541724482 42.0632970619))","27","Elm","Avenue","Ave","0","0","2501","2511","60201","60201","Elm Avenue","2500","2510","2501","2511","0","AVE","ELM","ELM AVE","Local Street",,,"No","25","2501-2511 ELM AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","410.73751392981995","Local street"
"MULTILINESTRING ((-87.697808487901 42.033904549202, -87.698014138672 42.033901159824, -87.698667964714 42.033891906867, -87.699034269286 42.033886714599, -87.699303767847 42.033881260865))","1373","Main","Street","St","1800","1820","0","0","60202","60202","Main Street","1800","1898","1801","1899","900","ST","MAIN","MAIN ST","Main Road","Truck Routes",,"No","30","1800-1820 MAIN ST","City of Evanston",,"2022-03-21T15:45:37.000Z","406.32473997706387","Major street"
"MULTILINESTRING ((-87.69756146075 42.042767764306, -87.697786344657 42.04275825265))","264","Greenwood","Street","St","0","0","0","0","60201","60201","Greenwood Street","1798","1798","1799","1799","1400","ST","GREENWOOD","GREENWOOD ST","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:45.000Z","61.185700943929703","Local street"
"MULTILINESTRING ((-87.694731972115 42.060268096345, -87.694921945453 42.060496479649, -87.69513390557 42.060772568666))","1601","Poplar","Avenue","Ave","0","0","2315","2315","60201","60201","Poplar Avenue","2300","2340","2301","2339","2399","AVE","POPLAR","POPLAR AVE","Local Street",,,"No","25","2315-2315 POPLAR AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","213.83426177003378","Local street"
"MULTILINESTRING ((-87.685668530803 42.03281472983, -87.685697569818 42.032815030896, -87.685723628056 42.032815260253, -87.686498000921 42.032823386411))","1876","Washington","Street","St","1002","1004","1001","1013","60202","60202","Washington Street","1000","1098","1001","1099","0","ST","WASHINGTON","WASHINGTON ST","Local Street",,,"No","25","1002-1013 WASHINGTON ST","City of Evanston",,"2022-03-21T15:43:51.000Z","225.37468225224819","Local street"
"MULTILINESTRING ((-87.673540442488 42.051167317806, -87.67346045214 42.051208267379, -87.673439126573 42.051216075402, -87.673377764142 42.051239487039, -87.67216015145 42.051556743254, -87.672131794863 42.051572588664, -87.672108749592 42.051593970148, -87.67209822378 42.051619931049, -87.672092961829 42.051645354577, -87.672102575545 42.051682039421, -87.672126191233 42.051736348722, -87.672281645487 42.052055972092))","4484","Arts Circle","Drive","Dr","10","20","0","0","60201","60201","Arts Circle Drive","2","28","1","29",,"DR","ARTS CIRCLE","ARTS CIRCLE DR","Local Street",,,"No","25","10-20 ARTS CIRCLE DR","Private",,"2022-03-21T15:43:43.000Z","599.06666476955388","Local street"
"MULTILINESTRING ((-87.691722505062 42.026723592639, -87.69192492824 42.026720470515, -87.692321262 42.026715275326, -87.692436523343 42.026716522687))","1517","Oakton","Street","St","1400","1400","1407","1415","60202","60202","Oakton Street","1400","1414","1401","1415","500","ST","OAKTON","OAKTON ST","Main Road",,,"No","25","1400-1415 OAKTON ST","City of Evanston",,"2022-03-21T15:45:37.000Z","194.03646132400885","Major street"
"MULTILINESTRING ((-87.704284464498 42.020147544707, -87.704286614222 42.020250545624, -87.704285286048 42.020456242192, -87.704281698744 42.02060363996, -87.704278682793 42.020726672524, -87.704271303659 42.021053409189))","127","Hartrey","Avenue","Ave","0","0","0","0","60202","60202","Hartrey Avenue","130","198","131","199","2200","AVE","HARTREY","HARTREY AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:46.000Z","330.15126252886364","Local street"
"MULTILINESTRING ((-87.705363674462 42.041020448387, -87.706029643599 42.041011576774, -87.706146731892 42.041009390168, -87.706717923713 42.040998734291, -87.706915938411 42.040995479397))","740","Dempster","Street","St","0","0","2303","2329","60202","60201","Dempster Street","2300","2398","2301","2399","1300","ST","DEMPSTER","DEMPSTER ST","Main Road","Truck Routes",,"Yes","30","2303-2329 DEMPSTER ST","City of Evanston",,"2022-03-21T15:45:36.000Z","421.76855290974362","Major street"
"MULTILINESTRING ((-87.706043044294 42.050068205783, -87.706338038138 42.050060460108, -87.706605389182 42.050055636198, -87.706837388341 42.050051414504, -87.707164962881 42.050055287725))","239","Lyons","Street","St","2400","2400","2405","2405","60201","60201","Lyons Street","2400","2404","2401","2405","1800","ST","LYONS","LYONS ST","Local Street",,,"No","25","2400-2405 LYONS ST","City of Evanston",,"2022-03-21T15:43:48.000Z","304.82364309971007","Local street"
"MULTILINESTRING ((-87.685225113084 42.033997819911, -87.685857462771 42.03400133396, -87.686622643699 42.034006224199, -87.68676773732 42.034010746273))","1363","Main","Street","St","1000","1020","0","0","60202","60202","Main Street","1000","1098","1001","1099","900","ST","MAIN","MAIN ST","Main Road","Truck Routes",,"No","25","1000-1020 MAIN ST","City of Evanston",,"2022-03-21T15:45:37.000Z","419.14321103675007","Major street"
"MULTILINESTRING ((-87.689422858638 42.062131052398, -87.690148468227 42.062138633773, -87.690778378006 42.062145235727))","1296","Lincoln","Street","St","0","0","1301","1327","60201","60201","Lincoln Street","1300","1398","1301","1399","0","ST","LINCOLN","LINCOLN ST","Main Road",,,"No","25","1301-1327 LINCOLN ST","City of Evanston",,"2022-03-21T15:59:55.000Z","368.13782336179327","Collector street"
"MULTILINESTRING ((-87.678167227762 42.027268218559, -87.678330329212 42.027270219661, -87.678360800413 42.027270585637, -87.678427557182 42.027271405624, -87.678463437914 42.027271857321, -87.678542890999 42.027272832004, -87.678634892904 42.027273987977, -87.67866679944 42.027274362059, -87.678716002146 42.027274971986, -87.67879368868 42.02727593642, -87.678945639325 42.027277818176))","1959","South","Boulevard","Blvd","0","0","601","601","60202","60202","South Boulevard","0","0","601","601","0","BLVD","SOUTH","SOUTH BLVD","Main Road",,,"No","25","601-601 SOUTH BLVD","City of Evanston",,"2022-03-21T15:45:37.000Z","211.52836063446631","Major street"
"MULTILINESTRING ((-87.684668713688 42.055812931639, -87.684662423806 42.056047467191, -87.684659373544 42.056350817219, -87.684655145332 42.056574524955, -87.684650713644 42.056854404553, -87.684648533196 42.056970964277))","1395","Maple","Avenue","Ave","2102","2128","2103","2127","60201","60201","Maple Avenue","2100","2134","2101","2135","1000","AVE","MAPLE","MAPLE AVE","Local Street",,,"No","25","2102-2127 MAPLE AVE","City of Evanston",,"2022-03-21T15:43:48.000Z","422.05005956852818","Local street"
"MULTILINESTRING ((-87.682476318583 42.042660845907, -87.682960838931 42.042667461782, -87.682971808147 42.042667606264, -87.68357673179 42.042675862199))","980","Greenwood","Street","St","800","810","801","807","60201","60201","Greenwood Street","800","898","801","899","1400","ST","GREENWOOD","GREENWOOD ST","Local Street",,,"No","25","800-807 GREENWOOD ST","City of Evanston",,"2022-03-21T15:43:45.000Z","298.96712673005902","Local street"
"MULTILINESTRING ((-87.701318997284 42.048351140615, -87.701324743734 42.048506848913, -87.701311115512 42.048800838903, -87.701309099385 42.048844514953, -87.701303541768 42.049304873371, -87.701286633202 42.050130280706, -87.701283375435 42.05028805238))","1125","Hovland","Court","Ct","1712","1750","1711","1749","60201","60201","Hovland Court","1700","1798","1701","1799","0","CT","HOVLAND","HOVLAND CT","Local Street",,,"No","25","1712-1749 HOVLAND CT","City of Evanston",,"2022-03-21T15:43:47.000Z","705.99124599765332","Local street"
"MULTILINESTRING ((-87.672566428088 42.041102007748, -87.673175248763 42.041109188374, -87.674740325187 42.041124628532, -87.674946266361 42.041131133764))","717","Dempster","Street","St","200","230","201","231","60202","60201","Dempster Street","200","298","201","299","1300","ST","DEMPSTER","DEMPSTER ST","Local Street",,,"No","20","200-231 DEMPSTER ST","City of Evanston",,"2022-03-21T15:43:44.000Z","646.58553971625997","Local street"
"MULTILINESTRING ((-87.715790260441 42.062623619467, -87.716024073589 42.062619279262, -87.716369501025 42.062619270716))","1054","Harrison","Street","St","0","0","2935","2935","60201","60201","Harrison Street","2916","2934","2917","2935","2500","ST","HARRISON","HARRISON ST","Local Street",,,"No","25","2935-2935 HARRISON ST","City of Evanston",,"2022-03-21T15:43:46.000Z","157.31523515581011","Local street"
"MULTILINESTRING ((-87.681248595511 42.066205144013, -87.681955697846 42.066215471129, -87.682380197337 42.066224328492, -87.682966889751 42.066236573288, -87.683073373675 42.066238795736))","1464","Monticello","Place","Pl","800","830","803","827","60201","60201","Monticello Place","800","898","801","899","2700","PL","MONTICELLO","MONTICELLO PL","Local Street",,,"No","25","800-827 MONTICELLO PL","City of Evanston",,"2022-03-21T15:43:48.000Z","495.65688016856677","Local street"
"MULTILINESTRING ((-87.722677423963 42.067130189432, -87.723660955294 42.067139150608, -87.724388846651 42.067149491361, -87.724757043301 42.067154956965, -87.725288882753 42.06716288013, -87.72543777099 42.067202498745))","1839","Thayer","Street","St","3200","3254","3207","3237","60201","60201","Thayer Street","3200","3298","3201","3299","2700","ST","THAYER","THAYER ST","Local Street",,,"No","25","3200-3237 THAYER ST","City of Evanston",,"2022-03-21T15:43:50.000Z","752.13676972825385","Local street"
"MULTILINESTRING ((-87.698791815611 42.064339268234, -87.69886738327 42.064428157757, -87.6991764406 42.064805074965, -87.699582081082 42.065265343459, -87.700045711745 42.065816487776, -87.700304990292 42.066126773394, -87.700402391461 42.066242592752))","949","Green Bay","Road","Rd","2610","2658","0","0","60201","60201","Green Bay Road","2600","2658","2601","2659","0","RD","GREEN BAY","GREEN BAY RD","Main Road","Truck Routes",,"No","30","2610-2658 GREEN BAY RD","City of Evanston",,"2022-03-21T15:45:36.000Z","820.03096180191653","Major street"
"MULTILINESTRING ((-87.69162597695 42.0557721054, -87.69257836331 42.055755171385, -87.692819214228 42.055751658639))","152","Simpson","Street","St","0","0","0","0","60201","60201","Simpson Street","1428","1448","1429","1449","2100","ST","SIMPSON","SIMPSON ST","Local Street",,"Rev. Dr. Michael Curry Way","No","25",,"City of Evanston",,"2022-03-21T16:03:40.000Z","324.15108576416264","Collector street"
"MULTILINESTRING ((-87.709443220773 42.054744001755, -87.709391607875 42.054900906971, -87.70922718828 42.055364682497, -87.709186350072 42.055477794435))","1427","McDaniel","Avenue","Ave","2030","2034","0","0","60201","60201","McDaniel Avenue","2028","2098","2029","2099","0","AVE","MCDANIEL","MCDANIEL AVE","Main Road",,,"No","25","2030-2034 MCDANIEL AVE","City of Evanston",,"2022-03-21T15:58:01.000Z","276.36692942819496","Collector street"
"MULTILINESTRING ((-87.706852953829 42.044079337022, -87.707298662876 42.044073152328, -87.707638902698 42.044066308654, -87.708024323618 42.044058557585, -87.708165656453 42.044054881953, -87.708266870599 42.044053951368, -87.708302571617 42.044058701117, -87.708339040482 42.044079014483))","1268","Lake","Street","St","2424","2424","2401","2429","60201","60201","Lake Street","2400","2498","2401","2499","0","ST","LAKE","LAKE ST","Local Street",,,"No","25","2424-2429 LAKE ST","City of Evanston",,"2022-03-21T15:43:48.000Z","406.40348489297003","Local street"
