"study_id","study_class","treatment_focus_study","total_n_randomized","outcome_measure","outcome_measure_definition","arm","arm_n_randomized","treatment_name","ncptsd_treatment_name","treatment_focus_arm","treatment_focus_subclass","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharmacologic_biologic","nonpharmacologic_cognitive","control","other","collaborative_care","format","delivery_method","analysis_type","assessment_point_bucket","assessment_point","outcome_measure_score","outcome_measure_comments","military_status","active_duty_military","veteran","community","female_percent","female_percent_detail","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"resick2017_BeckSca_B_Baseline_Comp","Psychotherapy","PTSD","268","Beck Scale for Suicide Ideation","Percent with significant suicidality, using ""a dichotomous classification based on 2 threshold items that separate those with and without suicidality""","B","135","Individual CPT","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","Completer","Baseline",,"0.134","Suicidal ideation and risk accounted for most of 47 visits to the ER and 31 hospitalizations, 65% of which occurred during post-treatment follow-up","Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.",,"2019"
"resick2017_BeckSca_B_Baseline_ITT","Psychotherapy","PTSD","268","Beck Scale for Suicide Ideation","Percent with significant suicidality, using ""a dichotomous classification based on 2 threshold items that separate those with and without suicidality""","B","135","Individual CPT","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","ITT","Baseline",,"0.163","Suicidal ideation and risk accounted for most of 47 visits to the ER and 31 hospitalizations, 65% of which occurred during post-treatment follow-up","Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.",,"2019"
"vandenberg2015_Crisisc_A+B_0_ITT","Psychotherapy","PTSD","155","Crisis contact with mental health care","Proportion, by self-report","A+B",,,,,,,,,,,,,,,,,,,"ITT","End of Treatment","0","0.242","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
"vandenberg2015_Crisisc_A+B_26_ITT","Psychotherapy","PTSD","155","Crisis contact with mental health care","Proportion, by self-report","A+B",,,,,,,,,,,,,,,,,,,"ITT","Assessment at 6 to <12 Months","26","0.159","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
"vandenberg2015_Crisisc_C_0_ITT","Psychotherapy","PTSD","155","Crisis contact with mental health care","Proportion, by self-report","C","47","Waitlist","Waitlist","Control",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"ITT","End of Treatment","0","0.282","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
"vandenberg2015_Crisisc_C_26_ITT","Psychotherapy","PTSD","155","Crisis contact with mental health care","Proportion, by self-report","C","47","Waitlist","Waitlist","Control",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"ITT","Assessment at 6 to <12 Months","26","0.308","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
"vandenberg2015_Psychiat_A+B_0_ITT","Psychotherapy","PTSD","155","Psychiatric hospitalization","Proportion, by self-report","A+B",,,,,,,,,,,,,,,,,,,"ITT","End of Treatment","0","0.022","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
"vandenberg2015_Psychiat_A+B_26_ITT","Psychotherapy","PTSD","155","Psychiatric hospitalization","Proportion, by self-report","A+B",,,,,,,,,,,,,,,,,,,"ITT","Assessment at 6 to <12 Months","26","0.057","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
"vandenberg2015_Psychiat_C_0_ITT","Psychotherapy","PTSD","155","Psychiatric hospitalization","Proportion, by self-report","C","47","Waitlist","Waitlist","Control",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"ITT","End of Treatment","0","0.103","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
"vandenberg2015_Psychiat_C_26_ITT","Psychotherapy","PTSD","155","Psychiatric hospitalization","Proportion, by self-report","C","47","Waitlist","Waitlist","Control",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"ITT","Assessment at 6 to <12 Months","26","0.103","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
"vandenberg2015_Self-har_A+B_0_ITT","Psychotherapy","PTSD","155","Self-harm","Proportion, by self-report","A+B",,,,,,,,,,,,,,,,,,,"ITT","End of Treatment","0","1.54","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
"vandenberg2015_Self-har_A+B_26_ITT","Psychotherapy","PTSD","155","Self-harm","Proportion, by self-report","A+B",,,,,,,,,,,,,,,,,,,"ITT","Assessment at 6 to <12 Months","26","0.114","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
"vandenberg2015_Self-har_C_0_ITT","Psychotherapy","PTSD","155","Self-harm","Proportion, by self-report","C","47","Waitlist","Waitlist","Control",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"ITT","End of Treatment","0","0.103","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
"vandenberg2015_Self-har_C_26_ITT","Psychotherapy","PTSD","155","Self-harm","Proportion, by self-report","C","47","Waitlist","Waitlist","Control",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"ITT","Assessment at 6 to <12 Months","26","0.103","For combined intervention groups A+B, suicidal ideation was rated before and after each of the first 2 trauma-focused sessions, as well as the week before and week after the 1st trauma-focused session. Pre-post session scores were compared within-group but not between group (no comparison to waitlist [arm C]).","Community",,,"1","0.5419",,"0.4581","Mixed","rape/sexual assault, child sexual abuse, child other abuse, accidents, natural or manmade disasters, other (traumatic psychosis, war, physical abuse)","Low","van den Berg DP, de Bont PA, van der Vleugel BM, et al. Prolonged exposure vs Eye Movement Desensitization and Reprocessing vs waiting list for posttraumatic stress disorder in patients with a psychotic disorder: a randomized clinical trial. JAMA Psychiatry. 2015 Mar;72(3):259-67. doi: 10.1001/jamapsychiatry.2014.2637. PMID: 25607833.",,"2019"
