"study_id","study_class","treatment_focus_study_level","treatment_focus_arm_level","treatment_focus_subclass_arm_level","total_n_randomized","intervention_group","arm_n_randomized","arm_n_randomized_qual","treatment_name","ncptsd_treatment_name","treatment_desc","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharm_biologic","nonpharm_cognitive_therapy","control","other","collaborative_care","format","delivery_method","dose","session_length","frequency","treatment_duration_weeks","treatment_duration_qual","def_treatment_completion","percent_completed","completed_psychotherapy_percent_detail","def_treatment_adherence","percent_adhered","adhered_pharmacotherapy_percent_detail","psychotherapy_sessions_mean","psychotherapy_sessions_sd","psychotherapy_sessions_qual","dose_at_study_end_point_mean","dose_at_study_end_point_sd","dose_at_study_end_point_qual","military_status","percent_active_duty_military","percent_veteran","percent_community","female_percent","female_percent_qual","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"reinhardt2018_B","Complementary and integrative health (CIH)","PTSD","Control",,"51","B","25",,"Control","Assessment","No treatment; participants completed assessments as a group (except CAPS, completed individually).","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Group","In Person",,,,"10",,"completed treatment course","0.84",,,,,,,,,,,"Mixed",,,"0","0.1176",,"0.8824",,,"High","Reinhardt KM, Noggle Taylor JJ, Johnston J, et al. Kripalu yoga for military veterans With PTSD: a randomized trial. J Clin Psychol. 2018 Jan;74(1):93-108. doi: 10.1002/jclp.22483. PMID: 28524358.","48190","2019"
"resick2015_A","Psychotherapy","PTSD","PTSD",,"108","A","56",,"CPT-Cognitive only version","Cognitive Processing Therapy (CPT)","Trauma-focused cognitive therapy where patients learn to label events, thoughts, and subsequent emptions while therapist uses Socratic questioning to help patients examine the facts and context, and develop new, more balanced thinking about traumatic events","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person",,"90 minutes","Twice weekly","6",,,,,,,,"8.4","3.5",,,,,"Active Duty Military","1","0","0","0.0741",,"0.9259","Mixed","combat-related, child sexual abuse","Medium","Resick PA, Wachen JS, Mintz J, et al. A randomized clinical trial of group cognitive processing therapy compared with group present-centered therapy for PTSD among active duty military personnel. J Consult Clin Psychol. 2015 Dec;83(6):1058-68. doi: 10.1037/ccp0000016. PMID: 25939018.","43929","2020"
"resick2015_B","Psychotherapy","PTSD","PTSD",,"108","B","52",,"PCT","Present Centered Therapy (PCT)","Therapists help patients manage current symptoms through problem solving, directing discussion of trauma back to present time","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person",,"90 minutes","Twice weekly","6",,,,,,,,"9.8","2.3",,,,,"Active Duty Military","1","0","0","0.0741",,"0.9259","Mixed","combat-related, child sexual abuse","Medium","Resick PA, Wachen JS, Mintz J, et al. A randomized clinical trial of group cognitive processing therapy compared with group present-centered therapy for PTSD among active duty military personnel. J Consult Clin Psychol. 2015 Dec;83(6):1058-68. doi: 10.1037/ccp0000016. PMID: 25939018.","43929","2020"
"resick2002_A","Psychotherapy","PTSD","PTSD",,"171","A","62",,"CPT","Cognitive Processing Therapy (CPT)","Manualized therapy including cognitive therapy and exposure in the form of writing and reading about the traumatic event","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 minutes for initial session, all others 90 minutes","Twice weekly","6",,"completed all 12 sessions","0.6613",,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","child sexual abuse, rape/sexual assault","Medium","Resick PA, Nishith P, Weaver TL, et al. A comparison of cognitive-processing therapy with prolonged exposure and a waiting condition for the treatment of chronic posttraumatic stress disorder in female rape victims. J Consult Clin Psychol. 2002 Aug;70(4):867-79.  PMID: 12182270.","14652","2019"
"resick2002_B","Psychotherapy","PTSD","PTSD",,"171","B","62",,"PE","Prolonged Exposure (PE)","Includes education-rationale, breathing retraining, behavioral exposures, and imaginal exposures","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 minutes for initial session, all others 90 minutes","Twice weekly","6",,"completed all 12 sessions","0.6452",,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","child sexual abuse, rape/sexual assault","Medium","Resick PA, Nishith P, Weaver TL, et al. A comparison of cognitive-processing therapy with prolonged exposure and a waiting condition for the treatment of chronic posttraumatic stress disorder in female rape victims. J Consult Clin Psychol. 2002 Aug;70(4):867-79.  PMID: 12182270.","14652","2019"
"resick2002_C","Psychotherapy","PTSD","Control",,"171","C","47",,"Waitlist with minimal attention","Minimal attention","Participants were encouraged to call therapist for client-centered telephone counseling","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","Phone",,,,"6",,"completed treatment course","0.8511",,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","child sexual abuse, rape/sexual assault","Medium","Resick PA, Nishith P, Weaver TL, et al. A comparison of cognitive-processing therapy with prolonged exposure and a waiting condition for the treatment of chronic posttraumatic stress disorder in female rape victims. J Consult Clin Psychol. 2002 Aug;70(4):867-79.  PMID: 12182270.","14652","2019"
"resick2008_A","Psychotherapy","PTSD","PTSD",,"162","A","56",,"CPT","Cognitive Processing Therapy (CPT)","Manualized therapy that teaches skill of recognizing and challenging dysfunctional cognitions","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 minutes","Twice weekly","6",,"completed all 12 sessions","0.48",,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","child physical abuse, child sexual abuse, rape/sexual assault, intimate partner violence","Medium","Resick PA, Galovski TE, Uhlmansiek MOB, et al. A randomized clinical trial to dismantle components of cognitive processing therapy for posttraumatic stress disorder in female victims of interpersonal violence. J Consult Clin Psychol. 2008 Apr;76(2):243-58. doi: 10.1037/0022-006X.76.2.243. PMID: 18377121.","30597","2019"
"resick2008_B","Psychotherapy","PTSD","PTSD",,"162","B","51",,"Written account","Written narrative exposure","Exposure-focused component of CPT where patients wrote about index event and discussed emotional response regarding event, but did not include cognitive therapy or challenge to client's dysfunctional statements","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 minutes for initial 2 sessions, 2 hours for remaining sessions","Twice weekly for first week, then weekly","6","7 sessions total","completed all 7 sessions","0.57",,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","child physical abuse, child sexual abuse, rape/sexual assault, intimate partner violence","Medium","Resick PA, Galovski TE, Uhlmansiek MOB, et al. A randomized clinical trial to dismantle components of cognitive processing therapy for posttraumatic stress disorder in female victims of interpersonal violence. J Consult Clin Psychol. 2008 Apr;76(2):243-58. doi: 10.1037/0022-006X.76.2.243. PMID: 18377121.","30597","2019"
"resick2008_C","Psychotherapy","PTSD","PTSD",,"162","C","55",,"CPT-cognitive therapy","Cognitive Processing Therapy (CPT)","Identical to manualized CPT but without written account component","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 minutes","Twice weekly","6",,"completed all 12 sessions","0.55",,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","child physical abuse, child sexual abuse, rape/sexual assault, intimate partner violence","Medium","Resick PA, Galovski TE, Uhlmansiek MOB, et al. A randomized clinical trial to dismantle components of cognitive processing therapy for posttraumatic stress disorder in female victims of interpersonal violence. J Consult Clin Psychol. 2008 Apr;76(2):243-58. doi: 10.1037/0022-006X.76.2.243. PMID: 18377121.","30597","2019"
"resick2017_A","Psychotherapy","PTSD","PTSD",,"268","A","133",,"Group CPT","Cognitive Processing Therapy (CPT)","Trauma-focused cognitive therapy in groups of 8 to 10 participants; cognitive-only version following manual developed for military and veterans and incorporating special considerations for military population; one individual meeting with therapist prior to treatment to review trauma history; therapy aim to teach patients to recognize and challenge dysfunctional cognitions (stuck points) about the traumatic event(s) and current thoughts about themselves, others, and the world. Participants who missed 4 sessions were dropped from group treatment.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person",,"90 minutes","Twice weekly","6",,"completed ≥9 sessions","0.5489",,,,,,,,,,,"Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.","45949","2019"
"resick2017_B","Psychotherapy","PTSD","PTSD",,"268","B","135",,"Individual CPT","Cognitive Processing Therapy (CPT)","Individual trauma-focused cognitive therapy; cognitive-only version following manual developed for military and veterans and incorporating special considerations for military population; therapy aim to teach patients to recognize and challenge dysfunctional cognitions (stuck points) about the traumatic event(s) and current thoughts about themselves, others, and the world. Participants who couldn't complete treatment in 3 months for reasons other than military assignments had treatment ended.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 minutes","Twice weekly","6",,"completed ≥9 sessions","0.6074",,,,,,,,,,,"Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.","45949","2019"
"richards1994_A","Psychotherapy","PTSD","PTSD",,"14","A","7",,"Imaginal exposure followed by live exposure","Exposure therapy","Imaginal exposure involved patients reliving their traumatic memories until anxiety is reduced. Live exposure involved patients re-entering trauma-related situations that they had been avoiding.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 minutes","Weekly","8","4 sessions each of imaginal and live exposure",,,,,,,,,,,,,"Community",,,"1","0.6923","(completers only)","0.3077","Mixed","rape/sexual assault, accidents, community/school violence, natural or manmade disasters","High","Richards DA, Lovell K, Marks IM. Post-traumatic stress disorder: evaluation of a behavioral treatment program. J Trauma Stress. 1994 Oct;7(4):669-80. doi: 10.1007/BF02103014. PMID: 7820356.","12187","2019"
"richards1994_B","Psychotherapy","PTSD","PTSD",,"14","B","7",,"Live exposure followed by imaginal exposure","Exposure therapy","Imaginal exposure involved patients reliving their traumatic memories until anxiety is reduced. Live exposure involved patients re-entering trauma-related situations that they had been avoiding.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 minutes","Weekly","8","4 sessions each of imaginal and live exposure",,,,,,,,,,,,,"Community",,,"1","0.6923","(completers only)","0.3077","Mixed","rape/sexual assault, accidents, community/school violence, natural or manmade disasters","High","Richards DA, Lovell K, Marks IM. Post-traumatic stress disorder: evaluation of a behavioral treatment program. J Trauma Stress. 1994 Oct;7(4):669-80. doi: 10.1007/BF02103014. PMID: 7820356.","12187","2019"
"robjant2019_A","Psychotherapy","PTSD","PTSD",,"92","A","46",,"Adapted FORNET","Narrative Exposure Therapy (NET)","Individual + group therapy sessions; adapted version expanded group component to ""maximize the focus on behaviour change away from ongoing perpetration of violence within the community, and to increase the emphasis on peer support"". Individual sessions involved construction of lifeline, exploration of traumatic events (act of perpetrated violence). Group sessions ""aimed to develop skills and motivation to avoid perpetrating violence within the community"" and group members encouraged to support each other and introduced a 'buddy system'.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Mixed","In Person",,"Individual sessions: 90 to 120 minutes; Group sessions: 60 to 90 minutes","Individual sessions: weekly; Group sessions: weekly","6",,"attended all individual and group therapy sessions (6 sessions each)","0.61",,,,,,,,,,,"Community","0","0","1","1",,"0","Other (former child soldiers)",,"Medium","Robjant K, Koebach A, Schmitt S, et al. The treatment of posttraumatic stress symptoms and aggression in female former child soldiers using adapted Narrative Exposure therapy - a RCT in Eastern Democratic Republic of Congo. Behav Res Ther. 2019 Dec;123:103482. doi: 10.1016/j.brat.2019.103482. PMID: 31639529.",,"2020"
"robjant2019_B","Psychotherapy","PTSD","Control",,"92","B","46",,"TAU","Treatment as usual (TAU)","Services available through NGO, including: ""occupational training courses, empathic listening and basic counselling, problem solving and practical support, provided whenever needed""; participant was visited at home if more than a week from last drop in.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,"Weekly","6",,,,,,,,,,,,,,"Community","0","0","1","1",,"0","Other (former child soldiers)",,"Medium","Robjant K, Koebach A, Schmitt S, et al. The treatment of posttraumatic stress symptoms and aggression in female former child soldiers using adapted Narrative Exposure therapy - a RCT in Eastern Democratic Republic of Congo. Behav Res Ther. 2019 Dec;123:103482. doi: 10.1016/j.brat.2019.103482. PMID: 31639529.",,"2020"
"rodgman2016_A","Pharmacotherapy","PTSD","PTSD",,"8","A","8","3 in first study period","Doxazosin extended release","Doxazosin","Extended-release alpha-1 noradrenergic antagonist with 15 to 19 hour half-life; initiated at 4 mg/day and increased by 4 mg every 4 days to final dose of 16 mg/day","No","Not Applicable","Yes","Antiadrenergic","No","Not Applicable","No","No","No","No","No","Individual","In Person","Initiated at 4 mg, titrated to 16 mg",,"Daily","2.29",,,,,,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Rodgman C, Verrico CD, Holst M, et al. Doxazosin XL reduces symptoms of posttraumatic stress disorder in veterans with PTSD: a pilot clinical trial. J Clin Psychiatry. 2016 May;77(5):e561-5. doi: 10.4088/JCP.14m09681. PMID: 27249080.","49795","2019"
"rodgman2016_B","Pharmacotherapy","PTSD","Control",,"8","B","8","5 in first study period","Placebo","Placebo","Placebo capsules identical to active treatment, dose increased over study period","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,"Daily","2.29",,,,,,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Rodgman C, Verrico CD, Holst M, et al. Doxazosin XL reduces symptoms of posttraumatic stress disorder in veterans with PTSD: a pilot clinical trial. J Clin Psychiatry. 2016 May;77(5):e561-5. doi: 10.4088/JCP.14m09681. PMID: 27249080.","49795","2019"
"rogers1999_A","Psychotherapy","PTSD","PTSD",,"12","A","6",,"Group EMDR","Eye Movement Desensitization and Reprocessing (EMDR)","Intervention follow method as described by Shapiro (1995). Subjects asked to concentrate on a visual image, the negative statement, and the sensation while tracking the therapist's finger back and forth. When subjects report minimal distress, they were asked to concentrate on the visual image and positive cognition during eye movements.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 to 90 minutes","Once","1",,,,,,,,,,,,,,"Veteran","0","1","0",,,,"Combat-related",,"High","Rogers S, Silver SM, Goss J, et al. A single session, group study of exposure and Eye Movement Desensitization and Reprocessing in treating posttraumatic stress disorder among Vietnam War veterans: preliminary data. J Anxiety Disord. 1999 Jan-Apr;13(1-2):119-30. doi: 10.1016/S0887-6185(98)00043-7. PMID: 10225504.","14686","2019"
"rogers1999_B","Psychotherapy","PTSD","PTSD",,"12","B","6",,"Exposure therapy","Exposure therapy","Intervention based on explosion procedure described in Lyons and Keane (1989). Subjects were guided in a progress muscle relaxation exercise, then visualized the experience while paying attention to sensory, cognitive, and emotional cues. The scene was repeated with relaxation.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 to 90 minutes","Once","1",,,,,,,,,,,,,,"Veteran","0","1","0",,,,"Combat-related",,"High","Rogers S, Silver SM, Goss J, et al. A single session, group study of exposure and Eye Movement Desensitization and Reprocessing in treating posttraumatic stress disorder among Vietnam War veterans: preliminary data. J Anxiety Disord. 1999 Jan-Apr;13(1-2):119-30. doi: 10.1016/S0887-6185(98)00043-7. PMID: 10225504.","14686","2019"
"rosenbaum2015_A","Complementary and integrative health (CIH)","PTSD","PTSD",,"81","A","39",,"Exercise program","Exercise","Resistance training and pedometer-based walking program. Resistance training included one supervised exercise session and two home-based unsupervised exercise sessions per week.

Participants also received usual care which could include psychotherapy, pharmaceutical interventions, and group therapy.","No","Not Applicable","No","Not Applicable","Yes","Other physical activity and recreational therapies","No","No","No","No","No","Individual","In Person",,"30 minutes","Three times weekly","12",,,,,,,,,"2","7/12 supervised exercise sessions",,,,"Community",,,"1","0.1605",,"0.8395","Mixed","other (trauma experienced through occupation, not specified)","Medium","Rosenbaum S, Sherrington C, Tiedemann A. Exercise augmentation compared with usual care for post-traumatic stress disorder: a randomized controlled trial. Acta Psychiatr Scand. 2015 May;131(5):350-9. doi: 10.1111/acps.12371. PMID: 25443996.","44069","2019"
"rosenbaum2015_B","Complementary and integrative health (CIH)","PTSD","PTSD",,"81","B","42",,"TAU","Treatment as usual (TAU)","Usual care which could include psychotherapy, pharmaceutical interventions, and group therapy.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,,,"12",,,,,,,,,,,,,,"Community",,,"1","0.1605",,"0.8395","Mixed","other (trauma experienced through occupation, not specified)","Medium","Rosenbaum S, Sherrington C, Tiedemann A. Exercise augmentation compared with usual care for post-traumatic stress disorder: a randomized controlled trial. Acta Psychiatr Scand. 2015 May;131(5):350-9. doi: 10.1111/acps.12371. PMID: 25443996.","44069","2019"
"rothbaum1997_A","Psychotherapy","PTSD","PTSD",,"21","A","11",,"EMDR","Eye Movement Desensitization and Reprocessing (EMDR)","Individual sessions following treatment manual; patient imagines a scene that represents the entire trauma, focusing on sensations of anxiety while rehearsing words that match the picture and simultaneously follows therapist's finger moving back and forth until anxiety is decreased; patient then follows same procedure while rehearsing new, preferred belief, until the new statement feels true to the patient. The first session was comprised of information gathering, without EMDR.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes","Weekly","4",,,,,,,,,,,,,,"Community",,,"1","1",,"0","Rape/sexual assault",,"Medium","Rothbaum BO. A controlled study of Eye Movement Desensitization and Reprocessing in the treatment of posttraumatic stress disordered sexual assault victims. Bull Menninger Clin. 1997 Summer;61(3):317-34.  PMID: 9260344.","09058","2019"
"rothbaum1997_B","Psychotherapy","PTSD","Control",,"21","B","10",,"Waitlist","Waitlist",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","No","No","No",,,,,,"4",,,,,,,,,,,,,,"Community",,,"1","1",,"0","Rape/sexual assault",,"Medium","Rothbaum BO. A controlled study of Eye Movement Desensitization and Reprocessing in the treatment of posttraumatic stress disordered sexual assault victims. Bull Menninger Clin. 1997 Summer;61(3):317-34.  PMID: 9260344.","09058","2019"
"rothbaum2005_A","Psychotherapy","PTSD","PTSD",,"72","A","25",,"EMDR","Eye Movement Desensitization and Reprocessing (EMDR)","Patient imagines a scene representing the worst part of the trauma, focuses on sensations of distress and rehearses negative thoughts, simultaneously following therapist's fingers back and forth at least 20 times each repetition until distress drops to 0 or 1 (measured 0 to 10 on subjective units of discomfort scale); patient then rehearses new, preferred belief while tracking therapist's finger until new statement feels true to the participant; uses cognitive interweaves to accomplish cognitive work. First two sessions for education and treatment planning; remaining 7 sessions were EMDR treatment.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes","Twice weekly","4 to 5","9 sessions total","completed treatment protocol","0.80",,,,,,,,,,,"Community",,,"1","1",,"0","Rape/sexual assault",,"Medium","Rothbaum BO, Astin MC, Marsteller F. Prolonged exposure versus Eye Movement Desensitization and Reprocessing (EMDR) for PTSD rape victims. J Trauma Stress. 2005 Dec;18(6):607-16. doi: 10.1002/jts.20069. PMID: 16382428.","19662","2019"
"rothbaum2005_B","Psychotherapy","PTSD","PTSD",,"72","B","23",,"PE","Prolonged Exposure (PE)","Patients instructed to imaging assault scene and describe aloud while anxiety levels are monitored, repeating the process for 45 to 60 minutes, followed by discussion of patient's reaction; patients instructed to listen to recording of narrative at least once a day and assigned homework. Two sessions for treatment planning including construction of a hierarchy of avoided situations for in vivo exposure homework; 7 sessions of imaginative exposure.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes","Twice weekly","4 to 5","9 sessions total","completed treatment protocol","0.87",,,,,,,,,,,"Community",,,"1","1",,"0","Rape/sexual assault",,"Medium","Rothbaum BO, Astin MC, Marsteller F. Prolonged exposure versus Eye Movement Desensitization and Reprocessing (EMDR) for PTSD rape victims. J Trauma Stress. 2005 Dec;18(6):607-16. doi: 10.1002/jts.20069. PMID: 16382428.","19662","2019"
"rothbaum2005_C","Psychotherapy","PTSD","Control",,"72","C","24",,"Waitlist","Waitlist","Waitlist after pretreatment assessment, then randomly assigned to PE or EMDR after posttreatment assessment.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,,,"4 to 5",,"completed treatment protocol","0.833",,,,,,,,,,,"Community",,,"1","1",,"0","Rape/sexual assault",,"Medium","Rothbaum BO, Astin MC, Marsteller F. Prolonged exposure versus Eye Movement Desensitization and Reprocessing (EMDR) for PTSD rape victims. J Trauma Stress. 2005 Dec;18(6):607-16. doi: 10.1002/jts.20069. PMID: 16382428.","19662","2019"
"rothbaum2006_A","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"65","A","34",,"Sertraline + PE","Sertraline + Prolonged Exposure (PE)","SSRI antidepressant and prolonged exposure therapy comprised of psychoeducation, breathing retraining, in vivo exposure, prolonged imaginal exposure, and homework.","Yes","TF","Yes","Antidepressant: SSRI","No","Not Applicable","No","No","No","No","No","Individual","In Person","Sertraline dose: 25 to 200 mg, previously titrated to maximum dose tolerated in Phase I

PE session length: 90 to 120 minutes",,"Sertraline: daily

PE: Twice a week","5",,,,,"Sertraline: compliance as number of tablets taken divided by number of tablets that should have been taken, using medication dispensing data and unused medication returns (average % compliance with regimen)",,"Average % compliance with regimen 7.1% (SD 7.99) at Week 10 and 97.1% (SD 5.86) at Week 15 endpoint for both sertraline groups (% of patients being 100% adherent NR)",,,,"173.1 mg at Week 10 and 173.5 mg at Week 15 (average for both sertraline groups)","(44.26) mg at Week 10 and (42.82) mg at Week 15 (average for both sertraline groups)",,"Community",,,"1","0.646",,"0.354","Mixed","child sexual abuse, child physical abuse, accidents, combat-related, other (death [not combat-related] of another person)","Medium","Rothbaum BO, Cahill SP, Foa EB, et al. Augmentation of sertraline with prolonged exposure in the treatment of posttraumatic stress disorder. J Trauma Stress. 2006 Oct;19(5):625-38. doi: 10.1002/jts.20170. PMID: 17075912.","80288","2019"
"rothbaum2006_B","Mixed: Psychotherapy & pharmacotherapy","PTSD","Control",,"65","B","31",,"Sertraline","Sertraline","SSRI antidepressant, continuation of medication following 10 weeks of open-label treatment with flexible dosing titrated over first 5 weeks.","No","Not Applicable","Yes","Antidepressant: SSRI","No","Not Applicable","No","No","No","No","No","Individual","In Person","Dose: 25 to 200 mg, previously titrated to maximum dose tolerated prior to randomization",,"Daily","5",,,,,"Sertraline: compliance as number of tablets taken divided by number of tablets that should have been taken, using medication dispensing data and unused medication returns (average % compliance with regimen)",,"Average % compliance with regimen 7.1% (SD 7.99) at Week 10 and 97.1% (SD 5.86) at Week 15 endpoint for both sertraline groups (% of patients being 100% adherent NR)",,,,"173.1 mg at Week 10 and 173.5 mg at Week 15 (average for both sertraline groups)","(44.26) mg at Week 10 and (42.82) mg at Week 15 (average for both sertraline groups)",,"Community",,,"1","0.646",,"0.354","Mixed","child sexual abuse, child physical abuse, accidents, combat-related, other (death [not combat-related] of another person)","Medium","Rothbaum BO, Cahill SP, Foa EB, et al. Augmentation of sertraline with prolonged exposure in the treatment of posttraumatic stress disorder. J Trauma Stress. 2006 Oct;19(5):625-38. doi: 10.1002/jts.20170. PMID: 17075912.","80288","2019"
"rothbaum2008_A","Pharmacotherapy","PTSD","PTSD",,"25","A","14",,"Risperidone augmentation","Risperidone augmentation","Augmentation of an SSRI antidepressant (sertraline) with an atypical antipsychotic; all participants treated with sertraline in phase 1, and non-responders randomized to augmentation with risperidone or placebo; dose increased weekly by 0.5 mg/day as tolerated to maximum 2 mg/day, or 3 mg/day ""on a case-by-case basis."" Sertraline continued through phase 2, mean dose at endpoint 147 mg for risperidone arm.","No","Not Applicable","Yes","Antipsychotic","No","Not Applicable","No","No","No","No","No","Individual","In Person","Initiated at 0.5 mg, titrated to maximum of 2 or 3 mg",,"Daily","8",,,,,,,,,,,"2.1 mg",,,"Community",,,"1","0.8",,"0.2","Mixed","rape/sexual assault, intimate partner violence, accidents, community/school violence, other (stalking, break-in, witnessed killing or suicide attempt)","High","Rothbaum BO, Killeen TK, Davidson JRT, et al. Placebo-controlled trial of risperidone augmentation for selective serotonin reuptake inhibitor-resistant civilian posttraumatic stress disorder. J. Clin. Psychiatry. 2008;69(4):520-5. doi: 10.4088/JCP.v69n0402. PMID: 18278987.","30519","2019"
"rothbaum2008_B","Pharmacotherapy","PTSD","Control",,"25","B","11",,"Placebo augmentation","Placebo","Augmentation of an SSRI antidepressant (sertraline) with placebo matching risperidone; all participants treated with sertraline in phase 1, and non-responders randomized to augmentation with risperidone or placebo; sertraline continued through phase 2.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,"Daily","8",,,,,,,,,,,"1.77 mg equivalent",,,"Community",,,"1","0.8",,"0.2","Mixed","rape/sexual assault, intimate partner violence, accidents, community/school violence, other (stalking, break-in, witnessed killing or suicide attempt)","High","Rothbaum BO, Killeen TK, Davidson JRT, et al. Placebo-controlled trial of risperidone augmentation for selective serotonin reuptake inhibitor-resistant civilian posttraumatic stress disorder. J. Clin. Psychiatry. 2008;69(4):520-5. doi: 10.4088/JCP.v69n0402. PMID: 18278987.","30519","2019"
"rothbaum2014_A","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"156","A","53",,"Virtual reality exposure therapy + D-cycloserine","Virtual reality exposure therapy (VRET) + D-cycloserine","Virtual reality exposure: sessions comprised of exposure to subject's most traumatic memories using computer-generated virtual Iraq or Afghanistan environments with simulated field/combat situations and trigger stimuli (auditory, visual, olfactory, and tactile), manipulated by the therapist with attempt to match patient-described stimuli followed by experience processing, integration, and associations. This therapy differed from typical exposure therapy in that there was no homework assigned. 

D-cycloserine: NMDA glutamate receptor partial agonist","Yes","TF","Yes","Other pharmacotherapy","No","Not Applicable","No","No","No","No","No","Individual","In Person","Drug dose: 50 mg (30 minutes prior to session)

Sessions: 90 minutes (30 minutes prior to exposure for medication and assessments including startle responses and cortisol sampling). 30 to 45 minutes continuous exposure, until anxiety level decreases, 15 to 20 minutes processing time. One introductory session without medication or exposure was given.",,"Weekly","6",,,,,,,,,,,,,,"Veteran","0","1","0","0.0513",,"0.9487","Combat-related",,"Medium","Rothbaum BO, Price M, Jovanovic T, et al. A randomized, double-blind evaluation of D-cycloserine or alprazolam combined with virtual reality exposure therapy for posttraumatic stress disorder in Iraq and Afghanistan War veterans. Am J Psychiatry. 2014 Jun;171(6):640-8. doi: 10.1176/appi.ajp.2014.13121625. PMID: 24743802.","42150","2019"
