"county","license_number","operation_type","trade_name","owner_name","street_number","street_name","address_line_2","address_line_3","city","state","zip_code","georeference"
"MONROE","266636","Other","HORT ASSOC OF ROCHESTER","HORT ASSOC OF ROCHESTER INC","236","OLD SCOTTSVILLE CHILI ROAD",,,"CHURCHVILLE","NY","14428","POINT (-77.757188 43.093064)"
"SUFFOLK","658641","Grocery Store","7 ELEVEN FOOD STORE #37040A","7 ELEVEN INC","512","GIBBS POND RD",,,"NESCONSET","NY","11767","POINT (-73.134923 40.832601)"
"ERIE","660104","Other","JANICE JOHNSON","JANICE JOHNSON","672","TAUNTON PLACE",,,"BUFFALO","NY","14216","POINT (-78.839361 42.954368)"
"ONONDAGA","658206","Farm Supply","B'VILLE SUPPLY INC","GAWARECKI DENNIS A","82","EAST GENESEE ST",,,"BALDWINSVILLE","NY","13027","POINT (-76.323617 43.160387)"
"ST. LAWRENCE","409011","Hardware Store","REX HARDWARE","REXFORD INC","125","EAST MAIN STREET",,,"CANTON","NY","13617","POINT (-75.147895 44.597266)"
"ONONDAGA","658861","Other","DOLLAR TREE #01378","DOLLAR TREE","2803","BREWERTON ROAD",,,"MATTYDALE","NY","13211","POINT (-76.146106 43.106372)"
"WESTCHESTER","661120","Floral Shop","COOKES LITTLE SHOP OF FLOWERS","STEWART C COOKE","2017","ALBANY POST ROAD",,,"CROTON ON HUDSON","NY","10520","POINT (-73.909849 41.23107)"
"ORANGE","656899","Garden Center","PINE BUSH HOME & GARDEN CENTER, INC.","DUMAIN, LARRY","105","DEPOT STREET",,,"PINE BUSH","NY","12566","POINT (-74.297663 41.608473)"
"NIAGARA","658187","Roadside Stand","GRAHAM FAMILY FARM","GRAHAM MICHAEL J","5171","TONAWANDA CREEK RD",,,"NORTH TONAWANDA","NY","14120","POINT (-78.755192 43.0714)"
"QUEENS","638900","Grocery Store","STOP & SHOP SPRMKT #510","STOP & SHOP SUPERMARKET CO LLC","34-51","48TH STREET",,,"LONG ISLAND CITY","NY","11104","POINT (-73.91486 40.75201)"
"QUEENS","635572","Drug Store","CVS PHARMACY # 560","CVS ALBANY LLC","242-24","NORTHERN BLVD",,,"DOUGLASTON","NY","11362","POINT (-73.743264 40.765466)"
"QUEENS","632067","Floral Shop","LITTLE FLOWER SHOPPE INC","BENEDETTO BONELLO","66-48","80TH STREET",,,"MIDDLE VILLAGE","NY","11379","POINT (-73.871879 40.715004)"
"CHEMUNG","658877","Other","DOLLAR TREE #01415","DOLLAR TREE","830","COUNTY ROUTE 64","BOX 3",,"ELMIRA","NY","14903",
"ORANGE","336201","Grocery Store","PRICE CHOPPER #0142","PRICE CHOPPER OPERATING CO INC","115","TEMPLE HILL ROAD",,,"NEW WINDSOR","NY","12553","POINT (-74.058325 41.455511)"
"SUFFOLK","661672","Grocery Store","7 ELEVEN STORE #48594B","D AND G OF LONG ISLAND 38594 LLC","449","WILLIAM FLOYD PARKWAY",,,"SHIRLEY","NY","11967","POINT (-72.863801 40.785198)"
"ONONDAGA","661307","Other","DOLLAR TREE # 07798","DEBORAH E MILLER","111","ELWOOD DAVIS ROAD",,,"LIVERPOOL","NY","13088","POINT (-76.173804 43.095196)"
"SUFFOLK","661797","Grocery Store","7 ELEVEN STORE #22644C","WALI NASEER, SADIA NASEER","1050","OLD COUNTRY RD",,,"RIVERHEAD","NY","11901","POINT (-72.674535 40.932958)"
"NEW YORK","624460","Grocery Store","7 ELEVEN FOOD STORE #39308A","KANDHARI PRITHPAL","535","8TH AVENUE",,,"NEW YORK","NY","10018","POINT (-73.992243 40.753883)"
"NEW YORK","659545","Grocery Store","GRISTEDE'S # 545","NAMDOR INC/JOHN CATSIMATIDIS","225","9TH AVE",,,"NEW YORK","NY","10011","POINT (-74.000946 40.746998)"
"QUEENS","660408","Grocery Store","METRO DELI & GROCERY","JALPA 117 INC","117-01","HILLSIDE AVE",,,"RICHMOND HILL","NY","11418","POINT (-73.832655 40.700207)"
"NEW YORK","660696","Other","THE REAL CHANCE INC","MARTIN A. ESPINAL","125","EAST 116 STREET",,,"NEW YORK","NY","10029",
"SUFFOLK","473728","Grocery Store","STOP & SHOP SPRMKT #2505","ALVAREZ JOSE","999","MONTAUK HIGHWAY",,,"SHIRLEY","NY","11967","POINT (-72.85907 40.802623)"
"KINGS","618546","Drug Store","RITE AID #4738","RITE AID OF NEW YORK INC","1631-43","PITKIN AVENUE",,,"BROOKLYN","NY","112125050","POINT (-73.912914 40.669361)"
"QUEENS","661564","Dept. Store","TJ MAXX # 1548","TJX COMPANIES INC","22-06","31ST STREET",,,"ASTORIA","NY","11105","POINT (-73.910998 40.775903)"
"LIVINGSTON","249760","Garden Center","TRACTOR SUPPLY COMPANY #655","TRACTOR SUPPLY COMPANY","4377","GENESEE VALLEY PLAZA",,,"GENESEO","NY","14454","POINT (-77.782499 42.798504)"
"CHAUTAUQUA","662086","Other","REVITALIZE DUNKIRK, INC","JAMES FISHER",,"PO BOX 107",,,"DUNKIRK","NY","14048","POINT (-79.318146 42.479528)"
"RENSSELAER","660270","Roadside Stand","TIASHOKE FARM STAND","BRIAN, ERIC AND STUART ZEHM","11822","ROUTE 40",,,"SCHAGHTICOKE","NY","12154","POINT (-73.550598 42.997216)"
"SCHENECTADY","421153","Grocery Store","GABRIELS SUPERMARKET","JEFFREY GAGRIELE","255","MOHAWK AVENUE",,,"SCOTIA","NY","12302","POINT (-73.967549 42.827555)"
"MONTGOMERY","662047","Garden Center","SUNSHINE GARDENS","NICHOLAS NOBLE","980","STATE ROUTE 67",,,"AMSTERDAM","NY","12010","POINT (-73.852191 42.986477)"
"NIAGARA","658797","Landscaper","SHEILA B MOLL","SHEILA MOLL","710","SCOVELL DRIVE",,,"LEWISTON","NY","14092","POINT (-79.02409 43.177544)"
"ERIE","656840","Grocery Store","SAVE-A-LOT","MCHENRY, DAVID","13107","BROADWAY",,,"ALDEN","NY","14004","POINT (-78.499616 42.898903)"
"MONROE","658890","Other","DOLLAR TREE #01527","DOLLAR TREE","2004","CHILI AVE.",,,"ROCHESTER","NY","14624","POINT (-77.686003 43.13245)"
"DUTCHESS","134699","Other","DUTCHESS CO SOIL&WATER","DUTCHESS CO SOIL&WATER","2715","ROUTE 44","FARM&HOME CENTER",,"MILLBROOK","NY","12545","POINT (-73.738789 41.779788)"
"NASSAU","660236","Grocery Store","AMAZON.COM DEDC LLC","MIKE ROTH","80","GRUMMAN ROAD WEST",,,"BETHPAGE","NY","11714","POINT (-73.489629 40.744236)"
"ONONDAGA","312056","Grocery Store","PRICE CHOPPER #0172","PRICE CHOPPER OPERATING CO INC","2515","ERIE BOULEVARD EAST",,,"SYACUSE","NY","13224","POINT (-76.101875 43.054072)"
"CORTLAND","657435","Hardware Store","LOWES HOME CENTERS LLC #1953","LOWES HOME CENTER INC","872","ROUTE 13",,,"CORTLAND","NY","13045","POINT (-76.217457 42.573912)"
"NASSAU","656801","Grocery Store","FAIRVIEW FARM INC","CHOI GYU, CHANG","1197","GRAND AVE",,,"BALDWIN","NY","11510","POINT (-73.615011 40.681265)"
"ONONDAGA","310067","Dept. Store","BIG LOTS #1883","BIG LOTS STORES INC","8015","OSWEGO ROAD",,,"LIVERPOOL","NY","13090","POINT (-76.230478 43.159801)"
"NEW YORK","660320","Grocery Store","JANET FOOD CORP","RUBEN LUNA","2630","FREDERICK DOUGLAS BLVD",,,"NEW YORK","NY","10030","POINT (-73.943905 40.820128)"
"ESSEX","660689","Floral Shop","FLOWER DESIGNS BY TRACEY","TRACEY SAYNE","7567","COURT STREET",,,"ELIZABETHTOWN","NY","12932","POINT (-73.59339 44.214765)"
"MONROE","656934","Drug Store","WALGREENS #12489","WALGREEN EASTERN CO., INC.","665","LONG POND ROAD",,,"ROCHESTER","NY","14626","POINT (-77.696435 43.254217)"
"ALBANY","15413","Drug Store","CVS PHARMACY # 417","CVS ALBANY LLC","885","CENTRAL AVE",,,"ALBANY","NY","12206","POINT (-73.790241 42.680263)"
"SUFFOLK","478445","Garden Center","TALMAGE FARM AGWAY","TALMAGE ENTERPRISES LTD","1122","OSBORN AVENUE",,,"RIVERHEAD","NY","11901","POINT (-72.688461 40.92933)"
"SUFFOLK","479449","Drug Store","RITE AID #10665","GENOVESE DRUG STORES INC","532A","UNION BOULEVARD",,,"WEST ISLIP","NY","11795","POINT (-73.29637 40.709778)"
"ST. LAWRENCE","659217","Other","OLLIES BARGAIN OUTLET INC #207","MARK BUTLER","6033","ST. LAWRENCE CENTER",,,"MASSENA","NY","13662","POINT (-74.843757 44.948971)"
"NASSAU","658982","Other","DOLLAR TREE #04833","DOLLAR TREE","250","JERICHO TURNPIKE","SUITE 80",,"FLORAL PARK","NY","11001","POINT (-73.714549 40.726642)"
"SUFFOLK","478422","Garden Center","LANDSCAPE DESIGNS BY GARDEN CREATIONS INC","JAMES & MARGARET HISE","5913","SOUND AVE",,,"JAMESPORT","NY","11947","POINT (-72.595763 40.981678)"
"LIVINGSTON","244818","Grocery Store","WESTS SHURFINE FOOD MART","FRANCIS P WEST","1","MAIN STREET","PO BOX 152",,"LIVONIA","NY","14487","POINT (-77.671528 42.821878)"
"NEW YORK","659551","Floral Shop","181 GERMAN DELI INC","SALEH ALKOTINI","815","WEST 181 STREET",,,"NEW YORK","NY","10033","POINT (-73.938967 40.851101)"
"CHAUTAUQUA","65966","Other","BIG LOTS #1018","BIG LOTS STORES INC","21-41","SOUTH MAIN STREET",,,"JAMESTOWN","NY","14701","POINT (-79.237583 42.09216)"
"WAYNE","548823","Other","WAYNE COUNTY SOIL & WATER CONSERVATION DISTRICT","WAYNE CO SOIL&WTR CONS DST","7312","ROUTE 31",,,"LYONS","NY","14489-9798","POINT (-77.032488 43.067653)"
"ORANGE","661143","Other","GARAGE SALES UNLIMITED LLC","SUSAN AND CHRISTOPHER TAGUE","440","SOUTH PLANK ROAD",,,"NEWBURGH","NY","12550","POINT (-74.100116 41.539584)"
"ERIE","145570","Dept. Store","WAL-MART #2164","WAL-MART STORES EAST LP","317","SOUTH CASCADE DRIVE",,,"SPRINGVILLE","NY","14141","POINT (-78.689625 42.501743)"
"RICHMOND","660186","Other","DOLLAR TREE #07335","DOLLAR TREE STORES INC","1765","SOUTH AVENUE",,,"STATEN ISLAND","NY","10314","POINT (-74.193675 40.601416)"
"OTSEGO","662089","Floral Shop","MOHICAN FLOWERS, LLC","HANNA BERGENE AND HENRY BAUER","207","MAIN STREET",,,"COOPERSTOWN","NY","13326","POINT (-74.931204 42.700851)"
"SUFFOLK","661602","Grocery Store","7 ELEVEN INC STORE #23920D","AHMED FAWAD - JFZ GROUP INC","385","COMMACK RD",,,"DEER PARK","NY","11729","POINT (-73.313339 40.760301)"
"SARATOGA","410545","Grocery Store","HANNAFORD SUPERMARKET & PHARMACY #8380","MARTINS FOODS OF SOUTH BURLINGTON LLC","27","GANSEVOORT ROAD",,,"SOUTH GLENS FALLS","NY","12803","POINT (-73.637691 43.28809)"
"DUTCHESS","662042","Vehicle","MAGNOLIA TREE ENTERPRISE, LLC","RUSSELL FRANCIS","270","MAIN STREET","#79",,"POUGHKEEPSIE","NY","12601","POINT (-73.928027 41.703852)"
"FULTON","170199","Floral Shop","LOHSE FLORIST","PAYNE PATRICIA A","93","EAST STATE STREET",,,"GLOVERSVILLE","NY","12078","POINT (-74.331439 43.067975)"
"ORLEANS","660733","Roadside Stand","JK HURD ORCHARDS LLC","AMY MACHAME","17260","RIDGE ROAD",,,"HOLLEY","NY","14470","POINT (-77.998652 43.25548)"
"SCHOHARIE","658826","Other","DOLLAR TREE #00503","DOLLAR TREE","123","MERCHANT PL # 1",,,"COBLESKILL","NY","12043","POINT (-74.456928 42.681821)"
"ST. LAWRENCE","408769","Other","ST LAWRENCE COUNTY SOIL & WATER CONSERVATION DISTRICT","ST LAWRENCE CO SOIL&WATER DIST","1942","OLD DEKALB ROAD",,,"CANTON","NY","13617","POINT (-75.185076 44.593621)"
"WESTCHESTER","661501","Grocery Store","7 ELEVEN STORE #40227A","AHSAN T MALIK","3650","LEE BOULEVARD",,,"JEFFERSON VALLEY","NY","10535","POINT (-73.809823 41.33163)"
"NASSAU","282528","Garden Center","ISLAND GREENERY","GENE JUDD","2036","BELLMORE AVENUE",,,"BELLMORE","NY","11710","POINT (-73.527462 40.673613)"
"SUFFOLK","658367","Hardware Store","LOWE'S HOME CTR #3159","LOWES HOME CENTERS LLC","100","LONG ISLAND EXPRESSWAY",,,"COMMACK","NY","11725",
"NASSAU","284967","Grocery Store","SUPER STOP & SHOP #545","STOP & SHOP SPRMKT LLC","55","MOTOR AVE",,,"FARMINGDALE","NY","11735","POINT (-73.449266 40.724794)"
"MONTGOMERY","661549","Hardware Store","HATCHET HARDWARE","ERIKA, ANGELO & GIOVANNI GRASSO","6133","NY-5",,,"PALATINE BRIDGE","NY","13428","POINT (-74.598727 42.921448)"
"ERIE","141603","Drug Store","WALGREENS #9717","WALGREEN EASTERN COMPANY INC","6785","TRANSIT ROAD",,,"EAST AMHERST","NY","140511303","POINT (-78.696917 43.033832)"
"CORTLAND","111950","Grocery Store","BILL BROS DAIRY","SEARS JOHN R","219","PORT WATSON STREET",,,"CORTLAND","NY","13045","POINT (-76.162399 42.598417)"
"QUEENS","639380","Drug Store","RITE AID #10601","GENOVESE DRUG STORES INC","60-26","WOODSIDE AVENUE",,,"WOODSIDE","NY","11377","POINT (-73.903696 40.744913)"
"WAYNE","658872","Other","DOLLAR TREE #01410","DOLLAR TREE","6730","ROUTE 31 E",,,"NEWARK","NY","14513","POINT (-77.059535 43.053411)"
"MONROE","660441","Grocery Store","7 ELEVEN FOOD STORE #35197A","7 ELEVEN INC","890","MONROE AVE",,,"ROCHESTER","NY","14620","POINT (-77.585142 43.141678)"
"ONEIDA","300941","Grocery Store","HANNAFORD SUPERMARKET & PHARMACY #8372","MARTINS FOODS OF SOUTH BURLINGTON LLC","1122","MOHAWK STREET",,,"UTICA","NY","13501","POINT (-75.221964 43.091043)"
"MONROE","662041","Roadside Stand","DEEP ROOTS ROC","ADRIANA CASTRO","21","GIRARD ST",,,"ROCHESTER","NY","14610","POINT (-77.56598 43.145463)"
"PUTNAM","379848","Grocery Store","SHOPRITE OF CARMEL","SHOPRITE SUPERMARKETS INC","184","ROUTE 52",,,"CARMEL","NY","10512","POINT (-73.681654 41.435202)"
"NASSAU","281505","Garden Center","GRAHAM BLOCK & LANDSCAPING CO","JOSEPH W. GRILLO","1231","TULIP AVE",,,"FRANKLIN SQ","NY","11010","POINT (-73.684135 40.714652)"
"ONONDAGA","318419","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #79","KPH HEALTHCARE SERVICES INC","437","ELECTRONICS PARKWAY",,,"SYRACUSE","NY","13088","POINT (-76.188089 43.101043)"
"KINGS","662106","Dept. Store","TARGET STORE T-3404","TARGET","2101","CHURCH AVENUE",,,"BROOKLYN","NY","11226","POINT (-73.959514 40.650269)"
"FULTON","657949","Grocery Store","TOPS #721","TOPS MARKETS LLC","201","MAIN ST",,,"NORTHVILLE","NY","12134","POINT (-74.570789 42.636907)"
"NIAGARA","293491","Landscaper","CANDELLAS COUNTRYSIDE NURSERY","CANDELLA JAMES","2099","LOCKPORT ROAD",,,"NIAGARA FALLS","NY","14304","POINT (-78.93733 43.121525)"
"SUFFOLK","475285","Hardware Store","LOWE'S HOME CTR #2731","LOWES HOME CENTERS, LLC","825","MONTAUK HIGHWAY",,,"EAST PATCHOGUE","NY","11772","POINT (-72.984145 40.767251)"
"RICHMOND","656770","Landscaper","J.A.C.T. LANDSCAPING & PROPERTY MAINTENANCE LLC","BAGGS, JOHN JR","74","SHELDON AVE",,,"STATEN ISLAND","NY","10312","POINT (-74.181617 40.55036)"
"DELAWARE","661939","Roadside Stand","PENNY HOYT","PENNY HOYT","6085","COUNTY HIGHWAY 16",,,"DELHI","NY","13753","POINT (-75.027855 42.307303)"
"ERIE","661966","Grocery Store","7 ELEVEN FOOD STORE #35242H","7 ELEVEN","1100","SOUTHWESTERN BLVD",,,"BUFFALO","NY","14224","POINT (-78.721402 42.811267)"
"ONONDAGA","313854","Grocery Store","TOPS #362","TOPS PT LLC","620","NOTTINGHAM RD",,,"SYRACUSE","NY","13224","POINT (-76.109804 43.02215)"
"RICHMOND","661736","Grocery Store","7 ELEVEN STORE #39291C","MUHAMMAD HUSNAIN, ARIF IFTEKER","1200","VICTORY BLVD",,,"STATEN ISLAND","NY","10301","POINT (-74.103784 40.616302)"
"SUFFOLK","477401","Drug Store","CVS PHARMACY # 4455","CVS ALBANY LLC","520","LARKFIELD ROAD",,,"EAST NORTHPORT","NY","11731","POINT (-73.320481 40.86282)"
"ONTARIO","658621","Garden Center","RUNNINGS","RUNNING SUPPLY INC","3191","COUNTY RD #10",,,"CANANDAIGUA","NY","14424","POINT (-77.24561 42.87604)"
"KINGS","662191","Garden Center","HORTI LLC","PUNEET SABITARWAL","7","ECKFORD ST",,,"BROOKLYN","NY","11222","POINT (-73.947804 40.720464)"
"NASSAU","288473","Drug Store","RITE AID #1203","RITE AID OF NEW YORK INC","178","NEW HYDE PARK ROAD",,,"FRANKLIN SQUARE","NY","110103012","POINT (-73.676754 40.712178)"
"NEW YORK","661232","Grocery Store","GOURMET GARAGE","WILLIAM P SUMAS","155","WEST 66TH STREET",,,"NEW YORK","NY","10023","POINT (-73.983294 40.774327)"
"ERIE","142104","Dept. Store","BIG LOTS #1762","BIG LOTS STORES INC","698","SOUTH OGDEN STREET",,,"BUFFALO","NY","14206","POINT (-78.801155 42.8811)"
"ONEIDA","660503","Drug Store","WALGREENS #18216","WALGREEN EASTERN CO INC","1143","MOHAWK ST.",,,"UTICA","NY","13501","POINT (-75.222664 43.089801)"
"WESTCHESTER","556784","Drug Store","CVS PHARMACY # 2164","CVS ALBANY LLC","211","EAST SANDFORD BLVD",,,"MOUNT VERNON","NY","10550","POINT (-73.826526 40.900769)"
"SUFFOLK","659717","Dept. Store","MARSHALLS STORE #246","MARSHALLS OF MA, INC","499","19 W SUNRISE HIGHWAY",,,"PATCHOGUE","NY","11772","POINT (-73.035147 40.776507)"
"ERIE","147479","Grocery Store","MARKET IN THE SQUARE","BONGIOVANNI LEE","940","UNION ROAD",,,"WEST SENECA","NY","14224","POINT (-78.753413 42.826481)"
"WESTCHESTER","550547","Grocery Store","7 ELEVEN FOOD STORE  #25680C","KIM KWANGWOO","488","BEDFORD ROAD",,,"PLEASANTVILLE","NY","10570","POINT (-73.794103 41.13249)"
"MONROE","263011","Other","BJS WHOLESALE CLUB #168","BJS WHOLESALE CLUB","400","SCUTTI BOULEVARD",,,"ROCHESTER","NY","14623",
"WASHINGTON","532871","Farm Supply","A&J ENTERPRISES OF SALE","RICHARD & SANDRA HICKLAND","7","THOMAS STREET",,,"SALEM","NY","12865","POINT (-73.328982 43.17423)"
"NEW YORK","659421","Floral Shop","DANIELA'S FLOWER SHOP INC.","JUSTO ENCALADA","714 WEST","181ST STREET",,,"NEW YORK","NY","10033","POINT (-73.936683 40.850459)"
"BROOME","36996","Hardware Store","HOME DEPOT THE #1252","HOME DEPOT USA INC","798","MAIN STREET",,,"JOHNSON CITY","NY","13790","POINT (-75.981325 42.118112)"
"SARATOGA","661981","Other","DOLLAR TREE #09038","DOLLAR TREE STORES","1","KENDAL WAY",,,"BALLSTON SPA","NY","12020","POINT (-73.795883 42.97309)"
"ONTARIO","323832","Other","WAL-MART #2785","WAL-MART STORES EAST LP","441","COMMERCE DR",,,"VICTOR","NY","14564","POINT (-77.436739 43.018047)"
"MONROE","267548","Hardware Store","LOWE'S HOME CTR #645","LOWES HOME CENTERS, LLC","2350","MARKET PLACE DRIVE (HENRIETTA)",,,"ROCHESTER","NY","14623",
"CHEMUNG","661650","Grocery Store","7 ELEVEN STORE #40221","RAWA S ANABI & SAM ANABI","359","NORTH MAIN STREET",,,"ELMIRA","NY","14901","POINT (-76.808958 42.091166)"
"GENESEE","660413","Gas Station","DOUGLAS FARM MARKET","EDITH AND ROBERT DOUGLAS","6318","CLINTON ST RD",,,"STAFFORD","NY","14143",
"BRONX","661964","Grocery Store","1434 FOOD CO LLC","RUBEN LUNA","1434","JEROME AVE",,,"BRONX","NY","10452","POINT (-73.91711 40.841029)"
"MONROE","660523","Drug Store","WALGREENS #19354","WALGREEN EASTERN CO INC","437","LYELL AVENUE",,,"ROCHESTER","NY","14606","POINT (-77.63803 43.164627)"
"SUFFOLK","476656","Drug Store","CVS PHARMACY # 2059","CVS ALBANY LLC","1012","LITTLE EAST NECK ROAD NORTH",,,"WEST BABYLON","NY","11704","POINT (-73.358644 40.723685)"
"KINGS","661976","Grocery Store","382 MCDONALD LLC","DANIEL KATZ","382","MCDONALD AVENUE",,,"BROOKLYN","NY","11218","POINT (-73.979783 40.644628)"
"ERIE","149910","Grocery Store","ALDI INC #75","ALDI INC","4030","MAPLE ROAD",,,"AMHERST","NY","14226","POINT (-78.813382 42.99084)"
"QUEENS","658346","Grocery Store","BOGOPA LIC INC","BOGOPA LIC INC","42-02","NORTHERN BLVD",,,"LONG ISLAND CITY","NY","11101","POINT (-73.92164 40.752987)"
"OSWEGO","660132","Other","BYRNE DAIRY #68","SONBYRNE SALES INC","885","US ROUTE 11",,,"CENTRAL SQUARE","NY","13036","POINT (-76.152188 43.300753)"
"SUFFOLK","660709","Grocery Store","NORTH SHORE FARMS VETS HWY, LTD","NIKOLAOS KATOPODIS","1235","VETERANS HIGHWAY",,,"HAUPPAUGE","NY","11788","POINT (-73.194096 40.816134)"
"NASSAU","285086","Drug Store","CVS PHARMACY # 122","CVS ALBANY LLC","310","WEST PARK AVE",,,"LONG BEACH","NY","11561","POINT (-73.67318 40.588307)"
"SUFFOLK","475603","Grocery Store","7 ELEVEN FOOD STORE  #11232G","AHMAD SYED ASAD & SALMA","796","BROADWAY",,,"HOLBROOK","NY","11741","POINT (-73.067085 40.778156)"
"JEFFERSON","227980","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #42","KPH HEALTHCARE SERVICES INC.","21","STATE RT 12",,,"ALEXANDRIA BAY","NY","13607",
"SULLIVAN","550275","Landscaper","CAROLYN SUMMERS","SUMMERS CAROLYN","106","BRADLEY ROAD",,,"LIBERTY","NY","12754","POINT (-74.675815 41.82708)"
"COLUMBIA","100583","Grocery Store","HAWTHORNE VALLEY FARM STORE","MARTING PING","327","ROUTE 21 C",,,"GHENT","NY","12075","POINT (-73.594253 42.270332)"
"ONEIDA","300969","Other","OLLIES BARGAIN OUTLET INC #85","OLLIES BARGAIN OTLT INC","100","NEW HARTFORD SHOPPING CENTER",,,"NEW HARTFORD","NY","13413","POINT (-75.293513 43.078625)"
"NASSAU","289438","Drug Store","RITE AID #10621","GENOVESE DRUG STORES INC","444","HILLSIDE AVENUE",,,"WILLISTON PARK","NY","11596","POINT (-73.656741 40.753501)"
"SUFFOLK","659439","Other","BOGOPA-BRENTWOOD INC","SPENCER AN","101","WICKS RD",,,"BRENTWOOD","NY","11717","POINT (-73.261064 40.780728)"
"DUTCHESS","134655","Grocery Store","PRICE CHOPPER #0129","PRICE CHOPPER OPERATING CO INC","2585","SOUTH ROAD",,,"POUGHKEEPSIE","NY","12601","POINT (-73.929914 41.665377)"
"ONONDAGA","658888","Other","DOLLAR TREE #01451","DOLLAR TREE","3724","MILTON AVENUE",,,"CAMILLUS","NY","13031","POINT (-76.262024 43.052349)"
"BRONX","659613","Grocery Store","COMPARE FOODS","RAFAEL GORIS","2080","WHITE PLAINS ROAD",,,"BRONX","NY","10462","POINT (-73.867764 40.85278)"
"ERIE","656981","Other","PETCO #1863","PETCO ANIMAL SUPPLIES","4401","TRANSIT ROAD","NO. 600",,"WILLIAMSVILLE","NY","14221","POINT (-78.696779 42.967963)"
"CATTARAUGUS","661136","Other","OLLIES BARGAIN OUTLET INC #333","MARK L BUTLER","2801","WEST STATE STREET","SUITE 135",,"OLEAN","NY","14760","POINT (-78.462175 42.077012)"
"ONONDAGA","316683","Garden Center","BALLANTYNE GARDENS","TIMOTHY BALLANTYNE","4825","HOPKINS ROAD",,,"LIVERPOOL","NY","13088","POINT (-76.181781 43.108587)"
"ERIE","143060","Grocery Store","TOPS #0210","TOPS MARKETS LLC","345","AMHERST STREET",,,"BUFFALO","NY","14207","POINT (-78.890851 42.937887)"
"QUEENS","637093","Other","PLANT SPECIALISTS LLC","ROCHE PHILIP/HUBBARD GRAHAME","42-25","VERNON BLVD",,,"LONG ISLAND CITY","NY","11101","POINT (-73.950054 40.75342)"
"KINGS","659903","Grocery Store","SMITH ORGANICS INC","SMITH ORGANICS INC","147","SMITH ST",,,"BROOKLYN","NY","11201","POINT (-73.990377 40.686846)"
"NIAGARA","295635","Grocery Store","7 ELEVEN FOOD STORE  #17163E","SINGH AMARJIT","6802","BUFFALO AVENUE",,,"NIAGARA FALLS","NY","14304","POINT (-78.985523 43.074981)"
"ERIE","661191","Grocery Store","7 ELEVEN #35177A","RAWA S ANABI AND SAM ANABI","755","DICK ROAD",,,"BUFFALO","NY","14225","POINT (-78.740666 42.922884)"
"BRONX","608454","Drug Store","CVS PHARMACY # 7067","CVS ALBANY LLC","1916","WILLIAMSBRIDGE ROAD",,,"BRONX","NY","10461","POINT (-73.853302 40.852781)"
"SUFFOLK","474889","Grocery Store","7 ELEVEN FOOD STORE  #27157D","MALIK SATISH","56","LOWELL AVENUE",,,"ISLIP TERRACE","NY","11752","POINT (-73.17445 40.765506)"
"LEWIS","230176","Hardware Store","STEELE'S ACE HOME CTR","JEFF & KRISTIN STEELE","5814","NUMBER FOUR ROAD PO BOX 32",,,"LOWVILLE","NY","13367","POINT (-75.472142 43.780998)"
"QUEENS","661205","Grocery Store","7 ELEVEN #32128C","FAZIE A MOHAMED","112-11","LIBERY AVENUE",,,"SOUTH RICHMOND HILL","NY","11419","POINT (-73.829843 40.685255)"
"NASSAU","285145","Grocery Store","7 ELEVEN FOOD STORE  #34019A","NADEEM ABBAS","2800","SUNRISE HIGHWAY",,,"BELLMORE","NY","11710","POINT (-73.523691 40.669414)"
"ROCKLAND","394640","Grocery Store","7 ELEVEN FOOD STORE  #15528C","PARK JAE & MYUNG","75","NORTH CENTRAL HWY",,,"GARNERVILLE","NY","10923","POINT (-73.99632 41.214986)"
"ONEIDA","307420","Drug Store","CVS PHARMACY # 5015","CVS ALBANY LLC","139","MAIN ST",,,"WATERVILLE","NY","13480","POINT (-75.292792 43.124212)"
"ORANGE","661884","Other","LIVELY PLANTS AND COMPANY","KATARZYNA CZEREPAK","59","WOODCOCK MOUNTAIN ROAD",,,"WASHINGTONVILLE","NY","10992","POINT (-74.158669 41.415162)"
"NASSAU","280251","Garden Center","COSTANTINO NURSERY INC","LUCIA & ROCCO COSTANTINO","36","FOREST AVENUE",,,"GLEN COVE","NY","11542","POINT (-73.627121 40.870914)"
"SUFFOLK","660338","Other","PETSMART INC #2702","PETSMART INC","1750","OLD COUNTRY ROAD",,,"RIVERHEAD","NY","11901","POINT (-72.703306 40.924277)"
"ERIE","658894","Other","DOLLAR TREE #01782","DOLLAR TREE","3701","MCKINLEY PKWY","UNIT 1090",,"BUFFALO","NY","14219","POINT (-78.811189 42.784741)"
"WESTCHESTER","657481","Hardware Store","BERGER HARDWARE","CHRIS RUBEO","443","COMMERCE ST",,,"HAWTHORNE","NY","10532","POINT (-73.793879 41.111791)"
"ONTARIO","322251","Garden Center","GREENERY THE","HUGH WARD","8969","DUGAN DRIVE",,,"HONEOYE","NY","14471","POINT (-77.531768 42.796237)"
"NEW YORK","657500","Grocery Store","7 ELEVEN FOOD STORE #35308A","ANOOP SAREEN","351","BOWERY STREET",,,"NEW YORK","NY","10003","POINT (-73.991647 40.726574)"
