"unitnumber","acquisitiondate","make","manufacturer","model","modelyear","statusdescription","categoryclassdesc","maintlocationname","ltd_fuelquantity","ltdusage1","meter1","class1description","usingdepartment","usingdescription","age","ltdcontributions","purchasecost","changedate"
"E748","2013-03-04T00:00:00.000","POWERSCREE","POWERSCREEN","POWERGRID800","2006","Active unit","SCREENER, SAND, DIESEL","Specialty Equipment Shop","34","1637","1637","OFF","400-1313","Stormwater","7","49000","49000","2020-10-01T10:07:37.000"
"C237","2017-12-04T00:00:00.000","CHEVROLET","CHEVROLET","COLORADO","2018","Active unit","TRUCK, PICKUP, 1/4 TON, EXTENDED CAB, E10","Car Shop","2479.04","34540","34540","ON","083-1021","Community","3","11292.85","23720.33","2020-10-24T01:02:24.000"
"K7199","2011-10-28T00:00:00.000","SOUTHLAND","SOUTHLAND","SFTT160","2011","Active unit","CULTIVATOR TILLER, E10","Specialty Equipment Shop","0","0","0","OFF","190-1597","Parks and Recreation","9","0","0","2020-07-01T13:37:59.000"
"E19001","2019-09-16T00:00:00.000","FORD","FORD","F550SD","2019","Active unit","TRUCK, AERIAL, 26-50 FT, DIESEL","Truck Shop","1715.91","13060","13060","OFF","400-1281","Stormwater","1","24574.08","139867","2020-10-20T01:01:58.000"
"F212","2016-08-24T00:00:00.000","FORD","FORD","F150","2016","Active unit","TRUCK, PICKUP, 1/2 TON, CREW CAB, E85","Car Shop","2741.07","37490","37490","ON","150-1513","Fire Rescue","4","0","36288.45","2020-10-26T01:02:03.000"
"F7846","2007-12-24T00:00:00.000","ECHO","ECHO","PB210","2008","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","150-1497","Fire Rescue","13","0","285","2020-06-30T16:21:44.000"
"K212","2012-08-23T00:00:00.000","FORD","FORD","F250SD","2012","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","6992.83","76111","76111","ON","190-2469","Parks and Recreation","8","34512.2","24674.7","2020-10-21T14:02:41.000"
"E109","2014-12-16T00:00:00.000","FORD","FORD","ESCAPE","2015","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","1829.91","32408","32408","ON","130-1353","Engineering","6","17385.16","18623","2020-10-20T01:01:54.000"
"R5629","2009-03-25T00:00:00.000","KENWORTH","KENWORTH","T800B","2010","Active unit","TRUCK, TRACTOR, DIESEL","Sanitation Shop","31824.48","112255","112255","ON","450-2305","Sanitation","11","0","1","2020-10-23T01:02:23.000"
"F466","2011-08-22T00:00:00.000","FREIGHTLNR","FREIGHTLNR","M2","2012","Active unit","AMBULANCE, TYPE 1, MEDIUM DUTY, DIESEL","Truck Shop","23448.11","123516","123516","ON","150-1513","Fire Rescue","9","0","159980","2020-10-25T01:02:03.000"
"R207A","2019-09-25T00:00:00.000","INGERSOLL","INGERSOLL RAND","2475F13GH","2016","Active unit","COMPRESSOR, STATIONARY, E10","Specialty Equipment Shop","154.46","1","1","OFF","450-2313","Sanitation","1","0","0","2020-07-06T10:51:52.000"
"K868","2006-10-04T00:00:00.000","BELSON","BELSON","MOBILE II","2006","Active unit","TRAILER, FOOD","Specialty Equipment Shop","0","0","0","OFF","190-2405","Parks and Recreation","14","1836","4590","2020-03-29T14:48:26.000"
"R6400","2014-03-25T00:00:00.000","JOHNDEERE","JOHNDEERE","GATOR HPX","2014","Active unit","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","104.22","1111","1111","OFF","450-2265","Sanitation","6","0","14341","2020-03-17T08:47:14.000"
"C19018","2020-01-16T00:00:00.000","FORD","FORD","F250SD","2019","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","850.53","6859","6859","ON","420-2205","Water Resources","0","11352.48","32515","2020-10-20T01:01:41.000"
"Y817","2006-12-18T00:00:00.000","VERMAC","VERMAC","PCMS1500NM","2006","Active unit","TRAILER, MESSAGE BOARD","Specialty Equipment Shop","0","0","0","OFF","281-1289","Transportation","14","0","1","2020-07-01T15:11:31.000"
"F7805","2018-08-22T00:00:00.000","STIHL","STIHL","MSE210CBQ 14","2018","Active unit","CHAIN SAW, ELECTRIC","Specialty Equipment Shop","0","0","0","OFF","150-1497","Fire Rescue","2","0","363.36","2020-03-29T15:42:22.000"
"K7332","2013-05-13T00:00:00.000","POWEREASE","POWEREASE","PE4013HWPAGE","2013","Active unit","WASHER, PRESSURE, E10","Specialty Equipment Shop","0","0","5077","OFF","190-2471","Parks and Recreation","7","1169.1","1169.1","2020-03-06T08:16:09.000"
"W135","2015-12-10T00:00:00.000","FORD","FORD","ESCAPE","2016","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","1309.27","27821","27821","ON","420-2045","Water Resources","5","19202.64","19136","2020-10-16T11:59:04.000"
"E436B","2016-09-20T00:00:00.000","ELGIN","ELGIN","WHIRLWIND","2016","Active unit","TRUCK, SWEEPER, VACUUM, BRUSH, DUAL, DIESEL","Sanitation Shop","0","3647","3647","ON","400-1325","Stormwater","4","206296.24","165666","2020-10-20T11:34:48.000"
"N20003","2020-06-03T00:00:00.000","VERMEER","VERMEER","D10X15S3","2020","Active unit","BORING MACHINE, HORIZONTAL, DIESEL","Specialty Equipment Shop","164.7","2","2","OFF","420-2117","Water Resources","0","5041.38","114775","2020-10-24T01:01:48.000"
"F7803","2008-03-03T00:00:00.000","STIHL","STIHL","BG85","2008","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","150-1497","Fire Rescue","12","0","181.66","2020-06-30T16:20:41.000"
"W233","2016-04-11T00:00:00.000","FORD","FORD","F250SD","2016","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","6213.31","40958","37387","ON","420-2145","Water Resources","4","32804.07","28343.7","2020-10-16T14:39:44.000"
"R7819","2018-04-27T00:00:00.000","STIHL","STIHL","HL94K 145","2018","Active unit","TRIMMER, SHRUBBERY, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","2","0","410.76","2020-06-26T15:12:46.000"
"K7441","2014-06-25T00:00:00.000","FLORIDA","FLORIDA","555H100F","2014","Active unit","PUMP, CHEMICAL SPRAY, E10","Specialty Equipment Shop","0","0","0","OFF","190-2437","Parks and Recreation","6","4556.01","4556.01","2020-06-24T08:00:01.000"
"M700","1976-03-01T00:00:00.000","UN TRACTOR","UN TRACTOR","SM40 A5","1976","Active unit","TRACTOR, FARM, CAB, DIESEL","Specialty Equipment Shop","187.8","1875","1875","OFF","800-2521","Fleet Management","44","17546.29","8920","2020-03-29T14:53:25.000"
"K20015","2020-06-05T00:00:00.000","STIHL","STIHL","BG86","2020","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","420-2145","Water Resources","0","0","197.46","2020-07-01T10:40:34.000"
"E247","2015-11-02T00:00:00.000","CHEVROLET","CHEVROLET","COLORADO","2016","Active unit","TRUCK, PICKUP, 1/4 TON, EXTENDED CAB, E10","Car Shop","2622.83","36719","36719","ON","130-1357","Engineering","5","26411.56","21133","2020-10-20T01:01:47.000"
"R8886","2017-07-11T00:00:00.000","KENWORTH","KENWORTH","T440","2017","Active unit","TRUCK, CONTAINER, ROLL OFF, CNG","Sanitation Shop","0","80683","81415","ON","450-2273","Sanitation","3","0","0","2020-10-17T08:35:54.000"
"Y02005","2002-06-01T00:00:00.000","KONI","STERTIL-KONI","ST-1072","2002","Active unit","VEHICLE LIFT DEVICE, COLUMN, ELECTRIC","Truck Shop","0","0","0","OFF","800-2521","Fleet Management","18","0","0","2020-08-17T10:12:09.000"
"R8847","2007-11-05T00:00:00.000","KENWORTH","KENWORTH","T800","2007","Active unit","TRUCK, CONTAINER, ROLL OFF, DIESEL","Sanitation Shop","88290.54","366020","355731","ON","450-2273","Sanitation","13","0","139312","2020-10-25T01:01:53.000"
"K6633","2016-03-02T00:00:00.000","JOHNDEERE","JOHNDEERE","HPXGS","2016","Active unit","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","0","1470","1471","OFF","190-2361","Parks and Recreation","4","14956.33","11064","2020-10-16T11:05:38.000"
"E345","2013-12-27T00:00:00.000","FORD","FORD","F550SD","2014","Active unit","TRUCK, DUMP, 1-2 CU YD, DIESEL","Truck Shop","5936.18","42397","42397","ON","400-1309","Stormwater","7","37005.35","44068","2020-10-24T01:02:13.000"
"F136","2017-09-19T00:00:00.000","FORD","FORD","ESCAPE","2017","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","1069.17","13244","13244","ON","150-1493","Fire Rescue","3","8576.32","18400","2020-10-22T01:02:57.000"
"N102","2013-10-14T00:00:00.000","FORD","FORD","ESCAPE","2014","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","477.76","6475","6475","ON","350-2013","Billing and Collections","7","18578.99","18617","2020-10-21T15:22:01.000"
"E432B","2015-05-28T00:00:00.000","ELGIN","ELGIN","WHIRLWIND","2015","Active unit","TRUCK, SWEEPER, VACUUM, BRUSH, DUAL, DIESEL","Sanitation Shop","0","4118","4118","ON","400-1325","Stormwater","5","193200.43","165199","2020-10-22T12:49:04.000"
"W492","2017-11-03T00:00:00.000","FORD","FORD","F550SD","2017","Active unit","TRUCK, PICKUP, 2 TON, UTILITY, CREW, DIESEL","Truck Shop","2690.39","18757","18757","ON","420-2117","Water Resources","3","23198.17","52860.03","2020-10-20T01:01:41.000"
"W214","2016-01-22T00:00:00.000","FORD","FORD","F250SD","2016","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","4275.71","29108","29108","ON","420-2117","Water Resources","4","33937.29","28343.7","2020-10-22T11:59:38.000"
"R209","2016-01-05T00:00:00.000","FORD","FORD","F250SD","2016","Active unit","TRUCK, CRANE, 0-25 FT, DIESEL","Truck Shop","3101.28","26204","26204","ON","450-2317","Sanitation","4","46671.82","41917.7","2020-10-26T01:01:40.000"
"E411","2000-05-22T00:00:00.000","STERLING","STERLING","L7500","2000","Active unit","TRUCK, CRANE, 0-25 FT, DIESEL","Specialty Equipment Shop","3143.86","132388","132388","ON","400-1297","Stormwater","20","73900","86941","2020-10-21T06:45:31.000"
"R3","2015-03-31T00:00:00.000","FORD","FORD","FUSION HYBRI","2015","Active unit","AUTO, INTERMEDIATE, 4DR, HYBRID","Car Shop","1052.51","38579","38579","ON","450-2275","Sanitation","5","26068.83","23930","2020-10-25T01:01:59.000"
"F458","2017-10-03T00:00:00.000","FREIGHTLNR","FREIGHTLNR","M2","2018","Active unit","AMBULANCE, TYPE 1, MEDIUM DUTY, DIESEL","Truck Shop","7539.77","46366","46366","ON","150-1513","Fire Rescue","3","0","0","2020-10-26T01:02:04.000"
"T20024","2020-09-21T00:00:00.000","EDCO","EDCO","2GC-NG-11","2020","Active unit","GRINDER, CONCRETE, E10","Specialty Equipment Shop","0","0","0","OFF","400-1265","Stormwater","0","0","6128.14","2020-09-29T15:01:58.000"
"B19007","2019-09-12T00:00:00.000","KIA","KIA","NIRO HYBRID","2019","Active unit","UTILITY, COMPACT, 4DR, HYBRID","Car Shop","189.27","3417","3417","ON","110-1125","Codes Compliance","1","12282.32","23827.33","2020-10-24T01:01:52.000"
"W276","2013-11-08T00:00:00.000","FORD","FORD","F250SD","2014","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","9524.16","85867","85867","ON","420-2145","Water Resources","7","23911.28","24699","2020-10-21T01:01:35.000"
"C6101","2011-01-12T00:00:00.000","KAWASAKI","KAWASAKI","4000","2011","Active unit","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","0","1483","1483","OFF","282-1817","Enterprise","9","10442","9442","2020-03-26T09:26:14.000"
"R7901","2019-02-11T00:00:00.000","STIHL","STIHL","HT103 12","2019","Active unit","SAW, POLE EXTENDED, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","1","0","473.96","2020-06-01T14:03:36.000"
"E7504","2014-11-04T00:00:00.000","HONDA","HONDA","EU2000I1A1","2015","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","400-1317","Stormwater","6","0","919.96","2020-07-01T09:00:17.000"
"E7776","2016-12-02T00:00:00.000","STIHL","STIHL","BR600","2017","Active unit","BLOWER, BACK PACK, E10","Specialty Equipment Shop","0","0","0","OFF","400-2343","Stormwater","4","0","394.96","2020-06-30T15:31:36.000"
"W271","2012-08-13T00:00:00.000","FORD","FORD","F250SD","2012","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","8359.47","53752","53752","ON","420-2117","Water Resources","8","24674.7","24674.7","2020-10-26T07:56:51.000"
"K215","2013-03-27T00:00:00.000","FORD","FORD","F250SD","2013","Active unit","TRUCK, PICKUP, 3/4 TON, EXTENDED CAB, E10","Car Shop","5789.91","46295","46295","ON","190-2357","Parks and Recreation","7","28852.8","22945.7","2020-10-16T10:39:16.000"
"T20006","2019-11-19T00:00:00.000","TEXTR","TEXTR","UT61235","2020","Active unit","TRAILER, UTILITY BODY","Specialty Equipment Shop","0","0","0","OFF","281-1289","Transportation","1","0","3540","2020-08-03T15:42:09.000"
"E346","2014-01-07T00:00:00.000","FORD","FORD","F550SD","2014","Active unit","TRUCK, DUMP, 1-2 CU YD, DIESEL","Truck Shop","2554.95","16197","16197","ON","400-1265","Stormwater","6","36007.29","44068","2020-10-21T01:02:09.000"
"C290","2017-08-30T00:00:00.000","CHEVROLET","CHEVROLET","SILVERADO 15","2018","Active unit","TRUCK, PICKUP, 1/2 TON, EXTENDED CAB, E85","Car Shop","1934.6","20753","20753","ON","370-1553","Construction Services","3","13039.93","21468.33","2020-10-17T01:02:22.000"
"K812","2014-07-30T00:00:00.000","JLG","JLG INDUSTRIES","449","2014","Active unit","TRAILER, FLAT BED, LIFT","Specialty Equipment Shop","0","0","0","OFF","190-2469","Parks and Recreation","6","9246.25","9250.35","2020-07-24T09:59:49.000"
"E7164","2011-05-13T00:00:00.000","STIHL","STIHL","MS200T 16","2011","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","400-1325","Stormwater","9","0","489.76","2020-06-30T14:23:51.000"
"F129","2007-06-18T00:00:00.000","FORD","FORD","ESCAPE HYB","2008","Reached end of economical life","UTILITY, COMPACT, 4DR, HYBRID","Car Shop","4696.52","87700","87700","ON","150-1493","Fire Rescue","13","24989","23510","2020-10-23T01:02:03.000"
"K6637","2016-03-02T00:00:00.000","JOHNDEERE","JOHNDEERE","XUV 825I S4","2016","Active unit","ATV, DUMP BED, 3-4 PASSENGER, E10","Specialty Equipment Shop","0","1565","1570","OFF","190-2421","Parks and Recreation","4","19783.74","16060.32","2020-10-21T09:41:29.000"
"E257","2017-09-26T00:00:00.000","FORD","FORD","F250SD","2017","Active unit","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E10","Car Shop","3767.28","28341","28562","ON","130-1353","Engineering","3","14146.95","27554","2020-10-20T01:01:56.000"
"W320","2012-03-29T00:00:00.000","INTERNATNL","INTERNATNL","4300","2013","Active unit","TRUCK, DUMP, 3-5 CU YD, DIESEL","Truck Shop","5764.55","31647","31647","ON","420-2117","Water Resources","8","89164","82414","2020-10-22T11:53:06.000"
"K236","2016-07-26T00:00:00.000","CHEVROLET","CHEVROLET","SILVERADO 15","2016","Active unit","TRUCK, PICKUP, 1/2 TON, EXTENDED CAB, E10","Car Shop","922.24","9964","10074","ON","190-2389","Parks and Recreation","4","26242.81","27261.95","2020-10-16T10:35:47.000"
"E209","2012-08-02T00:00:00.000","CHEVROLET","CHEVROLET","COLORADO","2012","Active unit","TRUCK, PICKUP, 1/4 TON, EXTENDED CAB, E10","Car Shop","4341.39","66148","66148","ON","130-1353","Engineering","8","24816","18716","2020-10-22T13:31:39.000"
"E734","2014-10-21T00:00:00.000","JOHNDEERE","JOHNDEERE","644K","2014","Active unit","LOADER, WHEEL, DIESEL","Specialty Equipment Shop","26082.79","10698","10698","OFF","400-1313","Stormwater","6","200115.98","216525.75","2020-10-23T07:04:31.000"
"W7822","2008-07-03T00:00:00.000","STIHL","STIHL","MS260-18","2008","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","420-2077","Water Resources","12","0","347.56","2020-07-06T15:38:36.000"
"G20002","2020-06-25T00:00:00.000","JOHNDEERE","JOHNDEERE","310SL","2020","Active unit","BACKHOE, LOADER, DIESEL","Specialty Equipment Shop","141.19","0","4","OFF","190-2471","Parks and Recreation","0","0","92883.5","2020-10-22T11:34:31.000"
"W6705","2006-12-15T00:00:00.000","SULLAIR","SULLAIR","185DPQ-JD","2007","Reached end of economical life","COMPRESSOR, TRAILER-MOUNTED, DIESEL","Specialty Equipment Shop","0","465","465","OFF","420-2181","Water Resources","14","11300","11300","2020-10-13T22:31:24.000"
"B20001","2020-02-11T00:00:00.000","CHEVROLET","CHEVROLET","TAHOE","2020","Active unit","UTILITY, FULL SIZE, 4DR, E10","Car Shop","1462.54","13741","13741","ON","150-1513","Fire Rescue","0","2760.76","47140","2020-10-26T01:02:06.000"
"C233","2016-07-07T00:00:00.000","CHEVROLET","CHEVROLET","SILVERADO 15","2016","Active unit","TRUCK, PICKUP, 1/2 TON, EXTENDED CAB, E85","Car Shop","3242.21","40692","40804","ON","370-1553","Construction Services","4","19675.58","22017.95","2020-10-24T01:01:50.000"
"C231","2015-12-09T00:00:00.000","CHEVROLET","CHEVROLET","SILVERADO 15","2016","Active unit","TRUCK, PICKUP, 1/2 TON, EXTENDED CAB, E85","Car Shop","4139.69","54842","54842","ON","370-1553","Construction Services","5","20062.29","21011.7","2020-10-23T01:01:48.000"
"T6901","2019-06-24T00:00:00.000","BINTELLI","BINTELLI","ECO-SHUTTLE","2019","Active unit","MOTORIZED CART, 5-8 PASSENGER, ELECTRIC","Specialty Equipment Shop","0","1910","1914","OFF","282-2865","Enterprise","1","0","30090","2020-10-19T09:36:59.000"
"K8320","2013-08-27T00:00:00.000","JOHNDEERE","JOHNDEERE","6115D","2013","Active unit","LOADER, WHEEL, DIESEL","Specialty Equipment Shop","428.24","1265","1265","OFF","190-2389","Parks and Recreation","7","72272.3","71460","2020-10-22T09:22:20.000"
"A7400","2014-07-02T00:00:00.000","STIHL","STIHL","HL100 135","2014","Active unit","TRIMMER, SHRUBBERY, E10","Specialty Equipment Shop","0","0","0","OFF","282-1877","Enterprise","6","0","434.46","2020-03-29T16:23:34.000"
"K202","2012-07-31T00:00:00.000","FORD","FORD","F150","2012","Active unit","TRUCK, PICKUP, 1/2 TON, REGULAR CAB, E85","Car Shop","5452.5","77110","77110","ON","190-2471","Parks and Recreation","8","20564.1","15184.7","2020-10-24T01:01:52.000"
"K8912","2018-11-14T00:00:00.000","TORO","TORO","5910/31699","2019","Active unit","MOWER, DECK, RIDING, DIESEL","Specialty Equipment Shop","1462.92","728","728","OFF","190-2425","Parks and Recreation","2","64578.88","105088.97","2020-10-22T09:16:30.000"
"T1106","2005-03-09T00:00:00.000","WORKHORSE","WORKHORSE","W32022","2005","Active unit","TRUCK, TROLLEY, TRACKLESS, E10","Truck Shop","35714.05","150012","149904","ON","281-1797","Transportation","15","91803","108004","2020-10-25T01:01:53.000"
"R700","1986-04-11T00:00:00.000","EMGLO","EMGLO","L8GA82","1986","Active unit","COMPRESSOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","450-2317","Sanitation","34","0","995","2020-03-29T15:11:42.000"
"K843","1997-01-09T00:00:00.000","YAMAHA","YAMAHA","6MLHV","1997","Active unit","MOTOR, OUTBOARD, E10","Specialty Equipment Shop","3.5","0","0","OFF","282-1885","Enterprise","23","1261","1120","2020-09-15T08:40:35.000"
"S337","1999-12-02T00:00:00.000","FORD","FORD","F550SD","2000","Reached end of economical life","TRUCK, DUMP, 1-2 CU YD, CREW CAB, DIESEL","Truck Shop","15362.95","172889","172889","ON","400-1321","Stormwater","21","0","34474","2020-10-23T01:02:08.000"
"W6801","2009-06-17T00:00:00.000","SULLAIR","SULLAIR","185DPQ-CAT","2008","Reached end of economical life","COMPRESSOR, TRAILER-MOUNTED, DIESEL","Specialty Equipment Shop","0","1527","1527","OFF","420-2173","Water Resources","11","10698","10698","2020-10-13T22:31:56.000"
"E7405","2013-11-01T00:00:00.000","HONDA","HONDA","EU2000IAN1","2014","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","400-1301","Stormwater","7","0","919.96","2020-07-01T08:58:03.000"
"E7525","2005-03-23T00:00:00.000","STIHL","STIHL","HT101 12","2005","Active unit","SAW, POLE EXTENDED, E10","Specialty Equipment Shop","0","0","0","OFF","800-2521","Fleet Management","15","0","473.96","2020-06-30T14:53:29.000"
"E7849","2018-05-02T00:00:00.000","STIHL","STIHL","BR600","2018","Active unit","BLOWER, BACK PACK, E10","Specialty Equipment Shop","0","0","0","OFF","400-2343","Stormwater","2","0","394.96","2020-06-30T15:53:29.000"
"E450","2015-04-08T00:00:00.000","INTERNATNL","INTERNATNL","4300","2015","Active unit","TRUCK, ASPHALT PATCHING, CREW CAB, DIESEL","Specialty Equipment Shop","11289.45","52625","52625","ON","400-1265","Stormwater","5","160703.77","158286","2020-10-22T08:05:44.000"
"K6201","2012-01-20T00:00:00.000","GENIE","GENIE","GS2632","2012","Active unit","SCISSOR LIFT, ELECTRIC","Specialty Equipment Shop","0","1","1","OFF","190-2469","Parks and Recreation","8","13750","13750","2020-07-07T16:07:54.000"
"E7041","2009-10-04T00:00:00.000","STIHL","STIHL","FS90R","2010","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-1309","Stormwater","11","0","236.96","2020-06-30T14:10:32.000"
"R5659","2009-03-12T00:00:00.000","KENWORTH","KENWORTH","T800B","2010","Active unit","TRUCK, TRACTOR, DIESEL","Sanitation Shop","25728.57","86555","86555","ON","450-2305","Sanitation","11","0","1","2020-10-22T01:03:00.000"
"E8715","2017-11-01T00:00:00.000","TORO","TORO","30495/7200","2017","Active unit","MOWER, DECK, RIDING, DIESEL","Specialty Equipment Shop","146.38","532","532","OFF","400-2343","Stormwater","3","11805.48","17970.92","2020-10-16T10:24:47.000"
"K6810","2017-12-27T00:00:00.000","JOHNDEERE","JOHNDEERE","GATOR HPX615","2018","Active unit","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","0","619","620","OFF","190-2369","Parks and Recreation","3","8449.54","11387.81","2020-10-22T07:55:24.000"
"E7900","2018-10-24T00:00:00.000","STIHL","STIHL","FS560CEM","2019","Active unit","CUTTER, BRUSH, E10","Specialty Equipment Shop","0","0","0","OFF","400-1309","Stormwater","2","0","1082.26","2020-06-18T11:46:31.000"
"W7333","2003-09-03T00:00:00.000","STIHL","STIHL","026","2003","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","420-2177","Water Resources","17","0","323.96","2020-09-01T11:15:13.000"
"K609","2014-07-29T00:00:00.000","HONDA","HONDA","EU2000TIAI","2014","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","190-2405","Parks and Recreation","6","0","919.6","2020-07-01T10:48:40.000"
"M409","2018-02-27T00:00:00.000","FORD","FORD","F550SD","2017","Active unit","TRUCK, TIRE SERVICE, DIESEL","Truck Shop","1478.05","10625","10915","ON","800-2521","Fleet Management","2","40593.94","88239.71","2020-10-25T01:01:53.000"
"W882","2002-12-09T00:00:00.000","CLASSEN","CLASSEN","AST","2002","Active unit","TRAILER, FLAT BED TILTING","Specialty Equipment Shop","0","0","0","OFF","420-2145","Water Resources","18","1032","1032","2020-08-21T08:29:55.000"
"Y900","2013-08-01T00:00:00.000","FORD","FORD","E250","2013","Active unit","VAN, 3/4 TON, CARGO, E10","Car Shop","5365.46","27111","27111","ON","281-1289","Transportation","7","22765","19965","2020-10-25T01:01:38.000"
"F9012","1998-04-27T00:00:00.000","CHEVROLET","CHEVROLET","W3500","1998","Reached end of economical life","TRUCK, BOX, E10","Truck Shop","957.94","20015","20015","ON","150-1497","Fire Rescue","22","29296","24535","2020-08-04T15:58:02.000"
"E816","1999-01-06T00:00:00.000","CROSLEY","CROSLEY","6X16 3 TON","1998","Active unit","TRAILER, UTILITY BODY","Specialty Equipment Shop","0","0","0","OFF","400-1321","Stormwater","21","2261","1950","2020-10-06T08:50:36.000"
"K7997","2009-09-19T00:00:00.000","STIHL","STIHL","MS200T 16","2009","Ready for disposal","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","400-2377","Stormwater","11","0","473.96","2020-10-08T09:35:45.000"
"F5805","2008-05-22T00:00:00.000","CHEVROLET","CHEVROLET","IMPALA","2008","Reached end of economical life","AUTO, FULL SIZE, 4DR, E10","Car Shop","5030.69","91066","91066","ON","150-1493","Fire Rescue","12","16397","16397","2020-10-15T09:44:49.000"
"W6504","2005-07-18T00:00:00.000","SULLAIR","SULLAIR","185DPQ-JD","2005","Active unit","COMPRESSOR, TRAILER-MOUNTED, DIESEL","Specialty Equipment Shop","137.6","274","274","OFF","420-2117","Water Resources","15","12860","12860","2020-10-15T09:13:17.000"
"F477","2018-06-21T00:00:00.000","FREIGHTLNR","FREIGHTLNR","M2","2019","Active unit","AMBULANCE, TYPE 1, MEDIUM DUTY, DIESEL","Truck Shop","5715.62","47037","47037","ON","150-1513","Fire Rescue","2","0","0","2020-10-26T01:02:01.000"
"K415","2012-02-29T00:00:00.000","INTERNATNL","INTERNATNL","4300","2012","Reached end of economical life","TRUCK, AERIAL, 51-75 FT, DIESEL","Specialty Equipment Shop","7574.04","48871","48871","ON","190-2469","Parks and Recreation","8","161306","161306","2020-10-16T01:01:48.000"
"Y7303","2003-08-15T00:00:00.000","ECHO","ECHO","PB210","2003","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-1265","Stormwater","17","0","239.99","2020-07-01T15:23:04.000"
"F423","2011-09-23T00:00:00.000","SUTPHEN","SUTPHEN","SPH100","2011","Active unit","FIRE TRUCK, LADDER, 100 FT OR GREATER, DIESEL","Truck Shop","18395.99","25530","25530","ON","150-1497","Fire Rescue","9","872425.81","976665.27","2020-10-24T01:02:12.000"
"W7523","2004-12-15T00:00:00.000","STIHL","STIHL","MS260-18","2005","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","420-2173","Water Resources","16","0","383.11","2020-07-06T14:47:35.000"
"K208","2012-08-23T00:00:00.000","FORD","FORD","F250SD","2012","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","4704.2","40722","40722","ON","190-2389","Parks and Recreation","8","24674.7","24674.7","2020-10-14T06:02:00.000"
"S6708","2013-08-16T00:00:00.000","JOHNDEERE","JOHNDEERE","GATOR HXP","2007","Reached end of economical life","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","320.25","2490","2490","OFF","800-2521","Fleet Management","7","0","10026","2020-10-22T01:02:21.000"
"R538","2006-05-05T00:00:00.000","J&J","J&J","SPO75","2006","Active unit","TRAILER, REFUSE TRANSPORT","Sanitation Shop","0","29616","29616","OFF","450-2305","Sanitation","14","0","55547","2020-06-02T11:21:08.000"
"E7801","2007-11-09T00:00:00.000","STIHL","STIHL","BG85","2008","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-1321","Stormwater","13","0","181.66","2020-06-30T15:39:26.000"
"E7746","2006-12-29T00:00:00.000","STIHL","STIHL","MS200T 16","2007","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","400-1321","Stormwater","14","0","414.96","2020-06-30T15:27:56.000"
